state_name,age_bracket,state_code,Below_primary_share_buddhist_female,Below_primary_share_christian_female,Below_primary_share_hindu_female,Below_primary_share_jain_female,Below_primary_share_muslim_female,Below_primary_share_sikh_female,Illiteracy_rate_buddhist_female,Illiteracy_rate_buddhist_male,Illiteracy_rate_christian_female,Illiteracy_rate_christian_male,Illiteracy_rate_hindu_female,Illiteracy_rate_hindu_male,Illiteracy_rate_jain_female,Illiteracy_rate_jain_male,Illiteracy_rate_muslim_female,Illiteracy_rate_muslim_male,Illiteracy_rate_sikh_female,Illiteracy_rate_sikh_male,Literacy_rate_buddhist_female,Literacy_rate_buddhist_male,Literacy_rate_christian_female,Literacy_rate_christian_male,Literacy_rate_hindu_female,Literacy_rate_hindu_male,Literacy_rate_jain_female,Literacy_rate_jain_male,Literacy_rate_muslim_female,Literacy_rate_muslim_male,Literacy_rate_sikh_female,Literacy_rate_sikh_male,Middle_school_share_buddhist_female,Middle_school_share_christian_female,Middle_school_share_hindu_female,Middle_school_share_jain_female,Middle_school_share_muslim_female,Middle_school_share_sikh_female,CMPR_buddhist_female,CMPR_christian_female,CMPR_hindu_female,CMPR_jain_female,CMPR_muslim_female,CMPR_sikh_female,CMPR_buddhist_male,CMPR_christian_male,CMPR_hindu_male,CMPR_jain_male,CMPR_muslim_male,CMPR_sikh_male
State - UTTARANCHAL  05,age_30_33,5,13.0252,3.3121,8.34,0.2915,19.3245,7.0911,34.6154,9.6847,16.755,8.6111,44.0641,12.8395,4.4568,1.4577,74.7466,46.2322,40.3327,18.8482,65.3846,90.3153,83.245,91.3889,55.9359,87.1605,95.5432,98.5423,25.2534,53.7678,59.6673,81.1518,17.6471,11.7197,18.9598,4.0816,12.649,18.4852,12.3751,11.1345,11.3294,4.5767,11.1681,10.7654,4.1462,2.5746,2.7876,2.6972,3.1153,2.6501
State - UTTARANCHAL  05,age_34_plus,5,12.5468,4.5003,13.4841,2.7528,20.8626,9.0955,66.8734,40.3855,22.7016,12.7402,66.8444,22.4206,8.8877,1.9918,84.4236,57.9997,55.278,29.5071,33.1266,59.6145,77.2984,87.2598,33.1556,77.5794,91.1123,98.0082,15.5764,42.0003,44.722,70.4929,16.1049,13.8515,15.7824,10.5925,11.0704,16.6353,12.3751,11.1345,11.3294,4.5767,11.1681,10.7654,4.1462,2.5746,2.7876,2.6972,3.1153,2.6501
Haryana,age_below10,6,97.093,97.1726,97.9931,97.4173,93.3957,97.836,77.1277,75.082,71.9415,73.0996,74.2896,73.6633,70.4719,69.6633,90.2087,83.6734,72.42,72.6921,22.8723,24.918,28.0585,26.9004,25.7104,26.3367,29.5281,30.3367,9.7913,16.3266,27.58,27.3079,0.0,0.0,0.0,0.0,0.0,0.0,19.7947,14.152,25.8523,13.0881,30.7095,13.156,6.6788,5.4633,7.7712,5.5855,9.8432,4.4311
Haryana,age_10_13,6,53.5714,43.1689,47.0981,24.1634,67.4828,44.6463,17.1598,7.4742,7.7058,5.6465,10.4644,6.4099,1.5027,1.3765,57.4316,24.9094,11.0212,7.6731,82.8402,92.5258,92.2942,94.3535,89.5356,93.5901,98.4973,98.6235,42.5684,75.0906,88.9788,92.3269,6.7857,7.0209,5.0835,13.3366,1.6709,5.7134,19.7947,14.152,25.8523,13.0881,30.7095,13.156,6.6788,5.4633,7.7712,5.5855,9.8432,4.4311
Haryana,age_14_17,6,10.4072,4.4932,6.8409,0.8692,24.8214,6.545,19.3431,11.9186,9.375,6.3126,12.7114,7.4109,1.6202,0.7031,65.142,28.1434,12.7791,9.5921,80.6569,88.0814,90.625,93.6874,87.2886,92.5891,98.3798,99.2969,34.858,71.8566,87.2209,90.4079,36.1991,41.7973,35.6189,40.5764,16.6481,36.6837,19.7947,14.152,25.8523,13.0881,30.7095,13.156,6.6788,5.4633,7.7712,5.5855,9.8432,4.4311
Haryana,age_18_21,6,3.6697,1.8797,4.3157,0.766,15.6205,4.5403,23.7762,27.1654,10.1351,8.8015,19.8457,9.8925,1.2605,1.4226,73.4948,31.7981,16.4516,12.8927,76.2238,72.8346,89.8649,91.1985,80.1543,90.1075,98.7395,98.5774,26.5052,68.2019,83.5484,87.1073,16.5138,14.4737,18.7416,3.9149,15.457,20.3705,19.7947,14.152,25.8523,13.0881,30.7095,13.156,6.6788,5.4633,7.7712,5.5855,9.8432,4.4311
Haryana,age_22_25,6,5.4455,2.2989,4.048,0.1897,14.6036,3.6506,32.2148,17.3611,13.186,7.385,29.9536,11.7902,2.9098,1.0492,80.8348,34.4482,23.3973,15.6387,67.7852,82.6389,86.814,92.615,70.0464,88.2098,97.0902,98.9508,19.1652,65.5518,76.6027,84.3613,18.3168,10.3448,19.8839,5.3111,15.1021,19.955,19.7947,14.152,25.8523,13.0881,30.7095,13.156,6.6788,5.4633,7.7712,5.5855,9.8432,4.4311
Haryana,age_26_29,6,4.6053,2.3963,5.4096,0.3974,14.8998,4.8084,39.9209,19.5335,16.7945,9.589,43.0347,16.0458,2.748,1.8085,86.2336,40.1852,33.2718,20.9435,60.0791,80.4665,83.2055,90.411,56.9653,83.9542,97.252,98.1915,13.7664,59.8148,66.7282,79.0565,15.7895,9.6774,18.0947,8.6976,12.0282,20.9656,19.7947,14.152,25.8523,13.0881,30.7095,13.156,6.6788,5.4633,7.7712,5.5855,9.8432,4.4311
Haryana,age_30_33,6,8.5106,2.8881,6.3897,0.9309,17.614,6.1131,57.2727,20.4778,21.9718,10.3741,54.6524,20.894,4.7597,2.1739,90.1682,48.7938,41.0126,26.5129,42.7273,79.5222,78.0282,89.6259,45.3476,79.106,95.2403,97.8261,9.8318,51.2062,58.9874,73.4871,9.5745,9.2659,17.463,11.7589,9.3697,20.4094,19.7947,14.152,25.8523,13.0881,30.7095,13.156,6.6788,5.4633,7.7712,5.5855,9.8432,4.4311
Haryana,age_34_plus,6,8.3333,3.2095,8.3787,4.024,18.7629,8.4978,76.9784,35.9841,26.1108,15.8992,72.0619,34.7804,17.6773,3.1734,94.6544,65.6765,61.8215,39.6012,23.0216,64.0159,73.8892,84.1008,27.9381,65.2196,82.3227,96.8266,5.3456,34.3235,38.1785,60.3988,15.625,10.0,16.4304,14.0487,7.6642,17.3774,19.7947,14.152,25.8523,13.0881,30.7095,13.156,6.6788,5.4633,7.7712,5.5855,9.8432,4.4311
State - DELHI  07,age_below10,7,97.6103,97.2057,97.5685,97.7565,96.1563,97.8028,74.4841,70.7901,72.5002,72.5665,73.1319,72.8131,69.296,69.9035,78.1141,77.163,69.0225,70.0569,25.5159,29.2099,27.4998,27.4335,26.8681,27.1869,30.704,30.0965,21.8859,22.837,30.9775,29.9431,0.0,0.0,0.0,0.0,0.0,0.0,7.4981,7.8761,11.2431,9.2188,10.7016,10.1789,3.7037,2.5073,3.7554,3.6603,3.135,3.1467
State - DELHI  07,age_10_13,7,35.9244,30.3922,36.6441,23.8588,46.2984,29.4558,4.8,4.1627,4.1265,2.7003,7.0452,5.5993,0.9012,1.0174,17.9755,16.7987,3.4135,3.0348,95.2,95.8373,95.8735,97.2997,92.9548,94.4007,99.0988,98.9826,82.0245,83.2013,96.5865,96.9652,5.6723,7.6518,7.1137,11.6084,5.5466,9.038,7.4981,7.8761,11.2431,9.2188,10.7016,10.1789,3.7037,2.5073,3.7554,3.6603,3.135,3.1467
State - DELHI  07,age_14_17,7,4.914,3.8576,3.8536,0.8361,9.0328,2.181,6.3291,5.8423,8.07,2.844,7.2198,6.9465,0.7218,0.9694,19.7647,20.7145,3.6822,3.3023,93.6709,94.1577,91.93,97.156,92.7802,93.0535,99.2782,99.0306,80.2353,79.2855,96.3178,96.6977,42.2604,42.0623,41.311,43.0934,34.4295,42.4165,7.4981,7.8761,11.2431,9.2188,10.7016,10.1789,3.7037,2.5073,3.7554,3.6603,3.135,3.1467
State - DELHI  07,age_18_21,7,2.5586,3.3346,2.5898,0.8819,6.672,1.8884,7.8585,5.638,8.7443,4.0465,11.4574,9.2636,0.8742,1.6076,26.2759,24.5456,4.5898,3.6491,92.1415,94.362,91.2557,95.9535,88.5426,90.7364,99.1258,98.3924,73.7241,75.4544,95.4102,96.3509,18.7633,14.7183,19.7183,4.1028,24.2867,10.6446,7.4981,7.8761,11.2431,9.2188,10.7016,10.1789,3.7037,2.5073,3.7554,3.6603,3.135,3.1467
State - DELHI  07,age_22_25,7,2.2957,2.3954,2.5773,0.4312,7.3672,1.5332,12.5301,5.4619,6.5546,2.8714,18.0309,9.0289,0.8959,0.9037,35.6115,24.2618,5.8345,3.4395,87.4699,94.5381,93.4454,97.1286,81.9691,90.9711,99.1041,99.0963,64.3885,75.7382,94.1655,96.5605,16.6208,8.4011,15.8317,3.0737,19.3809,7.4344,7.4981,7.8761,11.2431,9.2188,10.7016,10.1789,3.7037,2.5073,3.7554,3.6603,3.135,3.1467
State - DELHI  07,age_26_29,7,4.1332,1.8437,3.2734,0.279,9.6589,1.6116,20.0917,6.3262,5.9409,2.7088,25.4454,10.2526,1.2899,0.753,46.1214,26.4779,7.2904,3.9121,79.9083,93.6738,94.0591,97.2912,74.5546,89.7474,98.7101,99.247,53.8786,73.5221,92.7096,96.0879,14.1217,6.7563,14.3933,4.2872,17.0362,7.6321,7.4981,7.8761,11.2431,9.2188,10.7016,10.1789,3.7037,2.5073,3.7554,3.6603,3.135,3.1467
State - DELHI  07,age_30_33,7,4.0698,2.0776,3.8343,0.4488,11.2401,1.723,26.3383,8.0762,6.8209,2.8536,31.2594,11.6735,1.689,0.754,54.7791,30.3419,8.228,4.2869,73.6617,91.9238,93.1791,97.1464,68.7406,88.3265,98.311,99.246,45.2209,69.6581,91.772,95.7131,16.7151,7.1904,14.0784,6.3767,16.0184,9.4536,7.4981,7.8761,11.2431,9.2188,10.7016,10.1789,3.7037,2.5073,3.7554,3.6603,3.135,3.1467
State - DELHI  07,age_34_plus,7,6.9435,2.7618,5.1904,3.5365,13.4873,3.8461,47.6385,15.7505,11.3895,3.9253,39.0237,14.8453,9.5951,1.5678,67.1884,38.5267,17.4509,6.2968,52.3615,84.2495,88.6105,96.0747,60.9763,85.1547,90.4049,98.4322,32.8116,61.4733,82.5491,93.7032,16.6126,9.3999,13.6684,11.4352,14.5937,12.7703,7.4981,7.8761,11.2431,9.2188,10.7016,10.1789,3.7037,2.5073,3.7554,3.6603,3.135,3.1467
Rajasthan,age_below10,8,95.2077,97.0094,96.3855,94.5106,94.6333,96.5833,74.7377,76.0365,74.9441,73.0374,80.1624,75.8182,68.6604,68.8891,83.3466,78.9172,74.6163,73.4826,25.2623,23.9635,25.0559,26.9626,19.8376,24.1818,31.3396,31.1109,16.6534,21.0828,25.3837,26.5174,0.0,0.0,0.0,0.0,0.0,0.0,27.8456,16.6454,55.6644,9.9743,42.9524,12.7262,10.5086,8.0139,23.0325,4.2537,17.3383,3.2068
Rajasthan,age_10_13,8,57.5,39.1144,55.103,23.25,58.9006,49.705,13.6069,4.0619,14.9671,6.9865,28.9656,9.1052,1.4801,0.8606,37.5712,17.3,16.3573,8.3982,86.3931,95.9381,85.0329,93.0135,71.0344,90.8948,98.5199,99.1394,62.4288,82.7,83.6427,91.6018,5.5,7.4908,4.7775,15.6407,3.6983,5.9501,27.8456,16.6454,55.6644,9.9743,42.9524,12.7262,10.5086,8.0139,23.0325,4.2537,17.3383,3.2068
Rajasthan,age_14_17,8,16.0305,7.9612,19.8861,2.1966,24.3643,14.4454,24.058,4.1002,18.9933,8.8906,35.6501,9.823,1.1567,0.6679,42.5043,18.2449,22.0204,10.598,75.942,95.8998,81.0067,91.1094,64.3499,90.177,98.8433,99.3321,57.4957,81.7551,77.9796,89.402,27.0992,39.4175,25.9725,40.014,20.5357,29.1108,27.8456,16.6454,55.6644,9.9743,42.9524,12.7262,10.5086,8.0139,23.0325,4.2537,17.3383,3.2068
Rajasthan,age_18_21,8,9.7087,7.3099,18.0016,3.1228,21.0877,11.7626,31.7881,4.7826,20.7722,9.8747,44.4672,12.1399,1.6347,1.029,48.8876,20.3196,28.1196,13.7113,68.2119,95.2174,79.2278,90.1253,55.5328,87.8601,98.3653,98.971,51.1124,79.6804,71.8804,86.2887,16.5049,10.039,17.9817,11.7338,17.5174,22.6648,27.8456,16.6454,55.6644,9.9743,42.9524,12.7262,10.5086,8.0139,23.0325,4.2537,17.3383,3.2068
Rajasthan,age_22_25,8,16.5441,5.1561,18.7908,2.212,22.2432,11.54,41.3793,8.4507,19.8253,9.2218,51.5308,14.093,2.0089,0.7883,55.8432,21.7271,36.6906,16.7107,58.6207,91.5493,80.1747,90.7782,48.4692,85.907,97.9911,99.2117,44.1568,78.2729,63.3094,83.2893,19.1176,7.8794,15.8565,10.3483,15.3622,20.228,27.8456,16.6454,55.6644,9.9743,42.9524,12.7262,10.5086,8.0139,23.0325,4.2537,17.3383,3.2068
Rajasthan,age_26_29,8,10.7981,3.8245,20.8852,2.2005,25.2048,14.2086,44.0945,9.1778,21.6898,9.8117,58.156,18.6132,2.8704,0.7409,62.3276,25.1682,45.9699,22.4189,55.9055,90.8222,78.3102,90.1883,41.844,81.3868,97.1296,99.2591,37.6724,74.8318,54.0301,77.5811,17.3709,10.0242,14.4877,15.6737,13.5967,17.4395,27.8456,16.6454,55.6644,9.9743,42.9524,12.7262,10.5086,8.0139,23.0325,4.2537,17.3383,3.2068
Rajasthan,age_30_33,8,13.3333,4.8863,22.616,2.9387,27.2159,14.7775,52.0349,12.6033,27.5245,11.2322,63.9693,24.2099,3.5617,0.9465,68.0096,29.6632,51.8775,26.778,47.9651,87.3967,72.4755,88.7678,36.0307,75.7901,96.4383,99.0535,31.9904,70.3368,48.1225,73.222,15.7576,8.805,13.3639,19.6415,11.9684,16.9268,27.8456,16.6454,55.6644,9.9743,42.9524,12.7262,10.5086,8.0139,23.0325,4.2537,17.3383,3.2068
Rajasthan,age_34_plus,8,23.4727,4.3047,23.0009,14.5728,29.5194,16.4426,72.9565,31.9149,24.9048,14.0624,79.9213,41.9237,21.2771,1.3522,81.275,42.701,71.8002,41.5788,27.0435,68.0851,75.0952,85.9376,20.0787,58.0763,78.7229,98.6478,18.725,57.299,28.1998,58.4212,12.2186,10.2659,13.4345,19.1579,10.9806,14.6604,27.8456,16.6454,55.6644,9.9743,42.9524,12.7262,10.5086,8.0139,23.0325,4.2537,17.3383,3.2068
Uttar Pradesh,age_below10,9,95.4705,93.1133,95.4049,92.8676,93.0317,94.5544,80.6868,78.4178,79.2844,77.2169,81.5308,78.4404,71.4056,72.8235,85.2192,82.4666,75.741,74.7001,19.3132,21.5822,20.7156,22.7831,18.4692,21.5596,28.5944,27.1765,14.7808,17.5334,24.259,25.2999,0.0,0.0,0.0,0.0,0.0,0.0,31.9989,19.0531,29.6111,15.8508,16.5315,16.7319,12.1563,7.9627,10.0049,5.3574,5.2727,6.8386
Uttar Pradesh,age_10_13,9,49.3021,39.5892,47.1854,21.2868,54.9015,37.8201,25.243,14.7277,24.618,18.4967,29.4601,16.2814,4.9445,3.7278,41.7713,30.4734,16.4071,10.7218,74.757,85.2723,75.382,81.5033,70.5399,83.7186,95.0555,96.2722,58.2287,69.5266,83.5929,89.2782,6.0685,10.6742,7.2618,19.2243,5.3929,9.9643,31.9989,19.0531,29.6111,15.8508,16.5315,16.7319,12.1563,7.9627,10.0049,5.3574,5.2727,6.8386
Uttar Pradesh,age_14_17,9,10.6724,7.1696,9.033,1.4288,17.9759,6.6538,32.0182,14.8882,23.5553,17.1237,33.5953,16.1926,3.6421,2.7736,46.3083,33.1815,18.6405,10.8373,67.9818,85.1118,76.4447,82.8763,66.4047,83.8074,96.3579,97.2264,53.6917,66.8185,81.3595,89.1627,35.6835,35.6453,37.2405,38.8492,25.1844,37.444,31.9989,19.0531,29.6111,15.8508,16.5315,16.7319,12.1563,7.9627,10.0049,5.3574,5.2727,6.8386
Uttar Pradesh,age_18_21,9,6.5739,4.3887,5.6028,1.0277,12.4213,4.9215,44.2192,18.6412,23.8482,18.3528,42.1438,18.4164,3.2803,2.9497,51.0798,35.5117,21.935,12.0902,55.7808,81.3588,76.1518,81.6472,57.8562,81.5836,96.7197,97.0503,48.9202,64.4883,78.065,87.9098,26.7595,15.0784,24.2486,6.7061,17.5965,20.3761,31.9989,19.0531,29.6111,15.8508,16.5315,16.7319,12.1563,7.9627,10.0049,5.3574,5.2727,6.8386
Uttar Pradesh,age_22_25,9,5.7043,3.0109,4.7624,0.8014,12.1429,3.9298,59.1247,22.1035,25.3115,18.1969,53.5998,21.117,4.4396,2.7179,60.6606,37.6308,28.1391,13.9766,40.8753,77.8965,74.6885,81.8031,46.4002,78.883,95.5604,97.2821,39.3394,62.3692,71.8609,86.0234,25.0987,9.2675,23.3542,5.3606,15.0015,17.4977,31.9989,19.0531,29.6111,15.8508,16.5315,16.7319,12.1563,7.9627,10.0049,5.3574,5.2727,6.8386
Uttar Pradesh,age_26_29,9,6.4121,3.3451,5.6709,1.0187,14.2722,4.8895,67.5494,25.7268,31.0421,18.7849,61.1555,25.3177,5.364,2.8177,68.2589,41.988,35.455,17.874,32.4506,74.2732,68.9579,81.2151,38.8445,74.6823,94.636,97.1823,31.7411,58.012,64.545,82.126,25.9691,10.1025,23.5131,8.0188,14.3993,16.7585,31.9989,19.0531,29.6111,15.8508,16.5315,16.7319,12.1563,7.9627,10.0049,5.3574,5.2727,6.8386
Uttar Pradesh,age_30_33,9,7.0056,3.0595,6.4188,1.3712,15.5919,5.8053,73.3514,29.3398,36.6216,21.2534,66.7064,29.0986,6.5466,3.0125,72.859,46.2614,39.5452,20.0902,26.6486,70.6602,63.3784,78.7466,33.2936,70.9014,93.4534,96.9875,27.141,53.7386,60.4548,79.9098,24.0678,10.1027,22.7538,9.6117,13.6514,16.8047,31.9989,19.0531,29.6111,15.8508,16.5315,16.7319,12.1563,7.9627,10.0049,5.3574,5.2727,6.8386
Uttar Pradesh,age_34_plus,9,10.4711,3.4964,9.1347,5.2367,17.2493,6.985,84.8908,45.4835,39.6872,24.7266,77.7224,41.1778,15.3623,4.2063,81.6141,54.8882,51.6952,29.8215,15.1092,54.5165,60.3128,75.2734,22.2776,58.8222,84.6377,95.7937,18.3859,45.1118,48.3048,70.1785,17.7613,12.1587,19.5811,15.9501,12.3681,15.8664,31.9989,19.0531,29.6111,15.8508,16.5315,16.7319,12.1563,7.9627,10.0049,5.3574,5.2727,6.8386
Bihar,age_below10,10,95.8904,92.8328,94.6024,93.7158,90.4277,91.6859,84.8673,81.1703,79.1719,77.0796,88.2013,84.2229,70.5077,71.8059,89.4587,86.7409,78.7014,78.2273,15.1327,18.8297,20.8281,22.9204,11.7987,15.7771,29.4923,28.1941,10.5413,13.2591,21.2986,21.7727,0.0,0.0,0.0,0.0,0.0,0.0,40.768,13.7014,33.6966,10.3751,18.6276,12.2732,9.9734,3.5342,8.1224,2.5783,4.2156,4.9164
Bihar,age_10_13,10,42.9084,36.161,46.9408,21.626,54.4579,31.0757,31.3194,18.6916,26.6161,20.0667,48.5208,31.4185,7.0997,4.9858,53.7054,42.1506,21.7256,16.7173,68.6806,81.3084,73.3839,79.9333,51.4792,68.5815,92.9003,95.0142,46.2946,57.8494,78.2744,83.2827,8.6176,12.1805,8.2157,20.9756,5.614,14.741,40.768,13.7014,33.6966,10.3751,18.6276,12.2732,9.9734,3.5342,8.1224,2.5783,4.2156,4.9164
Bihar,age_14_17,10,8.4615,9.1922,10.5564,1.209,22.8579,3.7821,32.6425,17.5258,25.9412,17.9126,46.0646,28.1341,3.9801,4.2484,52.2347,40.7868,12.2178,12.1453,67.3575,82.4742,74.0588,82.0874,53.9354,71.8659,96.0199,95.7516,47.7653,59.2132,87.7822,87.8547,39.7436,37.0474,33.3431,40.0691,20.6433,37.0651,40.768,13.7014,33.6966,10.3751,18.6276,12.2732,9.9734,3.5342,8.1224,2.5783,4.2156,4.9164
Bihar,age_18_21,10,4.8485,5.6483,7.7746,0.3401,18.7807,2.5723,46.2541,18.0693,25.0241,17.5423,55.0274,27.7031,5.4662,6.9061,58.4824,40.276,18.799,10.9589,53.7459,81.9307,74.9759,82.4577,44.9726,72.2969,94.5338,93.0939,41.5176,59.724,81.201,89.0411,20.6061,13.8639,18.7535,6.8027,13.9478,12.2186,40.768,13.7014,33.6966,10.3751,18.6276,12.2732,9.9734,3.5342,8.1224,2.5783,4.2156,4.9164
Bihar,age_22_25,10,6.3694,1.8362,7.892,0.4545,20.0011,1.2903,54.9498,21.3731,23.732,18.4529,62.7145,29.9175,5.4441,3.2366,65.7833,41.2533,20.6146,11.4497,45.0502,78.6269,76.268,81.5471,37.2855,70.0825,94.5559,96.7634,34.2167,58.7467,79.3854,88.5503,25.1592,5.8065,15.5287,5.4545,11.0673,7.7419,40.768,13.7014,33.6966,10.3751,18.6276,12.2732,9.9734,3.5342,8.1224,2.5783,4.2156,4.9164
Bihar,age_26_29,10,7.4468,3.5714,8.7258,1.487,21.8319,2.6667,58.8321,25.4076,31.6195,22.8751,67.5509,34.4554,5.614,3.438,71.0239,45.335,24.6231,8.5489,41.1679,74.5924,68.3805,77.1249,32.4491,65.5446,94.386,96.562,28.9761,54.665,75.3769,91.4511,16.6667,6.3283,13.8199,7.8067,10.4111,11.3333,40.768,13.7014,33.6966,10.3751,18.6276,12.2732,9.9734,3.5342,8.1224,2.5783,4.2156,4.9164
Bihar,age_30_33,10,9.2511,3.58,9.8561,2.0033,22.9099,3.169,59.3918,25.6449,39.3632,25.0651,72.3106,39.4223,5.8176,1.6234,75.0095,49.4843,24.6684,12.3457,40.6082,74.3551,60.6368,74.9349,27.6894,60.5777,94.1824,98.3766,24.9905,50.5157,75.3316,87.6543,14.5374,6.5235,13.5032,9.015,9.8087,13.0282,40.768,13.7014,33.6966,10.3751,18.6276,12.2732,9.9734,3.5342,8.1224,2.5783,4.2156,4.9164
Bihar,age_34_plus,10,12.8107,4.9697,13.1299,7.29,24.9357,5.6004,78.0988,35.2194,40.1225,27.8912,81.0849,47.0027,12.7851,3.7634,81.7053,54.1994,33.8254,14.6328,21.9012,64.7806,59.8775,72.1088,18.9151,52.9973,87.2149,96.2366,18.2947,45.8006,66.1746,85.3672,11.2811,7.8931,13.3213,16.5214,9.6132,13.0517,40.768,13.7014,33.6966,10.3751,18.6276,12.2732,9.9734,3.5342,8.1224,2.5783,4.2156,4.9164
Sikkim,age_below10,11,97.4265,97.2571,97.5037,100.0,100.0,100.0,78.3797,78.3782,77.5353,78.3904,78.6148,78.728,64.2857,70.0,83.2138,79.4643,76.1905,75.0,21.6203,21.6218,22.4647,21.6096,21.3852,21.272,35.7143,30.0,16.7862,20.5357,23.8095,25.0,0.0,0.0,0.0,0.0,0.0,0.0,18.2547,16.8776,17.6345,0.0,22.7828,0.0,4.8503,2.7559,3.6952,0.0,6.5711,37.037
Sikkim,age_10_13,11,61.5074,61.3806,64.0441,66.6667,62.5,22.2222,15.5223,15.353,14.9206,12.2816,16.7309,14.0728,25.0,0.0,30.9904,33.0882,10.0,5.8824,84.4777,84.647,85.0794,87.7184,83.2691,85.9272,75.0,100.0,69.0096,66.9118,90.0,94.1176,3.7037,3.4204,3.0473,0.0,3.2407,0.0,18.2547,16.8776,17.6345,0.0,22.7828,0.0,4.8503,2.7559,3.6952,0.0,6.5711,37.037
Sikkim,age_14_17,11,21.4968,20.7054,22.0163,0.0,21.8543,10.0,14.7666,12.2929,14.8972,9.5593,15.3679,12.0701,14.2857,0.0,31.0502,38.1743,0.0,9.5238,85.2334,87.7071,85.1028,90.4407,84.6321,87.9299,85.7143,100.0,68.9498,61.8257,100.0,90.4762,25.207,24.6244,24.6308,66.6667,25.8278,50.0,18.2547,16.8776,17.6345,0.0,22.7828,0.0,4.8503,2.7559,3.6952,0.0,6.5711,37.037
Sikkim,age_18_21,11,15.4239,14.8784,16.2374,50.0,14.0,0.0,18.4846,13.3403,17.4734,10.7311,19.2535,14.052,0.0,0.0,46.2366,37.8049,0.0,1.4706,81.5154,86.6597,82.5266,89.2689,80.7465,85.948,100.0,100.0,53.7634,62.1951,100.0,98.5294,26.4556,25.7511,25.5671,0.0,22.0,0.0,18.2547,16.8776,17.6345,0.0,22.7828,0.0,4.8503,2.7559,3.6952,0.0,6.5711,37.037
Sikkim,age_22_25,11,16.4093,16.1899,16.3303,0.0,22.7273,0.0,24.0731,13.6233,19.6867,11.1362,24.086,13.3718,33.3333,14.2857,43.299,39.0667,0.0,0.0,75.9269,86.3767,80.3133,88.8638,75.914,86.6282,66.6667,85.7143,56.701,60.9333,100.0,100.0,21.7415,21.9766,20.9852,0.0,12.7273,16.6667,18.2547,16.8776,17.6345,0.0,22.7828,0.0,4.8503,2.7559,3.6952,0.0,6.5711,37.037
Sikkim,age_26_29,11,16.2651,17.1216,16.6721,0.0,22.6415,0.0,30.4901,14.3732,26.6828,13.7549,32.529,14.4685,0.0,0.0,56.1983,44.0922,0.0,0.5155,69.5099,85.6268,73.3172,86.2451,67.471,85.5315,100.0,100.0,43.8017,55.9078,100.0,99.4845,20.4819,20.6782,19.114,0.0,20.7547,0.0,18.2547,16.8776,17.6345,0.0,22.7828,0.0,4.8503,2.7559,3.6952,0.0,6.5711,37.037
Sikkim,age_30_33,11,18.3531,19.8254,19.4094,0.0,24.3243,0.0,42.2177,19.7755,36.6509,14.6998,45.3188,16.8094,11.1111,0.0,54.878,40.4806,9.0909,1.1111,57.7823,80.2245,63.3491,85.3002,54.6812,83.1906,88.8889,100.0,45.122,59.5194,90.9091,98.8889,20.4117,19.202,17.7535,25.0,9.4595,10.0,18.2547,16.8776,17.6345,0.0,22.7828,0.0,4.8503,2.7559,3.6952,0.0,6.5711,37.037
Sikkim,age_34_plus,11,26.1812,27.5645,26.761,20.0,25.6944,7.6923,74.4446,41.4237,63.7132,31.9202,73.3094,36.382,13.7931,9.7561,65.7957,42.117,25.7143,2.8037,25.5554,58.5763,36.2868,68.0798,26.6906,63.618,86.2069,90.2439,34.2043,57.883,74.2857,97.1963,14.1747,14.6633,13.5716,16.0,16.6667,15.3846,18.2547,16.8776,17.6345,0.0,22.7828,0.0,4.8503,2.7559,3.6952,0.0,6.5711,37.037
Arunachal Pradesh,age_below10,12,97.5762,96.7341,96.9409,100.0,96.1929,100.0,87.0925,85.2077,87.6808,85.9311,83.4302,81.0604,85.7143,64.8649,85.7246,83.9875,69.7917,73.6842,12.9075,14.7923,12.3192,14.0689,16.5698,18.9396,14.2857,35.1351,14.2754,16.0125,30.2083,26.3158,0.0,0.0,0.0,0.0,0.0,0.0,12.1918,14.2401,14.2839,34.4828,26.271,5.848,3.0262,3.5734,3.6012,0.0,5.1738,21.978
Arunachal Pradesh,age_10_13,12,60.5885,64.8059,52.5562,60.0,51.4957,24.3243,43.9654,31.7986,42.309,32.6456,32.8858,22.5528,44.4444,22.2222,44.6809,36.5736,15.9091,13.1579,56.0346,68.2014,57.691,67.3544,67.1142,77.4472,55.5556,77.7778,55.3191,63.4264,84.0909,86.8421,2.6773,2.904,5.4334,0.0,4.7009,13.5135,12.1918,14.2401,14.2839,34.4828,26.271,5.848,3.0262,3.5734,3.6012,0.0,5.1738,21.978
Arunachal Pradesh,age_14_17,12,20.6755,23.8411,17.5414,0.0,13.6213,10.3448,43.2689,29.4529,33.6774,22.1054,32.5524,19.1373,0.0,0.0,40.396,29.4311,6.4516,10.0,56.7311,70.5471,66.3226,77.8946,67.4476,80.8627,100.0,100.0,59.604,70.5689,93.5484,90.0,27.6946,25.1159,30.83,16.6667,31.8937,24.1379,12.1918,14.2401,14.2839,34.4828,26.271,5.848,3.0262,3.5734,3.6012,0.0,5.1738,21.978
