state_name,age_bracket,state_code,Below_primary_share_buddhist_female,Below_primary_share_christian_female,Below_primary_share_hindu_female,Below_primary_share_jain_female,Below_primary_share_muslim_female,Below_primary_share_sikh_female,Illiteracy_rate_buddhist_female,Illiteracy_rate_buddhist_male,Illiteracy_rate_christian_female,Illiteracy_rate_christian_male,Illiteracy_rate_hindu_female,Illiteracy_rate_hindu_male,Illiteracy_rate_jain_female,Illiteracy_rate_jain_male,Illiteracy_rate_muslim_female,Illiteracy_rate_muslim_male,Illiteracy_rate_sikh_female,Illiteracy_rate_sikh_male,Literacy_rate_buddhist_female,Literacy_rate_buddhist_male,Literacy_rate_christian_female,Literacy_rate_christian_male,Literacy_rate_hindu_female,Literacy_rate_hindu_male,Literacy_rate_jain_female,Literacy_rate_jain_male,Literacy_rate_muslim_female,Literacy_rate_muslim_male,Literacy_rate_sikh_female,Literacy_rate_sikh_male,Middle_school_share_buddhist_female,Middle_school_share_christian_female,Middle_school_share_hindu_female,Middle_school_share_jain_female,Middle_school_share_muslim_female,Middle_school_share_sikh_female,CMPR_buddhist_female,CMPR_christian_female,CMPR_hindu_female,CMPR_jain_female,CMPR_muslim_female,CMPR_sikh_female,CMPR_buddhist_male,CMPR_christian_male,CMPR_hindu_male,CMPR_jain_male,CMPR_muslim_male,CMPR_sikh_male
West Bengal,age_10_13,19,49.4106,57.7473,51.6604,35.753,65.1107,39.7248,10.6982,8.6614,18.8865,14.2653,17.0721,10.9206,4.5008,2.6328,24.0757,23.6577,7.2458,5.2371,89.3018,91.3386,81.1135,85.7347,82.9279,89.0794,95.4992,97.3672,75.9243,76.3423,92.7542,94.7629,5.4106,3.305,3.8377,7.9632,2.0212,7.3236,22.2794,15.8234,22.6793,13.2629,27.9635,17.3607,5.1797,3.5045,4.1395,2.9572,3.8238,6.8978
West Bengal,age_14_17,19,15.2183,20.1042,17.625,4.3165,28.1338,6.0947,11.6215,7.9476,20.7339,14.3167,19.5998,11.8276,4.2794,2.741,29.1802,26.2987,7.5423,5.5097,88.3785,92.0524,79.2661,85.6833,80.4002,88.1724,95.7206,97.259,70.8198,73.7013,92.4577,94.4903,34.7609,30.0694,32.3609,46.5057,22.4292,42.6629,22.2794,15.8234,22.6793,13.2629,27.9635,17.3607,5.1797,3.5045,4.1395,2.9572,3.8238,6.8978
West Bengal,age_18_21,19,15.2961,17.4074,17.9601,4.3571,28.4252,4.1978,16.2832,9.9877,28.4894,15.9666,24.5852,13.3627,5.332,2.0739,37.6108,28.6025,8.766,4.6414,83.7168,90.0123,71.5106,84.0334,75.4148,86.6373,94.668,97.9261,62.3892,71.3975,91.234,95.3586,26.4167,26.7531,23.3009,12.1148,19.705,21.0821,22.2794,15.8234,22.6793,13.2629,27.9635,17.3607,5.1797,3.5045,4.1395,2.9572,3.8238,6.8978
West Bengal,age_22_25,19,15.805,17.3387,19.2811,3.4017,32.0408,5.5707,20.4403,10.8169,32.7552,17.6355,29.0984,14.3591,6.3699,2.1477,45.0989,30.9929,10.899,5.4851,79.5597,89.1831,67.2448,82.3645,70.9016,85.6409,93.6301,97.8523,54.9011,69.0071,89.101,94.5149,23.0921,22.5683,21.4887,6.9341,17.5287,15.3097,22.2794,15.8234,22.6793,13.2629,27.9635,17.3607,5.1797,3.5045,4.1395,2.9572,3.8238,6.8978
West Bengal,age_26_29,19,18.0841,18.7814,21.582,3.6827,36.5538,7.0434,26.5996,12.3852,38.1042,21.1857,34.5267,17.6999,7.4301,2.6373,53.661,35.9755,12.8641,6.7272,73.4004,87.6148,61.8958,78.8143,65.4733,82.3001,92.5699,97.3627,46.339,64.0245,87.1359,93.2728,21.3442,21.2444,21.8028,9.6317,16.6267,16.8723,22.2794,15.8234,22.6793,13.2629,27.9635,17.3607,5.1797,3.5045,4.1395,2.9572,3.8238,6.8978
West Bengal,age_30_33,19,21.0637,20.4945,22.858,3.8725,40.0853,7.1845,33.7921,14.0649,42.8853,23.4893,38.9881,20.7719,8.4791,3.0822,60.9498,40.7087,15.4351,7.0517,66.2079,85.9351,57.1147,76.5107,61.0119,79.2281,91.5209,96.9178,39.0502,59.2913,84.5649,92.9483,19.4521,21.0372,21.7929,11.5686,16.0722,18.0583,22.2794,15.8234,22.6793,13.2629,27.9635,17.3607,5.1797,3.5045,4.1395,2.9572,3.8238,6.8978
West Bengal,age_34_plus,19,27.6802,22.3563,30.4622,11.766,48.3308,12.3122,56.9375,25.2179,51.2844,29.234,51.9042,23.6105,16.4696,3.7261,74.446,44.0083,27.9063,11.2834,43.0625,74.7821,48.7156,70.766,48.0958,76.3895,83.5304,96.2739,25.554,55.9917,72.0937,88.7166,17.8323,18.7358,19.2168,16.134,13.0898,18.4619,22.2794,15.8234,22.6793,13.2629,27.9635,17.3607,5.1797,3.5045,4.1395,2.9572,3.8238,6.8978
Jharkhand,age_below10,20,96.6942,95.8711,95.5033,94.7644,92.1617,95.2505,81.1526,82.0,80.5841,79.668,84.1099,80.3766,70.4334,73.0035,84.4428,81.6347,71.0661,71.1318,18.8474,18.0,19.4159,20.332,15.8901,19.6234,29.5666,26.9965,15.5572,18.3653,28.9339,28.8682,0.0,0.0,0.0,0.0,0.0,0.0,20.7156,10.7559,31.2703,13.4867,25.0038,13.8318,7.8064,2.7784,5.7478,1.8136,4.0592,4.228
Jharkhand,age_10_13,20,44.2424,45.3753,45.1373,27.5923,52.5247,32.0972,33.4677,17.5439,21.858,17.7282,38.5367,22.1711,10.1106,4.9062,37.7392,25.6756,8.1568,6.8827,66.5323,82.4561,78.142,82.2718,61.4633,77.8289,89.8894,95.0938,62.2608,74.3244,91.8432,93.1173,7.8788,8.5637,8.7964,13.7083,7.1003,12.7142,20.7156,10.7559,31.2703,13.4867,25.0038,13.8318,7.8064,2.7784,5.7478,1.8136,4.0592,4.228
Jharkhand,age_14_17,20,9.322,10.5669,11.0627,2.9038,21.2015,3.7355,31.3953,19.1057,18.8952,12.9719,38.8451,18.6473,7.5503,2.4653,37.5948,23.4551,7.1801,5.4023,68.6047,80.8943,81.1048,87.0281,61.1549,81.3527,92.4497,97.5347,62.4052,76.5449,92.8199,94.5977,32.2034,39.9493,36.8536,42.6497,26.5819,41.2231,20.7156,10.7559,31.2703,13.4867,25.0038,13.8318,7.8064,2.7784,5.7478,1.8136,4.0592,4.228
Jharkhand,age_18_21,20,5.9701,7.0122,8.8444,0.9709,18.6553,2.3179,30.9278,13.4454,21.2504,12.9286,48.3557,18.6845,6.9277,3.1447,45.4135,22.8753,8.7062,3.4816,69.0722,86.5546,78.7496,87.0714,51.6443,81.3155,93.0723,96.8553,54.5865,77.1247,91.2938,96.5184,16.4179,27.7738,20.6236,13.9159,16.0566,14.7682,20.7156,10.7559,31.2703,13.4867,25.0038,13.8318,7.8064,2.7784,5.7478,1.8136,4.0592,4.228
Jharkhand,age_22_25,20,10.2941,5.9859,9.189,2.1382,20.9634,2.4613,43.0962,15.4676,27.0512,13.7272,56.2367,21.2155,9.2537,2.4204,53.8077,24.387,10.5055,3.4797,56.9038,84.5324,72.9488,86.2728,43.7633,78.7845,90.7463,97.5796,46.1923,75.613,89.4945,96.5203,15.4412,21.3456,17.1726,5.9211,12.8298,10.6027,20.7156,10.7559,31.2703,13.4867,25.0038,13.8318,7.8064,2.7784,5.7478,1.8136,4.0592,4.228
Jharkhand,age_26_29,20,13.6364,6.9458,10.7705,2.3569,23.5261,3.1217,51.2915,18.107,35.8148,18.1053,62.958,26.9762,9.4512,1.8336,60.3506,28.4486,12.4386,5.2304,48.7085,81.893,64.1852,81.8947,37.042,73.0238,90.5488,98.1664,39.6494,71.5514,87.5614,94.7696,17.4242,19.0535,15.9519,6.9024,11.9911,13.2936,20.7156,10.7559,31.2703,13.4867,25.0038,13.8318,7.8064,2.7784,5.7478,1.8136,4.0592,4.228
Jharkhand,age_30_33,20,8.2353,8.9069,12.3717,1.7452,25.4739,3.4456,62.0536,23.348,44.1789,23.0233,69.5672,33.0567,11.9816,3.653,66.9244,33.6303,13.9574,6.188,37.9464,76.652,55.8211,76.9767,30.4328,66.9433,88.0184,96.347,33.0756,66.3697,86.0426,93.812,10.5882,18.7876,15.259,9.2496,11.5089,14.4019,20.7156,10.7559,31.2703,13.4867,25.0038,13.8318,7.8064,2.7784,5.7478,1.8136,4.0592,4.228
Jharkhand,age_34_plus,20,10.5263,12.9649,15.5836,8.8151,27.8054,8.4024,65.0976,33.7209,58.4689,31.1078,78.0024,41.6487,18.997,4.8758,76.9291,40.7486,28.2798,10.0538,34.9024,66.2791,41.5311,68.8922,21.9976,58.3513,81.003,95.1242,23.0709,59.2514,71.7202,89.9462,18.0921,14.9048,14.4725,13.2021,10.6671,15.2751,20.7156,10.7559,31.2703,13.4867,25.0038,13.8318,7.8064,2.7784,5.7478,1.8136,4.0592,4.228
State - ORISSA  21,age_below10,21,94.9612,96.9976,96.6765,96.2264,95.8203,97.2222,73.2365,75.8974,82.5932,79.3297,78.919,76.5731,69.8435,71.4834,76.6941,75.0643,70.1807,69.8558,26.7635,24.1026,17.4068,20.6703,21.081,23.4269,30.1565,28.5166,23.3059,24.9357,29.8193,30.1442,0.0,0.0,0.0,0.0,0.0,0.0,15.5729,10.9936,12.9051,11.4943,11.7928,9.5932,2.6385,1.8385,2.3764,2.649,2.0812,3.7288
State - ORISSA  21,age_10_13,21,38.6861,40.2157,34.8714,18.883,36.3115,32.3029,10.0656,6.0484,33.3109,20.0544,25.8003,15.1173,2.8424,2.1978,19.964,15.5135,3.7202,3.8667,89.9344,93.9516,66.6891,79.9456,74.1997,84.8827,97.1576,97.8022,80.036,84.4865,96.2798,96.1333,7.056,7.4661,8.83,15.9574,9.6189,8.6553,15.5729,10.9936,12.9051,11.4943,11.7928,9.5932,2.6385,1.8385,2.3764,2.649,2.0812,3.7288
State - ORISSA  21,age_14_17,21,11.9632,11.8962,11.6395,1.0582,12.2759,2.2767,13.5279,5.6604,35.1481,19.6576,27.9848,14.3212,2.8278,1.3736,21.6465,14.6112,5.7756,2.2255,86.4721,94.3396,64.8519,80.3424,72.0152,85.6788,97.1722,98.6264,78.3535,85.3888,94.2244,97.7745,33.4356,38.6639,37.3771,40.2116,35.0211,43.0823,15.5729,10.9936,12.9051,11.4943,11.7928,9.5932,2.6385,1.8385,2.3764,2.649,2.0812,3.7288
State - ORISSA  21,age_18_21,21,9.1503,10.964,12.0987,1.4706,12.4339,2.5974,14.0449,11.1702,41.6712,21.4056,31.3956,14.7525,1.9231,1.9608,23.32,15.0693,4.3478,2.7431,85.9551,88.8298,58.3288,78.5944,68.6044,85.2475,98.0769,98.0392,76.68,84.9307,95.6522,97.2569,17.6471,22.3935,19.2425,8.3333,18.7947,10.7143,15.5729,10.9936,12.9051,11.4943,11.7928,9.5932,2.6385,1.8385,2.3764,2.649,2.0812,3.7288
State - ORISSA  21,age_22_25,21,14.3302,11.1787,13.6071,1.1765,15.3267,2.1531,20.7407,13.5632,47.9311,23.2431,37.3303,15.7271,4.0632,2.1401,27.9912,14.978,3.6866,2.9167,79.2593,86.4368,52.0689,76.7569,62.6697,84.2729,95.9368,97.8599,72.0088,85.022,96.3134,97.0833,11.838,20.2224,16.2204,8.2353,15.6838,10.4067,15.5729,10.9936,12.9051,11.4943,11.7928,9.5932,2.6385,1.8385,2.3764,2.649,2.0812,3.7288
State - ORISSA  21,age_26_29,21,18.1818,13.6648,17.982,3.1746,19.7291,2.2253,31.8807,9.589,57.6484,31.219,46.9215,21.2948,5.2632,3.4965,35.9968,17.6306,9.4458,4.1758,68.1193,90.411,42.3516,68.781,53.0785,78.7052,94.7368,96.5035,64.0032,82.3694,90.5542,95.8242,17.1717,19.8471,14.8651,11.3757,13.3557,12.7955,15.5729,10.9936,12.9051,11.4943,11.7928,9.5932,2.6385,1.8385,2.3764,2.649,2.0812,3.7288
State - ORISSA  21,age_30_33,21,27.3256,15.4516,22.2713,3.0488,23.9151,3.7607,43.2343,14.5503,64.2459,37.3098,54.2357,25.7268,7.6056,1.7544,42.9298,21.1269,10.8232,4.7315,56.7657,85.4497,35.7541,62.6902,45.7643,74.2732,92.3944,98.2456,57.0702,78.8731,89.1768,95.2685,11.6279,18.3744,12.3634,14.6341,11.3743,12.4786,15.5729,10.9936,12.9051,11.4943,11.7928,9.5932,2.6385,1.8385,2.3764,2.649,2.0812,3.7288
State - ORISSA  21,age_34_plus,21,42.757,19.7351,33.7258,13.64,33.3042,8.9038,72.2078,28.2573,73.9153,46.1199,69.2686,32.3401,19.0725,3.0502,59.2689,25.5684,24.3938,7.5638,27.7922,71.7427,26.0847,53.8801,30.7314,67.6599,80.9275,96.9498,40.7311,74.4316,75.6062,92.4362,6.5421,11.6654,7.1766,12.9944,7.9408,14.8875,15.5729,10.9936,12.9051,11.4943,11.7928,9.5932,2.6385,1.8385,2.3764,2.649,2.0812,3.7288
Chhattisgarh,age_below10,22,98.4154,98.4716,98.475,98.1329,96.9862,97.9118,71.5367,72.4384,74.9018,74.6871,78.3331,76.7197,70.6166,70.3599,73.6069,73.2213,70.6952,71.5971,28.4633,27.5616,25.0982,25.3129,21.6669,23.2803,29.3834,29.6401,26.3931,26.7787,29.3048,28.4029,0.0,0.0,0.0,0.0,0.0,0.0,6.6913,8.0779,15.904,7.4379,10.4158,10.7945,3.6903,2.3546,4.5859,2.6475,3.1209,2.6621
Chhattisgarh,age_10_13,22,40.2788,43.7101,53.1511,25.5461,41.3378,33.894,2.6783,2.0171,7.0172,4.3181,17.7692,9.4374,1.1268,0.7155,6.9167,4.6502,4.2032,3.0868,97.3217,97.9829,92.9828,95.6819,82.2308,90.5626,98.8732,99.2845,93.0833,95.3498,95.7968,96.9132,4.4675,3.8913,2.3791,10.7312,5.7195,7.4954,6.6913,8.0779,15.904,7.4379,10.4158,10.7945,3.6903,2.3546,4.5859,2.6475,3.1209,2.6621
Chhattisgarh,age_14_17,22,5.5288,6.2223,15.1281,1.0345,8.0711,3.3456,3.0303,2.3165,7.7637,4.5205,22.7065,10.3421,1.0721,0.4715,8.1657,4.7834,4.4072,2.9504,96.9697,97.6835,92.2363,95.4795,77.2935,89.6579,98.9279,99.5285,91.8343,95.2166,95.5928,97.0496,39.0625,42.2425,29.3109,40.9852,37.0727,41.5749,6.6913,8.0779,15.904,7.4379,10.4158,10.7945,3.6903,2.3546,4.5859,2.6475,3.1209,2.6621
Chhattisgarh,age_18_21,22,4.5455,5.3022,14.4135,0.999,8.0328,2.7295,4.3478,2.4642,11.9044,6.5188,30.8955,11.6324,1.5733,1.0027,11.2126,5.9202,3.6653,3.3613,95.6522,97.5358,88.0956,93.4812,69.1045,88.3676,98.4267,98.9973,88.7874,94.0798,96.3347,96.6387,28.4512,26.905,23.8903,7.4925,24.6973,13.8131,6.6913,8.0779,15.904,7.4379,10.4158,10.7945,3.6903,2.3546,4.5859,2.6475,3.1209,2.6621
Chhattisgarh,age_22_25,22,6.8338,5.9626,16.9101,0.3926,9.7212,3.0313,7.4968,2.7768,19.3175,7.7367,38.5327,13.4759,2.2265,0.8632,15.0136,5.7932,7.3457,3.6522,92.5032,97.2232,80.6825,92.2633,61.4673,86.5241,97.7735,99.1368,84.9864,94.2068,92.6543,96.3478,21.6346,19.9137,20.7087,5.5752,19.9914,10.9594,6.6913,8.0779,15.904,7.4379,10.4158,10.7945,3.6903,2.3546,4.5859,2.6475,3.1209,2.6621
Chhattisgarh,age_26_29,22,9.6774,8.6351,20.1825,1.2238,13.5823,3.6916,10.258,3.0229,26.7775,10.7795,47.5057,18.2434,2.2385,0.9164,20.7628,7.6003,9.1417,4.5352,89.742,96.9771,73.2225,89.2205,52.4943,81.7566,97.7615,99.0836,79.2372,92.3997,90.8583,95.4648,20.582,18.2076,16.9988,6.8298,17.5374,11.2197,6.6913,8.0779,15.904,7.4379,10.4158,10.7945,3.6903,2.3546,4.5859,2.6475,3.1209,2.6621
Chhattisgarh,age_30_33,22,15.1086,11.3072,23.612,1.1373,16.6729,4.0609,16.0655,4.7327,34.6473,15.8414,56.1938,23.6446,2.4651,0.9398,28.3838,9.122,12.2344,4.8732,83.9345,95.2673,65.3527,84.1586,43.8062,76.3554,97.5349,99.0602,71.6162,90.878,87.7656,95.1268,16.7036,15.5256,12.7649,9.7304,16.0835,14.7208,6.6913,8.0779,15.904,7.4379,10.4158,10.7945,3.6903,2.3546,4.5859,2.6475,3.1209,2.6621
Chhattisgarh,age_34_plus,22,28.3298,15.5268,31.406,14.9814,27.1746,10.3086,47.677,12.1704,54.1374,29.7025,74.6833,36.6427,9.5173,1.3703,48.3643,14.0632,27.3673,10.9174,52.323,87.8296,45.8626,70.2975,25.3167,63.3573,90.4827,98.6297,51.6357,85.9368,72.6327,89.0826,13.7068,14.6461,9.171,16.7132,12.6679,16.0247,6.6913,8.0779,15.904,7.4379,10.4158,10.7945,3.6903,2.3546,4.5859,2.6475,3.1209,2.6621
Madhya Pradesh,age_below10,23,98.0829,97.385,97.7759,96.2736,96.8177,97.1244,74.2683,73.2603,75.4036,74.706,79.7536,77.5508,69.6182,69.9815,76.9595,75.9069,72.4207,72.4247,25.7317,26.7397,24.5964,25.294,20.2464,22.4492,30.3818,30.0185,23.0405,24.0931,27.5793,27.5753,0.0,0.0,0.0,0.0,0.0,0.0,10.8267,11.9583,32.9574,7.8112,16.5579,12.2495,3.2698,4.9516,10.5471,3.0734,4.4482,4.7059
Madhya Pradesh,age_10_13,23,46.4515,40.3035,55.6412,25.4186,51.1774,38.3747,8.0804,5.3058,13.1521,8.721,22.8193,12.2664,1.3152,0.9285,16.452,12.0288,9.6627,5.2646,91.9196,94.6942,86.8479,91.279,77.1807,87.7336,98.6848,99.0715,83.548,87.9712,90.3373,94.7354,3.9558,6.3259,3.3515,13.1364,4.8014,8.3174,10.8267,11.9583,32.9574,7.8112,16.5579,12.2495,3.2698,4.9516,10.5471,3.0734,4.4482,4.7059
Madhya Pradesh,age_14_17,23,8.5467,5.9154,17.022,1.18,14.895,7.8175,9.0616,5.7553,10.8869,7.3244,27.6703,13.2256,0.9567,0.7224,19.4525,13.9276,11.3456,6.0116,90.9384,94.2447,89.1131,92.6756,72.3297,86.7744,99.0433,99.2776,80.5475,86.0724,88.6544,93.9884,37.0487,40.0562,29.8523,40.5925,30.6801,35.8532,10.8267,11.9583,32.9574,7.8112,16.5579,12.2495,3.2698,4.9516,10.5471,3.0734,4.4482,4.7059
Madhya Pradesh,age_18_21,23,6.9644,3.7926,14.4373,0.8532,11.7516,6.6331,12.4968,6.6312,12.9091,7.2111,37.638,14.5376,0.9051,0.6713,24.626,15.5512,14.0383,7.2533,87.5032,93.3688,87.0909,92.7889,62.362,85.4624,99.0949,99.3287,75.374,84.4488,85.9617,92.7467,27.2113,15.4141,22.2033,10.1777,24.1847,13.0563,10.8267,11.9583,32.9574,7.8112,16.5579,12.2495,3.2698,4.9516,10.5471,3.0734,4.4482,4.7059
Madhya Pradesh,age_22_25,23,9.3528,3.1426,15.8975,0.707,13.5608,5.2883,19.9096,7.2033,13.0995,6.6925,45.4248,16.5049,1.7489,0.8326,32.2985,15.9589,17.7966,8.1865,80.0904,92.7967,86.9005,93.3075,54.5752,83.4951,98.2511,99.1674,67.7015,84.0411,82.2034,91.8135,23.7295,9.351,19.4687,8.8459,20.9041,10.0993,10.8267,11.9583,32.9574,7.8112,16.5579,12.2495,3.2698,4.9516,10.5471,3.0734,4.4482,4.7059
Madhya Pradesh,age_26_29,23,13.8155,3.5833,18.3963,1.1492,17.0361,5.4715,27.0467,9.1387,16.5683,6.7393,52.0474,20.7407,2.2424,0.942,40.097,18.6648,20.0762,9.5521,72.9533,90.8613,83.4317,93.2607,47.9526,79.2593,97.7576,99.058,59.903,81.3352,79.9238,90.4479,21.5129,9.4851,17.011,12.3524,18.1499,10.487,10.8267,11.9583,32.9574,7.8112,16.5579,12.2495,3.2698,4.9516,10.5471,3.0734,4.4482,4.7059
Madhya Pradesh,age_30_33,23,20.7299,4.3807,21.2354,1.6276,20.2286,5.6277,36.5908,12.4424,18.8598,8.0568,58.0903,25.1774,2.7364,0.9956,47.5359,22.0303,23.8153,10.5675,63.4092,87.5576,81.1402,91.9432,41.9097,74.8226,97.2636,99.0044,52.4641,77.9697,76.1847,89.4325,17.5182,8.1258,13.819,13.4355,15.5601,11.6883,10.8267,11.9583,32.9574,7.8112,16.5579,12.2495,3.2698,4.9516,10.5471,3.0734,4.4482,4.7059
Madhya Pradesh,age_34_plus,23,34.796,6.3626,25.9092,13.1213,26.3597,9.3484,67.0239,24.668,24.2093,11.5909,73.1367,36.6208,11.9658,1.4915,64.4236,27.5121,33.83,16.0132,32.9761,75.332,75.7907,88.4091,26.8633,63.3792,88.0342,98.5085,35.5764,72.4879,66.17,83.9868,12.4865,10.3112,11.9214,17.4744,13.6397,14.1929,10.8267,11.9583,32.9574,7.8112,16.5579,12.2495,3.2698,4.9516,10.5471,3.0734,4.4482,4.7059
Gujarat,age_below10,24,97.5728,98.0406,98.1013,97.693,97.7452,97.8175,79.7144,78.3652,73.4284,72.4241,76.4715,74.5612,68.5586,69.7073,75.6796,74.6471,73.3615,74.2754,20.2856,21.6348,26.5716,27.5759,23.5285,25.4388,31.4414,30.2927,24.3204,25.3529,26.6385,25.7246,0.0,0.0,0.0,0.0,0.0,0.0,12.3095,10.6774,17.8994,11.4515,10.5665,12.7683,2.6497,2.5722,6.2397,3.7165,2.6902,4.0769
Gujarat,age_10_13,24,41.7549,31.5153,38.9011,23.0669,40.1066,36.606,17.4782,11.5906,10.4675,6.4745,18.5688,9.602,1.2411,0.8994,14.9353,9.8194,12.4644,8.7864,82.5218,88.4094,89.5325,93.5255,81.4312,90.398,98.7589,99.1006,85.0647,90.1806,87.5356,91.2136,6.354,9.1577,6.8337,13.7383,5.604,8.8427,12.3095,10.6774,17.8994,11.4515,10.5665,12.7683,2.6497,2.5722,6.2397,3.7165,2.6902,4.0769
Gujarat,age_14_17,24,13.4228,6.7205,12.2304,1.4074,13.7836,7.1529,22.931,15.8708,10.575,7.0491,21.1035,10.7354,1.0137,0.6647,17.6322,11.0525,10.0883,8.4015,77.069,84.1292,89.425,92.9509,78.8965,89.2646,98.9863,99.3353,82.3678,88.9475,89.9117,91.5985,29.5302,39.2892,34.0015,39.1928,27.5703,36.0449,12.3095,10.6774,17.8994,11.4515,10.5665,12.7683,2.6497,2.5722,6.2397,3.7165,2.6902,4.0769
Gujarat,age_18_21,24,15.7447,6.9834,11.6578,1.3721,13.7136,6.6971,22.6974,14.3805,14.7428,6.8457,26.0998,11.9086,1.3535,0.8332,21.787,12.2094,14.5644,8.0594,77.3026,85.6195,85.2572,93.1543,73.9002,88.0914,98.6465,99.1668,78.213,87.7906,85.4356,91.9406,23.8298,15.4632,17.8073,6.5423,18.4232,10.1979,12.3095,10.6774,17.8994,11.4515,10.5665,12.7683,2.6497,2.5722,6.2397,3.7165,2.6902,4.0769
Gujarat,age_22_25,24,11.3718,7.0126,11.9865,1.0573,15.9121,6.2793,37.7528,15.0685,18.9466,8.7849,33.7386,13.5486,2.0498,0.7785,28.1441,13.2462,14.9276,8.2904,62.2472,84.9315,81.0534,91.2151,66.2614,86.4514,97.9502,99.2215,71.8559,86.7538,85.0724,91.7096,22.7437,12.7536,15.1923,5.3347,15.367,9.507,12.3095,10.6774,17.8994,11.4515,10.5665,12.7683,2.6497,2.5722,6.2397,3.7165,2.6902,4.0769
Gujarat,age_26_29,24,15.6177,7.8148,14.4166,1.5247,19.8084,4.4367,49.5294,18.6517,27.3246,14.3018,42.2596,18.0123,2.5909,1.0353,35.0713,16.1688,15.7403,8.4211,50.4706,81.3483,72.6754,85.6982,57.7404,81.9877,97.4091,98.9647,64.9287,83.8312,84.2597,91.5789,16.317,10.8622,13.7879,6.5894,12.9604,8.1728,12.3095,10.6774,17.8994,11.4515,10.5665,12.7683,2.6497,2.5722,6.2397,3.7165,2.6902,4.0769
Gujarat,age_30_33,24,16.8116,8.2707,17.3827,2.0439,23.6111,5.9219,51.8156,24.5098,33.0751,17.3612,48.9953,21.9984,3.2025,1.0269,40.5439,18.4376,18.3965,9.0014,48.1844,75.4902,66.9249,82.6388,51.0047,78.0016,96.7975,98.9731,59.4561,81.5624,81.6035,90.9986,17.6812,11.2424,13.7129,8.6266,11.7464,11.5747,12.3095,10.6774,17.8994,11.4515,10.5665,12.7683,2.6497,2.5722,6.2397,3.7165,2.6902,4.0769
Gujarat,age_34_plus,24,24.3711,12.6815,27.2955,13.1898,34.9553,9.2577,71.2737,29.8345,42.1793,22.6732,63.3561,31.6761,10.8581,1.8791,57.315,23.6995,28.9481,11.8159,28.7263,70.1655,57.8207,77.3268,36.6439,68.3239,89.1419,98.1209,42.685,76.3005,71.0519,88.1841,12.4214,9.492,9.9917,8.2979,8.0481,11.9175,12.3095,10.6774,17.8994,11.4515,10.5665,12.7683,2.6497,2.5722,6.2397,3.7165,2.6902,4.0769
Daman & Diu,age_below10,25,,100.0,98.4503,100.0,98.2079,100.0,100.0,91.6667,76.7442,72.2892,74.1822,73.8884,69.5652,78.9474,73.6295,74.4374,66.6667,71.4286,0.0,8.3333,23.2558,27.7108,25.8178,26.1116,30.4348,21.0526,26.3705,25.5626,33.3333,28.5714,,0.0,0.0,0.0,0.0,0.0,0.0,7.2289,7.8055,0.0,8.938,0.0,0.0,2.2173,3.9836,0.0,1.4178,45.4545
Daman & Diu,age_10_13,25,0.0,23.8532,28.5842,28.5714,41.1483,33.3333,33.3333,0.0,3.5398,3.8835,6.9603,4.5582,0.0,0.0,6.4877,3.9623,0.0,0.0,66.6667,100.0,96.4602,96.1165,93.0397,95.4418,100.0,100.0,93.5123,96.0377,100.0,100.0,0.0,16.5138,8.5753,0.0,8.3732,33.3333,0.0,7.2289,7.8055,0.0,8.938,0.0,0.0,2.2173,3.9836,0.0,1.4178,45.4545
Daman & Diu,age_14_17,25,0.0,1.2346,5.8252,0.0,6.0,0.0,0.0,0.0,6.8966,3.0303,12.7498,8.462,0.0,0.0,11.8388,9.2632,0.0,0.0,100.0,100.0,93.1034,96.9697,87.2502,91.538,100.0,100.0,88.1612,90.7368,100.0,100.0,0.0,48.1481,42.9674,50.0,43.7143,75.0,0.0,7.2289,7.8055,0.0,8.938,0.0,0.0,2.2173,3.9836,0.0,1.4178,45.4545
Daman & Diu,age_18_21,25,0.0,4.2553,6.817,0.0,6.0109,,0.0,11.1111,7.8431,10.1449,19.778,12.0014,0.0,0.0,16.055,17.8899,,0.0,100.0,88.8889,92.1569,89.8551,80.222,87.9986,100.0,100.0,83.945,82.1101,,100.0,0.0,14.8936,25.2178,14.2857,19.1257,,0.0,7.2289,7.8055,0.0,8.938,0.0,0.0,2.2173,3.9836,0.0,1.4178,45.4545
Daman & Diu,age_22_25,25,0.0,0.8403,8.3387,0.0,6.8465,0.0,50.0,3.3333,13.7681,5.4726,27.2516,10.2456,0.0,7.6923,19.263,15.4316,0.0,0.0,50.0,96.6667,86.2319,94.5274,72.7484,89.7544,100.0,92.3077,80.737,84.5684,100.0,100.0,0.0,10.084,23.1653,8.3333,17.0124,0.0,0.0,7.2289,7.8055,0.0,8.938,0.0,0.0,2.2173,3.9836,0.0,1.4178,45.4545
Daman & Diu,age_26_29,25,33.3333,5.0725,9.2545,7.6923,13.948,0.0,33.3333,8.6957,12.6582,5.7292,31.7326,10.7254,13.3333,0.0,21.9557,13.4434,12.5,11.1111,66.6667,91.3043,87.3418,94.2708,68.2674,89.2746,86.6667,100.0,78.0443,86.5566,87.5,88.8889,0.0,13.0435,21.9444,7.6923,13.4752,0.0,0.0,7.2289,7.8055,0.0,8.938,0.0,0.0,2.2173,3.9836,0.0,1.4178,45.4545
