state_name,age_bracket,state_code,Below_primary_share_total_female,CMPR_agri_labourers_female,CMPR_below_primary_female,CMPR_cultivators_female,CMPR_household_industry_female,CMPR_illiterate_female,CMPR_main_workers_female,CMPR_matric_female,CMPR_middle_female,CMPR_non_workers_female,CMPR_other_workers_female,CMPR_primary_female,CMPR_total_female,Child_labour_attending_total_female,Child_labour_dropout_total_female,Dropout_rate_total_female,Graduate_share_total_female,Illiteracy_rate_total_female,Literacy_rate_total_female,Non_worker_dropout_total_female,School_attendance_rate_total_female
INDIA,age_10_13,00,41.8428,,6.1648,,,8.8271,,1.3729,2.7214,,,4.5465,6.6313,71.9538,25.7901,25.7901,0.0,23.0028,76.9972,0.0,74.2099
INDIA,age_14_17,00,10.8523,,36.9176,,,38.3443,,17.8561,29.3089,,,34.6223,33.8938,50.3543,41.4854,41.4854,0.0,24.5505,75.4495,0.0,58.5146
INDIA,age_18_21,00,9.7065,,41.8693,,,39.1702,,50.6525,48.0633,,,44.9397,41.6955,25.3918,60.1092,60.1092,0.0,30.4898,69.5102,0.0,39.8908
INDIA,age_22_25,00,10.3554,,7.1374,,,5.5531,,18.4722,11.1311,,,8.227,8.8786,,,,10.5185,37.4887,62.5113,,
INDIA,age_26_29,00,12.9194,,1.3413,,,0.9124,,4.099,2.106,,,1.441,1.7844,,,,12.9768,44.8989,55.1011,,
INDIA,age_30_33,00,15.4482,,0.4701,,,0.3961,,0.9311,0.5101,,,0.405,0.5325,,,,11.4311,51.6027,48.3973,,
INDIA,age_34_plus,00,22.166,,0.2539,,,0.2666,,0.2934,0.1846,,,0.178,0.2659,,,,8.1254,65.9865,34.0135,,
INDIA,age_below10,00,96.3234,,2.6008,,,3.6339,,1.5579,1.8623,,,2.1512,2.9576,54.3751,45.2622,45.2622,0.0,78.7455,21.2545,0.0,54.7378
Jammu & Kashmir,age_10_13,01,36.7183,1.8452,2.721,3.2154,,2.702,2.3777,0.6481,1.0511,,,2.1003,2.3032,66.008,32.3134,32.3134,0.0,33.8654,66.1346,0.0,67.6866
Jammu & Kashmir,age_14_17,01,4.0987,20.4356,23.2909,27.2967,,23.4997,22.4118,10.2241,16.3033,,,23.8743,21.2445,53.8151,41.7483,41.7483,0.0,35.3454,64.6546,0.0,58.2517
Jammu & Kashmir,age_18_21,01,3.0585,44.9501,38.3426,48.4061,,46.5249,44.4177,42.8176,46.7928,,,45.8469,45.4984,33.9548,58.5638,58.5638,0.0,41.324,58.676,0.0,41.4362
Jammu & Kashmir,age_22_25,01,2.5013,15.677,11.6655,12.3955,,15.0438,17.1529,25.3974,19.1416,,,13.7615,16.8153,,,,11.4481,48.593,51.407,,
Jammu & Kashmir,age_26_29,01,2.8788,4.0927,2.4645,2.5249,,3.4125,5.2756,5.8868,3.6325,,,2.4075,3.9333,,,,16.815,58.1891,41.8109,,
Jammu & Kashmir,age_30_33,01,3.2234,1.6232,0.7253,1.0454,,1.4466,1.751,1.1925,0.7249,,,0.5284,1.3859,,,,15.7871,65.1333,34.8667,,
Jammu & Kashmir,age_34_plus,01,4.3943,0.8602,0.3046,0.4409,,0.5952,0.582,0.251,0.1856,,,0.191,0.5242,,,,12.5696,79.5212,20.4788,,
Jammu & Kashmir,age_below10,01,93.4358,1.7897,1.4106,1.1161,,1.0169,1.0219,0.998,1.0567,,,1.1166,1.0218,47.244,52.19,52.19,0.0,81.1464,18.8536,0.0,47.81
Himachal Pradesh,age_10_13,02,40.197,3.2858,4.0101,3.7102,,7.1534,3.4754,0.3378,0.8016,,,2.1493,4.1776,94.6536,4.5637,4.5637,0.0,3.8965,96.1035,0.0,95.4363
Himachal Pradesh,age_14_17,02,4.4998,29.2869,34.3481,29.2958,,35.9306,27.6244,7.4427,18.3816,,,28.9618,27.4545,81.1334,13.956,13.956,0.0,5.6533,94.3467,0.0,86.044
Himachal Pradesh,age_18_21,02,3.814,49.9715,48.4783,52.567,,43.5478,50.6573,59.4477,62.4997,,,55.8894,49.8731,49.1248,35.9389,35.9389,0.0,9.5343,90.4657,0.0,64.0611
Himachal Pradesh,age_22_25,02,4.1201,10.6788,7.0191,9.1676,,6.6769,11.5677,24.1718,12.442,,,8.1717,11.5134,,,,9.0625,14.1324,85.8676,,
Himachal Pradesh,age_26_29,02,6.0899,1.814,1.1064,1.2819,,1.1403,2.4229,3.0657,1.1884,,,0.9346,1.7973,,,,10.2841,21.7779,78.2221,,
Himachal Pradesh,age_30_33,02,8.4805,0.7872,0.319,0.3716,,0.4944,0.5835,0.4263,0.1841,,,0.1821,0.431,,,,7.5575,30.8366,69.1634,,
Himachal Pradesh,age_34_plus,02,14.4655,0.308,0.2259,0.2679,,0.4472,0.3086,0.1416,0.0651,,,0.0902,0.2907,,,,5.6257,62.0321,37.9679,,
Himachal Pradesh,age_below10,02,98.3805,2.0764,2.1917,2.182,,3.2204,2.0888,1.6296,1.7259,,,1.8484,2.452,73.1137,26.7137,26.7137,0.0,70.2697,29.7303,0.0,73.2863
Punjab,age_10_13,03,42.1765,1.211,1.3658,1.096,,1.6402,1.0835,0.3745,0.6276,,,0.883,1.1281,84.6416,14.3022,14.3022,0.0,11.8095,88.1905,0.0,85.6978
Punjab,age_14_17,03,4.5704,16.0155,17.2838,13.0742,,18.2596,13.7116,7.154,12.8128,,,15.3276,14.4785,64.083,31.4072,31.4072,0.0,13.0199,86.9801,0.0,68.5928
Punjab,age_18_21,03,3.108,58.7078,53.4452,57.4047,,55.6564,53.8878,54.954,58.2735,,,57.9929,54.9455,34.2928,56.3055,56.3055,0.0,16.7889,83.2111,0.0,43.6945
Punjab,age_22_25,03,2.3175,16.5937,15.4569,20.1558,,16.2392,21.8963,26.4941,19.1128,,,17.5318,20.0346,,,,12.8074,23.315,76.685,,
Punjab,age_26_29,03,3.0953,2.8749,2.5387,3.3715,,2.7639,4.5685,3.7873,2.5579,,,2.561,3.2607,,,,14.9457,31.8603,68.1397,,
Punjab,age_30_33,03,4.108,0.8134,0.6177,0.9554,,0.9636,0.9823,0.5404,0.4406,,,0.5379,0.7857,,,,12.2226,38.4033,61.5967,,
Punjab,age_34_plus,03,6.2164,0.3367,0.344,0.4064,,0.5818,0.3564,0.1561,0.1637,,,0.2123,0.396,,,,10.0377,59.0157,40.9843,,
Punjab,age_below10,03,97.3726,0.7616,0.8984,0.8297,,0.8024,0.7626,1.0051,0.9068,,,0.7958,0.8526,64.5746,35.1311,35.1311,0.0,72.9786,27.0214,0.0,64.8689
Chandigarh,age_10_13,04,37.2092,6.4516,5.0804,3.2407,,8.0722,3.1905,0.5751,1.9005,,,3.2158,3.4365,89.0262,10.005,10.005,0.0,9.409,90.591,0.0,89.995
Chandigarh,age_14_17,04,3.5574,25.8065,35.3245,22.2222,,38.3969,17.2475,10.4694,24.5027,,,32.5726,21.9594,79.6455,17.3392,17.3392,0.0,8.493,91.507,0.0,82.6608
Chandigarh,age_18_21,04,1.9558,41.9355,41.7146,46.7593,,38.8795,30.9515,51.9083,54.1691,,,48.0721,41.621,60.7386,33.9654,33.9654,0.0,11.9706,88.0294,0.0,66.0346
Chandigarh,age_22_25,04,2.0431,20.9677,8.1564,16.2037,,6.914,31.2573,26.0214,12.1704,,,9.1967,21.72,,,,30.4511,19.2407,80.7593,,
Chandigarh,age_26_29,04,2.5101,3.2258,1.4884,3.7037,,1.1147,11.1678,4.4331,1.4776,,,1.1793,4.8122,,,,38.8521,26.6605,73.3395,,
Chandigarh,age_30_33,04,2.7506,0.0,0.3969,0.9259,,0.3508,1.7695,0.6475,0.3237,,,0.2737,0.7625,,,,37.17,30.6512,69.3488,,
Chandigarh,age_34_plus,04,3.5245,0.0,0.2381,0.0,,0.3334,0.5733,0.2565,0.1462,,,0.1811,0.354,,,,35.782,32.6401,67.3599,,
Chandigarh,age_below10,04,97.7504,1.6129,2.6394,3.2407,,3.5208,1.6436,1.5929,1.9631,,,2.0567,2.1887,71.8062,27.9733,27.9733,0.0,73.7584,26.2416,0.0,72.0267
State - UTTARANCHAL  05,age_10_13,05,46.4863,6.0038,5.372,7.1851,,9.4101,6.5609,0.8634,1.5019,,,2.8985,6.2544,86.0854,13.0884,13.0884,0.0,11.5632,88.4368,0.0,86.9116
State - UTTARANCHAL  05,age_14_17,05,7.4798,35.9165,39.4621,39.1599,,40.358,36.7858,13.6562,25.5047,,,35.0203,33.374,66.9525,27.9926,27.9926,0.0,14.8249,85.1751,0.0,72.0074
State - UTTARANCHAL  05,age_18_21,05,4.7633,44.8187,43.3846,44.1755,,39.1588,43.7456,60.1965,58.4881,,,50.6386,44.7624,40.9972,44.6639,44.6639,0.0,19.7342,80.2658,0.0,55.3361
State - UTTARANCHAL  05,age_22_25,05,4.5853,6.6025,4.9578,4.7393,,4.5893,6.8907,16.4878,7.9566,,,5.7312,8.3885,,,,17.9961,27.6289,72.3711,,
State - UTTARANCHAL  05,age_26_29,05,6.7488,1.0799,0.7194,0.5388,,0.6802,1.4245,2.0756,0.8788,,,0.6753,1.3204,,,,21.5344,38.373,61.627,,
State - UTTARANCHAL  05,age_30_33,05,8.8237,0.4812,0.1933,0.1904,,0.2987,0.3986,0.3913,0.1639,,,0.1695,0.3476,,,,18.037,47.0869,52.9131,,
State - UTTARANCHAL  05,age_34_plus,05,13.5064,0.263,0.1141,0.102,,0.2173,0.1805,0.1321,0.0704,,,0.0925,0.1903,,,,13.6343,67.7668,32.2332,,
State - UTTARANCHAL  05,age_below10,05,97.0046,2.7193,2.2808,2.8926,,3.3614,2.7079,1.6679,1.944,,,2.0251,2.7061,64.5377,35.2817,35.2817,0.0,74.941,25.059,0.0,64.7183
Haryana,age_10_13,06,47.5842,8.0488,7.7944,9.3484,,9.1684,7.8374,1.5901,3.2857,,,5.586,6.9126,82.6076,16.4131,16.4131,0.0,13.6009,86.3991,0.0,83.5869
Haryana,age_14_17,06,7.1845,41.9763,39.631,44.1972,,42.6463,39.7976,21.4186,33.4411,,,38.6816,37.0995,61.4999,33.6794,33.6794,0.0,15.387,84.613,0.0,66.3206
Haryana,age_18_21,06,4.4992,37.4035,35.7083,34.6746,,35.1237,36.2074,53.9649,47.7909,,,41.7674,39.3647,32.0212,56.2807,56.2807,0.0,22.1671,77.8329,0.0,43.7193
Haryana,age_22_25,06,4.1451,5.7451,5.982,4.8326,,5.6768,8.5695,15.3182,8.4924,,,6.7539,8.9005,,,,11.5871,31.9205,68.0795,,
Haryana,age_26_29,06,5.4514,0.9001,0.8017,0.6518,,0.8663,1.5945,1.7923,0.9478,,,0.8157,1.2739,,,,14.5967,44.4468,55.5532,,
Haryana,age_30_33,06,6.4467,0.2234,0.1918,0.1567,,0.2744,0.311,0.2464,0.1433,,,0.1573,0.2704,,,,13.7182,55.3926,44.6074,,
Haryana,age_34_plus,06,8.405,0.1146,0.1646,0.0985,,0.2588,0.1351,0.0758,0.0625,,,0.0862,0.1971,,,,12.6146,72.066,27.934,,
Haryana,age_below10,06,97.8156,4.5048,4.5824,5.1227,,4.5394,4.4016,2.32,2.7887,,,3.4037,3.8497,58.6886,41.1089,41.1089,0.0,75.6325,24.3675,0.0,58.8911
State - DELHI  07,age_10_13,07,37.349,7.9429,6.7551,6.2754,,9.5932,4.4353,1.1329,2.9348,,,5.0918,4.8014,88.5228,11.0139,11.0139,0.0,8.3075,91.6925,0.0,88.9861
State - DELHI  07,age_14_17,07,4.3406,38.4203,40.4631,41.1111,,42.5564,21.9092,16.7745,31.6472,,,38.493,28.2953,72.6714,25.3842,25.3842,0.0,8.6479,91.3521,0.0,74.6158
State - DELHI  07,age_18_21,07,2.9849,36.1,36.8733,38.6854,,34.0843,30.4895,51.9073,47.644,,,41.2922,39.9725,47.9084,48.1713,48.1713,0.0,12.901,87.099,0.0,51.8287
State - DELHI  07,age_22_25,07,2.9142,7.8536,6.9617,7.543,,5.8307,26.7344,20.5007,9.9546,,,7.4941,16.9724,,,,25.5642,19.0802,80.9198,,
State - DELHI  07,age_26_29,07,3.6064,2.0973,1.0435,0.9546,,0.8399,9.4724,3.4632,1.3176,,,1.003,3.4022,,,,33.8472,26.3281,73.6719,,
State - DELHI  07,age_30_33,07,4.1143,0.357,0.3603,0.1878,,0.3254,1.6776,0.5961,0.2896,,,0.2641,0.6304,,,,33.3723,31.9599,68.0401,,
State - DELHI  07,age_34_plus,07,5.3693,0.357,0.2479,0.2191,,0.2766,0.5275,0.2013,0.1336,,,0.1568,0.2705,,,,30.1851,39.2711,60.7289,,
State - DELHI  07,age_below10,07,97.3961,4.6408,3.6024,3.9593,,4.4321,2.5762,2.3516,3.0417,,,3.3896,3.1142,68.453,31.4586,31.4586,0.0,73.7331,26.2669,0.0,68.5414
Rajasthan,age_10_13,08,54.9106,16.0665,13.6139,17.0079,,15.8702,16.237,3.0001,6.2762,,,10.8514,13.8758,63.6033,32.836,32.836,0.0,29.3335,70.6665,0.0,67.164
Rajasthan,age_14_17,08,19.8023,37.7361,39.783,38.2148,,38.7643,37.5063,24.3215,37.4816,,,41.4692,37.7953,36.2702,51.0192,51.0192,0.0,35.6276,64.3724,0.0,48.9808
Rajasthan,age_18_21,08,17.7707,31.4409,32.0284,30.3363,,31.0055,30.6744,51.3453,42.9019,,,35.1802,33.1777,18.3346,60.8279,60.8279,0.0,44.0201,55.9799,0.0,39.1721
Rajasthan,age_22_25,08,18.4476,3.2521,3.2412,2.8536,,3.3488,3.8928,13.3992,6.4737,,,4.0411,4.6973,,,,8.758,50.978,49.022,,
Rajasthan,age_26_29,08,20.4831,0.3968,0.3582,0.3363,,0.4028,0.6393,1.7075,0.7101,,,0.4569,0.6122,,,,10.6636,57.5617,42.4383,,
Rajasthan,age_30_33,08,22.0297,0.1381,0.0961,0.1073,,0.1602,0.1763,0.3044,0.1394,,,0.107,0.1728,,,,9.3425,63.2403,36.7597,,
Rajasthan,age_34_plus,08,22.6573,0.0839,0.0678,0.0717,,0.1566,0.0949,0.1069,0.0567,,,0.062,0.1354,,,,7.9691,78.8406,21.1594,,
Rajasthan,age_below10,08,96.2286,9.6925,8.5674,10.1281,,8.816,9.6858,2.4558,3.4028,,,5.4406,7.7586,52.6669,46.8528,46.8528,0.0,80.317,19.683,0.0,53.1472
Uttar Pradesh,age_10_13,09,48.4535,11.593,6.9024,11.6768,,9.4398,9.9129,3.0463,4.9063,,,6.1924,8.1271,64.5472,34.6159,34.6159,0.0,31.8991,68.1009,0.0,65.3841
Uttar Pradesh,age_14_17,09,10.6378,39.7437,35.6888,38.4036,,38.5649,36.7307,26.7028,35.3417,,,37.1227,36.481,44.4463,52.9028,52.9028,0.0,36.2339,63.7661,0.0,47.0972
Uttar Pradesh,age_18_21,09,6.782,36.4066,41.1264,37.7833,,39.7912,39.155,51.2373,46.4788,,,43.8778,41.5852,25.0635,70.1435,70.1435,0.0,43.7707,56.2293,0.0,29.8565
Uttar Pradesh,age_22_25,09,5.8922,2.5645,4.0924,2.8046,,3.4857,4.6195,9.4382,5.1988,,,4.3082,4.7725,,,,12.4982,54.644,45.356,,
Uttar Pradesh,age_26_29,09,6.8842,0.3539,0.5743,0.3604,,0.4952,0.8723,1.3608,0.6725,,,0.5721,0.7158,,,,14.418,62.156,37.844,,
Uttar Pradesh,age_30_33,09,7.6936,0.1516,0.1914,0.1621,,0.2029,0.3073,0.2965,0.1635,,,0.1649,0.228,,,,12.3495,67.5189,32.4811,,
Uttar Pradesh,age_34_plus,09,10.1779,0.1297,0.1253,0.1523,,0.1785,0.1917,0.1001,0.0696,,,0.0927,0.1621,,,,10.1685,78.0822,21.9178,,
Uttar Pradesh,age_below10,09,94.99,6.7628,3.5869,6.4157,,4.8283,5.4721,2.1399,2.5355,,,2.9595,4.2125,44.3749,55.2759,55.2759,0.0,82.2551,17.7449,0.0,44.7241
Bihar,age_10_13,10,48.1834,11.8317,7.8433,12.3839,,9.9287,11.6208,4.0648,5.4625,,,6.5847,8.9046,47.2666,51.1384,51.1384,0.0,49.4595,50.5405,0.0,48.8616
Bihar,age_14_17,10,12.6489,46.2693,45.0994,45.4999,,45.9481,45.3581,37.9906,43.9099,,,45.1598,44.8445,34.6163,60.1995,60.1995,0.0,47.21,52.79,0.0,39.8005
Bihar,age_18_21,10,9.5199,32.7118,36.3323,33.0289,,34.5743,33.2825,44.599,39.7716,,,38.29,35.9797,15.4075,75.4783,75.4783,0.0,55.5815,44.4185,0.0,24.5217
Bihar,age_22_25,10,9.5823,3.0069,3.4073,3.095,,3.2091,3.4461,6.8209,4.2515,,,3.7624,3.7983,,,,6.7417,63.1358,36.8642,,
Bihar,age_26_29,10,10.541,0.3805,0.4157,0.3568,,0.3834,0.4761,0.8526,0.486,,,0.4267,0.4773,,,,10.3503,68.0463,31.9537,,
Bihar,age_30_33,10,11.6933,0.1706,0.1362,0.1669,,0.1786,0.2003,0.1777,0.127,,,0.1332,0.1813,,,,9.6477,72.6877,27.3123,,
Bihar,age_34_plus,10,14.8445,0.1045,0.0861,0.118,,0.1341,0.1169,0.0548,0.0568,,,0.0687,0.1206,,,,5.7444,81.1251,18.8749,,
Bihar,age_below10,10,93.9072,4.0656,3.2989,3.8584,,3.6463,3.9219,2.5308,2.8384,,,3.0589,3.4586,28.5651,71.0746,71.0746,0.0,88.4248,11.5752,0.0,28.9254
Sikkim,age_10_13,11,63.2077,2.8651,2.6703,2.8466,,4.2067,2.4979,0.4352,0.8694,,,1.5665,2.954,86.4823,9.5985,9.5985,0.0,16.4285,83.5715,0.0,90.4015
Sikkim,age_14_17,11,21.8472,27.8552,33.9695,27.4136,,26.2458,24.6369,10.9138,21.874,,,32.2173,25.3021,70.0163,16.5658,16.5658,0.0,15.2383,84.7617,0.0,83.4342
Sikkim,age_18_21,11,15.9001,35.376,37.3588,38.4976,,35.8863,37.545,42.5762,46.3239,,,41.3675,37.9554,42.6192,32.7973,32.7973,0.0,19.1407,80.8593,0.0,67.2027
Sikkim,age_22_25,11,16.4039,16.7927,13.1719,16.3945,,16.2589,18.9729,27.8938,17.0763,,,12.6395,17.3823,,,,5.408,23.9533,76.0467,,
Sikkim,age_26_29,11,16.6504,6.4067,3.6118,5.3907,,6.1629,6.8373,8.3899,4.1108,,,3.1061,5.8915,,,,8.6632,31.8798,68.1202,,
Sikkim,age_30_33,11,19.1418,2.9049,1.4807,2.6984,,3.3163,2.8064,1.7668,1.0948,,,0.8001,2.4812,,,,8.3885,43.9468,56.0532,,
Sikkim,age_34_plus,11,26.7276,2.3876,0.659,1.8957,,2.5446,1.7412,0.4526,0.3435,,,0.437,1.6457,,,,8.2456,73.1926,26.8074,,
Sikkim,age_below10,11,97.4865,2.3876,2.1226,1.9822,,2.2425,1.867,1.5144,2.0929,,,2.3128,2.1229,68.5347,30.7319,30.7319,0.0,78.5224,21.4776,0.0,69.2681
Arunachal Pradesh,age_10_13,12,58.5322,3.2047,2.9855,2.0744,,2.4911,2.1381,1.0221,1.8046,,,2.6537,2.3269,64.0556,31.5542,31.5542,0.0,36.969,63.031,0.0,68.4458
Arunachal Pradesh,age_14_17,12,19.989,25.9647,29.1479,22.6481,,22.521,22.1849,14.6809,24.4748,,,29.1667,22.5633,60.9862,24.5236,24.5236,0.0,30.9506,69.0494,0.0,75.4764
Arunachal Pradesh,age_18_21,12,14.4491,45.6508,46.0504,51.0523,,48.8934,49.7769,48.3586,49.6123,,,46.7807,48.1642,36.9123,32.9643,32.9643,0.0,37.3975,62.6025,0.0,67.0357
Arunachal Pradesh,age_22_25,12,13.9554,12.5245,9.8041,13.2375,,13.4886,14.1522,20.7743,11.9343,,,9.5128,14.0064,,,,4.7022,44.274,55.726,,
Arunachal Pradesh,age_26_29,12,13.9959,3.0412,2.1459,3.2963,,3.5309,3.696,4.8436,1.9738,,,1.8513,3.5463,,,,8.2946,51.8071,48.1929,,
Arunachal Pradesh,age_30_33,12,15.6864,1.7986,0.5676,1.3903,,1.6932,1.479,0.8776,0.5428,,,0.4689,1.4142,,,,10.5392,60.9474,39.0526,,
Arunachal Pradesh,age_34_plus,12,20.4901,1.2426,0.2954,0.7032,,0.9094,0.6909,0.2555,0.1339,,,0.174,0.7128,,,,10.0626,83.064,16.936,,
Arunachal Pradesh,age_below10,12,96.8331,3.4336,3.2421,2.7484,,2.5587,2.7063,2.2107,2.8549,,,3.1468,2.6139,42.4208,56.8533,56.8533,0.0,85.7353,14.2647,0.0,43.1467
Nagaland,age_10_13,13,36.9476,1.2432,0.9424,0.5248,,0.7245,0.5655,0.5449,0.6876,,,0.7588,0.7067,75.8155,19.8277,19.8277,0.0,25.6624,74.3376,0.0,80.1723
Nagaland,age_14_17,13,8.814,14.058,13.2992,10.6711,,11.4013,10.6125,9.6175,13.4995,,,14.4732,11.8087,70.5397,18.2221,18.2221,0.0,22.9692,77.0308,0.0,81.7779
Nagaland,age_18_21,13,6.7859,41.8872,42.3911,45.2718,,42.3634,43.7756,39.3152,44.1323,,,45.6612,42.0389,56.2239,22.8982,22.8982,0.0,26.105,73.895,0.0,77.1018
Nagaland,age_22_25,13,6.6086,21.103,20.8596,22.112,,21.2077,22.5733,22.0732,19.5256,,,20.062,21.0948,,,,7.7027,29.5991,70.4009,,
Nagaland,age_26_29,13,8.3622,8.6707,7.7801,8.4665,,8.4256,8.9237,7.5902,6.0287,,,6.1279,7.824,,,,11.687,34.2759,65.7241,,
Nagaland,age_30_33,13,10.2971,3.2834,3.3724,3.8644,,4.2765,3.9868,2.4199,1.7486,,,2.1454,3.3811,,,,8.1915,39.2232,60.7768,,
Nagaland,age_34_plus,13,16.0884,2.1996,1.5467,2.0595,,2.4519,2.0241,0.8731,0.6721,,,0.8031,1.7168,,,,4.5022,59.3017,40.6983,,
Nagaland,age_below10,13,93.1467,0.9882,0.9424,0.7673,,0.7961,0.806,1.0791,1.0842,,,0.9232,0.914,57.3384,41.1827,41.1827,0.0,79.4679,20.5321,0.0,58.8173
Manipur,age_10_13,14,39.7669,0.994,0.8201,0.6736,,1.1335,0.7258,0.4137,0.6403,,,0.7141,0.8702,83.867,14.7177,14.7177,0.0,21.8377,78.1623,0.0,85.2823
Manipur,age_14_17,14,7.7103,19.9449,18.0972,14.7536,,20.0476,14.9066,9.5189,16.9343,,,17.7407,16.7835,77.8518,17.1024,17.1024,0.0,16.5247,83.4753,0.0,82.8976
Manipur,age_18_21,14,5.467,44.2864,42.0859,42.1069,,41.4681,38.7849,36.3124,41.8549,,,42.2737,39.2025,63.1237,26.2696,26.2696,0.0,19.9031,80.0969,0.0,73.7304
Manipur,age_22_25,14,4.3137,19.8796,19.6217,21.7264,,18.8116,22.3365,26.2286,20.9772,,,19.8013,20.7976,,,,8.026,23.0027,76.9973,,
Manipur,age_26_29,14,4.7951,6.3774,6.7015,8.5137,,6.8831,10.1425,10.5052,6.9893,,,6.8195,8.5575,,,,20.6185,30.6706,69.3294,,
Manipur,age_30_33,14,6.0521,2.5321,2.581,3.3599,,3.2151,4.6415,3.7358,2.398,,,2.4041,3.7734,,,,25.2924,37.3989,62.6011,,
Manipur,age_34_plus,14,10.9748,1.306,1.2679,1.7187,,1.7329,2.0994,1.3206,0.9145,,,1.0353,1.7427,,,,18.1499,63.3795,36.6205,,
Manipur,age_below10,14,93.8542,0.7546,0.7195,0.7351,,0.7444,0.6506,0.884,0.8394,,,0.8277,0.7776,64.4945,34.7689,34.7689,0.0,82.3064,17.6936,0.0,65.2311
Mizoram,age_10_13,15,58.3031,0.513,0.2119,0.3391,,0.7427,0.2892,0.0977,0.1951,,,0.2005,0.3022,87.7587,10.3726,10.3726,0.0,9.2854,90.7146,0.0,89.6274
Mizoram,age_14_17,15,15.1106,11.8588,9.7822,11.65,,16.089,9.9543,3.47,7.8986,,,11.7647,10.2676,66.9844,16.2524,16.2524,0.0,7.0199,92.9801,0.0,83.7476
Mizoram,age_18_21,15,14.4724,49.3965,49.1117,50.751,,50.9045,47.2068,38.6153,50.5488,,,50.6529,48.2389,39.5302,28.6452,28.6452,0.0,7.4018,92.5982,0.0,71.3548
Mizoram,age_22_25,15,14.666,21.3036,22.8594,21.2841,,17.6107,23.6154,32.6147,24.0891,,,21.6196,23.1694,,,,5.0554,7.7317,92.2683,,
Mizoram,age_26_29,15,17.3385,7.1515,7.9959,6.9064,,4.9779,8.8676,13.2066,7.677,,,6.8272,8.0117,,,,8.707,8.9661,91.0339,,
Mizoram,age_30_33,15,23.3409,3.8926,3.7091,3.0944,,2.4823,3.7982,3.9424,2.7607,,,2.7043,3.2262,,,,6.4135,11.0895,88.9105,,
Mizoram,age_34_plus,15,52.3758,2.2631,2.8344,2.1265,,2.0037,2.404,1.7323,1.2266,,,1.5339,2.0334,,,,2.2712,19.5899,80.4101,,
Mizoram,age_below10,15,98.3437,0.3621,0.4333,0.54,,0.6569,0.4881,0.4996,0.615,,,0.6191,0.5576,64.9488,34.7534,34.7534,0.0,76.6879,23.3121,0.0,65.2466
Tripura,age_10_13,16,52.8776,2.2092,5.8009,1.8846,,5.1956,2.8655,0.782,2.0523,,,3.458,4.2355,81.2762,17.6929,17.6929,0.0,15.4022,84.5978,0.0,82.3071
Tripura,age_14_17,16,16.7428,24.6881,38.3848,23.0644,,30.8077,24.5679,12.4342,28.6305,,,34.2372,30.6534,65.0722,31.1067,31.1067,0.0,16.1746,83.8254,0.0,68.8933
Tripura,age_18_21,16,16.6317,50.7894,38.4985,52.4422,,42.4742,44.2922,41.0057,43.9902,,,40.5046,40.9428,33.1744,58.8639,58.8639,0.0,21.0916,78.9084,0.0,41.1361
Tripura,age_22_25,16,17.0673,13.9495,9.2649,14.0466,,11.487,15.2895,26.5348,15.1456,,,12.2388,13.2025,,,,4.8219,24.3863,75.6137,,
Tripura,age_26_29,16,19.9726,2.8236,1.7893,2.8716,,2.2997,5.378,9.1966,3.6096,,,3.052,3.4728,,,,7.9864,30.7389,69.2611,,
Tripura,age_30_33,16,23.3158,1.0178,0.7622,1.0534,,1.1063,2.2922,2.9258,0.8982,,,0.9439,1.2898,,,,8.7639,37.5266,62.4734,,
Tripura,age_34_plus,16,32.114,0.4114,0.3128,0.4809,,0.5821,0.8595,0.8892,0.2528,,,0.3134,0.5204,,,,5.7889,55.1446,44.8554,,
Tripura,age_below10,16,98.2572,1.6509,2.0932,1.7541,,2.2114,1.6979,1.5689,1.8758,,,1.9404,2.0353,56.783,42.9871,42.9871,0.0,75.9546,24.0454,0.0,57.0129
Meghalaya,age_10_13,17,63.9047,1.052,1.0602,1.301,,1.6238,1.1604,0.5468,0.8792,,,1.2145,1.2767,69.2808,27.4173,27.4173,0.0,30.3334,69.6666,0.0,72.5827
Meghalaya,age_14_17,17,29.7576,17.0238,17.4545,15.2058,,17.5972,14.5862,8.0484,14.5726,,,17.9222,16.0811,63.398,23.7986,23.7986,0.0,22.2105,77.7895,0.0,76.2014
Meghalaya,age_18_21,17,24.121,50.3003,50.2463,49.5642,,46.4732,47.5047,41.1582,47.8425,,,49.5368,46.5242,45.4993,31.7739,31.7739,0.0,25.5279,74.4721,0.0,68.2261
Meghalaya,age_22_25,17,25.0843,16.2455,15.7297,16.2732,,15.3988,18.0041,25.1034,17.7465,,,14.5685,16.9427,,,,6.033,29.019,70.981,,
Meghalaya,age_26_29,17,28.2468,4.3999,4.125,4.6498,,4.5163,5.9416,8.5742,4.658,,,3.7059,5.1005,,,,9.3971,36.7353,63.2647,,
Meghalaya,age_30_33,17,30.7082,1.7983,1.6983,2.0212,,2.3361,2.5687,2.7459,1.4778,,,1.6205,2.2089,,,,8.219,41.0307,58.9693,,
Meghalaya,age_34_plus,17,39.1429,1.1195,0.9048,1.3527,,1.6318,1.4427,1.0353,0.689,,,0.6888,1.2818,,,,7.1856,56.1328,43.8672,,
