state_name,age_bracket,state_code,CMPR_agri_labourers_female,CMPR_agri_labourers_male,CMPR_below_primary_female,CMPR_below_primary_male,CMPR_cultivators_female,CMPR_cultivators_male,CMPR_household_industry_female,CMPR_household_industry_male,CMPR_illiterate_female,CMPR_illiterate_male,CMPR_main_workers_female,CMPR_main_workers_male,CMPR_matric_female,CMPR_matric_male,CMPR_middle_female,CMPR_middle_male,CMPR_non_workers_female,CMPR_non_workers_male,CMPR_other_workers_female,CMPR_other_workers_male,CMPR_primary_female,CMPR_primary_male,CMPR_total_female,CMPR_total_male
Goa,age_10_13,30,1.979,0.0757,1.4514,0.1451,2.1076,0.0666,,,4.4131,0.4387,1.9732,0.2112,0.2063,0.1592,0.3209,0.1789,,,,,0.9446,0.1968,1.9443,0.2105
Goa,age_10_13,30,1.979,0.0757,1.4514,0.1451,2.1076,0.0666,,,4.4131,0.4387,1.9732,0.2112,0.2063,0.1592,0.3209,0.1789,,,,,0.9446,0.1968,1.9443,0.2105
Goa,age_14_17,30,17.2734,1.0032,13.8123,1.0775,15.9489,1.1994,,,22.2017,2.5427,11.8687,1.0473,3.1102,0.521,6.1322,0.8228,,,,,11.425,1.1241,12.2548,1.0622
Goa,age_14_17,30,17.2734,1.0032,13.8123,1.0775,15.9489,1.1994,,,22.2017,2.5427,11.8687,1.0473,3.1102,0.521,6.1322,0.8228,,,,,11.425,1.1241,12.2548,1.0622
Goa,age_14_17,30,17.2734,1.0032,13.8123,1.0775,15.9489,1.1994,,,22.2017,2.5427,11.8687,1.0473,3.1102,0.521,6.1322,0.8228,,,,,11.425,1.1241,12.2548,1.0622
Goa,age_14_17,30,17.2734,1.0032,13.8123,1.0775,15.9489,1.1994,,,22.2017,2.5427,11.8687,1.0473,3.1102,0.521,6.1322,0.8228,,,,,11.425,1.1241,12.2548,1.0622
Goa,age_14_17,30,17.2734,1.0032,13.8123,1.0775,15.9489,1.1994,,,22.2017,2.5427,11.8687,1.0473,3.1102,0.521,6.1322,0.8228,,,,,11.425,1.1241,12.2548,1.0622
Goa,age_14_17,30,17.2734,1.0032,13.8123,1.0775,15.9489,1.1994,,,22.2017,2.5427,11.8687,1.0473,3.1102,0.521,6.1322,0.8228,,,,,11.425,1.1241,12.2548,1.0622
Goa,age_18_21,30,48.2775,14.6508,45.1863,13.8202,52.4775,17.1975,,,45.4796,22.7966,34.1864,10.8596,30.321,6.1023,37.4226,9.4535,,,,,42.9004,13.1243,38.3138,11.1658
Goa,age_18_21,30,48.2775,14.6508,45.1863,13.8202,52.4775,17.1975,,,45.4796,22.7966,34.1864,10.8596,30.321,6.1023,37.4226,9.4535,,,,,42.9004,13.1243,38.3138,11.1658
Goa,age_18_21,30,48.2775,14.6508,45.1863,13.8202,52.4775,17.1975,,,45.4796,22.7966,34.1864,10.8596,30.321,6.1023,37.4226,9.4535,,,,,42.9004,13.1243,38.3138,11.1658
Goa,age_18_21,30,48.2775,14.6508,45.1863,13.8202,52.4775,17.1975,,,45.4796,22.7966,34.1864,10.8596,30.321,6.1023,37.4226,9.4535,,,,,42.9004,13.1243,38.3138,11.1658
Goa,age_18_21,30,48.2775,14.6508,45.1863,13.8202,52.4775,17.1975,,,45.4796,22.7966,34.1864,10.8596,30.321,6.1023,37.4226,9.4535,,,,,42.9004,13.1243,38.3138,11.1658
Goa,age_18_21,30,48.2775,14.6508,45.1863,13.8202,52.4775,17.1975,,,45.4796,22.7966,34.1864,10.8596,30.321,6.1023,37.4226,9.4535,,,,,42.9004,13.1243,38.3138,11.1658
Goa,age_below10,30,1.075,0.6246,0.8093,0.42,0.7701,0.4398,,,1.1554,0.6571,0.9639,0.7305,0.792,0.8727,0.9818,0.799,,,,,0.9079,0.6688,0.9456,0.7163
Goa,age_below10,30,1.075,0.6246,0.8093,0.42,0.7701,0.4398,,,1.1554,0.6571,0.9639,0.7305,0.792,0.8727,0.9818,0.799,,,,,0.9079,0.6688,0.9456,0.7163
Goa,age_below10,30,1.075,0.6246,0.8093,0.42,0.7701,0.4398,,,1.1554,0.6571,0.9639,0.7305,0.792,0.8727,0.9818,0.799,,,,,0.9079,0.6688,0.9456,0.7163
Goa,age_below10,30,1.075,0.6246,0.8093,0.42,0.7701,0.4398,,,1.1554,0.6571,0.9639,0.7305,0.792,0.8727,0.9818,0.799,,,,,0.9079,0.6688,0.9456,0.7163
Goa,age_below10,30,1.075,0.6246,0.8093,0.42,0.7701,0.4398,,,1.1554,0.6571,0.9639,0.7305,0.792,0.8727,0.9818,0.799,,,,,0.9079,0.6688,0.9456,0.7163
Goa,age_below10,30,1.075,0.6246,0.8093,0.42,0.7701,0.4398,,,1.1554,0.6571,0.9639,0.7305,0.792,0.8727,0.9818,0.799,,,,,0.9079,0.6688,0.9456,0.7163
Lakshadweep,age_10_13,31,,,2.1933,0.1142,,,,,3.9952,0.1649,1.3107,0.0574,0.5175,0.0375,0.352,0.0,,,,,1.931,0.0657,,
Lakshadweep,age_14_17,31,,,34.3043,2.8158,,,,,36.799,3.38,17.579,1.1713,10.1552,0.375,21.5574,0.7154,,,,,33.9981,1.5102,,
Lakshadweep,age_18_21,31,,,53.4613,30.6317,,,,,47.6534,33.9654,46.8003,18.2706,53.6223,10.5737,58.9969,17.2202,,,,,51.7569,24.6881,,
Lakshadweep,age_below10,31,,,0.891,0.4566,,,,,1.2515,0.3298,1.0794,0.356,0.9702,0.5624,1.4518,0.6132,,,,,1.2029,0.394,,
Kerala,age_10_13,32,1.6975,0.0448,2.9102,0.0566,1.9106,0.0402,,,3.805,0.0746,0.958,0.0365,0.1679,0.0273,0.5593,0.0332,,,,,2.0156,0.0427,,
Kerala,age_14_17,32,23.1834,0.468,28.6483,0.7199,19.7831,0.4085,,,30.1175,0.9895,14.2173,0.2845,7.6295,0.1006,19.6779,0.2006,,,,,26.6685,0.4204,,
Kerala,age_18_21,32,47.2733,14.1326,43.7608,15.7407,44.6237,10.6459,,,42.6761,17.4308,39.5294,9.0705,43.6215,3.268,47.6544,7.2914,,,,,44.9692,12.3798,,
Kerala,age_below10,32,1.6194,0.6359,1.8211,0.6214,1.745,0.5977,,,1.901,0.6642,1.335,0.6248,1.2561,0.6653,1.6571,0.653,,,,,1.773,0.626,,
Tamil Nadu,age_10_13,33,2.2038,0.1271,2.0368,0.1277,2.0218,0.1173,,,2.8719,0.1537,2.0216,0.1224,0.5486,0.1104,1.2409,0.1247,,,,,1.7594,0.1253,,
Tamil Nadu,age_14_17,33,27.4922,1.3823,24.8937,1.2675,26.4565,1.0799,,,28.0254,1.7654,24.7376,0.954,13.0939,0.485,22.688,0.8371,,,,,24.5875,1.0464,,
Tamil Nadu,age_18_21,33,50.5859,25.8192,49.0034,22.7333,50.6459,22.5452,,,47.5431,27.3089,48.1809,18.9846,47.8078,11.4812,49.4708,17.7243,,,,,49.2326,21.2298,,
Tamil Nadu,age_below10,33,1.0379,0.5884,1.0578,0.5958,1.0495,0.557,,,1.0144,0.5487,1.0259,0.6351,1.0874,0.7977,1.1548,0.744,,,,,1.09,0.6269,,
State - PONDICHERRY  34,age_10_13,34,3.9915,0.0697,3.8742,0.0764,4.0777,0.0621,,,5.2867,0.1194,2.8972,0.0637,0.3412,0.0486,1.1457,0.0653,,,,,2.382,0.1042,,
State - PONDICHERRY  34,age_14_17,34,34.9905,1.1187,33.1954,1.0485,29.3204,0.4965,,,35.2429,1.6429,27.0873,0.6157,12.3933,0.3173,24.8211,0.5982,,,,,30.2214,0.8197,,
State - PONDICHERRY  34,age_18_21,34,47.7273,22.0116,45.048,19.5806,47.767,12.0516,,,43.7854,23.9583,41.4939,13.5805,48.0004,8.3618,49.7273,14.1696,,,,,47.5441,17.8747,,
State - PONDICHERRY  34,age_below10,34,1.0795,0.4515,1.2071,0.5346,0.7767,0.3848,,,1.2109,0.4432,0.9236,0.514,1.076,0.5537,1.1783,0.6281,,,,,1.2474,0.4701,,
Andaman & Nicobar Islands,age_10_13,35,7.1795,0.1158,6.7239,0.2051,6.8289,0.1958,,,6.6459,0.2683,3.6347,0.1771,0.5573,0.123,1.3952,0.1863,,,,,3.8251,0.1796,,
Andaman & Nicobar Islands,age_14_17,35,39.4872,2.6057,36.8156,2.051,32.7358,1.6353,,,32.1776,2.2958,21.4121,1.4524,11.1964,0.6954,25.1303,1.2507,,,,,34.1637,1.7801,,
Andaman & Nicobar Islands,age_18_21,35,35.8974,25.2461,42.1764,25.3052,44.0461,24.4712,,,41.4314,23.8998,37.4334,19.1672,49.041,12.7153,52.578,19.4053,,,,,46.3759,22.9518,,
Andaman & Nicobar Islands,age_below10,35,4.6154,1.1581,1.6724,0.8497,2.6035,0.6757,,,2.1467,0.6023,1.5618,0.7681,1.035,0.7222,1.3391,0.9912,,,,,1.4923,0.8105,,
