source_file,Table | Name,State | Code,Distt. | Code,Tehsil | Code,Area Name,Total/ | Rural/ | Urban/,Workers,Age at | marriage | 1,Number | of ever | married persons | Males | 2,Females | 3,Duration of marriage of currently married persons | All | durations | Males | 4,Females | 5,0-4 | Males | 6,Females | 7,5-9 | Males | 8,Females | 9,10-19 | Males | 10,Females | 11,20-29 | Males | 12,Females | 13,30-39 | Males | 14,Females | 15,40+ | Males | 16,Females | 17,Duration | not known | Males | 18,Females | 19
C-07_Andaman_and_Nicobar_Islands,C0107,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Total Main workers,All ages,75118,13894,73399,11526,11479,1384,12747,1808,22933,4198,16397,2755,6129,882,2005,288,1709,211
C-07_Andaman_and_Nicobar_Islands,C0107,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Total Main workers,Less than 10,577,217,563,155,0,0,0,0,26,12,223,57,173,49,140,36,1,1
C-07_Andaman_and_Nicobar_Islands,C0107,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Total Main workers,10-11,55,99,53,70,0,0,1,1,11,19,14,25,14,14,13,11,0,0
C-07_Andaman_and_Nicobar_Islands,C0107,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Total Main workers,12-13,78,406,74,292,1,1,3,13,14,98,24,103,18,58,13,19,1,0
C-07_Andaman_and_Nicobar_Islands,C0107,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Total Main workers,14-15,240,1151,230,857,1,6,8,58,48,304,75,325,54,105,44,59,0,0
C-07_Andaman_and_Nicobar_Islands,C0107,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Total Main workers,16-17,851,1824,800,1384,30,67,60,163,295,555,215,445,129,128,67,25,4,1
C-07_Andaman_and_Nicobar_Islands,C0107,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Total Main workers,18-19,3743,2892,3575,2306,256,195,466,282,1208,892,917,646,531,232,194,57,3,2
C-07_Andaman_and_Nicobar_Islands,C0107,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Total Main workers,20-21,10655,2309,10321,1882,1044,154,1733,301,3355,727,2594,504,1179,152,406,44,10,0
C-07_Andaman_and_Nicobar_Islands,C0107,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Total Main workers,22-23,12332,1648,12076,1491,1840,196,2233,275,4025,609,2702,317,994,74,269,19,13,1
C-07_Andaman_and_Nicobar_Islands,C0107,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Total Main workers,24-25,15396,1418,15051,1302,2292,264,2580,304,4777,489,3571,190,1404,40,419,13,8,2
C-07_Andaman_and_Nicobar_Islands,C0107,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Total Main workers,26-27,10083,853,9952,810,2213,239,1954,214,3144,268,1971,70,511,17,151,2,8,0
C-07_Andaman_and_Nicobar_Islands,C0107,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Total Main workers,28-29,8246,450,8145,431,1770,143,1589,111,2546,119,1667,47,475,8,94,3,4,0
C-07_Andaman_and_Nicobar_Islands,C0107,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Total Main workers,30-31,5591,209,5465,194,906,54,1083,51,1704,67,1282,19,358,3,131,0,1,0
C-07_Andaman_and_Nicobar_Islands,C0107,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Total Main workers,32-33,2389,78,2354,73,499,27,479,18,779,23,475,3,99,2,21,0,2,0
C-07_Andaman_and_Nicobar_Islands,C0107,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Total Main workers,34+,3148,82,3088,75,627,38,558,17,1001,16,667,4,190,0,43,0,2,0
C-07_Andaman_and_Nicobar_Islands,C0107,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Total Main workers,Not stated,1734,258,1652,204,0,0,0,0,0,0,0,0,0,0,0,0,1652,204
C-07_Andaman_and_Nicobar_Islands,C0107,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Cultivators,All ages,10212,2343,9849,1965,1279,179,1548,280,2632,606,2163,530,1241,234,823,116,163,20
C-07_Andaman_and_Nicobar_Islands,C0107,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Cultivators,Less than 10,69,61,67,44,0,0,0,0,3,6,25,9,23,14,16,15,0,0
C-07_Andaman_and_Nicobar_Islands,C0107,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Cultivators,10-11,8,39,7,29,0,0,0,0,1,5,2,11,1,8,3,5,0,0
C-07_Andaman_and_Nicobar_Islands,C0107,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Cultivators,12-13,12,121,12,94,0,0,0,4,2,34,3,34,3,16,4,6,0,0
C-07_Andaman_and_Nicobar_Islands,C0107,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Cultivators,14-15,25,315,25,249,0,5,1,19,5,96,3,70,7,36,9,23,0,0
C-07_Andaman_and_Nicobar_Islands,C0107,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Cultivators,16-17,142,452,134,383,6,35,10,62,46,127,32,112,12,36,28,11,0,0
C-07_Andaman_and_Nicobar_Islands,C0107,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Cultivators,18-19,641,685,601,612,53,84,99,98,174,191,139,149,80,60,56,29,0,1
C-07_Andaman_and_Nicobar_Islands,C0107,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Cultivators,20-21,1858,347,1767,290,222,26,329,57,530,79,329,81,179,29,176,18,2,0
C-07_Andaman_and_Nicobar_Islands,C0107,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Cultivators,22-23,2034,140,1973,113,316,10,342,17,567,35,434,30,184,14,128,7,2,0
C-07_Andaman_and_Nicobar_Islands,C0107,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Cultivators,24-25,2113,79,2048,67,265,3,301,7,538,20,485,20,273,15,186,2,0,0
C-07_Andaman_and_Nicobar_Islands,C0107,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Cultivators,26-27,1024,35,1002,33,181,8,173,8,266,7,215,7,105,3,62,0,0,0
C-07_Andaman_and_Nicobar_Islands,C0107,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Cultivators,28-29,758,15,738,13,90,3,120,3,192,1,184,4,105,2,47,0,0,0
C-07_Andaman_and_Nicobar_Islands,C0107,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Cultivators,30-31,589,17,571,11,51,2,72,3,133,2,114,3,129,1,72,0,0,0
C-07_Andaman_and_Nicobar_Islands,C0107,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Cultivators,32-33,249,5,241,4,38,0,35,1,56,3,57,0,45,0,10,0,0,0
C-07_Andaman_and_Nicobar_Islands,C0107,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Cultivators,34+,518,4,504,4,57,3,66,1,119,0,141,0,95,0,26,0,0,0
C-07_Andaman_and_Nicobar_Islands,C0107,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Cultivators,Not stated,172,28,159,19,0,0,0,0,0,0,0,0,0,0,0,0,159,19
C-07_Andaman_and_Nicobar_Islands,C0107,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Agricultural labourers,All ages,1727,195,1671,151,271,5,318,15,530,69,335,38,120,14,58,9,39,1
C-07_Andaman_and_Nicobar_Islands,C0107,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Agricultural labourers,Less than 10,20,9,19,5,0,0,0,0,0,2,11,0,3,0,5,3,0,0
C-07_Andaman_and_Nicobar_Islands,C0107,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Agricultural labourers,10-11,0,3,0,3,0,0,0,0,0,1,0,1,0,1,0,0,0,0
C-07_Andaman_and_Nicobar_Islands,C0107,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Agricultural labourers,12-13,2,11,2,11,0,0,0,0,0,3,1,3,1,3,0,2,0,0
C-07_Andaman_and_Nicobar_Islands,C0107,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Agricultural labourers,14-15,7,37,7,24,0,0,0,1,2,12,3,7,0,2,2,2,0,0
C-07_Andaman_and_Nicobar_Islands,C0107,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Agricultural labourers,16-17,38,40,35,32,3,2,3,4,16,15,7,7,4,3,2,1,0,0
C-07_Andaman_and_Nicobar_Islands,C0107,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Agricultural labourers,18-19,114,35,109,28,12,1,23,5,38,13,24,8,7,1,5,0,0,0
C-07_Andaman_and_Nicobar_Islands,C0107,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Agricultural labourers,20-21,322,35,313,27,55,1,79,1,82,14,60,7,16,3,20,1,1,0
C-07_Andaman_and_Nicobar_Islands,C0107,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Agricultural labourers,22-23,311,8,304,8,70,0,60,2,101,3,50,2,19,1,3,0,1,0
C-07_Andaman_and_Nicobar_Islands,C0107,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Agricultural labourers,24-25,332,3,324,3,44,0,63,1,108,1,66,1,31,0,12,0,0,0
C-07_Andaman_and_Nicobar_Islands,C0107,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Agricultural labourers,26-27,188,4,182,3,31,0,30,1,72,2,35,0,8,0,6,0,0,0
C-07_Andaman_and_Nicobar_Islands,C0107,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Agricultural labourers,28-29,131,5,129,4,29,1,31,0,40,1,21,2,7,0,0,0,1,0
C-07_Andaman_and_Nicobar_Islands,C0107,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Agricultural labourers,30-31,107,3,99,2,10,0,14,0,29,2,27,0,16,0,3,0,0,0
C-07_Andaman_and_Nicobar_Islands,C0107,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Agricultural labourers,32-33,47,0,45,0,6,0,10,0,16,0,10,0,3,0,0,0,0,0
C-07_Andaman_and_Nicobar_Islands,C0107,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Agricultural labourers,34+,70,0,67,0,11,0,5,0,26,0,20,0,5,0,0,0,0,0
C-07_Andaman_and_Nicobar_Islands,C0107,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Agricultural labourers,Not stated,38,2,36,1,0,0,0,0,0,0,0,0,0,0,0,0,36,1
C-07_Andaman_and_Nicobar_Islands,C0107,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Other main workers,All ages,63179,11356,61879,9410,9929,1200,10881,1513,19771,3523,13899,2187,4768,634,1124,163,1507,190
C-07_Andaman_and_Nicobar_Islands,C0107,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Other main workers,Less than 10,488,147,477,106,0,0,0,0,23,4,187,48,147,35,119,18,1,1
C-07_Andaman_and_Nicobar_Islands,C0107,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Other main workers,10-11,47,57,46,38,0,0,1,1,10,13,12,13,13,5,10,6,0,0
C-07_Andaman_and_Nicobar_Islands,C0107,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Other main workers,12-13,64,274,60,187,1,1,3,9,12,61,20,66,14,39,9,11,1,0
C-07_Andaman_and_Nicobar_Islands,C0107,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Other main workers,14-15,208,799,198,584,1,1,7,38,41,196,69,248,47,67,33,34,0,0
C-07_Andaman_and_Nicobar_Islands,C0107,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Other main workers,16-17,671,1332,631,969,21,30,47,97,233,413,176,326,113,89,37,13,4,1
C-07_Andaman_and_Nicobar_Islands,C0107,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Other main workers,18-19,2988,2172,2865,1666,191,110,344,179,996,688,754,489,444,171,133,28,3,1
C-07_Andaman_and_Nicobar_Islands,C0107,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Other main workers,20-21,8475,1927,8241,1565,767,127,1325,243,2743,634,2205,416,984,120,210,25,7,0
C-07_Andaman_and_Nicobar_Islands,C0107,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Other main workers,22-23,9987,1500,9799,1370,1454,186,1831,256,3357,571,2218,285,791,59,138,12,10,1
C-07_Andaman_and_Nicobar_Islands,C0107,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Other main workers,24-25,12951,1336,12679,1232,1983,261,2216,296,4131,468,3020,169,1100,25,221,11,8,2
C-07_Andaman_and_Nicobar_Islands,C0107,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Other main workers,26-27,8871,814,8768,774,2001,231,1751,205,2806,259,1721,63,398,14,83,2,8,0
C-07_Andaman_and_Nicobar_Islands,C0107,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Other main workers,28-29,7357,430,7278,414,1651,139,1438,108,2314,117,1462,41,363,6,47,3,3,0
C-07_Andaman_and_Nicobar_Islands,C0107,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Other main workers,30-31,4895,189,4795,181,845,52,997,48,1542,63,1141,16,213,2,56,0,1,0
C-07_Andaman_and_Nicobar_Islands,C0107,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Other main workers,32-33,2093,73,2068,69,455,27,434,17,707,20,408,3,51,2,11,0,2,0
C-07_Andaman_and_Nicobar_Islands,C0107,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Other main workers,34+,2560,78,2517,71,559,35,487,16,856,16,506,4,90,0,17,0,2,0
C-07_Andaman_and_Nicobar_Islands,C0107,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Other main workers,Not stated,1524,228,1457,184,0,0,0,0,0,0,0,0,0,0,0,0,1457,184
C-07_Andaman_and_Nicobar_Islands,C0107,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Manual,All ages,44523,4647,43480,3394,6875,315,7532,399,13768,1227,9903,956,3552,313,782,106,1068,78
C-07_Andaman_and_Nicobar_Islands,C0107,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Manual,Less than 10,345,80,337,52,0,0,0,0,21,2,135,21,91,20,89,8,1,1
C-07_Andaman_and_Nicobar_Islands,C0107,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Manual,10-11,34,34,33,21,0,0,1,0,8,6,8,9,10,1,6,5,0,0
C-07_Andaman_and_Nicobar_Islands,C0107,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Manual,12-13,43,182,41,116,1,1,3,6,9,37,13,42,9,23,5,7,1,0
C-07_Andaman_and_Nicobar_Islands,C0107,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Manual,14-15,164,503,154,357,0,0,5,25,34,120,51,147,38,47,26,18,0,0
C-07_Andaman_and_Nicobar_Islands,C0107,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Manual,16-17,546,779,512,526,19,19,39,40,197,233,139,172,91,52,23,10,4,0
C-07_Andaman_and_Nicobar_Islands,C0107,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Manual,18-19,2429,1104,2326,783,164,51,299,80,804,316,613,242,341,72,102,21,3,1
C-07_Andaman_and_Nicobar_Islands,C0107,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Manual,20-21,6718,853,6522,622,645,47,1088,99,2180,224,1700,178,761,58,144,16,4,0
C-07_Andaman_and_Nicobar_Islands,C0107,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Manual,22-23,7657,414,7505,340,1184,56,1428,52,2550,128,1630,74,614,22,91,8,8,0
C-07_Andaman_and_Nicobar_Islands,C0107,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Manual,24-25,9414,283,9200,232,1495,57,1575,44,2937,80,2177,35,851,8,159,8,6,0
C-07_Andaman_and_Nicobar_Islands,C0107,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Manual,26-27,5812,148,5732,131,1339,43,1142,27,1804,40,1122,14,263,5,55,2,7,0
C-07_Andaman_and_Nicobar_Islands,C0107,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Manual,28-29,4434,77,4373,65,968,19,839,10,1375,22,900,9,262,2,27,3,2,0
C-07_Andaman_and_Nicobar_Islands,C0107,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Manual,30-31,2958,41,2881,35,461,9,551,7,914,8,781,9,134,2,39,0,1,0
C-07_Andaman_and_Nicobar_Islands,C0107,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Manual,32-33,1218,24,1198,21,269,9,252,5,393,5,246,1,32,1,5,0,1,0
C-07_Andaman_and_Nicobar_Islands,C0107,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Manual,34+,1668,21,1636,17,330,4,310,4,542,6,388,3,55,0,11,0,0,0
C-07_Andaman_and_Nicobar_Islands,C0107,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Manual,Not stated,1083,104,1030,76,0,0,0,0,0,0,0,0,0,0,0,0,1030,76
C-07_Andaman_and_Nicobar_Islands,C0107,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Non-manual,All ages,18656,6709,18399,6016,3054,885,3349,1114,6003,2296,3996,1231,1216,321,342,57,439,112
C-07_Andaman_and_Nicobar_Islands,C0107,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Non-manual,Less than 10,143,67,140,54,0,0,0,0,2,2,52,27,56,15,30,10,0,0
C-07_Andaman_and_Nicobar_Islands,C0107,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Non-manual,10-11,13,23,13,17,0,0,0,1,2,7,4,4,3,4,4,1,0,0
C-07_Andaman_and_Nicobar_Islands,C0107,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Non-manual,12-13,21,92,19,71,0,0,0,3,3,24,7,24,5,16,4,4,0,0
C-07_Andaman_and_Nicobar_Islands,C0107,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Non-manual,14-15,44,296,44,227,1,1,2,13,7,76,18,101,9,20,7,16,0,0
C-07_Andaman_and_Nicobar_Islands,C0107,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Non-manual,16-17,125,553,119,443,2,11,8,57,36,180,37,154,22,37,14,3,0,1
C-07_Andaman_and_Nicobar_Islands,C0107,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Non-manual,18-19,559,1068,539,883,27,59,45,99,192,372,141,247,103,99,31,7,0,0
C-07_Andaman_and_Nicobar_Islands,C0107,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Non-manual,20-21,1757,1074,1719,943,122,80,237,144,563,410,505,238,223,62,66,9,3,0
C-07_Andaman_and_Nicobar_Islands,C0107,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Non-manual,22-23,2330,1086,2294,1030,270,130,403,204,807,443,588,211,177,37,47,4,2,1
C-07_Andaman_and_Nicobar_Islands,C0107,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Non-manual,24-25,3537,1053,3479,1000,488,204,641,252,1194,388,843,134,249,17,62,3,2,2
C-07_Andaman_and_Nicobar_Islands,C0107,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Non-manual,26-27,3059,666,3036,643,662,188,609,178,1002,219,599,49,135,9,28,0,1,0
C-07_Andaman_and_Nicobar_Islands,C0107,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Non-manual,28-29,2923,353,2905,349,683,120,599,98,939,95,562,32,101,4,20,0,1,0
C-07_Andaman_and_Nicobar_Islands,C0107,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Non-manual,30-31,1937,148,1914,146,384,43,446,41,628,55,360,7,79,0,17,0,0,0
C-07_Andaman_and_Nicobar_Islands,C0107,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Non-manual,32-33,875,49,870,48,186,18,182,12,314,15,162,2,19,1,6,0,1,0
C-07_Andaman_and_Nicobar_Islands,C0107,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Non-manual,34+,892,57,881,54,229,31,177,12,314,10,118,1,35,0,6,0,2,0
C-07_Andaman_and_Nicobar_Islands,C0107,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Non-manual,Not stated,441,124,427,108,0,0,0,0,0,0,0,0,0,0,0,0,427,108
C-07_Andaman_and_Nicobar_Islands,C0107,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Marginal workers,All ages,4628,7844,4417,7124,998,889,857,1168,1100,2265,642,1601,348,696,264,357,208,148
C-07_Andaman_and_Nicobar_Islands,C0107,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Marginal workers,Less than 10,37,134,35,108,0,0,0,0,4,29,16,30,4,27,11,22,0,0
C-07_Andaman_and_Nicobar_Islands,C0107,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Marginal workers,10-11,6,73,5,50,0,0,0,3,2,14,2,13,1,3,0,17,0,0
C-07_Andaman_and_Nicobar_Islands,C0107,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Marginal workers,12-13,2,215,2,177,0,1,1,6,0,66,0,54,0,29,1,21,0,0
C-07_Andaman_and_Nicobar_Islands,C0107,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Marginal workers,14-15,9,633,8,559,0,12,1,41,4,192,1,188,1,72,1,53,0,1
C-07_Andaman_and_Nicobar_Islands,C0107,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Marginal workers,16-17,54,1139,52,1036,7,105,8,183,17,396,9,215,5,90,6,44,0,3
C-07_Andaman_and_Nicobar_Islands,C0107,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Marginal workers,18-19,279,2370,259,2194,51,319,59,420,82,713,29,462,14,197,21,79,3,4
C-07_Andaman_and_Nicobar_Islands,C0107,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Marginal workers,20-21,809,1545,761,1422,176,180,194,245,183,434,118,344,35,143,54,76,1,0
C-07_Andaman_and_Nicobar_Islands,C0107,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Marginal workers,22-23,814,653,782,620,199,110,191,118,208,188,101,133,46,44,37,25,0,2
C-07_Andaman_and_Nicobar_Islands,C0107,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Marginal workers,24-25,948,408,912,368,232,75,154,61,251,93,138,82,72,44,63,13,2,0
C-07_Andaman_and_Nicobar_Islands,C0107,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Marginal workers,26-27,444,209,432,192,136,40,69,32,117,61,56,35,34,21,19,2,1,1
C-07_Andaman_and_Nicobar_Islands,C0107,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Marginal workers,28-29,372,138,354,117,91,27,79,22,78,32,50,21,36,13,20,2,0,0
C-07_Andaman_and_Nicobar_Islands,C0107,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Marginal workers,30-31,285,76,275,68,42,7,49,17,72,23,41,12,54,7,17,2,0,0
C-07_Andaman_and_Nicobar_Islands,C0107,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Marginal workers,32-33,121,28,117,27,26,4,21,6,29,11,23,2,15,4,3,0,0,0
C-07_Andaman_and_Nicobar_Islands,C0107,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Marginal workers,34+,234,53,223,49,38,9,31,14,53,13,58,10,31,2,11,1,1,0
C-07_Andaman_and_Nicobar_Islands,C0107,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Marginal workers,Not stated,214,170,200,137,0,0,0,0,0,0,0,0,0,0,0,0,200,137
C-07_Andaman_and_Nicobar_Islands,C0107,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Non-workers,All ages,7588,64801,6676,58595,700,9696,302,9774,432,16391,755,11786,1739,5661,2145,3561,603,1726
C-07_Andaman_and_Nicobar_Islands,C0107,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Non-workers,Less than 10,80,1049,71,838,0,0,1,2,14,177,22,268,7,174,27,213,0,4
C-07_Andaman_and_Nicobar_Islands,C0107,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Non-workers,10-11,6,651,5,499,0,3,0,5,0,104,0,114,1,106,3,164,1,3
C-07_Andaman_and_Nicobar_Islands,C0107,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Non-workers,12-13,16,2060,11,1622,0,7,0,59,2,503,2,454,0,324,7,274,0,1
C-07_Andaman_and_Nicobar_Islands,C0107,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Non-workers,14-15,41,7140,32,6180,1,145,3,508,1,1970,1,1730,2,1045,23,774,1,8
C-07_Andaman_and_Nicobar_Islands,C0107,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Non-workers,16-17,132,11542,102,10528,13,1230,11,1789,19,3566,4,2383,7,1005,48,530,0,25
C-07_Andaman_and_Nicobar_Islands,C0107,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Non-workers,18-19,444,17675,365,16484,41,3330,33,3301,50,4785,28,3059,35,1339,177,641,1,29
C-07_Andaman_and_Nicobar_Islands,C0107,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Non-workers,20-21,1023,11594,835,10591,98,2065,44,2175,65,2784,57,2008,104,906,466,630,1,23
C-07_Andaman_and_Nicobar_Islands,C0107,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Non-workers,22-23,833,5308,728,5034,144,1426,61,1027,57,1247,72,847,131,328,262,152,1,7
C-07_Andaman_and_Nicobar_Islands,C0107,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Non-workers,24-25,1314,3161,1140,2922,143,813,59,525,73,715,70,503,290,240,503,120,2,6
C-07_Andaman_and_Nicobar_Islands,C0107,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Non-workers,26-27,653,1253,593,1172,114,391,33,203,33,270,44,197,207,87,162,23,0,1
C-07_Andaman_and_Nicobar_Islands,C0107,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Non-workers,28-29,651,611,609,553,76,151,21,86,26,138,47,110,282,52,157,16,0,0
C-07_Andaman_and_Nicobar_Islands,C0107,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Non-workers,30-31,695,363,630,297,39,65,19,58,24,64,56,56,311,39,180,14,1,1
C-07_Andaman_and_Nicobar_Islands,C0107,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Non-workers,32-33,287,114,266,103,11,34,6,18,8,28,71,17,123,4,47,2,0,0
