source_file,Table | Name,State | Code,Distt. | Code,Tehsil | Code,Area Name,Total/ | Rural/ | Urban/,Workers,Age at | marriage | 1,Number | of ever | married persons | Males | 2,Females | 3,Duration of marriage of currently married persons | All | durations | Males | 4,Females | 5,0-4 | Males | 6,Females | 7,5-9 | Males | 8,Females | 9,10-19 | Males | 10,Females | 11,20-29 | Males | 12,Females | 13,30-39 | Males | 14,Females | 15,40+ | Males | 16,Females | 17,Duration | not known | Males | 18,Females | 19
C-07_Maharashtra,C0107,27,00,0000,State - MAHARASHTRA  27,Urban,Cultivators,28-29,9983,196,9872,174,1715,30,1429,32,2540,45,2157,40,1443,23,579,4,9,0
C-07_Maharashtra,C0107,27,00,0000,State - MAHARASHTRA  27,Urban,Cultivators,30-31,6300,131,6189,115,679,13,919,25,1609,31,1339,29,1148,16,490,1,5,0
C-07_Maharashtra,C0107,27,00,0000,State - MAHARASHTRA  27,Urban,Cultivators,32-33,1858,31,1835,27,301,9,280,4,525,5,376,7,282,2,70,0,1,0
C-07_Maharashtra,C0107,27,00,0000,State - MAHARASHTRA  27,Urban,Cultivators,34+,2146,73,2086,54,275,7,298,14,527,19,568,10,338,1,79,1,1,2
C-07_Maharashtra,C0107,27,00,0000,State - MAHARASHTRA  27,Urban,Cultivators,Not stated,2248,796,2019,568,0,0,0,0,0,0,0,0,0,0,0,0,2019,568
C-07_Maharashtra,C0107,27,00,0000,State - MAHARASHTRA  27,Urban,Agricultural labourers,All ages,166189,139066,161394,111431,20770,9744,24030,12889,50132,37537,33437,27197,16630,12843,13342,9576,3053,1645
C-07_Maharashtra,C0107,27,00,0000,State - MAHARASHTRA  27,Urban,Agricultural labourers,Less than 10,1274,3732,1214,3027,0,2,2,12,130,511,408,982,315,687,356,830,3,3
C-07_Maharashtra,C0107,27,00,0000,State - MAHARASHTRA  27,Urban,Agricultural labourers,10-11,316,2314,300,1782,2,10,4,46,65,309,66,449,53,397,94,563,16,8
C-07_Maharashtra,C0107,27,00,0000,State - MAHARASHTRA  27,Urban,Agricultural labourers,12-13,354,4929,318,3857,1,50,18,261,65,1074,86,1068,50,677,98,727,0,0
C-07_Maharashtra,C0107,27,00,0000,State - MAHARASHTRA  27,Urban,Agricultural labourers,14-15,1665,20906,1502,16392,31,474,81,1190,306,4867,355,4581,239,2704,489,2569,1,7
C-07_Maharashtra,C0107,27,00,0000,State - MAHARASHTRA  27,Urban,Agricultural labourers,16-17,3048,30910,2826,24772,241,2389,351,2998,856,9401,558,5822,343,2569,473,1587,4,6
C-07_Maharashtra,C0107,27,00,0000,State - MAHARASHTRA  27,Urban,Agricultural labourers,18-19,12537,39773,11892,33062,1482,4232,1613,4538,3847,12279,2371,7536,1224,2845,1351,1616,4,16
C-07_Maharashtra,C0107,27,00,0000,State - MAHARASHTRA  27,Urban,Agricultural labourers,20-21,41323,23843,39864,18709,4861,1443,5537,2360,12372,6358,8559,4958,4145,2163,4364,1420,26,7
C-07_Maharashtra,C0107,27,00,0000,State - MAHARASHTRA  27,Urban,Agricultural labourers,22-23,36554,5209,35854,4290,5315,621,5786,798,12357,1494,7206,895,3009,348,2159,133,22,1
C-07_Maharashtra,C0107,27,00,0000,State - MAHARASHTRA  27,Urban,Agricultural labourers,24-25,35763,3018,35043,2450,3815,264,5266,396,11328,761,7759,610,4017,319,2838,100,20,0
C-07_Maharashtra,C0107,27,00,0000,State - MAHARASHTRA  27,Urban,Agricultural labourers,26-27,12100,717,11966,615,2347,112,2272,131,3694,196,2238,114,973,44,427,17,15,1
C-07_Maharashtra,C0107,27,00,0000,State - MAHARASHTRA  27,Urban,Agricultural labourers,28-29,8024,436,7909,367,1499,73,1434,81,2305,104,1513,66,853,37,299,6,6,0
C-07_Maharashtra,C0107,27,00,0000,State - MAHARASHTRA  27,Urban,Agricultural labourers,30-31,6072,375,5963,285,589,21,1078,52,1641,102,1341,61,986,42,323,7,5,0
C-07_Maharashtra,C0107,27,00,0000,State - MAHARASHTRA  27,Urban,Agricultural labourers,32-33,1510,98,1488,81,278,16,279,9,476,31,298,17,126,7,29,1,2,0
C-07_Maharashtra,C0107,27,00,0000,State - MAHARASHTRA  27,Urban,Agricultural labourers,34+,2376,231,2327,146,309,37,309,17,690,50,679,38,297,4,42,0,1,0
C-07_Maharashtra,C0107,27,00,0000,State - MAHARASHTRA  27,Urban,Agricultural labourers,Not stated,3273,2575,2928,1596,0,0,0,0,0,0,0,0,0,0,0,0,2928,1596
C-07_Maharashtra,C0107,27,00,0000,State - MAHARASHTRA  27,Urban,Other main workers,All ages,8217038,1481020,8102110,1185448,1348632,144530,1469646,172440,2649684,411452,1688668,288004,561914,101134,210240,39148,173326,28740
C-07_Maharashtra,C0107,27,00,0000,State - MAHARASHTRA  27,Urban,Other main workers,Less than 10,64958,26684,63512,20948,20,12,160,48,8866,3162,25862,7528,15594,5638,12926,4526,84,34
C-07_Maharashtra,C0107,27,00,0000,State - MAHARASHTRA  27,Urban,Other main workers,10-11,18724,17048,18282,12394,68,38,762,372,5226,2636,5730,3948,3332,2672,2766,2620,398,108
C-07_Maharashtra,C0107,27,00,0000,State - MAHARASHTRA  27,Urban,Other main workers,12-13,23598,41738,22982,29048,480,390,1992,1670,7730,9770,6472,9196,3590,4774,2698,3232,20,16
C-07_Maharashtra,C0107,27,00,0000,State - MAHARASHTRA  27,Urban,Other main workers,14-15,86752,143794,84038,102916,3850,2650,8908,7270,27682,34306,22816,33244,12012,15950,8728,9426,42,70
C-07_Maharashtra,C0107,27,00,0000,State - MAHARASHTRA  27,Urban,Other main workers,16-17,166516,202696,162512,149380,18030,11312,27770,17760,60618,61008,32528,39234,14908,14508,8560,5434,98,124
C-07_Maharashtra,C0107,27,00,0000,State - MAHARASHTRA  27,Urban,Other main workers,18-19,547690,288216,536278,221436,77486,21010,93896,30644,185886,85492,109086,58062,47262,20284,22418,5788,244,156
C-07_Maharashtra,C0107,27,00,0000,State - MAHARASHTRA  27,Urban,Other main workers,20-21,1414284,260850,1387488,205660,185582,18694,243940,30484,468930,74376,310194,57088,123314,19582,54790,5316,738,120
C-07_Maharashtra,C0107,27,00,0000,State - MAHARASHTRA  27,Urban,Other main workers,22-23,1458652,168916,1442788,151102,242338,25904,276122,28620,497922,53654,294998,33200,100258,8418,30386,1212,764,94
C-07_Maharashtra,C0107,27,00,0000,State - MAHARASHTRA  27,Urban,Other main workers,24-25,1690636,146898,1671538,132832,260968,28946,301814,26592,558828,43974,384774,26258,124148,6002,40192,1032,814,28
C-07_Maharashtra,C0107,27,00,0000,State - MAHARASHTRA  27,Urban,Other main workers,26-27,1010766,71312,1003258,66716,229832,18298,200456,14400,318132,21140,197232,10822,46934,1780,10262,250,410,26
C-07_Maharashtra,C0107,27,00,0000,State - MAHARASHTRA  27,Urban,Other main workers,28-29,760414,37548,754294,34642,174908,9396,147680,7458,243312,11504,148546,5326,32106,776,7454,160,288,22
C-07_Maharashtra,C0107,27,00,0000,State - MAHARASHTRA  27,Urban,Other main workers,30-31,461904,19046,456070,16532,81176,3746,96176,3836,152242,5722,94746,2576,25030,540,6454,110,246,2
C-07_Maharashtra,C0107,27,00,0000,State - MAHARASHTRA  27,Urban,Other main workers,32-33,167684,7232,165780,6530,38330,1926,35248,1422,57118,2242,27910,818,5914,98,1168,24,92,0
C-07_Maharashtra,C0107,27,00,0000,State - MAHARASHTRA  27,Urban,Other main workers,34+,167186,8856,164324,7384,35564,2208,34722,1864,57192,2466,27774,704,7512,112,1438,18,122,12
C-07_Maharashtra,C0107,27,00,0000,State - MAHARASHTRA  27,Urban,Other main workers,Not stated,177274,40186,168966,27928,0,0,0,0,0,0,0,0,0,0,0,0,168966,27928
C-07_Maharashtra,C0107,27,00,0000,State - MAHARASHTRA  27,Urban,Manual,All ages,4648206,777730,4580588,585424,764566,55000,857940,75650,1533530,210782,909594,148354,295878,54666,113272,26782,105808,14190
C-07_Maharashtra,C0107,27,00,0000,State - MAHARASHTRA  27,Urban,Manual,Less than 10,41694,18338,40764,14196,14,12,104,48,6786,2484,17078,5098,9438,3628,7296,2900,48,26
C-07_Maharashtra,C0107,27,00,0000,State - MAHARASHTRA  27,Urban,Manual,10-11,13508,13534,13204,9972,56,34,552,326,3970,2228,4186,3216,2358,2048,1822,2030,260,90
C-07_Maharashtra,C0107,27,00,0000,State - MAHARASHTRA  27,Urban,Manual,12-13,17388,32980,16954,23384,370,370,1508,1508,5992,8174,4764,7286,2528,3638,1780,2398,12,10
C-07_Maharashtra,C0107,27,00,0000,State - MAHARASHTRA  27,Urban,Manual,14-15,64262,112436,62396,82014,3066,2400,7024,6292,21218,28434,16804,26090,8450,11716,5802,7018,32,64
C-07_Maharashtra,C0107,27,00,0000,State - MAHARASHTRA  27,Urban,Manual,16-17,121544,149708,118742,112058,14308,9966,21586,14562,45458,46804,22706,27680,9594,9288,5004,3654,86,104
C-07_Maharashtra,C0107,27,00,0000,State - MAHARASHTRA  27,Urban,Manual,18-19,392886,187018,385264,142824,60244,16234,71496,21048,136408,56022,74656,34732,29452,10788,12824,3872,184,128
C-07_Maharashtra,C0107,27,00,0000,State - MAHARASHTRA  27,Urban,Manual,20-21,956968,134128,939494,99370,136616,9194,174406,14602,324338,36134,199990,27010,72190,8764,31424,3576,530,90
C-07_Maharashtra,C0107,27,00,0000,State - MAHARASHTRA  27,Urban,Manual,22-23,895694,47110,885974,38600,160000,6500,178802,7446,313050,13940,167568,8038,50820,2046,15234,580,500,50
C-07_Maharashtra,C0107,27,00,0000,State - MAHARASHTRA  27,Urban,Manual,24-25,922642,33310,912240,26702,145816,4532,170878,4894,314972,9288,199048,5682,60588,1762,20472,534,466,10
C-07_Maharashtra,C0107,27,00,0000,State - MAHARASHTRA  27,Urban,Manual,26-27,453738,11786,450376,10178,107758,2700,94964,2196,145926,3290,79092,1560,18146,338,4304,86,186,8
C-07_Maharashtra,C0107,27,00,0000,State - MAHARASHTRA  27,Urban,Manual,28-29,317190,6948,314464,5956,73600,1624,63976,1202,102442,1876,57798,916,13424,258,3094,70,130,10
C-07_Maharashtra,C0107,27,00,0000,State - MAHARASHTRA  27,Urban,Manual,30-31,200292,4850,197442,3640,31798,606,42858,860,65720,1194,41286,646,12550,290,3116,44,114,0
C-07_Maharashtra,C0107,27,00,0000,State - MAHARASHTRA  27,Urban,Manual,32-33,67630,1430,66882,1158,15800,356,14468,260,22416,334,11178,160,2530,38,444,10,46,0
C-07_Maharashtra,C0107,27,00,0000,State - MAHARASHTRA  27,Urban,Manual,34+,74602,2532,73248,1774,15120,472,15318,406,24834,580,13440,240,3810,64,656,10,70,2
C-07_Maharashtra,C0107,27,00,0000,State - MAHARASHTRA  27,Urban,Manual,Not stated,108168,21622,103144,13598,0,0,0,0,0,0,0,0,0,0,0,0,103144,13598
C-07_Maharashtra,C0107,27,00,0000,State - MAHARASHTRA  27,Urban,Non-manual,All ages,3568832,703290,3521522,600024,584066,89530,611706,96790,1116154,200670,779074,139650,266036,46468,96968,12366,67518,14550
C-07_Maharashtra,C0107,27,00,0000,State - MAHARASHTRA  27,Urban,Non-manual,Less than 10,23264,8346,22748,6752,6,0,56,0,2080,678,8784,2430,6156,2010,5630,1626,36,8
C-07_Maharashtra,C0107,27,00,0000,State - MAHARASHTRA  27,Urban,Non-manual,10-11,5216,3514,5078,2422,12,4,210,46,1256,408,1544,732,974,624,944,590,138,18
C-07_Maharashtra,C0107,27,00,0000,State - MAHARASHTRA  27,Urban,Non-manual,12-13,6210,8758,6028,5664,110,20,484,162,1738,1596,1708,1910,1062,1136,918,834,8,6
C-07_Maharashtra,C0107,27,00,0000,State - MAHARASHTRA  27,Urban,Non-manual,14-15,22490,31358,21642,20902,784,250,1884,978,6464,5872,6012,7154,3562,4234,2926,2408,10,6
C-07_Maharashtra,C0107,27,00,0000,State - MAHARASHTRA  27,Urban,Non-manual,16-17,44972,52988,43770,37322,3722,1346,6184,3198,15160,14204,9822,11554,5314,5220,3556,1780,12,20
C-07_Maharashtra,C0107,27,00,0000,State - MAHARASHTRA  27,Urban,Non-manual,18-19,154804,101198,151014,78612,17242,4776,22400,9596,49478,29470,34430,23330,17810,9496,9594,1916,60,28
C-07_Maharashtra,C0107,27,00,0000,State - MAHARASHTRA  27,Urban,Non-manual,20-21,457316,126722,447994,106290,48966,9500,69534,15882,144592,38242,110204,30078,51124,10818,23366,1740,208,30
C-07_Maharashtra,C0107,27,00,0000,State - MAHARASHTRA  27,Urban,Non-manual,22-23,562958,121806,556814,112502,82338,19404,97320,21174,184872,39714,127430,25162,49438,6372,15152,632,264,44
C-07_Maharashtra,C0107,27,00,0000,State - MAHARASHTRA  27,Urban,Non-manual,24-25,767994,113588,759298,106130,115152,24414,130936,21698,243856,34686,185726,20576,63560,4240,19720,498,348,18
C-07_Maharashtra,C0107,27,00,0000,State - MAHARASHTRA  27,Urban,Non-manual,26-27,557028,59526,552882,56538,122074,15598,105492,12204,172206,17850,118140,9262,28788,1442,5958,164,224,18
C-07_Maharashtra,C0107,27,00,0000,State - MAHARASHTRA  27,Urban,Non-manual,28-29,443224,30600,439830,28686,101308,7772,83704,6256,140870,9628,90748,4410,18682,518,4360,90,158,12
C-07_Maharashtra,C0107,27,00,0000,State - MAHARASHTRA  27,Urban,Non-manual,30-31,261612,14196,258628,12892,49378,3140,53318,2976,86522,4528,53460,1930,12480,250,3338,66,132,2
C-07_Maharashtra,C0107,27,00,0000,State - MAHARASHTRA  27,Urban,Non-manual,32-33,100054,5802,98898,5372,22530,1570,20780,1162,34702,1908,16732,658,3384,60,724,14,46,0
C-07_Maharashtra,C0107,27,00,0000,State - MAHARASHTRA  27,Urban,Non-manual,34+,92584,6324,91076,5610,20444,1736,19404,1458,32358,1886,14334,464,3702,48,782,8,52,10
C-07_Maharashtra,C0107,27,00,0000,State - MAHARASHTRA  27,Urban,Non-manual,Not stated,69106,18564,65822,14330,0,0,0,0,0,0,0,0,0,0,0,0,65822,14330
C-07_Maharashtra,C0107,27,00,0000,State - MAHARASHTRA  27,Urban,Marginal workers,All ages,364006,341152,353972,280914,69458,28288,64713,38343,102875,99617,59320,65876,26564,26289,18689,16926,12353,5575
C-07_Maharashtra,C0107,27,00,0000,State - MAHARASHTRA  27,Urban,Marginal workers,Less than 10,3771,8440,3650,6916,1,3,11,16,673,1226,1617,2421,733,1746,611,1499,4,5
C-07_Maharashtra,C0107,27,00,0000,State - MAHARASHTRA  27,Urban,Marginal workers,10-11,1073,5339,1026,4169,6,12,84,122,359,939,270,1156,113,829,179,1097,15,14
C-07_Maharashtra,C0107,27,00,0000,State - MAHARASHTRA  27,Urban,Marginal workers,12-13,1447,12967,1361,9802,52,129,158,640,490,3239,313,2907,145,1513,202,1372,1,2
C-07_Maharashtra,C0107,27,00,0000,State - MAHARASHTRA  27,Urban,Marginal workers,14-15,5689,46561,5322,36821,329,963,620,2815,1731,12371,1239,10902,626,5348,775,4411,2,11
C-07_Maharashtra,C0107,27,00,0000,State - MAHARASHTRA  27,Urban,Marginal workers,16-17,10345,68033,9888,56216,1555,5141,1825,7635,3382,22687,1592,13068,735,4825,793,2835,6,25
C-07_Maharashtra,C0107,27,00,0000,State - MAHARASHTRA  27,Urban,Marginal workers,18-19,32371,89406,31200,75941,5983,9564,5853,12066,9997,29186,5085,16819,2208,5564,2056,2715,18,27
C-07_Maharashtra,C0107,27,00,0000,State - MAHARASHTRA  27,Urban,Marginal workers,20-21,79356,59610,76832,48943,13618,5090,14377,7757,23818,17463,13837,12078,5766,4257,5373,2279,43,19
C-07_Maharashtra,C0107,27,00,0000,State - MAHARASHTRA  27,Urban,Marginal workers,22-23,69189,20504,67845,18055,15189,3373,13836,3635,21333,6424,10458,3265,4198,999,2801,351,30,8
C-07_Maharashtra,C0107,27,00,0000,State - MAHARASHTRA  27,Urban,Marginal workers,24-25,69090,12733,67518,10809,12795,2121,12590,2047,20586,3524,12278,2038,5593,785,3645,289,31,5
C-07_Maharashtra,C0107,27,00,0000,State - MAHARASHTRA  27,Urban,Marginal workers,26-27,29722,4195,29282,3724,8861,989,6080,769,7517,1242,4139,533,1855,155,818,35,12,1
C-07_Maharashtra,C0107,27,00,0000,State - MAHARASHTRA  27,Urban,Marginal workers,28-29,21412,2310,21084,1987,5922,486,4138,417,5453,652,3168,290,1776,120,614,21,13,1
C-07_Maharashtra,C0107,27,00,0000,State - MAHARASHTRA  27,Urban,Marginal workers,30-31,15618,1508,15217,1148,2601,185,3031,237,4236,364,2932,231,1804,113,609,17,4,1
C-07_Maharashtra,C0107,27,00,0000,State - MAHARASHTRA  27,Urban,Marginal workers,32-33,5043,448,4944,367,1330,106,937,84,1341,112,840,49,400,15,93,1,3,0
C-07_Maharashtra,C0107,27,00,0000,State - MAHARASHTRA  27,Urban,Marginal workers,34+,6861,796,6637,561,1216,126,1173,103,1959,188,1552,119,612,20,120,4,5,1
C-07_Maharashtra,C0107,27,00,0000,State - MAHARASHTRA  27,Urban,Marginal workers,Not stated,13019,8302,12166,5455,0,0,0,0,0,0,0,0,0,0,0,0,12166,5455
C-07_Maharashtra,C0107,27,00,0000,State - MAHARASHTRA  27,Urban,Non-workers,All ages,1349128,8745019,1199738,7619535,78372,1185340,44436,1215907,73001,2158872,151438,1465136,334117,772721,437968,621252,80406,200307
C-07_Maharashtra,C0107,27,00,0000,State - MAHARASHTRA  27,Urban,Non-workers,Less than 10,12264,182497,10813,155346,18,87,50,370,1860,35917,2674,48349,677,31405,5480,39073,54,145
C-07_Maharashtra,C0107,27,00,0000,State - MAHARASHTRA  27,Urban,Non-workers,10-11,4012,98632,3187,74502,65,342,184,2506,436,16778,230,17664,232,13305,1969,23559,71,348
C-07_Maharashtra,C0107,27,00,0000,State - MAHARASHTRA  27,Urban,Non-workers,12-13,5350,238304,4033,179262,134,2066,237,13241,362,53597,261,43812,317,28538,2711,37920,11,88
C-07_Maharashtra,C0107,27,00,0000,State - MAHARASHTRA  27,Urban,Non-workers,14-15,20845,892614,15211,701558,677,23512,785,68455,1129,208471,914,171228,1410,105030,10257,124552,39,310
C-07_Maharashtra,C0107,27,00,0000,State - MAHARASHTRA  27,Urban,Non-workers,16-17,29667,1436712,22923,1235880,2589,155480,1694,197765,2193,400898,1618,249490,2416,126986,12373,104716,40,545
C-07_Maharashtra,C0107,27,00,0000,State - MAHARASHTRA  27,Urban,Non-workers,18-19,83608,2236347,67958,2025364,8026,372141,4398,362318,5422,612798,5292,378153,8783,176760,35949,122375,88,819
C-07_Maharashtra,C0107,27,00,0000,State - MAHARASHTRA  27,Urban,Non-workers,20-21,211753,1721412,176426,1536341,14325,256632,8779,280041,11489,437518,14751,302942,29375,152240,97479,106383,228,585
C-07_Maharashtra,C0107,27,00,0000,State - MAHARASHTRA  27,Urban,Non-workers,22-23,175908,809808,159019,759994,14859,186854,7629,150858,10848,201400,17774,127647,38988,61521,68807,31438,114,276
C-07_Maharashtra,C0107,27,00,0000,State - MAHARASHTRA  27,Urban,Non-workers,24-25,250654,480866,228346,440598,14505,106808,7973,82800,11962,113414,25344,73946,70378,42821,97975,20684,209,125
C-07_Maharashtra,C0107,27,00,0000,State - MAHARASHTRA  27,Urban,Non-workers,26-27,131421,170610,124268,159554,9961,45890,4156,29375,6669,39379,16964,24682,49203,15151,37248,5027,67,50
C-07_Maharashtra,C0107,27,00,0000,State - MAHARASHTRA  27,Urban,Non-workers,28-29,120598,87719,114224,79641,6954,20470,3181,14468,5930,19798,16440,12763,52289,9302,29378,2812,52,28
C-07_Maharashtra,C0107,27,00,0000,State - MAHARASHTRA  27,Urban,Non-workers,30-31,103461,48798,96436,40182,2987,6939,2491,7883,4960,10002,16872,7462,44373,5981,24659,1897,94,18
C-07_Maharashtra,C0107,27,00,0000,State - MAHARASHTRA  27,Urban,Non-workers,32-33,39810,16763,37763,14581,1422,3606,1004,2615,2586,3564,10266,2582,16213,1825,6246,381,26,8
C-07_Maharashtra,C0107,27,00,0000,State - MAHARASHTRA  27,Urban,Non-workers,34+,63963,27700,59940,19803,1850,4513,1875,3212,7155,5338,22038,4416,19463,1856,7437,435,122,33
C-07_Maharashtra,C0107,27,00,0000,State - MAHARASHTRA  27,Urban,Non-workers,Not stated,95814,296237,79191,196929,0,0,0,0,0,0,0,0,0,0,0,0,79191,196929
C-07_Manipur,C0107,14,00,0000,State - MANIPUR  14,Total,Total Main workers,All ages,350017,179531,340458,155833,44549,16997,54285,21285,95998,43578,76137,38845,36339,17916,17677,8438,15473,8774
C-07_Manipur,C0107,14,00,0000,State - MANIPUR  14,Total,Total Main workers,Less than 10,2094,1168,1986,1019,0,0,0,1,165,180,700,340,557,281,562,215,2,2
C-07_Manipur,C0107,14,00,0000,State - MANIPUR  14,Total,Total Main workers,10-11,307,288,297,253,1,1,2,10,48,107,140,66,49,41,57,25,0,3
C-07_Manipur,C0107,14,00,0000,State - MANIPUR  14,Total,Total Main workers,12-13,450,1015,438,848,4,6,18,50,126,256,157,249,88,140,45,145,0,2
C-07_Manipur,C0107,14,00,0000,State - MANIPUR  14,Total,Total Main workers,14-15,1595,7985,1507,6782,44,233,117,566,548,1814,420,1968,218,1265,156,927,4,9
C-07_Manipur,C0107,14,00,0000,State - MANIPUR  14,Total,Total Main workers,16-17,5944,18777,5703,16418,537,1287,662,1906,2005,4962,1348,4661,638,2354,507,1224,6,24
C-07_Manipur,C0107,14,00,0000,State - MANIPUR  14,Total,Total Main workers,18-19,23757,34248,22977,30088,2322,2740,3287,4027,7645,8887,5561,8665,2581,3903,1553,1828,28,38
C-07_Manipur,C0107,14,00,0000,State - MANIPUR  14,Total,Total Main workers,20-21,55902,35383,54034,30231,4844,2739,7955,4113,16588,8919,13778,8570,6652,3952,4100,1882,117,56
C-07_Manipur,C0107,14,00,0000,State - MANIPUR  14,Total,Total Main workers,22-23,49643,21579,48533,19115,6102,2441,7948,2987,15020,5828,11529,5174,5376,1942,2445,715,113,28
C-07_Manipur,C0107,14,00,0000,State - MANIPUR  14,Total,Total Main workers,24-25,60670,18522,59100,16096,7307,2070,9115,2467,17300,4905,14429,4126,7258,1792,3578,720,113,16
C-07_Manipur,C0107,14,00,0000,State - MANIPUR  14,Total,Total Main workers,26-27,36529,10289,35826,9198,6182,1723,6457,1541,10463,2799,7956,2090,3481,779,1245,258,42,8
C-07_Manipur,C0107,14,00,0000,State - MANIPUR  14,Total,Total Main workers,28-29,29571,7920,29003,7001,4921,1327,5596,1358,8154,2085,6398,1381,2826,617,1032,223,76,10
C-07_Manipur,C0107,14,00,0000,State - MANIPUR  14,Total,Total Main workers,30-31,29011,5648,28200,4677,3744,777,5249,1027,7642,1445,6642,801,3365,452,1512,164,46,11
C-07_Manipur,C0107,14,00,0000,State - MANIPUR  14,Total,Total Main workers,32-33,13464,2685,13188,2360,2747,650,2858,529,3704,653,2566,321,1005,151,276,50,32,6
C-07_Manipur,C0107,14,00,0000,State - MANIPUR  14,Total,Total Main workers,34+,25491,3769,24835,3199,5794,1003,5021,703,6590,738,4513,433,2245,247,609,62,63,13
C-07_Manipur,C0107,14,00,0000,State - MANIPUR  14,Total,Total Main workers,Not stated,15589,10255,14831,8548,0,0,0,0,0,0,0,0,0,0,0,0,14831,8548
C-07_Manipur,C0107,14,00,0000,State - MANIPUR  14,Total,Cultivators,All ages,135667,87741,131172,79364,15332,8258,18817,10699,34162,21418,30372,19488,16314,9719,9434,4750,6741,5032
C-07_Manipur,C0107,14,00,0000,State - MANIPUR  14,Total,Cultivators,Less than 10,898,645,842,591,0,0,0,0,56,100,325,209,244,144,215,136,2,2
C-07_Manipur,C0107,14,00,0000,State - MANIPUR  14,Total,Cultivators,10-11,121,152,116,138,1,1,2,2,18,59,54,40,17,19,24,16,0,1
C-07_Manipur,C0107,14,00,0000,State - MANIPUR  14,Total,Cultivators,12-13,156,439,149,403,2,6,3,29,34,142,52,105,32,65,26,54,0,2
C-07_Manipur,C0107,14,00,0000,State - MANIPUR  14,Total,Cultivators,14-15,617,3573,584,3272,16,136,48,306,184,957,150,931,100,549,84,386,2,7
C-07_Manipur,C0107,14,00,0000,State - MANIPUR  14,Total,Cultivators,16-17,2377,9372,2250,8668,214,803,278,1080,710,2796,577,2269,235,1138,231,566,5,16
C-07_Manipur,C0107,14,00,0000,State - MANIPUR  14,Total,Cultivators,18-19,9919,18067,9537,16751,986,1685,1351,2379,2818,5094,2394,4510,1127,2053,850,1007,11,23
C-07_Manipur,C0107,14,00,0000,State - MANIPUR  14,Total,Cultivators,20-21,24272,18878,23401,16877,1983,1552,3375,2492,6746,4965,6022,4562,3003,2166,2225,1105,47,35
C-07_Manipur,C0107,14,00,0000,State - MANIPUR  14,Total,Cultivators,22-23,20313,10389,19768,9559,2482,1249,3105,1576,5811,2697,4853,2500,2225,1067,1254,448,38,22
C-07_Manipur,C0107,14,00,0000,State - MANIPUR  14,Total,Cultivators,24-25,24528,8674,23777,7739,2726,1034,3400,1175,6641,2121,5873,1901,3115,1016,1986,480,36,12
C-07_Manipur,C0107,14,00,0000,State - MANIPUR  14,Total,Cultivators,26-27,13075,4380,12745,3991,2123,757,1974,583,3627,996,2813,927,1534,522,652,200,22,6
C-07_Manipur,C0107,14,00,0000,State - MANIPUR  14,Total,Cultivators,28-29,10099,3090,9856,2750,1563,451,1663,459,2523,663,2185,646,1332,368,569,160,21,3
C-07_Manipur,C0107,14,00,0000,State - MANIPUR  14,Total,Cultivators,30-31,10290,2130,9910,1752,1044,202,1668,299,2355,420,2320,407,1678,307,829,113,16,4
C-07_Manipur,C0107,14,00,0000,State - MANIPUR  14,Total,Cultivators,32-33,3951,818,3843,721,686,133,726,137,916,134,865,176,479,110,163,27,8,4
C-07_Manipur,C0107,14,00,0000,State - MANIPUR  14,Total,Cultivators,34+,8168,1508,7874,1261,1506,249,1224,182,1723,274,1889,305,1193,195,326,52,13,4
C-07_Manipur,C0107,14,00,0000,State - MANIPUR  14,Total,Cultivators,Not stated,6883,5626,6520,4891,0,0,0,0,0,0,0,0,0,0,0,0,6520,4891
C-07_Manipur,C0107,14,00,0000,State - MANIPUR  14,Total,Agricultural labourers,All ages,19524,13783,18683,11761,2791,1378,3275,1758,5174,3387,3965,2879,1863,1314,962,598,653,447
C-07_Manipur,C0107,14,00,0000,State - MANIPUR  14,Total,Agricultural labourers,Less than 10,116,104,108,89,0,0,0,1,13,24,33,31,31,17,31,16,0,0
C-07_Manipur,C0107,14,00,0000,State - MANIPUR  14,Total,Agricultural labourers,10-11,16,27,15,26,0,0,0,3,5,11,6,5,2,7,2,0,0,0
C-07_Manipur,C0107,14,00,0000,State - MANIPUR  14,Total,Agricultural labourers,12-13,16,110,15,87,0,0,0,9,6,26,5,23,3,18,1,11,0,0
C-07_Manipur,C0107,14,00,0000,State - MANIPUR  14,Total,Agricultural labourers,14-15,97,874,83,747,5,38,8,79,24,218,27,217,10,105,9,90,0,0
C-07_Manipur,C0107,14,00,0000,State - MANIPUR  14,Total,Agricultural labourers,16-17,447,1875,420,1640,58,149,64,226,133,493,85,468,41,198,38,105,1,1
C-07_Manipur,C0107,14,00,0000,State - MANIPUR  14,Total,Agricultural labourers,18-19,1753,3145,1668,2732,238,296,293,445,502,811,378,716,146,327,108,131,3,6
C-07_Manipur,C0107,14,00,0000,State - MANIPUR  14,Total,Agricultural labourers,20-21,3787,2959,3589,2487,425,290,628,395,1031,737,884,630,370,301,244,133,7,1
C-07_Manipur,C0107,14,00,0000,State - MANIPUR  14,Total,Agricultural labourers,22-23,3173,1560,3073,1353,476,196,585,217,910,430,677,338,285,125,132,47,8,0
C-07_Manipur,C0107,14,00,0000,State - MANIPUR  14,Total,Agricultural labourers,24-25,3409,1180,3269,990,451,147,521,163,951,304,752,234,394,106,191,36,9,0
