source_file,Table | Name,State | Code,Distt. | Code,Tehsil | Code,Area Name,Total/ | Rural/ | Urban/,Age-group | 1,Total | Persons | 2,Males | 3,Females | 4,Illiterate | Persons | 5,Males | 6,Females | 7,Literate | Persons | 8,Males | 9,Females | 10,Educational level | Literate without | educational level | Persons | 11,Males | 12,Females | 13,Below | primary | Persons | 14,Males | 15,Females | 16,Primary | Persons | 17,Males | 18,Females | 19,Middle | Persons | 20,Males | 21,Females | 22,Matric/Secondary | Persons | 23,Males | 24,Females | 25,Higher secondary/Intermediate | Pre-University/Senior secondary | Persons | 26,Males | 27,Females | 28,Non-technical diploma or | certificate not equal to degree | Persons | 29,Males | 30,Females | 31,Technical diploma or certificate | not equal to degree | Persons | 32,Males | 33,Females | 34,Graduate & above | Persons | 35,Males | 36,Females | 37,Unclassified | Persons | 38,Males | 39,Females | 40
C-08_(ST)_Andaman_and_Nicobar_Islands,C2708ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,All ages,29469,15127,14342,12350,5436,6914,17119,9691,7428,196,129,67,3491,1959,1532,6208,3573,2635,4436,2498,1938,1935,1046,889,602,338,264,2,1,1,63,24,39,186,123,63,0,0,0
C-08_(ST)_Andaman_and_Nicobar_Islands,C2708ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,0-6,3836,1961,1875,3836,1961,1875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_(ST)_Andaman_and_Nicobar_Islands,C2708ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,7,464,257,207,214,116,98,250,141,109,0,0,0,250,141,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_(ST)_Andaman_and_Nicobar_Islands,C2708ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,8,578,310,268,180,94,86,398,216,182,1,0,1,397,216,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_(ST)_Andaman_and_Nicobar_Islands,C2708ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,9,531,282,249,124,63,61,407,219,188,1,1,0,370,204,166,36,14,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_(ST)_Andaman_and_Nicobar_Islands,C2708ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,10,771,410,361,166,89,77,605,321,284,5,3,2,419,228,191,181,90,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_(ST)_Andaman_and_Nicobar_Islands,C2708ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,11,502,261,241,64,30,34,438,231,207,0,0,0,202,114,88,236,117,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_(ST)_Andaman_and_Nicobar_Islands,C2708ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,12,758,394,364,94,45,49,664,349,315,0,0,0,203,117,86,423,213,210,38,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_(ST)_Andaman_and_Nicobar_Islands,C2708ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,13,583,291,292,61,27,34,522,264,258,0,0,0,96,51,45,346,178,168,80,35,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_(ST)_Andaman_and_Nicobar_Islands,C2708ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,14,576,305,271,37,12,25,539,293,246,1,1,0,73,44,29,276,150,126,189,98,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_(ST)_Andaman_and_Nicobar_Islands,C2708ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,15,668,350,318,84,41,43,584,309,275,0,0,0,64,40,24,253,140,113,220,105,115,47,24,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_(ST)_Andaman_and_Nicobar_Islands,C2708ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,16,621,318,303,59,31,28,562,287,275,0,0,0,38,24,14,209,120,89,236,110,126,79,33,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_(ST)_Andaman_and_Nicobar_Islands,C2708ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,17,457,238,219,44,20,24,413,218,195,1,1,0,24,17,7,128,85,43,171,83,88,89,32,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_(ST)_Andaman_and_Nicobar_Islands,C2708ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,18,708,349,359,91,38,53,617,311,306,0,0,0,51,28,23,178,97,81,245,126,119,120,50,70,23,10,13,0,0,0,0,0,0,0,0,0,0,0,0
C-08_(ST)_Andaman_and_Nicobar_Islands,C2708ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,19,541,273,268,83,32,51,458,241,217,1,0,1,29,19,10,142,78,64,165,94,71,89,35,54,31,15,16,0,0,0,1,0,1,0,0,0,0,0,0
C-08_(ST)_Andaman_and_Nicobar_Islands,C2708ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,20-24,2689,1341,1348,398,161,237,2291,1180,1111,15,9,6,164,84,80,631,337,294,793,429,364,440,208,232,188,91,97,1,0,1,14,3,11,45,19,26,0,0,0
C-08_(ST)_Andaman_and_Nicobar_Islands,C2708ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,25-29,2774,1322,1452,615,197,418,2159,1125,1034,19,9,10,158,81,77,673,367,306,736,373,363,367,189,178,148,73,75,0,0,0,11,3,8,47,30,17,0,0,0
C-08_(ST)_Andaman_and_Nicobar_Islands,C2708ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,30-34,2297,1155,1142,664,228,436,1633,927,706,31,17,14,161,75,86,534,306,228,506,299,207,257,141,116,93,60,33,0,0,0,12,3,9,39,26,13,0,0,0
C-08_(ST)_Andaman_and_Nicobar_Islands,C2708ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,35-39,2524,1262,1262,911,318,593,1613,944,669,38,24,14,213,116,97,607,332,275,436,250,186,213,147,66,76,54,22,1,1,0,9,5,4,20,15,5,0,0,0
C-08_(ST)_Andaman_and_Nicobar_Islands,C2708ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,40-44,1826,943,883,838,298,540,988,645,343,20,16,4,153,78,75,426,277,149,243,170,73,99,68,31,22,16,6,0,0,0,9,5,4,16,15,1,0,0,0
C-08_(ST)_Andaman_and_Nicobar_Islands,C2708ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,45-49,1787,1020,767,924,397,527,863,623,240,21,16,5,145,91,54,399,270,129,205,167,38,65,55,10,14,12,2,0,0,0,6,5,1,8,7,1,0,0,0
C-08_(ST)_Andaman_and_Nicobar_Islands,C2708ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,50-54,980,519,461,593,247,346,387,272,115,5,5,0,70,43,27,204,140,64,64,44,20,38,34,4,2,2,0,0,0,0,0,0,0,4,4,0,0,0,0
C-08_(ST)_Andaman_and_Nicobar_Islands,C2708ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,55-59,861,469,392,588,255,333,273,214,59,10,7,3,74,51,23,125,97,28,46,41,5,14,14,0,3,3,0,0,0,0,0,0,0,1,1,0,0,0,0
C-08_(ST)_Andaman_and_Nicobar_Islands,C2708ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,60-64,792,392,400,601,244,357,191,148,43,5,4,1,52,34,18,87,69,18,32,26,6,12,12,0,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0
C-08_(ST)_Andaman_and_Nicobar_Islands,C2708ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,65-69,639,327,312,502,217,285,137,110,27,7,6,1,42,30,12,66,55,11,17,15,2,1,1,0,1,1,0,0,0,0,1,0,1,2,2,0,0,0,0
C-08_(ST)_Andaman_and_Nicobar_Islands,C2708ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,70-74,335,171,164,284,126,158,51,45,6,4,3,1,17,14,3,24,22,2,4,4,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
C-08_(ST)_Andaman_and_Nicobar_Islands,C2708ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,75-79,199,116,83,172,94,78,27,22,5,2,1,1,6,4,2,15,13,2,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
C-08_(ST)_Andaman_and_Nicobar_Islands,C2708ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,80+,125,61,64,103,44,59,22,17,5,3,2,1,8,6,2,6,5,1,3,3,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_(ST)_Andaman_and_Nicobar_Islands,C2708ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Age not stated,47,30,17,20,11,9,27,19,8,6,4,2,12,9,3,3,1,2,5,5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_(ST)_Andaman_and_Nicobar_Islands,C2708ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Rural,All ages,28456,14563,13893,12172,5358,6814,16284,9205,7079,191,128,63,3401,1909,1492,6056,3492,2564,4184,2336,1848,1758,941,817,509,282,227,2,1,1,52,23,29,131,93,38,0,0,0
C-08_(ST)_Andaman_and_Nicobar_Islands,C2708ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Rural,0-6,3714,1898,1816,3714,1898,1816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_(ST)_Andaman_and_Nicobar_Islands,C2708ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Rural,7,454,249,205,213,116,97,241,133,108,0,0,0,241,133,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_(ST)_Andaman_and_Nicobar_Islands,C2708ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Rural,8,553,297,256,178,93,85,375,204,171,1,0,1,374,204,170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_(ST)_Andaman_and_Nicobar_Islands,C2708ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Rural,9,515,273,242,123,63,60,392,210,182,1,1,0,356,195,161,35,14,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_(ST)_Andaman_and_Nicobar_Islands,C2708ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Rural,10,754,402,352,166,89,77,588,313,275,5,3,2,403,220,183,180,90,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_(ST)_Andaman_and_Nicobar_Islands,C2708ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Rural,11,488,253,235,64,30,34,424,223,201,0,0,0,196,111,85,228,112,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_(ST)_Andaman_and_Nicobar_Islands,C2708ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Rural,12,731,381,350,94,45,49,637,336,301,0,0,0,196,114,82,403,203,200,38,19,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_(ST)_Andaman_and_Nicobar_Islands,C2708ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Rural,13,569,284,285,61,27,34,508,257,251,0,0,0,95,50,45,337,173,164,76,34,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_(ST)_Andaman_and_Nicobar_Islands,C2708ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Rural,14,564,303,261,37,12,25,527,291,236,1,1,0,73,44,29,271,149,122,182,97,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_(ST)_Andaman_and_Nicobar_Islands,C2708ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Rural,15,649,343,306,83,40,43,566,303,263,0,0,0,64,40,24,247,138,109,211,104,107,44,21,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_(ST)_Andaman_and_Nicobar_Islands,C2708ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Rural,16,602,307,295,59,31,28,543,276,267,0,0,0,38,24,14,205,117,88,224,103,121,76,32,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_(ST)_Andaman_and_Nicobar_Islands,C2708ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Rural,17,434,227,207,44,20,24,390,207,183,1,1,0,23,16,7,121,78,43,161,80,81,84,32,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_(ST)_Andaman_and_Nicobar_Islands,C2708ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Rural,18,683,339,344,90,38,52,593,301,292,0,0,0,51,28,23,175,95,80,238,122,116,111,47,64,18,9,9,0,0,0,0,0,0,0,0,0,0,0,0
C-08_(ST)_Andaman_and_Nicobar_Islands,C2708ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Rural,19,518,263,255,83,32,51,435,231,204,1,0,1,29,19,10,140,78,62,159,91,68,83,31,52,23,12,11,0,0,0,0,0,0,0,0,0,0,0,0
C-08_(ST)_Andaman_and_Nicobar_Islands,C2708ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Rural,20-24,2505,1237,1268,396,161,235,2109,1076,1033,15,9,6,163,83,80,616,326,290,746,397,349,398,184,214,148,68,80,1,0,1,6,3,3,16,6,10,0,0,0
C-08_(ST)_Andaman_and_Nicobar_Islands,C2708ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Rural,25-29,2615,1229,1386,607,196,411,2008,1033,975,18,9,9,156,80,76,660,364,296,686,337,349,323,163,160,125,58,67,0,0,0,10,3,7,30,19,11,0,0,0
C-08_(ST)_Andaman_and_Nicobar_Islands,C2708ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Rural,30-34,2214,1101,1113,657,226,431,1557,875,682,30,17,13,161,75,86,522,301,221,469,269,200,239,130,109,85,54,31,0,0,0,12,3,9,39,26,13,0,0,0
C-08_(ST)_Andaman_and_Nicobar_Islands,C2708ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Rural,35-39,2431,1216,1215,898,315,583,1533,901,632,37,24,13,211,116,95,591,327,264,406,231,175,192,135,57,69,48,21,1,1,0,8,4,4,18,15,3,0,0,0
C-08_(ST)_Andaman_and_Nicobar_Islands,C2708ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Rural,40-44,1776,906,870,832,296,536,944,610,334,20,16,4,151,77,74,416,270,146,228,158,70,85,56,29,21,15,6,0,0,0,9,5,4,14,13,1,0,0,0
C-08_(ST)_Andaman_and_Nicobar_Islands,C2708ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Rural,45-49,1738,991,747,920,396,524,818,595,223,21,16,5,141,91,50,382,258,124,194,161,33,57,49,8,13,11,2,0,0,0,6,5,1,4,4,0,0,0,0
C-08_(ST)_Andaman_and_Nicobar_Islands,C2708ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Rural,50-54,968,511,457,588,245,343,380,266,114,5,5,0,69,42,27,202,138,64,63,43,20,35,32,3,2,2,0,0,0,0,0,0,0,4,4,0,0,0,0
C-08_(ST)_Andaman_and_Nicobar_Islands,C2708ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Rural,55-59,855,464,391,586,254,332,269,210,59,10,7,3,74,51,23,124,96,28,44,39,5,14,14,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_(ST)_Andaman_and_Nicobar_Islands,C2708ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Rural,60-64,788,389,399,599,243,356,189,146,43,5,4,1,52,34,18,87,69,18,31,25,6,11,11,0,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0
C-08_(ST)_Andaman_and_Nicobar_Islands,C2708ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Rural,65-69,638,327,311,501,217,284,137,110,27,7,6,1,42,30,12,66,55,11,17,15,2,1,1,0,1,1,0,0,0,0,1,0,1,2,2,0,0,0,0
C-08_(ST)_Andaman_and_Nicobar_Islands,C2708ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Rural,70-74,335,171,164,284,126,158,51,45,6,4,3,1,17,14,3,24,22,2,4,4,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
C-08_(ST)_Andaman_and_Nicobar_Islands,C2708ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Rural,75-79,199,116,83,172,94,78,27,22,5,2,1,1,6,4,2,15,13,2,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
C-08_(ST)_Andaman_and_Nicobar_Islands,C2708ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Rural,80+,125,61,64,103,44,59,22,17,5,3,2,1,8,6,2,6,5,1,3,3,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_(ST)_Andaman_and_Nicobar_Islands,C2708ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Rural,Age not stated,41,25,16,20,11,9,21,14,7,4,3,1,11,8,3,3,1,2,2,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_(ST)_Andaman_and_Nicobar_Islands,C2708ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Urban,All ages,1013,564,449,178,78,100,835,486,349,5,1,4,90,50,40,152,81,71,252,162,90,177,105,72,93,56,37,0,0,0,11,1,10,55,30,25,0,0,0
C-08_(ST)_Andaman_and_Nicobar_Islands,C2708ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Urban,0-6,122,63,59,122,63,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_(ST)_Andaman_and_Nicobar_Islands,C2708ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Urban,7,10,8,2,1,0,1,9,8,1,0,0,0,9,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_(ST)_Andaman_and_Nicobar_Islands,C2708ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Urban,8,25,13,12,2,1,1,23,12,11,0,0,0,23,12,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_(ST)_Andaman_and_Nicobar_Islands,C2708ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Urban,9,16,9,7,1,0,1,15,9,6,0,0,0,14,9,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_(ST)_Andaman_and_Nicobar_Islands,C2708ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Urban,10,17,8,9,0,0,0,17,8,9,0,0,0,16,8,8,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_(ST)_Andaman_and_Nicobar_Islands,C2708ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Urban,11,14,8,6,0,0,0,14,8,6,0,0,0,6,3,3,8,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_(ST)_Andaman_and_Nicobar_Islands,C2708ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Urban,12,27,13,14,0,0,0,27,13,14,0,0,0,7,3,4,20,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_(ST)_Andaman_and_Nicobar_Islands,C2708ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Urban,13,14,7,7,0,0,0,14,7,7,0,0,0,1,1,0,9,5,4,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_(ST)_Andaman_and_Nicobar_Islands,C2708ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Urban,14,12,2,10,0,0,0,12,2,10,0,0,0,0,0,0,5,1,4,7,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_(ST)_Andaman_and_Nicobar_Islands,C2708ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Urban,15,19,7,12,1,1,0,18,6,12,0,0,0,0,0,0,6,2,4,9,1,8,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_(ST)_Andaman_and_Nicobar_Islands,C2708ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Urban,16,19,11,8,0,0,0,19,11,8,0,0,0,0,0,0,4,3,1,12,7,5,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_(ST)_Andaman_and_Nicobar_Islands,C2708ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Urban,17,23,11,12,0,0,0,23,11,12,0,0,0,1,1,0,7,7,0,10,3,7,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_(ST)_Andaman_and_Nicobar_Islands,C2708ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Urban,18,25,10,15,1,0,1,24,10,14,0,0,0,0,0,0,3,2,1,7,4,3,9,3,6,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0
C-08_(ST)_Andaman_and_Nicobar_Islands,C2708ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Urban,19,23,10,13,0,0,0,23,10,13,0,0,0,0,0,0,2,0,2,6,3,3,6,4,2,8,3,5,0,0,0,1,0,1,0,0,0,0,0,0
C-08_(ST)_Andaman_and_Nicobar_Islands,C2708ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Urban,20-24,184,104,80,2,0,2,182,104,78,0,0,0,1,1,0,15,11,4,47,32,15,42,24,18,40,23,17,0,0,0,8,0,8,29,13,16,0,0,0
C-08_(ST)_Andaman_and_Nicobar_Islands,C2708ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Urban,25-29,159,93,66,8,1,7,151,92,59,1,0,1,2,1,1,13,3,10,50,36,14,44,26,18,23,15,8,0,0,0,1,0,1,17,11,6,0,0,0
C-08_(ST)_Andaman_and_Nicobar_Islands,C2708ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Urban,30-34,83,54,29,7,2,5,76,52,24,1,0,1,0,0,0,12,5,7,37,30,7,18,11,7,8,6,2,0,0,0,0,0,0,0,0,0,0,0,0
C-08_(ST)_Andaman_and_Nicobar_Islands,C2708ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Urban,35-39,93,46,47,13,3,10,80,43,37,1,0,1,2,0,2,16,5,11,30,19,11,21,12,9,7,6,1,0,0,0,1,1,0,2,0,2,0,0,0
C-08_(ST)_Andaman_and_Nicobar_Islands,C2708ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Urban,40-44,50,37,13,6,2,4,44,35,9,0,0,0,2,1,1,10,7,3,15,12,3,14,12,2,1,1,0,0,0,0,0,0,0,2,2,0,0,0,0
C-08_(ST)_Andaman_and_Nicobar_Islands,C2708ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Urban,45-49,49,29,20,4,1,3,45,28,17,0,0,0,4,0,4,17,12,5,11,6,5,8,6,2,1,1,0,0,0,0,0,0,0,4,3,1,0,0,0
C-08_(ST)_Andaman_and_Nicobar_Islands,C2708ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Urban,50-54,12,8,4,5,2,3,7,6,1,0,0,0,1,1,0,2,2,0,1,1,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_(ST)_Andaman_and_Nicobar_Islands,C2708ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Urban,55-59,6,5,1,2,1,1,4,4,0,0,0,0,0,0,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
C-08_(ST)_Andaman_and_Nicobar_Islands,C2708ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Urban,60-64,4,3,1,2,1,1,2,2,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_(ST)_Andaman_and_Nicobar_Islands,C2708ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Urban,65-69,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_(ST)_Andaman_and_Nicobar_Islands,C2708ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Urban,70-74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_(ST)_Andaman_and_Nicobar_Islands,C2708ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Urban,75-79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_(ST)_Andaman_and_Nicobar_Islands,C2708ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Urban,80+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_(ST)_Andaman_and_Nicobar_Islands,C2708ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Urban,Age not stated,6,5,1,0,0,0,6,5,1,2,1,1,1,1,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_(ST)_Andhra_Pradesh,C2708ST,28,00,0000,State - ANDHRA PRADESH  28,Total,All ages,5024104,2548295,2475809,3482827,1542348,1940479,1541277,1005947,535330,97560,57799,39761,647714,382343,265371,437053,292475,144578,131547,94867,36680,127617,96237,31380,61813,49140,12673,697,599,98,9156,8429,727,27991,23992,3999,129,66,63
C-08_(ST)_Andhra_Pradesh,C2708ST,28,00,0000,State - ANDHRA PRADESH  28,Total,0-6,862844,437649,425195,862844,437649,425195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_(ST)_Andhra_Pradesh,C2708ST,28,00,0000,State - ANDHRA PRADESH  28,Total,7,146183,74768,71415,59506,27413,32093,86677,47355,39322,1217,618,599,85459,46737,38722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
