source_file,Table | Name,State | Code,Distt. | Code,Tehsil | Code,Area Name,Total/ | Rural/ | Urban/,Age-group | 1,Total | Persons | 2,Males | 3,Females | 4,Illiterate | Persons | 5,Males | 6,Females | 7,Literate | Persons | 8,Males | 9,Females | 10,Educational level | Literate without | educational level | Persons | 11,Males | 12,Females | 13,Below | primary | Persons | 14,Males | 15,Females | 16,Primary | Persons | 17,Males | 18,Females | 19,Middle | Persons | 20,Males | 21,Females | 22,Matric/Secondary | Persons | 23,Males | 24,Females | 25,Higher secondary/Intermediate | Pre-University/Senior secondary | Persons | 26,Males | 27,Females | 28,Non-technical diploma or | certificate not equal to degree | Persons | 29,Males | 30,Females | 31,Technical diploma or certificate | not equal to degree | Persons | 32,Males | 33,Females | 34,Graduate & above | Persons | 35,Males | 36,Females | 37,Unclassified | Persons | 38,Males | 39,Females | 40
C-08_(ST)_Daman_&_Diu,C2708ST,25,00,0000,State - DAMAN & DIU  25,Urban,7,64,36,28,9,7,2,55,29,26,0,0,0,55,29,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_(ST)_Daman_&_Diu,C2708ST,25,00,0000,State - DAMAN & DIU  25,Urban,8,76,43,33,7,3,4,69,40,29,0,0,0,69,40,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_(ST)_Daman_&_Diu,C2708ST,25,00,0000,State - DAMAN & DIU  25,Urban,9,45,26,19,3,1,2,42,25,17,0,0,0,38,22,16,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_(ST)_Daman_&_Diu,C2708ST,25,00,0000,State - DAMAN & DIU  25,Urban,10,82,49,33,8,5,3,74,44,30,0,0,0,57,37,20,17,7,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_(ST)_Daman_&_Diu,C2708ST,25,00,0000,State - DAMAN & DIU  25,Urban,11,52,31,21,2,1,1,50,30,20,0,0,0,20,14,6,30,16,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_(ST)_Daman_&_Diu,C2708ST,25,00,0000,State - DAMAN & DIU  25,Urban,12,69,38,31,5,2,3,64,36,28,0,0,0,13,6,7,46,28,18,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_(ST)_Daman_&_Diu,C2708ST,25,00,0000,State - DAMAN & DIU  25,Urban,13,44,20,24,4,2,2,40,18,22,0,0,0,9,3,6,26,13,13,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_(ST)_Daman_&_Diu,C2708ST,25,00,0000,State - DAMAN & DIU  25,Urban,14,68,37,31,6,4,2,62,33,29,0,0,0,9,3,6,32,19,13,21,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_(ST)_Daman_&_Diu,C2708ST,25,00,0000,State - DAMAN & DIU  25,Urban,15,59,26,33,5,1,4,54,25,29,0,0,0,12,8,4,16,9,7,22,7,15,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_(ST)_Daman_&_Diu,C2708ST,25,00,0000,State - DAMAN & DIU  25,Urban,16,71,28,43,14,3,11,57,25,32,0,0,0,8,2,6,10,6,4,24,11,13,15,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_(ST)_Daman_&_Diu,C2708ST,25,00,0000,State - DAMAN & DIU  25,Urban,17,61,39,22,12,6,6,49,33,16,0,0,0,7,4,3,12,8,4,19,15,4,11,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_(ST)_Daman_&_Diu,C2708ST,25,00,0000,State - DAMAN & DIU  25,Urban,18,99,58,41,16,9,7,83,49,34,0,0,0,15,9,6,19,11,8,24,14,10,12,8,4,12,7,5,0,0,0,1,0,1,0,0,0,0,0,0
C-08_(ST)_Daman_&_Diu,C2708ST,25,00,0000,State - DAMAN & DIU  25,Urban,19,66,32,34,6,2,4,60,30,30,0,0,0,4,3,1,18,7,11,23,14,9,6,1,5,9,5,4,0,0,0,0,0,0,0,0,0,0,0,0
C-08_(ST)_Daman_&_Diu,C2708ST,25,00,0000,State - DAMAN & DIU  25,Urban,20-24,317,173,144,76,26,50,241,147,94,3,3,0,50,33,17,64,33,31,61,40,21,27,18,9,23,13,10,0,0,0,5,4,1,8,3,5,0,0,0
C-08_(ST)_Daman_&_Diu,C2708ST,25,00,0000,State - DAMAN & DIU  25,Urban,25-29,267,132,135,83,32,51,184,100,84,1,0,1,34,23,11,62,27,35,42,26,16,21,10,11,18,9,9,0,0,0,1,0,1,5,5,0,0,0,0
C-08_(ST)_Daman_&_Diu,C2708ST,25,00,0000,State - DAMAN & DIU  25,Urban,30-34,227,118,109,98,39,59,129,79,50,1,1,0,46,22,24,30,18,12,22,18,4,9,5,4,14,11,3,0,0,0,4,2,2,3,2,1,0,0,0
C-08_(ST)_Daman_&_Diu,C2708ST,25,00,0000,State - DAMAN & DIU  25,Urban,35-39,209,113,96,90,34,56,119,79,40,3,1,2,37,23,14,27,16,11,28,21,7,10,9,1,7,5,2,0,0,0,1,0,1,6,4,2,0,0,0
C-08_(ST)_Daman_&_Diu,C2708ST,25,00,0000,State - DAMAN & DIU  25,Urban,40-44,148,83,65,74,24,50,74,59,15,2,2,0,22,18,4,19,12,7,13,12,1,11,9,2,4,4,0,0,0,0,0,0,0,3,2,1,0,0,0
C-08_(ST)_Daman_&_Diu,C2708ST,25,00,0000,State - DAMAN & DIU  25,Urban,45-49,126,57,69,82,30,52,44,27,17,2,0,2,13,6,7,15,9,6,6,6,0,3,2,1,3,2,1,0,0,0,0,0,0,2,2,0,0,0,0
C-08_(ST)_Daman_&_Diu,C2708ST,25,00,0000,State - DAMAN & DIU  25,Urban,50-54,79,41,38,63,27,36,16,14,2,0,0,0,7,7,0,8,6,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_(ST)_Daman_&_Diu,C2708ST,25,00,0000,State - DAMAN & DIU  25,Urban,55-59,72,33,39,57,20,37,15,13,2,0,0,0,10,8,2,4,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_(ST)_Daman_&_Diu,C2708ST,25,00,0000,State - DAMAN & DIU  25,Urban,60-64,55,18,37,47,12,35,8,6,2,0,0,0,3,2,1,4,3,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_(ST)_Daman_&_Diu,C2708ST,25,00,0000,State - DAMAN & DIU  25,Urban,65-69,34,15,19,26,8,18,8,7,1,0,0,0,6,5,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_(ST)_Daman_&_Diu,C2708ST,25,00,0000,State - DAMAN & DIU  25,Urban,70-74,22,9,13,19,7,12,3,2,1,1,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_(ST)_Daman_&_Diu,C2708ST,25,00,0000,State - DAMAN & DIU  25,Urban,75-79,14,3,11,11,2,9,3,1,2,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_(ST)_Daman_&_Diu,C2708ST,25,00,0000,State - DAMAN & DIU  25,Urban,80+,15,7,8,13,5,8,2,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_(ST)_Daman_&_Diu,C2708ST,25,00,0000,State - DAMAN & DIU  25,Urban,Age not stated,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_(ST)_Goa,C2708ST,30,00,0000,State - GOA  30,Total,All ages,566,299,267,300,139,161,266,160,106,4,1,3,66,26,40,77,49,28,44,31,13,35,25,10,21,15,6,0,0,0,5,5,0,14,8,6,0,0,0
C-08_(ST)_Goa,C2708ST,30,00,0000,State - GOA  30,Total,0-6,90,47,43,90,47,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_(ST)_Goa,C2708ST,30,00,0000,State - GOA  30,Total,7,9,4,5,3,3,0,6,1,5,0,0,0,6,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_(ST)_Goa,C2708ST,30,00,0000,State - GOA  30,Total,8,13,9,4,5,3,2,8,6,2,0,0,0,8,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_(ST)_Goa,C2708ST,30,00,0000,State - GOA  30,Total,9,11,2,9,4,1,3,7,1,6,0,0,0,6,1,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_(ST)_Goa,C2708ST,30,00,0000,State - GOA  30,Total,10,21,6,15,8,2,6,13,4,9,1,0,1,9,3,6,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_(ST)_Goa,C2708ST,30,00,0000,State - GOA  30,Total,11,10,6,4,2,2,0,8,4,4,0,0,0,1,0,1,7,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_(ST)_Goa,C2708ST,30,00,0000,State - GOA  30,Total,12,16,8,8,7,4,3,9,4,5,0,0,0,2,2,0,4,1,3,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_(ST)_Goa,C2708ST,30,00,0000,State - GOA  30,Total,13,15,8,7,3,0,3,12,8,4,0,0,0,4,2,2,4,3,1,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_(ST)_Goa,C2708ST,30,00,0000,State - GOA  30,Total,14,9,4,5,2,1,1,7,3,4,0,0,0,0,0,0,3,2,1,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_(ST)_Goa,C2708ST,30,00,0000,State - GOA  30,Total,15,13,5,8,5,1,4,8,4,4,0,0,0,0,0,0,4,2,2,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_(ST)_Goa,C2708ST,30,00,0000,State - GOA  30,Total,16,16,9,7,3,1,2,13,8,5,0,0,0,3,1,2,3,2,1,5,5,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_(ST)_Goa,C2708ST,30,00,0000,State - GOA  30,Total,17,11,7,4,2,1,1,9,6,3,0,0,0,2,0,2,3,2,1,3,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_(ST)_Goa,C2708ST,30,00,0000,State - GOA  30,Total,18,17,11,6,6,3,3,11,8,3,0,0,0,1,1,0,6,4,2,0,0,0,2,2,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
C-08_(ST)_Goa,C2708ST,30,00,0000,State - GOA  30,Total,19,8,6,2,2,0,2,6,6,0,0,0,0,1,1,0,2,2,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_(ST)_Goa,C2708ST,30,00,0000,State - GOA  30,Total,20-24,62,33,29,24,10,14,38,23,15,0,0,0,3,1,2,12,8,4,6,4,2,8,4,4,6,5,1,0,0,0,0,0,0,3,1,2,0,0,0
C-08_(ST)_Goa,C2708ST,30,00,0000,State - GOA  30,Total,25-29,64,39,25,30,16,14,34,23,11,0,0,0,3,0,3,7,7,0,3,2,1,8,6,2,5,3,2,0,0,0,2,2,0,6,3,3,0,0,0
C-08_(ST)_Goa,C2708ST,30,00,0000,State - GOA  30,Total,30-34,42,16,26,24,6,18,18,10,8,1,0,1,3,0,3,5,3,2,2,2,0,2,1,1,0,0,0,0,0,0,2,2,0,3,2,1,0,0,0
C-08_(ST)_Goa,C2708ST,30,00,0000,State - GOA  30,Total,35-39,49,31,18,26,17,9,23,14,9,2,1,1,7,4,3,4,3,1,5,3,2,2,1,1,2,1,1,0,0,0,0,0,0,1,1,0,0,0,0
C-08_(ST)_Goa,C2708ST,30,00,0000,State - GOA  30,Total,40-44,26,13,13,13,4,9,13,9,4,0,0,0,2,0,2,5,3,2,2,2,0,1,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_(ST)_Goa,C2708ST,30,00,0000,State - GOA  30,Total,45-49,21,12,9,12,3,9,9,9,0,0,0,0,1,1,0,1,1,0,1,1,0,5,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_(ST)_Goa,C2708ST,30,00,0000,State - GOA  30,Total,50-54,16,9,7,11,6,5,5,3,2,0,0,0,0,0,0,2,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0
C-08_(ST)_Goa,C2708ST,30,00,0000,State - GOA  30,Total,55-59,10,8,2,7,5,2,3,3,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
C-08_(ST)_Goa,C2708ST,30,00,0000,State - GOA  30,Total,60-64,10,2,8,6,1,5,4,1,3,0,0,0,3,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_(ST)_Goa,C2708ST,30,00,0000,State - GOA  30,Total,65-69,4,2,2,3,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_(ST)_Goa,C2708ST,30,00,0000,State - GOA  30,Total,70-74,2,1,1,1,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_(ST)_Goa,C2708ST,30,00,0000,State - GOA  30,Total,75-79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_(ST)_Goa,C2708ST,30,00,0000,State - GOA  30,Total,80+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_(ST)_Goa,C2708ST,30,00,0000,State - GOA  30,Total,Age not stated,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_(ST)_Goa,C2708ST,30,00,0000,State - GOA  30,Rural,All ages,190,104,86,120,56,64,70,48,22,1,0,1,22,11,11,23,17,6,5,4,1,10,10,0,5,4,1,0,0,0,1,1,0,3,1,2,0,0,0
C-08_(ST)_Goa,C2708ST,30,00,0000,State - GOA  30,Rural,0-6,33,17,16,33,17,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_(ST)_Goa,C2708ST,30,00,0000,State - GOA  30,Rural,7,4,1,3,1,1,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_(ST)_Goa,C2708ST,30,00,0000,State - GOA  30,Rural,8,4,3,1,2,1,1,2,2,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_(ST)_Goa,C2708ST,30,00,0000,State - GOA  30,Rural,9,3,1,2,1,0,1,2,1,1,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_(ST)_Goa,C2708ST,30,00,0000,State - GOA  30,Rural,10,6,1,5,2,0,2,4,1,3,0,0,0,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_(ST)_Goa,C2708ST,30,00,0000,State - GOA  30,Rural,11,2,1,1,0,0,0,2,1,1,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_(ST)_Goa,C2708ST,30,00,0000,State - GOA  30,Rural,12,3,1,2,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_(ST)_Goa,C2708ST,30,00,0000,State - GOA  30,Rural,13,3,1,2,1,0,1,2,1,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_(ST)_Goa,C2708ST,30,00,0000,State - GOA  30,Rural,14,2,1,1,1,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_(ST)_Goa,C2708ST,30,00,0000,State - GOA  30,Rural,15,3,1,2,2,0,2,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_(ST)_Goa,C2708ST,30,00,0000,State - GOA  30,Rural,16,5,3,2,2,1,1,3,2,1,0,0,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_(ST)_Goa,C2708ST,30,00,0000,State - GOA  30,Rural,17,5,3,2,2,1,1,3,2,1,0,0,0,1,0,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_(ST)_Goa,C2708ST,30,00,0000,State - GOA  30,Rural,18,3,2,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_(ST)_Goa,C2708ST,30,00,0000,State - GOA  30,Rural,19,6,5,1,1,0,1,5,5,0,0,0,0,1,1,0,2,2,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_(ST)_Goa,C2708ST,30,00,0000,State - GOA  30,Rural,20-24,23,13,10,11,4,7,12,9,3,0,0,0,1,1,0,5,3,2,0,0,0,2,2,0,3,3,0,0,0,0,0,0,0,1,0,1,0,0,0
C-08_(ST)_Goa,C2708ST,30,00,0000,State - GOA  30,Rural,25-29,28,19,9,15,8,7,13,11,2,0,0,0,0,0,0,4,4,0,0,0,0,4,4,0,2,1,1,0,0,0,1,1,0,2,1,1,0,0,0
C-08_(ST)_Goa,C2708ST,30,00,0000,State - GOA  30,Rural,30-34,13,6,7,9,3,6,4,3,1,1,0,1,0,0,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_(ST)_Goa,C2708ST,30,00,0000,State - GOA  30,Rural,35-39,12,9,3,9,6,3,3,3,0,0,0,0,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_(ST)_Goa,C2708ST,30,00,0000,State - GOA  30,Rural,40-44,6,3,3,5,3,2,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_(ST)_Goa,C2708ST,30,00,0000,State - GOA  30,Rural,45-49,7,3,4,7,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_(ST)_Goa,C2708ST,30,00,0000,State - GOA  30,Rural,50-54,5,3,2,4,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_(ST)_Goa,C2708ST,30,00,0000,State - GOA  30,Rural,55-59,4,3,1,3,2,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_(ST)_Goa,C2708ST,30,00,0000,State - GOA  30,Rural,60-64,6,1,5,2,0,2,4,1,3,0,0,0,3,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_(ST)_Goa,C2708ST,30,00,0000,State - GOA  30,Rural,65-69,2,1,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_(ST)_Goa,C2708ST,30,00,0000,State - GOA  30,Rural,70-74,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_(ST)_Goa,C2708ST,30,00,0000,State - GOA  30,Rural,75-79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_(ST)_Goa,C2708ST,30,00,0000,State - GOA  30,Rural,80+,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_(ST)_Goa,C2708ST,30,00,0000,State - GOA  30,Rural,Age not stated,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_(ST)_Goa,C2708ST,30,00,0000,State - GOA  30,Urban,All ages,376,195,181,180,83,97,196,112,84,3,1,2,44,15,29,54,32,22,39,27,12,25,15,10,16,11,5,0,0,0,4,4,0,11,7,4,0,0,0
C-08_(ST)_Goa,C2708ST,30,00,0000,State - GOA  30,Urban,0-6,57,30,27,57,30,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_(ST)_Goa,C2708ST,30,00,0000,State - GOA  30,Urban,7,5,3,2,2,2,0,3,1,2,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_(ST)_Goa,C2708ST,30,00,0000,State - GOA  30,Urban,8,9,6,3,3,2,1,6,4,2,0,0,0,6,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_(ST)_Goa,C2708ST,30,00,0000,State - GOA  30,Urban,9,8,1,7,3,1,2,5,0,5,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_(ST)_Goa,C2708ST,30,00,0000,State - GOA  30,Urban,10,15,5,10,6,2,4,9,3,6,1,0,1,5,2,3,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_(ST)_Goa,C2708ST,30,00,0000,State - GOA  30,Urban,11,8,5,3,2,2,0,6,3,3,0,0,0,1,0,1,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_(ST)_Goa,C2708ST,30,00,0000,State - GOA  30,Urban,12,13,7,6,5,3,2,8,4,4,0,0,0,2,2,0,4,1,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_(ST)_Goa,C2708ST,30,00,0000,State - GOA  30,Urban,13,12,7,5,2,0,2,10,7,3,0,0,0,2,1,1,4,3,1,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_(ST)_Goa,C2708ST,30,00,0000,State - GOA  30,Urban,14,7,3,4,1,1,0,6,2,4,0,0,0,0,0,0,2,1,1,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_(ST)_Goa,C2708ST,30,00,0000,State - GOA  30,Urban,15,10,4,6,3,1,2,7,3,4,0,0,0,0,0,0,3,1,2,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_(ST)_Goa,C2708ST,30,00,0000,State - GOA  30,Urban,16,11,6,5,1,0,1,10,6,4,0,0,0,2,1,1,2,1,1,4,4,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_(ST)_Goa,C2708ST,30,00,0000,State - GOA  30,Urban,17,6,4,2,0,0,0,6,4,2,0,0,0,1,0,1,1,0,1,3,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_(ST)_Goa,C2708ST,30,00,0000,State - GOA  30,Urban,18,14,9,5,4,2,2,10,7,3,0,0,0,1,1,0,6,4,2,0,0,0,1,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
C-08_(ST)_Goa,C2708ST,30,00,0000,State - GOA  30,Urban,19,2,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_(ST)_Goa,C2708ST,30,00,0000,State - GOA  30,Urban,20-24,39,20,19,13,6,7,26,14,12,0,0,0,2,0,2,7,5,2,6,4,2,6,2,4,3,2,1,0,0,0,0,0,0,2,1,1,0,0,0
C-08_(ST)_Goa,C2708ST,30,00,0000,State - GOA  30,Urban,25-29,36,20,16,15,8,7,21,12,9,0,0,0,3,0,3,3,3,0,3,2,1,4,2,2,3,2,1,0,0,0,1,1,0,4,2,2,0,0,0
C-08_(ST)_Goa,C2708ST,30,00,0000,State - GOA  30,Urban,30-34,29,10,19,15,3,12,14,7,7,0,0,0,3,0,3,4,2,2,1,1,0,1,0,1,0,0,0,0,0,0,2,2,0,3,2,1,0,0,0
C-08_(ST)_Goa,C2708ST,30,00,0000,State - GOA  30,Urban,35-39,37,22,15,17,11,6,20,11,9,2,1,1,5,2,3,3,2,1,5,3,2,2,1,1,2,1,1,0,0,0,0,0,0,1,1,0,0,0,0
C-08_(ST)_Goa,C2708ST,30,00,0000,State - GOA  30,Urban,40-44,20,10,10,8,1,7,12,9,3,0,0,0,2,0,2,4,3,1,2,2,0,1,1,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_(ST)_Goa,C2708ST,30,00,0000,State - GOA  30,Urban,45-49,14,9,5,5,0,5,9,9,0,0,0,0,1,1,0,1,1,0,1,1,0,5,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_(ST)_Goa,C2708ST,30,00,0000,State - GOA  30,Urban,50-54,11,6,5,7,4,3,4,2,2,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0
C-08_(ST)_Goa,C2708ST,30,00,0000,State - GOA  30,Urban,55-59,6,5,1,4,3,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0
C-08_(ST)_Goa,C2708ST,30,00,0000,State - GOA  30,Urban,60-64,4,1,3,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_(ST)_Goa,C2708ST,30,00,0000,State - GOA  30,Urban,65-69,2,1,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_(ST)_Goa,C2708ST,30,00,0000,State - GOA  30,Urban,70-74,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
