source_file,Table | Name,State | Code,Distt. | Code,Tehsil | Code,Area Name,Total/ | Rural/ | Urban/,Marital | status | 1,Total population | Persons | 2,Males | 3,Females | 4,Religious communities | Hindu | Persons | 5,Males | 6,Females | 7,Muslim | Persons | 8,Males | 9,Females | 10,Christian | Persons | 11,Males | 12,Females | 13,Sikh | Persons | 14,Males | 15,Females | 16,Buddhist | Persons | 17,Males | 18,Females | 19,Jain | Persons | 20,Males | 21,Females | 22,Other religious communities | Persons | 23,Males | 24,Females | 25
C-03_India,C0703,21,00,0000,State - ORISSA  21,Total,Unspecified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-03_India,C0703,21,00,0000,State - ORISSA  21,Rural,Total,31287422,15748970,15538452,29693202,14956547,14736655,444476,223063,221413,763195,376206,386989,2092,1258,834,8475,4357,4118,3116,1601,1515,354859,176572,178287
C-03_India,C0703,21,00,0000,State - ORISSA  21,Rural,Never married,15606673,8496499,7110174,14736098,8033065,6703033,256769,138262,118507,413211,215135,198076,929,571,358,4202,2356,1846,1577,869,708,184625,100919,83706
C-03_India,C0703,21,00,0000,State - ORISSA  21,Rural,Married,14061335,6918907,7142428,13418685,6605065,6813620,170175,82549,87626,312785,153204,159581,1092,663,429,3747,1844,1903,1416,709,707,145659,71063,74596
C-03_India,C0703,21,00,0000,State - ORISSA  21,Rural,Widowed,1501716,302276,1199440,1427908,288740,1139168,15619,2031,13588,34474,7115,27359,63,19,44,499,147,352,116,21,95,22145,3996,18149
C-03_India,C0703,21,00,0000,State - ORISSA  21,Rural,Divorced/Separated,117698,31288,86410,110511,29677,80834,1913,221,1692,2725,752,1973,8,5,3,27,10,17,7,2,5,2430,594,1836
C-03_India,C0703,21,00,0000,State - ORISSA  21,Rural,Unspecified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-03_India,C0703,21,00,0000,State - ORISSA  21,Urban,Total,5517238,2911600,2605638,5032927,2659404,2373523,317509,168171,149338,134666,67039,67627,15400,8190,7210,1388,823,565,6038,3135,2903,7122,3584,3538
C-03_India,C0703,21,00,0000,State - ORISSA  21,Urban,Never married,2840604,1621352,1219252,2565600,1470247,1095353,184564,103359,81205,74200,38549,35651,7417,4295,3122,614,367,247,2811,1582,1229,4208,2210,1998
C-03_India,C0703,21,00,0000,State - ORISSA  21,Urban,Married,2457018,1253101,1203917,2264422,1154564,1109858,122779,63430,59349,55074,27541,27533,7439,3797,3642,725,445,280,3011,1505,1506,2657,1323,1334
C-03_India,C0703,21,00,0000,State - ORISSA  21,Urban,Widowed,204459,33776,170683,189200,31475,157725,9191,1226,7965,4982,869,4113,520,89,431,47,11,36,211,47,164,231,48,183
C-03_India,C0703,21,00,0000,State - ORISSA  21,Urban,Divorced/Separated,15157,3371,11786,13705,3118,10587,975,156,819,410,80,330,24,9,15,2,0,2,5,1,4,26,3,23
C-03_India,C0703,21,00,0000,State - ORISSA  21,Urban,Unspecified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-03_India,C0703,22,00,0000,State - CHHATTISGARH  22,Total,Total,20833803,10474218,10359585,19729670,9915670,9814000,409615,210829,198786,401035,198471,202564,69621,36662,32959,65267,32444,32823,56103,29186,26917,95187,47255,47932
C-03_India,C0703,22,00,0000,State - CHHATTISGARH  22,Total,Never married,10267526,5545596,4721930,9691623,5235404,4456219,221646,122194,99452,211831,109825,102006,33198,18990,14208,32096,17328,14768,26332,14973,11359,47089,24839,22250
C-03_India,C0703,22,00,0000,State - CHHATTISGARH  22,Total,Married,9440561,4664997,4775564,8963020,4427984,4535036,170402,85477,84925,170974,83926,87048,33466,16963,16503,29328,14430,14898,27671,13807,13864,42566,20873,21693
C-03_India,C0703,22,00,0000,State - CHHATTISGARH  22,Total,Widowed,993835,222729,771106,948104,212721,735383,15202,2718,12484,16997,4324,12673,2762,640,2122,3453,580,2873,2024,376,1648,4896,1271,3625
C-03_India,C0703,22,00,0000,State - CHHATTISGARH  22,Total,Divorced/Separated,131881,40896,90985,126923,39561,87362,2365,440,1925,1233,396,837,195,69,126,390,106,284,76,30,46,636,272,364
C-03_India,C0703,22,00,0000,State - CHHATTISGARH  22,Total,Unspecified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-03_India,C0703,22,00,0000,State - CHHATTISGARH  22,Rural,Total,16648056,8307443,8340613,16050183,8008837,8041346,152167,77204,74963,301126,149010,152116,10420,5580,4840,24526,12109,12417,10266,5405,4861,93218,46204,47014
C-03_India,C0703,22,00,0000,State - CHHATTISGARH  22,Rural,Never married,8123500,4348545,3774955,7812550,4184178,3628372,81399,43983,37416,158489,82371,76118,5022,2863,2159,11798,6307,5491,5094,2911,2183,46024,24228,21796
C-03_India,C0703,22,00,0000,State - CHHATTISGARH  22,Rural,Married,7576395,3728832,3847563,7319264,3602104,3717160,63776,31883,31893,128161,62628,65533,4873,2582,2291,11169,5476,5693,4790,2418,2372,41727,20450,21277
C-03_India,C0703,22,00,0000,State - CHHATTISGARH  22,Rural,Widowed,837185,193643,643542,810279,186982,623297,5904,1146,4758,13587,3706,9881,478,120,358,1389,281,1108,370,70,300,4836,1256,3580
C-03_India,C0703,22,00,0000,State - CHHATTISGARH  22,Rural,Divorced/Separated,110976,36423,74553,108090,35573,72517,1088,192,896,889,305,584,47,15,32,170,45,125,12,6,6,631,270,361
C-03_India,C0703,22,00,0000,State - CHHATTISGARH  22,Rural,Unspecified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-03_India,C0703,22,00,0000,State - CHHATTISGARH  22,Urban,Total,4185747,2166775,2018972,3679487,1906833,1772654,257448,133625,123823,99909,49461,50448,59201,31082,28119,40741,20335,20406,45837,23781,22056,1969,1051,918
C-03_India,C0703,22,00,0000,State - CHHATTISGARH  22,Urban,Never married,2144026,1197051,946975,1879073,1051226,827847,140247,78211,62036,53342,27454,25888,28176,16127,12049,20298,11021,9277,21238,12062,9176,1065,611,454
C-03_India,C0703,22,00,0000,State - CHHATTISGARH  22,Urban,Married,1864166,936165,928001,1643756,825880,817876,106626,53594,53032,42813,21298,21515,28593,14381,14212,18159,8954,9205,22881,11389,11492,839,423,416
C-03_India,C0703,22,00,0000,State - CHHATTISGARH  22,Urban,Widowed,156650,29086,127564,137825,25739,112086,9298,1572,7726,3410,618,2792,2284,520,1764,2064,299,1765,1654,306,1348,60,15,45
C-03_India,C0703,22,00,0000,State - CHHATTISGARH  22,Urban,Divorced/Separated,20905,4473,16432,18833,3988,14845,1277,248,1029,344,91,253,148,54,94,220,61,159,64,24,40,5,2,3
C-03_India,C0703,22,00,0000,State - CHHATTISGARH  22,Urban,Unspecified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-03_India,C0703,23,00,0000,State - MADHYA PRADESH  23,Total,Total,60348023,31443652,28904371,55004675,28685595,26319080,3841449,1991181,1850268,170381,85356,85025,150772,80122,70650,209322,107416,101906,545446,283359,262087,409285,201734,207551
C-03_India,C0703,23,00,0000,State - MADHYA PRADESH  23,Total,Never married,30219605,17031123,13188482,27346282,15439061,11907221,2146188,1190818,955370,89749,47271,42478,72290,41325,30965,104819,59354,45465,254756,144508,110248,196884,103748,93136
C-03_India,C0703,23,00,0000,State - MADHYA PRADESH  23,Total,Married,27515074,13667220,13847854,25262872,12549550,12713322,1552027,770637,781390,73802,36556,37246,72114,37042,35072,91954,45510,46444,267660,133431,134229,187440,90895,96545
C-03_India,C0703,23,00,0000,State - MADHYA PRADESH  23,Total,Widowed,2420090,667862,1752228,2222970,625339,1597631,129026,26367,102659,6275,1359,4916,6058,1639,4419,11470,2261,9209,22133,5130,17003,21394,5557,15837
C-03_India,C0703,23,00,0000,State - MADHYA PRADESH  23,Total,Divorced/Separated,193254,77447,115807,172551,71645,100906,14208,3359,10849,555,170,385,310,116,194,1079,291,788,897,290,607,3567,1534,2033
C-03_India,C0703,23,00,0000,State - MADHYA PRADESH  23,Total,Unspecified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-03_India,C0703,23,00,0000,State - MADHYA PRADESH  23,Rural,Total,44380878,23031093,21349785,42190781,21905056,20285725,1401239,727223,674016,58059,29367,28692,57061,30583,26478,131356,67031,64325,125517,66073,59444,403926,198923,205003
C-03_India,C0703,23,00,0000,State - MADHYA PRADESH  23,Rural,Never married,22000621,12335557,9665064,20846551,11698546,9148005,767736,426132,341604,31888,16981,14907,29039,16667,12372,64095,36323,27772,60725,34988,25737,193995,102089,91906
C-03_India,C0703,23,00,0000,State - MADHYA PRADESH  23,Rural,Married,20412833,10097617,10315216,19472050,9632422,9839628,582928,289240,293688,23994,11815,12179,25675,13194,12481,58392,28782,29610,58909,29567,29342,185207,89790,95417
C-03_India,C0703,23,00,0000,State - MADHYA PRADESH  23,Rural,Widowed,1817380,533553,1283827,1732650,513205,1219445,45102,10370,34732,1933,490,1443,2240,678,1562,8073,1702,6371,5598,1426,4172,21183,5517,15666
C-03_India,C0703,23,00,0000,State - MADHYA PRADESH  23,Rural,Divorced/Separated,150044,64366,85678,139530,60883,78647,5473,1481,3992,244,81,163,107,44,63,796,224,572,285,92,193,3541,1527,2014
C-03_India,C0703,23,00,0000,State - MADHYA PRADESH  23,Rural,Unspecified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-03_India,C0703,23,00,0000,State - MADHYA PRADESH  23,Urban,Total,15967145,8412559,7554586,12813894,6780539,6033355,2440210,1263958,1176252,112322,55989,56333,93711,49539,44172,77966,40385,37581,419929,217286,202643,5359,2811,2548
C-03_India,C0703,23,00,0000,State - MADHYA PRADESH  23,Urban,Never married,8218984,4695566,3523418,6499731,3740515,2759216,1378452,764686,613766,57861,30290,27571,43251,24658,18593,40724,23031,17693,194031,109520,84511,2889,1659,1230
C-03_India,C0703,23,00,0000,State - MADHYA PRADESH  23,Urban,Married,7102241,3569603,3532638,5790822,2917128,2873694,969099,481397,487702,49808,24741,25067,46439,23848,22591,33562,16728,16834,208751,103864,104887,2233,1105,1128
C-03_India,C0703,23,00,0000,State - MADHYA PRADESH  23,Urban,Widowed,602710,134309,468401,490320,112134,378186,83924,15997,67927,4342,869,3473,3818,961,2857,3397,559,2838,16535,3704,12831,211,40,171
C-03_India,C0703,23,00,0000,State - MADHYA PRADESH  23,Urban,Divorced/Separated,43210,13081,30129,33021,10762,22259,8735,1878,6857,311,89,222,203,72,131,283,67,216,612,198,414,26,7,19
C-03_India,C0703,23,00,0000,State - MADHYA PRADESH  23,Urban,Unspecified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-03_India,C0703,24,00,0000,State - GUJARAT  24,Total,Total,50671017,26385577,24285440,45143074,23538770,21604304,4592854,2370832,2222022,284092,142881,141211,45587,24987,20600,17829,9439,8390,525305,266768,258537,28698,14452,14246
C-03_India,C0703,24,00,0000,State - GUJARAT  24,Total,Never married,24132905,13647899,10485006,21313141,12080968,9232173,2411276,1340566,1070710,132248,71085,61163,21276,12490,8786,8905,5091,3814,217383,121836,95547,12506,6754,5752
C-03_India,C0703,24,00,0000,State - GUJARAT  24,Total,Married,24222087,12141819,12080268,21763215,10915596,10847619,1979763,987696,992067,138807,68400,70407,22773,12075,10698,8257,4204,4053,278917,138713,140204,14469,7229,7240
C-03_India,C0703,24,00,0000,State - GUJARAT  24,Total,Widowed,2111678,497265,1614413,1886985,452214,1434771,180632,35447,145185,11583,2791,8792,1415,356,1059,585,113,472,27482,5550,21932,1620,425,1195
C-03_India,C0703,24,00,0000,State - GUJARAT  24,Total,Divorced/Separated,204347,98594,105753,179733,89992,89741,21183,7123,14060,1454,605,849,123,66,57,82,31,51,1523,669,854,103,44,59
C-03_India,C0703,24,00,0000,State - GUJARAT  24,Total,Unspecified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-03_India,C0703,24,00,0000,State - GUJARAT  24,Rural,Total,31740767,16317771,15422996,29561062,15202140,14358922,1899033,974753,924280,162147,80566,81581,5941,3542,2399,2875,1553,1322,70341,35335,35006,14865,7439,7426
C-03_India,C0703,24,00,0000,State - GUJARAT  24,Rural,Never married,15144193,8433022,6711171,14020033,7813040,6206993,996204,550494,445710,75700,40230,35470,2716,1707,1009,1437,846,591,29474,16743,12731,6930,3611,3319
C-03_India,C0703,24,00,0000,State - GUJARAT  24,Rural,Married,15058801,7468015,7590786,14104729,6995127,7109602,816638,405214,411424,79123,38410,40713,3055,1767,1288,1306,677,629,34824,17372,17452,7372,3663,3709
C-03_India,C0703,24,00,0000,State - GUJARAT  24,Rural,Widowed,1403972,350241,1053731,1313016,331317,981699,77122,15830,61292,6481,1585,4896,147,52,95,110,20,90,5634,1022,4612,522,148,374
C-03_India,C0703,24,00,0000,State - GUJARAT  24,Rural,Divorced/Separated,133801,66493,67308,123284,62656,60628,9069,3215,5854,843,341,502,23,16,7,22,10,12,409,198,211,41,17,24
C-03_India,C0703,24,00,0000,State - GUJARAT  24,Rural,Unspecified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-03_India,C0703,24,00,0000,State - GUJARAT  24,Urban,Total,18930250,10067806,8862444,15582012,8336630,7245382,2693821,1396079,1297742,121945,62315,59630,39646,21445,18201,14954,7886,7068,454964,231433,223531,13833,7013,6820
C-03_India,C0703,24,00,0000,State - GUJARAT  24,Urban,Never married,8988712,5214877,3773835,7293108,4267928,3025180,1415072,790072,625000,56548,30855,25693,18560,10783,7777,7468,4245,3223,187909,105093,82816,5576,3143,2433
C-03_India,C0703,24,00,0000,State - GUJARAT  24,Urban,Married,9163286,4673804,4489482,7658486,3920469,3738017,1163125,582482,580643,59684,29990,29694,19718,10308,9410,6951,3527,3424,244093,121341,122752,7097,3566,3531
C-03_India,C0703,24,00,0000,State - GUJARAT  24,Urban,Widowed,707706,147024,560682,573969,120897,453072,103510,19617,83893,5102,1206,3896,1268,304,964,475,93,382,21848,4528,17320,1098,277,821
C-03_India,C0703,24,00,0000,State - GUJARAT  24,Urban,Divorced/Separated,70546,32101,38445,56449,27336,29113,12114,3908,8206,611,264,347,100,50,50,60,21,39,1114,471,643,62,27,35
C-03_India,C0703,24,00,0000,State - GUJARAT  24,Urban,Unspecified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-03_India,C0703,25,00,0000,State - DAMAN & DIU  25,Total,Total,158204,92512,65692,141901,83569,58332,12281,6827,5454,3362,1729,1633,145,92,53,126,92,34,268,134,134,103,57,46
C-03_India,C0703,25,00,0000,State - DAMAN & DIU  25,Total,Never married,81268,51432,29836,73002,46426,26576,6363,3853,2510,1607,956,651,54,35,19,77,66,11,106,55,51,49,33,16
C-03_India,C0703,25,00,0000,State - DAMAN & DIU  25,Total,Married,70161,40237,29924,62985,36422,26563,5287,2881,2406,1554,749,805,91,57,34,44,26,18,151,77,74,43,22,21
C-03_India,C0703,25,00,0000,State - DAMAN & DIU  25,Total,Widowed,6186,675,5511,5417,585,4832,554,68,486,190,20,170,0,0,0,5,0,5,10,1,9,9,1,8
C-03_India,C0703,25,00,0000,State - DAMAN & DIU  25,Total,Divorced/Separated,589,168,421,497,136,361,77,25,52,11,4,7,0,0,0,0,0,0,1,1,0,2,1,1
C-03_India,C0703,25,00,0000,State - DAMAN & DIU  25,Total,Unspecified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-03_India,C0703,25,00,0000,State - DAMAN & DIU  25,Rural,Total,100856,63606,37250,95892,60343,35549,4148,2697,1451,552,383,169,78,54,24,116,86,30,56,33,23,13,9,4
C-03_India,C0703,25,00,0000,State - DAMAN & DIU  25,Rural,Never married,52424,35240,17184,49722,33308,16414,2265,1587,678,300,237,63,34,24,10,73,63,10,24,15,9,6,6,0
C-03_India,C0703,25,00,0000,State - DAMAN & DIU  25,Rural,Married,45211,27926,17285,43151,26626,16525,1691,1083,608,248,144,104,44,30,14,39,23,16,31,17,14,7,3,4
C-03_India,C0703,25,00,0000,State - DAMAN & DIU  25,Rural,Widowed,2922,362,2560,2755,342,2413,159,18,141,4,2,2,0,0,0,4,0,4,0,0,0,0,0,0
C-03_India,C0703,25,00,0000,State - DAMAN & DIU  25,Rural,Divorced/Separated,299,78,221,264,67,197,33,9,24,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
C-03_India,C0703,25,00,0000,State - DAMAN & DIU  25,Rural,Unspecified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-03_India,C0703,25,00,0000,State - DAMAN & DIU  25,Urban,Total,57348,28906,28442,46009,23226,22783,8133,4130,4003,2810,1346,1464,67,38,29,10,6,4,212,101,111,90,48,42
C-03_India,C0703,25,00,0000,State - DAMAN & DIU  25,Urban,Never married,28844,16192,12652,23280,13118,10162,4098,2266,1832,1307,719,588,20,11,9,4,3,1,82,40,42,43,27,16
C-03_India,C0703,25,00,0000,State - DAMAN & DIU  25,Urban,Married,24950,12311,12639,19834,9796,10038,3596,1798,1798,1306,605,701,47,27,20,5,3,2,120,60,60,36,19,17
C-03_India,C0703,25,00,0000,State - DAMAN & DIU  25,Urban,Widowed,3264,313,2951,2662,243,2419,395,50,345,186,18,168,0,0,0,1,0,1,10,1,9,9,1,8
C-03_India,C0703,25,00,0000,State - DAMAN & DIU  25,Urban,Divorced/Separated,290,90,200,233,69,164,44,16,28,11,4,7,0,0,0,0,0,0,0,0,0,2,1,1
C-03_India,C0703,25,00,0000,State - DAMAN & DIU  25,Urban,Unspecified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-03_India,C0703,26,00,0000,State - DADRA & NAGAR HAVELI  26,Total,Total,220490,121666,98824,206203,113650,92553,6524,3855,2669,6058,3185,2873,123,96,27,457,279,178,864,456,408,90,48,42
C-03_India,C0703,26,00,0000,State - DADRA & NAGAR HAVELI  26,Total,Never married,110357,63789,46568,102797,59296,43501,3418,2137,1281,3377,1871,1506,52,40,12,225,151,74,360,212,148,40,23,17
C-03_India,C0703,26,00,0000,State - DADRA & NAGAR HAVELI  26,Total,Married,103236,56480,46756,96878,53048,43830,2944,1678,1266,2521,1277,1244,70,55,15,224,124,100,480,239,241,42,22,20
C-03_India,C0703,26,00,0000,State - DADRA & NAGAR HAVELI  26,Total,Widowed,5976,997,4979,5669,943,4726,122,17,105,146,30,116,0,0,0,7,3,4,21,2,19,7,2,5
C-03_India,C0703,26,00,0000,State - DADRA & NAGAR HAVELI  26,Total,Divorced/Separated,921,400,521,859,363,496,40,23,17,14,7,7,1,1,0,1,1,0,3,3,0,1,1,0
C-03_India,C0703,26,00,0000,State - DADRA & NAGAR HAVELI  26,Total,Unspecified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-03_India,C0703,26,00,0000,State - DADRA & NAGAR HAVELI  26,Rural,Total,170027,91832,78195,162018,87319,74699,2779,1758,1021,4602,2380,2222,66,57,9,84,58,26,263,139,124,66,36,30
C-03_India,C0703,26,00,0000,State - DADRA & NAGAR HAVELI  26,Rural,Never married,86583,48802,37781,82223,46245,35978,1426,938,488,2651,1430,1221,28,25,3,40,30,10,109,64,45,27,17,10
C-03_India,C0703,26,00,0000,State - DADRA & NAGAR HAVELI  26,Rural,Married,77534,41809,35725,74100,39917,34183,1267,790,477,1843,923,920,37,31,6,42,27,15,147,73,74,33,17,16
C-03_India,C0703,26,00,0000,State - DADRA & NAGAR HAVELI  26,Rural,Widowed,5095,855,4240,4928,825,4103,55,7,48,96,21,75,0,0,0,1,0,1,6,1,5,5,1,4
C-03_India,C0703,26,00,0000,State - DADRA & NAGAR HAVELI  26,Rural,Divorced/Separated,815,366,449,767,332,435,31,23,8,12,6,6,1,1,0,1,1,0,1,1,0,1,1,0
C-03_India,C0703,26,00,0000,State - DADRA & NAGAR HAVELI  26,Rural,Unspecified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-03_India,C0703,26,00,0000,State - DADRA & NAGAR HAVELI  26,Urban,Total,50463,29834,20629,44185,26331,17854,3745,2097,1648,1456,805,651,57,39,18,373,221,152,601,317,284,24,12,12
C-03_India,C0703,26,00,0000,State - DADRA & NAGAR HAVELI  26,Urban,Never married,23774,14987,8787,20574,13051,7523,1992,1199,793,726,441,285,24,15,9,185,121,64,251,148,103,13,6,7
C-03_India,C0703,26,00,0000,State - DADRA & NAGAR HAVELI  26,Urban,Married,25702,14671,11031,22778,13131,9647,1677,888,789,678,354,324,33,24,9,182,97,85,333,166,167,9,5,4
C-03_India,C0703,26,00,0000,State - DADRA & NAGAR HAVELI  26,Urban,Widowed,881,142,739,741,118,623,67,10,57,50,9,41,0,0,0,6,3,3,15,1,14,2,1,1
C-03_India,C0703,26,00,0000,State - DADRA & NAGAR HAVELI  26,Urban,Divorced/Separated,106,34,72,92,31,61,9,0,9,2,1,1,0,0,0,0,0,0,2,2,0,0,0,0
C-03_India,C0703,26,00,0000,State - DADRA & NAGAR HAVELI  26,Urban,Unspecified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-03_India,C0703,27,00,0000,State - MAHARASHTRA  27,Total,Total,96878627,50400596,46478031,77859385,40496085,37363300,10270485,5437926,4832559,1058313,530975,527338,215337,117736,97601,5838710,2977607,2861103,1301843,670236,631607,236841,119113,117728
C-03_India,C0703,27,00,0000,State - MAHARASHTRA  27,Total,Never married,46572563,26730266,19842297,36795549,21188399,15607150,5553333,3153658,2399675,505406,277504,227902,100019,59253,40766,2911213,1647333,1263880,544969,313531,231438,109726,60338,49388
C-03_India,C0703,27,00,0000,State - MAHARASHTRA  27,Total,Married,45474291,22891490,22582801,37118476,18666664,18451812,4317178,2224401,2092777,492941,244422,248519,106249,56503,49746,2594781,1279077,1315704,693024,345406,347618,110863,55154,55709
C-03_India,C0703,27,00,0000,State - MAHARASHTRA  27,Total,Widowed,4410662,683927,3726735,3611964,565469,3046495,355336,51360,303976,56102,7927,48175,8434,1768,6666,299205,43326,255879,60536,10185,50351,14934,3197,11737
C-03_India,C0703,27,00,0000,State - MAHARASHTRA  27,Total,Divorced/Separated,421111,94913,326198,333396,75553,257843,44638,8507,36131,3864,1122,2742,635,212,423,33511,7871,25640,3314,1114,2200,1318,424,894
C-03_India,C0703,27,00,0000,State - MAHARASHTRA  27,Total,Unspecified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-03_India,C0703,27,00,0000,State - MAHARASHTRA  27,Rural,Total,55777647,28458677,27318970,48786036,24890550,23895486,3081552,1577482,1504070,159577,80266,79311,29611,16772,12839,3228573,1639513,1589060,286557,149467,137090,132766,67015,65751
C-03_India,C0703,27,00,0000,State - MAHARASHTRA  27,Rural,Never married,26564602,15110116,11454486,23043376,13123131,9920245,1637806,916449,721357,74964,41242,33722,13918,8368,5550,1568735,889675,679060,120791,72732,48059,65816,35922,29894
C-03_India,C0703,27,00,0000,State - MAHARASHTRA  27,Rural,Married,26181947,12853513,13328434,23084494,11331285,11753209,1305904,641584,664320,75573,37601,37972,14295,8091,6204,1463308,717218,746090,148877,74015,74862,59211,29315,29896
C-03_India,C0703,27,00,0000,State - MAHARASHTRA  27,Rural,Widowed,2754079,436221,2317858,2421259,385734,2035525,121654,16797,104857,8455,1256,7199,1259,265,994,175461,27619,147842,15775,2444,13331,7023,1581,5442
C-03_India,C0703,27,00,0000,State - MAHARASHTRA  27,Rural,Divorced/Separated,277019,58827,218192,236907,50400,186507,16188,2652,13536,585,167,418,139,48,91,21069,5001,16068,1114,276,838,716,197,519
C-03_India,C0703,27,00,0000,State - MAHARASHTRA  27,Rural,Unspecified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-03_India,C0703,27,00,0000,State - MAHARASHTRA  27,Urban,Total,41100980,21941919,19159061,29073349,15605535,13467814,7188933,3860444,3328489,898736,450709,448027,185726,100964,84762,2610137,1338094,1272043,1015286,520769,494517,104075,52098,51977
C-03_India,C0703,27,00,0000,State - MAHARASHTRA  27,Urban,Never married,20007961,11620150,8387811,13752173,8065268,5686905,3915527,2237209,1678318,430442,236262,194180,86101,50885,35216,1342478,757658,584820,424178,240799,183379,43910,24416,19494
C-03_India,C0703,27,00,0000,State - MAHARASHTRA  27,Urban,Married,19292344,10037977,9254367,14033982,7335379,6698603,3011274,1582817,1428457,417368,206821,210547,91954,48412,43542,1131473,561859,569614,544147,271391,272756,51652,25839,25813
C-03_India,C0703,27,00,0000,State - MAHARASHTRA  27,Urban,Widowed,1656583,247706,1408877,1190705,179735,1010970,233682,34563,199119,47647,6671,40976,7175,1503,5672,123744,15707,108037,44761,7741,37020,7911,1616,6295
C-03_India,C0703,27,00,0000,State - MAHARASHTRA  27,Urban,Divorced/Separated,144092,36086,108006,96489,25153,71336,28450,5855,22595,3279,955,2324,496,164,332,12442,2870,9572,2200,838,1362,602,227,375
C-03_India,C0703,27,00,0000,State - MAHARASHTRA  27,Urban,Unspecified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-03_India,C0703,28,00,0000,State - ANDHRA PRADESH  28,Total,Total,76210007,38527413,37682594,67836651,34278050,33558601,6986856,3562239,3424617,1181917,580319,601598,30998,17264,13734,32037,16342,15695,41846,21613,20233,4768,2450,2318
C-03_India,C0703,28,00,0000,State - ANDHRA PRADESH  28,Total,Never married,34602667,19460511,15142156,30279248,17072976,13206272,3680431,2041638,1638793,543612,289094,254518,14427,8577,5850,15873,8856,7017,19054,10672,8382,2232,1248,984
C-03_India,C0703,28,00,0000,State - ANDHRA PRADESH  28,Total,Married,37439010,18431061,19007949,33746820,16616754,17130066,3020543,1484628,1535915,574851,281127,293724,15631,8526,7105,14822,7275,7547,21609,10722,10887,2291,1149,1142
C-03_India,C0703,28,00,0000,State - ANDHRA PRADESH  28,Total,Widowed,3830910,559946,3270964,3497529,517639,2979890,267889,32253,235636,57696,8762,48934,883,151,732,1223,179,1044,1143,203,940,226,45,181
C-03_India,C0703,28,00,0000,State - ANDHRA PRADESH  28,Total,Divorced/Separated,337420,75895,261525,313054,70681,242373,17993,3720,14273,5758,1336,4422,57,10,47,119,32,87,40,16,24,19,8,11
C-03_India,C0703,28,00,0000,State - ANDHRA PRADESH  28,Total,Unspecified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-03_India,C0703,28,00,0000,State - ANDHRA PRADESH  28,Rural,Total,55401067,27937204,27463863,51739005,26093768,25645237,2928569,1480429,1448140,644573,316806,327767,5413,3105,2308,21150,10676,10474,1990,1084,906,1329,685,644
C-03_India,C0703,28,00,0000,State - ANDHRA PRADESH  28,Rural,Never married,24631998,13877972,10754026,22851445,12891548,9959897,1452199,807811,644388,285694,153952,131742,2445,1436,1009,10417,5757,4660,926,579,347,639,362,277
C-03_India,C0703,28,00,0000,State - ANDHRA PRADESH  28,Rural,Married,27516200,13540968,13975232,25821368,12708893,13112475,1333471,655043,678428,319830,156306,163524,2731,1628,1103,9734,4751,4983,978,487,491,631,310,321
C-03_India,C0703,28,00,0000,State - ANDHRA PRADESH  28,Rural,Widowed,2967774,454229,2513545,2796077,432247,2363830,132390,15632,116758,34998,5631,29367,215,39,176,899,141,758,80,18,62,55,12,43
