source_file,Table | Name,State | Code,Distt. | Code,Tehsil | Code,Area Name,Total/ | Rural/ | Urban/,Marital | status | 1,Total population | Persons | 2,Males | 3,Females | 4,Religious communities | Hindu | Persons | 5,Males | 6,Females | 7,Muslim | Persons | 8,Males | 9,Females | 10,Christian | Persons | 11,Males | 12,Females | 13,Sikh | Persons | 14,Males | 15,Females | 16,Buddhist | Persons | 17,Males | 18,Females | 19,Jain | Persons | 20,Males | 21,Females | 22,Other religious communities | Persons | 23,Males | 24,Females | 25
C-03_India,C0703,05,00,0000,State - UTTARANCHAL  05,Urban,Never married,1153719,668444,485275,876884,511768,365116,235997,133347,102650,7963,4183,3780,25907,15245,10662,2849,1533,1316,3603,2014,1589,142,102,40
C-03_India,C0703,05,00,0000,State - UTTARANCHAL  05,Urban,Married,946583,493692,452891,768754,402625,366129,139230,71206,68024,7117,3607,3510,25706,13294,12412,1185,631,554,4206,2097,2109,112,52,60
C-03_India,C0703,05,00,0000,State - UTTARANCHAL  05,Urban,Widowed,75490,17917,57573,61731,14092,47639,10400,2929,7471,622,142,480,2197,565,1632,156,73,83,343,96,247,15,7,8
C-03_India,C0703,05,00,0000,State - UTTARANCHAL  05,Urban,Divorced/Separated,3282,1281,2001,2523,1011,1512,582,192,390,31,16,15,125,53,72,3,2,1,15,5,10,1,1,0
C-03_India,C0703,05,00,0000,State - UTTARANCHAL  05,Urban,Unspecified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-03_India,C0703,06,00,0000,State - HARYANA  06,Total,Total,21144564,11363953,9780611,18655925,10041282,8614643,1222916,654040,568876,27185,14175,13010,1170662,618558,552104,7140,4004,3136,57167,29914,27253,1255,701,554
C-03_India,C0703,06,00,0000,State - HARYANA  06,Total,Never married,10618750,6234843,4383907,9301233,5484731,3816502,710420,398861,311559,14072,7585,6487,561295,325231,236064,3795,2285,1510,26051,14993,11058,646,406,240
C-03_India,C0703,06,00,0000,State - HARYANA  06,Total,Married,9753586,4902266,4851320,8662850,4354555,4308295,483774,245803,237971,12266,6353,5913,561201,278773,282428,3101,1637,1464,28854,14364,14490,550,277,273
C-03_India,C0703,06,00,0000,State - HARYANA  06,Total,Widowed,749094,215120,533974,671920,191860,480060,27585,8811,18774,792,210,582,46244,13598,32646,230,74,156,2188,530,1658,52,14,38
C-03_India,C0703,06,00,0000,State - HARYANA  06,Total,Divorced/Separated,23134,11724,11410,19922,10136,9786,1137,565,572,55,27,28,1922,956,966,14,8,6,74,27,47,7,4,3
C-03_India,C0703,06,00,0000,State - HARYANA  06,Total,Unspecified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-03_India,C0703,06,00,0000,State - HARYANA  06,Rural,Total,15029260,8052988,6976272,13076229,7018890,6057339,1045753,554478,491275,9675,5175,4500,884969,467523,417446,3974,2274,1700,6338,3380,2958,585,326,259
C-03_India,C0703,06,00,0000,State - HARYANA  06,Rural,Never married,7586194,4455403,3130791,6540164,3862295,2677869,607987,339105,268882,5316,2922,2394,426292,247217,179075,2127,1314,813,3080,1808,1272,298,184,114
C-03_India,C0703,06,00,0000,State - HARYANA  06,Rural,Married,6882032,3424985,3457047,6037727,3003851,3033876,412334,206967,205367,4053,2147,1906,422199,209101,213098,1694,907,787,3020,1508,1512,262,135,127
C-03_India,C0703,06,00,0000,State - HARYANA  06,Rural,Widowed,546245,164661,381584,485865,146010,339855,24454,7906,16548,285,92,193,35182,10524,24658,144,48,96,230,61,169,23,6,17
C-03_India,C0703,06,00,0000,State - HARYANA  06,Rural,Divorced/Separated,14789,7939,6850,12473,6734,5739,978,500,478,21,14,7,1296,681,615,9,5,4,8,3,5,2,1,1
C-03_India,C0703,06,00,0000,State - HARYANA  06,Rural,Unspecified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-03_India,C0703,06,00,0000,State - HARYANA  06,Urban,Total,6115304,3310965,2804339,5579696,3022392,2557304,177163,99562,77601,17510,9000,8510,285693,151035,134658,3166,1730,1436,50829,26534,24295,670,375,295
C-03_India,C0703,06,00,0000,State - HARYANA  06,Urban,Never married,3032556,1779440,1253116,2761069,1622436,1138633,102433,59756,42677,8756,4663,4093,135003,78014,56989,1668,971,697,22971,13185,9786,348,222,126
C-03_India,C0703,06,00,0000,State - HARYANA  06,Urban,Married,2871554,1477281,1394273,2625123,1350704,1274419,71440,38836,32604,8213,4206,4007,139002,69672,69330,1407,730,677,25834,12856,12978,288,142,146
C-03_India,C0703,06,00,0000,State - HARYANA  06,Urban,Widowed,202849,50459,152390,186055,45850,140205,3131,905,2226,507,118,389,11062,3074,7988,86,26,60,1958,469,1489,29,8,21
C-03_India,C0703,06,00,0000,State - HARYANA  06,Urban,Divorced/Separated,8345,3785,4560,7449,3402,4047,159,65,94,34,13,21,626,275,351,5,3,2,66,24,42,5,3,2
C-03_India,C0703,06,00,0000,State - HARYANA  06,Urban,Unspecified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-03_India,C0703,07,00,0000,State - DELHI  07,Total,Total,13850507,7607234,6243273,11358049,6249351,5108698,1623520,911006,712514,130319,62763,67556,555602,288675,266927,23705,12958,10747,155122,80150,74972,2174,1162,1012
C-03_India,C0703,07,00,0000,State - DELHI  07,Total,Never married,7000034,4083401,2916633,5637046,3299810,2337236,962201,561716,400485,66460,32412,34048,250787,142278,108509,12478,7232,5246,68905,38632,30273,1040,606,434
C-03_India,C0703,07,00,0000,State - DELHI  07,Total,Married,6418699,3411540,3007159,5361358,2855101,2506257,626243,340805,285438,59630,29509,30121,278613,139586,139027,10539,5505,5034,80472,40084,40388,1053,536,517
C-03_India,C0703,07,00,0000,State - DELHI  07,Total,Widowed,409527,103587,305940,342468,87453,255015,32385,7681,24704,3865,734,3131,24498,6127,18371,643,203,440,5510,1344,4166,67,14,53
C-03_India,C0703,07,00,0000,State - DELHI  07,Total,Divorced/Separated,22247,8706,13541,17177,6987,10190,2691,804,1887,364,108,256,1704,684,1020,45,18,27,235,90,145,14,6,8
C-03_India,C0703,07,00,0000,State - DELHI  07,Total,Unspecified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-03_India,C0703,07,00,0000,State - DELHI  07,Rural,Total,944727,522087,422640,847474,468880,378594,65300,36523,28777,6366,3147,3219,22174,11733,10441,1104,606,498,2054,1055,999,102,55,47
C-03_India,C0703,07,00,0000,State - DELHI  07,Rural,Never married,488286,287444,200842,433594,256051,177543,38608,22430,16178,3214,1640,1574,11248,6402,4846,582,341,241,907,498,409,54,32,22
C-03_India,C0703,07,00,0000,State - DELHI  07,Rural,Married,430300,227145,203155,389930,205905,184025,25622,13819,11803,2943,1459,1484,10127,5109,5018,481,252,229,1085,543,542,46,23,23
C-03_India,C0703,07,00,0000,State - DELHI  07,Rural,Widowed,25175,7067,18108,23133,6551,16582,1002,249,753,183,41,142,749,197,552,38,12,26,60,14,46,2,0,2
C-03_India,C0703,07,00,0000,State - DELHI  07,Rural,Divorced/Separated,966,431,535,817,373,444,68,25,43,26,7,19,50,25,25,3,1,2,2,0,2,0,0,0
C-03_India,C0703,07,00,0000,State - DELHI  07,Rural,Unspecified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-03_India,C0703,07,00,0000,State - DELHI  07,Urban,Total,12905780,7085147,5820633,10510575,5780471,4730104,1558220,874483,683737,123953,59616,64337,533428,276942,256486,22601,12352,10249,153068,79095,73973,2072,1107,965
C-03_India,C0703,07,00,0000,State - DELHI  07,Urban,Never married,6511748,3795957,2715791,5203452,3043759,2159693,923593,539286,384307,63246,30772,32474,239539,135876,103663,11896,6891,5005,67998,38134,29864,986,574,412
C-03_India,C0703,07,00,0000,State - DELHI  07,Urban,Married,5988399,3184395,2804004,4971428,2649196,2322232,600621,326986,273635,56687,28050,28637,268486,134477,134009,10058,5253,4805,79387,39541,39846,1007,513,494
C-03_India,C0703,07,00,0000,State - DELHI  07,Urban,Widowed,384352,96520,287832,319335,80902,238433,31383,7432,23951,3682,693,2989,23749,5930,17819,605,191,414,5450,1330,4120,65,14,51
C-03_India,C0703,07,00,0000,State - DELHI  07,Urban,Divorced/Separated,21281,8275,13006,16360,6614,9746,2623,779,1844,338,101,237,1654,659,995,42,17,25,233,90,143,14,6,8
C-03_India,C0703,07,00,0000,State - DELHI  07,Urban,Unspecified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-03_India,C0703,08,00,0000,State - RAJASTHAN  08,Total,Total,56507188,29420011,27087177,50151452,26122326,24029126,4788227,2482394,2305833,72660,36591,36069,818420,432534,385886,10335,5734,4601,650493,331871,318622,5253,2895,2358
C-03_India,C0703,08,00,0000,State - RAJASTHAN  08,Total,Never married,28214701,15958506,12256195,24837995,14080663,10757332,2634535,1459629,1174906,36921,19334,17587,400778,227878,172900,5274,3100,2174,291042,162986,128056,2493,1507,986
C-03_India,C0703,08,00,0000,State - RAJASTHAN  08,Total,Married,26071536,12879824,13191712,23305561,11511798,11793763,2005232,987760,1017472,33058,16569,16489,387148,195308,191840,4702,2504,2198,329060,162454,166606,2529,1317,1212
C-03_India,C0703,08,00,0000,State - RAJASTHAN  08,Total,Widowed,2128698,538972,1589726,1927391,491018,1436373,139182,32273,106909,2482,607,1875,29096,8612,20484,329,114,215,29588,6152,23436,220,67,153
C-03_India,C0703,08,00,0000,State - RAJASTHAN  08,Total,Divorced/Separated,92253,42709,49544,80505,38847,41658,9278,2732,6546,199,81,118,1398,736,662,30,16,14,803,279,524,11,4,7
C-03_India,C0703,08,00,0000,State - RAJASTHAN  08,Total,Unspecified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-03_India,C0703,08,00,0000,State - RAJASTHAN  08,Rural,Total,43292813,22426640,20866173,39886663,20657118,19229545,2470932,1282253,1188679,31035,15884,15151,670754,353467,317287,6970,3764,3206,215172,108010,107162,3722,2058,1664
C-03_India,C0703,08,00,0000,State - RAJASTHAN  08,Rural,Never married,21528416,12138272,9390144,19721625,11130735,8590890,1352839,751479,601360,16719,8972,7747,329479,187064,142415,3627,2104,1523,98274,54418,43856,1705,1034,671
C-03_India,C0703,08,00,0000,State - RAJASTHAN  08,Rural,Married,20005623,9808370,10197253,18523237,9077883,9445354,1040208,510136,530072,13424,6638,6786,316136,158473,157663,3067,1553,1514,104608,51209,53399,1848,962,886
C-03_India,C0703,08,00,0000,State - RAJASTHAN  08,Rural,Widowed,1688600,444526,1244074,1577289,415305,1161984,73753,19151,54602,826,236,590,24022,7308,16714,257,95,162,11992,2278,9714,160,58,102
C-03_India,C0703,08,00,0000,State - RAJASTHAN  08,Rural,Divorced/Separated,70174,35472,34702,64512,33195,31317,4132,1487,2645,66,38,28,1117,622,495,19,12,7,298,105,193,9,4,5
C-03_India,C0703,08,00,0000,State - RAJASTHAN  08,Rural,Unspecified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-03_India,C0703,08,00,0000,State - RAJASTHAN  08,Urban,Total,13214375,6993371,6221004,10264789,5465208,4799581,2317295,1200141,1117154,41625,20707,20918,147666,79067,68599,3365,1970,1395,435321,223861,211460,1531,837,694
C-03_India,C0703,08,00,0000,State - RAJASTHAN  08,Urban,Never married,6686285,3820234,2866051,5116370,2949928,2166442,1281696,708150,573546,20202,10362,9840,71299,40814,30485,1647,996,651,192768,108568,84200,788,473,315
C-03_India,C0703,08,00,0000,State - RAJASTHAN  08,Urban,Married,6065913,3071454,2994459,4782324,2433915,2348409,965024,477624,487400,19634,9931,9703,71012,36835,34177,1635,951,684,224452,111245,113207,681,355,326
C-03_India,C0703,08,00,0000,State - RAJASTHAN  08,Urban,Widowed,440098,94446,345652,350102,75713,274389,65429,13122,52307,1656,371,1285,5074,1304,3770,72,19,53,17596,3874,13722,60,9,51
C-03_India,C0703,08,00,0000,State - RAJASTHAN  08,Urban,Divorced/Separated,22079,7237,14842,15993,5652,10341,5146,1245,3901,133,43,90,281,114,167,11,4,7,505,174,331,2,0,2
C-03_India,C0703,08,00,0000,State - RAJASTHAN  08,Urban,Unspecified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-03_India,C0703,09,00,0000,State - UTTAR PRADESH  09,Total,Total,166197921,87565369,78632552,133979263,70756011,63223252,30740158,16028562,14711596,212578,108430,104148,678059,361320,316739,302031,159408,142623,207111,108350,98761,9281,4961,4320
C-03_India,C0703,09,00,0000,State - UTTAR PRADESH  09,Total,Never married,88749266,50293457,38455809,69717502,39761690,29955812,18281285,10106400,8174885,113934,61100,52834,333887,191046,142841,159408,90371,69037,98702,56177,42525,4850,2837,2013
C-03_India,C0703,09,00,0000,State - UTTAR PRADESH  09,Total,Married,71154770,34854050,36300720,58936439,28879853,30056586,11548954,5639410,5909544,90038,44635,45403,317706,161137,156569,130374,63759,66615,100196,49844,50352,4023,1997,2026
C-03_India,C0703,09,00,0000,State - UTTAR PRADESH  09,Total,Widowed,6049786,2286618,3763168,5136647,2003299,3133348,856929,263907,593022,8142,2489,5653,25480,8627,16853,11689,4942,6747,7937,2230,5707,388,120,268
C-03_India,C0703,09,00,0000,State - UTTAR PRADESH  09,Total,Divorced/Separated,244099,131244,112855,188675,111169,77506,52990,18845,34145,464,206,258,986,510,476,560,336,224,276,99,177,20,7,13
C-03_India,C0703,09,00,0000,State - UTTAR PRADESH  09,Total,Unspecified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-03_India,C0703,09,00,0000,State - UTTAR PRADESH  09,Rural,Total,131658339,69157470,62500869,111088238,58474777,52613461,19666297,10203987,9462310,91596,47375,44221,460605,244994,215611,260277,136843,123434,29903,15761,14142,6909,3713,3196
C-03_India,C0703,09,00,0000,State - UTTAR PRADESH  09,Rural,Never married,69649251,39427087,30222164,57707019,32833712,24873307,11472657,6326691,5145966,50677,27658,23019,232837,132648,100189,136176,76951,59225,15246,8668,6578,3643,2128,1515
C-03_India,C0703,09,00,0000,State - UTTAR PRADESH  09,Rural,Married,56899101,27668971,29230130,48882906,23787919,25094987,7616960,3682853,3934107,37681,18496,19185,210607,105963,104644,113216,55134,58082,13448,6663,6785,3002,1491,1511
C-03_India,C0703,09,00,0000,State - UTTAR PRADESH  09,Rural,Widowed,4915379,1949175,2966204,4338779,1754919,2583860,543002,181218,361784,3073,1138,1935,16582,6054,10528,10381,4457,5924,1173,420,753,252,89,163
C-03_India,C0703,09,00,0000,State - UTTAR PRADESH  09,Rural,Divorced/Separated,194608,112237,82371,159534,98227,61307,33678,13225,20453,165,83,82,579,329,250,504,301,203,36,10,26,12,5,7
C-03_India,C0703,09,00,0000,State - UTTAR PRADESH  09,Rural,Unspecified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-03_India,C0703,09,00,0000,State - UTTAR PRADESH  09,Urban,Total,34539582,18407899,16131683,22891025,12281234,10609791,11073861,5824575,5249286,120982,61055,59927,217454,116326,101128,41754,22565,19189,177208,92589,84619,2372,1248,1124
C-03_India,C0703,09,00,0000,State - UTTAR PRADESH  09,Urban,Never married,19100015,10866370,8233645,12010483,6927978,5082505,6808628,3779709,3028919,63257,33442,29815,101050,58398,42652,23232,13420,9812,83456,47509,35947,1207,709,498
C-03_India,C0703,09,00,0000,State - UTTAR PRADESH  09,Urban,Married,14255669,7185079,7070590,10053533,5091934,4961599,3931994,1956557,1975437,52357,26139,26218,107099,55174,51925,17158,8625,8533,86748,43181,43567,1021,506,515
C-03_India,C0703,09,00,0000,State - UTTAR PRADESH  09,Urban,Widowed,1134407,337443,796964,797868,248380,549488,313927,82689,231238,5069,1351,3718,8898,2573,6325,1308,485,823,6764,1810,4954,136,31,105
C-03_India,C0703,09,00,0000,State - UTTAR PRADESH  09,Urban,Divorced/Separated,49491,19007,30484,29141,12942,16199,19312,5620,13692,299,123,176,407,181,226,56,35,21,240,89,151,8,2,6
C-03_India,C0703,09,00,0000,State - UTTAR PRADESH  09,Urban,Unspecified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-03_India,C0703,10,00,0000,State - BIHAR  10,Total,Total,82998509,43243795,39754714,69076919,36077374,32999545,13722048,7061908,6660140,53137,26913,26224,20780,11057,9723,18818,10220,8598,16085,8446,7639,52905,27336,25569
C-03_India,C0703,10,00,0000,State - BIHAR  10,Total,Never married,43164597,24352461,18812136,35174261,19945380,15228881,7884010,4347500,3536510,29937,15645,14292,10420,5995,4425,9758,5809,3949,7419,4275,3144,27887,15423,12464
C-03_India,C0703,10,00,0000,State - BIHAR  10,Total,Married,37007560,17988107,19019453,31499681,15321174,16178507,5422652,2624419,2798233,21141,10743,10398,9471,4796,4675,8430,4183,4247,8043,4027,4016,22593,11122,11471
C-03_India,C0703,10,00,0000,State - BIHAR  10,Total,Widowed,2770080,882505,1887575,2363167,793231,1569936,399194,86941,312253,1975,503,1472,861,256,605,614,219,395,611,139,472,2326,761,1565
C-03_India,C0703,10,00,0000,State - BIHAR  10,Total,Divorced/Separated,56272,20722,35550,39810,17589,22221,16192,3048,13144,84,22,62,28,10,18,16,9,7,12,5,7,99,30,69
C-03_India,C0703,10,00,0000,State - BIHAR  10,Total,Unspecified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-03_India,C0703,10,00,0000,State - BIHAR  10,Rural,Total,74316709,38594996,35721713,62156655,32355079,29801576,12020009,6166355,5853654,30004,15626,14378,8037,4254,3783,15945,8505,7440,3182,1671,1511,48488,24944,23544
C-03_India,C0703,10,00,0000,State - BIHAR  10,Rural,Never married,38450697,21632574,16818123,31521174,17820765,13700409,6854875,3769649,3085226,16372,8961,7411,4230,2428,1802,8112,4715,3397,1593,907,686,25384,13945,11439
C-03_India,C0703,10,00,0000,State - BIHAR  10,Rural,Married,33329533,16136664,17192869,28465481,13789197,14676284,4804374,2317896,2486478,12384,6322,6062,3495,1728,1767,7286,3591,3695,1473,740,733,20857,10255,10602
C-03_India,C0703,10,00,0000,State - BIHAR  10,Rural,Widowed,2487131,807078,1680053,2134729,729111,1405618,346874,76194,270680,1204,332,872,303,97,206,531,190,341,113,24,89,2154,715,1439
C-03_India,C0703,10,00,0000,State - BIHAR  10,Rural,Divorced/Separated,49348,18680,30668,35271,16006,19265,13886,2616,11270,44,11,33,9,1,8,16,9,7,3,0,3,93,29,64
C-03_India,C0703,10,00,0000,State - BIHAR  10,Rural,Unspecified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-03_India,C0703,10,00,0000,State - BIHAR  10,Urban,Total,8681800,4648799,4033001,6920264,3722295,3197969,1702039,895553,806486,23133,11287,11846,12743,6803,5940,2873,1715,1158,12903,6775,6128,4417,2392,2025
C-03_India,C0703,10,00,0000,State - BIHAR  10,Urban,Never married,4713900,2719887,1994013,3653087,2124615,1528472,1029135,577851,451284,13565,6684,6881,6190,3567,2623,1646,1094,552,5826,3368,2458,2503,1478,1025
C-03_India,C0703,10,00,0000,State - BIHAR  10,Urban,Married,3678027,1851443,1826584,3034200,1531977,1502223,618278,306523,311755,8757,4421,4336,5976,3068,2908,1144,592,552,6570,3287,3283,1736,867,869
C-03_India,C0703,10,00,0000,State - BIHAR  10,Urban,Widowed,282949,75427,207522,228438,64120,164318,52320,10747,41573,771,171,600,558,159,399,83,29,54,498,115,383,172,46,126
C-03_India,C0703,10,00,0000,State - BIHAR  10,Urban,Divorced/Separated,6924,2042,4882,4539,1583,2956,2306,432,1874,40,11,29,19,9,10,0,0,0,9,5,4,6,1,5
C-03_India,C0703,10,00,0000,State - BIHAR  10,Urban,Unspecified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-03_India,C0703,11,00,0000,State - SIKKIM  11,Total,Total,540851,288484,252367,329548,177900,151648,7693,5346,2347,36115,18428,17687,1176,1061,115,152042,78191,73851,183,110,73,12926,6519,6407
C-03_India,C0703,11,00,0000,State - SIKKIM  11,Total,Never married,303669,166569,137100,183408,101529,81879,4168,2862,1306,20211,10732,9479,341,286,55,87457,46860,40597,87,59,28,7584,3955,3629
C-03_India,C0703,11,00,0000,State - SIKKIM  11,Total,Married,217164,114268,102896,134503,71842,62661,3409,2435,974,14364,7213,7151,832,773,59,58442,28994,29448,89,49,40,4789,2330,2459
C-03_India,C0703,11,00,0000,State - SIKKIM  11,Total,Widowed,15474,5469,10005,8807,3157,5650,84,29,55,1137,315,822,2,1,1,4979,1773,3206,6,1,5,444,184,260
C-03_India,C0703,11,00,0000,State - SIKKIM  11,Total,Divorced/Separated,4544,2178,2366,2830,1372,1458,32,20,12,403,168,235,1,1,0,1164,564,600,1,1,0,109,50,59
C-03_India,C0703,11,00,0000,State - SIKKIM  11,Total,Unspecified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-03_India,C0703,11,00,0000,State - SIKKIM  11,Rural,Total,480981,255774,225207,290384,156202,134182,4913,3393,1520,32192,16485,15707,1084,1009,75,138597,71364,67233,57,37,20,12668,6397,6271
C-03_India,C0703,11,00,0000,State - SIKKIM  11,Rural,Never married,271799,148785,123014,162684,89817,72867,2742,1870,872,18078,9632,8446,304,265,39,80155,43036,37119,28,19,9,7437,3885,3552
C-03_India,C0703,11,00,0000,State - SIKKIM  11,Rural,Married,190814,99795,91019,117051,62150,54901,2092,1487,605,12729,6400,6329,777,742,35,52758,26106,26652,26,16,10,4683,2278,2405
C-03_India,C0703,11,00,0000,State - SIKKIM  11,Rural,Widowed,14157,5141,9016,8014,2941,5073,56,20,36,1024,300,724,2,1,1,4606,1686,2920,2,1,1,439,184,255
C-03_India,C0703,11,00,0000,State - SIKKIM  11,Rural,Divorced/Separated,4211,2053,2158,2635,1294,1341,23,16,7,361,153,208,1,1,0,1078,536,542,1,1,0,109,50,59
C-03_India,C0703,11,00,0000,State - SIKKIM  11,Rural,Unspecified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-03_India,C0703,11,00,0000,State - SIKKIM  11,Urban,Total,59870,32710,27160,39164,21698,17466,2780,1953,827,3923,1943,1980,92,52,40,13445,6827,6618,126,73,53,258,122,136
C-03_India,C0703,11,00,0000,State - SIKKIM  11,Urban,Never married,31870,17784,14086,20724,11712,9012,1426,992,434,2133,1100,1033,37,21,16,7302,3824,3478,59,40,19,147,70,77
C-03_India,C0703,11,00,0000,State - SIKKIM  11,Urban,Married,26350,14473,11877,17452,9692,7760,1317,948,369,1635,813,822,55,31,24,5684,2888,2796,63,33,30,106,52,54
C-03_India,C0703,11,00,0000,State - SIKKIM  11,Urban,Widowed,1317,328,989,793,216,577,28,9,19,113,15,98,0,0,0,373,87,286,4,0,4,5,0,5
C-03_India,C0703,11,00,0000,State - SIKKIM  11,Urban,Divorced/Separated,333,125,208,195,78,117,9,4,5,42,15,27,0,0,0,86,28,58,0,0,0,0,0,0
C-03_India,C0703,11,00,0000,State - SIKKIM  11,Urban,Unspecified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-03_India,C0703,12,00,0000,State - ARUNACHAL PRADESH  12,Total,Total,1097968,579941,518027,379935,217195,162740,20675,12726,7949,205548,102606,102942,1865,1475,390,143028,72618,70410,216,130,86,337399,168613,168786
C-03_India,C0703,12,00,0000,State - ARUNACHAL PRADESH  12,Total,Never married,618772,338401,280371,202802,116584,86218,11208,6970,4238,121095,63737,57358,651,461,190,82655,44093,38562,98,66,32,195329,103904,91425
C-03_India,C0703,12,00,0000,State - ARUNACHAL PRADESH  12,Total,Married,440422,231235,209187,167756,97595,70161,9219,5683,3536,76667,37127,39540,1195,1009,186,54552,26790,27762,116,64,52,127273,61195,66078
C-03_India,C0703,12,00,0000,State - ARUNACHAL PRADESH  12,Total,Widowed,34216,8577,25639,8135,2327,5808,178,33,145,7082,1525,5557,16,3,13,4996,1448,3548,2,0,2,13171,3047,10124
C-03_India,C0703,12,00,0000,State - ARUNACHAL PRADESH  12,Total,Divorced/Separated,4558,1728,2830,1242,689,553,70,40,30,704,217,487,3,2,1,825,287,538,0,0,0,1626,467,1159
C-03_India,C0703,12,00,0000,State - ARUNACHAL PRADESH  12,Total,Unspecified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-03_India,C0703,12,00,0000,State - ARUNACHAL PRADESH  12,Rural,Total,870087,454680,415407,258225,146466,111759,10369,6411,3958,183338,91695,91643,864,706,158,132323,67107,65216,86,52,34,275798,137749,138049
C-03_India,C0703,12,00,0000,State - ARUNACHAL PRADESH  12,Rural,Never married,491737,268072,223665,140773,80635,60138,5599,3472,2127,107732,57055,50677,276,208,68,76430,40721,35709,36,26,10,156119,83425,72694
C-03_India,C0703,12,00,0000,State - ARUNACHAL PRADESH  12,Rural,Married,344195,177210,166985,110403,63384,47019,4647,2894,1753,68338,32971,35367,581,496,85,50341,24702,25639,49,26,23,106247,50993,55254
C-03_India,C0703,12,00,0000,State - ARUNACHAL PRADESH  12,Rural,Widowed,30312,7940,22372,6148,1940,4208,85,21,64,6655,1472,5183,5,0,5,4772,1407,3365,1,0,1,12010,2906,9104
C-03_India,C0703,12,00,0000,State - ARUNACHAL PRADESH  12,Rural,Divorced/Separated,3843,1458,2385,901,507,394,38,24,14,613,197,416,2,2,0,780,277,503,0,0,0,1422,425,997
C-03_India,C0703,12,00,0000,State - ARUNACHAL PRADESH  12,Rural,Unspecified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-03_India,C0703,12,00,0000,State - ARUNACHAL PRADESH  12,Urban,Total,227881,125261,102620,121710,70729,50981,10306,6315,3991,22210,10911,11299,1001,769,232,10705,5511,5194,130,78,52,61601,30864,30737
C-03_India,C0703,12,00,0000,State - ARUNACHAL PRADESH  12,Urban,Never married,127035,70329,56706,62029,35949,26080,5609,3498,2111,13363,6682,6681,375,253,122,6225,3372,2853,62,40,22,39210,20479,18731
C-03_India,C0703,12,00,0000,State - ARUNACHAL PRADESH  12,Urban,Married,96227,54025,42202,57353,34211,23142,4572,2789,1783,8329,4156,4173,614,513,101,4211,2088,2123,67,38,29,21026,10202,10824
C-03_India,C0703,12,00,0000,State - ARUNACHAL PRADESH  12,Urban,Widowed,3904,637,3267,1987,387,1600,93,12,81,427,53,374,11,3,8,224,41,183,1,0,1,1161,141,1020
C-03_India,C0703,12,00,0000,State - ARUNACHAL PRADESH  12,Urban,Divorced/Separated,715,270,445,341,182,159,32,16,16,91,20,71,1,0,1,45,10,35,0,0,0,204,42,162
C-03_India,C0703,12,00,0000,State - ARUNACHAL PRADESH  12,Urban,Unspecified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-03_India,C0703,13,00,0000,State - NAGALAND  13,Total,Total,1990036,1047141,942895,153162,96808,56354,35005,21690,13315,1790349,922406,867943,1152,774,378,1356,761,595,2093,1130,963,6108,3150,2958
C-03_India,C0703,13,00,0000,State - NAGALAND  13,Total,Never married,1272698,689774,582924,77014,47868,29146,20548,13218,7330,1168760,625176,543584,484,291,193,753,419,334,939,553,386,3673,1961,1712
C-03_India,C0703,13,00,0000,State - NAGALAND  13,Total,Married,672651,345204,327447,73268,47971,25297,13959,8311,5648,580699,286337,294362,653,479,174,570,330,240,1113,569,544,2136,1083,1053
