source_file,Table | Name,State | Code,Distt. | Code,Tehsil | Code,Area Name,Total/ | Rural/ | Urban/,Age | 1,Total | Persons | 2,Males | 3,Females | 4,Attending educational institution | Main workers | Persons | 5,Males | 6,Females | 7,Marginal workers | Persons | 8,Males | 9,Females | 10,Non-workers | Persons | 11,Males | 12,Females | 13,Not attending educational institution | Main workers | Persons | 14,Males | 15,Females | 16,Marginal workers | Persons | 17,Males | 18,Females | 19,Non-workers | Persons | 20,Males | 21,Females | 22
C-12_(ST)_Andaman_and_Nicobar_Islands,C0412ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,5-19,9027,4688,4339,35,27,8,423,234,189,5191,2653,2538,269,227,42,690,353,337,2419,1194,1225
C-12_(ST)_Andaman_and_Nicobar_Islands,C0412ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,5,626,320,306,0,0,0,0,0,0,84,43,41,2,1,1,0,0,0,540,276,264
C-12_(ST)_Andaman_and_Nicobar_Islands,C0412ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,6,643,330,313,0,0,0,2,2,0,240,117,123,0,0,0,3,1,2,398,210,188
C-12_(ST)_Andaman_and_Nicobar_Islands,C0412ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,7,464,257,207,3,3,0,0,0,0,310,167,143,1,1,0,4,2,2,146,84,62
C-12_(ST)_Andaman_and_Nicobar_Islands,C0412ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,8,578,310,268,0,0,0,4,1,3,431,232,199,1,0,1,2,2,0,140,75,65
C-12_(ST)_Andaman_and_Nicobar_Islands,C0412ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,9,531,282,249,2,1,1,8,2,6,414,229,185,1,0,1,3,2,1,103,48,55
C-12_(ST)_Andaman_and_Nicobar_Islands,C0412ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,10,771,410,361,0,0,0,24,13,11,580,305,275,4,4,0,22,7,15,141,81,60
C-12_(ST)_Andaman_and_Nicobar_Islands,C0412ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,11,502,261,241,0,0,0,16,10,6,415,215,200,4,3,1,6,2,4,61,31,30
C-12_(ST)_Andaman_and_Nicobar_Islands,C0412ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,12,758,394,364,1,1,0,44,30,14,580,305,275,2,1,1,25,10,15,106,47,59
C-12_(ST)_Andaman_and_Nicobar_Islands,C0412ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,13,583,291,292,2,0,2,27,14,13,445,225,220,5,3,2,30,12,18,74,37,37
C-12_(ST)_Andaman_and_Nicobar_Islands,C0412ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,14,576,305,271,4,4,0,47,28,19,406,207,199,6,5,1,48,27,21,65,34,31
C-12_(ST)_Andaman_and_Nicobar_Islands,C0412ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,15,668,350,318,9,6,3,51,29,22,400,199,201,27,24,3,67,42,25,114,50,64
C-12_(ST)_Andaman_and_Nicobar_Islands,C0412ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,16,621,318,303,5,5,0,55,25,30,316,151,165,34,30,4,94,52,42,117,55,62
C-12_(ST)_Andaman_and_Nicobar_Islands,C0412ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,17,457,238,219,4,3,1,45,24,21,205,92,113,39,37,2,73,43,30,91,39,52
C-12_(ST)_Andaman_and_Nicobar_Islands,C0412ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,18,708,349,359,4,3,1,65,36,29,224,100,124,71,61,10,149,66,83,195,83,112
C-12_(ST)_Andaman_and_Nicobar_Islands,C0412ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,19,541,273,268,1,1,0,35,20,15,141,66,75,72,57,15,164,85,79,128,44,84
C-12_(ST)_Andaman_and_Nicobar_Islands,C0412ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Rural,5-19,8736,4550,4186,35,27,8,423,234,189,4958,2546,2412,264,222,42,690,353,337,2366,1168,1198
C-12_(ST)_Andaman_and_Nicobar_Islands,C0412ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Rural,5,600,308,292,0,0,0,0,0,0,74,39,35,2,1,1,0,0,0,524,268,256
C-12_(ST)_Andaman_and_Nicobar_Islands,C0412ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Rural,6,622,321,301,0,0,0,2,2,0,229,112,117,0,0,0,3,1,2,388,206,182
C-12_(ST)_Andaman_and_Nicobar_Islands,C0412ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Rural,7,454,249,205,3,3,0,0,0,0,301,159,142,1,1,0,4,2,2,145,84,61
C-12_(ST)_Andaman_and_Nicobar_Islands,C0412ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Rural,8,553,297,256,0,0,0,4,1,3,408,220,188,1,0,1,2,2,0,138,74,64
C-12_(ST)_Andaman_and_Nicobar_Islands,C0412ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Rural,9,515,273,242,2,1,1,8,2,6,399,220,179,1,0,1,3,2,1,102,48,54
C-12_(ST)_Andaman_and_Nicobar_Islands,C0412ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Rural,10,754,402,352,0,0,0,24,13,11,563,297,266,4,4,0,22,7,15,141,81,60
C-12_(ST)_Andaman_and_Nicobar_Islands,C0412ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Rural,11,488,253,235,0,0,0,16,10,6,401,207,194,4,3,1,6,2,4,61,31,30
C-12_(ST)_Andaman_and_Nicobar_Islands,C0412ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Rural,12,731,381,350,1,1,0,44,30,14,553,292,261,2,1,1,25,10,15,106,47,59
C-12_(ST)_Andaman_and_Nicobar_Islands,C0412ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Rural,13,569,284,285,2,0,2,27,14,13,431,218,213,5,3,2,30,12,18,74,37,37
C-12_(ST)_Andaman_and_Nicobar_Islands,C0412ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Rural,14,564,303,261,4,4,0,47,28,19,396,205,191,6,5,1,48,27,21,63,34,29
C-12_(ST)_Andaman_and_Nicobar_Islands,C0412ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Rural,15,649,343,306,9,6,3,51,29,22,384,194,190,27,24,3,67,42,25,111,48,63
C-12_(ST)_Andaman_and_Nicobar_Islands,C0412ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Rural,16,602,307,295,5,5,0,55,25,30,299,142,157,34,30,4,94,52,42,115,53,62
C-12_(ST)_Andaman_and_Nicobar_Islands,C0412ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Rural,17,434,227,207,4,3,1,45,24,21,187,85,102,38,36,2,73,43,30,87,36,51
C-12_(ST)_Andaman_and_Nicobar_Islands,C0412ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Rural,18,683,339,344,4,3,1,65,36,29,204,92,112,71,61,10,149,66,83,190,81,109
C-12_(ST)_Andaman_and_Nicobar_Islands,C0412ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Rural,19,518,263,255,1,1,0,35,20,15,129,64,65,68,53,15,164,85,79,121,40,81
C-12_(ST)_Andaman_and_Nicobar_Islands,C0412ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Urban,5-19,291,138,153,0,0,0,0,0,0,233,107,126,5,5,0,0,0,0,53,26,27
C-12_(ST)_Andaman_and_Nicobar_Islands,C0412ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Urban,5,26,12,14,0,0,0,0,0,0,10,4,6,0,0,0,0,0,0,16,8,8
C-12_(ST)_Andaman_and_Nicobar_Islands,C0412ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Urban,6,21,9,12,0,0,0,0,0,0,11,5,6,0,0,0,0,0,0,10,4,6
C-12_(ST)_Andaman_and_Nicobar_Islands,C0412ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Urban,7,10,8,2,0,0,0,0,0,0,9,8,1,0,0,0,0,0,0,1,0,1
C-12_(ST)_Andaman_and_Nicobar_Islands,C0412ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Urban,8,25,13,12,0,0,0,0,0,0,23,12,11,0,0,0,0,0,0,2,1,1
C-12_(ST)_Andaman_and_Nicobar_Islands,C0412ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Urban,9,16,9,7,0,0,0,0,0,0,15,9,6,0,0,0,0,0,0,1,0,1
C-12_(ST)_Andaman_and_Nicobar_Islands,C0412ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Urban,10,17,8,9,0,0,0,0,0,0,17,8,9,0,0,0,0,0,0,0,0,0
C-12_(ST)_Andaman_and_Nicobar_Islands,C0412ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Urban,11,14,8,6,0,0,0,0,0,0,14,8,6,0,0,0,0,0,0,0,0,0
C-12_(ST)_Andaman_and_Nicobar_Islands,C0412ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Urban,12,27,13,14,0,0,0,0,0,0,27,13,14,0,0,0,0,0,0,0,0,0
C-12_(ST)_Andaman_and_Nicobar_Islands,C0412ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Urban,13,14,7,7,0,0,0,0,0,0,14,7,7,0,0,0,0,0,0,0,0,0
C-12_(ST)_Andaman_and_Nicobar_Islands,C0412ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Urban,14,12,2,10,0,0,0,0,0,0,10,2,8,0,0,0,0,0,0,2,0,2
C-12_(ST)_Andaman_and_Nicobar_Islands,C0412ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Urban,15,19,7,12,0,0,0,0,0,0,16,5,11,0,0,0,0,0,0,3,2,1
C-12_(ST)_Andaman_and_Nicobar_Islands,C0412ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Urban,16,19,11,8,0,0,0,0,0,0,17,9,8,0,0,0,0,0,0,2,2,0
C-12_(ST)_Andaman_and_Nicobar_Islands,C0412ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Urban,17,23,11,12,0,0,0,0,0,0,18,7,11,1,1,0,0,0,0,4,3,1
C-12_(ST)_Andaman_and_Nicobar_Islands,C0412ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Urban,18,25,10,15,0,0,0,0,0,0,20,8,12,0,0,0,0,0,0,5,2,3
C-12_(ST)_Andaman_and_Nicobar_Islands,C0412ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Urban,19,23,10,13,0,0,0,0,0,0,12,2,10,4,4,0,0,0,0,7,4,3
C-12_(ST)_Andhra_Pradesh,C0412ST,28,00,0000,State - ANDHRA PRADESH  28,Total,5-19,1859925,974217,885708,15314,9267,6047,10910,5977,4933,940390,561411,378979,327666,163560,164106,130816,48855,81961,434829,185147,249682
C-12_(ST)_Andhra_Pradesh,C0412ST,28,00,0000,State - ANDHRA PRADESH  28,Total,5,141533,72466,69067,166,89,77,90,38,52,42181,22441,19740,1024,516,508,484,237,247,97588,49145,48443
C-12_(ST)_Andhra_Pradesh,C0412ST,28,00,0000,State - ANDHRA PRADESH  28,Total,6,160672,81396,79276,381,215,166,254,146,108,88325,46732,41593,1270,590,680,670,267,403,69772,33446,36326
C-12_(ST)_Andhra_Pradesh,C0412ST,28,00,0000,State - ANDHRA PRADESH  28,Total,7,146183,74768,71415,487,255,232,406,201,205,107587,57706,49881,1872,911,961,980,390,590,34851,15305,19546
C-12_(ST)_Andhra_Pradesh,C0412ST,28,00,0000,State - ANDHRA PRADESH  28,Total,8,194046,99486,94560,808,466,342,816,385,431,139719,76993,62726,5691,2505,3186,3265,1166,2099,43747,17971,25776
C-12_(ST)_Andhra_Pradesh,C0412ST,28,00,0000,State - ANDHRA PRADESH  28,Total,9,135715,72187,63528,663,377,286,672,321,351,102860,58848,44012,5688,2535,3153,3193,1160,2033,22639,8946,13693
C-12_(ST)_Andhra_Pradesh,C0412ST,28,00,0000,State - ANDHRA PRADESH  28,Total,10,188606,99945,88661,1265,742,523,1246,636,610,117804,70160,47644,18677,8720,9957,9909,3696,6213,39705,15991,23714
C-12_(ST)_Andhra_Pradesh,C0412ST,28,00,0000,State - ANDHRA PRADESH  28,Total,11,89995,49719,40276,574,320,254,560,314,246,63697,39233,24464,8431,3831,4600,4435,1512,2923,12298,4509,7789
C-12_(ST)_Andhra_Pradesh,C0412ST,28,00,0000,State - ANDHRA PRADESH  28,Total,12,158888,85472,73416,1463,885,578,1240,696,544,83491,53183,30308,29644,14045,15599,14550,5458,9092,28500,11205,17295
C-12_(ST)_Andhra_Pradesh,C0412ST,28,00,0000,State - ANDHRA PRADESH  28,Total,13,96586,52583,44003,957,535,422,854,451,403,52087,34299,17788,19815,8958,10857,9212,3249,5963,13661,5091,8570
C-12_(ST)_Andhra_Pradesh,C0412ST,28,00,0000,State - ANDHRA PRADESH  28,Total,14,100321,54966,45355,1269,804,465,927,510,417,44731,30449,14282,27985,13712,14273,11965,4553,7412,13444,4938,8506
C-12_(ST)_Andhra_Pradesh,C0412ST,28,00,0000,State - ANDHRA PRADESH  28,Total,15,108897,61605,47292,1555,998,557,950,588,362,33950,24005,9945,41941,23411,18530,16156,7058,9098,14345,5545,8800
C-12_(ST)_Andhra_Pradesh,C0412ST,28,00,0000,State - ANDHRA PRADESH  28,Total,16,95776,50568,45208,1495,965,530,858,506,352,23750,16953,6797,42010,22025,19985,15155,5878,9277,12508,4241,8267
C-12_(ST)_Andhra_Pradesh,C0412ST,28,00,0000,State - ANDHRA PRADESH  28,Total,17,54745,30661,24084,891,606,285,473,298,175,14910,11016,3894,23806,13285,10521,7886,3193,4693,6779,2263,4516
C-12_(ST)_Andhra_Pradesh,C0412ST,28,00,0000,State - ANDHRA PRADESH  28,Total,18,133100,63145,69955,2339,1455,884,1078,624,454,17481,13289,4192,71347,35021,36326,23717,8145,15572,17138,4611,12527
C-12_(ST)_Andhra_Pradesh,C0412ST,28,00,0000,State - ANDHRA PRADESH  28,Total,19,54862,25250,29612,1001,555,446,486,263,223,7817,6104,1713,28465,13495,14970,9239,2893,6346,7854,1940,5914
C-12_(ST)_Andhra_Pradesh,C0412ST,28,00,0000,State - ANDHRA PRADESH  28,Rural,5-19,1710677,895525,815152,14544,8774,5770,10594,5796,4798,845145,507584,337561,316840,156872,159968,127451,47168,80283,396103,169331,226772
C-12_(ST)_Andhra_Pradesh,C0412ST,28,00,0000,State - ANDHRA PRADESH  28,Rural,5,131337,67227,64110,146,75,71,87,36,51,38826,20687,18139,973,489,484,463,222,241,90842,45718,45124
C-12_(ST)_Andhra_Pradesh,C0412ST,28,00,0000,State - ANDHRA PRADESH  28,Rural,6,150682,76186,74496,349,195,154,247,140,107,82882,43855,39027,1226,565,661,644,252,392,65334,31179,34155
C-12_(ST)_Andhra_Pradesh,C0412ST,28,00,0000,State - ANDHRA PRADESH  28,Rural,7,135303,69184,66119,452,235,217,394,195,199,99317,53396,45921,1786,856,930,957,377,580,32397,14125,18272
C-12_(ST)_Andhra_Pradesh,C0412ST,28,00,0000,State - ANDHRA PRADESH  28,Rural,8,180566,92441,88125,763,438,325,793,375,418,129230,71377,57853,5569,2442,3127,3196,1134,2062,41015,16675,24340
C-12_(ST)_Andhra_Pradesh,C0412ST,28,00,0000,State - ANDHRA PRADESH  28,Rural,9,124679,66313,58366,631,361,270,649,312,337,93696,53782,39914,5563,2478,3085,3128,1132,1996,21012,8248,12764
C-12_(ST)_Andhra_Pradesh,C0412ST,28,00,0000,State - ANDHRA PRADESH  28,Rural,10,174100,92055,82045,1212,712,500,1210,616,594,106948,64010,42938,18220,8466,9754,9721,3604,6117,36789,14647,22142
C-12_(ST)_Andhra_Pradesh,C0412ST,28,00,0000,State - ANDHRA PRADESH  28,Rural,11,81310,45084,36226,535,300,235,541,305,236,56486,35237,21249,8194,3712,4482,4355,1469,2886,11199,4061,7138
C-12_(ST)_Andhra_Pradesh,C0412ST,28,00,0000,State - ANDHRA PRADESH  28,Rural,12,146255,78796,67459,1378,832,546,1216,679,537,74409,48112,26297,28908,13626,15282,14280,5331,8949,26064,10216,15848
C-12_(ST)_Andhra_Pradesh,C0412ST,28,00,0000,State - ANDHRA PRADESH  28,Rural,13,87400,47682,39718,908,503,405,831,443,388,45182,30336,14846,19222,8651,10571,9002,3162,5840,12255,4587,7668
C-12_(ST)_Andhra_Pradesh,C0412ST,28,00,0000,State - ANDHRA PRADESH  28,Rural,14,91666,50168,41498,1213,764,449,907,503,404,38743,26860,11883,27214,13238,13976,11714,4426,7288,11875,4377,7498
C-12_(ST)_Andhra_Pradesh,C0412ST,28,00,0000,State - ANDHRA PRADESH  28,Rural,15,99900,56614,43286,1494,957,537,920,572,348,28844,20951,7893,40577,22514,18063,15722,6820,8902,12343,4800,7543
C-12_(ST)_Andhra_Pradesh,C0412ST,28,00,0000,State - ANDHRA PRADESH  28,Rural,16,87569,46267,41302,1439,931,508,833,488,345,19398,14406,4992,40677,21190,19487,14729,5640,9089,10493,3612,6881
C-12_(ST)_Andhra_Pradesh,C0412ST,28,00,0000,State - ANDHRA PRADESH  28,Rural,17,48575,27164,21411,838,562,276,453,282,171,11478,8848,2630,22853,12614,10239,7632,3054,4578,5321,1804,3517
C-12_(ST)_Andhra_Pradesh,C0412ST,28,00,0000,State - ANDHRA PRADESH  28,Rural,18,122151,57926,64225,2238,1383,855,1048,602,446,13938,11021,2917,68662,33367,35295,22980,7797,15183,13285,3756,9529
C-12_(ST)_Andhra_Pradesh,C0412ST,28,00,0000,State - ANDHRA PRADESH  28,Rural,19,49184,22418,26766,948,526,422,465,248,217,5768,4706,1062,27196,12664,14532,8928,2748,6180,5879,1526,4353
C-12_(ST)_Andhra_Pradesh,C0412ST,28,00,0000,State - ANDHRA PRADESH  28,Urban,5-19,149248,78692,70556,770,493,277,316,181,135,95245,53827,41418,10826,6688,4138,3365,1687,1678,38726,15816,22910
C-12_(ST)_Andhra_Pradesh,C0412ST,28,00,0000,State - ANDHRA PRADESH  28,Urban,5,10196,5239,4957,20,14,6,3,2,1,3355,1754,1601,51,27,24,21,15,6,6746,3427,3319
C-12_(ST)_Andhra_Pradesh,C0412ST,28,00,0000,State - ANDHRA PRADESH  28,Urban,6,9990,5210,4780,32,20,12,7,6,1,5443,2877,2566,44,25,19,26,15,11,4438,2267,2171
C-12_(ST)_Andhra_Pradesh,C0412ST,28,00,0000,State - ANDHRA PRADESH  28,Urban,7,10880,5584,5296,35,20,15,12,6,6,8270,4310,3960,86,55,31,23,13,10,2454,1180,1274
C-12_(ST)_Andhra_Pradesh,C0412ST,28,00,0000,State - ANDHRA PRADESH  28,Urban,8,13480,7045,6435,45,28,17,23,10,13,10489,5616,4873,122,63,59,69,32,37,2732,1296,1436
C-12_(ST)_Andhra_Pradesh,C0412ST,28,00,0000,State - ANDHRA PRADESH  28,Urban,9,11036,5874,5162,32,16,16,23,9,14,9164,5066,4098,125,57,68,65,28,37,1627,698,929
C-12_(ST)_Andhra_Pradesh,C0412ST,28,00,0000,State - ANDHRA PRADESH  28,Urban,10,14506,7890,6616,53,30,23,36,20,16,10856,6150,4706,457,254,203,188,92,96,2916,1344,1572
C-12_(ST)_Andhra_Pradesh,C0412ST,28,00,0000,State - ANDHRA PRADESH  28,Urban,11,8685,4635,4050,39,20,19,19,9,10,7211,3996,3215,237,119,118,80,43,37,1099,448,651
C-12_(ST)_Andhra_Pradesh,C0412ST,28,00,0000,State - ANDHRA PRADESH  28,Urban,12,12633,6676,5957,85,53,32,24,17,7,9082,5071,4011,736,419,317,270,127,143,2436,989,1447
C-12_(ST)_Andhra_Pradesh,C0412ST,28,00,0000,State - ANDHRA PRADESH  28,Urban,13,9186,4901,4285,49,32,17,23,8,15,6905,3963,2942,593,307,286,210,87,123,1406,504,902
C-12_(ST)_Andhra_Pradesh,C0412ST,28,00,0000,State - ANDHRA PRADESH  28,Urban,14,8655,4798,3857,56,40,16,20,7,13,5988,3589,2399,771,474,297,251,127,124,1569,561,1008
C-12_(ST)_Andhra_Pradesh,C0412ST,28,00,0000,State - ANDHRA PRADESH  28,Urban,15,8997,4991,4006,61,41,20,30,16,14,5106,3054,2052,1364,897,467,434,238,196,2002,745,1257
C-12_(ST)_Andhra_Pradesh,C0412ST,28,00,0000,State - ANDHRA PRADESH  28,Urban,16,8207,4301,3906,56,34,22,25,18,7,4352,2547,1805,1333,835,498,426,238,188,2015,629,1386
C-12_(ST)_Andhra_Pradesh,C0412ST,28,00,0000,State - ANDHRA PRADESH  28,Urban,17,6170,3497,2673,53,44,9,20,16,4,3432,2168,1264,953,671,282,254,139,115,1458,459,999
C-12_(ST)_Andhra_Pradesh,C0412ST,28,00,0000,State - ANDHRA PRADESH  28,Urban,18,10949,5219,5730,101,72,29,30,22,8,3543,2268,1275,2685,1654,1031,737,348,389,3853,855,2998
C-12_(ST)_Andhra_Pradesh,C0412ST,28,00,0000,State - ANDHRA PRADESH  28,Urban,19,5678,2832,2846,53,29,24,21,15,6,2049,1398,651,1269,831,438,311,145,166,1975,414,1561
C-12_(ST)_Arunachal_Pradesh,C0412ST,12,00,0000,State - ARUNACHAL PRADESH  12,Total,5-19,282023,142502,139521,1630,933,697,6642,3454,3188,154042,83304,70738,19639,8057,11582,8871,3538,5333,91199,43216,47983
C-12_(ST)_Arunachal_Pradesh,C0412ST,12,00,0000,State - ARUNACHAL PRADESH  12,Total,5,22276,11511,10765,16,9,7,20,7,13,4601,2495,2106,122,56,66,47,23,24,17470,8921,8549
C-12_(ST)_Arunachal_Pradesh,C0412ST,12,00,0000,State - ARUNACHAL PRADESH  12,Total,6,23843,12132,11711,24,18,6,42,26,16,7784,4210,3574,100,47,53,89,35,54,15804,7796,8008
C-12_(ST)_Arunachal_Pradesh,C0412ST,12,00,0000,State - ARUNACHAL PRADESH  12,Total,7,20595,10632,9963,54,36,18,81,47,34,10515,5769,4746,106,37,69,139,64,75,9700,4679,5021
C-12_(ST)_Arunachal_Pradesh,C0412ST,12,00,0000,State - ARUNACHAL PRADESH  12,Total,8,25657,12996,12661,62,36,26,164,83,81,13882,7388,6494,203,83,120,309,133,176,11037,5273,5764
C-12_(ST)_Arunachal_Pradesh,C0412ST,12,00,0000,State - ARUNACHAL PRADESH  12,Total,9,17775,8913,8862,44,32,12,215,115,100,11100,5853,5247,188,65,123,291,124,167,5937,2724,3213
C-12_(ST)_Arunachal_Pradesh,C0412ST,12,00,0000,State - ARUNACHAL PRADESH  12,Total,10,26614,13516,13098,93,54,39,415,197,218,16443,8874,7569,595,210,385,703,286,417,8365,3895,4470
C-12_(ST)_Arunachal_Pradesh,C0412ST,12,00,0000,State - ARUNACHAL PRADESH  12,Total,11,12049,5988,6061,53,30,23,218,99,119,8665,4566,4099,287,93,194,275,99,176,2551,1101,1450
C-12_(ST)_Arunachal_Pradesh,C0412ST,12,00,0000,State - ARUNACHAL PRADESH  12,Total,12,24380,12217,12163,105,52,53,730,355,375,16291,8741,7550,1079,366,713,860,335,525,5315,2368,2947
C-12_(ST)_Arunachal_Pradesh,C0412ST,12,00,0000,State - ARUNACHAL PRADESH  12,Total,13,15172,7553,7619,89,48,41,518,268,250,10792,5733,5059,792,271,521,548,179,369,2433,1054,1379
C-12_(ST)_Arunachal_Pradesh,C0412ST,12,00,0000,State - ARUNACHAL PRADESH  12,Total,14,18412,9176,9236,124,71,53,886,450,436,12634,6672,5962,1446,544,902,789,310,479,2533,1129,1404
C-12_(ST)_Arunachal_Pradesh,C0412ST,12,00,0000,State - ARUNACHAL PRADESH  12,Total,15,18754,9636,9118,196,123,73,830,453,377,11759,6423,5336,2208,922,1286,1075,435,640,2686,1280,1406
C-12_(ST)_Arunachal_Pradesh,C0412ST,12,00,0000,State - ARUNACHAL PRADESH  12,Total,16,16903,8510,8393,170,89,81,825,435,390,10596,5711,4885,2409,1002,1407,881,356,525,2022,917,1105
C-12_(ST)_Arunachal_Pradesh,C0412ST,12,00,0000,State - ARUNACHAL PRADESH  12,Total,17,10382,5405,4977,125,68,57,520,275,245,6191,3527,2664,1788,769,1019,583,238,345,1175,528,647
C-12_(ST)_Arunachal_Pradesh,C0412ST,12,00,0000,State - ARUNACHAL PRADESH  12,Total,18,19471,9713,9758,285,159,126,864,475,389,9067,5187,3880,5114,2247,2867,1443,603,840,2698,1042,1656
C-12_(ST)_Arunachal_Pradesh,C0412ST,12,00,0000,State - ARUNACHAL PRADESH  12,Total,19,9740,4604,5136,190,108,82,314,169,145,3722,2155,1567,3202,1345,1857,839,318,521,1473,509,964
C-12_(ST)_Arunachal_Pradesh,C0412ST,12,00,0000,State - ARUNACHAL PRADESH  12,Rural,5-19,238487,121140,117347,1396,801,595,6325,3320,3005,119643,65474,54169,18000,7625,10375,8430,3439,4991,84693,40481,44212
C-12_(ST)_Arunachal_Pradesh,C0412ST,12,00,0000,State - ARUNACHAL PRADESH  12,Rural,5,19190,9958,9232,10,7,3,16,6,10,3174,1762,1412,112,51,61,45,22,23,15833,8110,7723
C-12_(ST)_Arunachal_Pradesh,C0412ST,12,00,0000,State - ARUNACHAL PRADESH  12,Rural,6,20732,10575,10157,18,14,4,38,25,13,5815,3211,2604,93,43,50,85,34,51,14683,7248,7435
C-12_(ST)_Arunachal_Pradesh,C0412ST,12,00,0000,State - ARUNACHAL PRADESH  12,Rural,7,17477,8988,8489,37,22,15,65,37,28,7916,4383,3533,96,35,61,136,64,72,9227,4447,4780
C-12_(ST)_Arunachal_Pradesh,C0412ST,12,00,0000,State - ARUNACHAL PRADESH  12,Rural,8,22345,11378,10967,48,30,18,152,79,73,11019,5971,5048,186,79,107,294,129,165,10646,5090,5556
C-12_(ST)_Arunachal_Pradesh,C0412ST,12,00,0000,State - ARUNACHAL PRADESH  12,Rural,9,15200,7644,7556,33,24,9,205,110,95,8797,4695,4102,168,62,106,279,122,157,5718,2631,3087
C-12_(ST)_Arunachal_Pradesh,C0412ST,12,00,0000,State - ARUNACHAL PRADESH  12,Rural,10,23169,11791,11378,76,44,32,399,192,207,13456,7299,6157,525,202,323,681,283,398,8032,3771,4261
C-12_(ST)_Arunachal_Pradesh,C0412ST,12,00,0000,State - ARUNACHAL PRADESH  12,Rural,11,10046,5038,5008,45,23,22,214,97,117,6868,3673,3195,235,87,148,262,98,164,2422,1060,1362
C-12_(ST)_Arunachal_Pradesh,C0412ST,12,00,0000,State - ARUNACHAL PRADESH  12,Rural,12,20974,10638,10336,90,45,45,708,347,361,13402,7284,6118,913,339,574,828,334,494,5033,2289,2744
C-12_(ST)_Arunachal_Pradesh,C0412ST,12,00,0000,State - ARUNACHAL PRADESH  12,Rural,13,12592,6299,6293,76,40,36,499,260,239,8549,4577,3972,700,260,440,519,177,342,2249,985,1264
C-12_(ST)_Arunachal_Pradesh,C0412ST,12,00,0000,State - ARUNACHAL PRADESH  12,Rural,14,15281,7734,7547,110,65,45,862,444,418,9952,5331,4621,1283,519,764,740,300,440,2334,1075,1259
C-12_(ST)_Arunachal_Pradesh,C0412ST,12,00,0000,State - ARUNACHAL PRADESH  12,Rural,15,15376,7931,7445,174,111,63,789,440,349,8966,4917,4049,2012,870,1142,1022,427,595,2413,1166,1247
