source_file,Table | Name,State | Code,Distt. | Code,Tehsil | Code,Area Name,Total/ | Rural/ | Urban/,Religion,Age-group | 1,Total Population | Persons | 2,Males | 3,Females | 4,Illiterate | Persons | 5,Males | 6,Females | 7,Literate | Persons | 8,Males | 9,Females | 10,Educational level | Literate without | educational level | Persons | 11,Males | 12,Females | 13,Below | primary | Persons | 14,Males | 15,Females | 16,Primary | Persons | 17,Males | 18,Females | 19,Middle | Persons | 20,Males | 21,Females | 22,Matric/Secondary | Persons | 23,Males | 24,Females | 25,Higher secondary/Intermediate | Pre-University/Senior secondary | Persons | 26,Males | 27,Females | 28,Non-technical diploma or | certificate not equal to degree | Persons | 29,Males | 30,Females | 31,Technical diploma or certificate | not equal to degree | Persons | 32,Males | 33,Females | 34,Graduate & above | Persons | 35,Males | 36,Females | 37,Unclassified | Persons | 38,Males | 39,Females | 40
C-09_All_India,C2909,01,00,0000,State - JAMMU & KASHMIR  01,Total,All Religious Communities,Total,10143700,5360926,4782774,5336414,2300298,3036116,4807286,3060628,1746658,246932,135290,111642,860480,496517,363963,1031707,617935,413772,1074049,710489,363560,914050,638612,275438,339163,225426,113737,1087,807,280,7493,6317,1176,331548,228649,102899,777,586,191
C-09_All_India,C2909,01,00,0000,State - JAMMU & KASHMIR  01,Total,All Religious Communities,0-6,1485803,765394,720409,1485803,765394,720409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-09_All_India,C2909,01,00,0000,State - JAMMU & KASHMIR  01,Total,All Religious Communities,7,217317,111487,105830,106713,50665,56048,110604,60822,49782,5330,2881,2449,105261,57938,47323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,3,10
C-09_All_India,C2909,01,00,0000,State - JAMMU & KASHMIR  01,Total,All Religious Communities,8,321662,165379,156283,129296,58503,70793,192366,106876,85490,6701,3647,3054,185649,103221,82428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,8,8
C-09_All_India,C2909,01,00,0000,State - JAMMU & KASHMIR  01,Total,All Religious Communities,9,231584,119404,112180,72575,31514,41061,159009,87890,71119,3992,2122,1870,141667,78575,63092,13340,7188,6152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,5
C-09_All_India,C2909,01,00,0000,State - JAMMU & KASHMIR  01,Total,All Religious Communities,10,368272,190872,177400,115170,48744,66426,253102,142128,110974,6971,3702,3269,181152,102405,78747,64962,36010,28952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,11,6
C-09_All_India,C2909,01,00,0000,State - JAMMU & KASHMIR  01,Total,All Religious Communities,11,178719,93395,85324,40409,16028,24381,138310,77367,60943,2575,1345,1230,52412,29931,22481,83314,46088,37226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,6
C-09_All_India,C2909,01,00,0000,State - JAMMU & KASHMIR  01,Total,All Religious Communities,12,333604,172296,161308,92179,35915,56264,241425,136381,105044,5905,3122,2783,47878,27761,20117,171825,96897,74928,15790,8586,7204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,15,12
C-09_All_India,C2909,01,00,0000,State - JAMMU & KASHMIR  01,Total,All Religious Communities,13,210357,106871,103486,49054,17479,31575,161303,89392,71911,3209,1652,1557,15662,8907,6755,114072,63977,50095,28349,14851,13498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,6
C-09_All_India,C2909,01,00,0000,State - JAMMU & KASHMIR  01,Total,All Religious Communities,14,269707,139403,130304,67416,24605,42811,202291,114798,87493,4653,2404,2249,11823,6890,4933,87899,50826,37073,97899,54671,43228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,7,10
C-09_All_India,C2909,01,00,0000,State - JAMMU & KASHMIR  01,Total,All Religious Communities,15,265700,136751,128949,77083,28826,48257,188617,107925,80692,5243,2716,2527,8029,4750,3279,49289,28946,20343,103558,59273,44285,22484,12233,10251,0,0,0,0,0,0,0,0,0,0,0,0,14,7,7
C-09_All_India,C2909,01,00,0000,State - JAMMU & KASHMIR  01,Total,All Religious Communities,16,281221,143852,137369,78416,28416,50000,202805,115436,87369,5411,2819,2592,6992,4079,2913,33962,19612,14350,86308,49538,36770,70117,39379,30738,0,0,0,0,0,0,0,0,0,0,0,0,15,9,6
C-09_All_India,C2909,01,00,0000,State - JAMMU & KASHMIR  01,Total,All Religious Communities,17,160447,82204,78243,41336,14561,26775,119111,67643,51468,2858,1441,1417,3677,2218,1459,16279,9271,7008,40020,23121,16899,56267,31584,24683,0,0,0,0,0,0,0,0,0,0,0,0,10,8,2
C-09_All_India,C2909,01,00,0000,State - JAMMU & KASHMIR  01,Total,All Religious Communities,18,316768,164487,152281,103818,38842,64976,212950,125645,87305,7075,3643,3432,6925,4292,2633,27207,16332,10875,63984,38570,25414,63834,37553,26281,43741,25132,18609,29,20,9,141,95,46,0,0,0,14,8,6
C-09_All_India,C2909,01,00,0000,State - JAMMU & KASHMIR  01,Total,All Religious Communities,19,122945,65038,57907,34184,12302,21882,88761,52736,36025,2432,1280,1152,3035,1896,1139,9695,5718,3977,23866,14638,9228,23598,14190,9408,25981,14908,11073,24,22,2,116,75,41,0,0,0,14,9,5
C-09_All_India,C2909,01,00,0000,State - JAMMU & KASHMIR  01,Total,All Religious Communities,20-24,889969,476469,413500,313245,112313,200932,576724,364156,212568,22377,11850,10527,15955,10638,5317,64530,39699,24831,148278,96738,51540,147902,97518,50384,117929,72817,45112,175,123,52,1455,1026,429,58023,33688,24335,100,59,41
C-09_All_India,C2909,01,00,0000,State - JAMMU & KASHMIR  01,Total,All Religious Communities,25-29,789383,422668,366715,325293,111905,213388,464090,310763,153327,22891,12075,10816,12696,8282,4414,56943,34695,22248,117074,80718,36356,126745,90508,36237,55323,38220,17103,169,124,45,1556,1246,310,70607,44825,25782,86,70,16
C-09_All_India,C2909,01,00,0000,State - JAMMU & KASHMIR  01,Total,All Religious Communities,30-34,697138,378777,318361,321620,114261,207359,375518,264516,111002,21621,11535,10086,10632,7054,3578,48452,29452,19000,90527,65683,24844,114005,87108,26897,35367,26455,8912,118,90,28,985,869,116,53738,36214,17524,73,56,17
C-09_All_India,C2909,01,00,0000,State - JAMMU & KASHMIR  01,Total,All Religious Communities,35-59,2282065,1235516,1046549,1332955,529587,803368,949110,705929,243181,82538,46211,36327,34801,25714,9087,151464,103567,47897,228049,179638,48411,259093,202923,56170,55044,43224,11820,407,331,76,2921,2710,211,134528,101368,33160,265,243,22
C-09_All_India,C2909,01,00,0000,State - JAMMU & KASHMIR  01,Total,All Religious Communities,60+,675324,365827,309497,521953,246977,274976,153371,118850,34521,29653,17489,12164,13566,10450,3116,36054,28182,7872,27830,22764,5066,27439,23805,3634,4816,3986,830,163,95,68,299,279,20,13489,11743,1746,62,57,5
C-09_All_India,C2909,01,00,0000,State - JAMMU & KASHMIR  01,Total,All Religious Communities,Age not stated,45715,24836,20879,27896,13461,14435,17819,11375,6444,5497,3356,2141,2668,1516,1152,2420,1475,945,2517,1700,817,2566,1811,755,962,684,278,2,2,0,20,17,3,1163,811,352,4,3,1
C-09_All_India,C2909,01,00,0000,State - JAMMU & KASHMIR  01,Total,Hindu,Total,3005349,1647533,1357816,1149945,485066,664879,1855404,1162467,692937,40944,21970,18974,284811,163902,120909,407479,228854,178625,447059,285877,161182,393810,277455,116355,138883,92305,46578,500,300,200,4783,4072,711,136882,87535,49347,253,197,56
C-09_All_India,C2909,01,00,0000,State - JAMMU & KASHMIR  01,Total,Hindu,0-6,399666,215417,184249,399666,215417,184249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-09_All_India,C2909,01,00,0000,State - JAMMU & KASHMIR  01,Total,Hindu,7,60068,31802,28266,21312,10507,10805,38756,21295,17461,742,399,343,38009,20895,17114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,4
C-09_All_India,C2909,01,00,0000,State - JAMMU & KASHMIR  01,Total,Hindu,8,72470,38442,34028,17731,8012,9719,54739,30430,24309,646,332,314,54093,30098,23995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-09_All_India,C2909,01,00,0000,State - JAMMU & KASHMIR  01,Total,Hindu,9,58695,31061,27634,10132,4204,5928,48563,26857,21706,360,191,169,44311,24676,19635,3892,1990,1902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-09_All_India,C2909,01,00,0000,State - JAMMU & KASHMIR  01,Total,Hindu,10,80117,42099,38018,12627,4913,7714,67490,37186,30304,564,282,282,48576,27119,21457,18348,9783,8565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0
C-09_All_India,C2909,01,00,0000,State - JAMMU & KASHMIR  01,Total,Hindu,11,53826,28368,25458,6374,2284,4090,47452,26084,21368,250,119,131,20455,11508,8947,26746,14457,12289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
C-09_All_India,C2909,01,00,0000,State - JAMMU & KASHMIR  01,Total,Hindu,12,80164,41664,38500,10989,3911,7078,69175,37753,31422,499,258,241,16728,9395,7333,47202,25678,21524,4745,2422,2323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
C-09_All_India,C2909,01,00,0000,State - JAMMU & KASHMIR  01,Total,Hindu,13,63260,32013,31247,7816,2448,5368,55444,29565,25879,321,153,168,6068,3383,2685,37553,20353,17200,11501,5675,5826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
C-09_All_India,C2909,01,00,0000,State - JAMMU & KASHMIR  01,Total,Hindu,14,70223,36070,34153,8951,2831,6120,61272,33239,28033,475,233,242,4092,2284,1808,29603,16465,13138,27097,14256,12841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,4
C-09_All_India,C2909,01,00,0000,State - JAMMU & KASHMIR  01,Total,Hindu,15,67702,34425,33277,9434,3131,6303,58268,31294,26974,452,211,241,2553,1440,1113,18214,10145,8069,29589,15831,13758,7459,3667,3792,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
C-09_All_India,C2909,01,00,0000,State - JAMMU & KASHMIR  01,Total,Hindu,16,70784,35646,35138,9627,3281,6346,61157,32365,28792,537,240,297,2177,1231,946,13497,7218,6279,28350,15237,13113,16594,8439,8155,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2
C-09_All_India,C2909,01,00,0000,State - JAMMU & KASHMIR  01,Total,Hindu,17,52450,27264,25186,6301,2219,4082,46149,25045,21104,372,171,201,1414,833,581,7778,4298,3480,17968,9981,7987,18613,9759,8854,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1
C-09_All_India,C2909,01,00,0000,State - JAMMU & KASHMIR  01,Total,Hindu,18,80995,43058,37937,12832,4822,8010,68163,38236,29927,752,386,366,2313,1438,875,11082,6260,4822,25299,14478,10821,17234,9623,7611,11405,6001,5404,7,5,2,71,45,26,0,0,0,0,0,0
C-09_All_India,C2909,01,00,0000,State - JAMMU & KASHMIR  01,Total,Hindu,19,42755,23158,19597,5912,2118,3794,36843,21040,15803,394,201,193,1232,782,450,4745,2687,2058,11826,7021,4805,9146,5387,3759,9418,4906,4512,9,8,1,65,42,23,0,0,0,8,6,2
C-09_All_India,C2909,01,00,0000,State - JAMMU & KASHMIR  01,Total,Hindu,20-24,285921,161937,123984,50495,16934,33561,235426,145003,90423,3559,1958,1601,6565,4396,2169,31090,17930,13160,69367,43163,26204,61383,41254,20129,41915,25068,16847,64,40,24,874,609,265,20580,10572,10008,29,13,16
C-09_All_India,C2909,01,00,0000,State - JAMMU & KASHMIR  01,Total,Hindu,25-29,276931,158835,118096,60499,18626,41873,216432,140209,76223,4236,2402,1834,5961,3725,2236,30304,16227,14077,57361,36970,20391,65150,47109,18041,26256,18149,8107,68,40,28,987,790,197,26074,14769,11305,35,28,7
C-09_All_India,C2909,01,00,0000,State - JAMMU & KASHMIR  01,Total,Hindu,30-34,247337,146650,100687,63156,19831,43325,184181,126819,57362,4078,2268,1810,5352,3298,2054,25825,13176,12649,44313,30584,13729,62007,48326,13681,19165,14620,4545,56,35,21,625,562,63,22733,13929,8804,27,21,6
C-09_All_India,C2909,01,00,0000,State - JAMMU & KASHMIR  01,Total,Hindu,35-59,706346,397990,308356,274224,92485,181739,432122,305505,126617,14164,7508,6656,17466,12021,5445,81633,48078,33555,105833,79961,25872,122458,92375,30083,28004,21334,6670,202,138,64,1930,1806,124,60323,42184,18139,109,100,9
C-09_All_India,C2909,01,00,0000,State - JAMMU & KASHMIR  01,Total,Hindu,60+,224403,115036,109367,155593,63858,91735,68810,51178,17632,7002,3662,3340,6909,5070,1839,19366,13739,5627,13061,9786,3275,12897,10842,2055,2393,1972,421,94,34,60,221,208,13,6846,5846,1000,21,19,2
C-09_All_India,C2909,01,00,0000,State - JAMMU & KASHMIR  01,Total,Hindu,Age not stated,11236,6598,4638,6274,3234,3040,4962,3364,1598,1541,996,545,537,310,227,601,370,231,749,512,237,869,674,195,327,255,72,0,0,0,10,10,0,326,235,91,2,2,0
C-09_All_India,C2909,01,00,0000,State - JAMMU & KASHMIR  01,Total,Muslim,Total,6793240,3525446,3267794,4075475,1768050,2307425,2717765,1757396,960369,198747,108621,90126,543301,314260,229041,579942,363716,216226,573881,393384,180497,463795,324784,139011,181278,122046,59232,516,452,64,2121,1789,332,173748,128033,45715,436,311,125
C-09_All_India,C2909,01,00,0000,State - JAMMU & KASHMIR  01,Total,Muslim,0-6,1048115,529315,518800,1048115,529315,518800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-09_All_India,C2909,01,00,0000,State - JAMMU & KASHMIR  01,Total,Muslim,7,151098,76387,74711,83626,39276,44350,67472,37111,30361,4513,2436,2077,62951,34673,28278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,6
C-09_All_India,C2909,01,00,0000,State - JAMMU & KASHMIR  01,Total,Muslim,8,241509,122854,118655,110181,49805,60376,131328,73049,58279,5994,3281,2713,125319,69761,55558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,7,8
C-09_All_India,C2909,01,00,0000,State - JAMMU & KASHMIR  01,Total,Muslim,9,166468,84941,81527,61517,26861,34656,104951,58080,46871,3590,1904,1686,92422,51214,41208,8929,4957,3972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,5
C-09_All_India,C2909,01,00,0000,State - JAMMU & KASHMIR  01,Total,Muslim,10,279178,143958,135220,101572,43406,58166,177606,100552,77054,6334,3368,2966,127009,72160,54849,44248,25015,19233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,9,6
C-09_All_India,C2909,01,00,0000,State - JAMMU & KASHMIR  01,Total,Muslim,11,118942,61863,57079,33515,13491,20024,85427,48372,37055,2281,1196,1085,29741,17200,12541,53397,29973,23424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,5
C-09_All_India,C2909,01,00,0000,State - JAMMU & KASHMIR  01,Total,Muslim,12,245007,126246,118761,80462,31699,48763,164545,94547,69998,5337,2814,2523,29468,17410,12058,119300,68455,50845,10415,5854,4561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,14,11
C-09_All_India,C2909,01,00,0000,State - JAMMU & KASHMIR  01,Total,Muslim,13,140328,71441,68887,40697,14834,25863,99631,56607,43024,2831,1456,1375,8827,5070,3757,72529,41566,30963,15434,8511,6923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,6
C-09_All_India,C2909,01,00,0000,State - JAMMU & KASHMIR  01,Total,Muslim,14,192393,99621,92772,57936,21565,36371,134457,78056,56401,4121,2134,1987,7373,4397,2976,55434,32799,22635,67517,38720,28797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,6
C-09_All_India,C2909,01,00,0000,State - JAMMU & KASHMIR  01,Total,Muslim,15,190635,98613,92022,66925,25399,41526,123710,73214,50496,4717,2448,2269,5161,3145,2016,29316,17855,11461,70466,41655,28811,14039,8106,5933,0,0,0,0,0,0,0,0,0,0,0,0,11,5,6
C-09_All_India,C2909,01,00,0000,State - JAMMU & KASHMIR  01,Total,Muslim,16,202723,104317,98406,68142,24899,43243,134581,79418,55163,4795,2518,2277,4571,2696,1875,19259,11708,7551,54993,32826,22167,50952,29663,21289,0,0,0,0,0,0,0,0,0,0,0,0,11,7,4
C-09_All_India,C2909,01,00,0000,State - JAMMU & KASHMIR  01,Total,Muslim,17,102086,51979,50107,34514,12139,22375,67572,39840,27732,2424,1228,1196,2102,1273,829,7767,4549,3218,20241,12246,7995,35034,20541,14493,0,0,0,0,0,0,0,0,0,0,0,0,4,3,1
C-09_All_India,C2909,01,00,0000,State - JAMMU & KASHMIR  01,Total,Muslim,18,226841,116816,110025,90072,33658,56414,136769,83158,53611,6213,3185,3028,4372,2709,1663,15207,9496,5711,36299,22817,13482,44048,26624,17424,30533,18258,12275,21,15,6,62,46,16,0,0,0,14,8,6
C-09_All_India,C2909,01,00,0000,State - JAMMU & KASHMIR  01,Total,Muslim,19,74876,39071,35805,27677,9966,17711,47199,29105,18094,1959,1023,936,1661,1026,635,4476,2726,1750,10811,6951,3860,13019,8022,4997,15212,9315,5897,14,13,1,42,27,15,0,0,0,5,2,3
C-09_All_India,C2909,01,00,0000,State - JAMMU & KASHMIR  01,Total,Muslim,20-24,571192,296647,274545,258410,93842,164568,312782,202805,109977,18318,9579,8739,8748,5866,2882,30948,20201,10747,72359,49936,22423,77624,50641,26983,69933,44580,25353,107,80,27,478,339,139,34205,21543,12662,62,40,22
C-09_All_India,C2909,01,00,0000,State - JAMMU & KASHMIR  01,Total,Muslim,25-29,480951,246491,234460,259451,91560,167891,221500,154931,66569,18023,9316,8707,6087,4169,1918,23911,16880,7031,53559,40167,13392,53288,38056,15232,25692,18155,7537,90,74,16,432,357,75,40376,27723,12653,42,34,8
C-09_All_India,C2909,01,00,0000,State - JAMMU & KASHMIR  01,Total,Muslim,30-34,420335,215044,205291,252786,92602,160184,167549,122442,45107,16899,8857,8042,4669,3383,1286,19768,14551,5217,40770,31846,8924,43257,32633,10624,14062,10463,3599,55,50,5,277,240,37,27759,20396,7363,33,23,10
C-09_All_India,C2909,01,00,0000,State - JAMMU & KASHMIR  01,Total,Muslim,35-59,1486279,787641,698638,1030333,427711,602622,455946,359930,96016,65598,36951,28647,15238,12338,2900,60225,49711,10514,107012,89685,17327,118579,98295,20284,23235,19164,4071,178,173,5,777,733,44,64976,52761,12215,128,119,9
C-09_All_India,C2909,01,00,0000,State - JAMMU & KASHMIR  01,Total,Muslim,60+,421157,234804,186353,348490,176090,172400,72667,58714,13953,21114,12757,8357,5506,4595,911,13498,12219,1279,12355,11065,1290,12417,11188,1229,2014,1712,302,49,45,4,45,42,3,5648,5072,576,21,19,2
C-09_All_India,C2909,01,00,0000,State - JAMMU & KASHMIR  01,Total,Muslim,Age not stated,33127,17397,15730,21054,9932,11122,12073,7465,4608,3686,2170,1516,2076,1175,901,1730,1055,675,1650,1105,545,1538,1015,523,597,399,198,2,2,0,8,5,3,784,538,246,2,1,1
C-09_All_India,C2909,01,00,0000,State - JAMMU & KASHMIR  01,Total,Christian,Total,20299,12733,7566,6869,3259,3610,13430,9474,3956,363,224,139,1900,1069,831,2318,1389,929,2894,2139,755,3732,3128,604,1250,951,299,1,0,1,75,35,40,893,536,357,4,3,1
C-09_All_India,C2909,01,00,0000,State - JAMMU & KASHMIR  01,Total,Christian,0-6,2348,1280,1068,2348,1280,1068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-09_All_India,C2909,01,00,0000,State - JAMMU & KASHMIR  01,Total,Christian,7,380,210,170,132,66,66,248,144,104,9,8,1,239,136,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-09_All_India,C2909,01,00,0000,State - JAMMU & KASHMIR  01,Total,Christian,8,451,232,219,125,59,66,326,173,153,7,5,2,319,168,151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-09_All_India,C2909,01,00,0000,State - JAMMU & KASHMIR  01,Total,Christian,9,308,170,138,70,39,31,238,131,107,6,3,3,215,118,97,17,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-09_All_India,C2909,01,00,0000,State - JAMMU & KASHMIR  01,Total,Christian,10,509,280,229,111,58,53,398,222,176,3,2,1,298,167,131,97,53,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-09_All_India,C2909,01,00,0000,State - JAMMU & KASHMIR  01,Total,Christian,11,282,144,138,47,22,25,235,122,113,1,0,1,123,66,57,111,56,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-09_All_India,C2909,01,00,0000,State - JAMMU & KASHMIR  01,Total,Christian,12,423,211,212,79,32,47,344,179,165,2,0,2,137,80,57,186,91,95,19,8,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-09_All_India,C2909,01,00,0000,State - JAMMU & KASHMIR  01,Total,Christian,13,304,153,151,40,15,25,264,138,126,2,1,1,61,33,28,154,80,74,47,24,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-09_All_India,C2909,01,00,0000,State - JAMMU & KASHMIR  01,Total,Christian,14,351,161,190,64,19,45,287,142,145,6,4,2,36,16,20,152,73,79,93,49,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-09_All_India,C2909,01,00,0000,State - JAMMU & KASHMIR  01,Total,Christian,15,359,170,189,71,33,38,288,137,151,1,1,0,28,11,17,93,46,47,135,63,72,31,16,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-09_All_India,C2909,01,00,0000,State - JAMMU & KASHMIR  01,Total,Christian,16,323,162,161,64,26,38,259,136,123,6,4,2,21,12,9,79,43,36,103,47,56,50,30,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-09_All_India,C2909,01,00,0000,State - JAMMU & KASHMIR  01,Total,Christian,17,286,156,130,46,28,18,240,128,112,1,1,0,13,9,4,60,28,32,91,45,46,75,45,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-09_All_India,C2909,01,00,0000,State - JAMMU & KASHMIR  01,Total,Christian,18,431,237,194,91,42,49,340,195,145,2,1,1,22,15,7,82,45,37,120,74,46,78,41,37,36,19,17,0,0,0,0,0,0,0,0,0,0,0,0
C-09_All_India,C2909,01,00,0000,State - JAMMU & KASHMIR  01,Total,Christian,19,243,129,114,38,20,18,205,109,96,5,1,4,15,7,8,39,25,14,64,34,30,49,26,23,33,16,17,0,0,0,0,0,0,0,0,0,0,0,0
C-09_All_India,C2909,01,00,0000,State - JAMMU & KASHMIR  01,Total,Christian,20-24,2054,1264,790,405,168,237,1649,1096,553,25,16,9,69,35,34,199,121,78,441,311,130,506,377,129,297,185,112,0,0,0,8,4,4,102,46,56,2,1,1
C-09_All_India,C2909,01,00,0000,State - JAMMU & KASHMIR  01,Total,Christian,25-29,2380,1612,768,489,194,295,1891,1418,473,41,29,12,65,38,27,200,116,84,371,288,83,687,584,103,317,253,64,0,0,0,16,5,11,194,105,89,0,0,0
C-09_All_India,C2909,01,00,0000,State - JAMMU & KASHMIR  01,Total,Christian,30-34,2653,2041,612,431,194,237,2222,1847,375,57,37,20,66,43,23,184,126,58,421,355,66,1010,914,96,297,255,42,0,0,0,8,5,3,178,111,67,1,1,0
C-09_All_India,C2909,01,00,0000,State - JAMMU & KASHMIR  01,Total,Christian,35-59,5321,3650,1671,1664,724,940,3657,2926,731,137,79,58,136,90,46,600,435,165,933,796,137,1180,1042,138,260,216,44,1,0,1,39,20,19,370,247,123,1,1,0
C-09_All_India,C2909,01,00,0000,State - JAMMU & KASHMIR  01,Total,Christian,60+,795,410,385,520,227,293,275,183,92,41,22,19,34,24,10,56,38,18,42,33,9,48,38,10,6,4,2,0,0,0,4,1,3,44,23,21,0,0,0
C-09_All_India,C2909,01,00,0000,State - JAMMU & KASHMIR  01,Total,Christian,Age not stated,98,61,37,34,13,21,64,48,16,11,10,1,3,1,2,9,3,6,14,12,2,18,15,3,4,3,1,0,0,0,0,0,0,5,4,1,0,0,0
C-09_All_India,C2909,01,00,0000,State - JAMMU & KASHMIR  01,Total,Sikh,Total,207154,114524,92630,49034,20881,28153,158120,93643,64477,2529,1375,1154,18179,10103,8076,26406,13765,12641,37592,21412,16180,41842,27646,14196,13859,8227,5632,52,41,11,460,378,82,17184,10683,6501,17,13,4
C-09_All_India,C2909,01,00,0000,State - JAMMU & KASHMIR  01,Total,Sikh,0-6,21937,12375,9562,21937,12375,9562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-09_All_India,C2909,01,00,0000,State - JAMMU & KASHMIR  01,Total,Sikh,7,3622,1987,1635,728,384,344,2894,1603,1291,33,16,17,2861,1587,1274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-09_All_India,C2909,01,00,0000,State - JAMMU & KASHMIR  01,Total,Sikh,8,4551,2476,2075,472,231,241,4079,2245,1834,21,11,10,4058,2234,1824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-09_All_India,C2909,01,00,0000,State - JAMMU & KASHMIR  01,Total,Sikh,9,3571,1951,1620,248,124,124,3323,1827,1496,9,8,1,2964,1648,1316,350,171,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-09_All_India,C2909,01,00,0000,State - JAMMU & KASHMIR  01,Total,Sikh,10,5436,2951,2485,304,135,169,5132,2816,2316,27,17,10,3468,1944,1524,1637,855,782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-09_All_India,C2909,01,00,0000,State - JAMMU & KASHMIR  01,Total,Sikh,11,3338,1808,1530,130,64,66,3208,1744,1464,11,7,4,1012,588,424,2185,1149,1036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-09_All_India,C2909,01,00,0000,State - JAMMU & KASHMIR  01,Total,Sikh,12,4939,2606,2333,210,91,119,4729,2515,2214,19,13,6,590,330,260,3642,1929,1713,477,242,235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
C-09_All_India,C2909,01,00,0000,State - JAMMU & KASHMIR  01,Total,Sikh,13,3822,1946,1876,133,55,78,3689,1891,1798,12,9,3,172,96,76,2433,1274,1159,1072,512,560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-09_All_India,C2909,01,00,0000,State - JAMMU & KASHMIR  01,Total,Sikh,14,4274,2307,1967,157,64,93,4117,2243,1874,14,8,6,102,54,48,1503,842,661,2498,1339,1159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-09_All_India,C2909,01,00,0000,State - JAMMU & KASHMIR  01,Total,Sikh,15,4279,2212,2067,248,106,142,4031,2106,1925,19,16,3,72,40,32,652,334,318,2508,1338,1170,780,378,402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
