source_file,Table | Name,State | Code,Distt. | Code,Tehsil | Code,Area Name,Total/ | Rural/ | Urban/,Age at | marriage | 1,Number of ever married | persons | Males | 2,Females | 3,Duration of marriage of currently married persons | All durations | Males | 4,Females | 5,0-4 | Males | 6,Females | 7,5-9 | Males | 8,Females | 9,10-19 | Males | 10,Females | 11,20-29 | Males | 12,Females | 13,30-39 | Males | 14,Females | 15,40+ | Males | 16,Females | 17,Duration not known | Males | 18,Females | 19
C-04_(SC)_Andhra_Pradesh,C1204SC,28,00,0000,State - ANDHRA PRADESH  28,Total,All ages,3013736,3577017,2889468,2997407,379976,414709,430064,453892,777247,825400,598648,605597,334315,336491,290132,273284,79086,88034
C-04_(SC)_Andhra_Pradesh,C1204SC,28,00,0000,State - ANDHRA PRADESH  28,Total,Less than 10,41468,110761,39137,86509,7,101,34,454,5166,18648,12694,20754,8639,18143,12518,28342,79,67
C-04_(SC)_Andhra_Pradesh,C1204SC,28,00,0000,State - ANDHRA PRADESH  28,Total,10-11,13182,132487,11477,104682,38,826,173,4706,1566,20543,2615,24010,2390,21681,4670,32863,25,53
C-04_(SC)_Andhra_Pradesh,C1204SC,28,00,0000,State - ANDHRA PRADESH  28,Total,12-13,17018,279695,14833,226617,145,8113,643,27866,2881,68818,3426,54195,2887,34889,4840,32672,11,64
C-04_(SC)_Andhra_Pradesh,C1204SC,28,00,0000,State - ANDHRA PRADESH  28,Total,14-15,77833,794170,69306,667797,1531,52651,4233,87769,14541,196530,15314,157032,13329,94402,20313,79218,45,195
C-04_(SC)_Andhra_Pradesh,C1204SC,28,00,0000,State - ANDHRA PRADESH  28,Total,16-17,133672,732494,124900,645954,14412,138651,18454,114782,36827,186640,24038,116935,14895,55101,16210,33618,64,227
C-04_(SC)_Andhra_Pradesh,C1204SC,28,00,0000,State - ANDHRA PRADESH  28,Total,18-19,460775,764263,438677,668689,63754,131952,67642,122189,123651,191147,86528,128235,48979,59717,47954,35258,169,191
C-04_(SC)_Andhra_Pradesh,C1204SC,28,00,0000,State - ANDHRA PRADESH  28,Total,20-21,974663,435699,933439,347837,107053,44039,139298,64026,253205,98003,209220,76417,115287,39319,108946,25899,430,134
C-04_(SC)_Andhra_Pradesh,C1204SC,28,00,0000,State - ANDHRA PRADESH  28,Total,22-23,470648,94409,460987,83478,86829,20793,84265,17453,134976,22774,89793,13799,41009,6056,23943,2559,172,44
C-04_(SC)_Andhra_Pradesh,C1204SC,28,00,0000,State - ANDHRA PRADESH  28,Total,24-25,438223,57992,426922,47749,52996,9766,63962,8782,123489,13226,97700,8921,53379,4858,35207,2176,189,20
C-04_(SC)_Andhra_Pradesh,C1204SC,28,00,0000,State - ANDHRA PRADESH  28,Total,26-27,120655,14208,119039,12800,26288,4111,21684,2516,33938,3430,21067,1718,11141,797,4869,223,52,5
C-04_(SC)_Andhra_Pradesh,C1204SC,28,00,0000,State - ANDHRA PRADESH  28,Total,28-29,75689,8855,74674,7707,14847,2143,13563,1517,20612,2066,13647,1203,8129,594,3841,179,35,5
C-04_(SC)_Andhra_Pradesh,C1204SC,28,00,0000,State - ANDHRA PRADESH  28,Total,30-31,61710,7016,59984,5247,5519,602,10055,1033,15557,1570,13346,1125,10056,701,5408,215,43,1
C-04_(SC)_Andhra_Pradesh,C1204SC,28,00,0000,State - ANDHRA PRADESH  28,Total,32-33,13536,1495,13337,1225,3034,352,2560,237,3635,338,2450,214,1235,66,415,17,8,1
C-04_(SC)_Andhra_Pradesh,C1204SC,28,00,0000,State - ANDHRA PRADESH  28,Total,34+,26035,7125,25037,4097,3523,609,3498,562,7203,1667,6810,1039,2960,167,998,45,45,8
C-04_(SC)_Andhra_Pradesh,C1204SC,28,00,0000,State - ANDHRA PRADESH  28,Total,Age not stated,88629,136348,77719,87019,0,0,0,0,0,0,0,0,0,0,0,0,77719,87019
C-04_(SC)_Andhra_Pradesh,C1204SC,28,00,0000,State - ANDHRA PRADESH  28,Rural,All ages,2536145,3004301,2425387,2511061,317488,345989,358095,377410,647742,686037,498475,505691,289256,291932,260271,245092,54060,58910
C-04_(SC)_Andhra_Pradesh,C1204SC,28,00,0000,State - ANDHRA PRADESH  28,Rural,Less than 10,35250,98659,33126,76665,7,94,26,411,4413,15950,10234,17937,7339,16218,11051,26004,56,51
C-04_(SC)_Andhra_Pradesh,C1204SC,28,00,0000,State - ANDHRA PRADESH  28,Rural,10-11,11931,119165,10336,94020,33,774,145,4244,1331,17947,2217,21113,2200,19720,4390,30194,20,28
C-04_(SC)_Andhra_Pradesh,C1204SC,28,00,0000,State - ANDHRA PRADESH  28,Rural,12-13,15294,244581,13279,198212,135,7507,575,24865,2467,58879,2986,46469,2633,30886,4475,29559,8,47
C-04_(SC)_Andhra_Pradesh,C1204SC,28,00,0000,State - ANDHRA PRADESH  28,Rural,14-15,69863,687185,62129,578578,1398,47281,3802,76270,12721,168218,13551,133144,12050,82497,18567,71015,40,153
C-04_(SC)_Andhra_Pradesh,C1204SC,28,00,0000,State - ANDHRA PRADESH  28,Rural,16-17,119089,628413,111035,553439,13199,120473,16342,97784,31967,157244,21083,99027,13469,48468,14920,30280,55,163
C-04_(SC)_Andhra_Pradesh,C1204SC,28,00,0000,State - ANDHRA PRADESH  28,Rural,18-19,409004,639313,388749,557257,57255,109790,59611,100968,107996,157438,76050,106320,43971,51359,43738,31247,128,135
C-04_(SC)_Andhra_Pradesh,C1204SC,28,00,0000,State - ANDHRA PRADESH  28,Rural,20-21,848956,353979,811712,279078,93881,34147,120543,50365,218256,78291,179369,61216,101416,32592,97902,22379,345,88
C-04_(SC)_Andhra_Pradesh,C1204SC,28,00,0000,State - ANDHRA PRADESH  28,Rural,22-23,395315,70521,386699,61487,73232,14754,70065,12652,112345,16785,74216,10342,35417,4781,21297,2145,127,28
C-04_(SC)_Andhra_Pradesh,C1204SC,28,00,0000,State - ANDHRA PRADESH  28,Rural,24-25,352924,41437,343067,33263,41605,6288,50719,6028,98366,9129,76961,6348,44484,3706,30782,1756,150,8
C-04_(SC)_Andhra_Pradesh,C1204SC,28,00,0000,State - ANDHRA PRADESH  28,Rural,26-27,90075,9373,88731,8284,18854,2489,15959,1577,24961,2261,15704,1199,8987,575,4229,179,37,4
C-04_(SC)_Andhra_Pradesh,C1204SC,28,00,0000,State - ANDHRA PRADESH  28,Rural,28-29,53808,5914,53011,5081,9967,1323,9295,985,14445,1361,9699,850,6344,433,3237,127,24,2
C-04_(SC)_Andhra_Pradesh,C1204SC,28,00,0000,State - ANDHRA PRADESH  28,Rural,30-31,44625,4954,43224,3674,3462,390,6898,715,10891,1088,9668,805,7730,512,4548,163,27,1
C-04_(SC)_Andhra_Pradesh,C1204SC,28,00,0000,State - ANDHRA PRADESH  28,Rural,32-33,9215,1022,9063,835,2005,239,1706,160,2437,222,1688,148,900,53,325,12,2,1
C-04_(SC)_Andhra_Pradesh,C1204SC,28,00,0000,State - ANDHRA PRADESH  28,Rural,34+,19021,5413,18215,2990,2455,440,2409,386,5146,1224,5049,773,2316,132,810,32,30,3
C-04_(SC)_Andhra_Pradesh,C1204SC,28,00,0000,State - ANDHRA PRADESH  28,Rural,Age not stated,61775,94372,53011,58198,0,0,0,0,0,0,0,0,0,0,0,0,53011,58198
C-04_(SC)_Andhra_Pradesh,C1204SC,28,00,0000,State - ANDHRA PRADESH  28,Urban,All ages,477591,572716,464081,486346,62488,68720,71969,76482,129505,139363,100173,99906,45059,44559,29861,28192,25026,29124
C-04_(SC)_Andhra_Pradesh,C1204SC,28,00,0000,State - ANDHRA PRADESH  28,Urban,Less than 10,6218,12102,6011,9844,0,7,8,43,753,2698,2460,2817,1300,1925,1467,2338,23,16
C-04_(SC)_Andhra_Pradesh,C1204SC,28,00,0000,State - ANDHRA PRADESH  28,Urban,10-11,1251,13322,1141,10662,5,52,28,462,235,2596,398,2897,190,1961,280,2669,5,25
C-04_(SC)_Andhra_Pradesh,C1204SC,28,00,0000,State - ANDHRA PRADESH  28,Urban,12-13,1724,35114,1554,28405,10,606,68,3001,414,9939,440,7726,254,4003,365,3113,3,17
C-04_(SC)_Andhra_Pradesh,C1204SC,28,00,0000,State - ANDHRA PRADESH  28,Urban,14-15,7970,106985,7177,89219,133,5370,431,11499,1820,28312,1763,23888,1279,11905,1746,8203,5,42
C-04_(SC)_Andhra_Pradesh,C1204SC,28,00,0000,State - ANDHRA PRADESH  28,Urban,16-17,14583,104081,13865,92515,1213,18178,2112,16998,4860,29396,2955,17908,1426,6633,1290,3338,9,64
C-04_(SC)_Andhra_Pradesh,C1204SC,28,00,0000,State - ANDHRA PRADESH  28,Urban,18-19,51771,124950,49928,111432,6499,22162,8031,21221,15655,33709,10478,21915,5008,8358,4216,4011,41,56
C-04_(SC)_Andhra_Pradesh,C1204SC,28,00,0000,State - ANDHRA PRADESH  28,Urban,20-21,125707,81720,121727,68759,13172,9892,18755,13661,34949,19712,29851,15201,13871,6727,11044,3520,85,46
C-04_(SC)_Andhra_Pradesh,C1204SC,28,00,0000,State - ANDHRA PRADESH  28,Urban,22-23,75333,23888,74288,21991,13597,6039,14200,4801,22631,5989,15577,3457,5592,1275,2646,414,45,16
C-04_(SC)_Andhra_Pradesh,C1204SC,28,00,0000,State - ANDHRA PRADESH  28,Urban,24-25,85299,16555,83855,14486,11391,3478,13243,2754,25123,4097,20739,2573,8895,1152,4425,420,39,12
C-04_(SC)_Andhra_Pradesh,C1204SC,28,00,0000,State - ANDHRA PRADESH  28,Urban,26-27,30580,4835,30308,4516,7434,1622,5725,939,8977,1169,5363,519,2154,222,640,44,15,1
C-04_(SC)_Andhra_Pradesh,C1204SC,28,00,0000,State - ANDHRA PRADESH  28,Urban,28-29,21881,2941,21663,2626,4880,820,4268,532,6167,705,3948,353,1785,161,604,52,11,3
C-04_(SC)_Andhra_Pradesh,C1204SC,28,00,0000,State - ANDHRA PRADESH  28,Urban,30-31,17085,2062,16760,1573,2057,212,3157,318,4666,482,3678,320,2326,189,860,52,16,0
C-04_(SC)_Andhra_Pradesh,C1204SC,28,00,0000,State - ANDHRA PRADESH  28,Urban,32-33,4321,473,4274,390,1029,113,854,77,1198,116,762,66,335,13,90,5,6,0
C-04_(SC)_Andhra_Pradesh,C1204SC,28,00,0000,State - ANDHRA PRADESH  28,Urban,34+,7014,1712,6822,1107,1068,169,1089,176,2057,443,1761,266,644,35,188,13,15,5
C-04_(SC)_Andhra_Pradesh,C1204SC,28,00,0000,State - ANDHRA PRADESH  28,Urban,Age not stated,26854,41976,24708,28821,0,0,0,0,0,0,0,0,0,0,0,0,24708,28821
C-04_(SC)_Arunachal_Pradesh,C1204SC,12,00,0000,State - ARUNACHAL PRADESH  12,Total,All ages,1683,1235,1646,1149,260,209,284,213,548,380,330,219,125,65,38,24,61,39
C-04_(SC)_Arunachal_Pradesh,C1204SC,12,00,0000,State - ARUNACHAL PRADESH  12,Total,Less than 10,28,38,28,35,0,0,1,0,7,9,14,17,6,4,0,5,0,0
C-04_(SC)_Arunachal_Pradesh,C1204SC,12,00,0000,State - ARUNACHAL PRADESH  12,Total,10-11,2,14,2,14,0,0,0,0,0,6,2,6,0,1,0,1,0,0
C-04_(SC)_Arunachal_Pradesh,C1204SC,12,00,0000,State - ARUNACHAL PRADESH  12,Total,12-13,7,59,7,55,0,2,0,4,3,26,1,21,0,2,3,0,0,0
C-04_(SC)_Arunachal_Pradesh,C1204SC,12,00,0000,State - ARUNACHAL PRADESH  12,Total,14-15,31,142,31,131,3,18,3,14,8,50,9,32,3,14,5,3,0,0
C-04_(SC)_Arunachal_Pradesh,C1204SC,12,00,0000,State - ARUNACHAL PRADESH  12,Total,16-17,62,203,61,191,4,36,12,48,24,61,15,32,5,10,1,4,0,0
C-04_(SC)_Arunachal_Pradesh,C1204SC,12,00,0000,State - ARUNACHAL PRADESH  12,Total,18-19,197,390,194,363,37,72,31,71,67,134,33,67,21,15,5,4,0,0
C-04_(SC)_Arunachal_Pradesh,C1204SC,12,00,0000,State - ARUNACHAL PRADESH  12,Total,20-21,310,176,300,161,38,32,56,41,100,46,71,24,25,13,10,4,0,1
C-04_(SC)_Arunachal_Pradesh,C1204SC,12,00,0000,State - ARUNACHAL PRADESH  12,Total,22-23,249,79,247,78,44,22,40,19,99,22,40,10,21,3,3,2,0,0
C-04_(SC)_Arunachal_Pradesh,C1204SC,12,00,0000,State - ARUNACHAL PRADESH  12,Total,24-25,255,52,250,50,31,19,34,9,91,15,62,4,26,3,6,0,0,0
C-04_(SC)_Arunachal_Pradesh,C1204SC,12,00,0000,State - ARUNACHAL PRADESH  12,Total,26-27,143,14,140,14,35,3,34,3,45,5,21,2,5,0,0,1,0,0
C-04_(SC)_Arunachal_Pradesh,C1204SC,12,00,0000,State - ARUNACHAL PRADESH  12,Total,28-29,117,6,116,6,26,1,25,2,43,3,16,0,5,0,0,0,1,0
C-04_(SC)_Arunachal_Pradesh,C1204SC,12,00,0000,State - ARUNACHAL PRADESH  12,Total,30-31,114,8,110,7,20,1,27,2,32,2,24,2,5,0,2,0,0,0
C-04_(SC)_Arunachal_Pradesh,C1204SC,12,00,0000,State - ARUNACHAL PRADESH  12,Total,32-33,41,2,41,2,8,1,13,0,9,1,10,0,1,0,0,0,0,0
C-04_(SC)_Arunachal_Pradesh,C1204SC,12,00,0000,State - ARUNACHAL PRADESH  12,Total,34+,63,4,59,4,14,2,8,0,20,0,12,2,2,0,3,0,0,0
C-04_(SC)_Arunachal_Pradesh,C1204SC,12,00,0000,State - ARUNACHAL PRADESH  12,Total,Age not stated,64,48,60,38,0,0,0,0,0,0,0,0,0,0,0,0,60,38
C-04_(SC)_Arunachal_Pradesh,C1204SC,12,00,0000,State - ARUNACHAL PRADESH  12,Rural,All ages,826,597,802,554,137,108,157,115,243,172,155,99,67,34,17,13,26,13
C-04_(SC)_Arunachal_Pradesh,C1204SC,12,00,0000,State - ARUNACHAL PRADESH  12,Rural,Less than 10,10,18,10,17,0,0,0,0,2,6,7,8,1,0,0,3,0,0
C-04_(SC)_Arunachal_Pradesh,C1204SC,12,00,0000,State - ARUNACHAL PRADESH  12,Rural,10-11,1,6,1,6,0,0,0,0,0,2,1,2,0,1,0,1,0,0
C-04_(SC)_Arunachal_Pradesh,C1204SC,12,00,0000,State - ARUNACHAL PRADESH  12,Rural,12-13,4,21,4,20,0,0,0,2,2,10,0,7,0,1,2,0,0,0
C-04_(SC)_Arunachal_Pradesh,C1204SC,12,00,0000,State - ARUNACHAL PRADESH  12,Rural,14-15,11,51,11,49,1,7,1,7,3,15,2,13,2,6,2,1,0,0
C-04_(SC)_Arunachal_Pradesh,C1204SC,12,00,0000,State - ARUNACHAL PRADESH  12,Rural,16-17,23,80,22,78,2,12,5,28,7,22,6,9,2,6,0,1,0,0
C-04_(SC)_Arunachal_Pradesh,C1204SC,12,00,0000,State - ARUNACHAL PRADESH  12,Rural,18-19,97,241,96,223,20,42,20,44,28,78,12,44,14,11,2,4,0,0
C-04_(SC)_Arunachal_Pradesh,C1204SC,12,00,0000,State - ARUNACHAL PRADESH  12,Rural,20-21,161,87,154,74,20,19,36,21,45,19,37,8,10,5,6,1,0,1
C-04_(SC)_Arunachal_Pradesh,C1204SC,12,00,0000,State - ARUNACHAL PRADESH  12,Rural,22-23,135,36,134,36,24,13,22,8,52,8,23,3,12,2,1,2,0,0
C-04_(SC)_Arunachal_Pradesh,C1204SC,12,00,0000,State - ARUNACHAL PRADESH  12,Rural,24-25,137,24,133,24,16,9,20,2,48,9,30,2,16,2,3,0,0,0
C-04_(SC)_Arunachal_Pradesh,C1204SC,12,00,0000,State - ARUNACHAL PRADESH  12,Rural,26-27,59,4,57,4,18,2,14,1,12,1,11,0,2,0,0,0,0,0
C-04_(SC)_Arunachal_Pradesh,C1204SC,12,00,0000,State - ARUNACHAL PRADESH  12,Rural,28-29,59,1,58,1,14,1,13,0,20,0,6,0,5,0,0,0,0,0
C-04_(SC)_Arunachal_Pradesh,C1204SC,12,00,0000,State - ARUNACHAL PRADESH  12,Rural,30-31,55,5,53,4,10,0,16,2,13,1,11,1,2,0,1,0,0,0
C-04_(SC)_Arunachal_Pradesh,C1204SC,12,00,0000,State - ARUNACHAL PRADESH  12,Rural,32-33,15,2,15,2,5,1,7,0,1,1,1,0,1,0,0,0,0,0
C-04_(SC)_Arunachal_Pradesh,C1204SC,12,00,0000,State - ARUNACHAL PRADESH  12,Rural,34+,30,4,28,4,7,2,3,0,10,0,8,2,0,0,0,0,0,0
C-04_(SC)_Arunachal_Pradesh,C1204SC,12,00,0000,State - ARUNACHAL PRADESH  12,Rural,Age not stated,29,17,26,12,0,0,0,0,0,0,0,0,0,0,0,0,26,12
C-04_(SC)_Arunachal_Pradesh,C1204SC,12,00,0000,State - ARUNACHAL PRADESH  12,Urban,All ages,857,638,844,595,123,101,127,98,305,208,175,120,58,31,21,11,35,26
C-04_(SC)_Arunachal_Pradesh,C1204SC,12,00,0000,State - ARUNACHAL PRADESH  12,Urban,Less than 10,18,20,18,18,0,0,1,0,5,3,7,9,5,4,0,2,0,0
C-04_(SC)_Arunachal_Pradesh,C1204SC,12,00,0000,State - ARUNACHAL PRADESH  12,Urban,10-11,1,8,1,8,0,0,0,0,0,4,1,4,0,0,0,0,0,0
C-04_(SC)_Arunachal_Pradesh,C1204SC,12,00,0000,State - ARUNACHAL PRADESH  12,Urban,12-13,3,38,3,35,0,2,0,2,1,16,1,14,0,1,1,0,0,0
C-04_(SC)_Arunachal_Pradesh,C1204SC,12,00,0000,State - ARUNACHAL PRADESH  12,Urban,14-15,20,91,20,82,2,11,2,7,5,35,7,19,1,8,3,2,0,0
C-04_(SC)_Arunachal_Pradesh,C1204SC,12,00,0000,State - ARUNACHAL PRADESH  12,Urban,16-17,39,123,39,113,2,24,7,20,17,39,9,23,3,4,1,3,0,0
C-04_(SC)_Arunachal_Pradesh,C1204SC,12,00,0000,State - ARUNACHAL PRADESH  12,Urban,18-19,100,149,98,140,17,30,11,27,39,56,21,23,7,4,3,0,0,0
C-04_(SC)_Arunachal_Pradesh,C1204SC,12,00,0000,State - ARUNACHAL PRADESH  12,Urban,20-21,149,89,146,87,18,13,20,20,55,27,34,16,15,8,4,3,0,0
C-04_(SC)_Arunachal_Pradesh,C1204SC,12,00,0000,State - ARUNACHAL PRADESH  12,Urban,22-23,114,43,113,42,20,9,18,11,47,14,17,7,9,1,2,0,0,0
C-04_(SC)_Arunachal_Pradesh,C1204SC,12,00,0000,State - ARUNACHAL PRADESH  12,Urban,24-25,118,28,117,26,15,10,14,7,43,6,32,2,10,1,3,0,0,0
C-04_(SC)_Arunachal_Pradesh,C1204SC,12,00,0000,State - ARUNACHAL PRADESH  12,Urban,26-27,84,10,83,10,17,1,20,2,33,4,10,2,3,0,0,1,0,0
C-04_(SC)_Arunachal_Pradesh,C1204SC,12,00,0000,State - ARUNACHAL PRADESH  12,Urban,28-29,58,5,58,5,12,0,12,2,23,3,10,0,0,0,0,0,1,0
C-04_(SC)_Arunachal_Pradesh,C1204SC,12,00,0000,State - ARUNACHAL PRADESH  12,Urban,30-31,59,3,57,3,10,1,11,0,19,1,13,1,3,0,1,0,0,0
C-04_(SC)_Arunachal_Pradesh,C1204SC,12,00,0000,State - ARUNACHAL PRADESH  12,Urban,32-33,26,0,26,0,3,0,6,0,8,0,9,0,0,0,0,0,0,0
C-04_(SC)_Arunachal_Pradesh,C1204SC,12,00,0000,State - ARUNACHAL PRADESH  12,Urban,34+,33,0,31,0,7,0,5,0,10,0,4,0,2,0,3,0,0,0
C-04_(SC)_Arunachal_Pradesh,C1204SC,12,00,0000,State - ARUNACHAL PRADESH  12,Urban,Age not stated,35,31,34,26,0,0,0,0,0,0,0,0,0,0,0,0,34,26
C-04_(SC)_Assam,C1204SC,18,00,0000,State - ASSAM  18,Total,All ages,374070,442207,357497,366133,49736,53860,57358,60670,108766,114386,69161,69306,34767,33167,23641,21069,14068,13675
C-04_(SC)_Assam,C1204SC,18,00,0000,State - ASSAM  18,Total,Less than 10,2403,5717,2273,4536,0,1,4,20,223,1357,1005,1475,539,809,496,870,6,4
C-04_(SC)_Assam,C1204SC,18,00,0000,State - ASSAM  18,Total,10-11,269,2820,250,2043,0,13,9,117,64,591,87,476,41,359,48,485,1,2
C-04_(SC)_Assam,C1204SC,18,00,0000,State - ASSAM  18,Total,12-13,391,12189,339,9300,5,296,30,1016,90,3206,102,2271,50,1312,60,1195,2,4
C-04_(SC)_Assam,C1204SC,18,00,0000,State - ASSAM  18,Total,14-15,1564,53914,1393,43768,90,3090,157,5244,459,14907,315,10358,168,5636,202,4522,2,11
C-04_(SC)_Assam,C1204SC,18,00,0000,State - ASSAM  18,Total,16-17,4963,77783,4613,66799,606,10766,779,11915,1704,23698,818,12300,352,5125,351,2970,3,25
C-04_(SC)_Assam,C1204SC,18,00,0000,State - ASSAM  18,Total,18-19,18453,114333,17244,98284,2639,17678,2892,18025,5606,32255,3208,18141,1546,7781,1343,4367,10,37
C-04_(SC)_Assam,C1204SC,18,00,0000,State - ASSAM  18,Total,20-21,48088,79800,45416,65601,5630,8908,7662,12205,14775,20584,9208,13196,4149,6471,3952,4209,40,28
C-04_(SC)_Assam,C1204SC,18,00,0000,State - ASSAM  18,Total,22-23,52641,31194,50741,26850,8292,5889,9125,5516,17444,7940,9254,4616,3846,1989,2754,892,26,8
C-04_(SC)_Assam,C1204SC,18,00,0000,State - ASSAM  18,Total,24-25,74896,23206,71602,18728,8704,3279,10501,3350,23211,5396,15153,3562,7766,2087,6233,1046,34,8
C-04_(SC)_Assam,C1204SC,18,00,0000,State - ASSAM  18,Total,26-27,40111,7976,39087,6859,7119,1897,7550,1455,12848,1857,6915,1004,3036,499,1599,145,20,2
C-04_(SC)_Assam,C1204SC,18,00,0000,State - ASSAM  18,Total,28-29,35631,5539,34647,4431,6021,1089,6291,873,10659,1161,6673,722,3288,447,1700,137,15,2
C-04_(SC)_Assam,C1204SC,18,00,0000,State - ASSAM  18,Total,30-31,37138,4497,35407,3063,3738,403,5937,581,10256,793,7547,694,4891,415,3011,174,27,3
C-04_(SC)_Assam,C1204SC,18,00,0000,State - ASSAM  18,Total,32-33,15266,1271,14837,965,2965,280,2647,139,4389,256,2740,177,1555,89,535,24,6,0
C-04_(SC)_Assam,C1204SC,18,00,0000,State - ASSAM  18,Total,34+,26806,2410,25816,1365,3927,271,3774,214,7038,385,6136,314,3540,148,1357,33,44,0
C-04_(SC)_Assam,C1204SC,18,00,0000,State - ASSAM  18,Total,Age not stated,15450,19558,13832,13541,0,0,0,0,0,0,0,0,0,0,0,0,13832,13541
C-04_(SC)_Assam,C1204SC,18,00,0000,State - ASSAM  18,Rural,All ages,316171,374546,301669,310560,41794,45487,48448,51652,91506,96838,58208,58744,29884,28682,20784,18423,11045,10734
C-04_(SC)_Assam,C1204SC,18,00,0000,State - ASSAM  18,Rural,Less than 10,1903,4813,1798,3843,0,1,4,17,163,1188,809,1203,419,692,400,739,3,3
C-04_(SC)_Assam,C1204SC,18,00,0000,State - ASSAM  18,Rural,10-11,201,2147,185,1586,0,8,6,98,47,426,67,372,30,280,34,402,1,0
C-04_(SC)_Assam,C1204SC,18,00,0000,State - ASSAM  18,Rural,12-13,282,9613,246,7441,4,246,22,829,60,2554,80,1782,35,1042,43,986,2,2
C-04_(SC)_Assam,C1204SC,18,00,0000,State - ASSAM  18,Rural,14-15,1167,44789,1052,36769,73,2722,121,4436,345,12487,242,8598,120,4702,149,3819,2,5
C-04_(SC)_Assam,C1204SC,18,00,0000,State - ASSAM  18,Rural,16-17,3992,66550,3699,57389,512,9315,631,10346,1350,20245,657,10404,260,4454,287,2606,2,19
C-04_(SC)_Assam,C1204SC,18,00,0000,State - ASSAM  18,Rural,18-19,15393,99375,14349,85494,2235,15374,2429,15740,4630,27925,2625,15678,1273,6850,1150,3901,7,26
C-04_(SC)_Assam,C1204SC,18,00,0000,State - ASSAM  18,Rural,20-21,41351,68761,39022,56428,4820,7507,6591,10483,12676,17530,7861,11383,3545,5714,3497,3789,32,22
C-04_(SC)_Assam,C1204SC,18,00,0000,State - ASSAM  18,Rural,22-23,45837,25922,44130,22140,7250,4761,7986,4545,15094,6472,7973,3848,3330,1711,2475,795,22,8
C-04_(SC)_Assam,C1204SC,18,00,0000,State - ASSAM  18,Rural,24-25,65173,19314,62210,15407,7520,2528,9132,2683,20020,4410,13077,3005,6869,1838,5565,936,27,7
C-04_(SC)_Assam,C1204SC,18,00,0000,State - ASSAM  18,Rural,26-27,34008,6387,33097,5423,6034,1469,6444,1102,10832,1471,5743,826,2630,432,1396,121,18,2
C-04_(SC)_Assam,C1204SC,18,00,0000,State - ASSAM  18,Rural,28-29,29612,4538,28739,3590,4992,841,5222,670,8786,947,5445,617,2806,395,1476,119,12,1
C-04_(SC)_Assam,C1204SC,18,00,0000,State - ASSAM  18,Rural,30-31,31047,3737,29517,2523,2991,301,4858,446,8408,652,6292,602,4260,361,2684,158,24,3
C-04_(SC)_Assam,C1204SC,18,00,0000,State - ASSAM  18,Rural,32-33,12235,1039,11862,780,2344,217,2055,102,3471,206,2227,153,1306,80,453,22,6,0
C-04_(SC)_Assam,C1204SC,18,00,0000,State - ASSAM  18,Rural,34+,21783,2009,20915,1111,3019,197,2947,155,5624,325,5110,273,3001,131,1175,30,39,0
C-04_(SC)_Assam,C1204SC,18,00,0000,State - ASSAM  18,Rural,Age not stated,12187,15552,10848,10636,0,0,0,0,0,0,0,0,0,0,0,0,10848,10636
C-04_(SC)_Assam,C1204SC,18,00,0000,State - ASSAM  18,Urban,All ages,57899,67661,55828,55573,7942,8373,8910,9018,17260,17548,10953,10562,4883,4485,2857,2646,3023,2941
C-04_(SC)_Assam,C1204SC,18,00,0000,State - ASSAM  18,Urban,Less than 10,500,904,475,693,0,0,0,3,60,169,196,272,120,117,96,131,3,1
C-04_(SC)_Assam,C1204SC,18,00,0000,State - ASSAM  18,Urban,10-11,68,673,65,457,0,5,3,19,17,165,20,104,11,79,14,83,0,2
C-04_(SC)_Assam,C1204SC,18,00,0000,State - ASSAM  18,Urban,12-13,109,2576,93,1859,1,50,8,187,30,652,22,489,15,270,17,209,0,2
C-04_(SC)_Assam,C1204SC,18,00,0000,State - ASSAM  18,Urban,14-15,397,9125,341,6999,17,368,36,808,114,2420,73,1760,48,934,53,703,0,6
C-04_(SC)_Assam,C1204SC,18,00,0000,State - ASSAM  18,Urban,16-17,971,11233,914,9410,94,1451,148,1569,354,3453,161,1896,92,671,64,364,1,6
C-04_(SC)_Assam,C1204SC,18,00,0000,State - ASSAM  18,Urban,18-19,3060,14958,2895,12790,404,2304,463,2285,976,4330,583,2463,273,931,193,466,3,11
C-04_(SC)_Assam,C1204SC,18,00,0000,State - ASSAM  18,Urban,20-21,6737,11039,6394,9173,810,1401,1071,1722,2099,3054,1347,1813,604,757,455,420,8,6
C-04_(SC)_Assam,C1204SC,18,00,0000,State - ASSAM  18,Urban,22-23,6804,5272,6611,4710,1042,1128,1139,971,2350,1468,1281,768,516,278,279,97,4,0
C-04_(SC)_Assam,C1204SC,18,00,0000,State - ASSAM  18,Urban,24-25,9723,3892,9392,3321,1184,751,1369,667,3191,986,2076,557,897,249,668,110,7,1
C-04_(SC)_Assam,C1204SC,18,00,0000,State - ASSAM  18,Urban,26-27,6103,1589,5990,1436,1085,428,1106,353,2016,386,1172,178,406,67,203,24,2,0
C-04_(SC)_Assam,C1204SC,18,00,0000,State - ASSAM  18,Urban,28-29,6019,1001,5908,841,1029,248,1069,203,1873,214,1228,105,482,52,224,18,3,1
C-04_(SC)_Assam,C1204SC,18,00,0000,State - ASSAM  18,Urban,30-31,6091,760,5890,540,747,102,1079,135,1848,141,1255,92,631,54,327,16,3,0
