source_file,Table | Name,State | Code,Distt. | Code,Tehsil | Code,Area Name,Total/ | Rural/ | Urban/,Age at | marriage | 1,Number of ever married | persons | Males | 2,Females | 3,Duration of marriage of currently married persons | All durations | Males | 4,Females | 5,0-4 | Males | 6,Females | 7,5-9 | Males | 8,Females | 9,10-19 | Males | 10,Females | 11,20-29 | Males | 12,Females | 13,30-39 | Males | 14,Females | 15,40+ | Males | 16,Females | 17,Duration not known | Males | 18,Females | 19
C-04_(SC)_Gujarat,C1204SC,24,00,0000,State - GUJARAT  24,Rural,18-19,77582,226669,72407,204087,9731,33060,9864,31272,21400,59700,14771,42224,8835,22383,7795,15409,11,39
C-04_(SC)_Gujarat,C1204SC,24,00,0000,State - GUJARAT  24,Rural,20-21,213045,134631,201380,107135,25959,17154,29664,17413,58059,28472,43186,22330,24459,12884,19990,8859,63,23
C-04_(SC)_Gujarat,C1204SC,24,00,0000,State - GUJARAT  24,Rural,22-23,100264,29618,96602,24906,14129,5235,15442,4880,27305,6031,20846,4680,11774,2683,7087,1392,19,5
C-04_(SC)_Gujarat,C1204SC,24,00,0000,State - GUJARAT  24,Rural,24-25,51407,10493,49250,8003,6669,1791,7790,1612,12631,1827,10526,1439,6872,882,4746,451,16,1
C-04_(SC)_Gujarat,C1204SC,24,00,0000,State - GUJARAT  24,Rural,26-27,11883,2529,11555,2221,2878,705,2223,424,2778,440,1993,358,1117,216,562,77,4,1
C-04_(SC)_Gujarat,C1204SC,24,00,0000,State - GUJARAT  24,Rural,28-29,6299,1655,6111,1445,1505,341,1155,258,1349,317,1083,293,700,180,316,55,3,1
C-04_(SC)_Gujarat,C1204SC,24,00,0000,State - GUJARAT  24,Rural,30-31,4547,969,4277,668,604,121,752,129,915,132,898,162,686,96,418,28,4,0
C-04_(SC)_Gujarat,C1204SC,24,00,0000,State - GUJARAT  24,Rural,32-33,1046,209,1011,173,247,49,167,32,228,38,231,35,110,14,28,5,0,0
C-04_(SC)_Gujarat,C1204SC,24,00,0000,State - GUJARAT  24,Rural,34+,1858,619,1726,392,280,93,221,47,420,121,516,101,202,23,81,6,6,1
C-04_(SC)_Gujarat,C1204SC,24,00,0000,State - GUJARAT  24,Rural,Age not stated,8376,10636,6808,7615,0,0,0,0,0,0,0,0,0,0,0,0,6808,7615
C-04_(SC)_Gujarat,C1204SC,24,00,0000,State - GUJARAT  24,Urban,All ages,333278,369993,318907,322878,44414,47618,47901,48616,91909,93327,70675,70056,33946,32974,21071,19882,8991,10405
C-04_(SC)_Gujarat,C1204SC,24,00,0000,State - GUJARAT  24,Urban,Less than 10,2773,5642,2609,4898,0,10,11,13,302,904,884,1434,635,1125,770,1406,7,6
C-04_(SC)_Gujarat,C1204SC,24,00,0000,State - GUJARAT  24,Urban,10-11,829,3992,726,3308,5,21,19,108,134,653,154,767,121,786,292,967,1,6
C-04_(SC)_Gujarat,C1204SC,24,00,0000,State - GUJARAT  24,Urban,12-13,1120,8590,996,7089,11,60,35,387,194,1768,229,1964,216,1586,311,1323,0,1
C-04_(SC)_Gujarat,C1204SC,24,00,0000,State - GUJARAT  24,Urban,14-15,5042,33622,4395,27586,91,749,250,2313,969,7777,1047,7795,891,4919,1141,4021,6,12
C-04_(SC)_Gujarat,C1204SC,24,00,0000,State - GUJARAT  24,Urban,16-17,10077,63342,9249,55525,662,6118,1082,8204,2845,18091,2156,13266,1346,6287,1156,3549,2,10
C-04_(SC)_Gujarat,C1204SC,24,00,0000,State - GUJARAT  24,Urban,18-19,40085,123370,37541,111820,4710,19394,4967,18188,11139,35497,8497,24281,4704,9756,3511,4673,13,31
C-04_(SC)_Gujarat,C1204SC,24,00,0000,State - GUJARAT  24,Urban,20-21,105618,79039,100797,68267,13195,12279,14652,12237,30715,19912,23863,14688,11037,6069,7306,3069,29,13
C-04_(SC)_Gujarat,C1204SC,24,00,0000,State - GUJARAT  24,Urban,22-23,69876,22539,68090,20514,10821,5259,11390,4427,21302,5480,15312,3492,6378,1345,2872,507,15,4
C-04_(SC)_Gujarat,C1204SC,24,00,0000,State - GUJARAT  24,Urban,24-25,52444,9925,51106,8573,7617,2272,8767,1779,15123,2062,11735,1475,5302,725,2547,256,15,4
C-04_(SC)_Gujarat,C1204SC,24,00,0000,State - GUJARAT  24,Urban,26-27,16309,2660,16053,2408,3896,826,3218,471,4393,554,2928,373,1239,143,374,41,5,0
C-04_(SC)_Gujarat,C1204SC,24,00,0000,State - GUJARAT  24,Urban,28-29,9361,1496,9191,1339,2016,390,1812,258,2407,323,1738,238,910,98,306,32,2,0
C-04_(SC)_Gujarat,C1204SC,24,00,0000,State - GUJARAT  24,Urban,30-31,5990,918,5780,694,708,114,1169,134,1490,167,1270,155,791,97,350,27,2,0
C-04_(SC)_Gujarat,C1204SC,24,00,0000,State - GUJARAT  24,Urban,32-33,1554,219,1507,191,342,40,255,42,393,48,327,42,138,16,51,3,1,0
C-04_(SC)_Gujarat,C1204SC,24,00,0000,State - GUJARAT  24,Urban,34+,2071,507,1981,350,340,86,274,55,503,91,535,86,238,22,84,8,7,2
C-04_(SC)_Gujarat,C1204SC,24,00,0000,State - GUJARAT  24,Urban,Age not stated,10129,14132,8886,10316,0,0,0,0,0,0,0,0,0,0,0,0,8886,10316
C-04_(SC)_Haryana,C1204SC,06,00,0000,State - HARYANA  06,Total,All ages,925805,984227,880680,881758,129548,128845,127320,126140,249753,251217,172110,172547,85356,86115,96493,99225,20100,17669
C-04_(SC)_Haryana,C1204SC,06,00,0000,State - HARYANA  06,Total,Less than 10,16430,43078,15464,39441,90,274,186,717,3125,9212,5247,11285,3013,8159,3732,9720,71,74
C-04_(SC)_Haryana,C1204SC,06,00,0000,State - HARYANA  06,Total,10-11,6037,24233,5626,21847,229,791,459,1579,1398,5487,1337,5065,949,3378,1241,5518,13,29
C-04_(SC)_Haryana,C1204SC,06,00,0000,State - HARYANA  06,Total,12-13,11695,56333,10823,50220,667,2474,1019,5130,3039,14977,2408,11197,1465,6907,2197,9476,28,59
C-04_(SC)_Haryana,C1204SC,06,00,0000,State - HARYANA  06,Total,14-15,39621,163272,35606,141493,2431,10577,3351,16475,10147,43716,7524,31236,4761,17110,7301,22206,91,173
C-04_(SC)_Haryana,C1204SC,06,00,0000,State - HARYANA  06,Total,16-17,81182,231788,75451,210279,8705,33101,10863,33821,24420,66204,13848,40054,7492,18096,9965,18767,158,236
C-04_(SC)_Haryana,C1204SC,06,00,0000,State - HARYANA  06,Total,18-19,181772,240992,172624,220707,24380,43930,26530,37389,53540,64317,32459,40418,16499,16944,18898,17498,318,211
C-04_(SC)_Haryana,C1204SC,06,00,0000,State - HARYANA  06,Total,20-21,258460,129768,246806,112967,35247,22033,36763,18984,71265,30125,51711,21720,23929,9008,27499,10982,392,115
C-04_(SC)_Haryana,C1204SC,06,00,0000,State - HARYANA  06,Total,22-23,143287,43688,139435,40669,26943,9559,22617,7425,40727,10470,26699,6913,11061,3207,11154,3064,234,31
C-04_(SC)_Haryana,C1204SC,06,00,0000,State - HARYANA  06,Total,24-25,95020,18157,91875,16267,16141,3624,13650,2815,25101,3982,18812,2733,8677,1750,9343,1349,151,14
C-04_(SC)_Haryana,C1204SC,06,00,0000,State - HARYANA  06,Total,26-27,32184,5587,31447,5285,7665,1391,5930,982,8002,1242,5107,774,2605,585,2103,305,35,6
C-04_(SC)_Haryana,C1204SC,06,00,0000,State - HARYANA  06,Total,28-29,17161,2963,16709,2764,3953,624,3053,448,4193,653,2634,432,1668,430,1184,172,24,5
C-04_(SC)_Haryana,C1204SC,06,00,0000,State - HARYANA  06,Total,30-31,11599,1692,11024,1408,1523,167,1719,183,2538,336,2086,284,1838,326,1298,105,22,7
C-04_(SC)_Haryana,C1204SC,06,00,0000,State - HARYANA  06,Total,32-33,3302,580,3209,526,694,126,509,65,767,132,593,91,454,91,179,21,13,0
C-04_(SC)_Haryana,C1204SC,06,00,0000,State - HARYANA  06,Total,34+,6671,1879,6069,1188,880,174,671,127,1491,364,1645,345,945,124,399,42,38,12
C-04_(SC)_Haryana,C1204SC,06,00,0000,State - HARYANA  06,Total,Age not stated,21384,20217,18512,16697,0,0,0,0,0,0,0,0,0,0,0,0,18512,16697
C-04_(SC)_Haryana,C1204SC,06,00,0000,State - HARYANA  06,Rural,All ages,725864,776920,689128,696448,101174,101765,98964,99142,193080,196078,132164,133934,67730,68918,81197,83630,14819,12981
C-04_(SC)_Haryana,C1204SC,06,00,0000,State - HARYANA  06,Rural,Less than 10,13272,35648,12471,32653,87,261,167,663,2557,7738,4175,9227,2394,6593,3036,8110,55,61
C-04_(SC)_Haryana,C1204SC,06,00,0000,State - HARYANA  06,Rural,10-11,4976,19832,4641,17917,219,754,401,1379,1176,4485,1073,4016,750,2654,1013,4602,9,27
C-04_(SC)_Haryana,C1204SC,06,00,0000,State - HARYANA  06,Rural,12-13,9817,45644,9083,40775,620,2219,879,4238,2578,12022,1960,8824,1181,5427,1843,8002,22,43
C-04_(SC)_Haryana,C1204SC,06,00,0000,State - HARYANA  06,Rural,14-15,32872,129152,29479,112014,2126,8938,2795,13071,8398,34315,6071,23770,3815,13387,6203,18396,71,137
C-04_(SC)_Haryana,C1204SC,06,00,0000,State - HARYANA  06,Rural,16-17,66641,183590,61877,166633,7241,26437,8879,26663,19831,51731,11206,31090,6057,14598,8541,15936,122,178
C-04_(SC)_Haryana,C1204SC,06,00,0000,State - HARYANA  06,Rural,18-19,146378,190517,138880,174622,19575,34385,21188,29483,42779,50107,25711,31648,13302,13790,16083,15044,242,165
C-04_(SC)_Haryana,C1204SC,06,00,0000,State - HARYANA  06,Rural,20-21,203937,100921,194530,87666,27555,17155,28863,14597,55599,22881,40096,16538,19041,7168,23092,9237,284,90
C-04_(SC)_Haryana,C1204SC,06,00,0000,State - HARYANA  06,Rural,22-23,110105,33770,107028,31396,20875,7201,17295,5641,30643,7910,19937,5347,8658,2623,9442,2650,178,24
C-04_(SC)_Haryana,C1204SC,06,00,0000,State - HARYANA  06,Rural,24-25,71004,13616,68474,12176,12201,2608,10183,2092,18070,2907,13504,2020,6707,1420,7706,1119,103,10
C-04_(SC)_Haryana,C1204SC,06,00,0000,State - HARYANA  06,Rural,26-27,23154,4196,22565,3979,5636,1008,4231,724,5458,919,3512,582,1955,491,1747,250,26,5
C-04_(SC)_Haryana,C1204SC,06,00,0000,State - HARYANA  06,Rural,28-29,12044,2215,11714,2071,2821,456,2081,323,2723,467,1780,334,1327,337,966,151,16,3
C-04_(SC)_Haryana,C1204SC,06,00,0000,State - HARYANA  06,Rural,30-31,8368,1243,7935,1033,1083,115,1178,129,1668,231,1501,210,1440,256,1048,87,17,5
C-04_(SC)_Haryana,C1204SC,06,00,0000,State - HARYANA  06,Rural,32-33,2318,433,2240,394,484,97,333,44,507,95,406,72,353,70,147,16,10,0
C-04_(SC)_Haryana,C1204SC,06,00,0000,State - HARYANA  06,Rural,34+,5079,1428,4578,896,651,131,491,95,1093,270,1232,256,750,104,330,30,31,10
C-04_(SC)_Haryana,C1204SC,06,00,0000,State - HARYANA  06,Rural,Age not stated,15899,14715,13633,12223,0,0,0,0,0,0,0,0,0,0,0,0,13633,12223
C-04_(SC)_Haryana,C1204SC,06,00,0000,State - HARYANA  06,Urban,All ages,199941,207307,191552,185310,28374,27080,28356,26998,56673,55139,39946,38613,17626,17197,15296,15595,5281,4688
C-04_(SC)_Haryana,C1204SC,06,00,0000,State - HARYANA  06,Urban,Less than 10,3158,7430,2993,6788,3,13,19,54,568,1474,1072,2058,619,1566,696,1610,16,13
C-04_(SC)_Haryana,C1204SC,06,00,0000,State - HARYANA  06,Urban,10-11,1061,4401,985,3930,10,37,58,200,222,1002,264,1049,199,724,228,916,4,2
C-04_(SC)_Haryana,C1204SC,06,00,0000,State - HARYANA  06,Urban,12-13,1878,10689,1740,9445,47,255,140,892,461,2955,448,2373,284,1480,354,1474,6,16
C-04_(SC)_Haryana,C1204SC,06,00,0000,State - HARYANA  06,Urban,14-15,6749,34120,6127,29479,305,1639,556,3404,1749,9401,1453,7466,946,3723,1098,3810,20,36
C-04_(SC)_Haryana,C1204SC,06,00,0000,State - HARYANA  06,Urban,16-17,14541,48198,13574,43646,1464,6664,1984,7158,4589,14473,2642,8964,1435,3498,1424,2831,36,58
C-04_(SC)_Haryana,C1204SC,06,00,0000,State - HARYANA  06,Urban,18-19,35394,50475,33744,46085,4805,9545,5342,7906,10761,14210,6748,8770,3197,3154,2815,2454,76,46
C-04_(SC)_Haryana,C1204SC,06,00,0000,State - HARYANA  06,Urban,20-21,54523,28847,52276,25301,7692,4878,7900,4387,15666,7244,11615,5182,4888,1840,4407,1745,108,25
C-04_(SC)_Haryana,C1204SC,06,00,0000,State - HARYANA  06,Urban,22-23,33182,9918,32407,9273,6068,2358,5322,1784,10084,2560,6762,1566,2403,584,1712,414,56,7
C-04_(SC)_Haryana,C1204SC,06,00,0000,State - HARYANA  06,Urban,24-25,24016,4541,23401,4091,3940,1016,3467,723,7031,1075,5308,713,1970,330,1637,230,48,4
C-04_(SC)_Haryana,C1204SC,06,00,0000,State - HARYANA  06,Urban,26-27,9030,1391,8882,1306,2029,383,1699,258,2544,323,1595,192,650,94,356,55,9,1
C-04_(SC)_Haryana,C1204SC,06,00,0000,State - HARYANA  06,Urban,28-29,5117,748,4995,693,1132,168,972,125,1470,186,854,98,341,93,218,21,8,2
C-04_(SC)_Haryana,C1204SC,06,00,0000,State - HARYANA  06,Urban,30-31,3231,449,3089,375,440,52,541,54,870,105,585,74,398,70,250,18,5,2
C-04_(SC)_Haryana,C1204SC,06,00,0000,State - HARYANA  06,Urban,32-33,984,147,969,132,210,29,176,21,260,37,187,19,101,21,32,5,3,0
C-04_(SC)_Haryana,C1204SC,06,00,0000,State - HARYANA  06,Urban,34+,1592,451,1491,292,229,43,180,32,398,94,413,89,195,20,69,12,7,2
C-04_(SC)_Haryana,C1204SC,06,00,0000,State - HARYANA  06,Urban,Age not stated,5485,5502,4879,4474,0,0,0,0,0,0,0,0,0,0,0,0,4879,4474
C-04_(SC)_Himachal_Pradesh,C1204SC,02,00,0000,State - HIMACHAL PRADESH  02,Total,All ages,350421,406511,331481,351897,44965,48960,46139,49880,86893,94478,67556,71982,41405,42908,37965,37466,6558,6223
C-04_(SC)_Himachal_Pradesh,C1204SC,02,00,0000,State - HIMACHAL PRADESH  02,Total,Less than 10,3362,10581,3136,8638,1,3,4,18,361,1462,1394,2249,520,1797,851,3097,5,12
C-04_(SC)_Himachal_Pradesh,C1204SC,02,00,0000,State - HIMACHAL PRADESH  02,Total,10-11,665,6331,550,4466,3,8,11,33,71,399,108,705,76,1029,280,2286,1,6
C-04_(SC)_Himachal_Pradesh,C1204SC,02,00,0000,State - HIMACHAL PRADESH  02,Total,12-13,1174,14610,965,10949,5,19,21,191,113,1708,168,2621,165,2804,492,3602,1,4
C-04_(SC)_Himachal_Pradesh,C1204SC,02,00,0000,State - HIMACHAL PRADESH  02,Total,14-15,5016,54557,4010,42741,41,490,135,2126,649,9530,722,11313,761,9278,1696,9974,6,30
C-04_(SC)_Himachal_Pradesh,C1204SC,02,00,0000,State - HIMACHAL PRADESH  02,Total,16-17,13162,82908,11712,72788,551,5361,1111,9527,3283,24005,2601,17988,1848,9614,2306,6265,12,28
C-04_(SC)_Himachal_Pradesh,C1204SC,02,00,0000,State - HIMACHAL PRADESH  02,Total,18-19,45285,123583,42097,112242,3917,19541,5467,20787,11965,34219,8939,21197,5867,10043,5908,6396,34,59
C-04_(SC)_Himachal_Pradesh,C1204SC,02,00,0000,State - HIMACHAL PRADESH  02,Total,20-21,85849,69173,80482,60315,8866,13447,11233,10965,21918,15075,17169,10748,10468,5623,10757,4422,71,35
C-04_(SC)_Himachal_Pradesh,C1204SC,02,00,0000,State - HIMACHAL PRADESH  02,Total,22-23,64608,21116,62584,19680,9600,6339,9736,3869,17958,4682,13408,2757,6974,1279,4867,745,41,9
C-04_(SC)_Himachal_Pradesh,C1204SC,02,00,0000,State - HIMACHAL PRADESH  02,Total,24-25,62255,9221,59924,8168,9586,2300,8731,1356,15403,1897,12243,1329,7574,851,6331,432,56,3
C-04_(SC)_Himachal_Pradesh,C1204SC,02,00,0000,State - HIMACHAL PRADESH  02,Total,26-27,26726,2797,26165,2585,6555,798,4792,472,6938,611,4151,408,2380,209,1327,84,22,3
C-04_(SC)_Himachal_Pradesh,C1204SC,02,00,0000,State - HIMACHAL PRADESH  02,Total,28-29,15785,1469,15411,1323,3442,315,2650,217,3985,334,2574,250,1666,139,1076,67,18,1
C-04_(SC)_Himachal_Pradesh,C1204SC,02,00,0000,State - HIMACHAL PRADESH  02,Total,30-31,10100,1078,9537,868,1251,117,1300,123,2100,228,1874,194,1656,138,1346,67,10,1
C-04_(SC)_Himachal_Pradesh,C1204SC,02,00,0000,State - HIMACHAL PRADESH  02,Total,32-33,2851,344,2749,299,533,72,361,61,699,79,588,51,380,28,188,8,0,0
C-04_(SC)_Himachal_Pradesh,C1204SC,02,00,0000,State - HIMACHAL PRADESH  02,Total,34+,6327,1120,5907,803,614,150,587,135,1450,249,1617,172,1070,76,540,21,29,0
C-04_(SC)_Himachal_Pradesh,C1204SC,02,00,0000,State - HIMACHAL PRADESH  02,Total,Age not stated,7256,7623,6252,6032,0,0,0,0,0,0,0,0,0,0,0,0,6252,6032
C-04_(SC)_Himachal_Pradesh,C1204SC,02,00,0000,State - HIMACHAL PRADESH  02,Rural,All ages,325140,381806,306957,330195,41425,45911,42263,46474,79640,87853,62296,67499,38933,40746,36433,36056,5967,5656
C-04_(SC)_Himachal_Pradesh,C1204SC,02,00,0000,State - HIMACHAL PRADESH  02,Rural,Less than 10,3086,10083,2868,8195,0,3,4,16,337,1382,1256,2099,459,1672,807,3011,5,12
C-04_(SC)_Himachal_Pradesh,C1204SC,02,00,0000,State - HIMACHAL PRADESH  02,Rural,10-11,626,6084,515,4281,2,8,10,32,62,370,102,675,71,987,267,2203,1,6
C-04_(SC)_Himachal_Pradesh,C1204SC,02,00,0000,State - HIMACHAL PRADESH  02,Rural,12-13,1123,13940,925,10458,4,17,19,183,100,1621,161,2488,160,2687,481,3458,0,4
C-04_(SC)_Himachal_Pradesh,C1204SC,02,00,0000,State - HIMACHAL PRADESH  02,Rural,14-15,4788,51775,3808,40577,31,467,123,2019,611,8975,673,10678,722,8822,1642,9587,6,29
C-04_(SC)_Himachal_Pradesh,C1204SC,02,00,0000,State - HIMACHAL PRADESH  02,Rural,16-17,12493,78367,11087,68857,506,5142,1047,9066,3099,22607,2457,16920,1745,9109,2221,5987,12,26
C-04_(SC)_Himachal_Pradesh,C1204SC,02,00,0000,State - HIMACHAL PRADESH  02,Rural,18-19,42764,116664,39710,105956,3686,18629,5154,19583,11300,32058,8364,19920,5510,9549,5665,6164,31,53
C-04_(SC)_Himachal_Pradesh,C1204SC,02,00,0000,State - HIMACHAL PRADESH  02,Rural,20-21,80736,64614,75584,56164,8319,12587,10510,10119,20463,13756,16008,10027,9892,5371,10325,4272,67,32
C-04_(SC)_Himachal_Pradesh,C1204SC,02,00,0000,State - HIMACHAL PRADESH  02,Rural,22-23,59995,19146,58057,17817,8938,5800,8994,3446,16531,4155,12360,2493,6543,1191,4651,723,40,9
C-04_(SC)_Himachal_Pradesh,C1204SC,02,00,0000,State - HIMACHAL PRADESH  02,Rural,24-25,57274,8217,55039,7239,8804,2018,7921,1166,13880,1631,11153,1207,7132,802,6096,413,53,2
C-04_(SC)_Himachal_Pradesh,C1204SC,02,00,0000,State - HIMACHAL PRADESH  02,Rural,26-27,24061,2391,23524,2201,5975,680,4268,373,6057,508,3716,363,2225,193,1261,82,22,2
C-04_(SC)_Himachal_Pradesh,C1204SC,02,00,0000,State - HIMACHAL PRADESH  02,Rural,28-29,14025,1298,13674,1169,3055,260,2288,193,3454,288,2282,235,1549,130,1030,62,16,1
C-04_(SC)_Himachal_Pradesh,C1204SC,02,00,0000,State - HIMACHAL PRADESH  02,Rural,30-31,9126,980,8585,787,1102,99,1111,106,1820,203,1698,180,1560,134,1284,65,10,0
C-04_(SC)_Himachal_Pradesh,C1204SC,02,00,0000,State - HIMACHAL PRADESH  02,Rural,32-33,2507,304,2409,262,460,61,299,52,582,64,532,49,356,28,180,8,0,0
C-04_(SC)_Himachal_Pradesh,C1204SC,02,00,0000,State - HIMACHAL PRADESH  02,Rural,34+,5901,1042,5496,752,543,140,515,120,1344,235,1534,165,1009,71,523,21,28,0
C-04_(SC)_Himachal_Pradesh,C1204SC,02,00,0000,State - HIMACHAL PRADESH  02,Rural,Age not stated,6635,6901,5676,5480,0,0,0,0,0,0,0,0,0,0,0,0,5676,5480
C-04_(SC)_Himachal_Pradesh,C1204SC,02,00,0000,State - HIMACHAL PRADESH  02,Urban,All ages,25281,24705,24524,21702,3540,3049,3876,3406,7253,6625,5260,4483,2472,2162,1532,1410,591,567
C-04_(SC)_Himachal_Pradesh,C1204SC,02,00,0000,State - HIMACHAL PRADESH  02,Urban,Less than 10,276,498,268,443,1,0,0,2,24,80,138,150,61,125,44,86,0,0
C-04_(SC)_Himachal_Pradesh,C1204SC,02,00,0000,State - HIMACHAL PRADESH  02,Urban,10-11,39,247,35,185,1,0,1,1,9,29,6,30,5,42,13,83,0,0
C-04_(SC)_Himachal_Pradesh,C1204SC,02,00,0000,State - HIMACHAL PRADESH  02,Urban,12-13,51,670,40,491,1,2,2,8,13,87,7,133,5,117,11,144,1,0
C-04_(SC)_Himachal_Pradesh,C1204SC,02,00,0000,State - HIMACHAL PRADESH  02,Urban,14-15,228,2782,202,2164,10,23,12,107,38,555,49,635,39,456,54,387,0,1
C-04_(SC)_Himachal_Pradesh,C1204SC,02,00,0000,State - HIMACHAL PRADESH  02,Urban,16-17,669,4541,625,3931,45,219,64,461,184,1398,144,1068,103,505,85,278,0,2
C-04_(SC)_Himachal_Pradesh,C1204SC,02,00,0000,State - HIMACHAL PRADESH  02,Urban,18-19,2521,6919,2387,6286,231,912,313,1204,665,2161,575,1277,357,494,243,232,3,6
C-04_(SC)_Himachal_Pradesh,C1204SC,02,00,0000,State - HIMACHAL PRADESH  02,Urban,20-21,5113,4559,4898,4151,547,860,723,846,1455,1319,1161,721,576,252,432,150,4,3
C-04_(SC)_Himachal_Pradesh,C1204SC,02,00,0000,State - HIMACHAL PRADESH  02,Urban,22-23,4613,1970,4527,1863,662,539,742,423,1427,527,1048,264,431,88,216,22,1,0
C-04_(SC)_Himachal_Pradesh,C1204SC,02,00,0000,State - HIMACHAL PRADESH  02,Urban,24-25,4981,1004,4885,929,782,282,810,190,1523,266,1090,122,442,49,235,19,3,1
C-04_(SC)_Himachal_Pradesh,C1204SC,02,00,0000,State - HIMACHAL PRADESH  02,Urban,26-27,2665,406,2641,384,580,118,524,99,881,103,435,45,155,16,66,2,0,1
C-04_(SC)_Himachal_Pradesh,C1204SC,02,00,0000,State - HIMACHAL PRADESH  02,Urban,28-29,1760,171,1737,154,387,55,362,24,531,46,292,15,117,9,46,5,2,0
C-04_(SC)_Himachal_Pradesh,C1204SC,02,00,0000,State - HIMACHAL PRADESH  02,Urban,30-31,974,98,952,81,149,18,189,17,280,25,176,14,96,4,62,2,0,1
C-04_(SC)_Himachal_Pradesh,C1204SC,02,00,0000,State - HIMACHAL PRADESH  02,Urban,32-33,344,40,340,37,73,11,62,9,117,15,56,2,24,0,8,0,0,0
C-04_(SC)_Himachal_Pradesh,C1204SC,02,00,0000,State - HIMACHAL PRADESH  02,Urban,34+,426,78,411,51,71,10,72,15,106,14,83,7,61,5,17,0,1,0
C-04_(SC)_Himachal_Pradesh,C1204SC,02,00,0000,State - HIMACHAL PRADESH  02,Urban,Age not stated,621,722,576,552,0,0,0,0,0,0,0,0,0,0,0,0,576,552
C-04_(SC)_India,C1204SC,01,00,0000,State - JAMMU & KASHMIR  01,Total,All ages,166952,181852,159073,161925,20389,21390,22617,23339,42704,43856,31480,31840,18205,18190,16834,16907,6844,6403
C-04_(SC)_India,C1204SC,01,00,0000,State - JAMMU & KASHMIR  01,Total,Less than 10,1293,2835,1204,2433,0,1,0,8,125,378,487,660,264,539,319,842,9,5
C-04_(SC)_India,C1204SC,01,00,0000,State - JAMMU & KASHMIR  01,Total,10-11,310,2493,292,2092,2,4,8,32,41,242,66,430,57,491,116,889,2,4
C-04_(SC)_India,C1204SC,01,00,0000,State - JAMMU & KASHMIR  01,Total,12-13,421,5638,377,4866,2,50,13,210,58,1012,86,1287,90,1127,127,1175,1,5
C-04_(SC)_India,C1204SC,01,00,0000,State - JAMMU & KASHMIR  01,Total,14-15,1897,23516,1625,20221,30,527,78,1292,292,4940,360,5311,324,3928,533,4198,8,25
C-04_(SC)_India,C1204SC,01,00,0000,State - JAMMU & KASHMIR  01,Total,16-17,4752,32271,4318,29348,282,3000,463,4312,1293,9957,955,6471,675,3174,647,2409,3,25
C-04_(SC)_India,C1204SC,01,00,0000,State - JAMMU & KASHMIR  01,Total,18-19,16892,44071,15826,40298,1532,6160,2093,7040,4668,12478,3524,7993,2096,3779,1886,2800,27,48
C-04_(SC)_India,C1204SC,01,00,0000,State - JAMMU & KASHMIR  01,Total,20-21,37578,36826,35344,31931,3226,4979,4532,5423,10133,8754,7953,6165,4450,3256,4991,3326,59,28
C-04_(SC)_India,C1204SC,01,00,0000,State - JAMMU & KASHMIR  01,Total,22-23,28161,13495,27373,12694,3713,3492,4449,2730,8732,3356,5718,1773,2756,800,1958,532,47,11
C-04_(SC)_India,C1204SC,01,00,0000,State - JAMMU & KASHMIR  01,Total,24-25,33120,8158,31839,7298,3852,1840,4543,1397,8970,1754,6748,1067,3877,691,3791,538,58,11
C-04_(SC)_India,C1204SC,01,00,0000,State - JAMMU & KASHMIR  01,Total,26-27,13350,2366,13069,2235,3258,778,2722,519,3615,463,1883,280,916,126,646,65,29,4
C-04_(SC)_India,C1204SC,01,00,0000,State - JAMMU & KASHMIR  01,Total,28-29,9053,1145,8889,1072,2322,351,1811,205,2155,211,1311,152,772,110,502,42,16,1
C-04_(SC)_India,C1204SC,01,00,0000,State - JAMMU & KASHMIR  01,Total,30-31,7554,819,7200,674,1124,88,1213,110,1494,164,1235,129,1185,123,925,59,24,1
C-04_(SC)_India,C1204SC,01,00,0000,State - JAMMU & KASHMIR  01,Total,32-33,1987,191,1940,173,585,57,352,24,414,40,315,30,187,12,84,10,3,0
C-04_(SC)_India,C1204SC,01,00,0000,State - JAMMU & KASHMIR  01,Total,34+,3462,562,3235,356,461,63,340,37,714,107,839,92,556,34,309,22,16,1
C-04_(SC)_India,C1204SC,01,00,0000,State - JAMMU & KASHMIR  01,Total,Age not stated,7122,7466,6542,6234,0,0,0,0,0,0,0,0,0,0,0,0,6542,6234
C-04_(SC)_India,C1204SC,01,00,0000,State - JAMMU & KASHMIR  01,Rural,All ages,135683,150362,128925,133934,16496,17781,18109,19288,33869,35685,25649,26367,15175,15299,14357,14475,5270,5039
C-04_(SC)_India,C1204SC,01,00,0000,State - JAMMU & KASHMIR  01,Rural,Less than 10,1002,2335,928,2002,0,1,0,6,100,307,345,519,215,458,264,707,4,4
C-04_(SC)_India,C1204SC,01,00,0000,State - JAMMU & KASHMIR  01,Rural,10-11,260,2134,244,1792,2,4,8,26,32,201,54,366,48,418,98,774,2,3
C-04_(SC)_India,C1204SC,01,00,0000,State - JAMMU & KASHMIR  01,Rural,12-13,337,4754,300,4117,2,47,7,174,43,831,69,1086,73,967,105,1007,1,5
C-04_(SC)_India,C1204SC,01,00,0000,State - JAMMU & KASHMIR  01,Rural,14-15,1562,19854,1335,17116,23,464,61,1118,230,4156,298,4473,273,3321,446,3561,4,23
