source_file,Table | Name,State | Code,Distt. | Code,Tehsil | Code,Area Name,Total/ | Rural/ | Urban/,Age at | marriage | 1,Number of ever married | persons | Males | 2,Females | 3,Duration of marriage of currently married persons | All durations | Males | 4,Females | 5,0-4 | Males | 6,Females | 7,5-9 | Males | 8,Females | 9,10-19 | Males | 10,Females | 11,20-29 | Males | 12,Females | 13,30-39 | Males | 14,Females | 15,40+ | Males | 16,Females | 17,Duration not known | Males | 18,Females | 19
C-04_(ST)_Andaman_and_Nicobar_Islands,C1304ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,All ages,6490,7052,6050,6155,693,725,926,949,1797,1831,1381,1385,648,633,479,483,126,149
C-04_(ST)_Andaman_and_Nicobar_Islands,C1304ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Less than 10,43,39,40,37,0,0,0,1,0,5,19,12,12,11,9,8,0,0
C-04_(ST)_Andaman_and_Nicobar_Islands,C1304ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,10-11,5,10,5,10,0,0,0,2,0,1,1,3,2,1,2,3,0,0
C-04_(ST)_Andaman_and_Nicobar_Islands,C1304ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,12-13,3,20,3,19,0,2,0,0,2,10,1,5,0,1,0,1,0,0
C-04_(ST)_Andaman_and_Nicobar_Islands,C1304ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,14-15,4,86,3,76,0,3,0,1,3,40,0,23,0,7,0,2,0,0
C-04_(ST)_Andaman_and_Nicobar_Islands,C1304ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,16-17,31,414,23,368,3,23,1,28,8,125,5,114,4,47,2,30,0,1
C-04_(ST)_Andaman_and_Nicobar_Islands,C1304ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,18-19,317,1687,296,1536,19,151,16,239,109,458,85,412,38,161,28,114,1,1
C-04_(ST)_Andaman_and_Nicobar_Islands,C1304ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,20-21,959,2135,883,1868,86,190,153,294,276,597,224,424,72,197,72,166,0,0
C-04_(ST)_Andaman_and_Nicobar_Islands,C1304ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,22-23,1155,1008,1089,889,121,127,184,157,359,264,253,189,97,81,75,71,0,0
C-04_(ST)_Andaman_and_Nicobar_Islands,C1304ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,24-25,1565,634,1464,536,140,92,221,90,432,151,357,95,173,54,141,54,0,0
C-04_(ST)_Andaman_and_Nicobar_Islands,C1304ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,26-27,747,331,707,286,105,66,89,51,227,75,158,42,68,35,60,17,0,0
C-04_(ST)_Andaman_and_Nicobar_Islands,C1304ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,28-29,584,173,558,137,77,28,79,23,164,40,112,25,80,16,46,5,0,0
C-04_(ST)_Andaman_and_Nicobar_Islands,C1304ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,30-31,367,133,339,109,42,13,57,30,98,34,66,16,50,11,26,5,0,0
C-04_(ST)_Andaman_and_Nicobar_Islands,C1304ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,32-33,198,49,180,41,32,10,44,11,49,11,35,3,16,5,4,1,0,0
C-04_(ST)_Andaman_and_Nicobar_Islands,C1304ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,34+,348,112,335,96,68,20,82,22,70,20,65,22,36,6,14,6,0,0
C-04_(ST)_Andaman_and_Nicobar_Islands,C1304ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Age not stated,164,221,125,147,0,0,0,0,0,0,0,0,0,0,0,0,125,147
C-04_(ST)_Andaman_and_Nicobar_Islands,C1304ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Rural,All ages,6291,6858,5852,5966,658,700,884,902,1723,1763,1348,1353,639,626,479,482,121,140
C-04_(ST)_Andaman_and_Nicobar_Islands,C1304ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Rural,Less than 10,37,34,34,32,0,0,0,1,0,4,15,10,10,10,9,7,0,0
C-04_(ST)_Andaman_and_Nicobar_Islands,C1304ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Rural,10-11,5,9,5,9,0,0,0,2,0,0,1,3,2,1,2,3,0,0
C-04_(ST)_Andaman_and_Nicobar_Islands,C1304ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Rural,12-13,2,19,2,18,0,2,0,0,1,9,1,5,0,1,0,1,0,0
C-04_(ST)_Andaman_and_Nicobar_Islands,C1304ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Rural,14-15,4,74,3,64,0,3,0,1,3,33,0,18,0,7,0,2,0,0
C-04_(ST)_Andaman_and_Nicobar_Islands,C1304ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Rural,16-17,30,390,22,344,3,21,1,26,7,114,5,107,4,45,2,30,0,1
C-04_(ST)_Andaman_and_Nicobar_Islands,C1304ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Rural,18-19,303,1650,282,1501,18,149,15,229,102,443,82,405,36,160,28,114,1,1
C-04_(ST)_Andaman_and_Nicobar_Islands,C1304ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Rural,20-21,938,2090,862,1824,86,180,150,281,262,582,220,421,72,194,72,166,0,0
C-04_(ST)_Andaman_and_Nicobar_Islands,C1304ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Rural,22-23,1128,979,1062,860,115,121,175,150,353,254,248,183,96,81,75,71,0,0
C-04_(ST)_Andaman_and_Nicobar_Islands,C1304ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Rural,24-25,1529,615,1428,518,135,89,211,82,421,146,349,93,171,54,141,54,0,0
C-04_(ST)_Andaman_and_Nicobar_Islands,C1304ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Rural,26-27,713,325,674,280,96,65,86,47,210,74,155,42,67,35,60,17,0,0
C-04_(ST)_Andaman_and_Nicobar_Islands,C1304ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Rural,28-29,564,173,538,137,73,28,73,23,157,40,109,25,80,16,46,5,0,0
C-04_(ST)_Andaman_and_Nicobar_Islands,C1304ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Rural,30-31,353,132,325,108,39,13,56,29,91,34,64,16,49,11,26,5,0,0
C-04_(ST)_Andaman_and_Nicobar_Islands,C1304ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Rural,32-33,190,49,172,41,30,10,40,11,47,11,35,3,16,5,4,1,0,0
C-04_(ST)_Andaman_and_Nicobar_Islands,C1304ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Rural,34+,336,108,323,92,63,19,77,20,69,19,64,22,36,6,14,6,0,0
C-04_(ST)_Andaman_and_Nicobar_Islands,C1304ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Rural,Age not stated,159,211,120,138,0,0,0,0,0,0,0,0,0,0,0,0,120,138
C-04_(ST)_Andaman_and_Nicobar_Islands,C1304ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Urban,All ages,199,194,198,189,35,25,42,47,74,68,33,32,9,7,0,1,5,9
C-04_(ST)_Andaman_and_Nicobar_Islands,C1304ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Urban,Less than 10,6,5,6,5,0,0,0,0,0,1,4,2,2,1,0,1,0,0
C-04_(ST)_Andaman_and_Nicobar_Islands,C1304ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Urban,10-11,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
C-04_(ST)_Andaman_and_Nicobar_Islands,C1304ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Urban,12-13,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
C-04_(ST)_Andaman_and_Nicobar_Islands,C1304ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Urban,14-15,0,12,0,12,0,0,0,0,0,7,0,5,0,0,0,0,0,0
C-04_(ST)_Andaman_and_Nicobar_Islands,C1304ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Urban,16-17,1,24,1,24,0,2,0,2,1,11,0,7,0,2,0,0,0,0
C-04_(ST)_Andaman_and_Nicobar_Islands,C1304ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Urban,18-19,14,37,14,35,1,2,1,10,7,15,3,7,2,1,0,0,0,0
C-04_(ST)_Andaman_and_Nicobar_Islands,C1304ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Urban,20-21,21,45,21,44,0,10,3,13,14,15,4,3,0,3,0,0,0,0
C-04_(ST)_Andaman_and_Nicobar_Islands,C1304ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Urban,22-23,27,29,27,29,6,6,9,7,6,10,5,6,1,0,0,0,0,0
C-04_(ST)_Andaman_and_Nicobar_Islands,C1304ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Urban,24-25,36,19,36,18,5,3,10,8,11,5,8,2,2,0,0,0,0,0
C-04_(ST)_Andaman_and_Nicobar_Islands,C1304ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Urban,26-27,34,6,33,6,9,1,3,4,17,1,3,0,1,0,0,0,0,0
C-04_(ST)_Andaman_and_Nicobar_Islands,C1304ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Urban,28-29,20,0,20,0,4,0,6,0,7,0,3,0,0,0,0,0,0,0
C-04_(ST)_Andaman_and_Nicobar_Islands,C1304ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Urban,30-31,14,1,14,1,3,0,1,1,7,0,2,0,1,0,0,0,0,0
C-04_(ST)_Andaman_and_Nicobar_Islands,C1304ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Urban,32-33,8,0,8,0,2,0,4,0,2,0,0,0,0,0,0,0,0,0
C-04_(ST)_Andaman_and_Nicobar_Islands,C1304ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Urban,34+,12,4,12,4,5,1,5,2,1,1,1,0,0,0,0,0,0,0
C-04_(ST)_Andaman_and_Nicobar_Islands,C1304ST,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Urban,Age not stated,5,10,5,9,0,0,0,0,0,0,0,0,0,0,0,0,5,9
C-04_(ST)_Andhra_Pradesh,C1304ST,28,00,0000,State - ANDHRA PRADESH  28,Total,All ages,1195842,1380823,1151788,1203110,162481,179013,185972,196101,323151,343858,228776,231702,120181,120646,100919,96318,30308,35472
C-04_(ST)_Andhra_Pradesh,C1304ST,28,00,0000,State - ANDHRA PRADESH  28,Total,Less than 10,17591,30312,16809,25843,7,52,17,187,2797,7380,5515,6577,3793,4751,4653,6866,27,30
C-04_(ST)_Andhra_Pradesh,C1304ST,28,00,0000,State - ANDHRA PRADESH  28,Total,10-11,3778,35534,3490,30970,24,461,102,1764,777,7261,876,7081,628,5652,1073,8730,10,21
C-04_(ST)_Andhra_Pradesh,C1304ST,28,00,0000,State - ANDHRA PRADESH  28,Total,12-13,5542,89271,5031,77581,179,4097,380,11460,1264,24304,1150,16751,781,10512,1276,10425,1,32
C-04_(ST)_Andhra_Pradesh,C1304ST,28,00,0000,State - ANDHRA PRADESH  28,Total,14-15,32246,283138,29800,250771,1672,25250,2646,37451,7664,74948,6575,54264,4616,31616,6613,27148,14,94
C-04_(ST)_Andhra_Pradesh,C1304ST,28,00,0000,State - ANDHRA PRADESH  28,Total,16-17,66983,297220,63695,270141,11117,62356,10465,50031,18427,77586,10748,45641,6287,20994,6619,13431,32,102
C-04_(ST)_Andhra_Pradesh,C1304ST,28,00,0000,State - ANDHRA PRADESH  28,Total,18-19,212111,328658,204114,294690,36720,56235,34599,54898,57597,87603,37222,55670,19887,24890,17996,15248,93,146
C-04_(ST)_Andhra_Pradesh,C1304ST,28,00,0000,State - ANDHRA PRADESH  28,Total,20-21,410874,185829,396049,150871,47872,17773,66005,27376,112828,44781,85554,33135,44263,16214,39325,11529,202,63
C-04_(ST)_Andhra_Pradesh,C1304ST,28,00,0000,State - ANDHRA PRADESH  28,Total,22-23,176697,40460,172845,35327,33892,7232,33241,7299,52021,10312,31675,6318,13966,2720,7981,1424,69,22
C-04_(ST)_Andhra_Pradesh,C1304ST,28,00,0000,State - ANDHRA PRADESH  28,Total,24-25,151920,23858,147832,19111,17460,2890,23648,3338,45203,5643,33307,3872,17024,2225,11109,1133,81,10
C-04_(ST)_Andhra_Pradesh,C1304ST,28,00,0000,State - ANDHRA PRADESH  28,Total,26-27,34619,5220,34006,4521,7111,1154,6420,864,10251,1416,5936,632,2902,331,1371,122,15,2
C-04_(ST)_Andhra_Pradesh,C1304ST,28,00,0000,State - ANDHRA PRADESH  28,Total,28-29,20099,3511,19735,3073,3529,688,3697,550,5984,934,3556,519,1993,267,968,110,8,5
C-04_(ST)_Andhra_Pradesh,C1304ST,28,00,0000,State - ANDHRA PRADESH  28,Total,30-31,18074,3277,17557,2525,1119,227,2994,476,4980,761,3955,593,2922,340,1574,126,13,2
C-04_(ST)_Andhra_Pradesh,C1304ST,28,00,0000,State - ANDHRA PRADESH  28,Total,32-33,3278,694,3229,600,660,170,626,104,982,183,593,104,288,32,77,6,3,1
C-04_(ST)_Andhra_Pradesh,C1304ST,28,00,0000,State - ANDHRA PRADESH  28,Total,34+,8208,3072,7879,2156,1119,428,1132,303,2376,746,2114,545,831,102,284,20,23,12
C-04_(ST)_Andhra_Pradesh,C1304ST,28,00,0000,State - ANDHRA PRADESH  28,Total,Age not stated,33822,50769,29717,34930,0,0,0,0,0,0,0,0,0,0,0,0,29717,34930
C-04_(ST)_Andhra_Pradesh,C1304ST,28,00,0000,State - ANDHRA PRADESH  28,Rural,All ages,1111261,1283233,1069270,1117002,150044,165376,171590,180877,298532,317717,212718,215888,113434,113971,96214,92019,26738,31154
C-04_(ST)_Andhra_Pradesh,C1304ST,28,00,0000,State - ANDHRA PRADESH  28,Rural,Less than 10,16414,28425,15670,24194,7,52,16,176,2575,6765,5062,6142,3570,4459,4417,6571,23,29
C-04_(ST)_Andhra_Pradesh,C1304ST,28,00,0000,State - ANDHRA PRADESH  28,Rural,10-11,3549,33342,3274,29078,24,434,96,1645,710,6698,808,6592,589,5353,1038,8338,9,18
C-04_(ST)_Andhra_Pradesh,C1304ST,28,00,0000,State - ANDHRA PRADESH  28,Rural,12-13,5233,82314,4742,71559,171,3853,362,10527,1174,21993,1075,15361,739,9861,1220,9933,1,31
C-04_(ST)_Andhra_Pradesh,C1304ST,28,00,0000,State - ANDHRA PRADESH  28,Rural,14-15,30497,262302,28171,232467,1620,23709,2501,34536,7130,68795,6167,49968,4384,29602,6358,25770,11,87
C-04_(ST)_Andhra_Pradesh,C1304ST,28,00,0000,State - ANDHRA PRADESH  28,Rural,16-17,63336,276983,60202,251574,10582,57702,9842,46273,17178,71824,10142,42802,6034,19977,6392,12898,32,98
C-04_(ST)_Andhra_Pradesh,C1304ST,28,00,0000,State - ANDHRA PRADESH  28,Rural,18-19,200466,308008,192808,275865,34670,52003,32565,50866,54012,81859,35196,52505,18990,23782,17286,14708,89,142
C-04_(ST)_Andhra_Pradesh,C1304ST,28,00,0000,State - ANDHRA PRADESH  28,Rural,20-21,386221,173076,372045,139951,44817,16226,61687,25156,105504,41409,80394,30837,41968,15271,37479,10991,196,61
C-04_(ST)_Andhra_Pradesh,C1304ST,28,00,0000,State - ANDHRA PRADESH  28,Rural,22-23,163150,37470,159457,32569,31067,6485,30391,6641,47723,9530,29346,5913,13261,2607,7602,1371,67,22
C-04_(ST)_Andhra_Pradesh,C1304ST,28,00,0000,State - ANDHRA PRADESH  28,Rural,24-25,138232,21842,134340,17368,15554,2535,21248,3007,40962,5144,30268,3537,15783,2059,10455,1077,70,9
C-04_(ST)_Andhra_Pradesh,C1304ST,28,00,0000,State - ANDHRA PRADESH  28,Rural,26-27,30612,4743,30025,4078,6070,997,5595,764,9083,1299,5281,588,2686,312,1296,116,14,2
C-04_(ST)_Andhra_Pradesh,C1304ST,28,00,0000,State - ANDHRA PRADESH  28,Rural,28-29,17470,3218,17137,2808,2962,611,3155,489,5198,862,3109,483,1801,251,907,107,5,5
C-04_(ST)_Andhra_Pradesh,C1304ST,28,00,0000,State - ANDHRA PRADESH  28,Rural,30-31,15926,2974,15443,2297,926,209,2618,425,4329,685,3475,551,2645,310,1438,115,12,2
C-04_(ST)_Andhra_Pradesh,C1304ST,28,00,0000,State - ANDHRA PRADESH  28,Rural,32-33,2837,640,2789,554,571,157,517,95,840,168,524,97,260,30,74,6,3,1
C-04_(ST)_Andhra_Pradesh,C1304ST,28,00,0000,State - ANDHRA PRADESH  28,Rural,34+,7286,2856,6983,2005,1003,403,997,277,2114,686,1871,512,724,97,252,18,22,12
C-04_(ST)_Andhra_Pradesh,C1304ST,28,00,0000,State - ANDHRA PRADESH  28,Rural,Age not stated,30032,45040,26184,30635,0,0,0,0,0,0,0,0,0,0,0,0,26184,30635
C-04_(ST)_Andhra_Pradesh,C1304ST,28,00,0000,State - ANDHRA PRADESH  28,Urban,All ages,84581,97590,82518,86108,12437,13637,14382,15224,24619,26141,16058,15814,6747,6675,4705,4299,3570,4318
C-04_(ST)_Andhra_Pradesh,C1304ST,28,00,0000,State - ANDHRA PRADESH  28,Urban,Less than 10,1177,1887,1139,1649,0,0,1,11,222,615,453,435,223,292,236,295,4,1
C-04_(ST)_Andhra_Pradesh,C1304ST,28,00,0000,State - ANDHRA PRADESH  28,Urban,10-11,229,2192,216,1892,0,27,6,119,67,563,68,489,39,299,35,392,1,3
C-04_(ST)_Andhra_Pradesh,C1304ST,28,00,0000,State - ANDHRA PRADESH  28,Urban,12-13,309,6957,289,6022,8,244,18,933,90,2311,75,1390,42,651,56,492,0,1
C-04_(ST)_Andhra_Pradesh,C1304ST,28,00,0000,State - ANDHRA PRADESH  28,Urban,14-15,1749,20836,1629,18304,52,1541,145,2915,534,6153,408,4296,232,2014,255,1378,3,7
C-04_(ST)_Andhra_Pradesh,C1304ST,28,00,0000,State - ANDHRA PRADESH  28,Urban,16-17,3647,20237,3493,18567,535,4654,623,3758,1249,5762,606,2839,253,1017,227,533,0,4
C-04_(ST)_Andhra_Pradesh,C1304ST,28,00,0000,State - ANDHRA PRADESH  28,Urban,18-19,11645,20650,11306,18825,2050,4232,2034,4032,3585,5744,2026,3165,897,1108,710,540,4,4
C-04_(ST)_Andhra_Pradesh,C1304ST,28,00,0000,State - ANDHRA PRADESH  28,Urban,20-21,24653,12753,24004,10920,3055,1547,4318,2220,7324,3372,5160,2298,2295,943,1846,538,6,2
C-04_(ST)_Andhra_Pradesh,C1304ST,28,00,0000,State - ANDHRA PRADESH  28,Urban,22-23,13547,2990,13388,2758,2825,747,2850,658,4298,782,2329,405,705,113,379,53,2,0
C-04_(ST)_Andhra_Pradesh,C1304ST,28,00,0000,State - ANDHRA PRADESH  28,Urban,24-25,13688,2016,13492,1743,1906,355,2400,331,4241,499,3039,335,1241,166,654,56,11,1
C-04_(ST)_Andhra_Pradesh,C1304ST,28,00,0000,State - ANDHRA PRADESH  28,Urban,26-27,4007,477,3981,443,1041,157,825,100,1168,117,655,44,216,19,75,6,1,0
C-04_(ST)_Andhra_Pradesh,C1304ST,28,00,0000,State - ANDHRA PRADESH  28,Urban,28-29,2629,293,2598,265,567,77,542,61,786,72,447,36,192,16,61,3,3,0
C-04_(ST)_Andhra_Pradesh,C1304ST,28,00,0000,State - ANDHRA PRADESH  28,Urban,30-31,2148,303,2114,228,193,18,376,51,651,76,480,42,277,30,136,11,1,0
C-04_(ST)_Andhra_Pradesh,C1304ST,28,00,0000,State - ANDHRA PRADESH  28,Urban,32-33,441,54,440,46,89,13,109,9,142,15,69,7,28,2,3,0,0,0
C-04_(ST)_Andhra_Pradesh,C1304ST,28,00,0000,State - ANDHRA PRADESH  28,Urban,34+,922,216,896,151,116,25,135,26,262,60,243,33,107,5,32,2,1,0
C-04_(ST)_Andhra_Pradesh,C1304ST,28,00,0000,State - ANDHRA PRADESH  28,Urban,Age not stated,3790,5729,3533,4295,0,0,0,0,0,0,0,0,0,0,0,0,3533,4295
C-04_(ST)_Arunachal_Pradesh,C1304ST,12,00,0000,State - ARUNACHAL PRADESH  12,Total,All ages,134287,159370,126892,136238,14354,17193,19329,21932,37419,41674,26509,27164,14639,13842,9823,8429,4819,6004
C-04_(ST)_Arunachal_Pradesh,C1304ST,12,00,0000,State - ARUNACHAL PRADESH  12,Total,Less than 10,1929,4277,1835,3876,1,14,9,30,384,1198,708,1298,358,709,372,625,3,2
C-04_(ST)_Arunachal_Pradesh,C1304ST,12,00,0000,State - ARUNACHAL PRADESH  12,Total,10-11,296,1077,282,989,12,43,15,75,71,368,113,237,36,136,35,129,0,1
C-04_(ST)_Arunachal_Pradesh,C1304ST,12,00,0000,State - ARUNACHAL PRADESH  12,Total,12-13,409,2298,394,2101,19,94,41,285,157,834,88,488,29,239,59,159,1,2
C-04_(ST)_Arunachal_Pradesh,C1304ST,12,00,0000,State - ARUNACHAL PRADESH  12,Total,14-15,1733,11290,1630,10244,146,759,164,1442,503,3703,363,2361,223,1206,229,771,2,2
C-04_(ST)_Arunachal_Pradesh,C1304ST,12,00,0000,State - ARUNACHAL PRADESH  12,Total,16-17,4677,22806,4434,20784,621,3257,665,3784,1486,7266,857,3742,464,1718,339,1016,2,1
C-04_(ST)_Arunachal_Pradesh,C1304ST,12,00,0000,State - ARUNACHAL PRADESH  12,Total,18-19,18405,45091,17354,40003,2170,6068,2879,7410,5570,12987,3432,7713,1890,3744,1406,2074,7,7
C-04_(ST)_Arunachal_Pradesh,C1304ST,12,00,0000,State - ARUNACHAL PRADESH  12,Total,20-21,33322,33990,31288,27387,2849,2936,5083,4731,9439,8225,6959,6146,4021,3265,2914,2080,23,4
C-04_(ST)_Arunachal_Pradesh,C1304ST,12,00,0000,State - ARUNACHAL PRADESH  12,Total,22-23,18654,12019,17890,10243,2558,1755,3358,1983,5696,2924,3492,1976,1748,1024,1030,580,8,1
C-04_(ST)_Arunachal_Pradesh,C1304ST,12,00,0000,State - ARUNACHAL PRADESH  12,Total,24-25,21995,9535,20816,7438,2354,1081,3028,1141,6274,2114,4643,1669,2742,892,1764,540,11,1
C-04_(ST)_Arunachal_Pradesh,C1304ST,12,00,0000,State - ARUNACHAL PRADESH  12,Total,26-27,8506,3279,8123,2675,1484,532,1295,394,2450,768,1554,549,861,279,475,152,4,1
C-04_(ST)_Arunachal_Pradesh,C1304ST,12,00,0000,State - ARUNACHAL PRADESH  12,Total,28-29,6251,2185,5985,1780,940,322,980,262,1731,472,1295,357,680,242,353,124,6,1
C-04_(ST)_Arunachal_Pradesh,C1304ST,12,00,0000,State - ARUNACHAL PRADESH  12,Total,30-31,6610,1878,6204,1380,389,108,911,202,1767,393,1575,324,984,232,577,120,1,1
C-04_(ST)_Arunachal_Pradesh,C1304ST,12,00,0000,State - ARUNACHAL PRADESH  12,Total,32-33,1688,478,1627,393,260,61,294,61,500,106,353,93,160,46,58,26,2,0
C-04_(ST)_Arunachal_Pradesh,C1304ST,12,00,0000,State - ARUNACHAL PRADESH  12,Total,34+,4491,1265,4288,965,551,163,607,132,1391,316,1077,211,443,110,212,33,7,0
C-04_(ST)_Arunachal_Pradesh,C1304ST,12,00,0000,State - ARUNACHAL PRADESH  12,Total,Age not stated,5321,7902,4742,5980,0,0,0,0,0,0,0,0,0,0,0,0,4742,5980
C-04_(ST)_Arunachal_Pradesh,C1304ST,12,00,0000,State - ARUNACHAL PRADESH  12,Rural,All ages,117248,139724,110159,118519,11710,14296,15768,18139,31423,35239,23925,24793,13904,13201,9529,8123,3900,4728
C-04_(ST)_Arunachal_Pradesh,C1304ST,12,00,0000,State - ARUNACHAL PRADESH  12,Rural,Less than 10,1642,3723,1557,3363,1,14,7,26,332,992,560,1078,308,645,348,606,1,2
C-04_(ST)_Arunachal_Pradesh,C1304ST,12,00,0000,State - ARUNACHAL PRADESH  12,Rural,10-11,243,924,231,851,11,41,14,65,57,293,87,207,29,123,33,121,0,1
C-04_(ST)_Arunachal_Pradesh,C1304ST,12,00,0000,State - ARUNACHAL PRADESH  12,Rural,12-13,351,1957,337,1785,18,84,38,240,133,666,68,417,26,229,54,147,0,2
C-04_(ST)_Arunachal_Pradesh,C1304ST,12,00,0000,State - ARUNACHAL PRADESH  12,Rural,14-15,1520,9683,1421,8792,129,681,136,1185,432,3008,309,2081,202,1102,211,733,2,2
C-04_(ST)_Arunachal_Pradesh,C1304ST,12,00,0000,State - ARUNACHAL PRADESH  12,Rural,16-17,4195,19891,3961,18090,549,2804,568,3171,1284,6086,782,3391,448,1654,329,984,1,0
C-04_(ST)_Arunachal_Pradesh,C1304ST,12,00,0000,State - ARUNACHAL PRADESH  12,Rural,18-19,16772,39933,15761,35264,1919,5167,2528,6181,4936,11188,3190,7133,1806,3597,1377,1993,5,5
C-04_(ST)_Arunachal_Pradesh,C1304ST,12,00,0000,State - ARUNACHAL PRADESH  12,Rural,20-21,29710,30142,27758,24006,2425,2417,4292,3904,8063,6922,6330,5645,3791,3109,2836,2005,21,4
C-04_(ST)_Arunachal_Pradesh,C1304ST,12,00,0000,State - ARUNACHAL PRADESH  12,Rural,22-23,16081,10475,15342,8812,2084,1348,2659,1564,4737,2473,3176,1864,1679,998,1002,564,5,1
C-04_(ST)_Arunachal_Pradesh,C1304ST,12,00,0000,State - ARUNACHAL PRADESH  12,Rural,24-25,18997,8396,17863,6421,1856,804,2376,906,5140,1794,4168,1534,2611,856,1706,526,6,1
C-04_(ST)_Arunachal_Pradesh,C1304ST,12,00,0000,State - ARUNACHAL PRADESH  12,Rural,26-27,7126,2887,6758,2316,1106,397,998,324,1955,657,1400,518,827,270,468,149,4,1
C-04_(ST)_Arunachal_Pradesh,C1304ST,12,00,0000,State - ARUNACHAL PRADESH  12,Rural,28-29,5183,1970,4930,1584,683,252,725,217,1368,419,1154,334,654,239,340,122,6,1
C-04_(ST)_Arunachal_Pradesh,C1304ST,12,00,0000,State - ARUNACHAL PRADESH  12,Rural,30-31,5673,1714,5280,1253,289,92,699,176,1398,340,1388,303,944,226,561,115,1,1
C-04_(ST)_Arunachal_Pradesh,C1304ST,12,00,0000,State - ARUNACHAL PRADESH  12,Rural,32-33,1410,445,1350,364,199,49,217,58,401,101,318,86,155,45,58,25,2,0
C-04_(ST)_Arunachal_Pradesh,C1304ST,12,00,0000,State - ARUNACHAL PRADESH  12,Rural,34+,3964,1189,3771,911,441,146,511,122,1187,300,995,202,424,108,206,33,7,0
C-04_(ST)_Arunachal_Pradesh,C1304ST,12,00,0000,State - ARUNACHAL PRADESH  12,Rural,Age not stated,4381,6395,3839,4707,0,0,0,0,0,0,0,0,0,0,0,0,3839,4707
C-04_(ST)_Arunachal_Pradesh,C1304ST,12,00,0000,State - ARUNACHAL PRADESH  12,Urban,All ages,17039,19646,16733,17719,2644,2897,3561,3793,5996,6435,2584,2371,735,641,294,306,919,1276
C-04_(ST)_Arunachal_Pradesh,C1304ST,12,00,0000,State - ARUNACHAL PRADESH  12,Urban,Less than 10,287,554,278,513,0,0,2,4,52,206,148,220,50,64,24,19,2,0
