source_file,Table | Name,State | Code,Distt. | Code,Tehsil | Code,Area Name,Total/ | Rural/ | Urban/,Religion,Age at | marriage | 1,Number of ever married | persons | Males | 2,Females | 3,Duration of marriage of currently married persons | All durations | Males | 4,Females | 5,0-4 | Males | 6,Females | 7,5-9 | Males | 8,Females | 9,10-19 | Males | 10,Females | 11,20-29 | Males | 12,Females | 13,30-39 | Males | 14,Females | 15,40+ | Males | 16,Females | 17,Duration not known | Males | 18,Females | 19
C-05_India,C1405,08,00,0000,State - RAJASTHAN  08,Total,Sikh,Less than 10,2708,5578,2601,5160,4,12,19,29,497,1314,959,1550,502,996,611,1248,9,11
C-05_India,C1405,08,00,0000,State - RAJASTHAN  08,Total,Sikh,10-11,344,1350,307,1239,10,27,15,77,75,333,92,292,54,181,59,327,2,2
C-05_India,C1405,08,00,0000,State - RAJASTHAN  08,Total,Sikh,12-13,527,3826,483,3527,23,93,57,347,157,1014,102,833,46,462,97,775,1,3
C-05_India,C1405,08,00,0000,State - RAJASTHAN  08,Total,Sikh,14-15,2928,17593,2661,15827,153,839,279,1742,803,4686,627,3385,308,2025,487,3133,4,17
C-05_India,C1405,08,00,0000,State - RAJASTHAN  08,Total,Sikh,16-17,8327,36349,7877,33825,1018,4882,1361,5338,2788,10639,1302,6469,641,3125,760,3346,7,26
C-05_India,C1405,08,00,0000,State - RAJASTHAN  08,Total,Sikh,18-19,28708,64496,27399,59764,4454,9298,4463,8747,8488,17304,4953,12032,2398,6043,2620,6306,23,34
C-05_India,C1405,08,00,0000,State - RAJASTHAN  08,Total,Sikh,20-21,65963,47844,62575,40457,7892,5967,8496,5647,17793,10976,13278,8399,6817,4481,8243,4949,56,38
C-05_India,C1405,08,00,0000,State - RAJASTHAN  08,Total,Sikh,22-23,38227,18600,37021,17126,5745,2958,5344,2846,11010,4711,7600,3320,3627,1723,3651,1547,44,21
C-05_India,C1405,08,00,0000,State - RAJASTHAN  08,Total,Sikh,24-25,30709,8308,29455,7282,3537,1375,3860,1176,8044,1845,6203,1325,3537,847,4240,707,34,7
C-05_India,C1405,08,00,0000,State - RAJASTHAN  08,Total,Sikh,26-27,9653,2417,9442,2306,1929,560,1786,403,2586,595,1645,355,853,251,622,140,21,2
C-05_India,C1405,08,00,0000,State - RAJASTHAN  08,Total,Sikh,28-29,5469,1394,5337,1311,997,231,890,187,1430,286,973,248,630,222,409,135,8,2
C-05_India,C1405,08,00,0000,State - RAJASTHAN  08,Total,Sikh,30-31,4675,804,4412,660,442,82,570,92,958,149,875,133,847,139,702,65,18,0
C-05_India,C1405,08,00,0000,State - RAJASTHAN  08,Total,Sikh,32-33,1104,233,1071,214,215,41,164,38,253,44,221,42,139,31,78,18,1,0
C-05_India,C1405,08,00,0000,State - RAJASTHAN  08,Total,Sikh,34+,2131,571,1969,404,244,70,206,44,426,74,519,141,351,45,212,28,11,2
C-05_India,C1405,08,00,0000,State - RAJASTHAN  08,Total,Sikh,Age not stated,3183,3623,2698,2738,0,0,0,0,0,0,0,0,0,0,0,0,2698,2738
C-05_India,C1405,08,00,0000,State - RAJASTHAN  08,Total,Buddhist,All ages,2634,2427,2504,2198,455,352,430,355,684,590,403,370,229,220,240,238,63,73
C-05_India,C1405,08,00,0000,State - RAJASTHAN  08,Total,Buddhist,Less than 10,53,109,48,98,0,1,4,3,9,21,19,18,3,23,11,26,2,6
C-05_India,C1405,08,00,0000,State - RAJASTHAN  08,Total,Buddhist,10-11,26,62,24,60,2,1,5,3,5,16,3,14,4,8,4,18,1,0
C-05_India,C1405,08,00,0000,State - RAJASTHAN  08,Total,Buddhist,12-13,43,149,41,136,2,11,2,11,11,35,9,33,6,22,11,23,0,1
C-05_India,C1405,08,00,0000,State - RAJASTHAN  08,Total,Buddhist,14-15,133,332,122,301,13,21,11,38,29,91,31,66,18,35,19,49,1,1
C-05_India,C1405,08,00,0000,State - RAJASTHAN  08,Total,Buddhist,16-17,224,498,205,454,27,78,24,84,65,139,38,63,27,50,24,39,0,1
C-05_India,C1405,08,00,0000,State - RAJASTHAN  08,Total,Buddhist,18-19,428,694,407,645,87,134,79,130,94,169,59,111,52,51,35,48,1,2
C-05_India,C1405,08,00,0000,State - RAJASTHAN  08,Total,Buddhist,20-21,726,315,689,265,109,40,102,44,213,84,124,42,59,17,78,29,4,9
C-05_India,C1405,08,00,0000,State - RAJASTHAN  08,Total,Buddhist,22-23,358,103,349,94,58,24,80,27,108,16,47,13,29,5,26,6,1,3
C-05_India,C1405,08,00,0000,State - RAJASTHAN  08,Total,Buddhist,24-25,288,60,278,59,70,21,58,9,79,15,31,7,18,7,22,0,0,0
C-05_India,C1405,08,00,0000,State - RAJASTHAN  08,Total,Buddhist,26-27,144,27,140,22,44,12,36,5,33,3,19,1,4,1,4,0,0,0
C-05_India,C1405,08,00,0000,State - RAJASTHAN  08,Total,Buddhist,28-29,78,8,78,7,24,5,17,0,25,1,6,1,3,0,2,0,1,0
C-05_India,C1405,08,00,0000,State - RAJASTHAN  08,Total,Buddhist,30-31,38,4,36,3,10,2,6,0,5,0,9,0,5,1,1,0,0,0
C-05_India,C1405,08,00,0000,State - RAJASTHAN  08,Total,Buddhist,32-33,13,1,13,1,5,0,0,1,3,0,3,0,0,0,2,0,0,0
C-05_India,C1405,08,00,0000,State - RAJASTHAN  08,Total,Buddhist,34+,25,4,24,3,4,2,6,0,5,0,5,1,1,0,1,0,2,0
C-05_India,C1405,08,00,0000,State - RAJASTHAN  08,Total,Buddhist,Age not stated,57,61,50,50,0,0,0,0,0,0,0,0,0,0,0,0,50,50
C-05_India,C1405,08,00,0000,State - RAJASTHAN  08,Total,Jain,All ages,168885,190566,162454,166606,18361,19585,19059,19539,39611,40506,34332,34714,22008,22343,24807,25180,4276,4739
C-05_India,C1405,08,00,0000,State - RAJASTHAN  08,Total,Jain,Less than 10,1621,4066,1538,3632,2,7,3,8,125,304,509,879,297,820,583,1595,19,19
C-05_India,C1405,08,00,0000,State - RAJASTHAN  08,Total,Jain,10-11,355,2520,324,2103,2,8,8,27,47,194,75,305,56,416,121,1135,15,18
C-05_India,C1405,08,00,0000,State - RAJASTHAN  08,Total,Jain,12-13,505,6847,420,5116,7,21,12,51,47,438,83,807,69,1045,200,2732,2,22
C-05_India,C1405,08,00,0000,State - RAJASTHAN  08,Total,Jain,14-15,2426,22447,1978,16970,23,94,30,345,184,2130,241,3573,333,4022,1160,6728,7,78
C-05_India,C1405,08,00,0000,State - RAJASTHAN  08,Total,Jain,16-17,5407,32409,4808,27893,62,762,95,1706,545,6517,845,7634,948,5671,2292,5459,21,144
C-05_India,C1405,08,00,0000,State - RAJASTHAN  08,Total,Jain,18-19,16842,45723,15709,41213,317,3365,653,4863,2708,12318,3562,10454,3341,5646,5053,4339,75,228
C-05_India,C1405,08,00,0000,State - RAJASTHAN  08,Total,Jain,20-21,41416,40826,39439,36528,1841,6112,3017,6324,9328,10979,10313,7179,6855,3314,7901,2421,184,199
C-05_India,C1405,08,00,0000,State - RAJASTHAN  08,Total,Jain,22-23,35858,19163,35139,18434,3993,5580,4701,4004,10148,4926,8198,2484,4410,861,3516,493,173,86
C-05_India,C1405,08,00,0000,State - RAJASTHAN  08,Total,Jain,24-25,34329,7793,33730,7328,5649,2499,5557,1504,9647,1822,6495,918,3575,347,2660,208,147,30
C-05_India,C1405,08,00,0000,State - RAJASTHAN  08,Total,Jain,26-27,14462,2137,14330,2076,3844,706,2886,436,3911,510,2102,261,933,106,598,43,56,14
C-05_India,C1405,08,00,0000,State - RAJASTHAN  08,Total,Jain,28-29,6684,862,6599,816,1765,267,1265,159,1757,207,958,110,513,54,315,15,26,4
C-05_India,C1405,08,00,0000,State - RAJASTHAN  08,Total,Jain,30-31,3025,347,2941,292,513,76,548,62,703,71,502,52,386,27,276,4,13,0
C-05_India,C1405,08,00,0000,State - RAJASTHAN  08,Total,Jain,32-33,795,116,774,105,169,36,146,19,169,29,134,14,98,3,53,4,5,0
C-05_India,C1405,08,00,0000,State - RAJASTHAN  08,Total,Jain,34+,1266,338,1203,208,174,52,138,31,292,61,315,44,194,11,79,4,11,5
C-05_India,C1405,08,00,0000,State - RAJASTHAN  08,Total,Jain,Age not stated,3894,4972,3522,3892,0,0,0,0,0,0,0,0,0,0,0,0,3522,3892
C-05_India,C1405,08,00,0000,State - RAJASTHAN  08,Total,Others,All ages,1388,1372,1317,1212,127,141,147,122,291,281,236,193,138,125,125,102,253,248
C-05_India,C1405,08,00,0000,State - RAJASTHAN  08,Total,Others,Less than 10,51,84,50,80,0,3,1,5,4,17,12,17,14,12,10,14,9,12
C-05_India,C1405,08,00,0000,State - RAJASTHAN  08,Total,Others,10-11,28,41,24,38,0,3,4,4,3,10,4,4,4,5,4,6,5,6
C-05_India,C1405,08,00,0000,State - RAJASTHAN  08,Total,Others,12-13,22,73,20,65,2,5,3,5,6,13,2,17,0,15,4,5,3,5
C-05_India,C1405,08,00,0000,State - RAJASTHAN  08,Total,Others,14-15,63,178,57,153,4,15,6,14,15,47,8,22,11,17,9,18,4,20
C-05_India,C1405,08,00,0000,State - RAJASTHAN  08,Total,Others,16-17,77,248,66,227,9,37,16,22,15,67,13,43,8,18,2,12,3,28
C-05_India,C1405,08,00,0000,State - RAJASTHAN  08,Total,Others,18-19,200,295,193,254,25,41,20,37,59,62,38,40,20,27,18,23,13,24
C-05_India,C1405,08,00,0000,State - RAJASTHAN  08,Total,Others,20-21,351,187,331,158,32,16,44,24,89,38,75,30,30,19,32,16,29,15
C-05_India,C1405,08,00,0000,State - RAJASTHAN  08,Total,Others,22-23,186,67,181,61,19,12,14,7,51,15,44,12,19,7,24,5,10,3
C-05_India,C1405,08,00,0000,State - RAJASTHAN  08,Total,Others,24-25,108,28,103,22,14,6,17,2,21,4,20,5,17,3,10,1,4,1
C-05_India,C1405,08,00,0000,State - RAJASTHAN  08,Total,Others,26-27,64,4,62,4,12,0,14,0,10,2,10,0,5,1,5,1,6,0
C-05_India,C1405,08,00,0000,State - RAJASTHAN  08,Total,Others,28-29,21,8,20,8,3,1,5,1,4,3,5,2,0,0,2,1,1,0
C-05_India,C1405,08,00,0000,State - RAJASTHAN  08,Total,Others,30-31,23,5,23,5,2,1,2,0,7,3,2,0,7,1,3,0,0,0
C-05_India,C1405,08,00,0000,State - RAJASTHAN  08,Total,Others,32-33,10,2,10,1,0,0,0,0,5,0,2,1,1,0,1,0,1,0
C-05_India,C1405,08,00,0000,State - RAJASTHAN  08,Total,Others,34+,15,4,14,3,5,1,1,1,2,0,1,0,2,0,1,0,2,1
C-05_India,C1405,08,00,0000,State - RAJASTHAN  08,Total,Others,Age not stated,169,148,163,133,0,0,0,0,0,0,0,0,0,0,0,0,163,133
C-05_India,C1405,08,00,0000,State - RAJASTHAN  08,Rural,All Religious Communities,All ages,10288368,11476029,9808370,10197253,1336602,1449563,1353073,1423773,2614695,2726377,1949233,1992541,1182551,1202720,1195675,1218138,176541,184141
C-05_India,C1405,08,00,0000,State - RAJASTHAN  08,Rural,All Religious Communities,Less than 10,409211,1002539,389968,929191,22293,39367,40184,76395,103654,230202,91408,218434,59189,160814,70458,198291,2782,5688
C-05_India,C1405,08,00,0000,State - RAJASTHAN  08,Rural,All Religious Communities,10-11,300539,694333,282551,626096,30686,56559,32953,63405,68202,146656,59292,132441,39873,97430,49340,125409,2205,4196
C-05_India,C1405,08,00,0000,State - RAJASTHAN  08,Rural,All Religious Communities,12-13,374307,1022764,353237,926843,43944,99715,43452,114824,91798,255034,73411,193592,47053,125044,52104,134339,1475,4295
C-05_India,C1405,08,00,0000,State - RAJASTHAN  08,Rural,All Religious Communities,14-15,925065,2035291,864463,1777270,90057,218863,91337,229188,221546,484890,184957,355871,125014,228454,148142,251828,3410,8176
C-05_India,C1405,08,00,0000,State - RAJASTHAN  08,Rural,All Religious Communities,16-17,1074511,2380705,1023655,2169995,175161,415992,153838,354456,286409,613868,182080,389030,108748,208590,113334,177620,4085,10439
C-05_India,C1405,08,00,0000,State - RAJASTHAN  08,Rural,All Religious Communities,18-19,1978263,2491982,1898098,2262424,326436,403679,287885,362368,534540,635600,347450,430967,200925,225858,193288,192379,7574,11573
C-05_India,C1405,08,00,0000,State - RAJASTHAN  08,Rural,All Religious Communities,20-21,2930757,1216678,2797023,967649,341149,138480,397602,151921,764784,255361,589150,197638,339927,112131,353465,106970,10946,5148
C-05_India,C1405,08,00,0000,State - RAJASTHAN  08,Rural,All Religious Communities,22-23,1071342,285796,1038926,254656,164614,47932,159419,46515,288384,66668,207753,46606,117821,25788,96603,19727,4332,1420
C-05_India,C1405,08,00,0000,State - RAJASTHAN  08,Rural,All Religious Communities,24-25,683202,108229,655547,90508,78848,16324,90522,15472,166537,22485,141049,16376,91779,11307,84484,8113,2328,431
C-05_India,C1405,08,00,0000,State - RAJASTHAN  08,Rural,All Religious Communities,26-27,152796,27237,148959,25265,31784,6420,25592,4302,36922,6287,25693,4025,16803,2735,11594,1375,571,121
C-05_India,C1405,08,00,0000,State - RAJASTHAN  08,Rural,All Religious Communities,28-29,85393,16884,83005,15557,17127,3083,13100,2273,19641,3882,14672,2992,10782,2198,7404,1041,279,88
C-05_India,C1405,08,00,0000,State - RAJASTHAN  08,Rural,All Religious Communities,30-31,84279,11730,79393,9157,6289,1120,10096,1333,17534,2381,17714,2023,16093,1511,11362,725,305,64
C-05_India,C1405,08,00,0000,State - RAJASTHAN  08,Rural,All Religious Communities,32-33,18550,3167,17881,2816,3313,593,2520,433,4366,709,3822,587,2478,339,1294,134,88,21
C-05_India,C1405,08,00,0000,State - RAJASTHAN  08,Rural,All Religious Communities,34+,43646,13068,39906,7624,4901,1436,4573,888,10378,2354,10782,1959,6066,521,2803,187,403,279
C-05_India,C1405,08,00,0000,State - RAJASTHAN  08,Rural,All Religious Communities,Age not stated,156507,165626,135758,132202,0,0,0,0,0,0,0,0,0,0,0,0,135758,132202
C-05_India,C1405,08,00,0000,State - RAJASTHAN  08,Rural,Hindu,All ages,9526383,10638655,9077883,9445354,1225423,1334224,1247532,1314938,2419641,2523248,1809446,1848961,1101548,1120314,1110714,1132604,163579,171065
C-05_India,C1405,08,00,0000,State - RAJASTHAN  08,Rural,Hindu,Less than 10,388999,954537,370461,884291,21221,37689,38484,73191,98234,218161,86431,207610,56338,153166,67091,188991,2662,5483
C-05_India,C1405,08,00,0000,State - RAJASTHAN  08,Rural,Hindu,10-11,288144,662502,270666,596791,29159,53808,31320,60332,65071,139461,56991,126505,38388,93198,47629,119442,2108,4045
C-05_India,C1405,08,00,0000,State - RAJASTHAN  08,Rural,Hindu,12-13,358277,969332,337853,877437,41422,94337,41159,108097,87579,240987,70671,183628,45429,119030,50172,127229,1421,4129
C-05_India,C1405,08,00,0000,State - RAJASTHAN  08,Rural,Hindu,14-15,878784,1901257,820777,1657919,84067,203983,85895,213238,210136,452166,176269,332481,119740,213747,141380,234469,3290,7835
C-05_India,C1405,08,00,0000,State - RAJASTHAN  08,Rural,Hindu,16-17,1007993,2208528,959812,2010885,162049,384041,143062,328018,268434,569092,172044,361066,103125,194181,107170,164471,3928,10016
C-05_India,C1405,08,00,0000,State - RAJASTHAN  08,Rural,Hindu,18-19,1840814,2291837,1765645,2078862,300646,370548,266886,333700,497707,584097,324598,395774,188358,207868,180194,175776,7256,11099
C-05_India,C1405,08,00,0000,State - RAJASTHAN  08,Rural,Hindu,20-21,2703500,1095330,2579969,867694,312949,123568,367054,136664,705818,228791,543852,177445,314771,100815,325140,95552,10385,4859
C-05_India,C1405,08,00,0000,State - RAJASTHAN  08,Rural,Hindu,22-23,971339,250124,941742,222441,148599,41702,144500,40746,261175,58214,188631,40801,107442,22639,87327,17020,4068,1319
C-05_India,C1405,08,00,0000,State - RAJASTHAN  08,Rural,Hindu,24-25,610322,92254,585575,76882,70209,13832,80828,13208,148506,19058,126524,13899,82502,9651,74850,6840,2156,394
C-05_India,C1405,08,00,0000,State - RAJASTHAN  08,Rural,Hindu,26-27,134113,22860,130749,21145,27785,5417,22257,3602,32323,5238,22701,3365,14982,2280,10192,1128,509,115
C-05_India,C1405,08,00,0000,State - RAJASTHAN  08,Rural,Hindu,28-29,74362,14132,72304,13001,14938,2587,11326,1898,16976,3301,12848,2527,9469,1772,6499,835,248,81
C-05_India,C1405,08,00,0000,State - RAJASTHAN  08,Rural,Hindu,30-31,72645,9898,68428,7686,5379,945,8780,1117,15091,2004,15407,1705,13845,1252,9668,602,258,61
C-05_India,C1405,08,00,0000,State - RAJASTHAN  08,Rural,Hindu,32-33,15904,2688,15321,2377,2819,511,2128,361,3764,608,3299,496,2132,279,1099,102,80,20
C-05_India,C1405,08,00,0000,State - RAJASTHAN  08,Rural,Hindu,34+,37036,11535,33720,6602,4181,1256,3853,766,8827,2070,9180,1659,5027,436,2303,147,349,268
C-05_India,C1405,08,00,0000,State - RAJASTHAN  08,Rural,Hindu,Age not stated,144151,151841,124861,121341,0,0,0,0,0,0,0,0,0,0,0,0,124861,121341
C-05_India,C1405,08,00,0000,State - RAJASTHAN  08,Rural,Muslim,All ages,530774,587319,510136,530072,82407,85906,76134,79347,136358,144016,95770,99603,55286,56492,55034,55607,9147,9101
C-05_India,C1405,08,00,0000,State - RAJASTHAN  08,Rural,Muslim,Less than 10,17071,40950,16499,38420,1059,1648,1660,3146,4870,10596,3931,9052,2308,6371,2579,7452,92,155
C-05_India,C1405,08,00,0000,State - RAJASTHAN  08,Rural,Muslim,10-11,11760,29245,11315,26994,1505,2707,1595,2962,3008,6755,2152,5509,1400,3837,1577,5094,78,130
C-05_India,C1405,08,00,0000,State - RAJASTHAN  08,Rural,Muslim,12-13,15120,47126,14563,43913,2478,5224,2207,6361,4017,12876,2573,8789,1531,5108,1709,5407,48,148
C-05_India,C1405,08,00,0000,State - RAJASTHAN  08,Rural,Muslim,14-15,42032,109216,39887,98112,5781,13966,5126,14121,10481,27428,7924,18912,4749,11252,5717,12171,109,262
C-05_India,C1405,08,00,0000,State - RAJASTHAN  08,Rural,Muslim,16-17,55891,126706,53870,117654,12009,26873,9364,20679,14980,32452,8340,19433,4504,9617,4535,8277,138,323
C-05_India,C1405,08,00,0000,State - RAJASTHAN  08,Rural,Muslim,18-19,103091,124978,99680,114664,21232,22941,16340,18745,27442,31743,16614,21184,8938,10647,8861,9076,253,328
C-05_India,C1405,08,00,0000,State - RAJASTHAN  08,Rural,Muslim,20-21,150252,68271,143938,55600,19927,7739,21312,8717,38900,14856,29421,11548,16358,6486,17624,6078,396,176
C-05_India,C1405,08,00,0000,State - RAJASTHAN  08,Rural,Muslim,22-23,56677,17101,55179,15192,9641,2768,8905,2730,15248,4086,10514,2829,5904,1565,4800,1150,167,64
C-05_India,C1405,08,00,0000,State - RAJASTHAN  08,Rural,Muslim,24-25,40893,8213,39310,6889,4440,1044,5441,1113,10235,1835,8613,1342,5427,928,5041,610,113,17
C-05_India,C1405,08,00,0000,State - RAJASTHAN  08,Rural,Muslim,26-27,9646,2237,9391,2065,1884,490,1588,336,2427,540,1669,353,1057,229,732,111,34,6
C-05_India,C1405,08,00,0000,State - RAJASTHAN  08,Rural,Muslim,28-29,6192,1462,5996,1335,1161,258,965,191,1518,339,1080,239,772,222,479,82,21,4
C-05_India,C1405,08,00,0000,State - RAJASTHAN  08,Rural,Muslim,30-31,7420,1109,6998,885,491,91,832,131,1676,244,1542,200,1447,145,981,71,29,3
C-05_India,C1405,08,00,0000,State - RAJASTHAN  08,Rural,Muslim,32-33,1693,263,1644,239,306,44,262,39,409,58,326,49,227,35,111,14,3,0
C-05_India,C1405,08,00,0000,State - RAJASTHAN  08,Rural,Muslim,34+,4496,954,4235,633,493,113,537,76,1147,208,1071,164,664,50,288,14,35,8
C-05_India,C1405,08,00,0000,State - RAJASTHAN  08,Rural,Muslim,Age not stated,8540,9488,7631,7477,0,0,0,0,0,0,0,0,0,0,0,0,7631,7477
C-05_India,C1405,08,00,0000,State - RAJASTHAN  08,Rural,Christian,All ages,6912,7404,6638,6786,973,943,1120,1136,2032,2030,1245,1322,579,632,514,529,175,194
C-05_India,C1405,08,00,0000,State - RAJASTHAN  08,Rural,Christian,Less than 10,90,166,89,163,3,4,7,9,26,36,29,45,11,38,12,30,1,1
C-05_India,C1405,08,00,0000,State - RAJASTHAN  08,Rural,Christian,10-11,47,103,46,95,5,4,5,9,13,22,14,27,3,13,6,17,0,3
C-05_India,C1405,08,00,0000,State - RAJASTHAN  08,Rural,Christian,12-13,44,190,40,175,7,17,5,20,10,59,9,41,4,20,5,17,0,1
C-05_India,C1405,08,00,0000,State - RAJASTHAN  08,Rural,Christian,14-15,176,700,161,632,25,65,22,87,43,165,33,135,22,84,16,88,0,8
C-05_India,C1405,08,00,0000,State - RAJASTHAN  08,Rural,Christian,16-17,443,1401,428,1306,78,206,80,212,112,404,84,266,42,131,30,83,2,4
C-05_India,C1405,08,00,0000,State - RAJASTHAN  08,Rural,Christian,18-19,1301,2155,1258,2020,195,306,214,341,410,635,244,389,112,178,77,163,6,8
C-05_India,C1405,08,00,0000,State - RAJASTHAN  08,Rural,Christian,20-21,2037,1247,1946,1078,250,132,295,174,610,321,390,229,200,116,191,101,10,5
C-05_India,C1405,08,00,0000,State - RAJASTHAN  08,Rural,Christian,22-23,925,499,906,448,123,73,153,102,278,156,179,63,86,27,85,23,2,4
C-05_India,C1405,08,00,0000,State - RAJASTHAN  08,Rural,Christian,24-25,696,383,662,354,80,59,115,89,214,120,125,62,63,12,62,6,3,6
C-05_India,C1405,08,00,0000,State - RAJASTHAN  08,Rural,Christian,26-27,359,190,351,186,66,41,89,41,117,66,48,31,15,6,14,1,2,0
C-05_India,C1405,08,00,0000,State - RAJASTHAN  08,Rural,Christian,28-29,291,102,289,98,65,21,64,33,107,21,43,18,4,3,6,0,0,2
C-05_India,C1405,08,00,0000,State - RAJASTHAN  08,Rural,Christian,30-31,196,47,184,42,44,7,49,13,47,9,26,9,11,4,6,0,1,0
C-05_India,C1405,08,00,0000,State - RAJASTHAN  08,Rural,Christian,32-33,66,19,63,17,12,6,12,1,22,7,12,3,2,0,3,0,0,0
C-05_India,C1405,08,00,0000,State - RAJASTHAN  08,Rural,Christian,34+,74,25,70,21,20,2,10,5,23,9,9,4,4,0,1,0,3,1
C-05_India,C1405,08,00,0000,State - RAJASTHAN  08,Rural,Christian,Age not stated,167,177,145,151,0,0,0,0,0,0,0,0,0,0,0,0,145,151
C-05_India,C1405,08,00,0000,State - RAJASTHAN  08,Rural,Sikh,All ages,166403,174872,158473,157663,21882,21903,22343,22042,44267,44119,31577,31239,17012,17034,19305,19285,2087,2041
C-05_India,C1405,08,00,0000,State - RAJASTHAN  08,Rural,Sikh,Less than 10,2279,4802,2192,4454,4,11,16,26,446,1185,805,1317,408,852,507,1054,6,9
C-05_India,C1405,08,00,0000,State - RAJASTHAN  08,Rural,Sikh,10-11,268,1027,236,959,9,24,13,66,59,271,74,218,39,144,40,234,2,2
C-05_India,C1405,08,00,0000,State - RAJASTHAN  08,Rural,Sikh,12-13,450,3006,416,2810,19,85,53,281,137,820,85,646,39,374,82,602,1,2
C-05_India,C1405,08,00,0000,State - RAJASTHAN  08,Rural,Sikh,14-15,2503,14209,2291,12927,136,730,244,1476,710,3904,543,2660,269,1631,387,2514,2,12
C-05_India,C1405,08,00,0000,State - RAJASTHAN  08,Rural,Sikh,16-17,7327,30618,6951,28670,934,4304,1220,4612,2482,9004,1120,5365,556,2606,636,2765,3,14
C-05_India,C1405,08,00,0000,State - RAJASTHAN  08,Rural,Sikh,18-19,25146,55261,24036,51303,4035,8106,3977,7545,7437,14650,4270,10195,2072,5230,2227,5559,18,18
C-05_India,C1405,08,00,0000,State - RAJASTHAN  08,Rural,Sikh,20-21,57242,39221,54277,32864,6977,4896,7436,4557,15302,8761,11336,6693,5942,3665,7240,4269,44,23
C-05_India,C1405,08,00,0000,State - RAJASTHAN  08,Rural,Sikh,22-23,30987,14165,29951,12939,4705,2134,4295,2112,8680,3462,6156,2519,3011,1347,3071,1354,33,11
C-05_India,C1405,08,00,0000,State - RAJASTHAN  08,Rural,Sikh,24-25,22844,6067,21779,5220,2589,931,2797,832,5620,1275,4501,946,2728,636,3521,596,23,4
C-05_India,C1405,08,00,0000,State - RAJASTHAN  08,Rural,Sikh,26-27,6071,1673,5906,1603,1252,370,1140,279,1530,394,978,239,544,198,452,123,10,0
C-05_India,C1405,08,00,0000,State - RAJASTHAN  08,Rural,Sikh,28-29,3335,1057,3233,1000,626,173,553,133,807,198,545,188,395,188,305,120,2,0
C-05_India,C1405,08,00,0000,State - RAJASTHAN  08,Rural,Sikh,30-31,3337,607,3128,493,286,62,363,63,622,110,614,101,636,106,594,51,13,0
C-05_India,C1405,08,00,0000,State - RAJASTHAN  08,Rural,Sikh,32-33,702,173,677,163,143,26,94,28,144,32,143,35,89,24,63,18,1,0
C-05_India,C1405,08,00,0000,State - RAJASTHAN  08,Rural,Sikh,34+,1617,447,1481,312,167,51,142,32,291,53,407,117,284,33,180,26,10,0
C-05_India,C1405,08,00,0000,State - RAJASTHAN  08,Rural,Sikh,Age not stated,2295,2539,1919,1946,0,0,0,0,0,0,0,0,0,0,0,0,1919,1946
C-05_India,C1405,08,00,0000,State - RAJASTHAN  08,Rural,Buddhist,All ages,1660,1683,1553,1514,269,250,248,245,409,402,270,254,156,152,174,173,27,38
C-05_India,C1405,08,00,0000,State - RAJASTHAN  08,Rural,Buddhist,Less than 10,37,84,32,77,0,1,4,3,8,20,12,14,0,18,7,17,1,4
C-05_India,C1405,08,00,0000,State - RAJASTHAN  08,Rural,Buddhist,10-11,23,43,21,41,2,1,5,3,4,11,2,8,4,6,3,12,1,0
C-05_India,C1405,08,00,0000,State - RAJASTHAN  08,Rural,Buddhist,12-13,38,110,36,102,2,11,2,11,10,27,9,21,5,14,8,17,0,1
C-05_India,C1405,08,00,0000,State - RAJASTHAN  08,Rural,Buddhist,14-15,103,248,93,226,12,19,10,31,22,61,22,52,13,24,13,38,1,1
C-05_India,C1405,08,00,0000,State - RAJASTHAN  08,Rural,Buddhist,16-17,191,367,174,334,24,62,23,63,56,102,32,43,20,38,19,25,0,1
C-05_India,C1405,08,00,0000,State - RAJASTHAN  08,Rural,Buddhist,18-19,353,517,337,476,74,102,68,92,76,122,45,80,43,36,31,43,0,1
C-05_India,C1405,08,00,0000,State - RAJASTHAN  08,Rural,Buddhist,20-21,538,203,503,160,79,26,69,25,154,51,95,24,44,10,60,17,2,7
C-05_India,C1405,08,00,0000,State - RAJASTHAN  08,Rural,Buddhist,22-23,189,45,183,40,28,11,39,12,48,3,29,6,17,4,22,4,0,0
C-05_India,C1405,08,00,0000,State - RAJASTHAN  08,Rural,Buddhist,24-25,83,24,75,24,16,10,15,3,18,4,10,5,7,2,9,0,0,0
C-05_India,C1405,08,00,0000,State - RAJASTHAN  08,Rural,Buddhist,26-27,39,7,37,7,16,3,6,2,9,1,3,1,1,0,2,0,0,0
C-05_India,C1405,08,00,0000,State - RAJASTHAN  08,Rural,Buddhist,28-29,20,2,20,2,10,2,3,0,4,0,2,0,1,0,0,0,0,0
C-05_India,C1405,08,00,0000,State - RAJASTHAN  08,Rural,Buddhist,30-31,12,1,12,0,3,0,3,0,0,0,5,0,1,0,0,0,0,0
C-05_India,C1405,08,00,0000,State - RAJASTHAN  08,Rural,Buddhist,32-33,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
C-05_India,C1405,08,00,0000,State - RAJASTHAN  08,Rural,Buddhist,34+,7,2,7,2,1,2,1,0,0,0,4,0,0,0,0,0,1,0
C-05_India,C1405,08,00,0000,State - RAJASTHAN  08,Rural,Buddhist,Age not stated,25,30,21,23,0,0,0,0,0,0,0,0,0,0,0,0,21,23
