source_file,Table | Name,State | Code,Distt. | Code,Tehsil | Code,Area Name,Total/ | Rural/ | Urban/,Religion,Age at | marriage | 1,Number of ever married | persons | Males | 2,Females | 3,Duration of marriage of currently married persons | All durations | Males | 4,Females | 5,0-4 | Males | 6,Females | 7,5-9 | Males | 8,Females | 9,10-19 | Males | 10,Females | 11,20-29 | Males | 12,Females | 13,30-39 | Males | 14,Females | 15,40+ | Males | 16,Females | 17,Duration not known | Males | 18,Females | 19
C-05_Andaman_and_Nicobar_Islands,C1405,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,All Religious Communities,All ages,87334,86539,84492,77245,13177,11969,13906,12750,24465,22854,17794,16142,8216,7239,4414,4206,2520,2085
C-05_Andaman_and_Nicobar_Islands,C1405,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,All Religious Communities,Less than 10,694,1400,669,1101,0,0,1,2,44,218,261,355,184,250,178,271,1,5
C-05_Andaman_and_Nicobar_Islands,C1405,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,All Religious Communities,10-11,67,823,63,619,0,3,1,9,13,137,16,152,16,123,16,192,1,3
C-05_Andaman_and_Nicobar_Islands,C1405,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,All Religious Communities,12-13,96,2681,87,2091,1,9,4,78,16,667,26,611,18,411,21,314,1,1
C-05_Andaman_and_Nicobar_Islands,C1405,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,All Religious Communities,14-15,290,8924,270,7596,2,163,12,607,53,2466,77,2243,57,1222,68,886,1,9
C-05_Andaman_and_Nicobar_Islands,C1405,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,All Religious Communities,16-17,1037,14505,954,12948,50,1402,79,2135,331,4517,228,3043,141,1223,121,599,4,29
C-05_Andaman_and_Nicobar_Islands,C1405,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,All Religious Communities,18-19,4466,22937,4199,20984,348,3844,558,4003,1340,6390,974,4167,580,1768,392,777,7,35
C-05_Andaman_and_Nicobar_Islands,C1405,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,All Religious Communities,20-21,12487,15448,11917,13895,1318,2399,1971,2721,3603,3945,2769,2856,1318,1201,926,750,12,23
C-05_Andaman_and_Nicobar_Islands,C1405,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,All Religious Communities,22-23,13979,7609,13586,7145,2183,1732,2485,1420,4290,2044,2875,1297,1171,446,568,196,14,10
C-05_Andaman_and_Nicobar_Islands,C1405,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,All Religious Communities,24-25,17658,4987,17103,4592,2667,1152,2793,890,5101,1297,3779,775,1766,324,985,146,12,8
C-05_Andaman_and_Nicobar_Islands,C1405,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,All Religious Communities,26-27,11180,2315,10977,2174,2463,670,2056,449,3294,599,2071,302,752,125,332,27,9,2
C-05_Andaman_and_Nicobar_Islands,C1405,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,All Religious Communities,28-29,9269,1199,9108,1101,1937,321,1689,219,2650,289,1764,178,793,73,271,21,4,0
C-05_Andaman_and_Nicobar_Islands,C1405,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,All Religious Communities,30-31,6571,648,6370,559,987,126,1151,126,1800,154,1379,87,723,49,328,16,2,1
C-05_Andaman_and_Nicobar_Islands,C1405,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,All Religious Communities,32-33,2797,220,2737,203,536,65,506,42,816,62,569,22,237,10,71,2,2,0
C-05_Andaman_and_Nicobar_Islands,C1405,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,All Religious Communities,34+,4127,328,4010,279,685,83,600,49,1114,69,1006,54,460,14,137,9,8,1
C-05_Andaman_and_Nicobar_Islands,C1405,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,All Religious Communities,Age not stated,2616,2515,2442,1958,0,0,0,0,0,0,0,0,0,0,0,0,2442,1958
C-05_Andaman_and_Nicobar_Islands,C1405,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Hindu,All ages,61843,60790,60088,54323,9591,8643,10161,9213,17626,16354,12442,11136,5561,4814,2879,2757,1828,1406
C-05_Andaman_and_Nicobar_Islands,C1405,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Hindu,Less than 10,501,1128,482,857,0,0,1,1,35,175,189,267,133,190,124,219,0,5
C-05_Andaman_and_Nicobar_Islands,C1405,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Hindu,10-11,48,735,45,539,0,2,1,6,11,120,12,130,12,107,8,171,1,3
C-05_Andaman_and_Nicobar_Islands,C1405,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Hindu,12-13,75,2299,68,1782,1,6,2,66,13,591,21,522,12,332,18,264,1,1
C-05_Andaman_and_Nicobar_Islands,C1405,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Hindu,14-15,241,7368,225,6300,1,151,10,555,45,2079,58,1843,49,956,61,707,1,9
C-05_Andaman_and_Nicobar_Islands,C1405,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Hindu,16-17,796,11457,736,10293,35,1207,61,1792,257,3651,189,2325,102,889,89,405,3,24
C-05_Andaman_and_Nicobar_Islands,C1405,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Hindu,18-19,3294,16438,3115,15108,245,3019,449,3036,993,4628,724,2802,422,1163,276,430,6,30
C-05_Andaman_and_Nicobar_Islands,C1405,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Hindu,20-21,9183,9675,8831,8740,984,1670,1511,1791,2759,2475,1998,1720,957,673,611,393,11,18
C-05_Andaman_and_Nicobar_Islands,C1405,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Hindu,22-23,10121,4538,9873,4314,1679,1132,1861,902,3126,1215,2035,746,799,235,362,76,11,8
C-05_Andaman_and_Nicobar_Islands,C1405,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Hindu,24-25,12251,2956,11921,2755,1959,734,2028,567,3600,772,2543,461,1187,152,594,62,10,7
C-05_Andaman_and_Nicobar_Islands,C1405,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Hindu,26-27,7868,1299,7753,1236,1779,397,1524,261,2335,354,1422,158,485,57,200,8,8,1
C-05_Andaman_and_Nicobar_Islands,C1405,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Hindu,28-29,6445,656,6345,615,1386,190,1202,129,1865,158,1239,90,491,37,158,11,4,0
C-05_Andaman_and_Nicobar_Islands,C1405,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Hindu,30-31,4568,316,4442,273,723,60,812,69,1262,80,950,39,460,15,233,9,2,1
C-05_Andaman_and_Nicobar_Islands,C1405,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Hindu,32-33,1942,105,1915,99,382,34,335,21,592,26,397,14,159,3,49,1,1,0
C-05_Andaman_and_Nicobar_Islands,C1405,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Hindu,34+,2646,134,2576,113,417,41,364,17,733,30,665,19,293,5,96,1,8,0
C-05_Andaman_and_Nicobar_Islands,C1405,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Hindu,Age not stated,1864,1686,1761,1299,0,0,0,0,0,0,0,0,0,0,0,0,1761,1299
C-05_Andaman_and_Nicobar_Islands,C1405,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Muslim,All ages,6993,7006,6850,6107,1232,1042,1112,991,1906,1736,1341,1226,622,556,408,367,229,189
C-05_Andaman_and_Nicobar_Islands,C1405,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Muslim,Less than 10,73,85,73,77,0,0,0,1,5,16,32,27,12,17,24,16,0,0
C-05_Andaman_and_Nicobar_Islands,C1405,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Muslim,10-11,10,42,10,35,0,1,0,1,1,7,2,10,4,6,3,10,0,0
C-05_Andaman_and_Nicobar_Islands,C1405,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Muslim,12-13,12,204,11,152,0,1,2,9,1,33,3,47,4,33,1,29,0,0
C-05_Andaman_and_Nicobar_Islands,C1405,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Muslim,14-15,22,799,20,636,1,5,2,33,1,176,9,203,4,129,3,90,0,0
C-05_Andaman_and_Nicobar_Islands,C1405,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Muslim,16-17,77,1258,73,1084,3,85,7,152,21,368,15,288,13,108,13,80,1,3
C-05_Andaman_and_Nicobar_Islands,C1405,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Muslim,18-19,319,1713,308,1525,30,286,40,299,86,462,66,286,46,119,40,72,0,1
C-05_Andaman_and_Nicobar_Islands,C1405,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Muslim,20-21,923,1229,889,1092,109,228,131,236,245,305,226,186,85,85,93,49,0,3
C-05_Andaman_and_Nicobar_Islands,C1405,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Muslim,22-23,1112,637,1089,588,177,183,184,108,345,169,226,90,105,28,50,10,2,0
C-05_Andaman_and_Nicobar_Islands,C1405,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Muslim,24-25,1511,390,1491,353,258,117,226,67,440,106,330,41,133,15,102,7,2,0
C-05_Andaman_and_Nicobar_Islands,C1405,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Muslim,26-27,972,212,962,200,249,76,178,51,296,45,152,22,61,4,26,1,0,1
C-05_Andaman_and_Nicobar_Islands,C1405,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Muslim,28-29,791,101,787,94,205,33,153,17,216,25,115,13,77,6,21,0,0,0
C-05_Andaman_and_Nicobar_Islands,C1405,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Muslim,30-31,475,53,464,47,100,12,98,9,127,11,79,8,46,5,14,2,0,0
C-05_Andaman_and_Nicobar_Islands,C1405,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Muslim,32-33,179,13,175,12,41,3,45,3,47,4,24,2,8,0,10,0,0,0
C-05_Andaman_and_Nicobar_Islands,C1405,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Muslim,34+,280,38,274,31,59,12,46,5,75,9,62,3,24,1,8,1,0,0
C-05_Andaman_and_Nicobar_Islands,C1405,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Muslim,Age not stated,237,232,224,181,0,0,0,0,0,0,0,0,0,0,0,0,224,181
C-05_Andaman_and_Nicobar_Islands,C1405,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Christian,All ages,17618,18041,16728,16168,2213,2183,2511,2436,4692,4577,3856,3655,1963,1825,1077,1031,416,461
C-05_Andaman_and_Nicobar_Islands,C1405,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Christian,Less than 10,112,178,107,159,0,0,0,0,3,24,38,59,36,43,29,33,1,0
C-05_Andaman_and_Nicobar_Islands,C1405,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Christian,10-11,9,40,8,39,0,0,0,0,1,9,2,11,0,9,5,10,0,0
C-05_Andaman_and_Nicobar_Islands,C1405,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Christian,12-13,7,161,6,141,0,0,0,3,2,38,2,36,1,44,1,20,0,0
C-05_Andaman_and_Nicobar_Islands,C1405,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Christian,14-15,25,711,24,623,0,4,0,17,7,197,10,186,4,133,3,86,0,0
C-05_Andaman_and_Nicobar_Islands,C1405,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Christian,16-17,141,1694,126,1479,9,95,8,173,46,476,20,414,24,214,19,105,0,2
C-05_Andaman_and_Nicobar_Islands,C1405,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Christian,18-19,792,4639,724,4215,67,518,64,649,240,1259,173,1047,107,477,72,261,1,4
C-05_Andaman_and_Nicobar_Islands,C1405,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Christian,20-21,2280,4392,2108,3925,215,485,320,667,576,1124,519,918,265,433,212,296,1,2
C-05_Andaman_and_Nicobar_Islands,C1405,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Christian,22-23,2610,2343,2493,2159,305,398,419,389,778,634,583,449,258,181,149,106,1,2
C-05_Andaman_and_Nicobar_Islands,C1405,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Christian,24-25,3740,1591,3541,1434,428,283,515,249,1013,408,872,266,437,153,276,74,0,1
C-05_Andaman_and_Nicobar_Islands,C1405,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Christian,26-27,2233,778,2157,713,404,193,340,129,630,189,484,120,196,64,102,18,1,0
C-05_Andaman_and_Nicobar_Islands,C1405,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Christian,28-29,1942,428,1889,378,321,95,319,69,546,100,396,74,220,30,87,10,0,0
C-05_Andaman_and_Nicobar_Islands,C1405,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Christian,30-31,1461,275,1398,235,158,54,226,47,387,61,340,39,207,29,80,5,0,0
C-05_Andaman_and_Nicobar_Islands,C1405,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Christian,32-33,648,98,621,88,109,28,120,17,169,30,143,5,67,7,12,1,1,0
C-05_Andaman_and_Nicobar_Islands,C1405,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Christian,34+,1156,151,1116,131,197,30,180,27,294,28,274,31,141,8,30,6,0,1
C-05_Andaman_and_Nicobar_Islands,C1405,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Christian,Age not stated,462,562,410,449,0,0,0,0,0,0,0,0,0,0,0,0,410,449
C-05_Andaman_and_Nicobar_Islands,C1405,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Sikh,All ages,443,392,432,373,69,53,57,54,123,111,89,83,42,24,39,40,13,8
C-05_Andaman_and_Nicobar_Islands,C1405,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Sikh,Less than 10,5,5,4,5,0,0,0,0,1,1,1,2,2,0,0,2,0,0
C-05_Andaman_and_Nicobar_Islands,C1405,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Sikh,10-11,0,2,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0
C-05_Andaman_and_Nicobar_Islands,C1405,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Sikh,12-13,1,6,1,5,0,0,0,0,0,1,0,2,0,1,1,1,0,0
C-05_Andaman_and_Nicobar_Islands,C1405,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Sikh,14-15,2,23,1,21,0,0,0,1,0,5,0,8,0,4,1,3,0,0
C-05_Andaman_and_Nicobar_Islands,C1405,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Sikh,16-17,3,40,2,39,0,3,0,7,0,7,2,9,0,5,0,8,0,0
C-05_Andaman_and_Nicobar_Islands,C1405,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Sikh,18-19,14,89,13,82,0,8,1,7,4,29,3,21,2,5,3,12,0,0
C-05_Andaman_and_Nicobar_Islands,C1405,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Sikh,20-21,44,90,42,86,1,9,7,13,6,27,14,24,5,5,9,8,0,0
C-05_Andaman_and_Nicobar_Islands,C1405,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Sikh,22-23,78,69,76,67,9,14,11,15,26,23,20,10,5,2,5,3,0,0
C-05_Andaman_and_Nicobar_Islands,C1405,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Sikh,24-25,94,33,94,33,15,14,9,4,31,7,23,4,6,2,10,2,0,0
C-05_Andaman_and_Nicobar_Islands,C1405,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Sikh,26-27,66,16,66,15,20,3,8,4,18,6,9,2,8,0,3,0,0,0
C-05_Andaman_and_Nicobar_Islands,C1405,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Sikh,28-29,50,7,50,7,14,2,10,2,11,3,8,0,4,0,3,0,0,0
C-05_Andaman_and_Nicobar_Islands,C1405,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Sikh,30-31,31,2,31,2,3,0,6,1,11,1,5,0,5,0,1,0,0,0
C-05_Andaman_and_Nicobar_Islands,C1405,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Sikh,32-33,15,1,14,1,0,0,2,0,7,1,2,0,3,0,0,0,0,0
C-05_Andaman_and_Nicobar_Islands,C1405,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Sikh,34+,25,0,25,0,7,0,3,0,8,0,2,0,2,0,3,0,0,0
C-05_Andaman_and_Nicobar_Islands,C1405,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Sikh,Age not stated,15,9,13,8,0,0,0,0,0,0,0,0,0,0,0,0,13,8
C-05_Andaman_and_Nicobar_Islands,C1405,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Buddhist,All ages,156,59,153,50,32,6,25,10,52,11,22,8,11,7,4,6,7,2
C-05_Andaman_and_Nicobar_Islands,C1405,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Buddhist,Less than 10,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
C-05_Andaman_and_Nicobar_Islands,C1405,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Buddhist,10-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-05_Andaman_and_Nicobar_Islands,C1405,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Buddhist,12-13,1,2,1,2,0,0,0,0,0,1,0,1,1,0,0,0,0,0
C-05_Andaman_and_Nicobar_Islands,C1405,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Buddhist,14-15,0,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
C-05_Andaman_and_Nicobar_Islands,C1405,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Buddhist,16-17,12,9,12,8,2,0,2,1,6,3,1,1,1,3,0,0,0,0
C-05_Andaman_and_Nicobar_Islands,C1405,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Buddhist,18-19,17,17,17,15,3,1,3,3,7,5,4,4,0,0,0,2,0,0
C-05_Andaman_and_Nicobar_Islands,C1405,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Buddhist,20-21,22,12,22,11,5,0,1,3,10,2,5,1,1,3,0,2,0,0
C-05_Andaman_and_Nicobar_Islands,C1405,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Buddhist,22-23,28,5,28,4,8,3,5,1,6,0,6,0,2,0,1,0,0,0
C-05_Andaman_and_Nicobar_Islands,C1405,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Buddhist,24-25,24,1,22,1,2,0,6,0,9,0,2,0,0,1,3,0,0,0
C-05_Andaman_and_Nicobar_Islands,C1405,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Buddhist,26-27,15,2,15,2,7,1,1,1,5,0,1,0,1,0,0,0,0,0
C-05_Andaman_and_Nicobar_Islands,C1405,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Buddhist,28-29,11,1,10,1,3,0,2,1,4,0,0,0,1,0,0,0,0,0
C-05_Andaman_and_Nicobar_Islands,C1405,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Buddhist,30-31,12,1,12,1,0,0,4,0,4,0,0,1,4,0,0,0,0,0
C-05_Andaman_and_Nicobar_Islands,C1405,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Buddhist,32-33,3,0,3,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0
C-05_Andaman_and_Nicobar_Islands,C1405,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Buddhist,34+,4,1,4,1,2,0,1,0,0,0,1,0,0,0,0,1,0,0
C-05_Andaman_and_Nicobar_Islands,C1405,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Buddhist,Age not stated,7,4,7,2,0,0,0,0,0,0,0,0,0,0,0,0,7,2
C-05_Andaman_and_Nicobar_Islands,C1405,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Jain,All ages,6,6,6,6,1,1,1,1,3,3,0,0,1,1,0,0,0,0
C-05_Andaman_and_Nicobar_Islands,C1405,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Jain,Less than 10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-05_Andaman_and_Nicobar_Islands,C1405,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Jain,10-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-05_Andaman_and_Nicobar_Islands,C1405,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Jain,12-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-05_Andaman_and_Nicobar_Islands,C1405,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Jain,14-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-05_Andaman_and_Nicobar_Islands,C1405,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Jain,16-17,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
C-05_Andaman_and_Nicobar_Islands,C1405,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Jain,18-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-05_Andaman_and_Nicobar_Islands,C1405,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Jain,20-21,0,2,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0
C-05_Andaman_and_Nicobar_Islands,C1405,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Jain,22-23,2,2,2,2,0,1,0,0,1,1,0,0,1,0,0,0,0,0
C-05_Andaman_and_Nicobar_Islands,C1405,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Jain,24-25,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
C-05_Andaman_and_Nicobar_Islands,C1405,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Jain,26-27,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0
C-05_Andaman_and_Nicobar_Islands,C1405,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Jain,28-29,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
C-05_Andaman_and_Nicobar_Islands,C1405,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Jain,30-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-05_Andaman_and_Nicobar_Islands,C1405,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Jain,32-33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-05_Andaman_and_Nicobar_Islands,C1405,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Jain,34+,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
C-05_Andaman_and_Nicobar_Islands,C1405,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Jain,Age not stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-05_Andaman_and_Nicobar_Islands,C1405,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Others,All ages,58,55,58,45,8,5,11,9,15,13,12,12,6,3,2,2,4,1
C-05_Andaman_and_Nicobar_Islands,C1405,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Others,Less than 10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-05_Andaman_and_Nicobar_Islands,C1405,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Others,10-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-05_Andaman_and_Nicobar_Islands,C1405,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Others,12-13,0,2,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0
C-05_Andaman_and_Nicobar_Islands,C1405,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Others,14-15,0,2,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0
C-05_Andaman_and_Nicobar_Islands,C1405,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Others,16-17,0,8,0,6,0,0,0,1,0,1,0,3,0,1,0,0,0,0
C-05_Andaman_and_Nicobar_Islands,C1405,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Others,18-19,2,13,2,12,0,3,0,2,1,2,0,4,1,1,0,0,0,0
C-05_Andaman_and_Nicobar_Islands,C1405,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Others,20-21,6,12,6,9,0,1,0,2,0,2,2,3,3,0,1,1,0,0
C-05_Andaman_and_Nicobar_Islands,C1405,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Others,22-23,6,4,6,3,1,0,1,1,2,1,2,1,0,0,0,0,0,0
C-05_Andaman_and_Nicobar_Islands,C1405,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Others,24-25,8,6,8,6,1,1,3,1,3,3,0,0,1,0,0,1,0,0
C-05_Andaman_and_Nicobar_Islands,C1405,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Others,26-27,11,4,11,4,1,0,2,2,6,2,1,0,0,0,1,0,0,0
C-05_Andaman_and_Nicobar_Islands,C1405,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Others,28-29,10,0,10,0,3,0,2,0,2,0,3,0,0,0,0,0,0,0
C-05_Andaman_and_Nicobar_Islands,C1405,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Others,30-31,8,0,8,0,1,0,2,0,1,0,3,0,1,0,0,0,0,0
C-05_Andaman_and_Nicobar_Islands,C1405,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Others,32-33,2,0,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
C-05_Andaman_and_Nicobar_Islands,C1405,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Others,34+,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
C-05_Andaman_and_Nicobar_Islands,C1405,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,Others,Age not stated,4,3,4,1,0,0,0,0,0,0,0,0,0,0,0,0,4,1
