source_file,Table | Name,State | Code,Distt. | Code,Tehsil | Code,Area Name,Total/ | Rural/ | Urban/,Age | 1,Total | Persons | 2,Males | 3,Females | 4,Attending educational institution | Main workers | Persons | 5,Males | 6,Females | 7,Marginal workers | Persons | 8,Males | 9,Females | 10,Non-workers | Persons | 11,Males | 12,Females | 13,Not attending educational institution | Main workers | Persons | 14,Males | 15,Females | 16,Marginal workers | Persons | 17,Males | 18,Females | 19,Non-workers | Persons | 20,Males | 21,Females | 22
C-12_Andaman_and_Nicobar_Islands,C0212,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,5-19,111251,58035,53216,207,148,59,1682,985,697,79242,41065,38177,4734,4109,625,3099,1964,1135,22287,9764,12523
C-12_Andaman_and_Nicobar_Islands,C0212,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,5,6959,3563,3396,3,3,0,1,1,0,2343,1221,1122,21,18,3,7,2,5,4584,2318,2266
C-12_Andaman_and_Nicobar_Islands,C0212,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,6,6581,3366,3215,3,3,0,5,5,0,3959,2060,1899,17,13,4,10,3,7,2587,1282,1305
C-12_Andaman_and_Nicobar_Islands,C0212,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,7,6757,3446,3311,16,9,7,18,9,9,5849,2995,2854,18,13,5,14,8,6,842,412,430
C-12_Andaman_and_Nicobar_Islands,C0212,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,8,7302,3713,3589,11,6,5,46,24,22,6533,3338,3195,16,13,3,12,8,4,684,324,360
C-12_Andaman_and_Nicobar_Islands,C0212,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,9,6450,3222,3228,8,6,2,47,22,25,5962,3006,2956,11,8,3,12,6,6,410,174,236
C-12_Andaman_and_Nicobar_Islands,C0212,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,10,8491,4379,4112,9,5,4,114,63,51,7599,3923,3676,52,44,8,44,16,28,673,328,345
C-12_Andaman_and_Nicobar_Islands,C0212,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,11,6675,3437,3238,10,7,3,96,55,41,6108,3162,2946,41,29,12,28,11,17,392,173,219
C-12_Andaman_and_Nicobar_Islands,C0212,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,12,8629,4504,4125,15,9,6,196,122,74,7542,3928,3614,85,63,22,82,49,33,709,333,376
C-12_Andaman_and_Nicobar_Islands,C0212,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,13,7388,3725,3663,14,3,11,149,79,70,6398,3255,3143,98,70,28,104,48,56,625,270,355
C-12_Andaman_and_Nicobar_Islands,C0212,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,14,7571,3879,3692,10,10,0,194,114,80,6257,3201,3056,143,106,37,180,99,81,787,349,438
C-12_Andaman_and_Nicobar_Islands,C0212,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,15,7572,3946,3626,24,16,8,193,117,76,5654,2911,2743,307,247,60,255,167,88,1139,488,651
C-12_Andaman_and_Nicobar_Islands,C0212,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,16,7698,4029,3669,17,15,2,197,103,94,5220,2666,2554,453,389,64,368,244,124,1443,612,831
C-12_Andaman_and_Nicobar_Islands,C0212,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,17,6712,3707,3005,19,18,1,167,106,61,3985,2176,1809,593,524,69,403,270,133,1545,613,932
C-12_Andaman_and_Nicobar_Islands,C0212,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,18,9460,5310,4150,20,15,5,172,108,64,3783,2076,1707,1532,1369,163,841,561,280,3112,1181,1931
C-12_Andaman_and_Nicobar_Islands,C0212,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Total,19,7006,3809,3197,28,23,5,87,57,30,2050,1147,903,1347,1203,144,739,472,267,2755,907,1848
C-12_Andaman_and_Nicobar_Islands,C0212,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Rural,5-19,76825,40000,36825,142,98,44,1647,967,680,52688,27362,25326,3227,2763,464,2855,1758,1097,16266,7052,9214
C-12_Andaman_and_Nicobar_Islands,C0212,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Rural,5,4838,2469,2369,1,1,0,1,1,0,1512,789,723,7,6,1,5,1,4,3312,1671,1641
C-12_Andaman_and_Nicobar_Islands,C0212,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Rural,6,4529,2316,2213,2,2,0,5,5,0,2654,1365,1289,8,6,2,9,3,6,1851,935,916
C-12_Andaman_and_Nicobar_Islands,C0212,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Rural,7,4660,2385,2275,11,7,4,15,8,7,3933,2015,1918,9,8,1,14,8,6,678,339,339
C-12_Andaman_and_Nicobar_Islands,C0212,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Rural,8,5030,2586,2444,7,5,2,44,23,21,4395,2286,2109,11,8,3,11,8,3,562,256,306
C-12_Andaman_and_Nicobar_Islands,C0212,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Rural,9,4450,2197,2253,6,4,2,47,22,25,4021,2014,2007,7,5,2,10,5,5,359,147,212
C-12_Andaman_and_Nicobar_Islands,C0212,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Rural,10,5873,3040,2833,7,3,4,110,62,48,5135,2655,2480,35,31,4,43,16,27,543,273,270
C-12_Andaman_and_Nicobar_Islands,C0212,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Rural,11,4626,2382,2244,9,6,3,96,55,41,4152,2157,1995,26,16,10,27,11,16,316,137,179
C-12_Andaman_and_Nicobar_Islands,C0212,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Rural,12,6116,3203,2913,12,6,6,193,120,73,5215,2728,2487,55,38,17,79,46,33,562,265,297
C-12_Andaman_and_Nicobar_Islands,C0212,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Rural,13,5065,2524,2541,10,2,8,147,79,68,4224,2122,2102,71,49,22,100,46,54,513,226,287
C-12_Andaman_and_Nicobar_Islands,C0212,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Rural,14,5344,2766,2578,8,8,0,191,113,78,4252,2195,2057,104,73,31,173,95,78,616,282,334
C-12_Andaman_and_Nicobar_Islands,C0212,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Rural,15,5220,2696,2524,18,11,7,191,116,75,3680,1868,1812,212,171,41,240,154,86,879,376,503
C-12_Andaman_and_Nicobar_Islands,C0212,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Rural,16,5372,2830,2542,13,12,1,195,103,92,3431,1774,1657,323,273,50,346,227,119,1064,441,623
C-12_Andaman_and_Nicobar_Islands,C0212,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Rural,17,4568,2511,2057,11,10,1,167,106,61,2538,1393,1145,407,362,45,368,239,129,1077,401,676
C-12_Andaman_and_Nicobar_Islands,C0212,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Rural,18,6526,3640,2886,14,10,4,162,101,61,2369,1321,1048,1093,968,125,762,490,272,2126,750,1376
C-12_Andaman_and_Nicobar_Islands,C0212,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Rural,19,4608,2455,2153,13,11,2,83,53,30,1177,680,497,859,749,110,668,409,259,1808,553,1255
C-12_Andaman_and_Nicobar_Islands,C0212,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Urban,5-19,34426,18035,16391,65,50,15,35,18,17,26554,13703,12851,1507,1346,161,244,206,38,6021,2712,3309
C-12_Andaman_and_Nicobar_Islands,C0212,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Urban,5,2121,1094,1027,2,2,0,0,0,0,831,432,399,14,12,2,2,1,1,1272,647,625
C-12_Andaman_and_Nicobar_Islands,C0212,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Urban,6,2052,1050,1002,1,1,0,0,0,0,1305,695,610,9,7,2,1,0,1,736,347,389
C-12_Andaman_and_Nicobar_Islands,C0212,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Urban,7,2097,1061,1036,5,2,3,3,1,2,1916,980,936,9,5,4,0,0,0,164,73,91
C-12_Andaman_and_Nicobar_Islands,C0212,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Urban,8,2272,1127,1145,4,1,3,2,1,1,2138,1052,1086,5,5,0,1,0,1,122,68,54
C-12_Andaman_and_Nicobar_Islands,C0212,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Urban,9,2000,1025,975,2,2,0,0,0,0,1941,992,949,4,3,1,2,1,1,51,27,24
C-12_Andaman_and_Nicobar_Islands,C0212,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Urban,10,2618,1339,1279,2,2,0,4,1,3,2464,1268,1196,17,13,4,1,0,1,130,55,75
C-12_Andaman_and_Nicobar_Islands,C0212,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Urban,11,2049,1055,994,1,1,0,0,0,0,1956,1005,951,15,13,2,1,0,1,76,36,40
C-12_Andaman_and_Nicobar_Islands,C0212,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Urban,12,2513,1301,1212,3,3,0,3,2,1,2327,1200,1127,30,25,5,3,3,0,147,68,79
C-12_Andaman_and_Nicobar_Islands,C0212,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Urban,13,2323,1201,1122,4,1,3,2,0,2,2174,1133,1041,27,21,6,4,2,2,112,44,68
C-12_Andaman_and_Nicobar_Islands,C0212,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Urban,14,2227,1113,1114,2,2,0,3,1,2,2005,1006,999,39,33,6,7,4,3,171,67,104
C-12_Andaman_and_Nicobar_Islands,C0212,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Urban,15,2352,1250,1102,6,5,1,2,1,1,1974,1043,931,95,76,19,15,13,2,260,112,148
C-12_Andaman_and_Nicobar_Islands,C0212,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Urban,16,2326,1199,1127,4,3,1,2,0,2,1789,892,897,130,116,14,22,17,5,379,171,208
C-12_Andaman_and_Nicobar_Islands,C0212,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Urban,17,2144,1196,948,8,8,0,0,0,0,1447,783,664,186,162,24,35,31,4,468,212,256
C-12_Andaman_and_Nicobar_Islands,C0212,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Urban,18,2934,1670,1264,6,5,1,10,7,3,1414,755,659,439,401,38,79,71,8,986,431,555
C-12_Andaman_and_Nicobar_Islands,C0212,35,00,0000,State - ANDAMAN & NICOBAR ISLANDS  35,Urban,19,2398,1354,1044,15,12,3,4,4,0,873,467,406,488,454,34,71,63,8,947,354,593
C-12_Andhra_Pradesh,C0212,28,00,0000,State - ANDHRA PRADESH  28,Total,5-19,25293728,13032997,12260731,167822,106928,60894,106551,58883,47668,15653578,8546205,7107373,3208040,1877760,1330280,1052058,427886,624172,5105679,2015335,3090344
C-12_Andhra_Pradesh,C0212,28,00,0000,State - ANDHRA PRADESH  28,Total,5,1726212,884843,841369,2574,1521,1053,1139,577,562,627291,326255,301036,9571,5675,3896,3330,1526,1804,1082307,549289,533018
C-12_Andhra_Pradesh,C0212,28,00,0000,State - ANDHRA PRADESH  28,Total,6,1761284,900264,861020,4208,2445,1763,2191,1169,1022,1117179,579037,538142,7577,4189,3388,3232,1428,1804,626897,311996,314901
C-12_Andhra_Pradesh,C0212,28,00,0000,State - ANDHRA PRADESH  28,Total,7,1751037,895974,855063,5368,3078,2290,3331,1698,1633,1476029,766564,709465,8972,4752,4220,4036,1721,2315,253301,118161,135140
C-12_Andhra_Pradesh,C0212,28,00,0000,State - ANDHRA PRADESH  28,Total,8,2037629,1023310,1014319,7085,4109,2976,5302,2632,2670,1749469,897477,851992,24058,11861,12197,11350,4288,7062,240365,102943,137422
C-12_Andhra_Pradesh,C0212,28,00,0000,State - ANDHRA PRADESH  28,Total,9,1704629,866761,837868,6723,3912,2811,5620,2852,2768,1501206,779974,721232,28014,13525,14489,13478,4929,8549,149588,61569,88019
C-12_Andhra_Pradesh,C0212,28,00,0000,State - ANDHRA PRADESH  28,Total,10,2171974,1126457,1045517,11031,6546,4485,9553,4906,4647,1757414,945310,812104,96134,48203,47931,41975,16201,25774,255867,105291,150576
C-12_Andhra_Pradesh,C0212,28,00,0000,State - ANDHRA PRADESH  28,Total,11,1407029,728989,678040,7086,4115,2971,6707,3467,3240,1174244,634052,540192,63314,29475,33839,28022,9625,18397,127656,48255,79401
C-12_Andhra_Pradesh,C0212,28,00,0000,State - ANDHRA PRADESH  28,Total,12,2038368,1056744,981624,14154,8381,5773,11633,6058,5575,1465366,814621,650745,197999,96610,101389,83920,30482,53438,265296,100592,164704
C-12_Andhra_Pradesh,C0212,28,00,0000,State - ANDHRA PRADESH  28,Total,13,1544124,783874,760250,11414,6583,4831,9293,4741,4552,1081024,599186,481838,175606,83096,92510,71874,24400,47474,194913,65868,129045
C-12_Andhra_Pradesh,C0212,28,00,0000,State - ANDHRA PRADESH  28,Total,14,1571478,811657,759821,14020,8551,5469,10015,5471,4544,980618,559788,420830,248568,128418,120150,93862,34667,59195,224395,74762,149633
C-12_Andhra_Pradesh,C0212,28,00,0000,State - ANDHRA PRADESH  28,Total,15,1622572,862561,760011,16654,10898,5756,9924,5735,4189,797165,469966,327199,384079,226080,157999,131159,55678,75481,283591,94204,189387
C-12_Andhra_Pradesh,C0212,28,00,0000,State - ANDHRA PRADESH  28,Total,16,1569656,811918,757738,16726,11112,5614,8949,5282,3667,645485,378709,266776,436872,261394,175478,140285,59461,80824,321339,95960,225379
C-12_Andhra_Pradesh,C0212,28,00,0000,State - ANDHRA PRADESH  28,Total,17,1119891,618946,500945,11963,8581,3382,6109,3989,2120,459661,282168,177493,311409,206466,104943,90168,42556,47612,240581,75186,165395
C-12_Andhra_Pradesh,C0212,28,00,0000,State - ANDHRA PRADESH  28,Total,18,2148535,1085788,1062747,25472,17709,7763,11047,6769,4278,521948,323126,198822,820210,504521,315689,230805,96856,133949,539053,136807,402246
C-12_Andhra_Pradesh,C0212,28,00,0000,State - ANDHRA PRADESH  28,Total,19,1119310,574911,544399,13344,9387,3957,5738,3537,2201,299479,189972,109507,395657,253495,142162,104562,44068,60494,300530,74452,226078
C-12_Andhra_Pradesh,C0212,28,00,0000,State - ANDHRA PRADESH  28,Rural,5-19,18405411,9526508,8878903,124779,77485,47294,90736,49658,41078,10815792,6032521,4783271,2821212,1587116,1234096,965695,375817,589878,3587197,1403911,2183286
C-12_Andhra_Pradesh,C0212,28,00,0000,State - ANDHRA PRADESH  28,Rural,5,1279744,654876,624868,1255,721,534,705,341,364,428305,223035,205270,7065,3973,3092,2731,1199,1532,839683,425607,414076
C-12_Andhra_Pradesh,C0212,28,00,0000,State - ANDHRA PRADESH  28,Rural,6,1329123,679686,649437,2716,1550,1166,1608,856,752,841249,437855,403394,5961,3148,2813,2725,1173,1552,474864,235104,239760
C-12_Andhra_Pradesh,C0212,28,00,0000,State - ANDHRA PRADESH  28,Rural,7,1319865,673537,646328,3572,1998,1574,2664,1343,1321,1110400,577260,533140,7452,3754,3698,3624,1499,2125,192153,87683,104470
C-12_Andhra_Pradesh,C0212,28,00,0000,State - ANDHRA PRADESH  28,Rural,8,1547807,776508,771299,5032,2859,2173,4503,2239,2264,1323182,681535,641647,21506,10293,11213,10670,3952,6718,182914,75630,107284
C-12_Andhra_Pradesh,C0212,28,00,0000,State - ANDHRA PRADESH  28,Rural,9,1295625,659788,635837,4909,2812,2097,4917,2490,2427,1135941,594324,541617,25593,11991,13602,12662,4504,8158,111603,43667,67936
C-12_Andhra_Pradesh,C0212,28,00,0000,State - ANDHRA PRADESH  28,Rural,10,1604950,831956,772994,8149,4760,3389,8358,4262,4096,1272679,692260,580419,87334,42303,45031,39578,14848,24730,188852,73523,115329
C-12_Andhra_Pradesh,C0212,28,00,0000,State - ANDHRA PRADESH  28,Rural,11,1022459,533593,488866,5205,2920,2285,5956,3042,2914,835824,461086,374738,57657,25836,31821,26387,8718,17669,91430,31991,59439
C-12_Andhra_Pradesh,C0212,28,00,0000,State - ANDHRA PRADESH  28,Rural,12,1499479,779886,719593,11040,6366,4674,10376,5366,5010,1023625,585690,437935,181231,85497,95734,79176,27868,51308,194031,69099,124932
C-12_Andhra_Pradesh,C0212,28,00,0000,State - ANDHRA PRADESH  28,Rural,13,1120720,574103,546617,8866,4969,3897,8328,4249,4079,736123,425579,310544,159940,72957,86983,67385,22012,45373,140078,44337,95741
C-12_Andhra_Pradesh,C0212,28,00,0000,State - ANDHRA PRADESH  28,Rural,14,1121781,584269,537512,10973,6546,4427,8858,4832,4026,637665,383050,254615,224147,111474,112673,87613,31162,56451,152525,47205,105320
C-12_Andhra_Pradesh,C0212,28,00,0000,State - ANDHRA PRADESH  28,Rural,15,1157605,622971,534634,13094,8330,4764,8576,4919,3657,485913,306659,179254,342291,195377,146914,121121,49622,71499,186610,58064,128546
C-12_Andhra_Pradesh,C0212,28,00,0000,State - ANDHRA PRADESH  28,Rural,16,1096381,574743,521638,12898,8353,4545,7605,4477,3128,355728,228426,127302,387029,224354,162675,128779,52534,76245,204342,56599,147743
C-12_Andhra_Pradesh,C0212,28,00,0000,State - ANDHRA PRADESH  28,Rural,17,736829,416060,320769,8582,6069,2513,4890,3189,1701,235216,158867,76349,266285,170428,95857,80855,36466,44389,141001,41041,99960
C-12_Andhra_Pradesh,C0212,28,00,0000,State - ANDHRA PRADESH  28,Rural,18,1529055,781178,747877,19252,13014,6238,8994,5440,3554,260080,181222,78858,714111,422428,291683,209041,83494,125547,317577,75580,241997
C-12_Andhra_Pradesh,C0212,28,00,0000,State - ANDHRA PRADESH  28,Rural,19,743988,383354,360634,9236,6218,3018,4398,2613,1785,133862,95673,38189,333610,203303,130307,93348,36766,56582,169534,38781,130753
C-12_Andhra_Pradesh,C0212,28,00,0000,State - ANDHRA PRADESH  28,Urban,5-19,6888317,3506489,3381828,43043,29443,13600,15815,9225,6590,4837786,2513684,2324102,386828,290644,96184,86363,52069,34294,1518482,611424,907058
C-12_Andhra_Pradesh,C0212,28,00,0000,State - ANDHRA PRADESH  28,Urban,5,446468,229967,216501,1319,800,519,434,236,198,198986,103220,95766,2506,1702,804,599,327,272,242624,123682,118942
C-12_Andhra_Pradesh,C0212,28,00,0000,State - ANDHRA PRADESH  28,Urban,6,432161,220578,211583,1492,895,597,583,313,270,275930,141182,134748,1616,1041,575,507,255,252,152033,76892,75141
C-12_Andhra_Pradesh,C0212,28,00,0000,State - ANDHRA PRADESH  28,Urban,7,431172,222437,208735,1796,1080,716,667,355,312,365629,189304,176325,1520,998,522,412,222,190,61148,30478,30670
C-12_Andhra_Pradesh,C0212,28,00,0000,State - ANDHRA PRADESH  28,Urban,8,489822,246802,243020,2053,1250,803,799,393,406,426287,215942,210345,2552,1568,984,680,336,344,57451,27313,30138
C-12_Andhra_Pradesh,C0212,28,00,0000,State - ANDHRA PRADESH  28,Urban,9,409004,206973,202031,1814,1100,714,703,362,341,365265,185650,179615,2421,1534,887,816,425,391,37985,17902,20083
C-12_Andhra_Pradesh,C0212,28,00,0000,State - ANDHRA PRADESH  28,Urban,10,567024,294501,272523,2882,1786,1096,1195,644,551,484735,253050,231685,8800,5900,2900,2397,1353,1044,67015,31768,35247
C-12_Andhra_Pradesh,C0212,28,00,0000,State - ANDHRA PRADESH  28,Urban,11,384570,195396,189174,1881,1195,686,751,425,326,338420,172966,165454,5657,3639,2018,1635,907,728,36226,16264,19962
C-12_Andhra_Pradesh,C0212,28,00,0000,State - ANDHRA PRADESH  28,Urban,12,538889,276858,262031,3114,2015,1099,1257,692,565,441741,228931,212810,16768,11113,5655,4744,2614,2130,71265,31493,39772
C-12_Andhra_Pradesh,C0212,28,00,0000,State - ANDHRA PRADESH  28,Urban,13,423404,209771,213633,2548,1614,934,965,492,473,344901,173607,171294,15666,10139,5527,4489,2388,2101,54835,21531,33304
C-12_Andhra_Pradesh,C0212,28,00,0000,State - ANDHRA PRADESH  28,Urban,14,449697,227388,222309,3047,2005,1042,1157,639,518,342953,176738,166215,24421,16944,7477,6249,3505,2744,71870,27557,44313
C-12_Andhra_Pradesh,C0212,28,00,0000,State - ANDHRA PRADESH  28,Urban,15,464967,239590,225377,3560,2568,992,1348,816,532,311252,163307,147945,41788,30703,11085,10038,6056,3982,96981,36140,60841
C-12_Andhra_Pradesh,C0212,28,00,0000,State - ANDHRA PRADESH  28,Urban,16,473275,237175,236100,3828,2759,1069,1344,805,539,289757,150283,139474,49843,37040,12803,11506,6927,4579,116997,39361,77636
C-12_Andhra_Pradesh,C0212,28,00,0000,State - ANDHRA PRADESH  28,Urban,17,383062,202886,180176,3381,2512,869,1219,800,419,224445,123301,101144,45124,36038,9086,9313,6090,3223,99580,34145,65435
C-12_Andhra_Pradesh,C0212,28,00,0000,State - ANDHRA PRADESH  28,Urban,18,619480,304610,314870,6220,4695,1525,2053,1329,724,261868,141904,119964,106099,82093,24006,21764,13362,8402,221476,61227,160249
C-12_Andhra_Pradesh,C0212,28,00,0000,State - ANDHRA PRADESH  28,Urban,19,375322,191557,183765,4108,3169,939,1340,924,416,165617,94299,71318,62047,50192,11855,11214,7302,3912,130996,35671,95325
C-12_Arunachal_Pradesh,C0212,12,00,0000,State - ARUNACHAL PRADESH  12,Total,5-19,415543,213565,201978,2267,1372,895,7869,4214,3655,222519,121908,100611,31606,15632,15974,14056,5852,8204,137226,64587,72639
C-12_Arunachal_Pradesh,C0212,12,00,0000,State - ARUNACHAL PRADESH  12,Total,5,33141,17175,15966,35,21,14,28,12,16,7087,3870,3217,191,100,91,67,31,36,25733,13141,12592
C-12_Arunachal_Pradesh,C0212,12,00,0000,State - ARUNACHAL PRADESH  12,Total,6,34887,17867,17020,47,32,15,53,34,19,11895,6482,5413,145,72,73,126,50,76,22621,11197,11424
C-12_Arunachal_Pradesh,C0212,12,00,0000,State - ARUNACHAL PRADESH  12,Total,7,30720,15903,14817,72,48,24,114,61,53,16134,8838,7296,144,58,86,187,86,101,14069,6812,7257
C-12_Arunachal_Pradesh,C0212,12,00,0000,State - ARUNACHAL PRADESH  12,Total,8,37307,19051,18256,85,50,35,221,115,106,20462,11071,9391,304,134,170,414,176,238,15821,7505,8316
C-12_Arunachal_Pradesh,C0212,12,00,0000,State - ARUNACHAL PRADESH  12,Total,9,26121,13247,12874,65,47,18,262,144,118,16614,8865,7749,252,99,153,385,160,225,8543,3932,4611
C-12_Arunachal_Pradesh,C0212,12,00,0000,State - ARUNACHAL PRADESH  12,Total,10,38726,20004,18722,139,87,52,503,249,254,23955,13194,10761,865,350,515,962,401,561,12302,5723,6579
C-12_Arunachal_Pradesh,C0212,12,00,0000,State - ARUNACHAL PRADESH  12,Total,11,18974,9573,9401,75,43,32,276,128,148,13661,7317,6344,452,168,284,425,163,262,4085,1754,2331
C-12_Arunachal_Pradesh,C0212,12,00,0000,State - ARUNACHAL PRADESH  12,Total,12,35764,18284,17480,155,84,71,883,440,443,23421,12770,10651,1568,612,956,1344,549,795,8393,3829,4564
C-12_Arunachal_Pradesh,C0212,12,00,0000,State - ARUNACHAL PRADESH  12,Total,13,22647,11351,11296,135,78,57,618,325,293,15772,8431,7341,1221,478,743,875,307,568,4026,1732,2294
C-12_Arunachal_Pradesh,C0212,12,00,0000,State - ARUNACHAL PRADESH  12,Total,14,26695,13552,13143,177,106,71,1025,541,484,17684,9538,8146,2220,933,1287,1367,567,800,4222,1867,2355
C-12_Arunachal_Pradesh,C0212,12,00,0000,State - ARUNACHAL PRADESH  12,Total,15,26387,13867,12520,255,169,86,982,558,424,15942,8879,7063,3300,1562,1738,1656,719,937,4252,1980,2272
C-12_Arunachal_Pradesh,C0212,12,00,0000,State - ARUNACHAL PRADESH  12,Total,16,24684,12716,11968,247,141,106,949,510,439,14349,7841,6508,4044,1995,2049,1598,674,924,3497,1555,1942
C-12_Arunachal_Pradesh,C0212,12,00,0000,State - ARUNACHAL PRADESH  12,Total,17,15755,8466,7289,174,107,67,609,339,270,8747,5016,3731,3052,1617,1435,1022,449,573,2151,938,1213
C-12_Arunachal_Pradesh,C0212,12,00,0000,State - ARUNACHAL PRADESH  12,Total,18,28881,15060,13821,374,220,154,987,559,428,11821,6881,4940,8611,4656,3955,2327,987,1340,4761,1757,3004
C-12_Arunachal_Pradesh,C0212,12,00,0000,State - ARUNACHAL PRADESH  12,Total,19,14854,7449,7405,232,139,93,359,199,160,4975,2915,2060,5237,2798,2439,1301,533,768,2750,865,1885
C-12_Arunachal_Pradesh,C0212,12,00,0000,State - ARUNACHAL PRADESH  12,Rural,5-19,329908,169577,160331,1839,1110,729,7355,3971,3384,158607,88007,70600,27640,13423,14217,13075,5398,7677,121392,57668,63724
C-12_Arunachal_Pradesh,C0212,12,00,0000,State - ARUNACHAL PRADESH  12,Rural,5,27011,14043,12968,21,15,6,20,9,11,4574,2539,2035,164,81,83,63,30,33,22169,11369,10800
C-12_Arunachal_Pradesh,C0212,12,00,0000,State - ARUNACHAL PRADESH  12,Rural,6,28878,14784,14094,34,24,10,46,32,14,8259,4587,3672,135,67,68,116,44,72,20288,10030,10258
C-12_Arunachal_Pradesh,C0212,12,00,0000,State - ARUNACHAL PRADESH  12,Rural,7,24445,12624,11821,53,32,21,91,48,43,11139,6198,4941,126,50,76,177,83,94,12859,6213,6646
C-12_Arunachal_Pradesh,C0212,12,00,0000,State - ARUNACHAL PRADESH  12,Rural,8,30701,15679,15022,66,42,24,203,108,95,14995,8235,6760,277,123,154,392,171,221,14768,7000,7768
C-12_Arunachal_Pradesh,C0212,12,00,0000,State - ARUNACHAL PRADESH  12,Rural,9,20927,10627,10300,45,33,12,241,132,109,12104,6552,5552,221,89,132,367,154,213,7949,3667,4282
C-12_Arunachal_Pradesh,C0212,12,00,0000,State - ARUNACHAL PRADESH  12,Rural,10,31619,16316,15303,108,66,42,478,238,240,17973,9959,8014,750,318,432,916,388,528,11394,5347,6047
C-12_Arunachal_Pradesh,C0212,12,00,0000,State - ARUNACHAL PRADESH  12,Rural,11,14594,7395,7199,60,33,27,264,121,143,9778,5314,4464,370,153,217,399,156,243,3723,1618,2105
C-12_Arunachal_Pradesh,C0212,12,00,0000,State - ARUNACHAL PRADESH  12,Rural,12,28775,14838,13937,127,69,58,843,425,418,17623,9769,7854,1307,535,772,1268,524,744,7607,3516,4091
C-12_Arunachal_Pradesh,C0212,12,00,0000,State - ARUNACHAL PRADESH  12,Rural,13,17471,8785,8686,107,62,45,590,312,278,11354,6156,5198,1054,429,625,816,291,525,3550,1535,2015
C-12_Arunachal_Pradesh,C0212,12,00,0000,State - ARUNACHAL PRADESH  12,Rural,14,20865,10671,10194,152,93,59,986,526,460,12811,7008,5803,1943,844,1099,1274,527,747,3699,1673,2026
C-12_Arunachal_Pradesh,C0212,12,00,0000,State - ARUNACHAL PRADESH  12,Rural,15,20352,10630,9722,220,144,76,916,530,386,11207,6253,4954,2892,1365,1527,1539,666,873,3578,1672,1906
C-12_Arunachal_Pradesh,C0212,12,00,0000,State - ARUNACHAL PRADESH  12,Rural,16,19165,9873,9292,203,116,87,892,487,405,10107,5571,4536,3620,1769,1851,1483,616,867,2860,1314,1546
