source_file,Table | Name,State | Code,Distt. | Code,Area Name,Total/ | Rural/ | Urban,Marital | status | 1,Total population | Persons | 2,Males | 3,Females | 4,Religious communities | Hindu | Persons | 5,Males | 6,Females | 7,Muslim | Persons | 8,Males | 9,Females | 10,Christian | Persons | 11,Males | 12,Females | 13,Sikh | Persons | 14,Males | 15,Females | 16,Buddhist | Persons | 17,Males | 18,Females | 19,Jain | Persons | 20,Males | 21,Females | 22,Other religions and persuasions | Persons | 23,Males | 24,Females | 25
C-03_Chhattisgarh,C1003,22,000,State - CHHATTISGARH,Rural,Widowed,1002537,238997,763540,948337,225036,723301,6162,1251,4911,17970,4798,13172,252,63,189,1621,350,1271,280,78,202,26941,7153,19788
C-03_Chhattisgarh,C1003,22,000,State - CHHATTISGARH,Rural,Separated,113856,36643,77213,109224,35045,74179,789,176,613,1274,458,816,21,5,16,211,76,135,9,2,7,2218,846,1372
C-03_Chhattisgarh,C1003,22,000,State - CHHATTISGARH,Rural,Divorced,31206,7873,23333,29581,7447,22134,601,104,497,222,69,153,8,3,5,74,25,49,7,5,2,674,213,461
C-03_Chhattisgarh,C1003,22,000,State - CHHATTISGARH,Rural,Unspecified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-03_Chhattisgarh,C1003,22,000,State - CHHATTISGARH,Urban,Total,5937237,3035469,2901768,5255642,2689242,2566400,358458,184436,174022,134528,65299,69229,64583,33662,30921,46107,22882,23225,55367,28383,26984,17521,9044,8477
C-03_Chhattisgarh,C1003,22,000,State - CHHATTISGARH,Urban,Never married,2829481,1569087,1260394,2499460,1387534,1111926,179355,100102,79253,66663,33933,32730,27673,16109,11564,20884,11452,9432,22985,12864,10121,9218,5224,3994
C-03_Chhattisgarh,C1003,22,000,State - CHHATTISGARH,Urban,Married,2806452,1407391,1399061,2489392,1249448,1239944,162149,81219,80930,60712,29974,30738,33257,16639,16618,21938,10896,11042,30079,14988,15091,7366,3621,3745
C-03_Chhattisgarh,C1003,22,000,State - CHHATTISGARH,Urban,Widowed,259266,49019,210247,229181,43426,185755,14453,2556,11897,6273,1139,5134,3309,772,2537,2841,433,2408,2177,475,1702,823,177,646
C-03_Chhattisgarh,C1003,22,000,State - CHHATTISGARH,Urban,Separated,32365,7837,24528,29565,7095,22470,1419,338,1081,660,196,464,230,84,146,325,76,249,62,26,36,87,17,70
C-03_Chhattisgarh,C1003,22,000,State - CHHATTISGARH,Urban,Divorced,9673,2135,7538,8044,1739,6305,1082,221,861,220,57,163,114,58,56,119,25,94,64,30,34,27,5,22
C-03_Chhattisgarh,C1003,22,000,State - CHHATTISGARH,Urban,Unspecified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-03_Dadra_&_Nagar_Haveli,C1003,26,000,State - DADRA & NAGAR HAVELI,Total,Total,343709,193760,149949,322857,181976,140881,12922,7701,5221,5113,2555,2558,217,132,85,634,356,278,1186,632,554,293,130,163
C-03_Dadra_&_Nagar_Haveli,C1003,26,000,State - DADRA & NAGAR HAVELI,Total,Never married,168037,101157,66880,157451,94770,62681,6618,4216,2402,2635,1374,1261,101,62,39,291,182,109,487,285,202,169,96,73
C-03_Dadra_&_Nagar_Haveli,C1003,26,000,State - DADRA & NAGAR HAVELI,Total,Married,165038,90283,74755,155337,85005,70332,5997,3417,2580,2292,1152,1140,106,62,44,329,172,157,661,336,325,121,34,87
C-03_Dadra_&_Nagar_Haveli,C1003,26,000,State - DADRA & NAGAR HAVELI,Total,Widowed,8884,1506,7378,8419,1431,6988,249,43,206,157,19,138,5,3,2,10,1,9,35,8,27,3,0,3
C-03_Dadra_&_Nagar_Haveli,C1003,26,000,State - DADRA & NAGAR HAVELI,Total,Separated,1282,694,588,1219,665,554,35,16,19,18,7,11,3,3,0,4,1,3,2,2,0,0,0,0
C-03_Dadra_&_Nagar_Haveli,C1003,26,000,State - DADRA & NAGAR HAVELI,Total,Divorced,468,120,348,431,105,326,23,9,14,11,3,8,2,2,0,0,0,0,1,1,0,0,0,0
C-03_Dadra_&_Nagar_Haveli,C1003,26,000,State - DADRA & NAGAR HAVELI,Total,Unspecified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-03_Dadra_&_Nagar_Haveli,C1003,26,000,State - DADRA & NAGAR HAVELI,Rural,Total,183114,98305,84809,176233,94496,81737,3438,2085,1353,2880,1409,1471,45,32,13,82,54,28,61,35,26,99,46,53
C-03_Dadra_&_Nagar_Haveli,C1003,26,000,State - DADRA & NAGAR HAVELI,Rural,Never married,93890,53361,40529,90172,51207,38965,1778,1143,635,1636,828,808,22,14,8,46,37,9,27,16,11,50,28,22
C-03_Dadra_&_Nagar_Haveli,C1003,26,000,State - DADRA & NAGAR HAVELI,Rural,Married,82326,43538,38788,79382,41924,37458,1545,916,629,1155,570,585,21,16,5,32,16,16,33,19,14,46,18,28
C-03_Dadra_&_Nagar_Haveli,C1003,26,000,State - DADRA & NAGAR HAVELI,Rural,Widowed,5757,925,4832,5583,906,4677,94,12,82,70,6,64,0,0,0,2,0,2,1,0,1,3,0,3
C-03_Dadra_&_Nagar_Haveli,C1003,26,000,State - DADRA & NAGAR HAVELI,Rural,Separated,850,413,437,819,399,420,14,8,6,12,3,9,2,2,0,2,1,1,0,0,0,0,0,0
C-03_Dadra_&_Nagar_Haveli,C1003,26,000,State - DADRA & NAGAR HAVELI,Rural,Divorced,291,68,223,277,60,217,7,6,1,7,2,5,0,0,0,0,0,0,0,0,0,0,0,0
C-03_Dadra_&_Nagar_Haveli,C1003,26,000,State - DADRA & NAGAR HAVELI,Rural,Unspecified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-03_Dadra_&_Nagar_Haveli,C1003,26,000,State - DADRA & NAGAR HAVELI,Urban,Total,160595,95455,65140,146624,87480,59144,9484,5616,3868,2233,1146,1087,172,100,72,552,302,250,1125,597,528,194,84,110
C-03_Dadra_&_Nagar_Haveli,C1003,26,000,State - DADRA & NAGAR HAVELI,Urban,Never married,74147,47796,26351,67279,43563,23716,4840,3073,1767,999,546,453,79,48,31,245,145,100,460,269,191,119,68,51
C-03_Dadra_&_Nagar_Haveli,C1003,26,000,State - DADRA & NAGAR HAVELI,Urban,Married,82712,46745,35967,75955,43081,32874,4452,2501,1951,1137,582,555,85,46,39,297,156,141,628,317,311,75,16,59
C-03_Dadra_&_Nagar_Haveli,C1003,26,000,State - DADRA & NAGAR HAVELI,Urban,Widowed,3127,581,2546,2836,525,2311,155,31,124,87,13,74,5,3,2,8,1,7,34,8,26,0,0,0
C-03_Dadra_&_Nagar_Haveli,C1003,26,000,State - DADRA & NAGAR HAVELI,Urban,Separated,432,281,151,400,266,134,21,8,13,6,4,2,1,1,0,2,0,2,2,2,0,0,0,0
C-03_Dadra_&_Nagar_Haveli,C1003,26,000,State - DADRA & NAGAR HAVELI,Urban,Divorced,177,52,125,154,45,109,16,3,13,4,1,3,2,2,0,0,0,0,1,1,0,0,0,0
C-03_Dadra_&_Nagar_Haveli,C1003,26,000,State - DADRA & NAGAR HAVELI,Urban,Unspecified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-03_Daman_&_Diu,C1003,25,000,State - DAMAN & DIU,Total,Total,243247,150301,92946,220150,136968,83182,19277,11347,7930,2820,1425,1395,172,95,77,217,121,96,287,147,140,79,42,37
C-03_Daman_&_Diu,C1003,25,000,State - DAMAN & DIU,Total,Never married,116948,78628,38320,105717,71548,34169,9602,6115,3487,1196,706,490,72,42,30,94,56,38,111,61,50,28,16,12
C-03_Daman_&_Diu,C1003,25,000,State - DAMAN & DIU,Total,Married,117467,70174,47293,106539,64073,42466,8977,5117,3860,1416,691,725,96,52,44,122,64,58,159,82,77,46,23,23
C-03_Daman_&_Diu,C1003,25,000,State - DAMAN & DIU,Total,Widowed,7774,958,6816,6963,853,6110,586,75,511,196,23,173,4,1,3,1,1,0,15,3,12,4,2,2
C-03_Daman_&_Diu,C1003,25,000,State - DAMAN & DIU,Total,Separated,696,428,268,645,398,247,46,28,18,4,1,3,0,0,0,0,0,0,1,1,0,0,0,0
C-03_Daman_&_Diu,C1003,25,000,State - DAMAN & DIU,Total,Divorced,362,113,249,286,96,190,66,12,54,8,4,4,0,0,0,0,0,0,1,0,1,1,1,0
C-03_Daman_&_Diu,C1003,25,000,State - DAMAN & DIU,Total,Unspecified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-03_Daman_&_Diu,C1003,25,000,State - DAMAN & DIU,Rural,Total,60396,32395,28001,57545,30784,26761,2630,1485,1145,146,86,60,3,2,1,3,1,2,6,3,3,9,6,3
C-03_Daman_&_Diu,C1003,25,000,State - DAMAN & DIU,Rural,Never married,30750,17924,12826,29344,17065,12279,1293,789,504,77,51,26,1,1,0,0,0,0,4,2,2,2,1,1
C-03_Daman_&_Diu,C1003,25,000,State - DAMAN & DIU,Rural,Married,26693,14052,12641,25375,13320,12055,1219,678,541,60,33,27,2,1,1,3,1,2,2,1,1,7,5,2
C-03_Daman_&_Diu,C1003,25,000,State - DAMAN & DIU,Rural,Widowed,2689,318,2371,2581,300,2281,101,16,85,7,2,5,0,0,0,0,0,0,0,0,0,0,0,0
C-03_Daman_&_Diu,C1003,25,000,State - DAMAN & DIU,Rural,Separated,157,71,86,153,70,83,3,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
C-03_Daman_&_Diu,C1003,25,000,State - DAMAN & DIU,Rural,Divorced,107,30,77,92,29,63,14,1,13,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
C-03_Daman_&_Diu,C1003,25,000,State - DAMAN & DIU,Rural,Unspecified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-03_Daman_&_Diu,C1003,25,000,State - DAMAN & DIU,Urban,Total,182851,117906,64945,162605,106184,56421,16647,9862,6785,2674,1339,1335,169,93,76,214,120,94,281,144,137,70,36,34
C-03_Daman_&_Diu,C1003,25,000,State - DAMAN & DIU,Urban,Never married,86198,60704,25494,76373,54483,21890,8309,5326,2983,1119,655,464,71,41,30,94,56,38,107,59,48,26,15,11
C-03_Daman_&_Diu,C1003,25,000,State - DAMAN & DIU,Urban,Married,90774,56122,34652,81164,50753,30411,7758,4439,3319,1356,658,698,94,51,43,119,63,56,157,81,76,39,18,21
C-03_Daman_&_Diu,C1003,25,000,State - DAMAN & DIU,Urban,Widowed,5085,640,4445,4382,553,3829,485,59,426,189,21,168,4,1,3,1,1,0,15,3,12,4,2,2
C-03_Daman_&_Diu,C1003,25,000,State - DAMAN & DIU,Urban,Separated,539,357,182,492,328,164,43,27,16,3,1,2,0,0,0,0,0,0,1,1,0,0,0,0
C-03_Daman_&_Diu,C1003,25,000,State - DAMAN & DIU,Urban,Divorced,255,83,172,194,67,127,52,11,41,7,4,3,0,0,0,0,0,0,1,0,1,1,1,0
C-03_Daman_&_Diu,C1003,25,000,State - DAMAN & DIU,Urban,Unspecified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-03_Goa,C1003,30,000,State - GOA,Total,Total,1458545,739140,719405,963877,499587,464290,121564,63814,57750,366130,171964,194166,1473,863,610,1095,574,521,1109,580,529,258,143,115
C-03_Goa,C1003,30,000,State - GOA,Total,Never married,635073,362543,272530,417039,242502,174537,59241,34197,25044,155542,83924,71618,619,389,230,455,259,196,438,254,184,91,51,40
C-03_Goa,C1003,30,000,State - GOA,Total,Married,729963,363869,366094,489529,248918,240611,57414,29009,28405,179595,84158,95437,810,462,348,582,305,277,628,320,308,153,86,67
C-03_Goa,C1003,30,000,State - GOA,Total,Widowed,89070,11135,77935,54787,7313,47474,4450,501,3949,29579,3275,26304,38,8,30,48,4,44,38,5,33,9,3,6
C-03_Goa,C1003,30,000,State - GOA,Total,Separated,3109,1121,1988,1834,621,1213,326,75,251,928,412,516,3,2,1,3,1,2,2,1,1,4,2,2
C-03_Goa,C1003,30,000,State - GOA,Total,Divorced,1330,472,858,688,233,455,133,32,101,486,195,291,3,2,1,7,5,2,3,0,3,1,1,0
C-03_Goa,C1003,30,000,State - GOA,Total,Unspecified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-03_Goa,C1003,30,000,State - GOA,Rural,Total,551731,275436,276295,394144,200644,193500,20460,10893,9567,134947,62846,72101,360,220,140,333,152,181,120,57,63,68,40,28
C-03_Goa,C1003,30,000,State - GOA,Rural,Never married,239844,135809,104035,171631,98433,73198,9941,5756,4185,57179,31024,26155,153,99,54,137,74,63,55,24,31,26,17,9
C-03_Goa,C1003,30,000,State - GOA,Rural,Married,271608,134115,137493,195228,98234,96994,9744,5027,4717,65677,30421,35256,192,117,75,169,78,91,59,33,26,37,21,16
C-03_Goa,C1003,30,000,State - GOA,Rural,Widowed,38646,4889,33757,26244,3615,22629,706,89,617,11582,1170,10412,13,2,11,26,0,26,6,0,6,3,1,2
C-03_Goa,C1003,30,000,State - GOA,Rural,Separated,1245,480,765,834,296,538,50,14,36,353,165,188,1,1,0,0,0,0,0,0,0,2,1,1
C-03_Goa,C1003,30,000,State - GOA,Rural,Divorced,388,143,245,207,66,141,19,7,12,156,66,90,1,1,0,1,0,1,0,0,0,0,0,0
C-03_Goa,C1003,30,000,State - GOA,Rural,Unspecified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-03_Goa,C1003,30,000,State - GOA,Urban,Total,906814,463704,443110,569733,298943,270790,101104,52921,48183,231183,109118,122065,1113,643,470,762,422,340,989,523,466,190,103,87
C-03_Goa,C1003,30,000,State - GOA,Urban,Never married,395229,226734,168495,245408,144069,101339,49300,28441,20859,98363,52900,45463,466,290,176,318,185,133,383,230,153,65,34,31
C-03_Goa,C1003,30,000,State - GOA,Urban,Married,458355,229754,228601,294301,150684,143617,47670,23982,23688,113918,53737,60181,618,345,273,413,227,186,569,287,282,116,65,51
C-03_Goa,C1003,30,000,State - GOA,Urban,Widowed,50424,6246,44178,28543,3698,24845,3744,412,3332,17997,2105,15892,25,6,19,22,4,18,32,5,27,6,2,4
C-03_Goa,C1003,30,000,State - GOA,Urban,Separated,1864,641,1223,1000,325,675,276,61,215,575,247,328,2,1,1,3,1,2,2,1,1,2,1,1
C-03_Goa,C1003,30,000,State - GOA,Urban,Divorced,942,329,613,481,167,314,114,25,89,330,129,201,2,1,1,6,5,1,3,0,3,1,1,0
C-03_Goa,C1003,30,000,State - GOA,Urban,Unspecified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-03_Gujarat,C1003,24,000,State - GUJARAT,Total,Total,60439692,31491260,28948432,53533988,27941177,25592811,5846761,3007221,2839540,316178,159759,156419,58246,32069,26177,30483,16220,14263,579654,294911,284743,16480,8362,8118
C-03_Gujarat,C1003,24,000,State - GUJARAT,Total,Never married,26830085,15298916,11531169,23579372,13487878,10091494,2832820,1574725,1258095,134736,73600,61136,25143,15104,10039,13820,8092,5728,209392,118887,90505,6445,3652,2793
C-03_Gujarat,C1003,24,000,State - GUJARAT,Total,Married,30622779,15382357,15240422,27291768,13719977,13571791,2749739,1371889,1377850,163702,81346,82356,30485,16230,14255,15225,7789,7436,336485,167075,169410,8797,4366,4431
C-03_Gujarat,C1003,24,000,State - GUJARAT,Total,Widowed,2653419,637677,2015742,2371405,576960,1794445,228365,47534,180831,15192,3680,11512,2305,580,1725,1216,245,971,31153,7659,23494,1116,291,825
C-03_Gujarat,C1003,24,000,State - GUJARAT,Total,Separated,141017,68671,72346,123763,61667,62096,14712,5886,8826,1133,440,693,149,77,72,118,52,66,935,452,483,55,23,32
C-03_Gujarat,C1003,24,000,State - GUJARAT,Total,Divorced,192392,103639,88753,167680,94695,72985,21125,7187,13938,1415,693,722,164,78,86,104,42,62,1689,838,851,67,30,37
C-03_Gujarat,C1003,24,000,State - GUJARAT,Total,Unspecified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-03_Gujarat,C1003,24,000,State - GUJARAT,Rural,Total,34694609,17799159,16895450,32390541,16623861,15766680,2049186,1044496,1004690,162368,81319,81049,11292,7088,4204,6182,3292,2890,44118,22357,21761,5518,2787,2731
C-03_Gujarat,C1003,24,000,State - GUJARAT,Rural,Never married,15691082,8749937,6941145,14580505,8139513,6440992,1000238,548923,451315,71647,38553,33094,4926,3304,1622,2837,1633,1204,16184,9442,6742,2435,1333,1102
C-03_Gujarat,C1003,24,000,State - GUJARAT,Rural,Married,17178996,8539526,8639470,16096138,8000910,8095228,953790,473487,480303,82193,40468,41725,5921,3629,2292,2989,1575,1414,23668,11876,11792,2773,1358,1415
C-03_Gujarat,C1003,24,000,State - GUJARAT,Rural,Widowed,1633356,407813,1225543,1536618,387006,1149612,83167,17541,65626,7399,1806,5593,371,114,257,304,55,249,3825,799,3026,278,82,196
C-03_Gujarat,C1003,24,000,State - GUJARAT,Rural,Separated,74719,33612,41107,69060,31433,37627,4767,1798,2969,544,197,347,38,23,15,23,14,9,179,98,81,14,5,9
C-03_Gujarat,C1003,24,000,State - GUJARAT,Rural,Divorced,116456,68271,48185,108220,64999,43221,7224,2747,4477,585,295,290,36,18,18,29,15,14,262,142,120,18,9,9
C-03_Gujarat,C1003,24,000,State - GUJARAT,Rural,Unspecified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-03_Gujarat,C1003,24,000,State - GUJARAT,Urban,Total,25745083,13692101,12052982,21143447,11317316,9826131,3797575,1962725,1834850,153810,78440,75370,46954,24981,21973,24301,12928,11373,535536,272554,262982,10962,5575,5387
C-03_Gujarat,C1003,24,000,State - GUJARAT,Urban,Never married,11139003,6548979,4590024,8998867,5348365,3650502,1832582,1025802,806780,63089,35047,28042,20217,11800,8417,10983,6459,4524,193208,109445,83763,4010,2319,1691
C-03_Gujarat,C1003,24,000,State - GUJARAT,Urban,Married,13443783,6842831,6600952,11195630,5719067,5476563,1795949,898402,897547,81509,40878,40631,24564,12601,11963,12236,6214,6022,312817,155199,157618,6024,3008,3016
C-03_Gujarat,C1003,24,000,State - GUJARAT,Urban,Widowed,1020063,229864,790199,834787,189954,644833,145198,29993,115205,7793,1874,5919,1934,466,1468,912,190,722,27328,6860,20468,838,209,629
C-03_Gujarat,C1003,24,000,State - GUJARAT,Urban,Separated,66298,35059,31239,54703,30234,24469,9945,4088,5857,589,243,346,111,54,57,95,38,57,756,354,402,41,18,23
C-03_Gujarat,C1003,24,000,State - GUJARAT,Urban,Divorced,75936,35368,40568,59460,29696,29764,13901,4440,9461,830,398,432,128,60,68,75,27,48,1427,696,731,49,21,28
C-03_Gujarat,C1003,24,000,State - GUJARAT,Urban,Unspecified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-03_Haryana,C1003,06,000,State - HARYANA,Total,Total,25351462,13494734,11856728,22171128,11821082,10350046,1781342,940027,841315,50353,26165,24188,1243752,653468,590284,7514,4099,3415,52613,27358,25255,2548,1111,1437
C-03_Haryana,C1003,06,000,State - HARYANA,Total,Never married,11832332,6976223,4856109,10214039,6058793,4155246,1015306,563272,452034,23377,12803,10574,527931,311206,216725,3656,2120,1536,21263,12290,8973,1327,539,788
C-03_Haryana,C1003,06,000,State - HARYANA,Total,Married,12420879,6217139,6203740,10971042,5494372,5476670,724970,364551,360419,24909,12776,12133,650743,322701,328042,3596,1905,1691,28999,14430,14569,1122,545,577
C-03_Haryana,C1003,06,000,State - HARYANA,Total,Widowed,1049146,275849,773297,943462,245746,697716,38634,11072,27562,1869,504,1365,61400,17530,43870,238,63,175,2245,583,1662,90,22,68
C-03_Haryana,C1003,06,000,State - HARYANA,Total,Separated,31776,15914,15862,27732,13895,13837,1626,736,890,108,48,60,2206,1185,1021,7,3,4,53,22,31,3,2,1
C-03_Haryana,C1003,06,000,State - HARYANA,Total,Divorced,17329,9609,7720,14853,8276,6577,806,396,410,90,34,56,1472,846,626,17,8,9,53,33,20,6,3,3
C-03_Haryana,C1003,06,000,State - HARYANA,Total,Unspecified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-03_Haryana,C1003,06,000,State - HARYANA,Rural,Total,16509359,8774006,7735353,14128537,7524114,6604423,1424576,747559,677017,17367,9235,8132,912937,479305,433632,2844,1562,1282,3515,1871,1644,1013,504,509
C-03_Haryana,C1003,06,000,State - HARYANA,Rural,Never married,7790876,4599173,3191703,6558181,3903675,2654506,819547,452137,367410,8713,4854,3859,389401,229440,159961,1513,903,610,1697,999,698,532,279,253
C-03_Haryana,C1003,06,000,State - HARYANA,Rural,Married,7975079,3967059,4008020,6909976,3437785,3472191,571480,285298,286182,7908,4141,3767,475873,235410,240463,1213,630,583,1635,820,815,434,213,221
C-03_Haryana,C1003,06,000,State - HARYANA,Rural,Widowed,715015,191812,523203,636243,169053,467190,31787,9244,22543,697,215,482,45271,13028,32243,108,25,83,179,48,131,43,10,33
C-03_Haryana,C1003,06,000,State - HARYANA,Rural,Separated,19547,10476,9071,16746,8950,7796,1189,577,612,33,17,16,1552,911,641,3,2,1,3,3,0,1,1,0
C-03_Haryana,C1003,06,000,State - HARYANA,Rural,Divorced,8842,5486,3356,7391,4651,2740,573,303,270,16,8,8,840,516,324,7,2,5,1,1,0,3,1,2
C-03_Haryana,C1003,06,000,State - HARYANA,Rural,Unspecified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-03_Haryana,C1003,06,000,State - HARYANA,Urban,Total,8842103,4720728,4121375,8042591,4296968,3745623,356766,192468,164298,32986,16930,16056,330815,174163,156652,4670,2537,2133,49098,25487,23611,1535,607,928
C-03_Haryana,C1003,06,000,State - HARYANA,Urban,Never married,4041456,2377050,1664406,3655858,2155118,1500740,195759,111135,84624,14664,7949,6715,138530,81766,56764,2143,1217,926,19566,11291,8275,795,260,535
C-03_Haryana,C1003,06,000,State - HARYANA,Urban,Married,4445800,2250080,2195720,4061066,2056587,2004479,153490,79253,74237,17001,8635,8366,174870,87291,87579,2383,1275,1108,27364,13610,13754,688,332,356
C-03_Haryana,C1003,06,000,State - HARYANA,Urban,Widowed,334131,84037,250094,307219,76693,230526,6847,1828,5019,1172,289,883,16129,4502,11627,130,38,92,2066,535,1531,47,12,35
C-03_Haryana,C1003,06,000,State - HARYANA,Urban,Separated,12229,5438,6791,10986,4945,6041,437,159,278,75,31,44,654,274,380,4,1,3,50,19,31,2,1,1
C-03_Haryana,C1003,06,000,State - HARYANA,Urban,Divorced,8487,4123,4364,7462,3625,3837,233,93,140,74,26,48,632,330,302,10,6,4,52,32,20,3,2,1
C-03_Haryana,C1003,06,000,State - HARYANA,Urban,Unspecified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-03_Himachal_Pradesh,C1003,02,000,State - HIMACHAL PRADESH,Total,Total,6864602,3481873,3382729,6532765,3306995,3225770,149881,80763,69118,12646,6844,5802,79896,41494,38402,78659,40233,38426,1805,945,860,856,461,395
C-03_Himachal_Pradesh,C1003,02,000,State - HIMACHAL PRADESH,Total,Never married,3043972,1720775,1323197,2879696,1628055,1251641,75318,43077,32241,5955,3384,2571,35329,20047,15282,41414,22588,18826,752,428,324,442,261,181
C-03_Himachal_Pradesh,C1003,02,000,State - HIMACHAL PRADESH,Total,Married,3432207,1677655,1754552,3279690,1599629,1680061,69048,36106,32942,6140,3313,2827,40475,20352,20123,32756,16426,16330,971,493,478,388,193,195
C-03_Himachal_Pradesh,C1003,02,000,State - HIMACHAL PRADESH,Total,Widowed,366748,73273,293475,353007,69696,283311,5094,1381,3713,476,109,367,3845,968,2877,3963,1042,2921,75,21,54,23,4,19
C-03_Himachal_Pradesh,C1003,02,000,State - HIMACHAL PRADESH,Total,Separated,13481,6525,6956,12709,6175,6534,238,121,117,46,24,22,133,71,62,332,124,208,4,2,2,3,3,0
C-03_Himachal_Pradesh,C1003,02,000,State - HIMACHAL PRADESH,Total,Divorced,8194,3645,4549,7663,3440,4223,183,78,105,29,14,15,114,56,58,194,53,141,3,1,2,0,0,0
C-03_Himachal_Pradesh,C1003,02,000,State - HIMACHAL PRADESH,Total,Unspecified,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-03_Himachal_Pradesh,C1003,02,000,State - HIMACHAL PRADESH,Rural,Total,6176050,3110345,3065705,5911715,2973048,2938667,127901,67345,60556,8081,4426,3655,58217,29888,28329,61644,31295,30349,488,251,237,772,414,358
C-03_Himachal_Pradesh,C1003,02,000,State - HIMACHAL PRADESH,Rural,Never married,2736978,1542516,1194462,2605607,1469188,1136419,64659,36258,28401,3895,2267,1628,26350,14937,11413,31370,16913,14457,225,122,103,406,243,163
