source_file,Table | Name,State | Code,Distt. | Code,Area Name,Total/ | Rural/ | Urban,Religion,Age at | marriage | 1,Number of ever married | persons | Males | 2,Females | 3,Duration of marriage of currently married persons | All durations | Males | 4,Females | 5,0-4 | Males | 6,Females | 7,5-9 | Males | 8,Females | 9,10-19 | Males | 10,Females | 11,20-29 | Males | 12,Females | 13,30-39 | Males | 14,Females | 15,40 and above | Males | 16,Females | 17,Duration not known | Males | 18,Females | 19
C-05_All_India,C1905,08,000,Urban,State - RAJASTHAN,Christian,28-29,1856,764,1808,692,266,108,241,102,502,190,449,164,268,101,80,26,2,1
C-05_All_India,C1905,08,000,Urban,State - RAJASTHAN,Christian,30-31,1217,412,1178,350,164,40,177,39,321,112,317,100,152,45,45,14,2,0
C-05_All_India,C1905,08,000,Urban,State - RAJASTHAN,Christian,32-33,501,168,493,140,76,17,63,22,155,39,140,46,42,12,16,4,1,0
C-05_All_India,C1905,08,000,Urban,State - RAJASTHAN,Christian,34 +,575,226,544,187,83,31,85,45,157,50,129,38,66,21,24,2,0,0
C-05_All_India,C1905,08,000,Urban,State - RAJASTHAN,Christian,Not stated,778,1029,719,869,0,0,0,0,0,0,0,0,0,0,0,0,719,869
C-05_All_India,C1905,08,000,Urban,State - RAJASTHAN,Sikh,All ages,45665,47360,43462,41550,5553,5014,5551,5105,10893,10337,9552,9378,5226,5075,4516,4515,2171,2126
C-05_All_India,C1905,08,000,Urban,State - RAJASTHAN,Sikh,Less than 10,511,589,499,516,0,0,0,2,27,77,143,146,122,121,204,165,3,5
C-05_All_India,C1905,08,000,Urban,State - RAJASTHAN,Sikh,10-11,40,253,37,218,0,4,1,4,6,46,14,54,2,43,14,66,0,1
C-05_All_India,C1905,08,000,Urban,State - RAJASTHAN,Sikh,12-13,66,642,60,507,2,5,3,25,12,113,10,117,14,93,19,151,0,3
C-05_All_India,C1905,08,000,Urban,State - RAJASTHAN,Sikh,14-15,340,2654,278,2082,8,40,14,141,76,502,63,497,48,341,68,549,1,12
C-05_All_India,C1905,08,000,Urban,State - RAJASTHAN,Sikh,16-17,889,5806,764,4887,43,390,93,549,212,1328,191,1129,85,722,137,743,3,26
C-05_All_India,C1905,08,000,Urban,State - RAJASTHAN,Sikh,18-19,3503,11971,3209,10646,290,1299,396,1380,920,2908,696,2546,432,1243,465,1216,10,54
C-05_All_India,C1905,08,000,Urban,State - RAJASTHAN,Sikh,20-21,9536,11168,8869,9705,973,1184,1122,1248,2373,2485,2040,2506,1097,1219,1209,1011,55,52
C-05_All_India,C1905,08,000,Urban,State - RAJASTHAN,Sikh,22-23,8707,5983,8435,5529,1128,989,1206,806,2233,1451,2042,1239,989,651,798,357,39,36
C-05_All_India,C1905,08,000,Urban,State - RAJASTHAN,Sikh,24-25,9173,3465,8856,3168,1320,554,1208,586,2196,810,2040,659,1135,370,909,174,48,15
C-05_All_India,C1905,08,000,Urban,State - RAJASTHAN,Sikh,26-27,4942,1381,4845,1306,885,312,729,189,1284,332,1075,265,540,149,309,49,23,10
C-05_All_India,C1905,08,000,Urban,State - RAJASTHAN,Sikh,28-29,2988,663,2925,615,517,133,396,104,785,151,631,125,375,74,205,23,16,5
C-05_All_India,C1905,08,000,Urban,State - RAJASTHAN,Sikh,30-31,1701,305,1638,264,229,61,224,32,440,75,367,54,241,35,132,7,5,0
C-05_All_India,C1905,08,000,Urban,State - RAJASTHAN,Sikh,32-33,547,104,533,93,82,17,81,17,162,34,110,12,70,11,25,2,3,0
C-05_All_India,C1905,08,000,Urban,State - RAJASTHAN,Sikh,34 +,579,122,550,107,76,26,78,22,167,25,130,29,76,3,22,2,1,0
C-05_All_India,C1905,08,000,Urban,State - RAJASTHAN,Sikh,Not stated,2143,2254,1964,1907,0,0,0,0,0,0,0,0,0,0,0,0,1964,1907
C-05_All_India,C1905,08,000,Urban,State - RAJASTHAN,Buddhist,All ages,1116,1068,1079,977,139,114,137,122,283,279,223,186,124,131,108,97,65,48
C-05_All_India,C1905,08,000,Urban,State - RAJASTHAN,Buddhist,Less than 10,18,24,16,20,0,0,0,0,1,5,4,4,6,4,5,7,0,0
C-05_All_India,C1905,08,000,Urban,State - RAJASTHAN,Buddhist,10-11,7,15,7,12,0,0,0,0,2,1,3,2,0,5,2,4,0,0
C-05_All_India,C1905,08,000,Urban,State - RAJASTHAN,Buddhist,12-13,6,26,6,22,0,1,0,1,2,4,3,4,1,5,0,7,0,0
C-05_All_India,C1905,08,000,Urban,State - RAJASTHAN,Buddhist,14-15,17,92,12,73,2,1,0,3,5,22,1,16,1,17,3,14,0,0
C-05_All_India,C1905,08,000,Urban,State - RAJASTHAN,Buddhist,16-17,35,151,31,139,0,9,2,15,5,43,8,29,8,16,8,27,0,0
C-05_All_India,C1905,08,000,Urban,State - RAJASTHAN,Buddhist,18-19,108,255,105,241,14,34,10,31,28,64,23,48,11,42,19,22,0,0
C-05_All_India,C1905,08,000,Urban,State - RAJASTHAN,Buddhist,20-21,224,205,218,188,21,19,24,31,58,61,50,45,34,24,30,7,1,1
C-05_All_India,C1905,08,000,Urban,State - RAJASTHAN,Buddhist,22-23,169,118,167,112,27,18,22,19,47,40,39,22,17,8,14,5,1,0
C-05_All_India,C1905,08,000,Urban,State - RAJASTHAN,Buddhist,24-25,190,78,183,75,21,19,23,16,54,21,45,11,20,5,19,3,1,0
C-05_All_India,C1905,08,000,Urban,State - RAJASTHAN,Buddhist,26-27,105,27,104,25,22,7,22,2,29,9,19,3,9,3,3,1,0,0
C-05_All_India,C1905,08,000,Urban,State - RAJASTHAN,Buddhist,28-29,75,12,74,12,14,3,17,3,29,5,8,1,5,0,1,0,0,0
C-05_All_India,C1905,08,000,Urban,State - RAJASTHAN,Buddhist,30-31,53,11,53,10,11,3,11,1,14,3,11,1,4,2,2,0,0,0
C-05_All_India,C1905,08,000,Urban,State - RAJASTHAN,Buddhist,32-33,21,1,21,1,2,0,4,0,4,1,6,0,4,0,1,0,0,0
C-05_All_India,C1905,08,000,Urban,State - RAJASTHAN,Buddhist,34 +,21,0,20,0,5,0,2,0,5,0,3,0,4,0,1,0,0,0
C-05_All_India,C1905,08,000,Urban,State - RAJASTHAN,Buddhist,Not stated,67,53,62,47,0,0,0,0,0,0,0,0,0,0,0,0,62,47
C-05_All_India,C1905,08,000,Urban,State - RAJASTHAN,Jain,All ages,132421,145416,127165,129621,12448,12782,13743,13854,28279,29041,28122,28423,19169,19155,19115,19407,6289,6959
C-05_All_India,C1905,08,000,Urban,State - RAJASTHAN,Jain,Less than 10,2394,2517,2341,2208,0,1,2,2,26,94,579,651,647,499,1079,956,8,5
C-05_All_India,C1905,08,000,Urban,State - RAJASTHAN,Jain,10-11,101,661,87,502,1,0,0,6,2,46,16,65,13,80,55,304,0,1
C-05_All_India,C1905,08,000,Urban,State - RAJASTHAN,Jain,12-13,168,2677,119,1757,0,6,0,11,8,65,17,173,19,245,75,1253,0,4
C-05_All_India,C1905,08,000,Urban,State - RAJASTHAN,Jain,14-15,741,8956,533,6196,0,16,5,39,37,311,47,805,61,1248,381,3755,2,22
C-05_All_India,C1905,08,000,Urban,State - RAJASTHAN,Jain,16-17,2218,15981,1823,12985,7,118,25,320,103,1455,191,2888,305,3421,1186,4732,6,51
C-05_All_India,C1905,08,000,Urban,State - RAJASTHAN,Jain,18-19,7353,29067,6528,26014,60,805,133,1554,562,5524,1051,7695,1432,5732,3266,4636,24,68
C-05_All_India,C1905,08,000,Urban,State - RAJASTHAN,Jain,20-21,20978,33426,19523,30640,453,2125,1045,3577,3185,9105,4731,8484,4449,4579,5604,2662,56,108
C-05_All_India,C1905,08,000,Urban,State - RAJASTHAN,Jain,22-23,25438,23291,24782,22470,1518,3771,2353,4146,5706,7096,6817,4644,4712,2019,3604,734,72,60
C-05_All_India,C1905,08,000,Urban,State - RAJASTHAN,Jain,24-25,31112,13465,30488,12925,3474,3536,4050,2704,8386,3509,7691,1994,4366,883,2472,268,49,31
C-05_All_India,C1905,08,000,Urban,State - RAJASTHAN,Jain,26-27,18692,4729,18456,4587,3309,1566,3042,969,5544,1091,4013,613,1760,290,744,52,44,6
C-05_All_India,C1905,08,000,Urban,State - RAJASTHAN,Jain,28-29,9696,1772,9570,1709,1989,542,1730,345,2844,434,1819,244,821,103,356,37,11,4
C-05_All_India,C1905,08,000,Urban,State - RAJASTHAN,Jain,30-31,4312,682,4218,622,923,177,855,112,1182,178,696,95,361,43,196,14,5,3
C-05_All_India,C1905,08,000,Urban,State - RAJASTHAN,Jain,32-33,1433,207,1401,193,373,53,279,40,375,63,217,27,97,8,58,1,2,1
C-05_All_India,C1905,08,000,Urban,State - RAJASTHAN,Jain,34 +,1328,272,1288,218,341,66,224,29,319,70,237,45,126,5,39,3,2,0
C-05_All_India,C1905,08,000,Urban,State - RAJASTHAN,Jain,Not stated,6457,7713,6008,6595,0,0,0,0,0,0,0,0,0,0,0,0,6008,6595
C-05_All_India,C1905,08,000,Urban,State - RAJASTHAN,Other religions and persuasions,All ages,318,365,302,316,46,46,36,43,75,77,50,60,47,38,32,29,16,23
C-05_All_India,C1905,08,000,Urban,State - RAJASTHAN,Other religions and persuasions,Less than 10,8,10,7,6,0,0,0,0,0,1,0,3,6,0,1,2,0,0
C-05_All_India,C1905,08,000,Urban,State - RAJASTHAN,Other religions and persuasions,10-11,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
C-05_All_India,C1905,08,000,Urban,State - RAJASTHAN,Other religions and persuasions,12-13,1,6,1,5,0,0,0,0,1,1,0,0,0,1,0,3,0,0
C-05_All_India,C1905,08,000,Urban,State - RAJASTHAN,Other religions and persuasions,14-15,0,19,0,15,0,0,0,2,0,2,0,4,0,4,0,3,0,0
C-05_All_India,C1905,08,000,Urban,State - RAJASTHAN,Other religions and persuasions,16-17,5,45,4,36,0,6,0,5,0,12,0,6,1,4,3,3,0,0
C-05_All_India,C1905,08,000,Urban,State - RAJASTHAN,Other religions and persuasions,18-19,28,82,24,76,4,13,6,11,6,20,1,19,5,9,2,4,0,0
C-05_All_India,C1905,08,000,Urban,State - RAJASTHAN,Other religions and persuasions,20-21,58,76,57,65,7,12,6,12,22,14,8,12,8,11,6,4,0,0
C-05_All_India,C1905,08,000,Urban,State - RAJASTHAN,Other religions and persuasions,22-23,49,39,47,36,8,7,4,3,7,14,13,7,9,3,6,2,0,0
C-05_All_India,C1905,08,000,Urban,State - RAJASTHAN,Other religions and persuasions,24-25,60,30,58,28,10,4,6,5,11,7,14,5,9,3,8,4,0,0
C-05_All_India,C1905,08,000,Urban,State - RAJASTHAN,Other religions and persuasions,26-27,33,13,32,11,6,0,4,3,12,2,6,2,2,2,2,2,0,0
C-05_All_India,C1905,08,000,Urban,State - RAJASTHAN,Other religions and persuasions,28-29,26,12,25,12,7,4,2,2,6,2,4,2,3,1,3,1,0,0
C-05_All_India,C1905,08,000,Urban,State - RAJASTHAN,Other religions and persuasions,30-31,22,2,21,0,2,0,7,0,6,0,3,0,2,0,1,0,0,0
C-05_All_India,C1905,08,000,Urban,State - RAJASTHAN,Other religions and persuasions,32-33,8,1,8,1,2,0,1,0,2,1,1,0,2,0,0,0,0,0
C-05_All_India,C1905,08,000,Urban,State - RAJASTHAN,Other religions and persuasions,34 +,2,1,2,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0
C-05_All_India,C1905,08,000,Urban,State - RAJASTHAN,Other religions and persuasions,Not stated,18,28,16,23,0,0,0,0,0,0,0,0,0,0,0,0,16,23
C-05_All_India,C1705,09,000,Total,State - UTTAR PRADESH,All religious communities,All ages,45127318,49213435,42265528,44185230,4437679,4916448,5213396,5564045,10613527,11319907,8404679,8752139,4985704,5118756,5219232,5135068,3391311,3378867
C-05_All_India,C1705,09,000,Total,State - UTTAR PRADESH,All religious communities,Less than 10,637783,1343837,583970,1211434,669,1655,2776,7385,81848,258070,153045,326139,123219,247987,218158,360401,4255,9797
C-05_All_India,C1705,09,000,Total,State - UTTAR PRADESH,All religious communities,10-11,330301,809660,290637,714173,1429,4536,7275,26375,51621,165069,66583,178746,54083,132096,107505,201179,2141,6172
C-05_All_India,C1705,09,000,Total,State - UTTAR PRADESH,All religious communities,12-13,280876,1005662,244778,878246,3534,14166,10640,51100,45164,191886,53150,195067,43463,156368,87349,263818,1478,5841
C-05_All_India,C1705,09,000,Total,State - UTTAR PRADESH,All religious communities,14-15,909526,3408318,764266,2868306,21089,106478,40293,226873,142148,693767,155348,632202,131272,474602,270306,718101,3810,16283
C-05_All_India,C1705,09,000,Total,State - UTTAR PRADESH,All religious communities,16-17,2156290,8454784,1908135,7596270,129055,740753,187957,962207,480617,2194162,385763,1629258,276654,978149,437896,1044206,10193,47535
C-05_All_India,C1705,09,000,Total,State - UTTAR PRADESH,All religious communities,18-19,7559179,17722320,7016475,16434447,725829,2133299,892598,2393896,1966681,4825842,1461477,3487170,877278,1862559,1061746,1650181,30866,81500
C-05_All_India,C1705,09,000,Total,State - UTTAR PRADESH,All religious communities,20-21,15789292,8342128,14890721,7236579,1541190,1024071,2019865,1127052,4213070,1951187,3281599,1552046,1841403,849764,1915137,685373,78457,47086
C-05_All_India,C1705,09,000,Total,State - UTTAR PRADESH,All religious communities,22-23,6556258,2464278,6330523,2276950,866006,455459,931482,423552,1809305,591439,1373373,430129,745356,230182,569432,129210,35569,16979
C-05_All_India,C1705,09,000,Total,State - UTTAR PRADESH,All religious communities,24-25,4107254,1180733,3940725,1054241,521249,230608,563889,197816,1040184,258293,876156,187753,536582,115356,380544,56442,22121,7973
C-05_All_India,C1705,09,000,Total,State - UTTAR PRADESH,All religious communities,26-27,1266206,377245,1238212,354716,264702,105421,222137,70960,322180,83097,229671,52815,128400,28675,63161,10623,7961,3125
C-05_All_India,C1705,09,000,Total,State - UTTAR PRADESH,All religious communities,28-29,862626,252223,839989,231102,181357,60221,153015,43238,210619,55974,150610,38221,93678,23053,46466,8747,4244,1648
C-05_All_India,C1705,09,000,Total,State - UTTAR PRADESH,All religious communities,30-31,629573,128844,602297,108855,90313,20632,109613,20510,144757,26140,121664,22204,87960,13577,44433,4854,3557,938
C-05_All_India,C1705,09,000,Total,State - UTTAR PRADESH,All religious communities,32-33,187589,37941,182720,34398,44686,8686,35106,6265,43940,8502,33623,6936,17826,2894,6387,803,1152,312
C-05_All_India,C1705,09,000,Total,State - UTTAR PRADESH,All religious communities,34 +,263624,69615,247940,52225,46571,10463,36750,6816,61393,16479,62617,13453,28530,3494,10712,1130,1367,390
C-05_All_India,C1705,09,000,Total,State - UTTAR PRADESH,All religious communities,Not stated,3590941,3615847,3184140,3133288,0,0,0,0,0,0,0,0,0,0,0,0,3184140,3133288
C-05_All_India,C1705,09,000,Total,State - UTTAR PRADESH,Hindu,All ages,37182143,40279816,34687991,36148882,3616604,3996430,4246651,4519356,8664278,9224889,6874082,7149273,4150516,4254786,4433053,4365022,2702807,2639126
C-05_All_India,C1705,09,000,Total,State - UTTAR PRADESH,Hindu,Less than 10,545214,1144685,495837,1028918,594,1409,2391,6401,70198,215373,126604,271325,103536,209839,189013,316473,3501,8098
C-05_All_India,C1705,09,000,Total,State - UTTAR PRADESH,Hindu,10-11,293992,692899,257219,607945,1275,3957,6389,22323,44265,137140,57667,149035,47904,112778,97911,177619,1808,5093
C-05_All_India,C1705,09,000,Total,State - UTTAR PRADESH,Hindu,12-13,256123,892999,222308,778090,3248,12754,9486,44225,39873,165327,47478,170628,39748,140101,81162,240062,1313,4993
C-05_All_India,C1705,09,000,Total,State - UTTAR PRADESH,Hindu,14-15,824578,2946560,690403,2472351,19114,93067,35595,193148,125502,586591,138888,538427,119556,413947,248422,633489,3326,13682
C-05_All_India,C1705,09,000,Total,State - UTTAR PRADESH,Hindu,16-17,1906264,7160937,1680739,6426632,112941,627202,162056,804866,414032,1830496,338780,1375365,248481,842401,395639,906726,8810,39576
C-05_All_India,C1705,09,000,Total,State - UTTAR PRADESH,Hindu,18-19,6485143,14600662,6002398,13536717,620595,1758879,755619,1967381,1664086,3952719,1246893,2859180,763937,1550739,925477,1382137,25791,65682
C-05_All_India,C1705,09,000,Total,State - UTTAR PRADESH,Hindu,20-21,13157985,6578851,12377444,5702917,1284503,811449,1676204,888227,3481575,1533783,2713185,1216423,1550706,671083,1607575,545744,63696,36208
C-05_All_India,C1705,09,000,Total,State - UTTAR PRADESH,Hindu,22-23,5242110,1910477,5052171,1770094,690705,352539,742317,329481,1432904,462338,1092267,332509,603135,178738,463231,101480,27612,13009
C-05_All_India,C1705,09,000,Total,State - UTTAR PRADESH,Hindu,24-25,3184766,889160,3050036,800113,409078,178655,439027,151861,803838,197791,672449,140060,413734,83869,295193,41838,16717,6039
C-05_All_India,C1705,09,000,Total,State - UTTAR PRADESH,Hindu,26-27,979976,288423,957489,272364,203843,81608,171255,55043,249373,64147,177209,39513,99632,21395,50089,8224,6088,2434
C-05_All_India,C1705,09,000,Total,State - UTTAR PRADESH,Hindu,28-29,656109,187518,638271,172590,138714,45822,117054,32730,160970,41922,113279,27766,69334,16575,35687,6557,3233,1218
C-05_All_India,C1705,09,000,Total,State - UTTAR PRADESH,Hindu,30-31,453651,89820,433017,76774,67765,15525,79902,14477,104821,18706,86162,15070,60111,8981,31680,3332,2576,683
C-05_All_India,C1705,09,000,Total,State - UTTAR PRADESH,Hindu,32-33,131961,26671,128364,24314,31895,6189,24972,4469,31058,6187,22696,4667,12274,2000,4650,579,819,223
C-05_All_India,C1705,09,000,Total,State - UTTAR PRADESH,Hindu,34 +,177739,49941,165658,37163,32334,7375,24384,4724,41783,12369,40525,9305,18428,2340,7324,762,880,288
C-05_All_India,C1705,09,000,Total,State - UTTAR PRADESH,Hindu,Not stated,2886532,2820213,2536637,2441900,0,0,0,0,0,0,0,0,0,0,0,0,2536637,2441900
C-05_All_India,C1705,09,000,Total,State - UTTAR PRADESH,Muslim,All ages,7487576,8414815,7148380,7574040,777677,872093,916983,991318,1851801,1987830,1449103,1513626,785708,810653,739123,719629,627985,678891
C-05_All_India,C1705,09,000,Total,State - UTTAR PRADESH,Muslim,Less than 10,86359,187691,82345,172206,72,230,363,927,11047,40678,24869,51920,18361,36011,26962,40869,671,1571
C-05_All_India,C1705,09,000,Total,State - UTTAR PRADESH,Muslim,10-11,34065,110147,31449,100331,144,539,826,3811,6955,26560,8455,28229,5829,18228,8938,21983,302,981
C-05_All_India,C1705,09,000,Total,State - UTTAR PRADESH,Muslim,12-13,23166,106684,21051,94942,268,1347,1093,6557,5007,25359,5338,23221,3442,15377,5761,22294,142,787
C-05_All_India,C1705,09,000,Total,State - UTTAR PRADESH,Muslim,14-15,80322,441222,70010,378948,1866,12848,4459,32420,15867,103191,15635,90158,11102,57939,20642,79996,439,2396
C-05_All_India,C1705,09,000,Total,State - UTTAR PRADESH,Muslim,16-17,239115,1239600,217897,1121807,15471,109384,24913,151546,64094,350463,45164,243782,26888,129420,40089,129834,1278,7378
C-05_All_India,C1705,09,000,Total,State - UTTAR PRADESH,Muslim,18-19,1030388,2977745,974119,2765919,101225,359089,131765,408797,291288,836006,206670,599220,108557,295620,129876,252377,4738,14810
C-05_All_India,C1705,09,000,Total,State - UTTAR PRADESH,Muslim,20-21,2515135,1657265,2404621,1440897,245720,201868,329387,226273,701793,393074,544641,314131,277012,166323,292239,129094,13829,10134
C-05_All_India,C1705,09,000,Total,State - UTTAR PRADESH,Muslim,22-23,1243280,503470,1210318,460549,167139,95737,179944,86826,357922,116968,265660,87393,133446,45604,98781,24453,7426,3568
C-05_All_India,C1705,09,000,Total,State - UTTAR PRADESH,Muslim,24-25,857804,262090,828897,227719,105093,47150,116686,41498,220857,53935,189226,42398,113589,28090,78482,12936,4964,1712
C-05_All_India,C1705,09,000,Total,State - UTTAR PRADESH,Muslim,26-27,256713,77613,251936,71891,55752,21205,46169,14069,65360,16422,46437,11433,25192,6219,11374,1957,1652,586
C-05_All_India,C1705,09,000,Total,State - UTTAR PRADESH,Muslim,28-29,186426,58233,182149,52578,39029,13028,32717,9486,44754,12653,33328,9368,21868,5757,9560,1905,893,381
C-05_All_India,C1705,09,000,Total,State - UTTAR PRADESH,Muslim,30-31,162365,35670,156307,29231,20625,4591,27618,5563,36765,6729,32771,6512,25894,4215,11741,1394,893,227
C-05_All_India,C1705,09,000,Total,State - UTTAR PRADESH,Muslim,32-33,51148,10136,50041,9049,11932,2268,9389,1630,11781,2063,10043,2030,5053,782,1538,199,305,77
C-05_All_India,C1705,09,000,Total,State - UTTAR PRADESH,Muslim,34 +,80556,18118,77231,13781,13341,2809,11654,1915,18311,3729,20866,3831,9475,1068,3140,338,444,91
C-05_All_India,C1705,09,000,Total,State - UTTAR PRADESH,Muslim,Not stated,640734,729131,590009,634192,0,0,0,0,0,0,0,0,0,0,0,0,590009,634192
C-05_All_India,C1705,09,000,Total,State - UTTAR PRADESH,Christian,All ages,82726,90794,77207,79073,7392,8283,8798,9280,18784,19166,15847,15798,9551,9170,8097,7802,8738,9574
C-05_All_India,C1705,09,000,Total,State - UTTAR PRADESH,Christian,Less than 10,1034,1935,961,1720,0,1,6,9,104,320,243,502,233,354,364,515,11,19
C-05_All_India,C1705,09,000,Total,State - UTTAR PRADESH,Christian,10-11,424,1203,364,1064,3,9,15,44,69,275,88,262,67,191,119,268,3,15
C-05_All_India,C1705,09,000,Total,State - UTTAR PRADESH,Christian,12-13,291,1151,261,988,4,7,12,57,53,234,65,234,41,187,84,258,2,11
C-05_All_India,C1705,09,000,Total,State - UTTAR PRADESH,Christian,14-15,980,3830,829,3065,23,105,46,249,174,718,166,705,137,538,279,711,4,39
C-05_All_India,C1705,09,000,Total,State - UTTAR PRADESH,Christian,16-17,2343,10086,2032,8798,104,797,223,1101,522,2469,429,1958,295,1148,445,1232,14,93
C-05_All_India,C1705,09,000,Total,State - UTTAR PRADESH,Christian,18-19,9074,24266,8309,21774,701,2586,989,2926,2340,6414,1819,4751,1138,2616,1264,2309,58,172
C-05_All_India,C1705,09,000,Total,State - UTTAR PRADESH,Christian,20-21,21685,16458,20314,13894,1832,1625,2475,1995,5679,3636,4664,3206,2810,1874,2714,1457,140,101
C-05_All_India,C1705,09,000,Total,State - UTTAR PRADESH,Christian,22-23,11204,7880,10664,7070,1259,1102,1457,1036,3003,1906,2440,1603,1415,870,999,488,91,65
C-05_All_India,C1705,09,000,Total,State - UTTAR PRADESH,Christian,24-25,10221,6113,9678,5329,1026,806,1192,843,2504,1430,2387,1181,1500,709,989,314,80,46
C-05_All_India,C1705,09,000,Total,State - UTTAR PRADESH,Christian,26-27,5098,3019,4946,2773,807,555,738,431,1393,742,1099,591,610,304,267,121,32,29
C-05_All_India,C1705,09,000,Total,State - UTTAR PRADESH,Christian,28-29,4243,1941,4114,1736,637,347,659,294,1123,466,907,360,510,185,249,73,29,11
C-05_All_India,C1705,09,000,Total,State - UTTAR PRADESH,Christian,30-31,3540,1212,3379,1013,441,157,534,164,917,286,813,251,453,113,202,34,19,8
C-05_All_India,C1705,09,000,Total,State - UTTAR PRADESH,Christian,32-33,1441,430,1393,390,247,70,205,58,414,114,332,90,136,45,52,11,7,2
C-05_All_India,C1705,09,000,Total,State - UTTAR PRADESH,Christian,34 +,1821,600,1730,499,308,116,247,73,489,156,395,104,206,36,70,11,15,3
C-05_All_India,C1705,09,000,Total,State - UTTAR PRADESH,Christian,Not stated,9327,10670,8233,8960,0,0,0,0,0,0,0,0,0,0,0,0,8233,8960
C-05_All_India,C1705,09,000,Total,State - UTTAR PRADESH,Sikh,All ages,171916,182407,161918,161405,17397,17464,19787,19336,38390,38574,33926,34028,20366,20145,20113,19713,11939,12145
C-05_All_India,C1705,09,000,Total,State - UTTAR PRADESH,Sikh,Less than 10,1850,3034,1774,2750,1,3,3,11,137,531,508,816,396,568,715,809,14,12
C-05_All_India,C1705,09,000,Total,State - UTTAR PRADESH,Sikh,10-11,416,1706,369,1541,2,8,5,53,93,336,96,415,68,301,102,419,3,9
C-05_All_India,C1705,09,000,Total,State - UTTAR PRADESH,Sikh,12-13,242,940,215,813,1,7,4,45,45,205,55,182,38,113,68,255,4,6
C-05_All_India,C1705,09,000,Total,State - UTTAR PRADESH,Sikh,14-15,562,4039,444,3245,11,76,29,196,84,758,92,627,66,461,158,1107,4,20
C-05_All_India,C1705,09,000,Total,State - UTTAR PRADESH,Sikh,16-17,1978,14096,1686,12060,105,892,184,1345,471,3397,299,2534,195,1572,421,2248,11,72
C-05_All_India,C1705,09,000,Total,State - UTTAR PRADESH,Sikh,18-19,11892,51220,10799,46575,1038,4896,1393,6029,3145,12885,2105,10542,1171,5786,1907,6260,40,177
C-05_All_India,C1705,09,000,Total,State - UTTAR PRADESH,Sikh,20-21,43887,48398,40999,42192,3887,4729,5169,5398,11083,10738,9252,10019,5028,5711,6404,5388,176,209
C-05_All_India,C1705,09,000,Total,State - UTTAR PRADESH,Sikh,22-23,34051,23420,32691,21331,3874,3214,4333,3164,8742,5244,7538,4864,4131,2864,3929,1863,144,118
C-05_All_India,C1705,09,000,Total,State - UTTAR PRADESH,Sikh,24-25,32137,12945,30596,11368,3475,1858,3921,1771,7276,2649,7143,2423,4659,1670,3987,928,135,69
C-05_All_India,C1705,09,000,Total,State - UTTAR PRADESH,Sikh,26-27,13471,4268,13104,3947,2244,939,2076,684,3195,897,2842,717,1736,475,935,204,76,31
C-05_All_India,C1705,09,000,Total,State - UTTAR PRADESH,Sikh,28-29,8744,2530,8489,2318,1429,493,1295,370,1992,499,1821,433,1267,362,650,150,35,11
C-05_All_India,C1705,09,000,Total,State - UTTAR PRADESH,Sikh,30-31,5906,1270,5619,1063,695,177,795,158,1221,236,1247,248,1043,175,599,64,19,5
C-05_All_India,C1705,09,000,Total,State - UTTAR PRADESH,Sikh,32-33,1779,397,1699,364,292,90,280,56,403,70,350,87,257,54,108,6,9,1
C-05_All_India,C1705,09,000,Total,State - UTTAR PRADESH,Sikh,34 +,2294,513,2176,435,343,82,300,56,503,129,578,121,311,33,130,12,11,2
C-05_All_India,C1705,09,000,Total,State - UTTAR PRADESH,Sikh,Not stated,12707,13631,11258,11403,0,0,0,0,0,0,0,0,0,0,0,0,11258,11403
C-05_All_India,C1705,09,000,Total,State - UTTAR PRADESH,Buddhist,All ages,46548,50253,43084,45316,4549,5028,5360,5841,10585,11255,8201,8650,5087,5155,5813,5729,3489,3658
C-05_All_India,C1705,09,000,Total,State - UTTAR PRADESH,Buddhist,Less than 10,1050,2006,917,1768,0,1,7,15,104,332,212,433,191,360,395,614,8,13
C-05_All_India,C1705,09,000,Total,State - UTTAR PRADESH,Buddhist,10-11,721,1338,622,1163,0,7,21,56,116,245,134,282,112,220,237,344,2,9
C-05_All_India,C1705,09,000,Total,State - UTTAR PRADESH,Buddhist,12-13,595,1495,531,1339,6,19,19,79,96,278,118,334,114,252,173,372,5,5
C-05_All_India,C1705,09,000,Total,State - UTTAR PRADESH,Buddhist,14-15,1545,4239,1293,3621,23,120,74,310,240,887,278,809,242,601,431,868,5,26
C-05_All_India,C1705,09,000,Total,State - UTTAR PRADESH,Buddhist,16-17,2787,9499,2459,8641,140,830,205,1188,640,2450,519,1824,380,1136,559,1138,16,75
C-05_All_India,C1705,09,000,Total,State - UTTAR PRADESH,Buddhist,18-19,8812,17994,8105,16774,839,2457,1086,2631,2284,4795,1655,3357,1013,1735,1172,1699,56,100
C-05_All_India,C1705,09,000,Total,State - UTTAR PRADESH,Buddhist,20-21,16346,6429,15370,5616,1762,913,2287,953,4279,1518,3219,1097,1779,568,1953,535,91,32
C-05_All_India,C1705,09,000,Total,State - UTTAR PRADESH,Buddhist,22-23,5440,1707,5225,1575,828,317,759,305,1465,395,1021,286,613,165,506,94,33,13
