source_file,Table | Name,State | Code,Distt. | Code,Area Name,Total/ | Rural/ | Urban/,Age at | marriage | 1,Number of ever married | persons | Males | 2,Females | 3,Duration of marriage of currently married persons | All durations | Males | 4,Females | 5,0-4 | Males | 6,Females | 7,5-9 | Males | 8,Females | 9,10-19 | Males | 10,Females | 11,20-29 | Males | 12,Females | 13,30-39 | Males | 14,Females | 15,40 and above | Males | 16,Females | 17,Duration not known | Males | 18,Females | 19
C-04_India,C1404,06,000,State - HARYANA,Total,22-23,1211140,602259,1177579,566344,178637,120226,178898,103013,324122,146094,255011,104438,131619,60948,108436,31166,856,459
C-04_India,C1404,06,000,State - HARYANA,Total,24-25,951297,305965,922676,283885,145487,68488,139357,52331,247140,69148,194979,47608,114666,32931,80397,13136,650,243
C-04_India,C1404,06,000,State - HARYANA,Total,26-27,457228,112639,449252,107435,94893,31363,82434,20920,122544,24232,81547,16028,45552,11416,21986,3381,296,95
C-04_India,C1404,06,000,State - HARYANA,Total,28-29,270905,53662,265590,50280,56414,13395,49953,9236,69641,11240,46226,8001,28756,6481,14434,1872,166,55
C-04_India,C1404,06,000,State - HARYANA,Total,30-31,147640,22204,142697,19805,24774,4362,24787,3355,34610,4202,26436,3783,20712,3146,11290,939,88,18
C-04_India,C1404,06,000,State - HARYANA,Total,32-33,47944,7358,46805,6785,11000,1753,8650,1167,11253,1459,8655,1453,5011,736,2203,213,33,4
C-04_India,C1404,06,000,State - HARYANA,Total,34 +,55804,10591,52948,8032,10322,1818,7716,1109,12707,2138,12766,2099,5991,627,3425,235,21,6
C-04_India,C1404,06,000,State - HARYANA,Total,Not stated,277259,258926,251483,223848,0,0,0,0,0,0,0,0,0,0,0,0,251483,223848
C-04_India,C1404,06,000,State - HARYANA,Rural,All ages,4174833,4543650,3967059,4008020,528616,540379,539622,553733,987437,1009293,792160,799592,455991,457635,512402,519471,150831,127917
C-04_India,C1404,06,000,State - HARYANA,Rural,Less than 10,38088,74027,36335,64839,98,227,312,689,5085,15466,10954,16836,7784,12516,12067,19040,35,65
C-04_India,C1404,06,000,State - HARYANA,Rural,10-11,13550,45303,12531,38849,200,476,556,1720,2616,8641,2765,8353,2301,6759,4073,12831,20,69
C-04_India,C1404,06,000,State - HARYANA,Rural,12-13,23020,114135,21013,97065,601,1947,1216,6142,4665,23599,4436,21901,3622,15811,6460,27582,13,83
C-04_India,C1404,06,000,State - HARYANA,Rural,14-15,85232,445212,74053,357884,3200,13724,5311,30381,16345,89128,15161,79866,11633,53859,22333,90640,70,286
C-04_India,C1404,06,000,State - HARYANA,Rural,16-17,223236,887179,203204,771723,17547,79300,23813,104802,53295,218826,40069,164595,25834,91408,42488,112248,158,544
C-04_India,C1404,06,000,State - HARYANA,Rural,18-19,649962,1454594,609220,1320032,72531,199692,82111,204600,160505,358435,123529,272423,72553,137912,97548,145823,443,1147
C-04_India,C1404,06,000,State - HARYANA,Rural,20-21,1238494,869042,1173875,757246,138436,132224,157437,120920,301574,185735,259009,153154,142238,82100,174326,82470,855,643
C-04_India,C1404,06,000,State - HARYANA,Rural,22-23,780762,303496,759225,284676,120121,66232,114692,51557,205639,67474,161735,50226,81866,30687,74641,18272,531,228
C-04_India,C1404,06,000,State - HARYANA,Rural,24-25,522686,127441,505594,116581,83964,28278,75944,20428,131258,25938,102295,19265,61409,15372,50351,7204,373,96
C-04_India,C1404,06,000,State - HARYANA,Rural,26-27,201702,40078,198052,38145,45745,10650,38010,6965,52797,8136,32201,5838,18503,4991,10653,1525,143,40
C-04_India,C1404,06,000,State - HARYANA,Rural,28-29,111252,21883,108931,20445,24376,4745,21259,3295,27745,4468,17089,3342,11493,3569,6908,999,61,27
C-04_India,C1404,06,000,State - HARYANA,Rural,30-31,69073,10024,66311,8854,10900,1516,11049,1320,14711,1747,11825,1819,10802,1874,6982,569,42,9
C-04_India,C1404,06,000,State - HARYANA,Rural,32-33,22216,3213,21654,2979,5415,626,4003,462,4738,629,3850,740,2444,402,1188,119,16,1
C-04_India,C1404,06,000,State - HARYANA,Rural,34 +,30881,5756,29003,4025,5482,742,3909,452,6464,1071,7242,1234,3509,375,2384,149,13,2
C-04_India,C1404,06,000,State - HARYANA,Rural,Not stated,164679,142267,148058,124677,0,0,0,0,0,0,0,0,0,0,0,0,148058,124677
C-04_India,C1404,06,000,State - HARYANA,Urban,All ages,2343678,2456969,2250080,2195720,299732,289747,322727,313633,584194,574041,467174,455088,267311,259945,203952,202377,104990,100889
C-04_India,C1404,06,000,State - HARYANA,Urban,Less than 10,25072,31932,24315,28613,5,21,58,97,1508,4855,7748,8964,6049,6409,8916,8236,31,31
C-04_India,C1404,06,000,State - HARYANA,Urban,10-11,4152,15515,3832,13414,18,70,85,433,732,2927,982,3368,797,2621,1214,3977,4,18
C-04_India,C1404,06,000,State - HARYANA,Urban,12-13,6756,42271,6100,35416,66,316,264,1805,1334,8804,1502,8931,1087,6528,1843,9007,4,25
C-04_India,C1404,06,000,State - HARYANA,Urban,14-15,24573,164923,21380,133023,542,3028,1278,9820,5076,34098,4987,33661,3688,22675,5793,29644,16,97
C-04_India,C1404,06,000,State - HARYANA,Urban,16-17,64025,329579,57972,283475,3564,21533,6262,35580,16220,81562,12598,67317,8029,38798,11232,38484,67,201
C-04_India,C1404,06,000,State - HARYANA,Urban,18-19,214689,636469,200587,573144,19820,70655,26673,85207,54623,164340,43714,129816,26089,68483,29507,54174,161,469
C-04_India,C1404,06,000,State - HARYANA,Urban,20-21,488445,516834,463692,462603,50193,65508,65178,74039,126036,128405,106260,102085,59291,55416,56383,36750,351,400
C-04_India,C1404,06,000,State - HARYANA,Urban,22-23,430378,298763,418354,281668,58516,53994,64206,51456,118483,78620,93276,54212,49753,30261,33795,12894,325,231
C-04_India,C1404,06,000,State - HARYANA,Urban,24-25,428611,178524,417082,167304,61523,40210,63413,31903,115882,43210,92684,28343,53257,17559,30046,5932,277,147
C-04_India,C1404,06,000,State - HARYANA,Urban,26-27,255526,72561,251200,69290,49148,20713,44424,13955,69747,16096,49346,10190,27049,6425,11333,1856,153,55
C-04_India,C1404,06,000,State - HARYANA,Urban,28-29,159653,31779,156659,29835,32038,8650,28694,5941,41896,6772,29137,4659,17263,2912,7526,873,105,28
C-04_India,C1404,06,000,State - HARYANA,Urban,30-31,78567,12180,76386,10951,13874,2846,13738,2035,19899,2455,14611,1964,9910,1272,4308,370,46,9
C-04_India,C1404,06,000,State - HARYANA,Urban,32-33,25728,4145,25151,3806,5585,1127,4647,705,6515,830,4805,713,2567,334,1015,94,17,3
C-04_India,C1404,06,000,State - HARYANA,Urban,34 +,24923,4835,23945,4007,4840,1076,3807,657,6243,1067,5524,865,2482,252,1041,86,8,4
C-04_India,C1404,06,000,State - HARYANA,Urban,Not stated,112580,116659,103425,99171,0,0,0,0,0,0,0,0,0,0,0,0,103425,99171
C-04_India,C1404,07,000,State - NCT OF DELHI,Total,All ages,4364677,4448441,4200228,3961689,574020,528800,612239,566397,1147318,1079974,913773,864492,471750,450972,324646,317642,156482,153412
C-04_India,C1404,07,000,State - NCT OF DELHI,Total,Less than 10,61155,93190,59095,82993,8,26,65,156,3460,13471,19381,26375,15777,20499,20352,22388,52,78
C-04_India,C1404,07,000,State - NCT OF DELHI,Total,10-11,7164,30617,6570,25746,20,59,124,565,1102,5011,1752,6873,1464,5601,2098,7599,10,38
C-04_India,C1404,07,000,State - NCT OF DELHI,Total,12-13,11688,88657,10419,72853,71,324,298,2714,1962,17684,2934,21347,2172,13865,2971,16869,11,50
C-04_India,C1404,07,000,State - NCT OF DELHI,Total,14-15,50476,334281,43689,267535,625,4017,1934,16986,9578,72871,12133,77025,8461,46572,10926,49905,32,159
C-04_India,C1404,07,000,State - NCT OF DELHI,Total,16-17,125615,609311,114803,522495,4783,34808,10044,63913,33944,163500,30458,135518,16556,67308,18929,57142,89,306
C-04_India,C1404,07,000,State - NCT OF DELHI,Total,18-19,386786,989579,363422,887570,29136,108248,44097,134803,107949,268455,91489,209632,46171,97186,44387,68673,193,573
C-04_India,C1404,07,000,State - NCT OF DELHI,Total,20-21,817654,899352,776266,803779,80341,118059,108337,132150,229115,232330,191043,178669,91386,88235,75604,53840,440,496
C-04_India,C1404,07,000,State - NCT OF DELHI,Total,22-23,734119,555998,714377,521202,103540,102053,112426,94380,215420,147092,160510,102182,75352,52945,46720,22216,409,334
C-04_India,C1404,07,000,State - NCT OF DELHI,Total,24-25,788677,367938,765995,342021,113549,79132,120462,64188,222124,91045,171616,61108,89981,34512,47839,11833,424,203
C-04_India,C1404,07,000,State - NCT OF DELHI,Total,26-27,504302,166490,495307,158105,97170,45537,86797,31160,137293,38329,99441,25033,51174,13807,23236,4143,196,96
C-04_India,C1404,07,000,State - NCT OF DELHI,Total,28-29,356981,78160,350276,73238,72392,21421,63282,14584,94365,17408,67026,11596,36750,6352,16306,1831,155,46
C-04_India,C1404,07,000,State - NCT OF DELHI,Total,30-31,204500,34541,198969,30983,38588,8353,37235,6401,52507,7356,37750,5257,22951,2765,9836,835,102,16
C-04_India,C1404,07,000,State - NCT OF DELHI,Total,32-33,76876,12148,75237,11276,17988,3424,14309,2318,19407,2661,13598,1910,7007,739,2896,218,32,6
C-04_India,C1404,07,000,State - NCT OF DELHI,Total,34 +,73735,12538,71496,10893,15809,3339,12829,2079,19092,2761,14642,1967,6548,586,2546,150,30,11
C-04_India,C1404,07,000,State - NCT OF DELHI,Total,Not stated,164949,175641,154307,151000,0,0,0,0,0,0,0,0,0,0,0,0,154307,151000
C-04_India,C1404,07,000,State - NCT OF DELHI,Rural,All ages,106117,110312,101914,98819,14501,13729,15050,14628,28404,27622,21220,20703,10447,10298,8895,8817,3397,3022
C-04_India,C1404,07,000,State - NCT OF DELHI,Rural,Less than 10,1223,2443,1149,2175,0,1,0,7,99,406,367,680,308,510,375,568,0,3
C-04_India,C1404,07,000,State - NCT OF DELHI,Rural,10-11,238,1030,218,877,3,5,6,31,41,180,45,202,47,174,74,279,2,6
C-04_India,C1404,07,000,State - NCT OF DELHI,Rural,12-13,402,3068,356,2572,2,16,3,89,67,637,80,701,70,469,133,657,1,3
C-04_India,C1404,07,000,State - NCT OF DELHI,Rural,14-15,1715,11571,1433,9343,21,190,83,693,297,2503,360,2560,231,1467,440,1925,1,5
C-04_India,C1404,07,000,State - NCT OF DELHI,Rural,16-17,4736,21068,4246,18531,203,1490,391,2458,1160,5766,981,4580,590,2206,916,2021,5,10
C-04_India,C1404,07,000,State - NCT OF DELHI,Rural,18-19,13444,30559,12655,28015,1204,4036,1543,4498,3548,8746,2964,6201,1531,2633,1858,1880,7,21
C-04_India,C1404,07,000,State - NCT OF DELHI,Rural,20-21,26790,21589,25550,19522,2948,3656,3509,3660,7354,5709,6152,3717,2948,1665,2628,1101,11,14
C-04_India,C1404,07,000,State - NCT OF DELHI,Rural,22-23,20932,9039,20505,8695,3481,2456,3287,1895,6238,2223,4372,1256,1933,629,1178,230,16,6
C-04_India,C1404,07,000,State - NCT OF DELHI,Rural,24-25,17232,4080,16877,3858,3027,1157,2892,832,5195,953,3334,489,1598,327,819,99,12,1
C-04_India,C1404,07,000,State - NCT OF DELHI,Rural,26-27,7605,1333,7532,1274,1776,436,1639,268,2186,295,1248,155,509,96,171,23,3,1
C-04_India,C1404,07,000,State - NCT OF DELHI,Rural,28-29,4358,610,4289,581,1008,169,971,119,1227,114,627,88,308,72,146,18,2,1
C-04_India,C1404,07,000,State - NCT OF DELHI,Rural,30-31,2290,279,2231,248,441,56,447,56,582,50,399,36,254,35,106,15,2,0
C-04_India,C1404,07,000,State - NCT OF DELHI,Rural,32-33,770,86,758,80,214,22,161,17,189,17,110,15,64,8,20,1,0,0
C-04_India,C1404,07,000,State - NCT OF DELHI,Rural,34 +,816,143,781,97,173,39,118,5,221,23,181,23,56,7,31,0,1,0
C-04_India,C1404,07,000,State - NCT OF DELHI,Rural,Not stated,3566,3414,3334,2951,0,0,0,0,0,0,0,0,0,0,0,0,3334,2951
C-04_India,C1404,07,000,State - NCT OF DELHI,Urban,All ages,4258560,4338129,4098314,3862870,559519,515071,597189,551769,1118914,1052352,892553,843789,461303,440674,315751,308825,153085,150390
C-04_India,C1404,07,000,State - NCT OF DELHI,Urban,Less than 10,59932,90747,57946,80818,8,25,65,149,3361,13065,19014,25695,15469,19989,19977,21820,52,75
C-04_India,C1404,07,000,State - NCT OF DELHI,Urban,10-11,6926,29587,6352,24869,17,54,118,534,1061,4831,1707,6671,1417,5427,2024,7320,8,32
C-04_India,C1404,07,000,State - NCT OF DELHI,Urban,12-13,11286,85589,10063,70281,69,308,295,2625,1895,17047,2854,20646,2102,13396,2838,16212,10,47
C-04_India,C1404,07,000,State - NCT OF DELHI,Urban,14-15,48761,322710,42256,258192,604,3827,1851,16293,9281,70368,11773,74465,8230,45105,10486,47980,31,154
C-04_India,C1404,07,000,State - NCT OF DELHI,Urban,16-17,120879,588243,110557,503964,4580,33318,9653,61455,32784,157734,29477,130938,15966,65102,18013,55121,84,296
C-04_India,C1404,07,000,State - NCT OF DELHI,Urban,18-19,373342,959020,350767,859555,27932,104212,42554,130305,104401,259709,88525,203431,44640,94553,42529,66793,186,552
C-04_India,C1404,07,000,State - NCT OF DELHI,Urban,20-21,790864,877763,750716,784257,77393,114403,104828,128490,221761,226621,184891,174952,88438,86570,72976,52739,429,482
C-04_India,C1404,07,000,State - NCT OF DELHI,Urban,22-23,713187,546959,693872,512507,100059,99597,109139,92485,209182,144869,156138,100926,73419,52316,45542,21986,393,328
C-04_India,C1404,07,000,State - NCT OF DELHI,Urban,24-25,771445,363858,749118,338163,110522,77975,117570,63356,216929,90092,168282,60619,88383,34185,47020,11734,412,202
C-04_India,C1404,07,000,State - NCT OF DELHI,Urban,26-27,496697,165157,487775,156831,95394,45101,85158,30892,135107,38034,98193,24878,50665,13711,23065,4120,193,95
C-04_India,C1404,07,000,State - NCT OF DELHI,Urban,28-29,352623,77550,345987,72657,71384,21252,62311,14465,93138,17294,66399,11508,36442,6280,16160,1813,153,45
C-04_India,C1404,07,000,State - NCT OF DELHI,Urban,30-31,202210,34262,196738,30735,38147,8297,36788,6345,51925,7306,37351,5221,22697,2730,9730,820,100,16
C-04_India,C1404,07,000,State - NCT OF DELHI,Urban,32-33,76106,12062,74479,11196,17774,3402,14148,2301,19218,2644,13488,1895,6943,731,2876,217,32,6
C-04_India,C1404,07,000,State - NCT OF DELHI,Urban,34 +,72919,12395,70715,10796,15636,3300,12711,2074,18871,2738,14461,1944,6492,579,2515,150,29,11
C-04_India,C1404,07,000,State - NCT OF DELHI,Urban,Not stated,161383,172227,150973,148049,0,0,0,0,0,0,0,0,0,0,0,0,150973,148049
C-04_India,C1404,08,000,State - RAJASTHAN,Total,All ages,16953980,18750626,16228226,16676186,2213381,2305576,2199684,2255143,4058567,4196080,3257807,3323595,1967325,1996111,1819040,1866845,712422,732836
C-04_India,C1404,08,000,State - RAJASTHAN,Total,Less than 10,320643,708548,304718,636016,7244,14430,12848,26776,63237,155066,76273,150932,58874,121313,85176,165098,1066,2401
C-04_India,C1404,08,000,State - RAJASTHAN,Total,10-11,188572,495220,174259,428611,13270,25832,15394,32667,37466,88139,36058,89209,28814,76792,42816,114699,441,1273
C-04_India,C1404,08,000,State - RAJASTHAN,Total,12-13,254087,883020,236436,776113,23139,51499,22778,70112,54257,186020,49532,168756,37920,132961,48253,164624,557,2141
C-04_India,C1404,08,000,State - RAJASTHAN,Total,14-15,723651,2229060,661049,1880542,59009,149985,62304,201350,150223,473212,136822,404537,107886,294664,143214,351113,1591,5681
C-04_India,C1404,08,000,State - RAJASTHAN,Total,16-17,1191658,3676536,1118531,3284994,150536,486470,152110,481136,298444,897666,215568,665151,142052,398433,156969,345421,2852,10717
C-04_India,C1404,08,000,State - RAJASTHAN,Total,18-19,2816802,5859770,2690287,5385227,424998,919344,393853,831742,718229,1459096,520838,1110743,316345,593003,308694,452871,7330,18428
C-04_India,C1404,08,000,State - RAJASTHAN,Total,20-21,5507017,2746696,5276741,2346202,728273,365230,754874,370522,1391374,608014,1128290,510765,657470,268604,599379,213999,17081,9068
C-04_India,C1404,08,000,State - RAJASTHAN,Total,22-23,2504586,785317,2442962,730487,364065,156507,363714,138580,654491,194234,540565,135792,297019,65178,215557,37482,7551,2714
C-04_India,C1404,08,000,State - RAJASTHAN,Total,24-25,1546084,352665,1501205,319892,211529,77647,220498,62034,386652,81668,333109,54024,196909,28256,148095,15196,4413,1067
C-04_India,C1404,08,000,State - RAJASTHAN,Total,26-27,535155,114020,527583,108536,111095,33333,93786,21921,142248,26478,99777,15867,50845,7751,28352,2845,1480,341
C-04_India,C1404,08,000,State - RAJASTHAN,Total,28-29,315380,59438,310290,55363,65415,15009,55259,10380,81961,14147,56644,8868,31999,4857,18316,1945,696,157
C-04_India,C1404,08,000,State - RAJASTHAN,Total,30-31,195199,29282,188895,25197,29174,5311,31773,4589,46791,6466,37478,4812,25933,2811,17326,1129,420,79
C-04_India,C1404,08,000,State - RAJASTHAN,Total,32-33,56768,8762,55670,8045,12534,2183,9956,1522,14546,2067,10137,1433,5785,643,2583,178,129,19
C-04_India,C1404,08,000,State - RAJASTHAN,Total,34 +,76552,17308,72911,12242,13100,2796,10537,1812,18648,3807,16716,2706,9474,845,4310,245,126,31
C-04_India,C1404,08,000,State - RAJASTHAN,Total,Not stated,721826,784984,666689,678719,0,0,0,0,0,0,0,0,0,0,0,0,666689,678719
C-04_India,C1404,08,000,State - RAJASTHAN,Rural,All ages,12616312,14049024,12043696,12476844,1665914,1752726,1621967,1677926,2991091,3118685,2385187,2453615,1459526,1492811,1412551,1457615,507460,523466
C-04_India,C1404,08,000,State - RAJASTHAN,Rural,Less than 10,251576,583822,237932,525439,6982,13810,12148,25056,56056,132938,56452,120842,42626,96801,62805,133998,863,1994
C-04_India,C1404,08,000,State - RAJASTHAN,Rural,10-11,163519,401735,150956,349030,12715,24514,14327,29321,32843,72368,30382,70450,24176,60356,36114,90896,399,1125
C-04_India,C1404,08,000,State - RAJASTHAN,Rural,12-13,219857,697414,204813,620022,21970,47783,20713,60022,47203,149879,41977,131775,31940,103104,40528,125676,482,1783
C-04_India,C1404,08,000,State - RAJASTHAN,Rural,14-15,612575,1716634,560907,1458035,54743,133306,55307,164820,128080,368319,114019,302650,89422,219965,117954,264398,1382,4577
C-04_India,C1404,08,000,State - RAJASTHAN,Rural,16-17,1000724,2878688,940605,2578558,135376,409361,131206,385169,250951,700644,177845,506293,116562,301296,126216,267043,2449,8752
C-04_India,C1404,08,000,State - RAJASTHAN,Rural,18-19,2298710,4647020,2197416,4271573,367127,749312,329321,660548,588447,1147073,417164,864929,249267,464158,239916,370193,6174,15360
C-04_India,C1404,08,000,State - RAJASTHAN,Rural,20-21,4404543,1916723,4217166,1603572,601388,248476,608761,246813,1109027,401600,889824,346265,514488,187387,479476,166145,14202,6886
C-04_India,C1404,08,000,State - RAJASTHAN,Rural,22-23,1741527,415580,1695369,379587,253739,77627,248137,69026,447173,95166,372678,72655,207087,37393,161039,25967,5516,1753
C-04_India,C1404,08,000,State - RAJASTHAN,Rural,24-25,894119,151457,863403,131684,115359,28658,121731,23690,211038,31195,188736,23862,119518,14071,104107,9619,2914,589
C-04_India,C1404,08,000,State - RAJASTHAN,Rural,26-27,227342,38535,223624,36233,47359,10493,38070,6765,55836,8340,40861,5650,23979,3306,16737,1516,782,163
C-04_India,C1404,08,000,State - RAJASTHAN,Rural,28-29,129497,24275,127133,22349,26312,5429,20706,3643,29986,5588,23002,3844,15721,2563,11038,1206,368,76
C-04_India,C1404,08,000,State - RAJASTHAN,Rural,30-31,92771,13051,88953,10881,11291,1843,12879,1743,19152,2763,18012,2227,15394,1562,11970,699,255,44
C-04_India,C1404,08,000,State - RAJASTHAN,Rural,32-33,24751,3513,24242,3217,5271,821,3761,530,5697,775,4610,610,3199,366,1632,103,72,12
C-04_India,C1404,08,000,State - RAJASTHAN,Rural,34 +,42109,9836,39661,6334,6282,1293,4900,780,9602,2037,9625,1563,6147,483,3019,156,86,22
C-04_India,C1404,08,000,State - RAJASTHAN,Rural,Not stated,512692,550741,471516,480330,0,0,0,0,0,0,0,0,0,0,0,0,471516,480330
C-04_India,C1404,08,000,State - RAJASTHAN,Urban,All ages,4337668,4701602,4184530,4199342,547467,552850,577717,577217,1067476,1077395,872620,869980,507799,503300,406489,409230,204962,209370
C-04_India,C1404,08,000,State - RAJASTHAN,Urban,Less than 10,69067,124726,66786,110577,262,620,700,1720,7181,22128,19821,30090,16248,24512,22371,31100,203,407
C-04_India,C1404,08,000,State - RAJASTHAN,Urban,10-11,25053,93485,23303,79581,555,1318,1067,3346,4623,15771,5676,18759,4638,16436,6702,23803,42,148
C-04_India,C1404,08,000,State - RAJASTHAN,Urban,12-13,34230,185606,31623,156091,1169,3716,2065,10090,7054,36141,7555,36981,5980,29857,7725,38948,75,358
C-04_India,C1404,08,000,State - RAJASTHAN,Urban,14-15,111076,512426,100142,422507,4266,16679,6997,36530,22143,104893,22803,101887,18464,74699,25260,86715,209,1104
C-04_India,C1404,08,000,State - RAJASTHAN,Urban,16-17,190934,797848,177926,706436,15160,77109,20904,95967,47493,197022,37723,158858,25490,97137,30753,78378,403,1965
C-04_India,C1404,08,000,State - RAJASTHAN,Urban,18-19,518092,1212750,492871,1113654,57871,170032,64532,171194,129782,312023,103674,245814,67078,128845,68778,82678,1156,3068
C-04_India,C1404,08,000,State - RAJASTHAN,Urban,20-21,1102474,829973,1059575,742630,126885,116754,146113,123709,282347,206414,238466,164500,142982,81217,119903,47854,2879,2182
C-04_India,C1404,08,000,State - RAJASTHAN,Urban,22-23,763059,369737,747593,350900,110326,78880,115577,69554,207318,99068,167887,63137,89932,27785,54518,11515,2035,961
C-04_India,C1404,08,000,State - RAJASTHAN,Urban,24-25,651965,201208,637802,188208,96170,48989,98767,38344,175614,50473,144373,30162,77391,14185,43988,5577,1499,478
C-04_India,C1404,08,000,State - RAJASTHAN,Urban,26-27,307813,75485,303959,72303,63736,22840,55716,15156,86412,18138,58916,10217,26866,4445,11615,1329,698,178
C-04_India,C1404,08,000,State - RAJASTHAN,Urban,28-29,185883,35163,183157,33014,39103,9580,34553,6737,51975,8559,33642,5024,16278,2294,7278,739,328,81
C-04_India,C1404,08,000,State - RAJASTHAN,Urban,30-31,102428,16231,99942,14316,17883,3468,18894,2846,27639,3703,19466,2585,10539,1249,5356,430,165,35
C-04_India,C1404,08,000,State - RAJASTHAN,Urban,32-33,32017,5249,31428,4828,7263,1362,6195,992,8849,1292,5527,823,2586,277,951,75,57,7
C-04_India,C1404,08,000,State - RAJASTHAN,Urban,34 +,34443,7472,33250,5908,6818,1503,5637,1032,9046,1770,7091,1143,3327,362,1291,89,40,9
C-04_India,C1404,08,000,State - RAJASTHAN,Urban,Not stated,209134,234243,195173,198389,0,0,0,0,0,0,0,0,0,0,0,0,195173,198389
C-04_India,C1404,09,000,State - UTTAR PRADESH,Total,All ages,45127318,49213435,42265528,44185230,4437679,4916448,5213396,5564045,10613527,11319907,8404679,8752139,4985704,5118756,5219232,5135068,3391311,3378867
C-04_India,C1404,09,000,State - UTTAR PRADESH,Total,Less than 10,637783,1343837,583970,1211434,669,1655,2776,7385,81848,258070,153045,326139,123219,247987,218158,360401,4255,9797
C-04_India,C1404,09,000,State - UTTAR PRADESH,Total,10-11,330301,809660,290637,714173,1429,4536,7275,26375,51621,165069,66583,178746,54083,132096,107505,201179,2141,6172
C-04_India,C1404,09,000,State - UTTAR PRADESH,Total,12-13,280876,1005662,244778,878246,3534,14166,10640,51100,45164,191886,53150,195067,43463,156368,87349,263818,1478,5841
C-04_India,C1404,09,000,State - UTTAR PRADESH,Total,14-15,909526,3408318,764266,2868306,21089,106478,40293,226873,142148,693767,155348,632202,131272,474602,270306,718101,3810,16283
C-04_India,C1404,09,000,State - UTTAR PRADESH,Total,16-17,2156290,8454784,1908135,7596270,129055,740753,187957,962207,480617,2194162,385763,1629258,276654,978149,437896,1044206,10193,47535
C-04_India,C1404,09,000,State - UTTAR PRADESH,Total,18-19,7559179,17722320,7016475,16434447,725829,2133299,892598,2393896,1966681,4825842,1461477,3487170,877278,1862559,1061746,1650181,30866,81500
C-04_India,C1404,09,000,State - UTTAR PRADESH,Total,20-21,15789292,8342128,14890721,7236579,1541190,1024071,2019865,1127052,4213070,1951187,3281599,1552046,1841403,849764,1915137,685373,78457,47086
C-04_India,C1404,09,000,State - UTTAR PRADESH,Total,22-23,6556258,2464278,6330523,2276950,866006,455459,931482,423552,1809305,591439,1373373,430129,745356,230182,569432,129210,35569,16979
C-04_India,C1404,09,000,State - UTTAR PRADESH,Total,24-25,4107254,1180733,3940725,1054241,521249,230608,563889,197816,1040184,258293,876156,187753,536582,115356,380544,56442,22121,7973
C-04_India,C1404,09,000,State - UTTAR PRADESH,Total,26-27,1266206,377245,1238212,354716,264702,105421,222137,70960,322180,83097,229671,52815,128400,28675,63161,10623,7961,3125
C-04_India,C1404,09,000,State - UTTAR PRADESH,Total,28-29,862626,252223,839989,231102,181357,60221,153015,43238,210619,55974,150610,38221,93678,23053,46466,8747,4244,1648
C-04_India,C1404,09,000,State - UTTAR PRADESH,Total,30-31,629573,128844,602297,108855,90313,20632,109613,20510,144757,26140,121664,22204,87960,13577,44433,4854,3557,938
C-04_India,C1404,09,000,State - UTTAR PRADESH,Total,32-33,187589,37941,182720,34398,44686,8686,35106,6265,43940,8502,33623,6936,17826,2894,6387,803,1152,312
C-04_India,C1404,09,000,State - UTTAR PRADESH,Total,34 +,263624,69615,247940,52225,46571,10463,36750,6816,61393,16479,62617,13453,28530,3494,10712,1130,1367,390
C-04_India,C1404,09,000,State - UTTAR PRADESH,Total,Not stated,3590941,3615847,3184140,3133288,0,0,0,0,0,0,0,0,0,0,0,0,3184140,3133288
C-04_India,C1404,09,000,State - UTTAR PRADESH,Rural,All ages,34915990,38232850,32553832,34384960,3392138,3806387,4003208,4312530,8195825,8852816,6367146,6727003,3841781,4004849,4351220,4310741,2402514,2370634
C-04_India,C1404,09,000,State - UTTAR PRADESH,Rural,Less than 10,514421,1142049,466324,1029774,596,1462,2450,6618,72931,222760,117972,270347,94022,206494,175122,314122,3231,7971
C-04_India,C1404,09,000,State - UTTAR PRADESH,Rural,10-11,295980,689060,259496,606933,1308,4035,6616,23058,45845,139853,58302,149467,47750,110139,97844,175282,1831,5099
C-04_India,C1404,09,000,State - UTTAR PRADESH,Rural,12-13,254487,857553,221374,751464,3333,13122,9773,44568,40536,163064,47287,163290,39091,131756,80074,230905,1280,4759
C-04_India,C1404,09,000,State - UTTAR PRADESH,Rural,14-15,821125,2843463,689915,2401320,19882,96392,36844,195692,128030,581591,138560,513640,117471,387790,245845,613415,3283,12800
C-04_India,C1404,09,000,State - UTTAR PRADESH,Rural,16-17,1918318,7118339,1697812,6425115,118408,650942,169091,824148,425159,1847080,339125,1347245,243903,815050,393505,902196,8621,38454
C-04_India,C1404,09,000,State - UTTAR PRADESH,Rural,18-19,6594475,14623241,6125006,13602391,650725,1807980,789001,2000520,1717113,3982089,1255283,2816480,753398,1519640,934128,1412697,25358,62985
C-04_India,C1404,09,000,State - UTTAR PRADESH,Rural,20-21,13189676,6007262,12432437,5175433,1320758,756187,1712481,810515,3513453,1376702,2677912,1072074,1510282,601029,1635615,528094,61936,30832
C-04_India,C1404,09,000,State - UTTAR PRADESH,Rural,22-23,4767604,1450056,4596672,1333745,653514,274633,683631,250079,1300384,334232,962634,242471,535687,137011,437366,86761,23456,8558
C-04_India,C1404,09,000,State - UTTAR PRADESH,Rural,24-25,2506203,576576,2393462,506463,329458,112109,344937,94373,613453,117224,507227,88044,327410,58675,259437,32869,11540,3169
