source_file,Table | Name,State | Code,Distt. | Code,Area Name,Total/ | Rural/ | Urban/,Age at | marriage | 1,Number of ever married | persons | Males | 2,Females | 3,Duration of marriage of currently married persons | All durations | Males | 4,Females | 5,0-4 | Males | 6,Females | 7,5-9 | Males | 8,Females | 9,10-19 | Males | 10,Females | 11,20-29 | Males | 12,Females | 13,30-39 | Males | 14,Females | 15,40 and above | Males | 16,Females | 17,Duration not known | Males | 18,Females | 19
C-04_India,C1404,29,000,State - KARNATAKA,Total,14-15,49269,1287943,41209,952461,1370,34361,2659,77184,9212,244619,10223,238547,6497,163974,11236,193557,12,219
C-04_India,C1404,29,000,State - KARNATAKA,Total,16-17,101488,2238093,89862,1808524,7868,217596,10547,248376,25421,519982,19187,396187,10883,225396,15921,200567,35,420
C-04_India,C1404,29,000,State - KARNATAKA,Total,18-19,538459,5434190,497220,4641318,52166,709292,64267,731841,134440,1308202,106980,979727,60160,524513,79072,386484,135,1259
C-04_India,C1404,29,000,State - KARNATAKA,Total,20-21,2305636,4032926,2182457,3290889,205424,435058,280289,517566,571862,868968,509571,731607,279987,426375,334753,310387,571,928
C-04_India,C1404,29,000,State - KARNATAKA,Total,22-23,2298609,1493632,2233560,1334323,308934,296188,330180,244921,630696,357951,499454,246662,254196,127554,209604,60656,496,391
C-04_India,C1404,29,000,State - KARNATAKA,Total,24-25,3253876,1089661,3143214,937605,360898,205183,396021,161924,833443,247190,734142,173393,451415,102584,366508,47003,787,328
C-04_India,C1404,29,000,State - KARNATAKA,Total,26-27,1667838,419433,1638615,385153,317745,109254,267052,73086,448118,99903,319201,61703,184263,31092,101840,9970,396,145
C-04_India,C1404,29,000,State - KARNATAKA,Total,28-29,1576622,254870,1549156,226354,288651,57302,264632,43909,416116,60326,296088,37779,187247,20509,96038,6460,384,69
C-04_India,C1404,29,000,State - KARNATAKA,Total,30-31,1336675,144775,1305514,117508,185824,22373,217667,23314,346017,31915,267138,22252,189504,13157,99032,4459,332,38
C-04_India,C1404,29,000,State - KARNATAKA,Total,32-33,488939,43373,482413,38723,103100,10705,90746,7798,134482,10640,89266,6338,47041,2493,17686,736,92,13
C-04_India,C1404,29,000,State - KARNATAKA,Total,34 +,571609,60758,560621,46439,111085,11667,96552,8398,153494,13870,116245,8778,60358,2935,22776,764,111,27
C-04_India,C1404,29,000,State - KARNATAKA,Total,Not stated,950888,1073501,893150,830215,0,0,0,0,0,0,0,0,0,0,0,0,893150,830215
C-04_India,C1404,29,000,State - KARNATAKA,Rural,All ages,9415093,11547625,9058461,9398381,1100289,1218001,1169769,1263559,2223676,2389361,1909483,1960960,1156587,1164059,1020278,980416,478379,422025
C-04_India,C1404,29,000,State - KARNATAKA,Rural,Less than 10,143116,392384,138745,320836,64,822,219,2338,7556,81338,40517,88093,35132,67584,55201,80597,56,64
C-04_India,C1404,29,000,State - KARNATAKA,Rural,10-11,8797,82796,8140,60568,96,1506,292,2899,1640,12762,2383,13126,1398,10439,2326,19814,5,22
C-04_India,C1404,29,000,State - KARNATAKA,Rural,12-13,11209,250408,9745,173720,256,3943,577,11745,2207,43832,2623,42410,1566,30212,2514,41539,2,39
C-04_India,C1404,29,000,State - KARNATAKA,Rural,14-15,33895,888352,28582,661273,1145,26437,1993,54318,6299,165519,6514,161499,4365,114186,8258,139181,8,133
C-04_India,C1404,29,000,State - KARNATAKA,Rural,16-17,70149,1510374,62327,1217465,6060,155224,7422,166611,17079,342643,12584,263249,7455,151498,11706,138024,21,216
C-04_India,C1404,29,000,State - KARNATAKA,Rural,18-19,382024,3653119,352611,3105627,38412,479920,44778,476932,92656,857408,74813,659931,42774,358565,59076,272156,102,715
C-04_India,C1404,29,000,State - KARNATAKA,Rural,20-21,1646693,2573532,1554825,2046269,147228,251728,194416,304730,393760,519739,361134,468639,202486,282236,255446,218692,355,505
C-04_India,C1404,29,000,State - KARNATAKA,Rural,22-23,1574769,760502,1527740,659418,206956,143633,218654,118670,422196,171729,347199,125792,178083,65940,154352,33501,300,153
C-04_India,C1404,29,000,State - KARNATAKA,Rural,24-25,2114465,518343,2036429,421505,216711,80861,240378,67371,522416,109530,485477,83306,304203,53124,266811,27221,433,92
C-04_India,C1404,29,000,State - KARNATAKA,Rural,26-27,918022,161924,900127,143320,166676,37987,139495,25905,245581,38495,180554,24228,105658,12554,61992,4121,171,30
C-04_India,C1404,29,000,State - KARNATAKA,Rural,28-29,797429,102580,781905,87120,132366,19949,126024,16473,208162,23853,154383,15145,103900,8943,56944,2741,126,16
C-04_India,C1404,29,000,State - KARNATAKA,Rural,30-31,685808,64385,667610,48522,80235,7481,105356,9515,169729,13208,138218,9518,111136,6533,62824,2252,112,15
C-04_India,C1404,29,000,State - KARNATAKA,Rural,32-33,227831,15912,224860,13781,48540,3843,42524,2826,60199,3696,41195,2219,23539,953,8840,243,23,1
C-04_India,C1404,29,000,State - KARNATAKA,Rural,34 +,294038,27385,288193,18937,55544,4667,47641,3226,74196,5609,61889,3805,34892,1292,13988,334,43,4
C-04_India,C1404,29,000,State - KARNATAKA,Rural,Not stated,506848,545629,476622,420020,0,0,0,0,0,0,0,0,0,0,0,0,476622,420020
C-04_India,C1404,29,000,State - KARNATAKA,Urban,All ages,6005906,7081204,5829533,6021660,843286,898331,852349,897441,1496201,1571351,1144592,1163624,642592,636372,432275,442276,418238,412265
C-04_India,C1404,29,000,State - KARNATAKA,Urban,Less than 10,107261,183256,104860,154472,32,148,177,722,3444,34015,37366,50688,27721,33250,36086,35585,34,64
C-04_India,C1404,29,000,State - KARNATAKA,Urban,10-11,5147,30443,4798,22084,25,160,92,824,810,5348,1913,5633,965,4077,979,6033,14,9
C-04_India,C1404,29,000,State - KARNATAKA,Urban,12-13,5561,116387,4715,78849,37,774,149,4155,919,19851,1778,21661,846,14287,981,18081,5,40
C-04_India,C1404,29,000,State - KARNATAKA,Urban,14-15,15374,399591,12627,291188,225,7924,666,22866,2913,79100,3709,77048,2132,49788,2978,54376,4,86
C-04_India,C1404,29,000,State - KARNATAKA,Urban,16-17,31339,727719,27535,591059,1808,62372,3125,81765,8342,177339,6603,132938,3428,73898,4215,62543,14,204
C-04_India,C1404,29,000,State - KARNATAKA,Urban,18-19,156435,1781071,144609,1535691,13754,229372,19489,254909,41784,450794,32167,319796,17386,165948,19996,114328,33,544
C-04_India,C1404,29,000,State - KARNATAKA,Urban,20-21,658943,1459394,627632,1244620,58196,183330,85873,212836,178102,349229,148437,262968,77501,144139,79307,91695,216,423
C-04_India,C1404,29,000,State - KARNATAKA,Urban,22-23,723840,733130,705820,674905,101978,152555,111526,126251,208500,186222,152255,120870,76113,61614,55252,27155,196,238
C-04_India,C1404,29,000,State - KARNATAKA,Urban,24-25,1139411,571318,1106785,516100,144187,124322,155643,94553,311027,137660,248665,90087,147212,49460,99697,19782,354,236
C-04_India,C1404,29,000,State - KARNATAKA,Urban,26-27,749816,257509,738488,241833,151069,71267,127557,47181,202537,61408,138647,37475,78605,18538,39848,5849,225,115
C-04_India,C1404,29,000,State - KARNATAKA,Urban,28-29,779193,152290,767251,139234,156285,37353,138608,27436,207954,36473,141705,22634,83347,11566,39094,3719,258,53
C-04_India,C1404,29,000,State - KARNATAKA,Urban,30-31,650867,80390,637904,68986,105589,14892,112311,13799,176288,18707,128920,12734,78368,6624,36208,2207,220,23
C-04_India,C1404,29,000,State - KARNATAKA,Urban,32-33,261108,27461,257553,24942,54560,6862,48222,4972,74283,6944,48071,4119,23502,1540,8846,493,69,12
C-04_India,C1404,29,000,State - KARNATAKA,Urban,34 +,277571,33373,272428,27502,55541,7000,48911,5172,79298,8261,54356,4973,25466,1643,8788,430,68,23
C-04_India,C1404,29,000,State - KARNATAKA,Urban,Not stated,444040,527872,416528,410195,0,0,0,0,0,0,0,0,0,0,0,0,416528,410195
C-04_India,C1404,30,000,State - GOA,Total,All ages,376597,446875,363869,366094,47900,48279,51121,51363,92196,94087,69892,70815,43868,43288,28314,29496,30578,28766
C-04_India,C1404,30,000,State - GOA,Total,Less than 10,4859,10068,4720,8259,2,3,4,17,189,996,1465,2702,1264,2009,1788,2527,8,5
C-04_India,C1404,30,000,State - GOA,Total,10-11,679,1458,647,1009,3,6,3,30,81,227,200,329,187,170,171,246,2,1
C-04_India,C1404,30,000,State - GOA,Total,12-13,604,4280,536,2476,4,34,8,139,87,626,196,593,128,382,113,696,0,6
C-04_India,C1404,30,000,State - GOA,Total,14-15,1238,12735,1071,7914,20,204,44,627,246,2021,315,1767,199,1184,247,2101,0,10
C-04_India,C1404,30,000,State - GOA,Total,16-17,2158,22044,1915,15436,109,1303,214,1882,542,3842,476,3166,258,2330,315,2899,1,14
C-04_India,C1404,30,000,State - GOA,Total,18-19,8493,59392,7776,45289,823,5320,1125,5882,2058,11205,1584,9748,930,7140,1252,5966,4,28
C-04_India,C1404,30,000,State - GOA,Total,20-21,24664,71655,23148,55135,2420,5665,3214,7087,5971,14180,4840,13028,2968,8793,3708,6344,27,38
C-04_India,C1404,30,000,State - GOA,Total,22-23,28838,60988,27782,52045,3795,7067,3956,7624,7374,15357,5751,11986,3624,6602,3261,3374,21,35
C-04_India,C1404,30,000,State - GOA,Total,24-25,47812,64971,45993,56058,5414,8518,5786,9108,12060,17407,10044,11503,7159,6744,5496,2745,34,33
C-04_India,C1404,30,000,State - GOA,Total,26-27,40234,40969,39255,37196,6036,7383,5722,6966,10784,11587,8248,6691,5591,3395,2855,1147,19,27
C-04_India,C1404,30,000,State - GOA,Total,28-29,47786,29188,46703,26281,7351,5695,7319,5410,13104,7965,9529,4239,6394,2245,2982,708,24,19
C-04_India,C1404,30,000,State - GOA,Total,30-31,54453,18701,52962,16045,7069,3235,8503,3527,15182,4692,11266,2693,7503,1393,3410,493,29,12
C-04_India,C1404,30,000,State - GOA,Total,32-33,33083,7868,32431,7078,5486,1883,5811,1530,9785,1975,6570,1091,3482,447,1279,146,18,6
C-04_India,C1404,30,000,State - GOA,Total,34 +,49715,8817,48567,7345,9368,1963,9412,1534,14733,2007,9408,1279,4181,454,1437,104,28,4
C-04_India,C1404,30,000,State - GOA,Total,Not stated,31981,33741,30363,28528,0,0,0,0,0,0,0,0,0,0,0,0,30363,28528
C-04_India,C1404,30,000,State - GOA,Rural,All ages,139627,172260,134115,137493,17481,18275,18402,19101,32634,33992,24978,25816,16783,16759,11611,11893,12226,11657
C-04_India,C1404,30,000,State - GOA,Rural,Less than 10,1660,3779,1596,2942,0,0,1,6,51,267,426,941,449,743,667,983,2,2
C-04_India,C1404,30,000,State - GOA,Rural,10-11,212,506,200,306,0,1,0,7,26,50,50,95,51,59,73,94,0,0
C-04_India,C1404,30,000,State - GOA,Rural,12-13,177,1700,146,815,1,8,2,38,27,151,42,144,39,133,35,338,0,3
C-04_India,C1404,30,000,State - GOA,Rural,14-15,382,4862,306,2626,1,47,15,150,63,473,81,501,59,464,87,986,0,5
C-04_India,C1404,30,000,State - GOA,Rural,16-17,695,8503,567,5539,26,339,61,496,131,1147,134,1159,91,1077,124,1314,0,7
C-04_India,C1404,30,000,State - GOA,Rural,18-19,2969,23220,2623,16793,234,1557,327,1794,608,3981,502,3748,349,3100,603,2603,0,10
C-04_India,C1404,30,000,State - GOA,Rural,20-21,8824,29321,8065,21849,699,2028,892,2559,1819,5529,1630,5275,1232,3751,1780,2693,13,14
C-04_India,C1404,30,000,State - GOA,Rural,22-23,10533,23791,10037,20019,1103,2760,1207,3012,2540,5890,2161,4643,1553,2520,1462,1178,11,16
C-04_India,C1404,30,000,State - GOA,Rural,24-25,18388,24673,17531,20972,1711,3400,1915,3563,4358,6385,3977,4161,3081,2493,2475,956,14,14
C-04_India,C1404,30,000,State - GOA,Rural,26-27,14330,14838,13920,13400,2002,2870,1952,2697,3744,4220,2993,2215,2171,1037,1052,350,6,11
C-04_India,C1404,30,000,State - GOA,Rural,28-29,17142,10540,16705,9448,2637,2327,2668,2170,4589,2762,3400,1314,2327,680,1077,191,7,4
C-04_India,C1404,30,000,State - GOA,Rural,30-31,20476,7072,19870,6039,2769,1388,3307,1452,5613,1754,4090,867,2812,434,1269,139,10,5
C-04_India,C1404,30,000,State - GOA,Rural,32-33,12287,2834,12045,2534,2338,768,2324,586,3606,670,2242,345,1132,125,396,39,7,1
C-04_India,C1404,30,000,State - GOA,Rural,34 +,18805,3183,18363,2646,3960,782,3731,571,5459,713,3250,408,1437,143,511,29,15,0
C-04_India,C1404,30,000,State - GOA,Rural,Not stated,12747,13438,12141,11565,0,0,0,0,0,0,0,0,0,0,0,0,12141,11565
C-04_India,C1404,30,000,State - GOA,Urban,All ages,236970,274615,229754,228601,30419,30004,32719,32262,59562,60095,44914,44999,27085,26529,16703,17603,18352,17109
C-04_India,C1404,30,000,State - GOA,Urban,Less than 10,3199,6289,3124,5317,2,3,3,11,138,729,1039,1761,815,1266,1121,1544,6,3
C-04_India,C1404,30,000,State - GOA,Urban,10-11,467,952,447,703,3,5,3,23,55,177,150,234,136,111,98,152,2,1
C-04_India,C1404,30,000,State - GOA,Urban,12-13,427,2580,390,1661,3,26,6,101,60,475,154,449,89,249,78,358,0,3
C-04_India,C1404,30,000,State - GOA,Urban,14-15,856,7873,765,5288,19,157,29,477,183,1548,234,1266,140,720,160,1115,0,5
C-04_India,C1404,30,000,State - GOA,Urban,16-17,1463,13541,1348,9897,83,964,153,1386,411,2695,342,2007,167,1253,191,1585,1,7
C-04_India,C1404,30,000,State - GOA,Urban,18-19,5524,36172,5153,28496,589,3763,798,4088,1450,7224,1082,6000,581,4040,649,3363,4,18
C-04_India,C1404,30,000,State - GOA,Urban,20-21,15840,42334,15083,33286,1721,3637,2322,4528,4152,8651,3210,7753,1736,5042,1928,3651,14,24
C-04_India,C1404,30,000,State - GOA,Urban,22-23,18305,37197,17745,32026,2692,4307,2749,4612,4834,9467,3590,7343,2071,4082,1799,2196,10,19
C-04_India,C1404,30,000,State - GOA,Urban,24-25,29424,40298,28462,35086,3703,5118,3871,5545,7702,11022,6067,7342,4078,4251,3021,1789,20,19
C-04_India,C1404,30,000,State - GOA,Urban,26-27,25904,26131,25335,23796,4034,4513,3770,4269,7040,7367,5255,4476,3420,2358,1803,797,13,16
C-04_India,C1404,30,000,State - GOA,Urban,28-29,30644,18648,29998,16833,4714,3368,4651,3240,8515,5203,6129,2925,4067,1565,1905,517,17,15
C-04_India,C1404,30,000,State - GOA,Urban,30-31,33977,11629,33092,10006,4300,1847,5196,2075,9569,2938,7176,1826,4691,959,2141,354,19,7
C-04_India,C1404,30,000,State - GOA,Urban,32-33,20796,5034,20386,4544,3148,1115,3487,944,6179,1305,4328,746,2350,322,883,107,11,5
C-04_India,C1404,30,000,State - GOA,Urban,34 +,30910,5634,30204,4699,5408,1181,5681,963,9274,1294,6158,871,2744,311,926,75,13,4
C-04_India,C1404,30,000,State - GOA,Urban,Not stated,19234,20303,18222,16963,0,0,0,0,0,0,0,0,0,0,0,0,18222,16963
C-04_India,C1404,31,000,State - LAKSHADWEEP,Total,All ages,16157,18121,15616,15157,1787,1945,1908,1900,4081,3887,3389,3318,2128,2076,1523,1368,800,663
C-04_India,C1404,31,000,State - LAKSHADWEEP,Total,Less than 10,122,264,117,217,0,0,0,0,2,17,24,66,32,65,59,69,0,0
C-04_India,C1404,31,000,State - LAKSHADWEEP,Total,10-11,4,63,3,46,0,0,0,2,0,13,2,7,0,9,1,15,0,0
C-04_India,C1404,31,000,State - LAKSHADWEEP,Total,12-13,6,336,6,205,0,0,0,4,0,14,2,34,1,52,3,101,0,0
C-04_India,C1404,31,000,State - LAKSHADWEEP,Total,14-15,40,1317,33,910,0,3,0,8,3,117,5,241,3,250,22,291,0,0
C-04_India,C1404,31,000,State - LAKSHADWEEP,Total,16-17,106,2319,94,1794,3,56,5,86,12,413,16,539,13,417,45,283,0,0
C-04_India,C1404,31,000,State - LAKSHADWEEP,Total,18-19,508,5036,465,4209,13,316,18,461,83,1234,85,1135,87,692,177,367,2,4
C-04_India,C1404,31,000,State - LAKSHADWEEP,Total,20-21,1652,3602,1558,3072,52,438,96,463,340,936,395,713,321,350,353,171,1,1
C-04_India,C1404,31,000,State - LAKSHADWEEP,Total,22-23,2187,1932,2112,1770,126,413,157,365,553,565,578,274,418,117,278,35,2,1
C-04_India,C1404,31,000,State - LAKSHADWEEP,Total,24-25,3510,1274,3405,1151,252,320,362,259,1032,299,867,178,573,74,317,21,2,0
C-04_India,C1404,31,000,State - LAKSHADWEEP,Total,26-27,2507,599,2451,562,323,204,353,119,808,144,543,62,308,23,116,10,0,0
C-04_India,C1404,31,000,State - LAKSHADWEEP,Total,28-29,2189,327,2143,297,380,101,406,70,643,66,446,38,197,19,70,3,1,0
C-04_India,C1404,31,000,State - LAKSHADWEEP,Total,30-31,1480,179,1425,153,315,42,300,42,375,39,261,22,116,6,56,2,2,0
C-04_India,C1404,31,000,State - LAKSHADWEEP,Total,32-33,558,52,549,49,174,23,119,8,130,12,82,5,26,1,17,0,1,0
C-04_India,C1404,31,000,State - LAKSHADWEEP,Total,34 +,477,76,466,65,149,29,92,13,100,18,83,4,33,1,9,0,0,0
C-04_India,C1404,31,000,State - LAKSHADWEEP,Total,Not stated,811,745,789,657,0,0,0,0,0,0,0,0,0,0,0,0,789,657
C-04_India,C1404,31,000,State - LAKSHADWEEP,Rural,All ages,3580,3851,3432,3259,399,446,447,397,847,840,711,694,491,465,339,298,198,119
C-04_India,C1404,31,000,State - LAKSHADWEEP,Rural,Less than 10,28,97,27,84,0,0,0,0,0,6,3,23,7,24,17,31,0,0
C-04_India,C1404,31,000,State - LAKSHADWEEP,Rural,10-11,2,11,1,6,0,0,0,1,0,2,1,1,0,0,0,2,0,0
C-04_India,C1404,31,000,State - LAKSHADWEEP,Rural,12-13,0,72,0,46,0,0,0,0,0,5,0,10,0,12,0,19,0,0
C-04_India,C1404,31,000,State - LAKSHADWEEP,Rural,14-15,4,369,3,258,0,0,0,1,0,34,0,82,0,68,3,73,0,0
C-04_India,C1404,31,000,State - LAKSHADWEEP,Rural,16-17,26,592,23,477,0,13,2,24,3,113,5,149,4,120,9,58,0,0
C-04_India,C1404,31,000,State - LAKSHADWEEP,Rural,18-19,121,1049,107,878,4,95,3,97,31,276,27,215,17,126,25,69,0,0
C-04_India,C1404,31,000,State - LAKSHADWEEP,Rural,20-21,455,721,425,647,16,117,33,102,91,196,103,126,88,73,94,33,0,0
C-04_India,C1404,31,000,State - LAKSHADWEEP,Rural,22-23,605,400,578,373,39,90,47,86,137,115,159,49,127,25,67,8,2,0
C-04_India,C1404,31,000,State - LAKSHADWEEP,Rural,24-25,864,228,829,200,74,70,104,53,254,45,197,19,126,10,73,3,1,0
C-04_India,C1404,31,000,State - LAKSHADWEEP,Rural,26-27,450,99,441,92,68,32,71,20,124,23,101,12,56,4,21,1,0,0
C-04_India,C1404,31,000,State - LAKSHADWEEP,Rural,28-29,408,51,400,43,89,13,91,7,106,17,59,2,38,3,16,1,1,0
C-04_India,C1404,31,000,State - LAKSHADWEEP,Rural,30-31,273,19,259,18,63,5,62,4,65,5,39,4,20,0,8,0,2,0
C-04_India,C1404,31,000,State - LAKSHADWEEP,Rural,32-33,90,7,88,7,28,3,22,1,17,2,11,1,4,0,5,0,1,0
C-04_India,C1404,31,000,State - LAKSHADWEEP,Rural,34 +,60,11,60,11,18,8,12,1,19,1,6,1,4,0,1,0,0,0
C-04_India,C1404,31,000,State - LAKSHADWEEP,Rural,Not stated,194,125,191,119,0,0,0,0,0,0,0,0,0,0,0,0,191,119
C-04_India,C1404,31,000,State - LAKSHADWEEP,Urban,All ages,12577,14270,12184,11898,1388,1499,1461,1503,3234,3047,2678,2624,1637,1611,1184,1070,602,544
C-04_India,C1404,31,000,State - LAKSHADWEEP,Urban,Less than 10,94,167,90,133,0,0,0,0,2,11,21,43,25,41,42,38,0,0
C-04_India,C1404,31,000,State - LAKSHADWEEP,Urban,10-11,2,52,2,40,0,0,0,1,0,11,1,6,0,9,1,13,0,0
C-04_India,C1404,31,000,State - LAKSHADWEEP,Urban,12-13,6,264,6,159,0,0,0,4,0,9,2,24,1,40,3,82,0,0
C-04_India,C1404,31,000,State - LAKSHADWEEP,Urban,14-15,36,948,30,652,0,3,0,7,3,83,5,159,3,182,19,218,0,0
C-04_India,C1404,31,000,State - LAKSHADWEEP,Urban,16-17,80,1727,71,1317,3,43,3,62,9,300,11,390,9,297,36,225,0,0
C-04_India,C1404,31,000,State - LAKSHADWEEP,Urban,18-19,387,3987,358,3331,9,221,15,364,52,958,58,920,70,566,152,298,2,4
C-04_India,C1404,31,000,State - LAKSHADWEEP,Urban,20-21,1197,2881,1133,2425,36,321,63,361,249,740,292,587,233,277,259,138,1,1
C-04_India,C1404,31,000,State - LAKSHADWEEP,Urban,22-23,1582,1532,1534,1397,87,323,110,279,416,450,419,225,291,92,211,27,0,1
C-04_India,C1404,31,000,State - LAKSHADWEEP,Urban,24-25,2646,1046,2576,951,178,250,258,206,778,254,670,159,447,64,244,18,1,0
C-04_India,C1404,31,000,State - LAKSHADWEEP,Urban,26-27,2057,500,2010,470,255,172,282,99,684,121,442,50,252,19,95,9,0,0
C-04_India,C1404,31,000,State - LAKSHADWEEP,Urban,28-29,1781,276,1743,254,291,88,315,63,537,49,387,36,159,16,54,2,0,0
C-04_India,C1404,31,000,State - LAKSHADWEEP,Urban,30-31,1207,160,1166,135,252,37,238,38,310,34,222,18,96,6,48,2,0,0
C-04_India,C1404,31,000,State - LAKSHADWEEP,Urban,32-33,468,45,461,42,146,20,97,7,113,10,71,4,22,1,12,0,0,0
C-04_India,C1404,31,000,State - LAKSHADWEEP,Urban,34 +,417,65,406,54,131,21,80,12,81,17,77,3,29,1,8,0,0,0
C-04_India,C1404,31,000,State - LAKSHADWEEP,Urban,Not stated,617,620,598,538,0,0,0,0,0,0,0,0,0,0,0,0,598,538
C-04_India,C1404,32,000,State - KERALA,Total,All ages,8353156,11368550,8080622,9135188,946652,1160963,960784,1159540,2026464,2393137,1800029,2016580,1251453,1276314,839282,842426,255958,286228
C-04_India,C1404,32,000,State - KERALA,Total,Less than 10,60561,163300,58875,128410,11,35,39,259,778,22773,14981,33586,15422,30747,27613,40940,31,70
C-04_India,C1404,32,000,State - KERALA,Total,10-11,1177,14618,1087,8886,2,16,8,425,94,1759,360,1578,285,1602,336,3481,2,25
C-04_India,C1404,32,000,State - KERALA,Total,12-13,1432,103930,1019,55266,3,138,15,569,99,4457,299,11695,241,15447,362,22935,0,25
C-04_India,C1404,32,000,State - KERALA,Total,14-15,5017,495116,3359,310829,43,6090,79,12937,451,52407,774,83079,648,72114,1361,84070,3,132
C-04_India,C1404,32,000,State - KERALA,Total,16-17,18291,1226943,14307,890681,460,63816,760,80943,2356,214424,3028,222943,2605,162755,5091,145460,7,340
C-04_India,C1404,32,000,State - KERALA,Total,18-19,115957,2610935,103957,2072614,4457,240772,6769,270231,18812,542780,23479,482683,20105,314287,30291,220983,44,878
C-04_India,C1404,32,000,State - KERALA,Total,20-21,457660,2307478,427015,1856433,23577,251080,33907,255673,87080,490946,104670,423720,81885,267820,95738,166353,158,841
C-04_India,C1404,32,000,State - KERALA,Total,22-23,823271,1676810,793000,1461762,65611,234064,73126,210522,180536,422975,200858,329959,149676,183924,122964,79676,229,642
C-04_India,C1404,32,000,State - KERALA,Total,24-25,1452479,1167400,1395422,1006416,135075,168488,138295,146091,326976,305721,339264,218252,265447,121678,189893,45750,472,436
C-04_India,C1404,32,000,State - KERALA,Total,26-27,1393472,589937,1363583,525303,183417,92790,171371,83020,365436,167166,317062,108040,215138,56848,110667,17233,492,206
C-04_India,C1404,32,000,State - KERALA,Total,28-29,1406609,307236,1376391,264723,193369,44909,188581,45620,378754,83591,303535,53332,206245,28477,105422,8686,485,108
C-04_India,C1404,32,000,State - KERALA,Total,30-31,1109196,163468,1078845,129602,147178,21977,157768,23875,301358,40967,234737,25481,153965,12804,83472,4436,367,62
C-04_India,C1404,32,000,State - KERALA,Total,32-33,605743,73104,594043,61273,89207,13097,91547,12102,179805,19430,127689,10880,71493,4347,34080,1393,222,24
C-04_India,C1404,32,000,State - KERALA,Total,34 +,632913,103853,616467,80608,104242,23691,98519,17273,183929,23741,129293,11352,68298,3464,31992,1030,194,57
C-04_India,C1404,32,000,State - KERALA,Total,Not stated,269378,364422,253252,282382,0,0,0,0,0,0,0,0,0,0,0,0,253252,282382
C-04_India,C1404,32,000,State - KERALA,Rural,All ages,4394148,5923425,4240398,4752821,493855,600352,496802,595784,1049136,1230881,945235,1049396,656941,666203,467762,464931,130667,145274
C-04_India,C1404,32,000,State - KERALA,Rural,Less than 10,31596,86835,30632,68232,5,13,27,148,473,12403,7727,17498,7905,16080,14477,22054,18,36
C-04_India,C1404,32,000,State - KERALA,Rural,10-11,654,7804,597,4879,0,11,5,275,50,957,214,861,151,849,177,1911,0,15
C-04_India,C1404,32,000,State - KERALA,Rural,12-13,811,55388,571,31029,3,90,11,373,61,2942,166,6912,123,8216,207,12484,0,12
C-04_India,C1404,32,000,State - KERALA,Rural,14-15,2945,270628,1973,175740,31,4608,51,9123,293,32937,434,45639,352,37326,812,46042,0,65
C-04_India,C1404,32,000,State - KERALA,Rural,16-17,11418,668687,8945,491076,306,39427,491,47522,1507,118883,1807,117677,1516,85328,3315,82035,3,204
C-04_India,C1404,32,000,State - KERALA,Rural,18-19,74291,1369852,66476,1083718,2785,124908,4284,138088,11733,277554,14429,250107,12501,167176,20723,125425,21,460
C-04_India,C1404,32,000,State - KERALA,Rural,20-21,286008,1211855,265648,968389,14164,124998,20815,128029,52733,249964,63694,225343,50805,145591,63342,94100,95,364
C-04_India,C1404,32,000,State - KERALA,Rural,22-23,489836,860558,470847,748930,37624,117544,42512,105029,105542,214260,118755,173110,89972,96301,76315,42391,127,295
C-04_India,C1404,32,000,State - KERALA,Rural,24-25,823440,595293,789592,512112,74096,86902,75903,74471,183793,155055,194346,111801,150944,60549,110259,23139,251,195
C-04_India,C1404,32,000,State - KERALA,Rural,26-27,728998,295066,713020,263663,96358,49156,89708,43003,192160,83871,167609,52928,109756,26468,57194,8153,235,84
C-04_India,C1404,32,000,State - KERALA,Rural,28-29,695622,151788,680343,131353,98847,23523,94544,23511,187950,41748,148814,25471,98725,12957,51239,4099,224,44
C-04_India,C1404,32,000,State - KERALA,Rural,30-31,533852,80195,518840,63500,74234,11336,78032,12154,144191,20084,110489,12045,71969,5879,39785,1978,140,24
C-04_India,C1404,32,000,State - KERALA,Rural,32-33,281117,34385,275676,28917,45003,6557,43820,5877,83138,9127,57560,4807,31133,1897,14949,640,73,12
C-04_India,C1404,32,000,State - KERALA,Rural,34 +,295567,49078,287833,37840,50399,11279,46599,8181,85512,11096,59191,5197,31089,1586,14968,480,75,21
C-04_India,C1404,32,000,State - KERALA,Rural,Not stated,137993,186013,129405,143443,0,0,0,0,0,0,0,0,0,0,0,0,129405,143443
C-04_India,C1404,32,000,State - KERALA,Urban,All ages,3959008,5445125,3840224,4382367,452797,560611,463982,563756,977328,1162256,854794,967184,594512,610111,371520,377495,125291,140954
C-04_India,C1404,32,000,State - KERALA,Urban,Less than 10,28965,76465,28243,60178,6,22,12,111,305,10370,7254,16088,7517,14667,13136,18886,13,34
C-04_India,C1404,32,000,State - KERALA,Urban,10-11,523,6814,490,4007,2,5,3,150,44,802,146,717,134,753,159,1570,2,10
C-04_India,C1404,32,000,State - KERALA,Urban,12-13,621,48542,448,24237,0,48,4,196,38,1515,133,4783,118,7231,155,10451,0,13
C-04_India,C1404,32,000,State - KERALA,Urban,14-15,2072,224488,1386,135089,12,1482,28,3814,158,19470,340,37440,296,34788,549,38028,3,67
C-04_India,C1404,32,000,State - KERALA,Urban,16-17,6873,558256,5362,399605,154,24389,269,33421,849,95541,1221,105266,1089,77427,1776,63425,4,136
