source_file,Table | Name,State | Code,Distt. | Code,Area Name,Total/ | Rural/ | Urban/,Age-group | 1,Total population | Persons | 2,Males | 3,Females | 4,Educational level | Graduate and above | Persons | 5,Males | 6,Females | 7,Graduate degree other than | technical degree | Persons | 8,Males | 9,Females | 10,Post graduate degree other than | technical degree | Persons | 11,Males | 12,Females | 13,Technical degree or diploma equal to degree or post graduate degree | Engineering and technology | Persons | 14,Males | 15,Females | 16,Medicine | Persons | 17,Males | 18,Females | 19,Agriculture and dairying | Persons | 20,Males | 21,Females | 22,Veterinary | Persons | 23,Males | 24,Females | 25,Teaching | Persons | 26,Males | 27,Females | 28,Others | Persons | 29,Males | 30,Females | 31
C-08_Appendix_(SC)_Andhra_Pradesh,C2608SCA,28,000,State - ANDHRA PRADESH,Total,Total,10100938,4998922,5102016,583415,385187,198228,330902,222361,108541,100583,66861,33722,83580,60240,23340,15726,7210,8516,1167,834,333,595,459,136,49687,26918,22769,1175,304,871
C-08_Appendix_(SC)_Andhra_Pradesh,C2608SCA,28,000,State - ANDHRA PRADESH,Total,15-19,1418821,728191,690630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_Appendix_(SC)_Andhra_Pradesh,C2608SCA,28,000,State - ANDHRA PRADESH,Total,20-24,1407020,699027,707993,172705,102515,70190,102655,61876,40779,20433,11850,8583,30008,20285,9723,7208,2798,4410,291,182,109,140,94,46,11527,5336,6191,443,94,349
C-08_Appendix_(SC)_Andhra_Pradesh,C2608SCA,28,000,State - ANDHRA PRADESH,Total,25-29,1293356,634056,659300,150626,96040,54586,78152,50557,27595,26729,16850,9879,28218,19745,8473,3764,1705,2059,215,133,82,111,67,44,13150,6888,6262,287,95,192
C-08_Appendix_(SC)_Andhra_Pradesh,C2608SCA,28,000,State - ANDHRA PRADESH,Total,30-34,1046811,521511,525300,84401,56663,27738,45110,30408,14702,17619,11768,5851,11827,9014,2813,1440,736,704,166,113,53,78,60,18,7998,4519,3479,163,45,118
C-08_Appendix_(SC)_Andhra_Pradesh,C2608SCA,28,000,State - ANDHRA PRADESH,Total,35-59,3598953,1778263,1820690,157501,116338,41163,93943,71019,22924,33066,24284,8782,11689,9830,1859,2668,1568,1100,391,312,79,222,195,27,15265,9064,6201,257,66,191
C-08_Appendix_(SC)_Andhra_Pradesh,C2608SCA,28,000,State - ANDHRA PRADESH,Total,60+,1224828,582700,642128,12330,10028,2302,7681,6440,1241,1830,1508,322,873,722,151,453,335,118,91,85,6,39,38,1,1347,897,450,16,3,13
C-08_Appendix_(SC)_Andhra_Pradesh,C2608SCA,28,000,State - ANDHRA PRADESH,Total,Age not stated,111149,55174,55975,5852,3603,2249,3361,2061,1300,906,601,305,965,644,321,193,68,125,13,9,4,5,5,0,400,214,186,9,1,8
C-08_Appendix_(SC)_Andhra_Pradesh,C2608SCA,28,000,State - ANDHRA PRADESH,Rural,Total,7871903,3905454,3966449,306027,217422,88605,183352,132448,50904,47449,34828,12621,34942,26867,8075,6038,2701,3337,440,337,103,269,206,63,32696,19827,12869,841,208,633
C-08_Appendix_(SC)_Andhra_Pradesh,C2608SCA,28,000,State - ANDHRA PRADESH,Rural,15-19,1097827,571296,526531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_Appendix_(SC)_Andhra_Pradesh,C2608SCA,28,000,State - ANDHRA PRADESH,Rural,20-24,1074890,542809,532081,107422,69330,38092,68104,44710,23394,11751,7734,4017,14625,10728,3897,3311,1309,2002,150,98,52,79,55,24,9052,4618,4434,350,78,272
C-08_Appendix_(SC)_Andhra_Pradesh,C2608SCA,28,000,State - ANDHRA PRADESH,Rural,25-29,979048,482175,496873,83999,59042,24957,46091,32880,13211,14125,10089,4036,12280,9425,2855,1470,691,779,106,85,21,64,42,22,9662,5765,3897,201,65,136
C-08_Appendix_(SC)_Andhra_Pradesh,C2608SCA,28,000,State - ANDHRA PRADESH,Rural,30-34,800992,397638,403354,42069,31228,10841,23542,17524,6018,8341,6366,1975,4327,3548,779,457,241,216,55,41,14,40,33,7,5204,3450,1754,103,25,78
C-08_Appendix_(SC)_Andhra_Pradesh,C2608SCA,28,000,State - ANDHRA PRADESH,Rural,35-59,2805273,1378267,1427006,66050,52853,13197,41609,34193,7416,12376,9941,2435,3188,2782,406,600,347,253,94,81,13,75,65,10,7936,5406,2530,172,38,134
C-08_Appendix_(SC)_Andhra_Pradesh,C2608SCA,28,000,State - ANDHRA PRADESH,Rural,60+,1036919,495164,541755,3846,3193,653,2395,2043,352,497,427,70,206,161,45,117,90,27,29,28,1,10,10,0,583,433,150,9,1,8
C-08_Appendix_(SC)_Andhra_Pradesh,C2608SCA,28,000,State - ANDHRA PRADESH,Rural,Age not stated,76954,38105,38849,2641,1776,865,1611,1098,513,359,271,88,316,223,93,83,23,60,6,4,2,1,1,0,259,155,104,6,1,5
C-08_Appendix_(SC)_Andhra_Pradesh,C2608SCA,28,000,State - ANDHRA PRADESH,Urban,Total,2229035,1093468,1135567,277388,167765,109623,147550,89913,57637,53134,32033,21101,48638,33373,15265,9688,4509,5179,727,497,230,326,253,73,16991,7091,9900,334,96,238
C-08_Appendix_(SC)_Andhra_Pradesh,C2608SCA,28,000,State - ANDHRA PRADESH,Urban,15-19,320994,156895,164099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_Appendix_(SC)_Andhra_Pradesh,C2608SCA,28,000,State - ANDHRA PRADESH,Urban,20-24,332130,156218,175912,65283,33185,32098,34551,17166,17385,8682,4116,4566,15383,9557,5826,3897,1489,2408,141,84,57,61,39,22,2475,718,1757,93,16,77
C-08_Appendix_(SC)_Andhra_Pradesh,C2608SCA,28,000,State - ANDHRA PRADESH,Urban,25-29,314308,151881,162427,66627,36998,29629,32061,17677,14384,12604,6761,5843,15938,10320,5618,2294,1014,1280,109,48,61,47,25,22,3488,1123,2365,86,30,56
C-08_Appendix_(SC)_Andhra_Pradesh,C2608SCA,28,000,State - ANDHRA PRADESH,Urban,30-34,245819,123873,121946,42332,25435,16897,21568,12884,8684,9278,5402,3876,7500,5466,2034,983,495,488,111,72,39,38,27,11,2794,1069,1725,60,20,40
C-08_Appendix_(SC)_Andhra_Pradesh,C2608SCA,28,000,State - ANDHRA PRADESH,Urban,35-59,793680,399996,393684,91451,63485,27966,52334,36826,15508,20690,14343,6347,8501,7048,1453,2068,1221,847,297,231,66,147,130,17,7329,3658,3671,85,28,57
C-08_Appendix_(SC)_Andhra_Pradesh,C2608SCA,28,000,State - ANDHRA PRADESH,Urban,60+,187909,87536,100373,8484,6835,1649,5286,4397,889,1333,1081,252,667,561,106,336,245,91,62,57,5,29,28,1,764,464,300,7,2,5
C-08_Appendix_(SC)_Andhra_Pradesh,C2608SCA,28,000,State - ANDHRA PRADESH,Urban,Age not stated,34195,17069,17126,3211,1827,1384,1750,963,787,547,330,217,649,421,228,110,45,65,7,5,2,4,4,0,141,59,82,3,0,3
C-08_Appendix_(SC)_Assam,C2608SCA,18,000,State - ASSAM,Total,Total,1547241,796917,750324,44228,29238,14990,36862,24573,12289,4191,2333,1858,2064,1582,482,621,482,139,52,42,10,73,62,11,361,161,200,4,3,1
C-08_Appendix_(SC)_Assam,C2608SCA,18,000,State - ASSAM,Total,15-19,231601,120716,110885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_Appendix_(SC)_Assam,C2608SCA,18,000,State - ASSAM,Total,20-24,218142,110161,107981,6701,3409,3292,5692,2859,2833,465,188,277,411,292,119,82,55,27,5,2,3,7,6,1,38,6,32,1,1,0
C-08_Appendix_(SC)_Assam,C2608SCA,18,000,State - ASSAM,Total,25-29,205735,103622,102113,8944,5017,3927,7236,4130,3106,1043,446,597,439,317,122,122,95,27,5,4,1,10,6,4,88,19,69,1,0,1
C-08_Appendix_(SC)_Assam,C2608SCA,18,000,State - ASSAM,Total,30-34,166851,84920,81931,7333,4549,2784,6011,3779,2232,820,417,403,348,262,86,92,66,26,5,4,1,11,6,5,45,14,31,1,1,0
C-08_Appendix_(SC)_Assam,C2608SCA,18,000,State - ASSAM,Total,35-59,561863,295905,265958,19057,14326,4731,16143,12212,3931,1671,1119,552,754,621,133,252,205,47,32,27,5,40,39,1,164,102,62,1,1,0
C-08_Appendix_(SC)_Assam,C2608SCA,18,000,State - ASSAM,Total,60+,161815,80958,80857,2159,1912,247,1752,1573,179,191,163,28,108,86,22,72,60,12,5,5,0,5,5,0,26,20,6,0,0,0
C-08_Appendix_(SC)_Assam,C2608SCA,18,000,State - ASSAM,Total,Age not stated,1234,635,599,34,25,9,28,20,8,1,0,1,4,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_Appendix_(SC)_Assam,C2608SCA,18,000,State - ASSAM,Rural,Total,1244725,642876,601849,23416,16418,6998,20216,14297,5919,1931,1182,749,795,600,195,222,175,47,18,16,2,45,38,7,187,109,78,2,1,1
C-08_Appendix_(SC)_Assam,C2608SCA,18,000,State - ASSAM,Rural,15-19,190661,99828,90833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_Appendix_(SC)_Assam,C2608SCA,18,000,State - ASSAM,Rural,20-24,175384,89117,86267,3775,2065,1710,3350,1816,1534,202,94,108,159,121,38,38,24,14,3,2,1,4,4,0,19,4,15,0,0,0
C-08_Appendix_(SC)_Assam,C2608SCA,18,000,State - ASSAM,Rural,25-29,164955,83315,81640,5071,3023,2048,4305,2618,1687,493,219,274,164,125,39,49,42,7,1,1,0,8,5,3,50,13,37,1,0,1
C-08_Appendix_(SC)_Assam,C2608SCA,18,000,State - ASSAM,Rural,30-34,133191,67874,65317,4136,2797,1339,3501,2399,1102,425,253,172,140,104,36,39,27,12,3,2,1,7,3,4,21,9,12,0,0,0
C-08_Appendix_(SC)_Assam,C2608SCA,18,000,State - ASSAM,Rural,35-59,445749,234974,210775,9550,7729,1821,8319,6777,1542,762,570,192,281,214,67,71,64,7,9,9,0,24,24,0,83,70,13,1,1,0
C-08_Appendix_(SC)_Assam,C2608SCA,18,000,State - ASSAM,Rural,60+,133836,67279,66557,868,794,74,726,677,49,48,46,2,51,36,15,25,18,7,2,2,0,2,2,0,14,13,1,0,0,0
C-08_Appendix_(SC)_Assam,C2608SCA,18,000,State - ASSAM,Rural,Age not stated,949,489,460,16,10,6,15,10,5,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_Appendix_(SC)_Assam,C2608SCA,18,000,State - ASSAM,Urban,Total,302516,154041,148475,20812,12820,7992,16646,10276,6370,2260,1151,1109,1269,982,287,399,307,92,34,26,8,28,24,4,174,52,122,2,2,0
C-08_Appendix_(SC)_Assam,C2608SCA,18,000,State - ASSAM,Urban,15-19,40940,20888,20052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_Appendix_(SC)_Assam,C2608SCA,18,000,State - ASSAM,Urban,20-24,42758,21044,21714,2926,1344,1582,2342,1043,1299,263,94,169,252,171,81,44,31,13,2,0,2,3,2,1,19,2,17,1,1,0
C-08_Appendix_(SC)_Assam,C2608SCA,18,000,State - ASSAM,Urban,25-29,40780,20307,20473,3873,1994,1879,2931,1512,1419,550,227,323,275,192,83,73,53,20,4,3,1,2,1,1,38,6,32,0,0,0
C-08_Appendix_(SC)_Assam,C2608SCA,18,000,State - ASSAM,Urban,30-34,33660,17046,16614,3197,1752,1445,2510,1380,1130,395,164,231,208,158,50,53,39,14,2,2,0,4,3,1,24,5,19,1,1,0
C-08_Appendix_(SC)_Assam,C2608SCA,18,000,State - ASSAM,Urban,35-59,116114,60931,55183,9507,6597,2910,7824,5435,2389,909,549,360,473,407,66,181,141,40,23,18,5,16,15,1,81,32,49,0,0,0
C-08_Appendix_(SC)_Assam,C2608SCA,18,000,State - ASSAM,Urban,60+,27979,13679,14300,1291,1118,173,1026,896,130,143,117,26,57,50,7,47,42,5,3,3,0,3,3,0,12,7,5,0,0,0
C-08_Appendix_(SC)_Assam,C2608SCA,18,000,State - ASSAM,Urban,Age not stated,285,146,139,18,15,3,13,10,3,0,0,0,4,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_Appendix_(SC)_Bihar,C2608SCA,10,000,State - BIHAR,Total,Total,9306743,4846216,4460527,161200,135585,25615,135796,114090,21706,17057,14529,2528,5266,4533,733,1351,1109,242,84,76,8,193,116,77,1437,1118,319,16,14,2
C-08_Appendix_(SC)_Bihar,C2608SCA,10,000,State - BIHAR,Total,15-19,1356347,773109,583238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_Appendix_(SC)_Bihar,C2608SCA,10,000,State - BIHAR,Total,20-24,1235167,615121,620046,30825,22994,7831,26958,20063,6895,1736,1249,487,1766,1440,326,175,124,51,21,19,2,44,24,20,124,74,50,1,1,0
C-08_Appendix_(SC)_Bihar,C2608SCA,10,000,State - BIHAR,Total,25-29,1216313,600466,615847,32766,25887,6879,27666,21920,5746,3256,2474,782,1250,1070,180,269,201,68,14,11,3,51,29,22,255,177,78,5,5,0
C-08_Appendix_(SC)_Bihar,C2608SCA,10,000,State - BIHAR,Total,30-34,1105207,552522,552685,22989,18894,4095,19212,15773,3439,2599,2150,449,683,590,93,233,186,47,18,15,3,26,16,10,215,162,53,3,2,1
C-08_Appendix_(SC)_Bihar,C2608SCA,10,000,State - BIHAR,Total,35-59,3265048,1700992,1564056,66431,60164,6267,54986,49812,5174,8691,7923,768,1377,1263,114,600,529,71,21,21,0,43,29,14,707,582,125,6,5,1
C-08_Appendix_(SC)_Bihar,C2608SCA,10,000,State - BIHAR,Total,60+,1056633,565562,491071,7402,7015,387,6316,5996,320,699,665,34,160,150,10,67,63,4,9,9,0,25,16,9,125,115,10,1,1,0
C-08_Appendix_(SC)_Bihar,C2608SCA,10,000,State - BIHAR,Total,Age not stated,72028,38444,33584,787,631,156,658,526,132,76,68,8,30,20,10,7,6,1,1,1,0,4,2,2,11,8,3,0,0,0
C-08_Appendix_(SC)_Bihar,C2608SCA,10,000,State - BIHAR,Rural,Total,8565732,4453341,4112391,113897,99036,14861,98246,85273,12973,11147,9940,1207,2720,2363,357,594,510,84,48,44,4,150,92,58,982,805,177,10,9,1
C-08_Appendix_(SC)_Bihar,C2608SCA,10,000,State - BIHAR,Rural,15-19,1232617,703976,528641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_Appendix_(SC)_Bihar,C2608SCA,10,000,State - BIHAR,Rural,20-24,1130196,559312,570884,21471,16837,4634,19298,15108,4190,1110,863,247,851,715,136,84,66,18,13,12,1,31,19,12,83,53,30,1,1,0
C-08_Appendix_(SC)_Bihar,C2608SCA,10,000,State - BIHAR,Rural,25-29,1120164,551119,569045,22892,18826,4066,19775,16267,3508,2095,1710,385,658,565,93,143,121,22,6,5,1,38,23,15,173,131,42,4,4,0
C-08_Appendix_(SC)_Bihar,C2608SCA,10,000,State - BIHAR,Rural,30-34,1020861,509148,511713,16189,13796,2393,13799,11730,2069,1726,1507,219,361,312,49,109,91,18,13,11,2,24,15,9,157,130,27,0,0,0
C-08_Appendix_(SC)_Bihar,C2608SCA,10,000,State - BIHAR,Rural,35-59,3008160,1565654,1442506,47851,44392,3459,40580,37631,2949,5761,5430,331,754,685,69,234,210,24,13,13,0,31,18,13,473,401,72,5,4,1
C-08_Appendix_(SC)_Bihar,C2608SCA,10,000,State - BIHAR,Rural,60+,986373,528210,458163,4948,4723,225,4323,4138,185,410,389,21,81,74,7,20,19,1,3,3,0,22,15,7,89,85,4,0,0,0
C-08_Appendix_(SC)_Bihar,C2608SCA,10,000,State - BIHAR,Rural,Age not stated,67361,35922,31439,546,462,84,471,399,72,45,41,4,15,12,3,4,3,1,0,0,0,4,2,2,7,5,2,0,0,0
C-08_Appendix_(SC)_Bihar,C2608SCA,10,000,State - BIHAR,Urban,Total,741011,392875,348136,47303,36549,10754,37550,28817,8733,5910,4589,1321,2546,2170,376,757,599,158,36,32,4,43,24,19,455,313,142,6,5,1
C-08_Appendix_(SC)_Bihar,C2608SCA,10,000,State - BIHAR,Urban,15-19,123730,69133,54597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_Appendix_(SC)_Bihar,C2608SCA,10,000,State - BIHAR,Urban,20-24,104971,55809,49162,9354,6157,3197,7660,4955,2705,626,386,240,915,725,190,91,58,33,8,7,1,13,5,8,41,21,20,0,0,0
C-08_Appendix_(SC)_Bihar,C2608SCA,10,000,State - BIHAR,Urban,25-29,96149,49347,46802,9874,7061,2813,7891,5653,2238,1161,764,397,592,505,87,126,80,46,8,6,2,13,6,7,82,46,36,1,1,0
C-08_Appendix_(SC)_Bihar,C2608SCA,10,000,State - BIHAR,Urban,30-34,84346,43374,40972,6800,5098,1702,5413,4043,1370,873,643,230,322,278,44,124,95,29,5,4,1,2,1,1,58,32,26,3,2,1
C-08_Appendix_(SC)_Bihar,C2608SCA,10,000,State - BIHAR,Urban,35-59,256888,135338,121550,18580,15772,2808,14406,12181,2225,2930,2493,437,623,578,45,366,319,47,8,8,0,12,11,1,234,181,53,1,1,0
C-08_Appendix_(SC)_Bihar,C2608SCA,10,000,State - BIHAR,Urban,60+,70260,37352,32908,2454,2292,162,1993,1858,135,289,276,13,79,76,3,47,44,3,6,6,0,3,1,2,36,30,6,1,1,0
C-08_Appendix_(SC)_Bihar,C2608SCA,10,000,State - BIHAR,Urban,Age not stated,4667,2522,2145,241,169,72,187,127,60,31,27,4,15,8,7,3,3,0,1,1,0,0,0,0,4,3,1,0,0,0
C-08_Appendix_(SC)_Chandigarh,C2608SCA,04,000,State - CHANDIGARH,Total,Total,139437,74579,64858,11583,6746,4837,7110,4419,2691,2571,1259,1312,1096,772,324,346,154,192,16,16,0,2,2,0,433,119,314,9,5,4
C-08_Appendix_(SC)_Chandigarh,C2608SCA,04,000,State - CHANDIGARH,Total,15-19,22204,12286,9918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_Appendix_(SC)_Chandigarh,C2608SCA,04,000,State - CHANDIGARH,Total,20-24,22819,12156,10663,2447,1090,1357,1564,701,863,319,105,214,383,233,150,93,33,60,0,0,0,0,0,0,87,18,69,1,0,1
C-08_Appendix_(SC)_Chandigarh,C2608SCA,04,000,State - CHANDIGARH,Total,25-29,19906,10463,9443,2776,1421,1355,1569,875,694,685,265,420,332,226,106,83,30,53,0,0,0,0,0,0,104,23,81,3,2,1
C-08_Appendix_(SC)_Chandigarh,C2608SCA,04,000,State - CHANDIGARH,Total,30-34,16064,8359,7705,1744,929,815,1018,596,422,462,186,276,138,105,33,58,25,33,1,1,0,1,1,0,65,14,51,1,1,0
C-08_Appendix_(SC)_Chandigarh,C2608SCA,04,000,State - CHANDIGARH,Total,35-59,50094,26923,23171,4153,2890,1263,2659,1970,689,974,589,385,228,193,35,109,64,45,14,14,0,1,1,0,165,58,107,3,1,2
C-08_Appendix_(SC)_Chandigarh,C2608SCA,04,000,State - CHANDIGARH,Total,60+,8294,4364,3930,462,415,47,300,277,23,130,113,17,15,15,0,3,2,1,1,1,0,0,0,0,12,6,6,1,1,0
C-08_Appendix_(SC)_Chandigarh,C2608SCA,04,000,State - CHANDIGARH,Total,Age not stated,56,28,28,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_Appendix_(SC)_Chandigarh,C2608SCA,04,000,State - CHANDIGARH,Rural,Total,3219,1854,1365,135,84,51,94,62,32,26,13,13,6,3,3,2,2,0,0,0,0,0,0,0,7,4,3,0,0,0
C-08_Appendix_(SC)_Chandigarh,C2608SCA,04,000,State - CHANDIGARH,Rural,15-19,549,335,214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_Appendix_(SC)_Chandigarh,C2608SCA,04,000,State - CHANDIGARH,Rural,20-24,544,323,221,24,13,11,17,11,6,4,1,3,1,0,1,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0
C-08_Appendix_(SC)_Chandigarh,C2608SCA,04,000,State - CHANDIGARH,Rural,25-29,543,296,247,49,30,19,34,21,13,7,3,4,4,2,2,1,1,0,0,0,0,0,0,0,3,3,0,0,0,0
C-08_Appendix_(SC)_Chandigarh,C2608SCA,04,000,State - CHANDIGARH,Rural,30-34,484,266,218,30,17,13,21,13,8,8,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
C-08_Appendix_(SC)_Chandigarh,C2608SCA,04,000,State - CHANDIGARH,Rural,35-59,966,562,404,29,22,7,20,16,4,6,4,2,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
C-08_Appendix_(SC)_Chandigarh,C2608SCA,04,000,State - CHANDIGARH,Rural,60+,132,71,61,3,2,1,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_Appendix_(SC)_Chandigarh,C2608SCA,04,000,State - CHANDIGARH,Rural,Age not stated,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_Appendix_(SC)_Chandigarh,C2608SCA,04,000,State - CHANDIGARH,Urban,Total,136218,72725,63493,11448,6662,4786,7016,4357,2659,2545,1246,1299,1090,769,321,344,152,192,16,16,0,2,2,0,426,115,311,9,5,4
C-08_Appendix_(SC)_Chandigarh,C2608SCA,04,000,State - CHANDIGARH,Urban,15-19,21655,11951,9704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_Appendix_(SC)_Chandigarh,C2608SCA,04,000,State - CHANDIGARH,Urban,20-24,22275,11833,10442,2423,1077,1346,1547,690,857,315,104,211,382,233,149,93,33,60,0,0,0,0,0,0,85,17,68,1,0,1
C-08_Appendix_(SC)_Chandigarh,C2608SCA,04,000,State - CHANDIGARH,Urban,25-29,19363,10167,9196,2727,1391,1336,1535,854,681,678,262,416,328,224,104,82,29,53,0,0,0,0,0,0,101,20,81,3,2,1
C-08_Appendix_(SC)_Chandigarh,C2608SCA,04,000,State - CHANDIGARH,Urban,30-34,15580,8093,7487,1714,912,802,997,583,414,454,182,272,138,105,33,58,25,33,1,1,0,1,1,0,64,14,50,1,1,0
C-08_Appendix_(SC)_Chandigarh,C2608SCA,04,000,State - CHANDIGARH,Urban,35-59,49128,26361,22767,4124,2868,1256,2639,1954,685,968,585,383,227,192,35,108,63,45,14,14,0,1,1,0,164,58,106,3,1,2
C-08_Appendix_(SC)_Chandigarh,C2608SCA,04,000,State - CHANDIGARH,Urban,60+,8162,4293,3869,459,413,46,298,276,22,129,112,17,15,15,0,3,2,1,1,1,0,0,0,0,12,6,6,1,1,0
C-08_Appendix_(SC)_Chandigarh,C2608SCA,04,000,State - CHANDIGARH,Urban,Age not stated,55,27,28,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_Appendix_(SC)_Chhattisgarh,C2608SCA,22,000,State - CHHATTISGARH,Total,Total,2150185,1072232,1077953,88351,63773,24578,46017,33677,12340,34012,23902,10110,5268,4108,1160,1584,1052,532,258,206,52,30,24,6,1163,792,371,19,12,7
C-08_Appendix_(SC)_Chhattisgarh,C2608SCA,22,000,State - CHHATTISGARH,Total,15-19,353657,181118,172539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_Appendix_(SC)_Chhattisgarh,C2608SCA,22,000,State - CHHATTISGARH,Total,20-24,313222,157339,155883,14171,7874,6297,9532,5363,4169,2340,1039,1301,1610,1101,509,367,183,184,81,55,26,10,7,3,223,124,99,8,2,6
C-08_Appendix_(SC)_Chhattisgarh,C2608SCA,22,000,State - CHHATTISGARH,Total,25-29,260017,132803,127214,21637,13878,7759,12073,8218,3855,7295,4060,3235,1383,1013,370,498,321,177,87,66,21,2,2,0,296,196,100,3,2,1
C-08_Appendix_(SC)_Chhattisgarh,C2608SCA,22,000,State - CHHATTISGARH,Total,30-34,221099,109378,111721,17322,12613,4709,8209,6292,1917,7829,5328,2501,875,716,159,211,139,72,25,22,3,6,4,2,165,110,55,2,2,0
C-08_Appendix_(SC)_Chhattisgarh,C2608SCA,22,000,State - CHHATTISGARH,Total,35-59,747873,374359,373514,32906,27295,5611,15053,12741,2312,15610,12628,2982,1321,1205,116,467,371,96,53,52,1,10,9,1,387,284,103,5,5,0
C-08_Appendix_(SC)_Chhattisgarh,C2608SCA,22,000,State - CHHATTISGARH,Total,60+,251025,115570,135455,2240,2063,177,1110,1033,77,913,833,80,71,68,3,40,38,2,12,11,1,2,2,0,91,77,14,1,1,0
C-08_Appendix_(SC)_Chhattisgarh,C2608SCA,22,000,State - CHHATTISGARH,Total,Age not stated,3292,1665,1627,75,50,25,40,30,10,25,14,11,8,5,3,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0
C-08_Appendix_(SC)_Chhattisgarh,C2608SCA,22,000,State - CHHATTISGARH,Rural,Total,1627574,811017,816557,45912,36898,9014,25442,20363,5079,17730,14253,3477,1469,1236,233,481,392,89,102,87,15,6,6,0,678,557,121,4,4,0
C-08_Appendix_(SC)_Chhattisgarh,C2608SCA,22,000,State - CHHATTISGARH,Rural,15-19,269632,138388,131244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_Appendix_(SC)_Chhattisgarh,C2608SCA,22,000,State - CHHATTISGARH,Rural,20-24,231449,117045,114404,7592,4794,2798,5682,3616,2066,1143,609,534,465,356,109,103,70,33,47,38,9,4,4,0,147,100,47,1,1,0
C-08_Appendix_(SC)_Chhattisgarh,C2608SCA,22,000,State - CHHATTISGARH,Rural,25-29,191005,97946,93059,11834,8662,3172,7098,5379,1719,3921,2628,1293,410,334,76,180,143,37,32,26,6,0,0,0,193,152,41,0,0,0
C-08_Appendix_(SC)_Chhattisgarh,C2608SCA,22,000,State - CHHATTISGARH,Rural,30-34,164186,80709,83477,9483,7791,1692,4689,3955,734,4359,3462,897,261,229,32,75,62,13,6,6,0,0,0,0,92,76,16,1,1,0
C-08_Appendix_(SC)_Chhattisgarh,C2608SCA,22,000,State - CHHATTISGARH,Rural,35-59,562637,280556,282081,15999,14686,1313,7466,6923,543,7886,7153,733,320,304,16,116,110,6,13,13,0,2,2,0,194,179,15,2,2,0
C-08_Appendix_(SC)_Chhattisgarh,C2608SCA,22,000,State - CHHATTISGARH,Rural,60+,206520,95313,111207,981,948,33,494,480,14,412,395,17,12,12,0,7,7,0,4,4,0,0,0,0,52,50,2,0,0,0
C-08_Appendix_(SC)_Chhattisgarh,C2608SCA,22,000,State - CHHATTISGARH,Rural,Age not stated,2145,1060,1085,23,17,6,13,10,3,9,6,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_Appendix_(SC)_Chhattisgarh,C2608SCA,22,000,State - CHHATTISGARH,Urban,Total,522611,261215,261396,42439,26875,15564,20575,13314,7261,16282,9649,6633,3799,2872,927,1103,660,443,156,119,37,24,18,6,485,235,250,15,8,7
C-08_Appendix_(SC)_Chhattisgarh,C2608SCA,22,000,State - CHHATTISGARH,Urban,15-19,84025,42730,41295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
