source_file,Table | Name,State | Code,Distt. | Code,Area Name,Total/ | Rural/ | Urban/,Age-group | 1,Total population | Persons | 2,Males | 3,Females | 4,Educational level | Graduate and above | Persons | 5,Males | 6,Females | 7,Graduate degree other than | technical degree | Persons | 8,Males | 9,Females | 10,Post graduate degree other than | technical degree | Persons | 11,Males | 12,Females | 13,Technical degree or diploma equal to degree or post graduate degree | Engineering and technology | Persons | 14,Males | 15,Females | 16,Medicine | Persons | 17,Males | 18,Females | 19,Agriculture and dairying | Persons | 20,Males | 21,Females | 22,Veterinary | Persons | 23,Males | 24,Females | 25,Teaching | Persons | 26,Males | 27,Females | 28,Others | Persons | 29,Males | 30,Females | 31
C-08_Appendix_(SC)_India,C2608SCA,23,000,State - MADHYA PRADESH,Urban,35-59,727601,379453,348148,56491,43593,12898,30329,23763,6566,21097,15687,5410,2856,2566,290,937,740,197,224,220,4,34,30,4,1008,582,426,6,5,1
C-08_Appendix_(SC)_India,C2608SCA,23,000,State - MADHYA PRADESH,Urban,60+,197657,92011,105646,6094,5483,611,3577,3245,332,2009,1801,208,232,210,22,134,116,18,15,15,0,1,1,0,126,95,31,0,0,0
C-08_Appendix_(SC)_India,C2608SCA,23,000,State - MADHYA PRADESH,Urban,Age not stated,5619,2916,2703,280,177,103,169,106,63,62,37,25,43,30,13,6,4,2,0,0,0,0,0,0,0,0,0,0,0,0
C-08_Appendix_(SC)_India,C2608SCA,24,000,State - GUJARAT,Total,Total,2914010,1496961,1417049,163935,109616,54319,103372,70396,32976,33634,20466,13168,10755,8785,1970,3670,2169,1501,372,330,42,116,108,8,11851,7305,4546,165,57,108
C-08_Appendix_(SC)_India,C2608SCA,24,000,State - GUJARAT,Total,15-19,426916,226574,200342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_Appendix_(SC)_India,C2608SCA,24,000,State - GUJARAT,Total,20-24,404302,212658,191644,31058,17395,13663,17655,9782,7873,6357,3104,3253,3605,2859,746,1119,593,526,47,32,15,36,33,3,2193,971,1222,46,21,25
C-08_Appendix_(SC)_India,C2608SCA,24,000,State - GUJARAT,Total,25-29,359224,187834,171390,37157,21785,15372,19726,11760,7966,9885,5182,4703,3257,2530,727,789,445,344,90,77,13,21,20,1,3356,1757,1599,33,14,19
C-08_Appendix_(SC)_India,C2608SCA,24,000,State - GUJARAT,Total,30-34,316569,162813,153756,26032,16336,9696,15811,9863,5948,6426,3845,2581,1439,1169,270,429,231,198,52,48,4,10,9,1,1851,1162,689,14,9,5
C-08_Appendix_(SC)_India,C2608SCA,24,000,State - GUJARAT,Total,35-59,1089385,559617,529768,62980,48220,14760,45175,34548,10627,10241,7729,2512,2149,1956,193,1112,724,388,160,150,10,43,40,3,4029,3060,969,71,13,58
C-08_Appendix_(SC)_India,C2608SCA,24,000,State - GUJARAT,Total,60+,304965,141013,163952,6185,5587,598,4690,4264,426,625,557,68,248,234,14,203,168,35,22,22,0,6,6,0,390,336,54,1,0,1
C-08_Appendix_(SC)_India,C2608SCA,24,000,State - GUJARAT,Total,Age not stated,12649,6452,6197,523,293,230,315,179,136,100,49,51,57,37,20,18,8,10,1,1,0,0,0,0,32,19,13,0,0,0
C-08_Appendix_(SC)_India,C2608SCA,24,000,State - GUJARAT,Rural,Total,1593567,816137,777430,49819,36932,12887,29701,22456,7245,11938,8489,3449,1639,1433,206,722,381,341,150,133,17,34,30,4,5585,3990,1595,50,20,30
C-08_Appendix_(SC)_India,C2608SCA,24,000,State - GUJARAT,Rural,15-19,241372,127099,114273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_Appendix_(SC)_India,C2608SCA,24,000,State - GUJARAT,Rural,20-24,212861,113062,99799,10036,6210,3826,5901,3724,2177,2218,1262,956,587,515,72,217,94,123,19,13,6,13,10,3,1074,588,486,7,4,3
C-08_Appendix_(SC)_India,C2608SCA,24,000,State - GUJARAT,Rural,25-29,184551,97633,86918,12180,8079,4101,6165,4144,2021,3592,2279,1313,504,426,78,142,78,64,39,37,2,9,9,0,1719,1100,619,10,6,4
C-08_Appendix_(SC)_India,C2608SCA,24,000,State - GUJARAT,Rural,30-34,168660,86754,81906,8196,5953,2243,4573,3290,1283,2331,1693,638,235,203,32,89,44,45,22,19,3,4,4,0,937,696,241,5,4,1
C-08_Appendix_(SC)_India,C2608SCA,24,000,State - GUJARAT,Rural,35-59,589924,302454,287470,18367,15750,2617,12361,10662,1699,3672,3143,529,278,255,23,234,136,98,65,59,6,7,6,1,1722,1483,239,28,6,22
C-08_Appendix_(SC)_India,C2608SCA,24,000,State - GUJARAT,Rural,60+,190385,86109,104276,902,849,53,623,588,35,100,93,7,23,23,0,35,28,7,4,4,0,1,1,0,116,112,4,0,0,0
C-08_Appendix_(SC)_India,C2608SCA,24,000,State - GUJARAT,Rural,Age not stated,5814,3026,2788,138,91,47,78,48,30,25,19,6,12,11,1,5,1,4,1,1,0,0,0,0,17,11,6,0,0,0
C-08_Appendix_(SC)_India,C2608SCA,24,000,State - GUJARAT,Urban,Total,1320443,680824,639619,114116,72684,41432,73671,47940,25731,21696,11977,9719,9116,7352,1764,2948,1788,1160,222,197,25,82,78,4,6266,3315,2951,115,37,78
C-08_Appendix_(SC)_India,C2608SCA,24,000,State - GUJARAT,Urban,15-19,185544,99475,86069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_Appendix_(SC)_India,C2608SCA,24,000,State - GUJARAT,Urban,20-24,191441,99596,91845,21022,11185,9837,11754,6058,5696,4139,1842,2297,3018,2344,674,902,499,403,28,19,9,23,23,0,1119,383,736,39,17,22
C-08_Appendix_(SC)_India,C2608SCA,24,000,State - GUJARAT,Urban,25-29,174673,90201,84472,24977,13706,11271,13561,7616,5945,6293,2903,3390,2753,2104,649,647,367,280,51,40,11,12,11,1,1637,657,980,23,8,15
C-08_Appendix_(SC)_India,C2608SCA,24,000,State - GUJARAT,Urban,30-34,147909,76059,71850,17836,10383,7453,11238,6573,4665,4095,2152,1943,1204,966,238,340,187,153,30,29,1,6,5,1,914,466,448,9,5,4
C-08_Appendix_(SC)_India,C2608SCA,24,000,State - GUJARAT,Urban,35-59,499461,257163,242298,44613,32470,12143,32814,23886,8928,6569,4586,1983,1871,1701,170,878,588,290,95,91,4,36,34,2,2307,1577,730,43,7,36
C-08_Appendix_(SC)_India,C2608SCA,24,000,State - GUJARAT,Urban,60+,114580,54904,59676,5283,4738,545,4067,3676,391,525,464,61,225,211,14,168,140,28,18,18,0,5,5,0,274,224,50,1,0,1
C-08_Appendix_(SC)_India,C2608SCA,24,000,State - GUJARAT,Urban,Age not stated,6835,3426,3409,385,202,183,237,131,106,75,30,45,45,26,19,13,7,6,0,0,0,0,0,0,15,8,7,0,0,0
C-08_Appendix_(SC)_India,C2608SCA,25,000,State - DAMAN & DIU,Total,Total,4645,2388,2257,377,247,130,249,171,78,41,18,23,46,39,7,17,9,8,0,0,0,0,0,0,24,10,14,0,0,0
C-08_Appendix_(SC)_India,C2608SCA,25,000,State - DAMAN & DIU,Total,15-19,629,343,286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_Appendix_(SC)_India,C2608SCA,25,000,State - DAMAN & DIU,Total,20-24,640,348,292,80,54,26,50,34,16,9,6,3,14,12,2,4,1,3,0,0,0,0,0,0,3,1,2,0,0,0
C-08_Appendix_(SC)_India,C2608SCA,25,000,State - DAMAN & DIU,Total,25-29,602,304,298,104,63,41,65,39,26,11,3,8,20,16,4,7,4,3,0,0,0,0,0,0,1,1,0,0,0,0
C-08_Appendix_(SC)_India,C2608SCA,25,000,State - DAMAN & DIU,Total,30-34,579,285,294,68,39,29,45,29,16,8,4,4,1,1,0,2,1,1,0,0,0,0,0,0,12,4,8,0,0,0
C-08_Appendix_(SC)_India,C2608SCA,25,000,State - DAMAN & DIU,Total,35-59,1708,918,790,121,87,34,88,68,20,11,3,8,10,9,1,4,3,1,0,0,0,0,0,0,8,4,4,0,0,0
C-08_Appendix_(SC)_India,C2608SCA,25,000,State - DAMAN & DIU,Total,60+,484,188,296,4,4,0,1,1,0,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_Appendix_(SC)_India,C2608SCA,25,000,State - DAMAN & DIU,Total,Age not stated,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_Appendix_(SC)_India,C2608SCA,25,000,State - DAMAN & DIU,Rural,Total,1679,851,828,122,78,44,79,51,28,9,4,5,23,19,4,4,2,2,0,0,0,0,0,0,7,2,5,0,0,0
C-08_Appendix_(SC)_India,C2608SCA,25,000,State - DAMAN & DIU,Rural,15-19,218,117,101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_Appendix_(SC)_India,C2608SCA,25,000,State - DAMAN & DIU,Rural,20-24,213,125,88,31,21,10,18,12,6,4,3,1,8,6,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
C-08_Appendix_(SC)_India,C2608SCA,25,000,State - DAMAN & DIU,Rural,25-29,196,95,101,29,19,10,16,10,6,2,1,1,8,6,2,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0
C-08_Appendix_(SC)_India,C2608SCA,25,000,State - DAMAN & DIU,Rural,30-34,185,94,91,26,12,14,19,10,9,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,6,2,4,0,0,0
C-08_Appendix_(SC)_India,C2608SCA,25,000,State - DAMAN & DIU,Rural,35-59,638,335,303,35,25,10,25,18,7,2,0,2,7,7,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
C-08_Appendix_(SC)_India,C2608SCA,25,000,State - DAMAN & DIU,Rural,60+,228,84,144,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_Appendix_(SC)_India,C2608SCA,25,000,State - DAMAN & DIU,Rural,Age not stated,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_Appendix_(SC)_India,C2608SCA,25,000,State - DAMAN & DIU,Urban,Total,2966,1537,1429,255,169,86,170,120,50,32,14,18,23,20,3,13,7,6,0,0,0,0,0,0,17,8,9,0,0,0
C-08_Appendix_(SC)_India,C2608SCA,25,000,State - DAMAN & DIU,Urban,15-19,411,226,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_Appendix_(SC)_India,C2608SCA,25,000,State - DAMAN & DIU,Urban,20-24,427,223,204,49,33,16,32,22,10,5,3,2,6,6,0,3,1,2,0,0,0,0,0,0,3,1,2,0,0,0
C-08_Appendix_(SC)_India,C2608SCA,25,000,State - DAMAN & DIU,Urban,25-29,406,209,197,75,44,31,49,29,20,9,2,7,12,10,2,4,2,2,0,0,0,0,0,0,1,1,0,0,0,0
C-08_Appendix_(SC)_India,C2608SCA,25,000,State - DAMAN & DIU,Urban,30-34,394,191,203,42,27,15,26,19,7,7,4,3,1,1,0,2,1,1,0,0,0,0,0,0,6,2,4,0,0,0
C-08_Appendix_(SC)_India,C2608SCA,25,000,State - DAMAN & DIU,Urban,35-59,1070,583,487,86,62,24,63,50,13,9,3,6,3,2,1,4,3,1,0,0,0,0,0,0,7,4,3,0,0,0
C-08_Appendix_(SC)_India,C2608SCA,25,000,State - DAMAN & DIU,Urban,60+,256,104,152,3,3,0,0,0,0,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_Appendix_(SC)_India,C2608SCA,25,000,State - DAMAN & DIU,Urban,Age not stated,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_Appendix_(SC)_India,C2608SCA,26,000,State - DADRA & NAGAR HAVELI,Total,Total,4503,2465,2038,373,241,132,200,124,76,45,24,21,67,59,8,17,12,5,2,1,1,1,1,0,41,20,21,0,0,0
C-08_Appendix_(SC)_India,C2608SCA,26,000,State - DADRA & NAGAR HAVELI,Total,15-19,592,321,271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_Appendix_(SC)_India,C2608SCA,26,000,State - DADRA & NAGAR HAVELI,Total,20-24,725,413,312,75,45,30,30,16,14,9,5,4,19,16,3,5,3,2,1,0,1,0,0,0,11,5,6,0,0,0
C-08_Appendix_(SC)_India,C2608SCA,26,000,State - DADRA & NAGAR HAVELI,Total,25-29,669,373,296,96,54,42,36,18,18,16,7,9,24,21,3,7,4,3,0,0,0,0,0,0,13,4,9,0,0,0
C-08_Appendix_(SC)_India,C2608SCA,26,000,State - DADRA & NAGAR HAVELI,Total,30-34,557,306,251,76,47,29,47,24,23,9,6,3,15,14,1,1,1,0,0,0,0,0,0,0,4,2,2,0,0,0
C-08_Appendix_(SC)_India,C2608SCA,26,000,State - DADRA & NAGAR HAVELI,Total,35-59,1578,872,706,120,90,30,83,62,21,10,6,4,9,8,1,3,3,0,1,1,0,1,1,0,13,9,4,0,0,0
C-08_Appendix_(SC)_India,C2608SCA,26,000,State - DADRA & NAGAR HAVELI,Total,60+,376,178,198,6,5,1,4,4,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_Appendix_(SC)_India,C2608SCA,26,000,State - DADRA & NAGAR HAVELI,Total,Age not stated,6,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_Appendix_(SC)_India,C2608SCA,26,000,State - DADRA & NAGAR HAVELI,Rural,Total,990,611,379,57,40,17,32,25,7,4,3,1,7,6,1,2,1,1,1,0,1,0,0,0,11,5,6,0,0,0
C-08_Appendix_(SC)_India,C2608SCA,26,000,State - DADRA & NAGAR HAVELI,Rural,15-19,122,81,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_Appendix_(SC)_India,C2608SCA,26,000,State - DADRA & NAGAR HAVELI,Rural,20-24,192,137,55,15,9,6,8,5,3,1,1,0,1,1,0,1,0,1,1,0,1,0,0,0,3,2,1,0,0,0
C-08_Appendix_(SC)_India,C2608SCA,26,000,State - DADRA & NAGAR HAVELI,Rural,25-29,155,99,56,18,12,6,7,5,2,2,1,1,2,2,0,1,1,0,0,0,0,0,0,0,6,3,3,0,0,0
C-08_Appendix_(SC)_India,C2608SCA,26,000,State - DADRA & NAGAR HAVELI,Rural,30-34,107,64,43,14,10,4,9,7,2,1,1,0,3,2,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
C-08_Appendix_(SC)_India,C2608SCA,26,000,State - DADRA & NAGAR HAVELI,Rural,35-59,332,190,142,10,9,1,8,8,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
C-08_Appendix_(SC)_India,C2608SCA,26,000,State - DADRA & NAGAR HAVELI,Rural,60+,82,40,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_Appendix_(SC)_India,C2608SCA,26,000,State - DADRA & NAGAR HAVELI,Rural,Age not stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_Appendix_(SC)_India,C2608SCA,26,000,State - DADRA & NAGAR HAVELI,Urban,Total,3513,1854,1659,316,201,115,168,99,69,41,21,20,60,53,7,15,11,4,1,1,0,1,1,0,30,15,15,0,0,0
C-08_Appendix_(SC)_India,C2608SCA,26,000,State - DADRA & NAGAR HAVELI,Urban,15-19,470,240,230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_Appendix_(SC)_India,C2608SCA,26,000,State - DADRA & NAGAR HAVELI,Urban,20-24,533,276,257,60,36,24,22,11,11,8,4,4,18,15,3,4,3,1,0,0,0,0,0,0,8,3,5,0,0,0
C-08_Appendix_(SC)_India,C2608SCA,26,000,State - DADRA & NAGAR HAVELI,Urban,25-29,514,274,240,78,42,36,29,13,16,14,6,8,22,19,3,6,3,3,0,0,0,0,0,0,7,1,6,0,0,0
C-08_Appendix_(SC)_India,C2608SCA,26,000,State - DADRA & NAGAR HAVELI,Urban,30-34,450,242,208,62,37,25,38,17,21,8,5,3,12,12,0,1,1,0,0,0,0,0,0,0,3,2,1,0,0,0
C-08_Appendix_(SC)_India,C2608SCA,26,000,State - DADRA & NAGAR HAVELI,Urban,35-59,1246,682,564,110,81,29,75,54,21,10,6,4,8,7,1,3,3,0,1,1,0,1,1,0,12,9,3,0,0,0
C-08_Appendix_(SC)_India,C2608SCA,26,000,State - DADRA & NAGAR HAVELI,Urban,60+,294,138,156,6,5,1,4,4,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_Appendix_(SC)_India,C2608SCA,26,000,State - DADRA & NAGAR HAVELI,Urban,Age not stated,6,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_Appendix_(SC)_India,C2608SCA,27,000,State - MAHARASHTRA,Total,Total,9608999,4867029,4741970,680846,436657,244189,389735,250907,138828,144338,91845,52493,55619,40299,15320,17982,10414,7568,4272,3479,793,524,431,93,68302,39233,29069,74,49,25
C-08_Appendix_(SC)_India,C2608SCA,27,000,State - MAHARASHTRA,Total,15-19,1317278,703301,613977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_Appendix_(SC)_India,C2608SCA,27,000,State - MAHARASHTRA,Total,20-24,1363131,706717,656414,129728,68407,61321,76474,39676,36798,15409,7374,8035,16825,10960,5865,3808,1893,1915,1168,792,376,72,43,29,15958,7658,8300,14,11,3
C-08_Appendix_(SC)_India,C2608SCA,27,000,State - MAHARASHTRA,Total,25-29,1198495,615671,582824,158367,90974,67393,90879,52752,38127,34458,18378,16080,16105,10959,5146,4915,2629,2286,939,697,242,110,81,29,10937,5463,5474,24,15,9
C-08_Appendix_(SC)_India,C2608SCA,27,000,State - MAHARASHTRA,Total,30-34,1002430,509165,493265,113100,70025,43075,64677,40174,24503,28487,16844,11643,9095,6860,2235,3090,1689,1401,551,479,72,79,66,13,7114,3907,3207,7,6,1
C-08_Appendix_(SC)_India,C2608SCA,27,000,State - MAHARASHTRA,Total,35-59,3416281,1732159,1684122,250683,183449,67234,141896,104778,37118,61033,45164,15869,12371,10471,1900,5537,3706,1831,1392,1301,91,242,220,22,28187,17794,10393,25,15,10
C-08_Appendix_(SC)_India,C2608SCA,27,000,State - MAHARASHTRA,Total,60+,1269151,577937,691214,26859,22446,4413,14631,12781,1850,4516,3796,720,1056,928,128,576,463,113,206,197,9,20,20,0,5851,4259,1592,3,2,1
C-08_Appendix_(SC)_India,C2608SCA,27,000,State - MAHARASHTRA,Total,Age not stated,42233,22079,20154,2109,1356,753,1178,746,432,435,289,146,167,121,46,56,34,22,16,13,3,1,1,0,255,152,103,1,0,1
C-08_Appendix_(SC)_India,C2608SCA,27,000,State - MAHARASHTRA,Rural,Total,5349776,2715253,2634523,214695,157658,57037,119531,88099,31432,46748,35089,11659,9390,7427,1963,3344,2316,1028,1744,1454,290,143,125,18,33779,23138,10641,16,10,6
C-08_Appendix_(SC)_India,C2608SCA,27,000,State - MAHARASHTRA,Rural,15-19,742196,403776,338420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_Appendix_(SC)_India,C2608SCA,27,000,State - MAHARASHTRA,Rural,20-24,720109,382350,337759,47045,29074,17971,27198,16778,10420,5343,3103,2240,3632,2753,879,768,467,301,593,445,148,26,20,6,9477,5502,3975,8,6,2
C-08_Appendix_(SC)_India,C2608SCA,27,000,State - MAHARASHTRA,Rural,25-29,613529,318662,294867,50602,34417,16185,28848,19796,9052,11727,7864,3863,2707,2083,624,955,613,342,465,373,92,33,26,7,5864,3660,2204,3,2,1
C-08_Appendix_(SC)_India,C2608SCA,27,000,State - MAHARASHTRA,Rural,30-34,525198,265189,260009,34996,25565,9431,19907,14572,5335,9487,6946,2541,1251,1025,226,588,400,188,251,229,22,31,29,2,3481,2364,1117,0,0,0
C-08_Appendix_(SC)_India,C2608SCA,27,000,State - MAHARASHTRA,Rural,35-59,1864676,941419,923257,74216,61797,12419,40013,33760,6253,19065,16196,2869,1648,1433,215,931,745,186,378,357,21,48,45,3,12130,9260,2870,3,1,2
C-08_Appendix_(SC)_India,C2608SCA,27,000,State - MAHARASHTRA,Rural,60+,860305,391420,468885,7127,6281,846,3202,2921,281,978,863,115,120,109,11,90,81,9,51,46,5,4,4,0,2680,2256,424,2,1,1
C-08_Appendix_(SC)_India,C2608SCA,27,000,State - MAHARASHTRA,Rural,Age not stated,23763,12437,11326,709,524,185,363,272,91,148,117,31,32,24,8,12,10,2,6,4,2,1,1,0,147,96,51,0,0,0
C-08_Appendix_(SC)_India,C2608SCA,27,000,State - MAHARASHTRA,Urban,Total,4259223,2151776,2107447,466151,278999,187152,270204,162808,107396,97590,56756,40834,46229,32872,13357,14638,8098,6540,2528,2025,503,381,306,75,34523,16095,18428,58,39,19
C-08_Appendix_(SC)_India,C2608SCA,27,000,State - MAHARASHTRA,Urban,15-19,575082,299525,275557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_Appendix_(SC)_India,C2608SCA,27,000,State - MAHARASHTRA,Urban,20-24,643022,324367,318655,82683,39333,43350,49276,22898,26378,10066,4271,5795,13193,8207,4986,3040,1426,1614,575,347,228,46,23,23,6481,2156,4325,6,5,1
C-08_Appendix_(SC)_India,C2608SCA,27,000,State - MAHARASHTRA,Urban,25-29,584966,297009,287957,107765,56557,51208,62031,32956,29075,22731,10514,12217,13398,8876,4522,3960,2016,1944,474,324,150,77,55,22,5073,1803,3270,21,13,8
C-08_Appendix_(SC)_India,C2608SCA,27,000,State - MAHARASHTRA,Urban,30-34,477232,243976,233256,78104,44460,33644,44770,25602,19168,19000,9898,9102,7844,5835,2009,2502,1289,1213,300,250,50,48,37,11,3633,1543,2090,7,6,1
C-08_Appendix_(SC)_India,C2608SCA,27,000,State - MAHARASHTRA,Urban,35-59,1551605,790740,760865,176467,121652,54815,101883,71018,30865,41968,28968,13000,10723,9038,1685,4606,2961,1645,1014,944,70,194,175,19,16057,8534,7523,22,14,8
C-08_Appendix_(SC)_India,C2608SCA,27,000,State - MAHARASHTRA,Urban,60+,408846,186517,222329,19732,16165,3567,11429,9860,1569,3538,2933,605,936,819,117,486,382,104,155,151,4,16,16,0,3171,2003,1168,1,1,0
C-08_Appendix_(SC)_India,C2608SCA,27,000,State - MAHARASHTRA,Urban,Age not stated,18470,9642,8828,1400,832,568,815,474,341,287,172,115,135,97,38,44,24,20,10,9,1,0,0,0,108,56,52,1,0,1
C-08_Appendix_(SC)_India,C2608SCA,28,000,State - ANDHRA PRADESH,Total,Total,10100938,4998922,5102016,583415,385187,198228,330902,222361,108541,100583,66861,33722,83580,60240,23340,15726,7210,8516,1167,834,333,595,459,136,49687,26918,22769,1175,304,871
C-08_Appendix_(SC)_India,C2608SCA,28,000,State - ANDHRA PRADESH,Total,15-19,1418821,728191,690630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_Appendix_(SC)_India,C2608SCA,28,000,State - ANDHRA PRADESH,Total,20-24,1407020,699027,707993,172705,102515,70190,102655,61876,40779,20433,11850,8583,30008,20285,9723,7208,2798,4410,291,182,109,140,94,46,11527,5336,6191,443,94,349
C-08_Appendix_(SC)_India,C2608SCA,28,000,State - ANDHRA PRADESH,Total,25-29,1293356,634056,659300,150626,96040,54586,78152,50557,27595,26729,16850,9879,28218,19745,8473,3764,1705,2059,215,133,82,111,67,44,13150,6888,6262,287,95,192
C-08_Appendix_(SC)_India,C2608SCA,28,000,State - ANDHRA PRADESH,Total,30-34,1046811,521511,525300,84401,56663,27738,45110,30408,14702,17619,11768,5851,11827,9014,2813,1440,736,704,166,113,53,78,60,18,7998,4519,3479,163,45,118
C-08_Appendix_(SC)_India,C2608SCA,28,000,State - ANDHRA PRADESH,Total,35-59,3598953,1778263,1820690,157501,116338,41163,93943,71019,22924,33066,24284,8782,11689,9830,1859,2668,1568,1100,391,312,79,222,195,27,15265,9064,6201,257,66,191
C-08_Appendix_(SC)_India,C2608SCA,28,000,State - ANDHRA PRADESH,Total,60+,1224828,582700,642128,12330,10028,2302,7681,6440,1241,1830,1508,322,873,722,151,453,335,118,91,85,6,39,38,1,1347,897,450,16,3,13
C-08_Appendix_(SC)_India,C2608SCA,28,000,State - ANDHRA PRADESH,Total,Age not stated,111149,55174,55975,5852,3603,2249,3361,2061,1300,906,601,305,965,644,321,193,68,125,13,9,4,5,5,0,400,214,186,9,1,8
C-08_Appendix_(SC)_India,C2608SCA,28,000,State - ANDHRA PRADESH,Rural,Total,7871903,3905454,3966449,306027,217422,88605,183352,132448,50904,47449,34828,12621,34942,26867,8075,6038,2701,3337,440,337,103,269,206,63,32696,19827,12869,841,208,633
C-08_Appendix_(SC)_India,C2608SCA,28,000,State - ANDHRA PRADESH,Rural,15-19,1097827,571296,526531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_Appendix_(SC)_India,C2608SCA,28,000,State - ANDHRA PRADESH,Rural,20-24,1074890,542809,532081,107422,69330,38092,68104,44710,23394,11751,7734,4017,14625,10728,3897,3311,1309,2002,150,98,52,79,55,24,9052,4618,4434,350,78,272
C-08_Appendix_(SC)_India,C2608SCA,28,000,State - ANDHRA PRADESH,Rural,25-29,979048,482175,496873,83999,59042,24957,46091,32880,13211,14125,10089,4036,12280,9425,2855,1470,691,779,106,85,21,64,42,22,9662,5765,3897,201,65,136
C-08_Appendix_(SC)_India,C2608SCA,28,000,State - ANDHRA PRADESH,Rural,30-34,800992,397638,403354,42069,31228,10841,23542,17524,6018,8341,6366,1975,4327,3548,779,457,241,216,55,41,14,40,33,7,5204,3450,1754,103,25,78
C-08_Appendix_(SC)_India,C2608SCA,28,000,State - ANDHRA PRADESH,Rural,35-59,2805273,1378267,1427006,66050,52853,13197,41609,34193,7416,12376,9941,2435,3188,2782,406,600,347,253,94,81,13,75,65,10,7936,5406,2530,172,38,134
C-08_Appendix_(SC)_India,C2608SCA,28,000,State - ANDHRA PRADESH,Rural,60+,1036919,495164,541755,3846,3193,653,2395,2043,352,497,427,70,206,161,45,117,90,27,29,28,1,10,10,0,583,433,150,9,1,8
C-08_Appendix_(SC)_India,C2608SCA,28,000,State - ANDHRA PRADESH,Rural,Age not stated,76954,38105,38849,2641,1776,865,1611,1098,513,359,271,88,316,223,93,83,23,60,6,4,2,1,1,0,259,155,104,6,1,5
C-08_Appendix_(SC)_India,C2608SCA,28,000,State - ANDHRA PRADESH,Urban,Total,2229035,1093468,1135567,277388,167765,109623,147550,89913,57637,53134,32033,21101,48638,33373,15265,9688,4509,5179,727,497,230,326,253,73,16991,7091,9900,334,96,238
C-08_Appendix_(SC)_India,C2608SCA,28,000,State - ANDHRA PRADESH,Urban,15-19,320994,156895,164099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
