source_file,Table | Name,State | Code,Distt. | Code,Area Name,Total/ | Rural/ | Urban/,Age-group | 1,Total | Persons | 2,Males | 3,Females | 4,Marital status | Persons | 5,Never married | Males | 6,Females | 7,Currently Married | Persons | 8,Males | 9,Females | 10,Widowed | Persons | 11,Males | 12,Females | 13,Separated | Persons | 14,Males | 15,Females | 16,Divorced | Persons | 17,Males | 18,Females | 19,Unspecified | Persons | 20,Males | 21,Females | 22
C-02_Appendix_(ST)_Andaman_and_Nicobar_Islands,C0902STA,35,000,State - ANDAMAN & NICOBAR ISLANDS,Rural,23,428,207,221,266,163,103,160,44,116,1,0,1,1,0,1,0,0,0,0,0,0
C-02_Appendix_(ST)_Andaman_and_Nicobar_Islands,C0902STA,35,000,State - ANDAMAN & NICOBAR ISLANDS,Rural,24,497,257,240,268,180,88,222,74,148,5,2,3,2,1,1,0,0,0,0,0,0
C-02_Appendix_(ST)_Andaman_and_Nicobar_Islands,C0902STA,35,000,State - ANDAMAN & NICOBAR ISLANDS,Rural,25,539,280,259,264,168,96,272,111,161,3,1,2,0,0,0,0,0,0,0,0,0
C-02_Appendix_(ST)_Andaman_and_Nicobar_Islands,C0902STA,35,000,State - ANDAMAN & NICOBAR ISLANDS,Rural,26,435,223,212,197,128,69,234,95,139,3,0,3,1,0,1,0,0,0,0,0,0
C-02_Appendix_(ST)_Andaman_and_Nicobar_Islands,C0902STA,35,000,State - ANDAMAN & NICOBAR ISLANDS,Rural,27,452,242,210,198,135,63,248,106,142,5,1,4,1,0,1,0,0,0,0,0,0
C-02_Appendix_(ST)_Andaman_and_Nicobar_Islands,C0902STA,35,000,State - ANDAMAN & NICOBAR ISLANDS,Rural,28,492,232,260,172,105,67,311,123,188,8,4,4,1,0,1,0,0,0,0,0,0
C-02_Appendix_(ST)_Andaman_and_Nicobar_Islands,C0902STA,35,000,State - ANDAMAN & NICOBAR ISLANDS,Rural,29,457,238,219,148,101,47,305,135,170,3,2,1,1,0,1,0,0,0,0,0,0
C-02_Appendix_(ST)_Andaman_and_Nicobar_Islands,C0902STA,35,000,State - ANDAMAN & NICOBAR ISLANDS,Urban,15,35,11,24,33,11,22,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
C-02_Appendix_(ST)_Andaman_and_Nicobar_Islands,C0902STA,35,000,State - ANDAMAN & NICOBAR ISLANDS,Urban,16,27,18,9,27,18,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-02_Appendix_(ST)_Andaman_and_Nicobar_Islands,C0902STA,35,000,State - ANDAMAN & NICOBAR ISLANDS,Urban,17,31,11,20,30,11,19,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
C-02_Appendix_(ST)_Andaman_and_Nicobar_Islands,C0902STA,35,000,State - ANDAMAN & NICOBAR ISLANDS,Urban,18,28,15,13,26,15,11,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
C-02_Appendix_(ST)_Andaman_and_Nicobar_Islands,C0902STA,35,000,State - ANDAMAN & NICOBAR ISLANDS,Urban,19,49,21,28,48,21,27,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
C-02_Appendix_(ST)_Andaman_and_Nicobar_Islands,C0902STA,35,000,State - ANDAMAN & NICOBAR ISLANDS,Urban,20,61,20,41,58,20,38,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0
C-02_Appendix_(ST)_Andaman_and_Nicobar_Islands,C0902STA,35,000,State - ANDAMAN & NICOBAR ISLANDS,Urban,21,59,28,31,54,27,27,4,0,4,0,0,0,1,1,0,0,0,0,0,0,0
C-02_Appendix_(ST)_Andaman_and_Nicobar_Islands,C0902STA,35,000,State - ANDAMAN & NICOBAR ISLANDS,Urban,22,49,23,26,45,22,23,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0
C-02_Appendix_(ST)_Andaman_and_Nicobar_Islands,C0902STA,35,000,State - ANDAMAN & NICOBAR ISLANDS,Urban,23,50,23,27,43,23,20,6,0,6,1,0,1,0,0,0,0,0,0,0,0,0
C-02_Appendix_(ST)_Andaman_and_Nicobar_Islands,C0902STA,35,000,State - ANDAMAN & NICOBAR ISLANDS,Urban,24,46,22,24,35,19,16,11,3,8,0,0,0,0,0,0,0,0,0,0,0,0
C-02_Appendix_(ST)_Andaman_and_Nicobar_Islands,C0902STA,35,000,State - ANDAMAN & NICOBAR ISLANDS,Urban,25,39,14,25,24,13,11,14,1,13,1,0,1,0,0,0,0,0,0,0,0,0
C-02_Appendix_(ST)_Andaman_and_Nicobar_Islands,C0902STA,35,000,State - ANDAMAN & NICOBAR ISLANDS,Urban,26,43,14,29,23,7,16,19,7,12,1,0,1,0,0,0,0,0,0,0,0,0
C-02_Appendix_(ST)_Andaman_and_Nicobar_Islands,C0902STA,35,000,State - ANDAMAN & NICOBAR ISLANDS,Urban,27,29,13,16,12,8,4,17,5,12,0,0,0,0,0,0,0,0,0,0,0,0
C-02_Appendix_(ST)_Andaman_and_Nicobar_Islands,C0902STA,35,000,State - ANDAMAN & NICOBAR ISLANDS,Urban,28,42,19,23,20,11,9,22,8,14,0,0,0,0,0,0,0,0,0,0,0,0
C-02_Appendix_(ST)_Andaman_and_Nicobar_Islands,C0902STA,35,000,State - ANDAMAN & NICOBAR ISLANDS,Urban,29,33,14,19,16,8,8,17,6,11,0,0,0,0,0,0,0,0,0,0,0,0
C-02_Appendix_(ST)_Andhra_Pradesh,C0902STA,28,000,State - ANDHRA PRADESH,Total,15,136166,71973,64193,129613,70374,59239,6274,1519,4755,194,49,145,80,30,50,5,1,4,0,0,0
C-02_Appendix_(ST)_Andhra_Pradesh,C0902STA,28,000,State - ANDHRA PRADESH,Total,16,120690,64050,56640,112451,62284,50167,8007,1705,6302,127,33,94,86,25,61,19,3,16,0,0,0
C-02_Appendix_(ST)_Andhra_Pradesh,C0902STA,28,000,State - ANDHRA PRADESH,Total,17,103996,56366,47630,92495,54252,38243,11229,2045,9184,129,34,95,121,30,91,22,5,17,0,0,0
C-02_Appendix_(ST)_Andhra_Pradesh,C0902STA,28,000,State - ANDHRA PRADESH,Total,18,139949,70257,69692,107691,65938,41753,31688,4208,27480,248,64,184,278,45,233,44,2,42,0,0,0
C-02_Appendix_(ST)_Andhra_Pradesh,C0902STA,28,000,State - ANDHRA PRADESH,Total,19,102426,50204,52222,67566,44171,23395,34275,5924,28351,275,50,225,260,55,205,50,4,46,0,0,0
C-02_Appendix_(ST)_Andhra_Pradesh,C0902STA,28,000,State - ANDHRA PRADESH,Total,20,164772,76300,88472,80741,56926,23815,82414,19068,63346,725,135,590,742,148,594,150,23,127,0,0,0
C-02_Appendix_(ST)_Andhra_Pradesh,C0902STA,28,000,State - ANDHRA PRADESH,Total,21,89721,44918,44803,41116,29589,11527,47668,15156,32512,482,90,392,372,68,304,83,15,68,0,0,0
C-02_Appendix_(ST)_Andhra_Pradesh,C0902STA,28,000,State - ANDHRA PRADESH,Total,22,111344,54487,56857,38655,28747,9908,71236,25421,45815,721,139,582,610,149,461,122,31,91,0,0,0
C-02_Appendix_(ST)_Andhra_Pradesh,C0902STA,28,000,State - ANDHRA PRADESH,Total,23,91883,44267,47616,26940,20145,6795,63637,23865,39772,688,121,567,514,116,398,104,20,84,0,0,0
C-02_Appendix_(ST)_Andhra_Pradesh,C0902STA,28,000,State - ANDHRA PRADESH,Total,24,100493,47892,52601,22229,16831,5398,76514,30715,45799,919,163,756,692,153,539,139,30,109,0,0,0
C-02_Appendix_(ST)_Andhra_Pradesh,C0902STA,28,000,State - ANDHRA PRADESH,Total,25,176380,86266,90114,25614,19604,6010,146478,65791,80687,2358,426,1932,1596,374,1222,334,71,263,0,0,0
C-02_Appendix_(ST)_Andhra_Pradesh,C0902STA,28,000,State - ANDHRA PRADESH,Total,26,97899,48062,49837,12568,9533,3035,82905,38064,44841,1449,240,1209,799,189,610,178,36,142,0,0,0
C-02_Appendix_(ST)_Andhra_Pradesh,C0902STA,28,000,State - ANDHRA PRADESH,Total,27,78860,39065,39795,7850,5874,1976,68991,32794,36197,1250,217,1033,642,148,494,127,32,95,0,0,0
C-02_Appendix_(ST)_Andhra_Pradesh,C0902STA,28,000,State - ANDHRA PRADESH,Total,28,110882,51616,59266,7631,5643,1988,100116,45414,54702,1974,296,1678,970,222,748,191,41,150,0,0,0
C-02_Appendix_(ST)_Andhra_Pradesh,C0902STA,28,000,State - ANDHRA PRADESH,Total,29,77068,38365,38703,4701,3433,1268,69801,34449,35352,1680,256,1424,748,194,554,138,33,105,0,0,0
C-02_Appendix_(ST)_Andhra_Pradesh,C0902STA,28,000,State - ANDHRA PRADESH,Rural,15,119367,62930,56437,113658,61516,52142,5452,1340,4112,181,47,134,71,26,45,5,1,4,0,0,0
C-02_Appendix_(ST)_Andhra_Pradesh,C0902STA,28,000,State - ANDHRA PRADESH,Rural,16,104896,55549,49347,97723,54017,43706,6966,1478,5488,116,31,85,73,20,53,18,3,15,0,0,0
C-02_Appendix_(ST)_Andhra_Pradesh,C0902STA,28,000,State - ANDHRA PRADESH,Rural,17,89359,48566,40793,79408,46751,32657,9716,1753,7963,110,29,81,105,28,77,20,5,15,0,0,0
C-02_Appendix_(ST)_Andhra_Pradesh,C0902STA,28,000,State - ANDHRA PRADESH,Rural,18,123001,61902,61099,94279,58041,36238,28214,3763,24451,219,56,163,250,40,210,39,2,37,0,0,0
C-02_Appendix_(ST)_Andhra_Pradesh,C0902STA,28,000,State - ANDHRA PRADESH,Rural,19,88939,43966,44973,58146,38516,19630,30259,5351,24908,246,45,201,243,50,193,45,4,41,0,0,0
C-02_Appendix_(ST)_Andhra_Pradesh,C0902STA,28,000,State - ANDHRA PRADESH,Rural,20,145326,67942,77384,70656,50395,20261,73221,17276,55945,641,118,523,669,133,536,139,20,119,0,0,0
C-02_Appendix_(ST)_Andhra_Pradesh,C0902STA,28,000,State - ANDHRA PRADESH,Rural,21,77184,39042,38142,34624,25328,9296,41734,13558,28176,418,79,339,335,64,271,73,13,60,0,0,0
C-02_Appendix_(ST)_Andhra_Pradesh,C0902STA,28,000,State - ANDHRA PRADESH,Rural,22,97060,47809,49251,32812,24713,8099,62946,22805,40141,636,124,512,556,137,419,110,30,80,0,0,0
C-02_Appendix_(ST)_Andhra_Pradesh,C0902STA,28,000,State - ANDHRA PRADESH,Rural,23,79724,38443,41281,22443,16989,5454,56120,21219,34901,603,109,494,462,106,356,96,20,76,0,0,0
C-02_Appendix_(ST)_Andhra_Pradesh,C0902STA,28,000,State - ANDHRA PRADESH,Rural,24,87390,41705,45685,18408,14092,4316,67435,27295,40140,789,153,636,636,142,494,122,23,99,0,0,0
C-02_Appendix_(ST)_Andhra_Pradesh,C0902STA,28,000,State - ANDHRA PRADESH,Rural,25,155703,76550,79153,21978,16865,5113,129880,58875,71005,2092,399,1693,1445,350,1095,308,61,247,0,0,0
C-02_Appendix_(ST)_Andhra_Pradesh,C0902STA,28,000,State - ANDHRA PRADESH,Rural,26,85280,41952,43328,10362,7912,2450,72777,33615,39162,1279,226,1053,704,166,538,158,33,125,0,0,0
C-02_Appendix_(ST)_Andhra_Pradesh,C0902STA,28,000,State - ANDHRA PRADESH,Rural,27,67826,33708,34118,6317,4748,1569,59783,28606,31177,1050,197,853,566,131,435,110,26,84,0,0,0
C-02_Appendix_(ST)_Andhra_Pradesh,C0902STA,28,000,State - ANDHRA PRADESH,Rural,28,97420,45171,52249,6263,4601,1662,88352,40049,48303,1755,280,1475,878,205,673,172,36,136,0,0,0
C-02_Appendix_(ST)_Andhra_Pradesh,C0902STA,28,000,State - ANDHRA PRADESH,Rural,29,66938,33281,33657,3810,2737,1073,60850,30109,30741,1473,229,1244,676,175,501,129,31,98,0,0,0
C-02_Appendix_(ST)_Andhra_Pradesh,C0902STA,28,000,State - ANDHRA PRADESH,Urban,15,16799,9043,7756,15955,8858,7097,822,179,643,13,2,11,9,4,5,0,0,0,0,0,0
C-02_Appendix_(ST)_Andhra_Pradesh,C0902STA,28,000,State - ANDHRA PRADESH,Urban,16,15794,8501,7293,14728,8267,6461,1041,227,814,11,2,9,13,5,8,1,0,1,0,0,0
C-02_Appendix_(ST)_Andhra_Pradesh,C0902STA,28,000,State - ANDHRA PRADESH,Urban,17,14637,7800,6837,13087,7501,5586,1513,292,1221,19,5,14,16,2,14,2,0,2,0,0,0
C-02_Appendix_(ST)_Andhra_Pradesh,C0902STA,28,000,State - ANDHRA PRADESH,Urban,18,16948,8355,8593,13412,7897,5515,3474,445,3029,29,8,21,28,5,23,5,0,5,0,0,0
C-02_Appendix_(ST)_Andhra_Pradesh,C0902STA,28,000,State - ANDHRA PRADESH,Urban,19,13487,6238,7249,9420,5655,3765,4016,573,3443,29,5,24,17,5,12,5,0,5,0,0,0
C-02_Appendix_(ST)_Andhra_Pradesh,C0902STA,28,000,State - ANDHRA PRADESH,Urban,20,19446,8358,11088,10085,6531,3554,9193,1792,7401,84,17,67,73,15,58,11,3,8,0,0,0
C-02_Appendix_(ST)_Andhra_Pradesh,C0902STA,28,000,State - ANDHRA PRADESH,Urban,21,12537,5876,6661,6492,4261,2231,5934,1598,4336,64,11,53,37,4,33,10,2,8,0,0,0
C-02_Appendix_(ST)_Andhra_Pradesh,C0902STA,28,000,State - ANDHRA PRADESH,Urban,22,14284,6678,7606,5843,4034,1809,8290,2616,5674,85,15,70,54,12,42,12,1,11,0,0,0
C-02_Appendix_(ST)_Andhra_Pradesh,C0902STA,28,000,State - ANDHRA PRADESH,Urban,23,12159,5824,6335,4497,3156,1341,7517,2646,4871,85,12,73,52,10,42,8,0,8,0,0,0
C-02_Appendix_(ST)_Andhra_Pradesh,C0902STA,28,000,State - ANDHRA PRADESH,Urban,24,13103,6187,6916,3821,2739,1082,9079,3420,5659,130,10,120,56,11,45,17,7,10,0,0,0
C-02_Appendix_(ST)_Andhra_Pradesh,C0902STA,28,000,State - ANDHRA PRADESH,Urban,25,20677,9716,10961,3636,2739,897,16598,6916,9682,266,27,239,151,24,127,26,10,16,0,0,0
C-02_Appendix_(ST)_Andhra_Pradesh,C0902STA,28,000,State - ANDHRA PRADESH,Urban,26,12619,6110,6509,2206,1621,585,10128,4449,5679,170,14,156,95,23,72,20,3,17,0,0,0
C-02_Appendix_(ST)_Andhra_Pradesh,C0902STA,28,000,State - ANDHRA PRADESH,Urban,27,11034,5357,5677,1533,1126,407,9208,4188,5020,200,20,180,76,17,59,17,6,11,0,0,0
C-02_Appendix_(ST)_Andhra_Pradesh,C0902STA,28,000,State - ANDHRA PRADESH,Urban,28,13462,6445,7017,1368,1042,326,11764,5365,6399,219,16,203,92,17,75,19,5,14,0,0,0
C-02_Appendix_(ST)_Andhra_Pradesh,C0902STA,28,000,State - ANDHRA PRADESH,Urban,29,10130,5084,5046,891,696,195,8951,4340,4611,207,27,180,72,19,53,9,2,7,0,0,0
