source_file,Table | Name,State | Code,Distt. | Code,Area Name,Total/ | Rural/ | Urban/,Age at | marriage | 1,Number of ever married | persons | Males | 2,Females | 3,Duration of marriage of currently married persons | All durations | Males | 4,Females | 5,0-4 | Males | 6,Females | 7,5-9 | Males | 8,Females | 9,10-19 | Males | 10,Females | 11,20-29 | Males | 12,Females | 13,30-39 | Males | 14,Females | 15,40 and above | Males | 16,Females | 17,Duration not known | Males | 18,Females | 19
C-04_(SC)_Andhra_Pradesh,C1504SC,28,000,State - ANDHRA PRADESH,Total,All ages,3532324,4263292,3361935,3459569,410911,442948,446778,471393,840055,892399,694362,702661,396079,401572,378545,351067,195205,197529
C-04_(SC)_Andhra_Pradesh,C1504SC,28,000,State - ANDHRA PRADESH,Total,Less than 10,66952,141691,64004,113695,17,46,84,389,4142,24871,21299,29756,15323,23815,22666,33494,473,1324
C-04_(SC)_Andhra_Pradesh,C1504SC,28,000,State - ANDHRA PRADESH,Total,10-11,9099,83542,7537,58005,13,103,68,962,789,8221,1780,11426,1378,11622,3408,25144,101,527
C-04_(SC)_Andhra_Pradesh,C1504SC,28,000,State - ANDHRA PRADESH,Total,12-13,12447,212992,9822,153812,32,1054,167,7605,1393,38591,2198,40254,1846,28746,4110,36574,76,988
C-04_(SC)_Andhra_Pradesh,C1504SC,28,000,State - ANDHRA PRADESH,Total,14-15,54725,667546,44332,508422,356,14639,1392,43450,7064,138867,9124,130514,7946,85771,18171,92319,279,2862
C-04_(SC)_Andhra_Pradesh,C1504SC,28,000,State - ANDHRA PRADESH,Total,16-17,111511,819295,99420,679450,4193,88038,8941,104274,28173,204303,23319,147619,13493,75507,20802,56102,499,3607
C-04_(SC)_Andhra_Pradesh,C1504SC,28,000,State - ANDHRA PRADESH,Total,18-19,409868,1116392,380312,955107,31003,172919,45404,164938,105129,266351,87842,190669,48497,94462,61108,61457,1329,4311
C-04_(SC)_Andhra_Pradesh,C1504SC,28,000,State - ANDHRA PRADESH,Total,20-21,1012870,649242,956614,522347,94953,85954,126367,92312,255211,137025,222805,107684,120288,58982,133236,37488,3754,2902
C-04_(SC)_Andhra_Pradesh,C1504SC,28,000,State - ANDHRA PRADESH,Total,22-23,625579,166063,610646,147902,105335,41724,100654,30061,173788,37255,126066,22651,60060,10755,42189,4495,2554,961
C-04_(SC)_Andhra_Pradesh,C1504SC,28,000,State - ANDHRA PRADESH,Total,24-25,549851,96577,533996,81409,76991,20412,78725,15452,144870,20890,113026,13226,69717,7842,48267,3031,2400,556
C-04_(SC)_Andhra_Pradesh,C1504SC,28,000,State - ANDHRA PRADESH,Total,26-27,195989,30613,193232,27670,43563,9548,34347,5576,51378,6797,33382,3456,20347,1657,9295,394,920,242
C-04_(SC)_Andhra_Pradesh,C1504SC,28,000,State - ANDHRA PRADESH,Total,28-29,126998,17651,125176,15569,26786,4816,23248,3365,31361,3824,21681,2149,14923,1064,6699,259,478,92
C-04_(SC)_Andhra_Pradesh,C1504SC,28,000,State - ANDHRA PRADESH,Total,30-31,95244,12065,92846,9527,13788,1937,16670,1841,22033,2670,18052,1773,15216,989,6631,237,456,80
C-04_(SC)_Andhra_Pradesh,C1504SC,28,000,State - ANDHRA PRADESH,Total,32-33,27243,2939,26895,2528,7094,812,5371,489,6176,679,4581,363,2793,144,747,28,133,13
C-04_(SC)_Andhra_Pradesh,C1504SC,28,000,State - ANDHRA PRADESH,Total,34 +,36677,8413,35511,5102,6787,946,5340,679,8548,2055,9207,1121,4252,216,1216,45,161,40
C-04_(SC)_Andhra_Pradesh,C1504SC,28,000,State - ANDHRA PRADESH,Total,Not stated,197271,238271,181592,179024,0,0,0,0,0,0,0,0,0,0,0,0,181592,179024
C-04_(SC)_Andhra_Pradesh,C1504SC,28,000,State - ANDHRA PRADESH,Rural,All ages,2796291,3372197,2653053,2725633,318861,343913,347961,366774,656514,697325,548089,555459,319150,326696,327392,303019,135086,132447
C-04_(SC)_Andhra_Pradesh,C1504SC,28,000,State - ANDHRA PRADESH,Rural,Less than 10,51789,116782,49287,93369,9,32,62,311,3344,20323,15739,23485,11534,19331,18272,28877,327,1010
C-04_(SC)_Andhra_Pradesh,C1504SC,28,000,State - ANDHRA PRADESH,Rural,10-11,7621,70857,6237,48918,11,80,53,779,597,6530,1264,9130,1142,9677,3096,22323,74,399
C-04_(SC)_Andhra_Pradesh,C1504SC,28,000,State - ANDHRA PRADESH,Rural,12-13,10226,172302,8030,124627,27,895,129,6263,1071,30605,1641,31307,1511,23203,3593,31647,58,707
C-04_(SC)_Andhra_Pradesh,C1504SC,28,000,State - ANDHRA PRADESH,Rural,14-15,46495,549105,37481,419247,299,12365,1135,35791,5721,112759,7272,105207,6685,70681,16163,80292,206,2152
C-04_(SC)_Andhra_Pradesh,C1504SC,28,000,State - ANDHRA PRADESH,Rural,16-17,93959,672519,83438,558313,3580,73740,7402,85454,23252,165508,19056,119669,11298,62524,18470,48803,380,2615
C-04_(SC)_Andhra_Pradesh,C1504SC,28,000,State - ANDHRA PRADESH,Rural,18-19,345840,901830,320183,770709,26382,141182,37992,131686,87575,211317,72704,153156,40626,77533,53891,52937,1013,2898
C-04_(SC)_Andhra_Pradesh,C1504SC,28,000,State - ANDHRA PRADESH,Rural,20-21,843524,507333,795069,403918,79860,65246,104627,70184,209149,103959,182981,83545,99454,47310,116327,31708,2671,1966
C-04_(SC)_Andhra_Pradesh,C1504SC,28,000,State - ANDHRA PRADESH,Rural,22-23,506413,115634,493932,101819,86072,28784,80869,20624,138740,24601,101327,15739,48647,8023,36509,3489,1768,559
C-04_(SC)_Andhra_Pradesh,C1504SC,28,000,State - ANDHRA PRADESH,Rural,24-25,425347,62404,412451,51100,58749,12042,60226,9398,109453,12693,86525,8708,54858,5671,41069,2283,1571,305
C-04_(SC)_Andhra_Pradesh,C1504SC,28,000,State - ANDHRA PRADESH,Rural,26-27,137821,17036,135733,14983,30468,5104,23894,2865,34804,3538,23133,2004,15270,1078,7605,268,559,126
C-04_(SC)_Andhra_Pradesh,C1504SC,28,000,State - ANDHRA PRADESH,Rural,28-29,84491,9941,83194,8505,17118,2489,14858,1752,19838,2078,14546,1267,11147,694,5443,177,244,48
C-04_(SC)_Andhra_Pradesh,C1504SC,28,000,State - ANDHRA PRADESH,Rural,30-31,63522,7430,61687,5674,8007,967,10417,1016,13796,1589,12182,1165,11645,730,5404,169,236,38
C-04_(SC)_Andhra_Pradesh,C1504SC,28,000,State - ANDHRA PRADESH,Rural,32-33,16720,1664,16504,1380,4141,415,3053,235,3603,370,2976,237,2088,95,580,18,63,10
C-04_(SC)_Andhra_Pradesh,C1504SC,28,000,State - ANDHRA PRADESH,Rural,34 +,24891,6059,24005,3475,4138,572,3244,416,5571,1455,6743,840,3245,146,970,28,94,18
C-04_(SC)_Andhra_Pradesh,C1504SC,28,000,State - ANDHRA PRADESH,Rural,Not stated,137632,161301,125822,119596,0,0,0,0,0,0,0,0,0,0,0,0,125822,119596
C-04_(SC)_Andhra_Pradesh,C1504SC,28,000,State - ANDHRA PRADESH,Urban,All ages,736033,891095,708882,733936,92050,99035,98817,104619,183541,195074,146273,147202,76929,74876,51153,48048,60119,65082
C-04_(SC)_Andhra_Pradesh,C1504SC,28,000,State - ANDHRA PRADESH,Urban,Less than 10,15163,24909,14717,20326,8,14,22,78,798,4548,5560,6271,3789,4484,4394,4617,146,314
C-04_(SC)_Andhra_Pradesh,C1504SC,28,000,State - ANDHRA PRADESH,Urban,10-11,1478,12685,1300,9087,2,23,15,183,192,1691,516,2296,236,1945,312,2821,27,128
C-04_(SC)_Andhra_Pradesh,C1504SC,28,000,State - ANDHRA PRADESH,Urban,12-13,2221,40690,1792,29185,5,159,38,1342,322,7986,557,8947,335,5543,517,4927,18,281
C-04_(SC)_Andhra_Pradesh,C1504SC,28,000,State - ANDHRA PRADESH,Urban,14-15,8230,118441,6851,89175,57,2274,257,7659,1343,26108,1852,25307,1261,15090,2008,12027,73,710
C-04_(SC)_Andhra_Pradesh,C1504SC,28,000,State - ANDHRA PRADESH,Urban,16-17,17552,146776,15982,121137,613,14298,1539,18820,4921,38795,4263,27950,2195,12983,2332,7299,119,992
C-04_(SC)_Andhra_Pradesh,C1504SC,28,000,State - ANDHRA PRADESH,Urban,18-19,64028,214562,60129,184398,4621,31737,7412,33252,17554,55034,15138,37513,7871,16929,7217,8520,316,1413
C-04_(SC)_Andhra_Pradesh,C1504SC,28,000,State - ANDHRA PRADESH,Urban,20-21,169346,141909,161545,118429,15093,20708,21740,22128,46062,33066,39824,24139,20834,11672,16909,5780,1083,936
C-04_(SC)_Andhra_Pradesh,C1504SC,28,000,State - ANDHRA PRADESH,Urban,22-23,119166,50429,116714,46083,19263,12940,19785,9437,35048,12654,24739,6912,11413,2732,5680,1006,786,402
C-04_(SC)_Andhra_Pradesh,C1504SC,28,000,State - ANDHRA PRADESH,Urban,24-25,124504,34173,121545,30309,18242,8370,18499,6054,35417,8197,26501,4518,14859,2171,7198,748,829,251
C-04_(SC)_Andhra_Pradesh,C1504SC,28,000,State - ANDHRA PRADESH,Urban,26-27,58168,13577,57499,12687,13095,4444,10453,2711,16574,3259,10249,1452,5077,579,1690,126,361,116
C-04_(SC)_Andhra_Pradesh,C1504SC,28,000,State - ANDHRA PRADESH,Urban,28-29,42507,7710,41982,7064,9668,2327,8390,1613,11523,1746,7135,882,3776,370,1256,82,234,44
C-04_(SC)_Andhra_Pradesh,C1504SC,28,000,State - ANDHRA PRADESH,Urban,30-31,31722,4635,31159,3853,5781,970,6253,825,8237,1081,5870,608,3571,259,1227,68,220,42
C-04_(SC)_Andhra_Pradesh,C1504SC,28,000,State - ANDHRA PRADESH,Urban,32-33,10523,1275,10391,1148,2953,397,2318,254,2573,309,1605,126,705,49,167,10,70,3
C-04_(SC)_Andhra_Pradesh,C1504SC,28,000,State - ANDHRA PRADESH,Urban,34 +,11786,2354,11506,1627,2649,374,2096,263,2977,600,2464,281,1007,70,246,17,67,22
C-04_(SC)_Andhra_Pradesh,C1504SC,28,000,State - ANDHRA PRADESH,Urban,Not stated,59639,76970,55770,59428,0,0,0,0,0,0,0,0,0,0,0,0,55770,59428
C-04_(SC)_Assam,C1504SC,18,000,State - ASSAM,Total,All ages,510777,598383,488841,496422,73254,77775,75441,78627,136379,141971,98599,99878,49987,48115,29679,26580,25502,23476
C-04_(SC)_Assam,C1504SC,18,000,State - ASSAM,Total,Less than 10,5381,10882,5190,9130,2,4,9,50,345,2685,1733,2971,1426,1802,1672,1614,3,4
C-04_(SC)_Assam,C1504SC,18,000,State - ASSAM,Total,10-11,247,1771,224,1274,1,7,8,61,39,426,88,340,53,183,35,256,0,1
C-04_(SC)_Assam,C1504SC,18,000,State - ASSAM,Total,12-13,288,7582,249,5559,2,108,19,514,78,1849,79,1385,38,871,33,831,0,1
C-04_(SC)_Assam,C1504SC,18,000,State - ASSAM,Total,14-15,1219,39216,1046,30849,56,1609,117,3670,347,10359,269,7563,128,4276,129,3368,0,4
C-04_(SC)_Assam,C1504SC,18,000,State - ASSAM,Total,16-17,4636,83023,4265,69748,553,10041,743,11996,1508,23045,786,14171,381,6636,294,3845,0,14
C-04_(SC)_Assam,C1504SC,18,000,State - ASSAM,Total,18-19,20172,174871,18746,151011,3128,28592,3375,26452,5974,45454,3398,29840,1558,13632,1309,7004,4,37
C-04_(SC)_Assam,C1504SC,18,000,State - ASSAM,Total,20-21,59684,118495,56221,97334,8725,15249,9976,16668,16868,27654,11027,21556,5170,10318,4442,5863,13,26
C-04_(SC)_Assam,C1504SC,18,000,State - ASSAM,Total,22-23,71640,51449,69021,44008,12359,9542,12189,7896,21526,12586,13529,8806,5792,3742,3607,1421,19,15
C-04_(SC)_Assam,C1504SC,18,000,State - ASSAM,Total,24-25,89152,37764,85222,30702,12435,5454,12270,5082,25290,8653,18855,6659,9792,3481,6557,1367,23,6
C-04_(SC)_Assam,C1504SC,18,000,State - ASSAM,Total,26-27,56408,15508,54896,13227,10109,3163,9420,2419,16685,3831,11239,2478,4958,1015,2466,315,19,6
C-04_(SC)_Assam,C1504SC,18,000,State - ASSAM,Total,28-29,50553,10852,49151,8890,8211,1933,8018,1706,14504,2478,10396,1610,5477,882,2536,281,9,0
C-04_(SC)_Assam,C1504SC,18,000,State - ASSAM,Total,30-31,51414,8583,49184,6150,5917,916,7798,1226,13796,1607,11100,1322,6849,787,3715,290,9,2
C-04_(SC)_Assam,C1504SC,18,000,State - ASSAM,Total,32-33,25983,2886,25353,2257,4534,535,4407,426,7431,594,5426,470,2657,185,894,46,4,1
C-04_(SC)_Assam,C1504SC,18,000,State - ASSAM,Total,34 +,46135,4627,44685,2926,7222,622,7092,461,11988,750,10674,707,5708,305,1990,79,11,2
C-04_(SC)_Assam,C1504SC,18,000,State - ASSAM,Total,Not stated,27865,30874,25388,23357,0,0,0,0,0,0,0,0,0,0,0,0,25388,23357
C-04_(SC)_Assam,C1504SC,18,000,State - ASSAM,Rural,All ages,414639,484322,396160,403867,59362,63365,61435,64389,110131,115453,78993,80411,40668,39390,25035,22275,20536,18584
C-04_(SC)_Assam,C1504SC,18,000,State - ASSAM,Rural,Less than 10,4392,9022,4224,7603,1,4,7,40,297,2339,1425,2436,1128,1434,1365,1347,1,3
C-04_(SC)_Assam,C1504SC,18,000,State - ASSAM,Rural,10-11,190,1279,170,957,1,5,5,48,31,341,72,235,34,131,27,196,0,1
C-04_(SC)_Assam,C1504SC,18,000,State - ASSAM,Rural,12-13,213,5424,187,4147,1,94,15,424,55,1408,62,990,28,617,26,613,0,1
C-04_(SC)_Assam,C1504SC,18,000,State - ASSAM,Rural,14-15,881,29967,762,24095,50,1320,82,3002,255,8159,186,5728,88,3213,101,2671,0,2
C-04_(SC)_Assam,C1504SC,18,000,State - ASSAM,Rural,16-17,3564,67171,3284,57085,451,8502,596,9967,1163,18910,584,11203,276,5300,214,3195,0,8
C-04_(SC)_Assam,C1504SC,18,000,State - ASSAM,Rural,18-19,16329,146482,15125,127320,2593,24305,2772,22543,4792,38367,2682,24700,1215,11429,1068,5950,3,26
C-04_(SC)_Assam,C1504SC,18,000,State - ASSAM,Rural,20-21,49586,97978,46700,80726,7384,12613,8475,13873,13987,22729,8912,17714,4171,8692,3759,5086,12,19
C-04_(SC)_Assam,C1504SC,18,000,State - ASSAM,Rural,22-23,60349,40886,58097,34866,10496,7497,10390,6222,18094,9971,11218,6916,4801,3068,3085,1182,13,10
C-04_(SC)_Assam,C1504SC,18,000,State - ASSAM,Rural,24-25,74515,29526,71097,23802,10478,4077,10284,3868,21052,6537,15465,5271,8132,2879,5667,1168,19,2
C-04_(SC)_Assam,C1504SC,18,000,State - ASSAM,Rural,26-27,46240,11503,44934,9696,8293,2216,7771,1710,13705,2778,8970,1912,4083,810,2097,268,15,2
C-04_(SC)_Assam,C1504SC,18,000,State - ASSAM,Rural,28-29,40384,8138,39218,6602,6448,1350,6537,1234,11568,1777,8119,1263,4415,738,2126,240,5,0
C-04_(SC)_Assam,C1504SC,18,000,State - ASSAM,Rural,30-31,40612,6573,38754,4630,4580,600,6095,866,10632,1182,8703,1066,5591,667,3150,248,3,1
C-04_(SC)_Assam,C1504SC,18,000,State - ASSAM,Rural,32-33,19754,2140,19243,1641,3399,361,3308,288,5576,414,4145,385,2094,151,717,41,4,1
C-04_(SC)_Assam,C1504SC,18,000,State - ASSAM,Rural,34 +,35088,3573,33907,2191,5187,421,5098,304,8924,541,8450,592,4612,261,1633,70,3,2
C-04_(SC)_Assam,C1504SC,18,000,State - ASSAM,Rural,Not stated,22542,24660,20458,18506,0,0,0,0,0,0,0,0,0,0,0,0,20458,18506
C-04_(SC)_Assam,C1504SC,18,000,State - ASSAM,Urban,All ages,96138,114061,92681,92555,13892,14410,14006,14238,26248,26518,19606,19467,9319,8725,4644,4305,4966,4892
C-04_(SC)_Assam,C1504SC,18,000,State - ASSAM,Urban,Less than 10,989,1860,966,1527,1,0,2,10,48,346,308,535,298,368,307,267,2,1
C-04_(SC)_Assam,C1504SC,18,000,State - ASSAM,Urban,10-11,57,492,54,317,0,2,3,13,8,85,16,105,19,52,8,60,0,0
C-04_(SC)_Assam,C1504SC,18,000,State - ASSAM,Urban,12-13,75,2158,62,1412,1,14,4,90,23,441,17,395,10,254,7,218,0,0
C-04_(SC)_Assam,C1504SC,18,000,State - ASSAM,Urban,14-15,338,9249,284,6754,6,289,35,668,92,2200,83,1835,40,1063,28,697,0,2
C-04_(SC)_Assam,C1504SC,18,000,State - ASSAM,Urban,16-17,1072,15852,981,12663,102,1539,147,2029,345,4135,202,2968,105,1336,80,650,0,6
C-04_(SC)_Assam,C1504SC,18,000,State - ASSAM,Urban,18-19,3843,28389,3621,23691,535,4287,603,3909,1182,7087,716,5140,343,2203,241,1054,1,11
C-04_(SC)_Assam,C1504SC,18,000,State - ASSAM,Urban,20-21,10098,20517,9521,16608,1341,2636,1501,2795,2881,4925,2115,3842,999,1626,683,777,1,7
C-04_(SC)_Assam,C1504SC,18,000,State - ASSAM,Urban,22-23,11291,10563,10924,9142,1863,2045,1799,1674,3432,2615,2311,1890,991,674,522,239,6,5
C-04_(SC)_Assam,C1504SC,18,000,State - ASSAM,Urban,24-25,14637,8238,14125,6900,1957,1377,1986,1214,4238,2116,3390,1388,1660,602,890,199,4,4
C-04_(SC)_Assam,C1504SC,18,000,State - ASSAM,Urban,26-27,10168,4005,9962,3531,1816,947,1649,709,2980,1053,2269,566,875,205,369,47,4,4
C-04_(SC)_Assam,C1504SC,18,000,State - ASSAM,Urban,28-29,10169,2714,9933,2288,1763,583,1481,472,2936,701,2277,347,1062,144,410,41,4,0
C-04_(SC)_Assam,C1504SC,18,000,State - ASSAM,Urban,30-31,10802,2010,10430,1520,1337,316,1703,360,3164,425,2397,256,1258,120,565,42,6,1
C-04_(SC)_Assam,C1504SC,18,000,State - ASSAM,Urban,32-33,6229,746,6110,616,1135,174,1099,138,1855,180,1281,85,563,34,177,5,0,0
C-04_(SC)_Assam,C1504SC,18,000,State - ASSAM,Urban,34 +,11047,1054,10778,735,2035,201,1994,157,3064,209,2224,115,1096,44,357,9,8,0
C-04_(SC)_Assam,C1504SC,18,000,State - ASSAM,Urban,Not stated,5323,6214,4930,4851,0,0,0,0,0,0,0,0,0,0,0,0,4930,4851
C-04_(SC)_Bihar,C1504SC,10,000,State - BIHAR,Total,All ages,3756345,4034540,3582781,3698639,454530,501979,521968,548107,985755,1046203,659195,679413,390108,398455,380933,369683,190292,154799
C-04_(SC)_Bihar,C1504SC,10,000,State - BIHAR,Total,Less than 10,43055,94772,41066,88544,79,199,237,700,7736,26750,11412,25360,8607,15774,12800,19391,195,370
C-04_(SC)_Bihar,C1504SC,10,000,State - BIHAR,Total,10-11,11232,38633,10153,34812,187,725,467,2282,2577,8862,2404,7331,1532,5577,2902,9802,84,233
C-04_(SC)_Bihar,C1504SC,10,000,State - BIHAR,Total,12-13,19982,104119,17636,93864,715,3576,1350,9366,4391,25277,3602,19569,2551,14543,4935,21121,92,412
C-04_(SC)_Bihar,C1504SC,10,000,State - BIHAR,Total,14-15,86280,417115,75441,374703,4267,25974,6656,44729,18505,105233,15084,76906,11399,53452,19215,67037,315,1372
C-04_(SC)_Bihar,C1504SC,10,000,State - BIHAR,Total,16-17,219615,897162,201126,828002,20584,123343,27339,131500,55726,244930,38239,153001,24984,90309,33464,82278,790,2641
C-04_(SC)_Bihar,C1504SC,10,000,State - BIHAR,Total,18-19,686867,1642677,650409,1544400,91636,264142,97440,257098,187126,466094,121533,280455,70811,150267,79767,121464,2096,4880
C-04_(SC)_Bihar,C1504SC,10,000,State - BIHAR,Total,20-21,1394077,504455,1338060,441373,187854,58679,216581,75102,391007,126355,255108,88659,141673,51225,141664,40116,4173,1237
C-04_(SC)_Bihar,C1504SC,10,000,State - BIHAR,Total,22-23,633220,99154,617871,89473,93243,15638,101752,17506,187747,25485,117482,15750,67304,9488,48741,5335,1602,271
C-04_(SC)_Bihar,C1504SC,10,000,State - BIHAR,Total,24-25,307011,42120,297934,36136,32631,5227,45279,6250,87506,9864,62775,7327,40524,5013,28477,2358,742,97
C-04_(SC)_Bihar,C1504SC,10,000,State - BIHAR,Total,26-27,65067,10052,63907,9137,10985,2013,11279,1531,18827,2663,11771,1591,7474,1008,3424,299,147,32
C-04_(SC)_Bihar,C1504SC,10,000,State - BIHAR,Total,28-29,42181,8501,41355,7569,7010,1631,6772,1178,11358,2132,7823,1405,5705,927,2583,262,104,34
C-04_(SC)_Bihar,C1504SC,10,000,State - BIHAR,Total,30-31,30144,4701,29097,3812,2691,350,4368,502,7574,1112,6833,1041,5215,624,2347,163,69,20
C-04_(SC)_Bihar,C1504SC,10,000,State - BIHAR,Total,32-33,7263,1203,7114,1055,1259,156,1109,137,2113,368,1533,265,872,101,212,25,16,3
C-04_(SC)_Bihar,C1504SC,10,000,State - BIHAR,Total,34 +,12540,3601,11786,2573,1389,326,1339,226,3562,1078,3596,753,1457,147,402,32,41,11
C-04_(SC)_Bihar,C1504SC,10,000,State - BIHAR,Total,Not stated,197811,166275,179826,143186,0,0,0,0,0,0,0,0,0,0,0,0,179826,143186
C-04_(SC)_Bihar,C1504SC,10,000,State - BIHAR,Rural,All ages,3483661,3739462,3322283,3434440,422385,466195,483682,507875,913567,971401,608583,629147,361090,369989,357700,348121,175276,141712
C-04_(SC)_Bihar,C1504SC,10,000,State - BIHAR,Rural,Less than 10,40051,89226,38200,83526,78,185,223,655,7334,25271,10589,23892,7939,14873,11862,18295,175,355
C-04_(SC)_Bihar,C1504SC,10,000,State - BIHAR,Rural,10-11,10514,35207,9522,31838,181,682,444,2111,2418,8147,2255,6691,1440,5039,2702,8949,82,219
C-04_(SC)_Bihar,C1504SC,10,000,State - BIHAR,Rural,12-13,18597,94684,16430,85660,675,3354,1252,8554,4110,22978,3350,17714,2337,13187,4617,19488,89,385
C-04_(SC)_Bihar,C1504SC,10,000,State - BIHAR,Rural,14-15,80090,381006,70080,343271,4017,24020,6210,40963,17167,96104,13926,69756,10547,48738,17919,62397,294,1293
C-04_(SC)_Bihar,C1504SC,10,000,State - BIHAR,Rural,16-17,206411,836725,189067,773584,19401,114961,25546,122455,52333,228380,35906,142748,23486,84538,31644,78015,751,2487
C-04_(SC)_Bihar,C1504SC,10,000,State - BIHAR,Rural,18-19,645303,1545625,611163,1455016,86407,248581,91567,241916,175587,438865,113806,263632,66358,141585,75442,115807,1996,4630
C-04_(SC)_Bihar,C1504SC,10,000,State - BIHAR,Rural,20-21,1314127,459025,1261575,401291,178042,53216,204808,67948,368650,114663,239263,80218,132877,46695,133991,37451,3944,1100
C-04_(SC)_Bihar,C1504SC,10,000,State - BIHAR,Rural,22-23,585140,87584,570876,78871,86230,13384,93805,15279,173197,22457,108073,13972,62386,8581,45726,4961,1459,237
C-04_(SC)_Bihar,C1504SC,10,000,State - BIHAR,Rural,24-25,271950,35540,263789,30276,28738,4226,39865,5111,77124,8257,55340,6192,36121,4329,25954,2080,647,81
C-04_(SC)_Bihar,C1504SC,10,000,State - BIHAR,Rural,26-27,54846,8266,53835,7485,9110,1564,9428,1221,15819,2225,9868,1323,6411,872,3070,254,129,26
C-04_(SC)_Bihar,C1504SC,10,000,State - BIHAR,Rural,28-29,34797,7306,34093,6508,5615,1372,5423,990,9361,1841,6448,1218,4898,814,2260,241,88,32
C-04_(SC)_Bihar,C1504SC,10,000,State - BIHAR,Rural,30-31,24163,3889,23270,3133,1942,268,3341,373,5944,930,5583,885,4397,525,2007,133,56,19
C-04_(SC)_Bihar,C1504SC,10,000,State - BIHAR,Rural,32-33,5518,1015,5399,882,908,116,770,106,1627,319,1195,229,713,87,172,22,14,3
C-04_(SC)_Bihar,C1504SC,10,000,State - BIHAR,Rural,34 +,10118,3187,9463,2263,1041,266,1000,193,2896,964,2981,677,1180,126,334,28,31,9
C-04_(SC)_Bihar,C1504SC,10,000,State - BIHAR,Rural,Not stated,182036,151177,165521,130836,0,0,0,0,0,0,0,0,0,0,0,0,165521,130836
C-04_(SC)_Bihar,C1504SC,10,000,State - BIHAR,Urban,All ages,272684,295078,260498,264199,32145,35784,38286,40232,72188,74802,50612,50266,29018,28466,23233,21562,15016,13087
C-04_(SC)_Bihar,C1504SC,10,000,State - BIHAR,Urban,Less than 10,3004,5546,2866,5018,1,14,14,45,402,1479,823,1468,668,901,938,1096,20,15
C-04_(SC)_Bihar,C1504SC,10,000,State - BIHAR,Urban,10-11,718,3426,631,2974,6,43,23,171,159,715,149,640,92,538,200,853,2,14
C-04_(SC)_Bihar,C1504SC,10,000,State - BIHAR,Urban,12-13,1385,9435,1206,8204,40,222,98,812,281,2299,252,1855,214,1356,318,1633,3,27
C-04_(SC)_Bihar,C1504SC,10,000,State - BIHAR,Urban,14-15,6190,36109,5361,31432,250,1954,446,3766,1338,9129,1158,7150,852,4714,1296,4640,21,79
C-04_(SC)_Bihar,C1504SC,10,000,State - BIHAR,Urban,16-17,13204,60437,12059,54418,1183,8382,1793,9045,3393,16550,2333,10253,1498,5771,1820,4263,39,154
C-04_(SC)_Bihar,C1504SC,10,000,State - BIHAR,Urban,18-19,41564,97052,39246,89384,5229,15561,5873,15182,11539,27229,7727,16823,4453,8682,4325,5657,100,250
C-04_(SC)_Bihar,C1504SC,10,000,State - BIHAR,Urban,20-21,79950,45430,76485,40082,9812,5463,11773,7154,22357,11692,15845,8441,8796,4530,7673,2665,229,137
C-04_(SC)_Bihar,C1504SC,10,000,State - BIHAR,Urban,22-23,48080,11570,46995,10602,7013,2254,7947,2227,14550,3028,9409,1778,4918,907,3015,374,143,34
C-04_(SC)_Bihar,C1504SC,10,000,State - BIHAR,Urban,24-25,35061,6580,34145,5860,3893,1001,5414,1139,10382,1607,7435,1135,4403,684,2523,278,95,16
C-04_(SC)_Bihar,C1504SC,10,000,State - BIHAR,Urban,26-27,10221,1786,10072,1652,1875,449,1851,310,3008,438,1903,268,1063,136,354,45,18,6
C-04_(SC)_Bihar,C1504SC,10,000,State - BIHAR,Urban,28-29,7384,1195,7262,1061,1395,259,1349,188,1997,291,1375,187,807,113,323,21,16,2
C-04_(SC)_Bihar,C1504SC,10,000,State - BIHAR,Urban,30-31,5981,812,5827,679,749,82,1027,129,1630,182,1250,156,818,99,340,30,13,1
C-04_(SC)_Bihar,C1504SC,10,000,State - BIHAR,Urban,32-33,1745,188,1715,173,351,40,339,31,486,49,338,36,159,14,40,3,2,0
C-04_(SC)_Bihar,C1504SC,10,000,State - BIHAR,Urban,34 +,2422,414,2323,310,348,60,339,33,666,114,615,76,277,21,68,4,10,2
C-04_(SC)_Bihar,C1504SC,10,000,State - BIHAR,Urban,Not stated,15775,15098,14305,12350,0,0,0,0,0,0,0,0,0,0,0,0,14305,12350
C-04_(SC)_Chandigarh,C1504SC,04,000,State - CHANDIGARH,Total,All ages,49293,49484,47583,44428,6946,6434,7193,6778,13161,12579,10960,10153,5080,4599,2779,2452,1464,1433
C-04_(SC)_Chandigarh,C1504SC,04,000,State - CHANDIGARH,Total,Less than 10,531,570,518,495,0,0,0,1,32,84,183,171,146,104,157,135,0,0
C-04_(SC)_Chandigarh,C1504SC,04,000,State - CHANDIGARH,Total,10-11,140,441,128,386,0,0,1,6,26,78,31,106,29,94,41,102,0,0
C-04_(SC)_Chandigarh,C1504SC,04,000,State - CHANDIGARH,Total,12-13,208,1241,195,1070,1,5,4,38,50,260,53,325,38,251,49,191,0,0
C-04_(SC)_Chandigarh,C1504SC,04,000,State - CHANDIGARH,Total,14-15,878,4761,788,3970,10,61,31,265,169,1124,234,1240,168,742,175,537,1,1
C-04_(SC)_Chandigarh,C1504SC,04,000,State - CHANDIGARH,Total,16-17,2175,8422,1995,7415,99,572,185,997,598,2408,574,2023,282,904,255,509,2,2
