source_file,Table | Name,State | Code,Distt. | Code,Area Name,Total/ | Rural/ | Urban/,Age-group | 1,Total population | Persons | 2,Males | 3,Females | 4,Educational level | Graduate and above | Persons | 5,Males | 6,Females | 7,Graduate degree other than | technical degree | Persons | 8,Males | 9,Females | 10,Post graduate degree other than | technical degree | Persons | 11,Males | 12,Females | 13,Technical degree or diploma equal to degree or post graduate degree | Engineering and technology | Persons | 14,Males | 15,Females | 16,Medicine | Persons | 17,Males | 18,Females | 19,Agriculture and dairying | Persons | 20,Males | 21,Females | 22,Veterinary | Persons | 23,Males | 24,Females | 25,Teaching | Persons | 26,Males | 27,Females | 28,Others | Persons | 29,Males | 30,Females | 31
C-08_Appendix_(ST)_India,C2808STA,08,000,State - RAJASTHAN,Total,15-19,972910,499318,473592,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_Appendix_(ST)_India,C2808STA,08,000,State - RAJASTHAN,Total,20-24,804375,415594,388781,56243,41949,14294,34851,27462,7389,7038,4446,2592,2256,1848,408,713,511,202,60,51,9,36,27,9,11286,7602,3684,3,2,1
C-08_Appendix_(ST)_India,C2808STA,08,000,State - RAJASTHAN,Total,25-29,663967,340835,323132,52860,42280,10580,26496,22684,3812,11257,7834,3423,1693,1464,229,610,442,168,46,42,4,35,29,6,12722,9785,2937,1,0,1
C-08_Appendix_(ST)_India,C2808STA,08,000,State - RAJASTHAN,Total,30-34,596142,299981,296161,32735,28241,4494,16032,14428,1604,8263,6597,1666,794,732,62,312,243,69,19,18,1,15,15,0,7298,6206,1092,2,2,0
C-08_Appendix_(ST)_India,C2808STA,08,000,State - RAJASTHAN,Total,35-59,1949275,998152,951123,53883,50390,3493,26110,24656,1454,16510,15123,1387,1405,1353,52,716,621,95,83,82,1,40,40,0,9013,8510,503,6,5,1
C-08_Appendix_(ST)_India,C2808STA,08,000,State - RAJASTHAN,Total,60+,585858,279246,306612,2699,2527,172,1315,1235,80,972,918,54,79,70,9,27,26,1,1,1,0,0,0,0,305,277,28,0,0,0
C-08_Appendix_(ST)_India,C2808STA,08,000,State - RAJASTHAN,Total,Age not stated,40246,20180,20066,860,711,149,477,410,67,146,111,35,23,18,5,6,6,0,1,1,0,0,0,0,207,165,42,0,0,0
C-08_Appendix_(ST)_India,C2808STA,08,000,State - RAJASTHAN,Rural,Total,5247203,2662315,2584888,152884,132186,20698,83620,74152,9468,29178,24616,4562,2960,2728,232,1183,1006,177,143,134,9,91,84,7,35701,29461,6240,8,5,3
C-08_Appendix_(ST)_India,C2808STA,08,000,State - RAJASTHAN,Rural,15-19,906939,463586,443353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_Appendix_(ST)_India,C2808STA,08,000,State - RAJASTHAN,Rural,20-24,746487,385208,361279,44518,34977,9541,28568,23462,5106,4729,3302,1427,1025,909,116,375,315,60,42,36,6,27,24,3,9750,6928,2822,2,1,1
C-08_Appendix_(ST)_India,C2808STA,08,000,State - RAJASTHAN,Rural,25-29,616971,316442,300529,42108,35406,6702,22011,19430,2581,7614,5858,1756,887,813,74,333,272,61,38,37,1,25,21,4,11199,8975,2224,1,0,1
C-08_Appendix_(ST)_India,C2808STA,08,000,State - RAJASTHAN,Rural,30-34,556490,279885,276605,25999,23324,2675,13097,12105,992,5769,4948,821,437,413,24,178,147,31,13,12,1,12,12,0,6492,5686,806,1,1,0
C-08_Appendix_(ST)_India,C2808STA,08,000,State - RAJASTHAN,Rural,35-59,1821063,930749,890314,37872,36297,1575,18725,18040,685,10409,9892,517,573,560,13,282,258,24,49,48,1,27,27,0,7803,7469,334,4,3,1
C-08_Appendix_(ST)_India,C2808STA,08,000,State - RAJASTHAN,Rural,60+,560450,267015,293435,1610,1529,81,772,729,43,541,523,18,24,22,2,10,9,1,1,1,0,0,0,0,262,245,17,0,0,0
C-08_Appendix_(ST)_India,C2808STA,08,000,State - RAJASTHAN,Rural,Age not stated,38803,19430,19373,777,653,124,447,386,61,116,93,23,14,11,3,5,5,0,0,0,0,0,0,0,195,158,37,0,0,0
C-08_Appendix_(ST)_India,C2808STA,08,000,State - RAJASTHAN,Urban,Total,365570,190991,174579,46396,33912,12484,21661,16723,4938,15008,10413,4595,3290,2757,533,1201,843,358,67,61,6,35,27,8,5130,3084,2046,4,4,0
C-08_Appendix_(ST)_India,C2808STA,08,000,State - RAJASTHAN,Urban,15-19,65971,35732,30239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_Appendix_(ST)_India,C2808STA,08,000,State - RAJASTHAN,Urban,20-24,57888,30386,27502,11725,6972,4753,6283,4000,2283,2309,1144,1165,1231,939,292,338,196,142,18,15,3,9,3,6,1536,674,862,1,1,0
C-08_Appendix_(ST)_India,C2808STA,08,000,State - RAJASTHAN,Urban,25-29,46996,24393,22603,10752,6874,3878,4485,3254,1231,3643,1976,1667,806,651,155,277,170,107,8,5,3,10,8,2,1523,810,713,0,0,0
C-08_Appendix_(ST)_India,C2808STA,08,000,State - RAJASTHAN,Urban,30-34,39652,20096,19556,6736,4917,1819,2935,2323,612,2494,1649,845,357,319,38,134,96,38,6,6,0,3,3,0,806,520,286,1,1,0
C-08_Appendix_(ST)_India,C2808STA,08,000,State - RAJASTHAN,Urban,35-59,128212,67403,60809,16011,14093,1918,7385,6616,769,6101,5231,870,832,793,39,434,363,71,34,34,0,13,13,0,1210,1041,169,2,2,0
C-08_Appendix_(ST)_India,C2808STA,08,000,State - RAJASTHAN,Urban,60+,25408,12231,13177,1089,998,91,543,506,37,431,395,36,55,48,7,17,17,0,0,0,0,0,0,0,43,32,11,0,0,0
C-08_Appendix_(ST)_India,C2808STA,08,000,State - RAJASTHAN,Urban,Age not stated,1443,750,693,83,58,25,30,24,6,30,18,12,9,7,2,1,1,0,1,1,0,0,0,0,12,7,5,0,0,0
C-08_Appendix_(ST)_India,C2808STA,09,000,State - UTTAR PRADESH,Total,Total,681845,348036,333809,18275,12774,5501,13015,9108,3907,3585,2383,1202,665,559,106,183,144,39,37,36,1,2,1,1,788,543,245,0,0,0
C-08_Appendix_(ST)_India,C2808STA,09,000,State - UTTAR PRADESH,Total,15-19,117074,61529,55545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_Appendix_(ST)_India,C2808STA,09,000,State - UTTAR PRADESH,Total,20-24,91526,46010,45516,5032,2996,2036,3917,2347,1570,697,346,351,243,205,38,26,18,8,1,1,0,0,0,0,148,79,69,0,0,0
C-08_Appendix_(ST)_India,C2808STA,09,000,State - UTTAR PRADESH,Total,25-29,83534,41529,42005,4535,2927,1608,3054,1969,1085,1014,607,407,169,141,28,47,35,12,7,6,1,0,0,0,244,169,75,0,0,0
C-08_Appendix_(ST)_India,C2808STA,09,000,State - UTTAR PRADESH,Total,30-34,72919,35522,37397,2821,2010,811,1877,1336,541,681,477,204,90,73,17,27,24,3,6,6,0,1,0,1,139,94,45,0,0,0
C-08_Appendix_(ST)_India,C2808STA,09,000,State - UTTAR PRADESH,Total,35-59,233260,119696,113564,5078,4179,899,3602,2991,611,1040,833,207,140,123,17,66,53,13,17,17,0,1,1,0,212,161,51,0,0,0
C-08_Appendix_(ST)_India,C2808STA,09,000,State - UTTAR PRADESH,Total,60+,77945,40808,37137,640,548,92,433,374,59,126,103,23,20,15,5,14,13,1,6,6,0,0,0,0,41,37,4,0,0,0
C-08_Appendix_(ST)_India,C2808STA,09,000,State - UTTAR PRADESH,Total,Age not stated,5587,2942,2645,169,114,55,132,91,41,27,17,10,3,2,1,3,1,2,0,0,0,0,0,0,4,3,1,0,0,0
C-08_Appendix_(ST)_India,C2808STA,09,000,State - UTTAR PRADESH,Rural,Total,612665,311113,301552,12039,8786,3253,9039,6522,2517,1996,1459,537,282,248,34,78,67,11,27,27,0,0,0,0,617,463,154,0,0,0
C-08_Appendix_(ST)_India,C2808STA,09,000,State - UTTAR PRADESH,Rural,15-19,104667,54830,49837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_Appendix_(ST)_India,C2808STA,09,000,State - UTTAR PRADESH,Rural,20-24,81160,40395,40765,3502,2163,1339,2871,1767,1104,384,215,169,120,104,16,13,10,3,1,1,0,0,0,0,113,66,47,0,0,0
C-08_Appendix_(ST)_India,C2808STA,09,000,State - UTTAR PRADESH,Rural,25-29,74933,37013,37920,3151,2168,983,2261,1530,731,589,400,189,80,70,10,19,16,3,5,5,0,0,0,0,197,147,50,0,0,0
C-08_Appendix_(ST)_India,C2808STA,09,000,State - UTTAR PRADESH,Rural,30-34,65750,31763,33987,1908,1432,476,1332,989,343,412,313,99,31,27,4,14,13,1,4,4,0,0,0,0,115,86,29,0,0,0
C-08_Appendix_(ST)_India,C2808STA,09,000,State - UTTAR PRADESH,Rural,35-59,209458,107024,102434,3008,2620,388,2240,1952,288,530,459,71,42,40,2,27,24,3,13,13,0,0,0,0,156,132,24,0,0,0
C-08_Appendix_(ST)_India,C2808STA,09,000,State - UTTAR PRADESH,Rural,60+,72056,37638,34418,377,335,42,262,231,31,66,60,6,9,7,2,4,4,0,4,4,0,0,0,0,32,29,3,0,0,0
C-08_Appendix_(ST)_India,C2808STA,09,000,State - UTTAR PRADESH,Rural,Age not stated,4641,2450,2191,93,68,25,73,53,20,15,12,3,0,0,0,1,0,1,0,0,0,0,0,0,4,3,1,0,0,0
C-08_Appendix_(ST)_India,C2808STA,09,000,State - UTTAR PRADESH,Urban,Total,69180,36923,32257,6236,3988,2248,3976,2586,1390,1589,924,665,383,311,72,105,77,28,10,9,1,2,1,1,171,80,91,0,0,0
C-08_Appendix_(ST)_India,C2808STA,09,000,State - UTTAR PRADESH,Urban,15-19,12407,6699,5708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_Appendix_(ST)_India,C2808STA,09,000,State - UTTAR PRADESH,Urban,20-24,10366,5615,4751,1530,833,697,1046,580,466,313,131,182,123,101,22,13,8,5,0,0,0,0,0,0,35,13,22,0,0,0
C-08_Appendix_(ST)_India,C2808STA,09,000,State - UTTAR PRADESH,Urban,25-29,8601,4516,4085,1384,759,625,793,439,354,425,207,218,89,71,18,28,19,9,2,1,1,0,0,0,47,22,25,0,0,0
C-08_Appendix_(ST)_India,C2808STA,09,000,State - UTTAR PRADESH,Urban,30-34,7169,3759,3410,913,578,335,545,347,198,269,164,105,59,46,13,13,11,2,2,2,0,1,0,1,24,8,16,0,0,0
C-08_Appendix_(ST)_India,C2808STA,09,000,State - UTTAR PRADESH,Urban,35-59,23802,12672,11130,2070,1559,511,1362,1039,323,510,374,136,98,83,15,39,29,10,4,4,0,1,1,0,56,29,27,0,0,0
C-08_Appendix_(ST)_India,C2808STA,09,000,State - UTTAR PRADESH,Urban,60+,5889,3170,2719,263,213,50,171,143,28,60,43,17,11,8,3,10,9,1,2,2,0,0,0,0,9,8,1,0,0,0
C-08_Appendix_(ST)_India,C2808STA,09,000,State - UTTAR PRADESH,Urban,Age not stated,946,492,454,76,46,30,59,38,21,12,5,7,3,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
C-08_Appendix_(ST)_India,C2808STA,10,000,State - BIHAR,Total,Total,790046,402775,387271,12772,9781,2991,10644,8252,2392,1152,793,359,587,489,98,183,126,57,6,5,1,13,10,3,186,105,81,1,1,0
C-08_Appendix_(ST)_India,C2808STA,10,000,State - BIHAR,Total,15-19,120454,65915,54539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_Appendix_(ST)_India,C2808STA,10,000,State - BIHAR,Total,20-24,98236,49021,49215,2798,1922,876,2438,1663,775,142,85,57,173,146,27,23,14,9,4,3,1,0,0,0,17,10,7,1,1,0
C-08_Appendix_(ST)_India,C2808STA,10,000,State - BIHAR,Total,25-29,99339,48265,51074,2593,1893,700,2145,1606,539,243,140,103,155,125,30,29,14,15,1,1,0,1,1,0,19,6,13,0,0,0
C-08_Appendix_(ST)_India,C2808STA,10,000,State - BIHAR,Total,30-34,91025,44392,46633,1831,1351,480,1501,1130,371,175,111,64,82,68,14,35,22,13,0,0,0,4,3,1,34,17,17,0,0,0
C-08_Appendix_(ST)_India,C2808STA,10,000,State - BIHAR,Total,35-59,290643,148923,141720,4944,4107,837,4066,3430,636,530,413,117,159,135,24,86,68,18,1,1,0,8,6,2,94,54,40,0,0,0
C-08_Appendix_(ST)_India,C2808STA,10,000,State - BIHAR,Total,60+,86360,44116,42244,542,467,75,440,390,50,59,42,17,13,11,2,10,8,2,0,0,0,0,0,0,20,16,4,0,0,0
C-08_Appendix_(ST)_India,C2808STA,10,000,State - BIHAR,Total,Age not stated,3989,2143,1846,64,41,23,54,33,21,3,2,1,5,4,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0
C-08_Appendix_(ST)_India,C2808STA,10,000,State - BIHAR,Rural,Total,748323,381131,367192,8878,7218,1660,7652,6241,1411,666,511,155,331,290,41,112,88,24,5,4,1,10,8,2,102,76,26,0,0,0
C-08_Appendix_(ST)_India,C2808STA,10,000,State - BIHAR,Rural,15-19,113112,61879,51233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_Appendix_(ST)_India,C2808STA,10,000,State - BIHAR,Rural,20-24,92399,45938,46461,2065,1498,567,1856,1340,516,88,53,35,90,86,4,14,9,5,4,3,1,0,0,0,13,7,6,0,0,0
C-08_Appendix_(ST)_India,C2808STA,10,000,State - BIHAR,Rural,25-29,94445,45828,48617,1880,1453,427,1611,1257,354,143,102,41,93,76,17,22,13,9,1,1,0,0,0,0,10,4,6,0,0,0
C-08_Appendix_(ST)_India,C2808STA,10,000,State - BIHAR,Rural,30-34,86687,42312,44375,1315,1055,260,1125,906,219,102,77,25,52,45,7,16,12,4,0,0,0,4,3,1,16,12,4,0,0,0
C-08_Appendix_(ST)_India,C2808STA,10,000,State - BIHAR,Rural,35-59,275355,140940,134415,3236,2865,371,2744,2447,297,296,249,47,87,76,11,55,49,6,0,0,0,6,5,1,48,39,9,0,0,0
C-08_Appendix_(ST)_India,C2808STA,10,000,State - BIHAR,Rural,60+,82889,42368,40521,352,323,29,292,271,21,35,29,6,6,5,1,5,5,0,0,0,0,0,0,0,14,13,1,0,0,0
C-08_Appendix_(ST)_India,C2808STA,10,000,State - BIHAR,Rural,Age not stated,3436,1866,1570,30,24,6,24,20,4,2,1,1,3,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
C-08_Appendix_(ST)_India,C2808STA,10,000,State - BIHAR,Urban,Total,41723,21644,20079,3894,2563,1331,2992,2011,981,486,282,204,256,199,57,71,38,33,1,1,0,3,2,1,84,29,55,1,1,0
C-08_Appendix_(ST)_India,C2808STA,10,000,State - BIHAR,Urban,15-19,7342,4036,3306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_Appendix_(ST)_India,C2808STA,10,000,State - BIHAR,Urban,20-24,5837,3083,2754,733,424,309,582,323,259,54,32,22,83,60,23,9,5,4,0,0,0,0,0,0,4,3,1,1,1,0
C-08_Appendix_(ST)_India,C2808STA,10,000,State - BIHAR,Urban,25-29,4894,2437,2457,713,440,273,534,349,185,100,38,62,62,49,13,7,1,6,0,0,0,1,1,0,9,2,7,0,0,0
C-08_Appendix_(ST)_India,C2808STA,10,000,State - BIHAR,Urban,30-34,4338,2080,2258,516,296,220,376,224,152,73,34,39,30,23,7,19,10,9,0,0,0,0,0,0,18,5,13,0,0,0
C-08_Appendix_(ST)_India,C2808STA,10,000,State - BIHAR,Urban,35-59,15288,7983,7305,1708,1242,466,1322,983,339,234,164,70,72,59,13,31,19,12,1,1,0,2,1,1,46,15,31,0,0,0
C-08_Appendix_(ST)_India,C2808STA,10,000,State - BIHAR,Urban,60+,3471,1748,1723,190,144,46,148,119,29,24,13,11,7,6,1,5,3,2,0,0,0,0,0,0,6,3,3,0,0,0
C-08_Appendix_(ST)_India,C2808STA,10,000,State - BIHAR,Urban,Age not stated,553,277,276,34,17,17,30,13,17,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
C-08_Appendix_(ST)_India,C2808STA,11,000,State - SIKKIM,Total,Total,148284,75893,72391,9401,5077,4324,6741,3742,2999,1592,731,861,558,374,184,244,94,150,52,37,15,19,13,6,189,83,106,6,3,3
C-08_Appendix_(ST)_India,C2808STA,11,000,State - SIKKIM,Total,15-19,23353,11716,11637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_Appendix_(ST)_India,C2808STA,11,000,State - SIKKIM,Total,20-24,21707,10758,10949,1786,784,1002,1344,598,746,254,87,167,132,82,50,31,9,22,7,5,2,2,1,1,13,2,11,3,0,3
C-08_Appendix_(ST)_India,C2808STA,11,000,State - SIKKIM,Total,25-29,20555,10245,10310,2869,1384,1485,1937,998,939,680,277,403,155,84,71,55,18,37,4,0,4,1,0,1,36,6,30,1,1,0
C-08_Appendix_(ST)_India,C2808STA,11,000,State - SIKKIM,Total,30-34,16117,8133,7984,1547,798,749,1091,578,513,297,137,160,89,55,34,46,16,30,4,4,0,2,1,1,18,7,11,0,0,0
C-08_Appendix_(ST)_India,C2808STA,11,000,State - SIKKIM,Total,35-59,51249,26802,24447,2923,1915,1008,2162,1424,738,327,207,120,164,136,28,104,46,58,35,26,9,12,9,3,117,65,52,2,2,0
C-08_Appendix_(ST)_India,C2808STA,11,000,State - SIKKIM,Total,60+,14872,7996,6876,261,188,73,194,136,58,32,23,9,18,17,1,8,5,3,2,2,0,2,2,0,5,3,2,0,0,0
C-08_Appendix_(ST)_India,C2808STA,11,000,State - SIKKIM,Total,Age not stated,431,243,188,15,8,7,13,8,5,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_Appendix_(ST)_India,C2808STA,11,000,State - SIKKIM,Rural,Total,118175,61203,56972,4388,2449,1939,3240,1864,1376,772,363,409,197,129,68,51,21,30,21,15,6,3,1,2,102,54,48,2,2,0
C-08_Appendix_(ST)_India,C2808STA,11,000,State - SIKKIM,Rural,15-19,19241,9732,9509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_Appendix_(ST)_India,C2808STA,11,000,State - SIKKIM,Rural,20-24,17528,8803,8725,1024,456,568,816,370,446,117,39,78,63,35,28,13,6,7,6,4,2,1,0,1,8,2,6,0,0,0
C-08_Appendix_(ST)_India,C2808STA,11,000,State - SIKKIM,Rural,25-29,16171,8197,7974,1589,819,770,1128,619,509,351,146,205,73,45,28,11,3,8,4,0,4,0,0,0,21,5,16,1,1,0
C-08_Appendix_(ST)_India,C2808STA,11,000,State - SIKKIM,Rural,30-34,12527,6469,6058,749,430,319,537,314,223,159,81,78,29,21,8,14,7,7,3,3,0,0,0,0,7,4,3,0,0,0
C-08_Appendix_(ST)_India,C2808STA,11,000,State - SIKKIM,Rural,35-59,39852,20967,18885,943,679,264,698,513,185,134,91,43,25,21,4,12,4,8,8,8,0,2,1,1,63,40,23,1,1,0
C-08_Appendix_(ST)_India,C2808STA,11,000,State - SIKKIM,Rural,60+,12494,6829,5665,77,61,16,56,44,12,10,6,4,7,7,0,1,1,0,0,0,0,0,0,0,3,3,0,0,0,0
C-08_Appendix_(ST)_India,C2808STA,11,000,State - SIKKIM,Rural,Age not stated,362,206,156,6,4,2,5,4,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_Appendix_(ST)_India,C2808STA,11,000,State - SIKKIM,Urban,Total,30109,14690,15419,5013,2628,2385,3501,1878,1623,820,368,452,361,245,116,193,73,120,31,22,9,16,12,4,87,29,58,4,1,3
C-08_Appendix_(ST)_India,C2808STA,11,000,State - SIKKIM,Urban,15-19,4112,1984,2128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_Appendix_(ST)_India,C2808STA,11,000,State - SIKKIM,Urban,20-24,4179,1955,2224,762,328,434,528,228,300,137,48,89,69,47,22,18,3,15,1,1,0,1,1,0,5,0,5,3,0,3
C-08_Appendix_(ST)_India,C2808STA,11,000,State - SIKKIM,Urban,25-29,4384,2048,2336,1280,565,715,809,379,430,329,131,198,82,39,43,44,15,29,0,0,0,1,0,1,15,1,14,0,0,0
C-08_Appendix_(ST)_India,C2808STA,11,000,State - SIKKIM,Urban,30-34,3590,1664,1926,798,368,430,554,264,290,138,56,82,60,34,26,32,9,23,1,1,0,2,1,1,11,3,8,0,0,0
C-08_Appendix_(ST)_India,C2808STA,11,000,State - SIKKIM,Urban,35-59,11397,5835,5562,1980,1236,744,1464,911,553,193,116,77,139,115,24,92,42,50,27,18,9,10,8,2,54,25,29,1,1,0
C-08_Appendix_(ST)_India,C2808STA,11,000,State - SIKKIM,Urban,60+,2378,1167,1211,184,127,57,138,92,46,22,17,5,11,10,1,7,4,3,2,2,0,2,2,0,2,0,2,0,0,0
C-08_Appendix_(ST)_India,C2808STA,11,000,State - SIKKIM,Urban,Age not stated,69,37,32,9,4,5,8,4,4,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_Appendix_(ST)_India,C2808STA,12,000,State - ARUNACHAL PRADESH,Total,Total,594128,288469,305659,33331,22393,10938,23646,15750,7896,4465,2697,1768,2996,2442,554,1106,698,408,344,264,80,121,97,24,647,440,207,6,5,1
C-08_Appendix_(ST)_India,C2808STA,12,000,State - ARUNACHAL PRADESH,Total,15-19,113716,55953,57763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_Appendix_(ST)_India,C2808STA,12,000,State - ARUNACHAL PRADESH,Total,20-24,86742,40305,46437,6838,3415,3423,5206,2621,2585,730,255,475,650,442,208,163,63,100,29,13,16,9,4,5,49,16,33,2,1,1
C-08_Appendix_(ST)_India,C2808STA,12,000,State - ARUNACHAL PRADESH,Total,25-29,78411,36192,42219,9894,5875,4019,7139,4295,2844,1514,761,753,826,612,214,253,135,118,33,18,15,17,11,6,110,41,69,2,2,0
C-08_Appendix_(ST)_India,C2808STA,12,000,State - ARUNACHAL PRADESH,Total,30-34,64133,30705,33428,6215,4416,1799,4356,3079,1277,933,622,311,515,436,79,225,155,70,78,58,20,24,18,6,83,47,36,1,1,0
C-08_Appendix_(ST)_India,C2808STA,12,000,State - ARUNACHAL PRADESH,Total,35-59,201532,100680,100852,9973,8334,1639,6639,5493,1146,1244,1020,224,976,926,50,452,335,117,200,171,29,71,64,7,390,324,66,1,1,0
C-08_Appendix_(ST)_India,C2808STA,12,000,State - ARUNACHAL PRADESH,Total,60+,48497,24048,24449,357,314,43,262,231,31,40,36,4,25,23,2,12,9,3,3,3,0,0,0,0,15,12,3,0,0,0
C-08_Appendix_(ST)_India,C2808STA,12,000,State - ARUNACHAL PRADESH,Total,Age not stated,1097,586,511,54,39,15,44,31,13,4,3,1,4,3,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
C-08_Appendix_(ST)_India,C2808STA,12,000,State - ARUNACHAL PRADESH,Rural,Total,490079,239289,250790,19326,13396,5930,14309,9869,4440,2391,1517,874,1507,1231,276,514,332,182,160,122,38,67,52,15,374,270,104,4,3,1
C-08_Appendix_(ST)_India,C2808STA,12,000,State - ARUNACHAL PRADESH,Rural,15-19,89817,44749,45068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_Appendix_(ST)_India,C2808STA,12,000,State - ARUNACHAL PRADESH,Rural,20-24,69729,32808,36921,4172,2185,1987,3285,1729,1556,390,145,245,357,248,109,85,39,46,15,6,9,5,3,2,33,14,19,2,1,1
C-08_Appendix_(ST)_India,C2808STA,12,000,State - ARUNACHAL PRADESH,Rural,25-29,63094,29536,33558,6041,3775,2266,4558,2884,1674,837,453,384,423,329,94,130,69,61,19,9,10,8,5,3,64,24,40,2,2,0
C-08_Appendix_(ST)_India,C2808STA,12,000,State - ARUNACHAL PRADESH,Rural,30-34,51677,25085,26592,3675,2730,945,2675,1978,697,518,375,143,273,233,40,121,86,35,32,24,8,12,7,5,44,27,17,0,0,0
C-08_Appendix_(ST)_India,C2808STA,12,000,State - ARUNACHAL PRADESH,Rural,35-59,169641,84063,85578,5198,4494,704,3610,3118,492,622,522,100,438,407,31,172,133,39,90,79,11,42,37,5,224,198,26,0,0,0
C-08_Appendix_(ST)_India,C2808STA,12,000,State - ARUNACHAL PRADESH,Rural,60+,45193,22562,22631,203,185,18,148,136,12,23,21,2,15,14,1,5,4,1,3,3,0,0,0,0,9,7,2,0,0,0
C-08_Appendix_(ST)_India,C2808STA,12,000,State - ARUNACHAL PRADESH,Rural,Age not stated,928,486,442,37,27,10,33,24,9,1,1,0,1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0
C-08_Appendix_(ST)_India,C2808STA,12,000,State - ARUNACHAL PRADESH,Urban,Total,104049,49180,54869,14005,8997,5008,9337,5881,3456,2074,1180,894,1489,1211,278,592,366,226,184,142,42,54,45,9,273,170,103,2,2,0
C-08_Appendix_(ST)_India,C2808STA,12,000,State - ARUNACHAL PRADESH,Urban,15-19,23899,11204,12695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_Appendix_(ST)_India,C2808STA,12,000,State - ARUNACHAL PRADESH,Urban,20-24,17013,7497,9516,2666,1230,1436,1921,892,1029,340,110,230,293,194,99,78,24,54,14,7,7,4,1,3,16,2,14,0,0,0
C-08_Appendix_(ST)_India,C2808STA,12,000,State - ARUNACHAL PRADESH,Urban,25-29,15317,6656,8661,3853,2100,1753,2581,1411,1170,677,308,369,403,283,120,123,66,57,14,9,5,9,6,3,46,17,29,0,0,0
C-08_Appendix_(ST)_India,C2808STA,12,000,State - ARUNACHAL PRADESH,Urban,30-34,12456,5620,6836,2540,1686,854,1681,1101,580,415,247,168,242,203,39,104,69,35,46,34,12,12,11,1,39,20,19,1,1,0
C-08_Appendix_(ST)_India,C2808STA,12,000,State - ARUNACHAL PRADESH,Urban,35-59,31891,16617,15274,4775,3840,935,3029,2375,654,622,498,124,538,519,19,280,202,78,110,92,18,29,27,2,166,126,40,1,1,0
C-08_Appendix_(ST)_India,C2808STA,12,000,State - ARUNACHAL PRADESH,Urban,60+,3304,1486,1818,154,129,25,114,95,19,17,15,2,10,9,1,7,5,2,0,0,0,0,0,0,6,5,1,0,0,0
C-08_Appendix_(ST)_India,C2808STA,12,000,State - ARUNACHAL PRADESH,Urban,Age not stated,169,100,69,17,12,5,11,7,4,3,2,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_Appendix_(ST)_India,C2808STA,13,000,State - NAGALAND,Total,Total,1111978,556673,555305,75326,43490,31836,56828,32844,23984,11436,6076,5360,3201,2228,973,1670,1060,610,512,392,120,209,161,48,1448,718,730,22,11,11
C-08_Appendix_(ST)_India,C2808STA,13,000,State - NAGALAND,Total,15-19,204853,103976,100877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-08_Appendix_(ST)_India,C2808STA,13,000,State - NAGALAND,Total,20-24,175830,86972,88858,14901,7114,7787,12370,5970,6400,1503,606,897,619,357,262,201,97,104,81,50,31,16,8,8,103,23,80,8,3,5
