source_file,Table | Name,State | Code,Distt. | Code,Area Name,Total/ | Rural/ | Urban,Religion,Age- | group | 1,Total | Persons | 2,Males | 3,Females | 4,Marital status | Never married | Persons | 5,Males | 6,Females | 7,Currently Married | Persons | 8,Males | 9,Females | 10,Widowed | Persons | 11,Males | 12,Females | 13,Separated | Persons | 14,Males | 15,Females | 16,Divorced | Persons | 17,Males | 18,Females | 19,Unspecified | Persons | 20,Males | 21,Females | 22
C-03_Appendix_All_India,C1303A,02,000,State - HIMACHAL PRADESH,Urban,All religious communities,25-29,65555,35109,30446,24063,16979,7084,41067,18008,23059,232,60,172,119,43,76,74,19,55,0,0,0
C-03_Appendix_All_India,C1303A,02,000,State - HIMACHAL PRADESH,Urban,All religious communities,30-34,60982,31981,29001,6679,4698,1981,53498,27066,26432,540,104,436,143,62,81,122,51,71,0,0,0
C-03_Appendix_All_India,C1303A,02,000,State - HIMACHAL PRADESH,Urban,All religious communities,35-39,58691,30324,28367,2356,1477,879,54942,28551,26391,1012,155,857,208,82,126,173,59,114,0,0,0
C-03_Appendix_All_India,C1303A,02,000,State - HIMACHAL PRADESH,Urban,All religious communities,40-44,50925,27132,23793,1318,808,510,47798,25995,21803,1517,212,1305,149,54,95,143,63,80,0,0,0
C-03_Appendix_All_India,C1303A,02,000,State - HIMACHAL PRADESH,Urban,All religious communities,45-49,44335,24153,20182,889,516,373,41087,23277,17810,2124,274,1850,133,53,80,102,33,69,0,0,0
C-03_Appendix_All_India,C1303A,02,000,State - HIMACHAL PRADESH,Urban,All religious communities,50-54,35276,19932,15344,680,386,294,31860,19096,12764,2530,356,2174,112,49,63,94,45,49,0,0,0
C-03_Appendix_All_India,C1303A,02,000,State - HIMACHAL PRADESH,Urban,All religious communities,55-59,26767,15247,11520,551,291,260,23360,14459,8901,2718,448,2270,62,25,37,76,24,52,0,0,0
C-03_Appendix_All_India,C1303A,02,000,State - HIMACHAL PRADESH,Urban,All religious communities,60-64,19109,10133,8976,560,301,259,15132,9235,5897,3319,565,2754,60,22,38,38,10,28,0,0,0
C-03_Appendix_All_India,C1303A,02,000,State - HIMACHAL PRADESH,Urban,All religious communities,65-69,12511,6437,6074,513,309,204,9004,5524,3480,2941,577,2364,34,19,15,19,8,11,0,0,0
C-03_Appendix_All_India,C1303A,02,000,State - HIMACHAL PRADESH,Urban,All religious communities,70-74,9655,4869,4786,298,178,120,6056,3995,2061,3271,678,2593,20,12,8,10,6,4,0,0,0
C-03_Appendix_All_India,C1303A,02,000,State - HIMACHAL PRADESH,Urban,All religious communities,75-79,5748,2879,2869,174,115,59,3185,2199,986,2372,555,1817,10,7,3,7,3,4,0,0,0
C-03_Appendix_All_India,C1303A,02,000,State - HIMACHAL PRADESH,Urban,All religious communities,80+,6694,3126,3568,363,228,135,2651,1899,752,3657,986,2671,13,7,6,10,6,4,0,0,0
C-03_Appendix_All_India,C1303A,02,000,State - HIMACHAL PRADESH,Urban,All religious communities,Age not stated,777,454,323,416,260,156,338,187,151,22,6,16,1,1,0,0,0,0,0,0,0
C-03_Appendix_All_India,C1303A,02,000,State - HIMACHAL PRADESH,Urban,All religious communities,Less than 18,193469,105424,88045,190862,104442,86420,2474,935,1539,73,21,52,49,20,29,11,6,5,0,0,0
C-03_Appendix_All_India,C1303A,02,000,State - HIMACHAL PRADESH,Urban,All religious communities,Less than 21,235959,129508,106451,228881,127145,101736,6881,2291,4590,110,31,79,70,33,37,17,8,9,0,0,0
C-03_Appendix_All_India,C1303A,02,000,State - HIMACHAL PRADESH,Urban,Hindu,All ages,621050,333947,287103,274089,158867,115222,321127,169965,151162,24034,4415,19619,1031,411,620,769,289,480,0,0,0
C-03_Appendix_All_India,C1303A,02,000,State - HIMACHAL PRADESH,Urban,Hindu,0-9,87811,47124,40687,87811,47124,40687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-03_Appendix_All_India,C1303A,02,000,State - HIMACHAL PRADESH,Urban,Hindu,10-14,52513,29225,23288,51416,28764,22652,1031,439,592,35,11,24,24,8,16,7,3,4,0,0,0
C-03_Appendix_All_India,C1303A,02,000,State - HIMACHAL PRADESH,Urban,Hindu,15-19,57882,32439,25443,54823,31436,23387,2978,971,2007,47,16,31,29,14,15,5,2,3,0,0,0
C-03_Appendix_All_India,C1303A,02,000,State - HIMACHAL PRADESH,Urban,Hindu,20-24,63339,34381,28958,46531,28665,17866,16645,5658,10987,93,27,66,53,24,29,17,7,10,0,0,0
C-03_Appendix_All_India,C1303A,02,000,State - HIMACHAL PRADESH,Urban,Hindu,25-29,58687,31167,27520,21414,15111,6303,36899,15951,20948,210,56,154,103,34,69,61,15,46,0,0,0
C-03_Appendix_All_India,C1303A,02,000,State - HIMACHAL PRADESH,Urban,Hindu,30-34,54824,28539,26285,5692,4016,1676,48406,24334,24072,497,95,402,126,52,74,103,42,61,0,0,0
C-03_Appendix_All_India,C1303A,02,000,State - HIMACHAL PRADESH,Urban,Hindu,35-39,53346,27365,25981,1919,1188,731,50162,25920,24242,927,135,792,187,70,117,151,52,99,0,0,0
C-03_Appendix_All_India,C1303A,02,000,State - HIMACHAL PRADESH,Urban,Hindu,40-44,46613,24644,21969,1045,612,433,43891,23736,20155,1421,195,1226,129,46,83,127,55,72,0,0,0
C-03_Appendix_All_India,C1303A,02,000,State - HIMACHAL PRADESH,Urban,Hindu,45-49,40689,22127,18562,712,398,314,37818,21411,16407,1959,245,1714,117,45,72,83,28,55,0,0,0
C-03_Appendix_All_India,C1303A,02,000,State - HIMACHAL PRADESH,Urban,Hindu,50-54,32286,18224,14062,539,293,246,29250,17533,11717,2319,315,2004,96,42,54,82,41,41,0,0,0
C-03_Appendix_All_India,C1303A,02,000,State - HIMACHAL PRADESH,Urban,Hindu,55-59,24480,14007,10473,413,215,198,21439,13337,8102,2508,410,2098,55,23,32,65,22,43,0,0,0
C-03_Appendix_All_India,C1303A,02,000,State - HIMACHAL PRADESH,Urban,Hindu,60-64,17219,9120,8099,448,242,206,13692,8373,5319,2997,481,2516,49,16,33,33,8,25,0,0,0
C-03_Appendix_All_India,C1303A,02,000,State - HIMACHAL PRADESH,Urban,Hindu,65-69,11224,5760,5464,414,250,164,8118,4987,3131,2649,502,2147,27,15,12,16,6,10,0,0,0
C-03_Appendix_All_India,C1303A,02,000,State - HIMACHAL PRADESH,Urban,Hindu,70-74,8569,4284,4285,203,111,92,5411,3573,1838,2932,587,2345,16,10,6,7,3,4,0,0,0
C-03_Appendix_All_India,C1303A,02,000,State - HIMACHAL PRADESH,Urban,Hindu,75-79,5027,2478,2549,88,55,33,2785,1935,850,2143,483,1660,6,4,2,5,1,4,0,0,0
C-03_Appendix_All_India,C1303A,02,000,State - HIMACHAL PRADESH,Urban,Hindu,80+,5824,2643,3181,247,150,97,2281,1630,651,3276,852,2424,13,7,6,7,4,3,0,0,0
C-03_Appendix_All_India,C1303A,02,000,State - HIMACHAL PRADESH,Urban,Hindu,Age not stated,717,420,297,374,237,137,321,177,144,21,5,16,1,1,0,0,0,0,0,0,0
C-03_Appendix_All_India,C1303A,02,000,State - HIMACHAL PRADESH,Urban,Hindu,Less than 18,173282,94626,78656,170955,93744,77211,2210,843,1367,68,20,48,41,15,26,8,4,4,0,0,0
C-03_Appendix_All_India,C1303A,02,000,State - HIMACHAL PRADESH,Urban,Hindu,Less than 21,211553,116195,95358,205188,114040,91148,6190,2094,4096,102,30,72,60,26,34,13,5,8,0,0,0
C-03_Appendix_All_India,C1303A,02,000,State - HIMACHAL PRADESH,Urban,Muslim,All ages,21980,13418,8562,10659,6819,3840,10713,6453,4260,544,114,430,39,25,14,25,7,18,0,0,0
C-03_Appendix_All_India,C1303A,02,000,State - HIMACHAL PRADESH,Urban,Muslim,0-9,3680,1917,1763,3680,1917,1763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-03_Appendix_All_India,C1303A,02,000,State - HIMACHAL PRADESH,Urban,Muslim,10-14,1920,1062,858,1866,1045,821,47,14,33,1,0,1,5,3,2,1,0,1,0,0,0
C-03_Appendix_All_India,C1303A,02,000,State - HIMACHAL PRADESH,Urban,Muslim,15-19,2113,1353,760,1961,1312,649,151,40,111,0,0,0,0,0,0,1,1,0,0,0,0
C-03_Appendix_All_India,C1303A,02,000,State - HIMACHAL PRADESH,Urban,Muslim,20-24,2859,1946,913,1903,1551,352,946,390,556,6,2,4,4,3,1,0,0,0,0,0,0
C-03_Appendix_All_India,C1303A,02,000,State - HIMACHAL PRADESH,Urban,Muslim,25-29,2606,1669,937,820,701,119,1772,963,809,6,1,5,5,3,2,3,1,2,0,0,0
C-03_Appendix_All_India,C1303A,02,000,State - HIMACHAL PRADESH,Urban,Muslim,30-34,2010,1237,773,206,156,50,1778,1070,708,17,6,11,8,5,3,1,0,1,0,0,0
C-03_Appendix_All_India,C1303A,02,000,State - HIMACHAL PRADESH,Urban,Muslim,35-39,1785,1095,690,80,49,31,1682,1037,645,15,6,9,3,2,1,5,1,4,0,0,0
C-03_Appendix_All_India,C1303A,02,000,State - HIMACHAL PRADESH,Urban,Muslim,40-44,1373,916,457,29,21,8,1302,884,418,32,6,26,6,4,2,4,1,3,0,0,0
C-03_Appendix_All_India,C1303A,02,000,State - HIMACHAL PRADESH,Urban,Muslim,45-49,1150,755,395,22,16,6,1077,729,348,44,7,37,4,2,2,3,1,2,0,0,0
C-03_Appendix_All_India,C1303A,02,000,State - HIMACHAL PRADESH,Urban,Muslim,50-54,771,502,269,20,10,10,699,480,219,48,10,38,1,1,0,3,1,2,0,0,0
C-03_Appendix_All_India,C1303A,02,000,State - HIMACHAL PRADESH,Urban,Muslim,55-59,548,324,224,14,7,7,476,311,165,56,6,50,0,0,0,2,0,2,0,0,0
C-03_Appendix_All_India,C1303A,02,000,State - HIMACHAL PRADESH,Urban,Muslim,60-64,438,248,190,19,10,9,353,222,131,64,16,48,1,0,1,1,0,1,0,0,0
C-03_Appendix_All_India,C1303A,02,000,State - HIMACHAL PRADESH,Urban,Muslim,65-69,282,158,124,14,10,4,194,134,60,73,13,60,0,0,0,1,1,0,0,0,0
C-03_Appendix_All_India,C1303A,02,000,State - HIMACHAL PRADESH,Urban,Muslim,70-74,218,117,101,8,6,2,126,97,29,84,14,70,0,0,0,0,0,0,0,0,0
C-03_Appendix_All_India,C1303A,02,000,State - HIMACHAL PRADESH,Urban,Muslim,75-79,96,51,45,1,0,1,52,37,15,41,12,29,2,2,0,0,0,0,0,0,0
C-03_Appendix_All_India,C1303A,02,000,State - HIMACHAL PRADESH,Urban,Muslim,80+,119,62,57,7,4,3,55,43,12,57,15,42,0,0,0,0,0,0,0,0,0
C-03_Appendix_All_India,C1303A,02,000,State - HIMACHAL PRADESH,Urban,Muslim,Age not stated,12,6,6,9,4,5,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0
C-03_Appendix_All_India,C1303A,02,000,State - HIMACHAL PRADESH,Urban,Muslim,Less than 18,6711,3654,3057,6605,3619,2986,98,31,67,1,0,1,5,3,2,2,1,1,0,0,0
C-03_Appendix_All_India,C1303A,02,000,State - HIMACHAL PRADESH,Urban,Muslim,Less than 21,8326,4753,3573,7990,4655,3335,327,93,234,1,0,1,6,4,2,2,1,1,0,0,0
C-03_Appendix_All_India,C1303A,02,000,State - HIMACHAL PRADESH,Urban,Christian,All ages,4565,2418,2147,2060,1117,943,2307,1251,1056,164,33,131,18,11,7,16,6,10,0,0,0
C-03_Appendix_All_India,C1303A,02,000,State - HIMACHAL PRADESH,Urban,Christian,0-9,639,319,320,639,319,320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-03_Appendix_All_India,C1303A,02,000,State - HIMACHAL PRADESH,Urban,Christian,10-14,317,172,145,316,171,145,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
C-03_Appendix_All_India,C1303A,02,000,State - HIMACHAL PRADESH,Urban,Christian,15-19,350,158,192,328,151,177,22,7,15,0,0,0,0,0,0,0,0,0,0,0,0
C-03_Appendix_All_India,C1303A,02,000,State - HIMACHAL PRADESH,Urban,Christian,20-24,505,265,240,354,225,129,150,40,110,1,0,1,0,0,0,0,0,0,0,0,0
C-03_Appendix_All_India,C1303A,02,000,State - HIMACHAL PRADESH,Urban,Christian,25-29,516,311,205,216,149,67,299,162,137,0,0,0,0,0,0,1,0,1,0,0,0
C-03_Appendix_All_India,C1303A,02,000,State - HIMACHAL PRADESH,Urban,Christian,30-34,434,251,183,54,39,15,371,207,164,3,0,3,3,3,0,3,2,1,0,0,0
C-03_Appendix_All_India,C1303A,02,000,State - HIMACHAL PRADESH,Urban,Christian,35-39,385,214,171,23,14,9,349,198,151,9,1,8,1,1,0,3,0,3,0,0,0
C-03_Appendix_All_India,C1303A,02,000,State - HIMACHAL PRADESH,Urban,Christian,40-44,331,169,162,17,8,9,307,160,147,5,0,5,0,0,0,2,1,1,0,0,0
C-03_Appendix_All_India,C1303A,02,000,State - HIMACHAL PRADESH,Urban,Christian,45-49,262,142,120,16,10,6,228,127,101,13,2,11,4,3,1,1,0,1,0,0,0
C-03_Appendix_All_India,C1303A,02,000,State - HIMACHAL PRADESH,Urban,Christian,50-54,225,121,104,13,10,3,188,106,82,19,3,16,3,1,2,2,1,1,0,0,0
C-03_Appendix_All_India,C1303A,02,000,State - HIMACHAL PRADESH,Urban,Christian,55-59,206,112,94,26,9,17,165,100,65,11,2,9,3,1,2,1,0,1,0,0,0
C-03_Appendix_All_India,C1303A,02,000,State - HIMACHAL PRADESH,Urban,Christian,60-64,151,74,77,24,5,19,101,65,36,22,3,19,3,1,2,1,0,1,0,0,0
C-03_Appendix_All_India,C1303A,02,000,State - HIMACHAL PRADESH,Urban,Christian,65-69,97,41,56,14,2,12,52,31,21,30,7,23,1,1,0,0,0,0,0,0,0
C-03_Appendix_All_India,C1303A,02,000,State - HIMACHAL PRADESH,Urban,Christian,70-74,49,25,24,4,2,2,25,17,8,19,5,14,0,0,0,1,1,0,0,0,0
C-03_Appendix_All_India,C1303A,02,000,State - HIMACHAL PRADESH,Urban,Christian,75-79,47,19,28,6,1,5,23,13,10,17,4,13,0,0,0,1,1,0,0,0,0
C-03_Appendix_All_India,C1303A,02,000,State - HIMACHAL PRADESH,Urban,Christian,80+,46,22,24,7,0,7,24,16,8,15,6,9,0,0,0,0,0,0,0,0,0
C-03_Appendix_All_India,C1303A,02,000,State - HIMACHAL PRADESH,Urban,Christian,Age not stated,5,3,2,3,2,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
C-03_Appendix_All_India,C1303A,02,000,State - HIMACHAL PRADESH,Urban,Christian,Less than 18,1158,584,574,1149,581,568,9,3,6,0,0,0,0,0,0,0,0,0,0,0,0
C-03_Appendix_All_India,C1303A,02,000,State - HIMACHAL PRADESH,Urban,Christian,Less than 21,1419,704,715,1379,693,686,39,11,28,1,0,1,0,0,0,0,0,0,0,0,0
C-03_Appendix_All_India,C1303A,02,000,State - HIMACHAL PRADESH,Urban,Sikh,All ages,21679,11606,10073,8979,5110,3869,11683,6212,5471,937,244,693,37,17,20,43,23,20,0,0,0
C-03_Appendix_All_India,C1303A,02,000,State - HIMACHAL PRADESH,Urban,Sikh,0-9,2961,1578,1383,2961,1578,1383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-03_Appendix_All_India,C1303A,02,000,State - HIMACHAL PRADESH,Urban,Sikh,10-14,1880,1027,853,1833,1002,831,45,24,21,0,0,0,2,1,1,0,0,0,0,0,0
C-03_Appendix_All_India,C1303A,02,000,State - HIMACHAL PRADESH,Urban,Sikh,15-19,1828,989,839,1754,967,787,74,22,52,0,0,0,0,0,0,0,0,0,0,0,0
C-03_Appendix_All_India,C1303A,02,000,State - HIMACHAL PRADESH,Urban,Sikh,20-24,1963,1056,907,1406,875,531,546,177,369,6,2,4,4,1,3,1,1,0,0,0,0
C-03_Appendix_All_India,C1303A,02,000,State - HIMACHAL PRADESH,Urban,Sikh,25-29,2039,1078,961,631,426,205,1388,643,745,8,2,6,6,4,2,6,3,3,0,0,0
C-03_Appendix_All_India,C1303A,02,000,State - HIMACHAL PRADESH,Urban,Sikh,30-34,2003,1100,903,168,123,45,1814,971,843,13,0,13,2,1,1,6,5,1,0,0,0
C-03_Appendix_All_India,C1303A,02,000,State - HIMACHAL PRADESH,Urban,Sikh,35-39,1787,929,858,67,41,26,1673,874,799,35,5,30,7,5,2,5,4,1,0,0,0
C-03_Appendix_All_India,C1303A,02,000,State - HIMACHAL PRADESH,Urban,Sikh,40-44,1447,794,653,36,23,13,1378,759,619,25,6,19,3,2,1,5,4,1,0,0,0
C-03_Appendix_All_India,C1303A,02,000,State - HIMACHAL PRADESH,Urban,Sikh,45-49,1335,679,656,20,15,5,1245,651,594,61,10,51,4,1,3,5,2,3,0,0,0
C-03_Appendix_All_India,C1303A,02,000,State - HIMACHAL PRADESH,Urban,Sikh,50-54,1191,648,543,25,16,9,1074,615,459,85,15,70,3,2,1,4,0,4,0,0,0
C-03_Appendix_All_India,C1303A,02,000,State - HIMACHAL PRADESH,Urban,Sikh,55-59,924,490,434,20,11,9,815,460,355,82,18,64,2,0,2,5,1,4,0,0,0
C-03_Appendix_All_India,C1303A,02,000,State - HIMACHAL PRADESH,Urban,Sikh,60-64,819,433,386,17,11,6,650,383,267,149,38,111,1,0,1,2,1,1,0,0,0
C-03_Appendix_All_India,C1303A,02,000,State - HIMACHAL PRADESH,Urban,Sikh,65-69,518,279,239,12,5,7,403,245,158,100,29,71,2,0,2,1,0,1,0,0,0
C-03_Appendix_All_India,C1303A,02,000,State - HIMACHAL PRADESH,Urban,Sikh,70-74,388,201,187,8,4,4,261,165,96,118,31,87,0,0,0,1,1,0,0,0,0
C-03_Appendix_All_India,C1303A,02,000,State - HIMACHAL PRADESH,Urban,Sikh,75-79,255,135,120,5,3,2,157,106,51,92,26,66,1,0,1,0,0,0,0,0,0
C-03_Appendix_All_India,C1303A,02,000,State - HIMACHAL PRADESH,Urban,Sikh,80+,335,187,148,12,8,4,158,116,42,163,62,101,0,0,0,2,1,1,0,0,0
C-03_Appendix_All_India,C1303A,02,000,State - HIMACHAL PRADESH,Urban,Sikh,Age not stated,6,3,3,4,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
C-03_Appendix_All_India,C1303A,02,000,State - HIMACHAL PRADESH,Urban,Sikh,Less than 18,5953,3170,2783,5867,3130,2737,84,39,45,0,0,0,2,1,1,0,0,0,0,0,0
C-03_Appendix_All_India,C1303A,02,000,State - HIMACHAL PRADESH,Urban,Sikh,Less than 21,7052,3804,3248,6878,3747,3131,170,55,115,1,0,1,2,1,1,1,1,0,0,0,0
C-03_Appendix_All_India,C1303A,02,000,State - HIMACHAL PRADESH,Urban,Buddhist,All ages,17015,8938,8077,10044,5675,4369,6158,3012,3146,710,211,499,57,24,33,46,16,30,0,0,0
C-03_Appendix_All_India,C1303A,02,000,State - HIMACHAL PRADESH,Urban,Buddhist,0-9,2150,1113,1037,2150,1113,1037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-03_Appendix_All_India,C1303A,02,000,State - HIMACHAL PRADESH,Urban,Buddhist,10-14,2073,1114,959,2049,1107,942,23,7,16,1,0,1,0,0,0,0,0,0,0,0,0
C-03_Appendix_All_India,C1303A,02,000,State - HIMACHAL PRADESH,Urban,Buddhist,15-19,2067,1094,973,1986,1077,909,76,15,61,4,1,3,0,0,0,1,1,0,0,0,0
C-03_Appendix_All_India,C1303A,02,000,State - HIMACHAL PRADESH,Urban,Buddhist,20-24,1550,800,750,1308,716,592,233,82,151,5,1,4,2,1,1,2,0,2,0,0,0
C-03_Appendix_All_India,C1303A,02,000,State - HIMACHAL PRADESH,Urban,Buddhist,25-29,1515,792,723,927,554,373,574,236,338,8,1,7,4,1,3,2,0,2,0,0,0
C-03_Appendix_All_India,C1303A,02,000,State - HIMACHAL PRADESH,Urban,Buddhist,30-34,1528,774,754,542,351,191,965,417,548,9,3,6,4,1,3,8,2,6,0,0,0
C-03_Appendix_All_India,C1303A,02,000,State - HIMACHAL PRADESH,Urban,Buddhist,35-39,1238,634,604,262,183,79,932,437,495,26,8,18,9,4,5,9,2,7,0,0,0
C-03_Appendix_All_India,C1303A,02,000,State - HIMACHAL PRADESH,Urban,Buddhist,40-44,1044,546,498,187,141,46,807,396,411,34,5,29,11,2,9,5,2,3,0,0,0
C-03_Appendix_All_India,C1303A,02,000,State - HIMACHAL PRADESH,Urban,Buddhist,45-49,781,390,391,115,75,40,614,304,310,40,8,32,3,1,2,9,2,7,0,0,0
C-03_Appendix_All_India,C1303A,02,000,State - HIMACHAL PRADESH,Urban,Buddhist,50-54,700,382,318,81,55,26,558,311,247,51,12,39,7,2,5,3,2,1,0,0,0
C-03_Appendix_All_India,C1303A,02,000,State - HIMACHAL PRADESH,Urban,Buddhist,55-59,525,274,251,76,47,29,389,214,175,55,11,44,2,1,1,3,1,2,0,0,0
C-03_Appendix_All_India,C1303A,02,000,State - HIMACHAL PRADESH,Urban,Buddhist,60-64,421,225,196,50,31,19,282,162,120,82,26,56,6,5,1,1,1,0,0,0,0
C-03_Appendix_All_India,C1303A,02,000,State - HIMACHAL PRADESH,Urban,Buddhist,65-69,348,173,175,55,38,17,206,106,100,82,25,57,4,3,1,1,1,0,0,0,0
C-03_Appendix_All_India,C1303A,02,000,State - HIMACHAL PRADESH,Urban,Buddhist,70-74,398,225,173,75,55,20,210,132,78,108,35,73,4,2,2,1,1,0,0,0,0
C-03_Appendix_All_India,C1303A,02,000,State - HIMACHAL PRADESH,Urban,Buddhist,75-79,307,186,121,73,55,18,155,99,56,77,30,47,1,1,0,1,1,0,0,0,0
C-03_Appendix_All_India,C1303A,02,000,State - HIMACHAL PRADESH,Urban,Buddhist,80+,345,200,145,90,66,24,128,90,38,127,44,83,0,0,0,0,0,0,0,0,0
C-03_Appendix_All_India,C1303A,02,000,State - HIMACHAL PRADESH,Urban,Buddhist,Age not stated,25,16,9,18,11,7,6,4,2,1,1,0,0,0,0,0,0,0,0,0,0
C-03_Appendix_All_India,C1303A,02,000,State - HIMACHAL PRADESH,Urban,Buddhist,Less than 18,5541,2936,2605,5468,2915,2553,68,19,49,4,1,3,0,0,0,1,1,0,0,0,0
C-03_Appendix_All_India,C1303A,02,000,State - HIMACHAL PRADESH,Urban,Buddhist,Less than 21,6646,3511,3135,6503,3475,3028,136,33,103,5,1,4,1,1,0,1,1,0,0,0,0
C-03_Appendix_All_India,C1303A,02,000,State - HIMACHAL PRADESH,Urban,Jain,All ages,1317,694,623,527,306,221,730,370,360,53,15,38,4,2,2,3,1,2,0,0,0
C-03_Appendix_All_India,C1303A,02,000,State - HIMACHAL PRADESH,Urban,Jain,0-9,207,114,93,207,114,93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-03_Appendix_All_India,C1303A,02,000,State - HIMACHAL PRADESH,Urban,Jain,10-14,109,58,51,108,58,50,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
C-03_Appendix_All_India,C1303A,02,000,State - HIMACHAL PRADESH,Urban,Jain,15-19,92,59,33,89,57,32,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0
C-03_Appendix_All_India,C1303A,02,000,State - HIMACHAL PRADESH,Urban,Jain,20-24,100,44,56,76,39,37,24,5,19,0,0,0,0,0,0,0,0,0,0,0,0
C-03_Appendix_All_India,C1303A,02,000,State - HIMACHAL PRADESH,Urban,Jain,25-29,115,55,60,28,23,5,86,32,54,0,0,0,0,0,0,1,0,1,0,0,0
C-03_Appendix_All_India,C1303A,02,000,State - HIMACHAL PRADESH,Urban,Jain,30-34,129,58,71,8,7,1,121,51,70,0,0,0,0,0,0,0,0,0,0,0,0
C-03_Appendix_All_India,C1303A,02,000,State - HIMACHAL PRADESH,Urban,Jain,35-39,107,61,46,3,1,2,103,60,43,0,0,0,1,0,1,0,0,0,0,0,0
C-03_Appendix_All_India,C1303A,02,000,State - HIMACHAL PRADESH,Urban,Jain,40-44,88,50,38,2,2,0,86,48,38,0,0,0,0,0,0,0,0,0,0,0,0
C-03_Appendix_All_India,C1303A,02,000,State - HIMACHAL PRADESH,Urban,Jain,45-49,85,44,41,2,1,1,75,40,35,6,2,4,1,1,0,1,0,1,0,0,0
C-03_Appendix_All_India,C1303A,02,000,State - HIMACHAL PRADESH,Urban,Jain,50-54,77,40,37,1,1,0,68,38,30,6,0,6,2,1,1,0,0,0,0,0,0
C-03_Appendix_All_India,C1303A,02,000,State - HIMACHAL PRADESH,Urban,Jain,55-59,69,33,36,1,1,0,62,31,31,6,1,5,0,0,0,0,0,0,0,0,0
C-03_Appendix_All_India,C1303A,02,000,State - HIMACHAL PRADESH,Urban,Jain,60-64,51,27,24,1,1,0,46,26,20,4,0,4,0,0,0,0,0,0,0,0,0
C-03_Appendix_All_India,C1303A,02,000,State - HIMACHAL PRADESH,Urban,Jain,65-69,31,19,12,0,0,0,27,19,8,4,0,4,0,0,0,0,0,0,0,0,0
C-03_Appendix_All_India,C1303A,02,000,State - HIMACHAL PRADESH,Urban,Jain,70-74,26,14,12,0,0,0,16,8,8,10,6,4,0,0,0,0,0,0,0,0,0
C-03_Appendix_All_India,C1303A,02,000,State - HIMACHAL PRADESH,Urban,Jain,75-79,13,9,4,1,1,0,10,8,2,2,0,2,0,0,0,0,0,0,0,0,0
C-03_Appendix_All_India,C1303A,02,000,State - HIMACHAL PRADESH,Urban,Jain,80+,18,9,9,0,0,0,2,2,0,15,6,9,0,0,0,1,1,0,0,0,0
C-03_Appendix_All_India,C1303A,02,000,State - HIMACHAL PRADESH,Urban,Jain,Age not stated,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-03_Appendix_All_India,C1303A,02,000,State - HIMACHAL PRADESH,Urban,Jain,Less than 18,369,202,167,367,202,165,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
C-03_Appendix_All_India,C1303A,02,000,State - HIMACHAL PRADESH,Urban,Jain,Less than 21,429,238,191,421,236,185,8,2,6,0,0,0,0,0,0,0,0,0,0,0,0
C-03_Appendix_All_India,C1303A,02,000,State - HIMACHAL PRADESH,Urban,Other religions and persuasions,All ages,84,47,37,36,18,18,45,28,17,3,1,2,0,0,0,0,0,0,0,0,0
C-03_Appendix_All_India,C1303A,02,000,State - HIMACHAL PRADESH,Urban,Other religions and persuasions,0-9,12,4,8,12,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-03_Appendix_All_India,C1303A,02,000,State - HIMACHAL PRADESH,Urban,Other religions and persuasions,10-14,9,5,4,9,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C-03_Appendix_All_India,C1303A,02,000,State - HIMACHAL PRADESH,Urban,Other religions and persuasions,15-19,8,6,2,6,5,1,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0
C-03_Appendix_All_India,C1303A,02,000,State - HIMACHAL PRADESH,Urban,Other religions and persuasions,20-24,11,6,5,4,1,3,7,5,2,0,0,0,0,0,0,0,0,0,0,0,0
C-03_Appendix_All_India,C1303A,02,000,State - HIMACHAL PRADESH,Urban,Other religions and persuasions,25-29,11,7,4,3,2,1,8,5,3,0,0,0,0,0,0,0,0,0,0,0,0
C-03_Appendix_All_India,C1303A,02,000,State - HIMACHAL PRADESH,Urban,Other religions and persuasions,30-34,8,3,5,1,1,0,6,2,4,1,0,1,0,0,0,0,0,0,0,0,0
C-03_Appendix_All_India,C1303A,02,000,State - HIMACHAL PRADESH,Urban,Other religions and persuasions,35-39,7,4,3,0,0,0,7,4,3,0,0,0,0,0,0,0,0,0,0,0,0
C-03_Appendix_All_India,C1303A,02,000,State - HIMACHAL PRADESH,Urban,Other religions and persuasions,40-44,3,2,1,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0
