state_name,age_bracket,state_code,Below_primary_share_SC_male,CMPR_SC_male,CMPR_SC_persons,Child_labour_attending_SC_male,Child_labour_dropout_SC_male,Dropout_rate_SC_male,Graduate_share_SC_male,Illiteracy_rate_SC_male,Literacy_rate_SC_male,School_attendance_rate_SC_male
Tamil Nadu,age_22_25,33,1.9416,31.5287,52.0722,,,,13.3565,4.5197,95.4803,
Tamil Nadu,age_26_29,33,3.1423,62.7145,74.4831,,,,14.3887,8.5391,91.4609,
Tamil Nadu,age_30_33,33,4.0159,85.5328,87.7176,,,,12.333,13.1112,86.8888,
Tamil Nadu,age_34_plus,33,9.4712,92.1036,81.6923,,,,7.7295,36.7807,63.2193,
Tamil Nadu,age_below10,33,90.4335,0.0,0.0,1.133,0.436,17.918,0.0,71.2281,28.7719,82.082
Puducherry,age_10_13,34,12.1396,1.1225,1.4499,0.7176,0.7432,3.716,0.0,2.6781,97.3219,96.284
Puducherry,age_14_17,34,0.6052,1.5879,3.824,1.0647,5.5792,14.2675,0.0,1.4764,98.5236,85.7325
Puducherry,age_18_21,34,0.8538,5.9486,17.8979,1.4532,23.9236,43.4607,0.0,2.2874,97.7126,56.5393
Puducherry,age_22_25,34,1.0785,26.9646,45.0978,,,,16.1429,3.0688,96.9312,
Puducherry,age_26_29,34,2.1272,55.6777,67.4671,,,,18.4604,5.0115,94.9885,
Puducherry,age_30_33,34,2.6902,81.3498,83.74,,,,17.2095,8.285,91.715,
Puducherry,age_34_plus,34,7.0693,92.0594,77.3901,,,,13.7398,29.9383,70.0617,
Puducherry,age_below10,34,92.1932,0.0,0.0,0.5978,0.1917,14.9673,0.0,72.5681,27.4319,85.0327
