state_name,age_bracket,state_code,Below_primary_share_total_female,CMPR_agri_labourers_female,CMPR_below_primary_female,CMPR_cultivators_female,CMPR_household_industry_female,CMPR_illiterate_female,CMPR_main_workers_female,CMPR_matric_female,CMPR_middle_female,CMPR_non_workers_female,CMPR_other_workers_female,CMPR_primary_female,CMPR_total_female,Graduate_share_total_female,Illiteracy_rate_total_female,Literacy_rate_total_female
Meghalaya,age_22_25,17,19.3557,17.2349,16.3517,17.7846,17.0276,16.3894,19.3207,24.9476,18.7104,17.2829,22.7108,15.6972,18.1088,7.222,17.9198,82.0802
Meghalaya,age_26_29,17,22.6109,4.7009,4.5472,5.2914,6.1783,5.0857,6.9927,8.9607,5.6649,5.4585,10.6515,4.2085,6.0109,11.7808,23.4067,76.5933
Meghalaya,age_30_33,17,24.5506,2.2953,1.9186,2.2734,1.9321,2.5391,3.0206,3.3939,1.8988,2.2792,4.5511,1.621,2.5372,11.5702,27.1713,72.8287
Meghalaya,age_34_plus,17,32.1027,1.2432,1.1343,1.5282,1.7197,1.8291,1.6725,1.4867,0.8559,1.3048,2.0719,0.8199,1.445,8.1325,45.2967,54.7033
Meghalaya,age_below10,17,93.1652,1.5311,1.5807,1.8196,3.0998,1.8241,1.5567,1.2685,1.5411,1.6337,1.0724,1.7115,1.6682,0.0,80.4338,19.5662
Assam,age_10_13,18,31.4471,1.2223,1.6806,0.9075,1.2755,1.5174,1.0188,0.4206,0.827,1.3288,1.0008,1.5262,1.2351,0.0,12.2241,87.7759
Assam,age_14_17,18,7.779,18.3403,22.3048,14.4978,15.3954,20.9761,15.1196,9.1184,18.1963,19.6541,14.6703,22.6502,18.5874,0.0,12.7851,87.2149
Assam,age_18_21,18,9.5428,51.011,50.026,48.4235,48.628,50.8828,46.49,43.0166,49.9011,48.3611,44.2565,50.3304,48.3568,0.0,19.5641,80.4359
Assam,age_22_25,18,10.8527,15.6028,13.3488,19.1648,17.7389,13.3797,18.537,24.4792,16.317,15.2639,18.9744,12.6235,15.9814,6.1419,24.8194,75.1806
Assam,age_26_29,18,11.9446,4.4547,3.807,6.2667,5.7827,3.8431,7.3491,9.2256,4.6461,4.8586,8.722,3.437,5.3077,8.9298,30.6997,69.3003
Assam,age_30_33,18,12.7141,2.1972,1.7609,2.9578,2.7475,2.0244,3.5259,3.3656,1.5921,2.0006,4.1984,1.3617,2.2621,8.8538,35.0153,64.9847
Assam,age_34_plus,18,21.9222,0.9823,0.7695,1.4605,1.2335,1.0113,1.5097,1.098,0.5088,0.7963,1.6843,0.5271,0.9189,6.7373,53.0976,46.9024
Assam,age_below10,18,93.4391,1.9765,1.8347,1.7947,2.1445,1.9962,1.8294,1.4984,1.7574,1.8988,1.7794,1.9007,1.9119,0.0,75.6457,24.3543
West Bengal,age_10_13,19,29.9223,3.967,5.0018,3.5671,4.5991,6.6053,3.7428,0.7201,1.8856,4.4387,3.3925,3.5471,4.2355,0.0,7.1077,92.8923
West Bengal,age_14_17,19,9.2898,37.7337,41.3068,30.9585,41.0803,40.1322,31.5248,16.5651,32.5569,34.7355,25.6844,39.8744,34.5751,0.0,8.7799,91.2201
West Bengal,age_18_21,19,12.893,43.0102,40.5368,42.1717,41.1625,38.4928,38.781,48.5983,46.1229,40.6671,35.603,41.9716,40.8906,0.0,13.5991,86.4009
West Bengal,age_22_25,19,15.9576,8.1329,6.3698,11.5248,6.5906,6.8317,12.1212,18.7048,10.0353,10.1204,15.8072,6.8633,10.0872,8.7525,18.4057,81.5943
West Bengal,age_26_29,19,19.0439,1.9347,1.4038,3.7947,1.5215,1.5818,5.1302,5.6022,2.488,2.7798,7.9375,1.521,2.9667,11.47,23.7985,76.2015
West Bengal,age_30_33,19,20.9563,0.8393,0.5421,1.8022,0.5878,0.7362,2.2772,1.982,0.8638,0.9769,3.5447,0.5262,1.1053,11.0366,28.3799,71.6201
West Bengal,age_34_plus,19,27.5281,0.356,0.2505,0.8338,0.2675,0.4203,0.9741,0.7286,0.324,0.409,1.5046,0.2088,0.4654,9.48,47.3179,52.6821
West Bengal,age_below10,19,93.3332,1.447,1.4214,1.4232,1.2795,1.7014,1.3547,1.1146,1.2288,1.4897,1.3257,1.3153,1.4637,0.0,72.4028,27.5972
Jharkhand,age_10_13,20,42.6687,2.4878,3.1907,2.3541,3.2433,3.6468,2.5637,1.3377,2.1002,3.3899,2.7226,2.6716,3.0359,0.0,11.5444,88.4556
Jharkhand,age_14_17,20,7.2206,28.3864,34.2323,25.5253,31.406,33.7108,26.8447,21.5929,28.9277,31.2251,26.091,32.1106,30.8184,0.0,15.0599,84.9401
Jharkhand,age_18_21,20,7.3892,52.6888,47.6061,52.0216,51.2144,48.2821,49.868,52.1992,50.9245,46.7947,44.7097,49.7099,48.5259,0.0,27.4172,72.5828
Jharkhand,age_22_25,20,8.9965,8.7326,6.3044,11.3268,7.2173,7.1904,11.0068,13.5695,8.8934,9.1422,13.3666,7.1864,8.9139,10.8214,37.0016,62.9984
Jharkhand,age_26_29,20,10.3929,1.6915,1.1546,2.5256,1.5191,1.3971,2.9968,2.9853,1.6357,1.9352,4.9598,1.2665,1.9679,14.6214,45.556,54.444
Jharkhand,age_30_33,20,11.2413,0.7601,0.4076,1.1088,0.58,0.6386,1.3117,0.908,0.4908,0.6263,2.169,0.4251,0.7338,12.9932,52.9177,47.0823
Jharkhand,age_34_plus,20,12.8758,0.3009,0.152,0.4327,0.2356,0.2718,0.4885,0.2697,0.1375,0.2196,0.7656,0.1415,0.2682,10.506,70.6756,29.3244
Jharkhand,age_below10,20,95.5796,1.9592,1.7413,1.933,1.6059,1.9991,1.8004,1.3938,1.5731,1.8277,1.5556,1.6502,1.888,0.0,75.9468,24.0532
Odisha,age_10_13,21,25.3659,0.9408,1.6385,0.9776,1.1921,1.6595,1.0181,0.3074,0.5168,1.4395,1.083,1.142,1.2627,0.0,9.4324,90.5676
Odisha,age_14_17,21,5.7465,22.5328,25.2585,21.0496,22.4179,26.1065,20.4279,9.4241,15.9158,21.7678,17.8128,22.4496,21.7039,0.0,12.4142,87.5858
Odisha,age_18_21,21,7.1753,57.7111,54.1488,56.2591,54.8155,54.2088,51.7672,48.507,54.464,50.4897,43.4029,54.8415,52.5577,0.0,18.3367,81.6633
Odisha,age_22_25,21,8.5509,11.1704,11.5517,12.9345,12.2346,10.1974,14.7796,25.9701,18.1519,15.6502,19.5205,13.2028,14.4322,8.4147,22.3225,77.6775
Odisha,age_26_29,21,11.7265,2.0027,1.9886,2.728,2.7646,1.7566,4.6368,6.3732,2.9821,3.2428,8.3866,2.1629,3.1047,11.1663,27.7059,72.2941
Odisha,age_30_33,21,15.5412,0.7766,0.5626,1.0669,0.9467,0.7075,1.6577,1.233,0.5406,0.7399,2.9014,0.4981,0.838,12.0079,34.2682,65.7318
Odisha,age_34_plus,21,26.7055,0.2718,0.1958,0.3413,0.304,0.321,0.4723,0.2376,0.1035,0.2358,0.7547,0.139,0.2659,6.6125,57.2423,42.7577
Odisha,age_below10,21,95.0043,1.0804,1.0701,1.0444,1.1732,1.1448,1.0809,0.9968,0.977,1.1196,1.0849,1.0068,1.1062,0.0,74.0498,25.9502
Chhattisgarh,age_10_13,22,41.0364,4.8609,4.7832,5.1743,4.3505,6.528,4.8067,0.7371,1.5393,4.9975,3.9289,2.9708,4.6491,0.0,7.396,92.604
Chhattisgarh,age_14_17,22,6.2192,34.9263,35.1491,32.8201,32.4976,36.9046,32.7353,12.5201,24.5775,29.7276,27.346,30.6038,31.2258,0.0,10.0386,89.9614
Chhattisgarh,age_18_21,22,6.6005,50.6689,49.1235,50.9503,49.3588,46.11,49.1919,57.7322,58.7012,45.8065,41.8647,54.5161,49.1662,0.0,15.3725,84.6275
Chhattisgarh,age_22_25,22,7.5308,4.7324,4.887,5.8054,7.3286,4.6894,6.8782,18.1456,8.3773,10.1432,14.267,6.0174,7.8056,7.9317,22.0057,77.9943
Chhattisgarh,age_26_29,22,9.8303,0.6358,0.7156,0.837,1.3725,0.6869,1.625,3.6222,1.2145,2.0834,5.7066,0.821,1.5765,12.953,31.3251,68.6749
Chhattisgarh,age_30_33,22,13.6979,0.1836,0.2121,0.2271,0.3607,0.2542,0.4971,0.8715,0.2503,0.5004,1.8397,0.2017,0.4303,12.3822,42.2822,57.7178
Chhattisgarh,age_34_plus,22,22.6029,0.0881,0.0959,0.0928,0.1628,0.1336,0.1838,0.2494,0.0704,0.1695,0.6099,0.0695,0.1583,9.8667,69.0959,30.9041
Chhattisgarh,age_below10,22,97.5305,2.291,2.0704,2.638,2.3919,2.7266,2.314,0.9835,1.2962,2.2087,1.6639,1.5876,2.1977,0.0,74.8055,25.1945
Madhya Pradesh,age_10_13,23,36.8724,4.8078,5.0439,5.4353,6.8393,6.6667,5.0637,1.5153,2.4023,4.9084,4.5779,3.8444,5.0505,0.0,8.6424,91.3576
Madhya Pradesh,age_14_17,23,7.0768,34.3784,34.4878,34.2983,37.2075,38.0554,33.0475,15.9368,26.3276,30.5759,27.1723,32.1377,32.3883,0.0,11.7092,88.2908
Madhya Pradesh,age_18_21,23,6.35,52.4575,49.0406,51.8028,44.6081,46.6234,49.9759,56.086,55.6464,46.8121,42.5489,51.6566,48.589,0.0,20.5146,79.4854
Madhya Pradesh,age_22_25,23,7.2734,3.5798,4.2877,3.6757,5.6325,3.2013,5.6309,15.137,7.3331,8.4794,13.4557,5.0808,6.5406,11.3393,29.6112,70.3888
Madhya Pradesh,age_26_29,23,9.3189,0.507,0.6317,0.5164,1.0648,0.4837,1.3932,2.8309,1.0418,1.6833,4.897,0.716,1.3398,15.5406,39.2987,60.7013
Madhya Pradesh,age_30_33,23,11.5855,0.1445,0.1827,0.1468,0.2753,0.1634,0.408,0.618,0.2043,0.362,1.4573,0.1735,0.326,14.3326,47.4156,52.5844
Madhya Pradesh,age_34_plus,23,16.211,0.0748,0.0787,0.0803,0.1157,0.1056,0.1539,0.1706,0.0586,0.1335,0.4604,0.0596,0.1258,12.3028,66.9673,33.0327
Madhya Pradesh,age_below10,23,95.6379,2.1403,1.978,2.3816,2.0112,2.4075,2.1885,1.3309,1.5642,2.0049,1.9774,1.7633,2.1223,0.0,74.0555,25.9445
Gujarat,age_10_13,24,25.2432,1.7928,2.4784,1.4322,2.3212,2.3549,1.7923,0.9352,1.4853,1.924,1.9344,1.9416,1.8748,0.0,7.1077,92.8923
Gujarat,age_14_17,24,7.3465,16.9109,18.9672,13.9297,14.4087,19.7238,15.098,6.9082,12.4375,14.7882,13.8897,15.9071,15.1352,0.0,9.1653,90.8347
Gujarat,age_18_21,24,8.1307,63.8772,60.3477,65.4149,57.7232,61.1767,59.1889,57.781,59.4572,57.1158,51.7969,60.5135,58.4071,0.0,13.5188,86.4812
Gujarat,age_22_25,24,9.627,8.9209,9.1079,11.1228,14.2372,8.4275,13.2615,20.7885,13.568,14.4297,18.4544,10.7273,13.4336,12.0086,18.7053,81.2947
Gujarat,age_26_29,24,11.7258,1.0859,1.1669,1.3768,2.0336,1.0317,2.4927,3.0603,1.7935,2.1392,4.4041,1.3445,2.0615,15.3208,23.7964,76.2036
Gujarat,age_30_33,24,14.3126,0.3108,0.3515,0.3344,0.6011,0.3449,0.6442,0.6721,0.4094,0.5168,1.1151,0.3447,0.5071,13.0374,29.8819,70.1181
Gujarat,age_34_plus,24,22.5952,0.1292,0.1345,0.1335,0.2113,0.1565,0.209,0.1914,0.1157,0.1756,0.3217,0.1066,0.1717,9.5357,48.991,51.009
Gujarat,age_below10,24,94.0174,3.1545,2.6862,2.8437,2.3905,3.063,2.7564,1.7809,2.2165,2.5342,2.3424,2.4343,2.6836,0.0,73.3384,26.6616
Daman & Diu,age_10_13,25,23.52,1.0204,1.8361,0.6369,5.3333,2.9783,1.6891,0.5654,1.2752,1.5574,1.7099,1.426,1.5853,0.0,3.7179,96.2821
Daman & Diu,age_14_17,25,2.8027,22.449,22.9615,17.5159,17.3333,27.9986,18.8187,10.0935,16.8843,17.8768,18.7976,19.5416,18.2074,0.0,4.0426,95.9574
Daman & Diu,age_18_21,25,4.1593,56.6327,55.0247,65.2866,48.0,52.1574,51.0674,59.0532,57.9659,55.271,50.4799,57.3888,54.4796,0.0,7.102,92.898
Daman & Diu,age_22_25,25,5.3765,12.7551,12.3593,9.8726,14.6667,9.0366,16.8808,19.0939,14.5644,15.3365,17.2311,12.8657,15.5475,8.9608,11.5302,88.4698
Daman & Diu,age_26_29,25,6.7096,3.5714,2.4284,1.2739,2.6667,1.5332,4.0829,4.0479,2.919,3.364,4.203,2.852,3.4599,12.1302,15.022,84.978
Daman & Diu,age_30_33,25,7.7984,0.5102,0.9674,0.9554,2.6667,0.536,1.5544,1.1307,0.9679,0.8952,1.5885,1.0563,1.0068,12.0735,17.6207,82.3793
Daman & Diu,age_34_plus,25,19.8963,0.0,0.2962,0.0,1.3333,0.2985,0.3523,0.3844,0.2919,0.3392,0.364,0.2958,0.3442,8.5254,37.5392,62.4608
Daman & Diu,age_below10,25,94.7894,2.0408,1.1056,1.9108,2.6667,1.9742,1.7513,1.2287,1.352,1.4767,1.7319,1.3732,1.5304,0.0,74.6857,25.3143
Dadra & Nagar Haveli,age_10_13,26,29.2564,1.2251,2.1189,1.6513,0.2778,1.7113,1.3885,0.614,1.294,1.4101,1.3035,1.3904,1.3495,0.0,6.0066,93.9934
Dadra & Nagar Haveli,age_14_17,26,10.6729,19.6401,24.5046,20.7695,20.0,24.8616,18.0561,10.5207,18.8354,19.5379,15.5943,22.7926,19.7474,0.0,13.0261,86.9739
Dadra & Nagar Haveli,age_18_21,26,10.7746,59.5712,55.8564,60.2315,49.1667,55.7152,54.2204,59.0313,58.3465,53.928,48.5958,55.0802,54.4764,0.0,22.3053,77.6947
Dadra & Nagar Haveli,age_22_25,26,9.8301,9.7626,7.6712,9.8229,16.9444,8.7075,14.6717,18.4264,10.1653,13.9965,19.4691,9.9228,13.3768,10.7714,28.1456,71.8544
Dadra & Nagar Haveli,age_26_29,26,8.9633,1.1868,1.2556,1.0725,1.9444,1.2382,3.315,3.0698,1.4378,2.513,5.5931,1.3785,2.516,16.7044,32.6072,67.3928
Dadra & Nagar Haveli,age_30_33,26,9.6947,0.4211,0.3924,0.2383,0.5556,0.3523,0.619,0.5685,0.3163,0.4863,0.948,0.3684,0.5056,20.0664,38.2766,61.7234
Dadra & Nagar Haveli,age_34_plus,26,15.6435,0.268,0.2943,0.1532,0.2778,0.1711,0.2603,0.144,0.0719,0.1653,0.3318,0.1664,0.1782,15.8569,64.3278,35.6722
Dadra & Nagar Haveli,age_below10,26,94.7762,3.7136,2.4917,2.9452,1.6667,3.4654,2.7943,2.327,2.5593,3.0595,2.4529,2.8283,3.0842,0.0,73.1384,26.8616
Maharashtra,age_10_13,27,30.8837,2.4675,2.9761,2.3289,2.8435,4.667,2.3613,0.7364,1.2296,2.7281,2.1877,2.1788,2.564,0.0,4.9715,95.0285
Maharashtra,age_14_17,27,4.1358,27.3922,27.5165,27.5719,22.0687,34.0277,24.306,10.5218,18.6571,21.4461,15.643,24.2142,22.6443,0.0,5.0203,94.9797
Maharashtra,age_18_21,27,4.5425,56.3965,53.5764,57.0235,52.5021,47.2967,52.2733,55.9519,56.9645,48.3344,39.8472,55.1611,50.3294,0.0,6.9338,93.0662
Maharashtra,age_22_25,27,5.6157,6.0212,7.0727,5.9522,11.6898,5.212,10.167,17.8567,11.1395,13.7456,21.7464,8.4847,12.0634,14.9692,9.6736,90.3264
Maharashtra,age_26_29,27,7.549,0.8126,1.1189,0.8602,2.6233,0.8155,2.8898,3.9934,1.961,2.9701,8.6993,1.3679,2.8402,19.0325,13.5945,86.4055
Maharashtra,age_30_33,27,10.9379,0.2369,0.3859,0.2172,0.7267,0.3129,0.7896,1.0499,0.5191,0.7461,2.376,0.411,0.74,16.8135,19.1123,80.8877
Maharashtra,age_34_plus,27,21.2503,0.0937,0.1605,0.0898,0.2683,0.1643,0.2471,0.3195,0.1625,0.2625,0.6813,0.1495,0.2493,11.5049,42.0074,57.9926
Maharashtra,age_below10,27,95.5064,3.3955,2.6846,3.2333,2.7603,3.2946,3.1253,2.1495,2.2743,2.6281,2.6141,2.4339,2.8555,0.0,73.2317,26.7683
Andhra Pradesh,age_10_13,28,19.4036,6.1564,6.1109,6.7624,6.4688,8.3935,6.0305,1.3036,2.783,5.7768,5.0167,4.3358,5.8925,0.0,6.5295,93.4705
Andhra Pradesh,age_14_17,28,2.4617,36.7492,37.9733,33.8569,32.0405,36.6991,34.0007,21.079,31.8932,29.8216,27.4419,34.7786,31.9571,0.0,8.1859,91.8141
Andhra Pradesh,age_18_21,28,3.1087,44.1678,42.0997,43.9869,44.0395,39.9315,43.0455,51.4901,45.7319,41.7104,39.138,45.649,42.5189,0.0,14.2067,85.7933
Andhra Pradesh,age_22_25,28,4.2826,4.9364,4.8063,6.1081,6.5471,4.8951,6.9258,11.8312,6.9179,8.8866,12.8415,5.9665,7.7876,17.9247,22.4082,77.5918
Andhra Pradesh,age_26_29,28,6.6401,0.6337,0.6772,0.8632,0.9646,0.7144,1.4381,2.0286,0.997,1.6138,4.1017,0.8032,1.4704,18.7768,34.0296,65.9704
Andhra Pradesh,age_30_33,28,8.4844,0.2419,0.234,0.295,0.3288,0.323,0.4426,0.4646,0.2463,0.4249,1.1093,0.2369,0.4219,15.6407,42.8661,57.1339
Andhra Pradesh,age_34_plus,28,12.895,0.1477,0.1536,0.1864,0.166,0.2785,0.2033,0.1578,0.1089,0.2746,0.3705,0.1279,0.2392,10.4607,66.1725,33.8275
Andhra Pradesh,age_below10,28,91.4431,3.338,2.9302,3.8611,4.2414,3.6958,3.3822,2.2496,2.4906,3.0825,2.9084,2.6219,3.227,0.0,72.4074,27.5926
Karnataka,age_10_13,29,26.2932,3.0983,2.723,2.6486,1.8995,4.1009,2.5719,0.6162,1.5009,2.5668,2.0781,2.2731,2.5768,0.0,5.3609,94.6391
Karnataka,age_14_17,29,2.7477,22.3456,20.4619,21.059,15.585,24.4899,19.1829,11.1449,19.2773,18.4984,15.2938,20.3124,18.9278,0.0,6.5934,93.4066
Karnataka,age_18_21,29,3.5984,57.1682,54.3083,56.7642,48.3961,52.9818,51.7229,51.6409,51.6271,49.3179,43.5487,53.2991,50.8197,0.0,10.6072,89.3928
Karnataka,age_22_25,29,4.6922,8.6083,11.6013,10.5647,18.5385,8.5149,13.4453,19.0792,12.5966,14.7688,19.4531,12.1842,13.8672,14.8672,14.7501,85.2499
Karnataka,age_26_29,29,7.1395,1.4358,2.4648,2.042,5.4892,1.516,4.1042,5.144,2.7756,3.6102,7.8917,2.6539,3.6197,17.4265,22.2633,77.7367
Karnataka,age_30_33,29,9.5973,0.4707,0.8236,0.6575,1.6711,0.617,1.2383,1.3149,0.6904,0.9467,2.3158,0.7502,1.01,15.7744,29.5443,70.4557
Karnataka,age_34_plus,29,17.1654,0.1471,0.2795,0.208,0.508,0.2618,0.3694,0.3739,0.2035,0.3255,0.6756,0.2365,0.3262,10.2012,54.2149,45.7851
Karnataka,age_below10,29,95.3904,3.5644,3.0789,3.2941,2.9835,3.4677,3.1325,2.3659,2.7842,2.9766,2.6152,2.9506,3.09,0.0,73.07,26.93
Goa,age_10_13,30,27.9698,1.7128,1.3279,1.0589,0.9653,3.5619,1.1475,0.2992,0.4804,1.2865,1.1343,1.0744,1.284,0.0,3.0846,96.9154
Goa,age_14_17,30,2.1317,10.2198,11.0314,9.8732,9.2146,18.1355,6.4351,2.1074,4.7288,8.0965,5.8551,9.5621,7.7827,0.0,2.6481,97.3519
Goa,age_18_21,30,3.0723,38.8524,38.9863,34.5265,27.6876,41.6934,22.5385,22.5034,27.9323,30.8242,20.5084,36.0693,29.3252,0.0,3.856,96.144
Goa,age_22_25,30,3.2491,25.5495,25.6538,26.4728,28.9162,18.4658,27.8191,32.9946,30.4693,28.5268,28.0159,25.9659,28.1866,22.8175,5.5098,94.4902
Goa,age_26_29,30,3.9305,9.9343,9.4754,12.3192,14.9188,5.8828,20.1039,21.2558,16.6239,14.8031,21.4591,11.4616,15.6995,24.9434,7.4196,92.5804
Goa,age_30_33,30,5.0036,3.8538,4.6123,5.0708,6.6257,2.9781,8.0313,7.7721,6.4755,5.4594,8.5439,4.7882,5.9455,20.7289,8.2532,91.7468
Goa,age_34_plus,30,14.0588,1.4844,1.7157,1.7002,2.3695,1.3578,2.8263,2.318,2.0921,1.7802,3.0071,1.6602,1.973,13.5253,24.7664,75.2336
Goa,age_below10,30,95.0107,2.4265,2.1591,2.4907,2.3695,2.7813,2.102,1.8233,1.9128,2.2478,2.0428,2.2197,2.253,0.0,72.5135,27.4865
Lakshadweep,age_10_13,31,25.0499,,3.6916,,0.0,4.7768,0.7828,0.4346,0.502,2.4297,0.7979,2.374,2.2019,0.0,2.6786,97.3214
Lakshadweep,age_14_17,31,1.8679,,28.2302,,31.0345,30.8926,9.7847,6.2093,13.3575,21.4591,9.375,26.1936,20.0651,0.0,1.2864,98.7136
Lakshadweep,age_18_21,31,2.2287,,49.6924,,27.5862,46.2343,34.1161,45.5449,52.3146,49.1539,34.242,49.0108,47.6685,0.0,1.9011,98.0989
Lakshadweep,age_22_25,31,2.5508,,10.7492,,20.6897,9.1353,34.1813,28.8109,20.0781,15.6186,34.4415,13.2419,17.6922,10.0555,1.9217,98.0783
Lakshadweep,age_26_29,31,4.1397,,2.5335,,20.6897,2.5802,12.9159,8.4756,5.6609,4.2536,12.766,3.6138,5.1101,10.9071,1.9068,98.0932
Lakshadweep,age_30_33,31,8.8657,,1.1582,,0.0,1.0112,2.6093,1.8007,1.4222,1.0338,2.6596,0.8705,1.2748,5.3813,2.8947,97.1053
Lakshadweep,age_34_plus,31,26.7135,,0.5067,,0.0,0.523,1.2394,0.5899,0.4741,0.3358,1.2633,0.2374,0.4194,1.373,23.2238,76.7762
Lakshadweep,age_below10,31,97.026,,1.5925,,0.0,1.7085,1.3046,0.7451,1.1712,1.4881,1.3298,1.7937,1.4569,0.0,73.3716,26.6284
Kerala,age_10_13,32,21.9173,1.0141,2.5588,0.7835,0.6149,3.4297,0.4807,0.1306,0.461,1.2164,0.3637,1.7263,1.0428,0.0,1.2161,98.7839
Kerala,age_14_17,32,6.1426,16.9856,26.0068,11.8136,11.0068,28.5387,8.9078,7.9098,17.1758,16.96,7.216,22.7273,15.1476,0.0,0.8027,99.1973
Kerala,age_18_21,32,3.741,48.5895,45.6101,42.8981,43.3557,44.2529,37.4312,45.1852,46.8811,44.4609,34.9018,45.9436,43.2633,0.0,0.8598,99.1402
Kerala,age_22_25,32,1.4526,21.2336,14.9697,28.4515,28.3122,12.8567,31.8716,29.3235,22.5614,23.1915,34.1118,18.0196,25.0182,23.6375,1.1048,98.8952
Kerala,age_26_29,32,1.4548,5.8826,3.8247,9.0571,9.3748,3.1072,12.869,9.5532,6.2995,6.703,14.463,4.8917,7.8917,23.3634,1.5166,98.4834
Kerala,age_30_33,32,2.2666,2.0183,1.5771,2.4615,2.5743,1.6148,3.4112,2.3048,1.7052,1.7483,3.7438,1.6941,2.0809,16.5764,2.0439,97.9561
Kerala,age_34_plus,32,17.736,0.9887,1.0433,1.0963,1.1467,0.9666,1.3718,0.8499,0.7943,0.7933,1.4638,1.0047,0.9135,7.6933,13.5645,86.4355
Kerala,age_below10,32,96.3131,1.41,1.5443,1.2664,1.2265,1.7357,1.1844,1.2487,1.4251,1.5063,1.1378,1.4449,1.4364,0.0,71.1992,28.8008
Tamil Nadu,age_10_13,33,10.7019,1.6656,1.5964,1.4707,1.1738,2.5195,1.4212,0.2552,0.7703,1.2906,1.1827,1.2284,1.358,0.0,2.3611,97.6389
Tamil Nadu,age_14_17,33,0.7708,24.2034,21.9789,22.7913,18.3171,26.5222,20.5669,9.9907,18.0806,17.0955,16.1159,20.3918,18.6569,0.0,2.2826,97.7174
Tamil Nadu,age_18_21,33,1.1649,53.6887,51.7987,53.4936,51.2143,50.3542,49.2943,47.7716,51.33,46.7789,42.4109,51.8652,48.0836,0.0,3.7353,96.2647
Tamil Nadu,age_22_25,33,1.7552,12.9454,15.5774,14.31,19.5736,11.7445,16.9419,24.1046,18.156,20.1382,21.8842,16.6085,18.5698,19.6556,6.9013,93.0987
Tamil Nadu,age_26_29,33,3.3729,2.2603,2.9739,2.6463,3.8073,2.0451,4.7783,6.764,3.8864,5.1311,8.5815,3.3212,4.8324,20.1932,12.9694,87.0306
Tamil Nadu,age_30_33,33,5.1019,0.7211,0.8831,0.7671,0.8636,0.827,1.3191,1.5136,0.8485,1.1878,2.2834,0.8555,1.2077,17.0083,19.675,80.325
Tamil Nadu,age_34_plus,33,10.5391,0.2351,0.313,0.2658,0.2753,0.3588,0.4034,0.4128,0.2347,0.3744,0.6671,0.2659,0.3792,9.1874,46.5867,53.4133
Tamil Nadu,age_below10,33,90.6303,1.4221,1.2878,1.3865,1.4735,1.4039,1.4258,1.2649,1.3187,1.3667,1.4377,1.2969,1.3925,0.0,71.5019,28.4981
Puducherry,age_10_13,34,13.1346,2.3485,2.995,1.7791,1.7878,4.0391,1.4125,0.2987,0.7775,1.7377,1.1224,1.7348,1.6926,0.0,2.4111,97.5889
Puducherry,age_14_17,34,0.5277,23.3372,26.8942,16.4566,19.5512,28.2353,15.9774,8.4224,17.4379,17.414,13.7249,22.6166,17.2776,0.0,1.5307,98.4693
Puducherry,age_18_21,34,0.7325,50.601,46.7016,45.1446,46.4055,46.6036,39.3647,44.955,47.9038,44.1742,35.7348,47.7379,43.359,0.0,2.2337,97.7663
Puducherry,age_22_25,34,1.023,15.4472,14.335,20.9044,20.426,12.0486,23.1208,27.3773,20.9556,21.8276,25.4625,17.1604,21.9228,24.8007,3.8361,96.1639
Puducherry,age_26_29,34,2.0541,3.5628,3.4682,7.3388,5.9338,2.7459,11.1941,9.6405,6.0901,7.0731,13.6796,4.5746,7.7906,28.3379,6.7809,93.2191
Puducherry,age_30_33,34,3.1743,1.1897,1.2359,2.5204,1.8258,1.1756,3.3708,2.3658,1.5825,1.7417,4.0773,1.4042,2.0495,23.1563,10.8936,89.1064
Puducherry,age_34_plus,34,8.8365,0.3267,0.4899,0.6672,0.3804,0.4261,1.0326,0.7196,0.5086,0.5325,1.2703,0.4833,0.6278,12.0147,35.1748,64.8252
Puducherry,age_below10,34,93.2449,0.8691,1.0633,1.0378,0.7227,1.0443,0.9592,0.9612,0.9933,1.0594,0.9936,0.9162,1.0397,0.0,72.8444,27.1556
Andaman & Nicobar Islands,age_10_13,35,24.5138,4.4068,6.6027,4.7592,2.2727,7.001,2.7124,0.4619,1.4245,3.5479,2.4712,3.8736,3.3567,0.0,2.2863,97.7137
Andaman & Nicobar Islands,age_14_17,35,1.9137,36.2712,35.7802,28.6124,15.9091,32.2194,18.3156,9.2899,21.9768,24.3381,16.9347,32.6666,23.1428,0.0,1.7364,98.2636
Andaman & Nicobar Islands,age_18_21,35,2.1516,42.0339,40.8213,42.4312,36.9318,39.3928,33.3118,44.9169,49.1392,44.178,32.0947,44.5997,42.1119,0.0,2.7331,97.2669
Andaman & Nicobar Islands,age_22_25,35,3.7308,9.8305,9.8611,13.8761,23.2955,10.9579,23.3752,25.9486,16.4429,16.3245,24.6441,10.7319,17.612,11.0905,5.2027,94.7973
Andaman & Nicobar Islands,age_26_29,35,4.8929,3.0508,2.4837,3.7271,11.9318,3.3183,12.837,9.877,4.7499,4.969,14.0137,2.8946,6.443,15.0022,8.0443,91.9557
Andaman & Nicobar Islands,age_30_33,35,6.5216,1.0169,1.0451,1.9495,3.4091,1.6024,4.0552,2.6635,1.4193,1.3987,4.3508,1.0002,1.9554,13.3433,10.4192,89.5808
