state_name,age_bracket,state_code,Below_primary_share_buddhist_female,Below_primary_share_christian_female,Below_primary_share_hindu_female,Below_primary_share_jain_female,Below_primary_share_muslim_female,Below_primary_share_sikh_female,CMPR_buddhist_female,CMPR_buddhist_male,CMPR_christian_female,CMPR_christian_male,CMPR_hindu_female,CMPR_hindu_male,CMPR_jain_female,CMPR_jain_male,CMPR_muslim_female,CMPR_muslim_male,CMPR_sikh_female,CMPR_sikh_male,Illiteracy_rate_buddhist_female,Illiteracy_rate_buddhist_male,Illiteracy_rate_christian_female,Illiteracy_rate_christian_male,Illiteracy_rate_hindu_female,Illiteracy_rate_hindu_male,Illiteracy_rate_jain_female,Illiteracy_rate_jain_male,Illiteracy_rate_muslim_female,Illiteracy_rate_muslim_male,Illiteracy_rate_sikh_female,Illiteracy_rate_sikh_male,Literacy_rate_buddhist_female,Literacy_rate_buddhist_male,Literacy_rate_christian_female,Literacy_rate_christian_male,Literacy_rate_hindu_female,Literacy_rate_hindu_male,Literacy_rate_jain_female,Literacy_rate_jain_male,Literacy_rate_muslim_female,Literacy_rate_muslim_male,Literacy_rate_sikh_female,Literacy_rate_sikh_male,Middle_school_share_buddhist_female,Middle_school_share_christian_female,Middle_school_share_hindu_female,Middle_school_share_jain_female,Middle_school_share_muslim_female,Middle_school_share_sikh_female
Assam,age_22_25,18,7.6329,13.3008,8.0619,1.9005,17.0696,4.6512,17.276,27.9427,16.3406,32.784,16.7507,27.3595,24.7441,38.4265,7.0584,35.2686,22.8054,36.8655,16.744,8.5379,31.0369,19.047,19.0074,10.3326,3.913,1.7361,34.9652,27.2287,7.6836,3.0875,83.256,91.4621,68.9631,80.953,80.9926,89.6674,96.087,98.2639,65.0348,72.7713,92.3164,96.9125,28.0017,26.4715,26.7807,6.6063,24.2498,15.0551
Assam,age_26_29,18,10.1266,15.6659,9.0973,0.755,19.484,4.2341,5.8824,19.5217,5.2383,17.2883,5.9881,19.6314,5.1182,24.9933,1.7009,16.2478,7.2815,24.6411,23.2436,11.927,39.2674,24.2067,23.6042,13.1933,2.6939,1.9344,44.2171,34.236,8.3333,2.8159,76.7564,88.073,60.7326,75.7933,76.3958,86.8067,97.3061,98.0656,55.7829,65.764,91.6667,97.1841,30.0389,26.0068,28.5807,6.0403,25.3542,20.2989
Assam,age_30_33,18,10.2767,17.2517,10.2475,0.4617,20.2324,3.3873,2.3227,13.874,2.1424,10.0638,2.2959,15.8083,1.0615,9.0848,0.6724,9.2351,2.3101,12.4612,27.4032,14.319,45.6445,28.6423,27.5485,15.3501,2.6954,1.5447,50.4189,37.2223,8.9812,2.3628,72.5968,85.681,54.3555,71.3577,72.4515,84.6499,97.3046,98.4553,49.5811,62.7777,91.0188,97.6372,26.8775,25.0231,27.7929,8.4026,24.7195,18.9985
Assam,age_34_plus,18,18.7659,25.4451,19.8023,7.1869,31.3738,8.53,1.0995,8.53,0.9545,5.9348,0.8185,10.4473,0.417,3.1309,0.2948,5.3496,0.5175,6.4526,49.4804,23.2544,62.0531,39.3153,45.4837,23.5866,7.5199,2.3052,70.8106,47.2286,17.1045,6.318,50.5196,76.7456,37.9469,60.6847,54.5163,76.4134,92.4801,97.6948,29.1894,52.7714,82.8955,93.682,22.4979,19.5662,23.0329,17.7413,18.9675,20.7687
Assam,age_below10,18,92.9114,93.6518,92.7689,89.7959,94.411,93.8838,1.45,0.9815,1.6456,1.08,1.5181,1.03,1.289,1.4584,1.957,1.1226,1.1273,1.0212,73.4899,72.9896,76.4869,75.9998,73.3085,72.8813,72.2065,71.913,78.2753,78.4379,73.1747,70.6096,26.5101,27.0104,23.5131,24.0002,26.6915,27.1187,27.7935,28.087,21.7247,21.5621,26.8253,29.3904,0.0,0.0,0.0,0.0,0.0,0.0
West Bengal,age_10_13,19,27.8119,38.3637,26.4929,19.8455,36.3826,24.1007,0.8443,0.3159,1.4348,0.1767,2.6143,0.1634,1.217,0.1815,4.1346,0.2322,1.2519,0.2353,3.1932,3.1487,6.8218,6.3585,5.9487,5.1784,3.1088,3.0522,9.2514,11.7488,4.248,3.8284,96.8068,96.8513,93.1782,93.6415,94.0513,94.8216,96.8912,96.9478,90.7486,88.2512,95.752,96.1716,11.8213,8.5847,12.5784,15.3892,8.2746,11.8106
West Bengal,age_14_17,19,6.0817,11.077,8.0199,2.1352,11.8253,3.3277,14.261,2.6299,17.556,2.2582,26.7788,2.0987,11.2985,1.0948,35.1877,3.9731,13.718,1.2088,3.688,2.9475,8.5712,6.9559,7.5571,5.7894,2.487,1.9289,10.9983,13.6258,4.882,3.6986,96.312,97.0525,91.4288,93.0441,92.4429,94.2106,97.513,98.0711,89.0017,86.3742,95.118,96.3014,46.4205,41.5951,46.0585,45.0771,41.2224,46.5877
West Bengal,age_18_21,19,7.6427,12.5918,11.3194,3.8418,16.2384,5.0428,35.1597,21.9361,36.9013,22.3149,35.882,20.6301,36.4429,13.3643,36.173,31.6445,36.2421,13.7195,5.5357,3.298,13.6595,8.9091,11.8394,7.2736,3.8043,3.2937,16.8474,16.0733,5.4005,4.564,94.4643,96.702,86.3405,91.0909,88.1606,92.7264,96.1957,96.7063,83.1526,83.9267,94.5995,95.436,24.8056,27.137,22.8617,10.1695,24.8172,13.7012
West Bengal,age_22_25,19,10.3215,14.9812,14.0549,3.7372,20.8257,4.4163,16.8683,27.2679,13.4484,30.4991,10.0692,30.9712,24.67,35.4983,5.6672,33.6959,18.8642,33.1194,7.9368,4.6282,20.1509,11.404,16.1604,9.1343,4.2846,2.542,23.1836,20.5513,7.594,4.5685,92.0632,95.3718,79.8491,88.596,83.8396,90.8657,95.7154,97.458,76.8164,79.4487,92.406,95.4315,23.5167,21.587,22.018,7.5154,21.8329,12.8264
West Bengal,age_26_29,19,12.645,17.0311,16.9552,2.8861,26.0224,4.7337,6.7144,16.7496,4.9881,17.3563,3.1427,19.4033,5.8581,25.1007,1.2051,13.7414,5.8814,22.6038,12.5052,6.4734,27.0434,15.4056,20.8276,12.1692,5.1073,2.7449,31.5683,26.7239,7.9646,4.9896,87.4948,93.5266,72.9566,84.5944,79.1724,87.8308,94.8927,97.2551,68.4317,73.2761,92.0354,95.0104,24.4421,21.6273,22.3921,7.8393,20.1212,14.645
West Bengal,age_30_33,19,14.6136,17.0537,18.6616,4.0409,30.4919,6.4374,2.8753,10.8214,1.9123,10.2163,1.0906,11.8733,1.5212,9.6375,0.4364,6.3985,1.6248,11.2751,16.6182,7.6631,31.5726,18.1113,24.6028,14.3468,6.0884,3.1355,39.7519,31.2619,9.5694,5.6623,83.3818,92.3369,68.4274,81.8887,75.3972,85.6532,93.9116,96.8645,60.2481,68.7381,90.4306,94.3377,25.2566,21.7436,22.3957,8.4369,18.7519,14.1093
West Bengal,age_34_plus,19,23.0267,20.8658,25.5058,8.1063,40.2145,9.8699,1.5132,6.725,0.911,5.402,0.4002,5.7567,0.5466,3.2333,0.2013,2.8181,0.5967,4.7871,44.3761,20.3246,46.5406,27.2837,42.3665,21.6222,13.294,4.8409,64.1986,42.5187,20.559,9.1939,55.6239,79.6754,53.4594,72.7163,57.6335,78.3778,86.706,95.1591,35.8014,57.4813,79.441,90.8061,20.4473,20.1592,20.5258,12.9485,15.9869,17.5522
West Bengal,age_below10,19,92.1265,94.6519,92.898,93.0968,94.2316,89.4834,1.0064,0.9081,0.9674,0.9561,1.1663,1.1014,1.0571,1.3614,1.1719,1.0105,1.1667,1.289,67.9839,67.6583,71.2604,71.5218,71.3293,71.2442,69.6007,70.4721,74.3025,74.6824,71.556,69.7807,32.0161,32.3417,28.7396,28.4782,28.6707,28.7558,30.3993,29.5279,25.6975,25.3176,28.444,30.2193,0.0,0.0,0.0,0.0,0.0,0.0
Jharkhand,age_10_13,20,40.5063,45.0437,41.2259,30.4668,46.2203,31.3065,1.7801,0.269,0.6777,0.1529,2.9472,0.4394,1.3623,0.2382,2.5675,0.3498,1.0079,0.1086,11.9777,8.2386,10.1492,8.9855,10.5653,7.6456,5.3488,2.9126,12.4185,10.441,3.8183,3.5304,88.0223,91.7614,89.8508,91.0145,89.4347,92.3544,94.6512,97.0874,87.5815,89.559,96.1817,96.4696,5.6962,6.7149,7.1125,12.5307,6.732,9.397
Jharkhand,age_14_17,20,5.6818,7.3675,6.1705,0.4338,9.8262,2.2202,18.7435,1.9216,9.4243,1.3712,29.3409,4.6903,12.0193,1.1193,30.9719,3.975,11.5158,1.034,6.7138,7.767,9.7449,7.1901,13.8311,8.1007,3.9583,2.5586,16.1065,12.0632,2.6126,2.898,93.2862,92.233,90.2551,92.8099,86.1689,91.8993,96.0417,97.4414,83.8935,87.9368,97.3874,97.102,35.9848,36.4352,38.6983,45.1193,33.1269,41.1193
Jharkhand,age_18_21,20,4.878,5.562,6.3917,1.3636,11.1613,0.9213,35.9686,19.9462,39.8455,21.4657,42.1708,39.1911,40.8921,15.1465,43.9828,40.645,39.7867,14.1136,10.219,13.8889,15.2738,9.1539,25.9053,10.5929,7.9498,4.9057,28.6459,15.0336,3.163,2.3352,89.781,86.1111,84.7262,90.8461,74.0947,89.4071,92.0502,95.0943,71.3541,84.9664,96.837,97.6648,16.2602,19.8043,18.0363,7.2727,16.5794,10.9715
Jharkhand,age_22_25,20,7.4349,6.1797,8.0382,2.3173,14.115,1.8118,12.5131,22.7517,17.2755,34.6254,6.8878,31.1638,23.5333,36.1276,6.031,32.9938,21.2787,34.6896,20.8824,9.828,20.6617,10.9465,35.4538,13.832,7.1192,1.8081,38.7398,18.5123,4.7244,2.2222,79.1176,90.172,79.3383,89.0535,64.5462,86.168,92.8808,98.1919,61.2602,81.4877,95.2756,97.7778,13.7546,15.2095,16.7578,4.2781,14.5995,8.8684
Jharkhand,age_26_29,20,6.0606,6.6247,9.4709,1.9332,16.694,1.8009,4.8691,26.2875,6.1951,15.6276,1.45,9.523,4.7462,26.3396,1.1442,8.6059,5.3172,25.2598,27.5862,9.291,26.5915,14.1913,44.0047,18.5134,7.9288,3.3386,47.7473,23.6288,5.9444,3.6727,72.4138,90.709,73.4085,85.8087,55.9953,81.4866,92.0712,96.6614,52.2527,76.3712,94.0556,96.3273,16.4502,18.3096,18.6335,8.7873,15.371,11.213
Jharkhand,age_30_33,20,10.3659,7.1759,10.3438,1.1696,18.5406,2.2337,1.8325,7.3405,2.7882,9.6654,0.4315,4.2006,0.7251,8.7402,0.3913,3.8527,1.3585,11.0841,29.0043,9.5238,31.3578,16.3004,51.3114,22.2658,8.3929,2.0619,55.6762,27.5458,5.3248,3.7406,70.9957,90.4762,68.6422,83.6996,48.6886,77.7342,91.6071,97.9381,44.3238,72.4542,94.6752,96.2594,16.4634,19.4761,17.9757,5.2632,14.9918,10.7698
Jharkhand,age_34_plus,20,8.402,9.6139,12.1545,5.1736,20.6052,4.555,1.466,11.4143,1.0369,4.5255,0.1338,1.475,0.1978,1.9052,0.1465,1.5718,0.3895,3.5465,49.3745,13.7915,49.6167,27.0282,69.162,34.9842,11.7849,4.3326,73.1748,39.2742,15.5323,6.2565,50.6255,86.2085,50.3833,72.9718,30.838,65.0158,88.2151,95.6674,26.8252,60.7258,84.4677,93.7435,14.9918,16.2391,16.7911,11.0914,14.6696,15.2816
Jharkhand,age_below10,20,93.2692,94.552,95.6633,93.871,95.4922,95.094,1.9895,0.7302,1.3396,0.9337,1.7587,1.1222,1.0108,1.3813,1.5719,1.0108,1.0177,1.2614,75.2675,76.7296,76.51,76.3197,75.2566,74.7398,69.9321,74.2727,76.7695,76.2805,72.1919,70.5757,24.7325,23.2704,23.49,23.6803,24.7434,25.2602,30.0679,25.7273,23.2305,23.7195,27.8081,29.4243,0.0,0.0,0.0,0.0,0.0,0.0
Odisha,age_10_13,21,19.5029,34.7826,24.8471,20.9302,26.4272,27.8481,1.1918,0.0913,0.5712,0.1208,0.9148,0.1178,0.7339,0.0395,1.2698,0.1102,0.5553,0.1649,8.2456,8.2942,14.5573,10.6186,9.2126,7.0293,3.2154,2.6471,6.8613,6.9445,5.8122,4.2735,91.7544,91.7058,85.4427,89.3814,90.7874,92.9707,96.7846,97.3529,93.1387,93.0555,94.1878,95.7265,13.1931,7.6403,11.853,13.289,12.4057,10.6013
Odisha,age_14_17,21,4.4061,7.2042,5.669,1.0453,5.8811,2.7182,20.2871,1.0956,12.9438,1.6393,17.8666,1.3001,11.5963,0.8304,18.1924,1.1817,10.0879,0.8244,4.918,3.6765,19.138,10.6782,12.1588,7.1684,4.3333,2.9032,8.8207,7.7408,2.7816,3.2043,95.082,96.3235,80.862,89.3218,87.8412,92.8316,95.6667,97.0968,91.1793,92.2592,97.2184,96.7957,44.8276,43.3351,44.771,43.554,44.4543,42.7754
Odisha,age_18_21,21,7.5117,8.0624,7.1375,2.8777,6.7003,1.897,41.3868,17.4985,45.1616,27.3898,45.4429,22.2339,41.9083,13.6022,44.7641,19.1243,38.6087,12.5474,14.8,4.7273,28.4343,13.4974,17.9597,8.3914,4.1379,1.8072,12.2554,8.4007,6.3452,2.439,85.2,95.2727,71.5657,86.5026,82.0403,91.6086,95.8621,98.1928,87.7446,91.5993,93.6548,97.561,18.3099,25.0876,26.7764,7.1942,29.5772,14.6341
Odisha,age_22_25,21,9.1727,8.7254,8.5245,1.2136,8.5653,3.2874,10.5092,36.3968,14.7939,36.4558,12.9977,35.8376,23.5596,37.5247,12.9124,35.2795,22.6284,32.399,12.4409,4.9708,34.7404,15.9402,21.8586,9.7813,4.4084,2.2472,14.9785,9.6212,7.2763,3.0928,87.5591,95.0292,65.2596,84.0598,78.1414,90.2187,95.5916,97.7528,85.0215,90.3788,92.7237,96.9072,19.6043,24.8372,27.4203,7.0388,26.9832,11.1347
Odisha,age_26_29,21,11.8712,10.2034,11.7396,2.0619,12.1918,3.7756,3.0336,20.1765,3.8566,13.4803,2.8498,18.6343,4.2569,26.3741,2.6086,19.7473,5.5221,25.3421,16.6107,4.9917,41.8931,21.5883,27.1713,12.995,3.7221,3.3175,19.8824,11.8171,10.0873,4.0698,83.3893,95.0083,58.1069,78.4117,72.8287,87.005,96.2779,96.6825,80.1176,88.1829,89.9127,95.9302,19.3159,24.7383,23.3007,8.5052,21.3779,14.2395
Odisha,age_30_33,21,14.2857,11.7824,15.6085,1.0724,16.7754,3.8557,0.8938,7.608,1.3991,7.1797,0.6859,9.1693,0.844,7.3942,0.8007,10.7075,1.3111,12.465,24.1667,9.6429,48.8096,25.9617,33.7044,15.8043,7.2139,2.3641,26.2338,14.1495,10.5673,4.7427,75.8333,90.3571,51.1904,74.0383,66.2956,84.1957,92.7861,97.6359,73.7662,85.8505,89.4327,95.2573,14.8352,21.6995,18.4198,10.1877,17.1316,14.1791
Odisha,age_34_plus,21,32.2827,15.7255,26.9874,8.5714,26.7285,6.9611,0.2979,3.1041,0.4804,2.6449,0.1856,2.4984,0.1101,1.5817,0.2441,3.553,0.401,3.2317,54.2994,23.2752,67.0395,41.5562,56.8492,27.4409,16.1677,4.9025,47.5652,22.4949,21.9483,8.523,45.7006,76.7248,32.9605,58.4438,43.1508,72.5591,83.8323,95.0975,52.4348,77.5051,78.0517,91.477,10.2197,16.6048,11.2908,14.5455,11.1883,13.3701
Odisha,age_below10,21,94.1748,95.1489,95.0177,95.3846,94.2514,94.6565,1.4085,1.4912,0.7761,0.8063,0.9295,0.9603,1.1009,1.5026,0.913,1.1511,1.2186,1.1871,74.7549,75.1315,75.4733,75.4682,73.949,73.9577,71.9828,71.224,73.227,73.4714,72.8028,72.2674,25.2451,24.8685,24.5267,24.5318,26.051,26.0423,28.0172,28.776,26.773,26.5286,27.1972,27.7326,0.0,0.0,0.0,0.0,0.0,0.0
Chhattisgarh,age_10_13,22,27.7404,35.8092,41.2901,21.6971,33.3063,28.8191,1.4148,0.3517,0.7706,0.1462,3.6584,1.0819,0.9124,0.1282,2.1232,0.3338,0.8336,0.1772,2.357,1.4203,3.8592,3.4151,7.5189,6.0263,1.4815,1.4092,4.3624,4.2232,1.6136,2.0275,97.643,98.5797,96.1408,96.5849,92.4811,93.9737,98.5185,98.5908,95.6376,95.7768,98.3864,97.9725,8.7851,5.7379,4.1288,10.58,8.6772,8.8566
Chhattisgarh,age_14_17,22,1.49,3.1282,6.3576,0.3173,3.7429,1.9483,14.8907,2.5298,10.9977,1.7936,25.7542,6.6901,9.6012,0.9437,19.8702,2.8031,9.8873,0.9121,2.0434,1.4851,4.482,3.5756,10.25,6.4,0.6828,1.0821,4.7219,3.9879,2.172,1.7761,97.9566,98.5149,95.518,96.4244,89.75,93.6,99.3172,98.9179,95.2781,96.0121,97.828,98.2239,48.5739,48.5701,44.8276,42.4643,44.7227,44.0417
Chhattisgarh,age_18_21,22,1.6484,2.8453,6.7654,0.6289,3.5968,1.5018,38.7527,23.1877,43.3764,30.2347,42.6641,43.5388,37.7019,12.3027,42.4427,28.0422,39.9778,14.25,2.6738,1.8122,7.5291,4.7479,15.7031,7.56,1.1399,0.9416,6.9471,5.0513,1.5652,2.1898,97.3262,98.1878,92.4709,95.2521,84.2969,92.44,98.8601,99.0584,93.0529,94.9487,98.4348,97.8102,23.8619,27.5529,30.7073,2.7254,26.8203,10.7774
Chhattisgarh,age_22_25,22,1.976,3.5388,7.7495,0.4255,3.9164,1.3984,14.6068,31.4974,15.9376,31.5853,6.623,28.0402,30.5265,40.3623,12.4048,33.4567,24.6651,37.2876,3.5915,1.9759,11.1664,5.6965,22.5301,9.2604,1.1094,0.5637,9.5101,5.6536,3.0886,1.6038,96.4085,98.0241,88.8336,94.3035,77.4699,90.7396,98.8906,99.4363,90.4899,94.3464,96.9114,98.3962,24.8137,23.9333,27.7086,3.2495,24.3801,9.4959
Chhattisgarh,age_26_29,22,2.8025,4.3359,10.1718,0.4747,5.6294,1.7272,4.9304,18.9563,6.4964,15.38,1.3017,8.0352,6.0806,29.1664,2.9669,16.1567,5.4062,25.5082,4.862,2.4358,17.6224,8.9502,32.0584,13.7208,1.4809,1.1019,13.95,7.3319,4.5103,2.9627,95.138,97.5642,82.3776,91.0498,67.9416,86.2792,98.5191,98.8981,86.05,92.6681,95.4897,97.0373,24.4642,23.7665,26.4313,4.7073,23.1746,11.2795
Chhattisgarh,age_30_33,22,5.2015,5.5278,14.2359,0.6813,7.8379,2.3693,1.5,10.3347,2.2251,8.2524,0.325,2.8114,0.9929,7.6833,0.9319,7.8606,1.0263,9.8405,8.7567,2.9781,24.3902,12.2263,43.2448,17.6927,1.5648,1.3183,19.8257,8.5861,5.0018,3.0774,91.2433,97.0219,75.6098,87.7737,56.7552,82.3073,98.4352,98.6817,80.1743,91.4139,94.9982,96.9226,21.9048,22.2454,23.9041,5.9046,20.5856,11.5457
Chhattisgarh,age_34_plus,22,17.2203,8.9662,23.6445,7.1085,16.9754,5.2265,0.4968,3.7947,0.7927,3.0845,0.1128,0.8537,0.1825,1.7592,0.3087,3.022,0.2939,2.8198,35.7483,10.756,49.5775,29.1996,70.3357,34.6005,5.7121,2.028,40.8604,14.9161,15.1601,7.0609,64.2517,89.244,50.4225,70.8004,29.6643,65.3995,94.2879,97.972,59.1396,85.0839,84.8399,92.9391,17.5427,17.576,16.3545,13.3702,16.7117,13.9849
Chhattisgarh,age_below10,22,97.4409,97.014,97.5861,96.9478,95.7389,96.5339,1.0031,0.8735,1.3745,0.7328,1.8225,0.9895,0.8319,1.2408,1.0862,0.9352,0.9203,1.204,71.4071,71.0776,72.3869,72.8119,74.858,74.5083,70.5395,70.9895,73.8603,73.6878,71.0009,69.9391,28.5929,28.9224,27.6131,27.1881,25.142,25.4917,29.4605,29.0105,26.1397,26.3122,28.9991,30.0609,0.0,0.0,0.0,0.0,0.0,0.0
Madhya Pradesh,age_10_13,23,27.3788,33.5833,36.9819,19.1652,37.718,30.6285,2.6356,0.5719,1.3586,0.4276,4.39,1.1841,1.372,0.1946,2.5492,0.4751,1.0872,0.2502,3.8556,3.8294,9.9716,8.3211,8.7433,7.4774,2.1519,2.1488,8.3232,8.3139,6.0655,4.9052,96.1444,96.1706,90.0284,91.6789,91.2567,92.5226,97.8481,97.8512,91.6768,91.6861,93.9345,95.0948,8.7009,7.5506,5.8466,13.886,7.1566,10.3099
Madhya Pradesh,age_14_17,23,3.8207,4.4916,7.0739,0.9817,7.9567,4.2136,19.5302,3.8339,12.8511,3.1274,28.3104,8.4138,12.4475,1.5567,23.2659,3.8244,11.2706,1.6467,4.535,3.8204,11.8519,8.3291,11.9483,8.2565,1.2067,1.3387,10.2973,9.962,6.2207,4.5965,95.465,96.1796,88.1481,91.6709,88.0517,91.7435,98.7933,98.6613,89.7027,90.038,93.7793,95.4035,47.3383,40.9802,42.1938,40.3059,38.6392,40.1544
Madhya Pradesh,age_18_21,23,3.5686,4.2207,6.3747,0.4401,6.7165,3.1746,42.5644,33.0059,35.4709,29.1051,43.6132,49.781,38.651,18.2443,45.8329,37.8796,43.155,24.6556,7.0034,5.1945,15.0059,8.9629,21.2283,9.9887,1.0733,1.324,15.1355,11.7758,8.6957,5.7593,92.9966,94.8055,84.9941,91.0371,78.7717,90.0113,98.9267,98.676,84.8645,88.2242,91.3043,94.2407,26.3448,15.0069,29.5146,5.9468,27.5178,14.9369
Madhya Pradesh,age_22_25,23,4.5059,3.4345,7.364,0.348,7.145,3.0142,9.6532,30.4563,17.7363,23.1982,5.664,21.9585,24.3619,36.6125,8.5014,32.0859,21.2616,35.1675,11.2187,6.3849,17.6721,10.6664,30.6835,12.8739,1.6606,1.429,20.9472,12.9973,10.9177,5.6951,88.7813,93.6151,82.3279,89.3336,69.3165,87.1261,98.3394,98.571,79.0528,87.0027,89.0823,94.3049,22.5405,12.1383,24.7802,5.3624,24.206,12.4876
Madhya Pradesh,age_26_29,23,6.7546,3.3537,9.5343,0.4511,8.5284,3.0634,2.3553,13.2514,8.8217,19.0231,1.1578,6.0291,5.7754,25.0548,1.7351,10.2978,4.4931,19.4247,15.7752,7.9041,20.8436,12.712,40.6788,18.1848,1.8757,1.5739,27.7015,16.0942,14.8378,7.5958,84.2248,92.0959,79.1564,87.288,59.3212,81.8152,98.1243,98.4261,72.2985,83.9058,85.1622,92.4042,21.9591,11.5959,22.1382,6.686,21.9935,11.5834
Madhya Pradesh,age_30_33,23,9.7751,3.4347,11.8994,0.579,10.6624,4.1164,0.6686,6.3227,2.5864,10.4824,0.2612,2.1341,0.8192,7.2309,0.518,4.3479,0.9957,6.3677,21.0163,8.4723,23.1133,13.6217,48.8252,22.3158,2.216,1.7221,35.7716,19.1434,17.5258,8.9124,78.9837,91.5277,76.8867,86.3783,51.1748,77.6842,97.784,98.2779,64.2284,80.8566,82.4742,91.0876,22.2517,10.6349,20.29,9.0288,20.4624,11.1422
Madhya Pradesh,age_34_plus,23,23.9732,4.368,16.627,5.75,16.5529,5.1539,0.1724,2.0233,0.935,3.6697,0.0899,0.616,0.1719,1.4111,0.193,1.5324,0.3136,1.7182,53.8502,20.0929,28.7389,17.4141,68.4227,35.6256,8.0078,2.6101,57.636,27.7587,26.7676,14.8044,46.1498,79.9071,71.2611,82.5859,31.5773,64.3744,91.9922,97.3899,42.364,72.2413,73.2324,85.1956,15.4748,9.4356,15.8422,14.7091,16.2108,12.3373
Madhya Pradesh,age_below10,23,94.8586,95.9941,95.6917,95.1205,95.0632,95.2381,1.2824,1.1551,1.4516,1.1623,1.9243,1.0666,1.1431,1.338,1.4173,1.1026,1.1307,1.2893,71.4036,71.3742,74.5693,73.8714,74.0424,74.1312,71.2316,69.9543,74.3946,74.5859,73.5787,72.5693,28.5964,28.6258,25.4307,26.1286,25.9576,25.8688,28.7684,30.0457,25.6054,25.4141,26.4213,27.4307,0.0,0.0,0.0,0.0,0.0,0.0
Gujarat,age_10_13,24,29.8959,21.4266,25.1159,15.8612,27.086,26.3127,2.5425,0.6398,0.9131,0.3702,1.6532,0.6092,0.5231,0.1966,1.0949,0.3486,1.2579,0.6484,7.6049,4.8387,4.9662,4.199,7.1421,4.9262,1.692,1.8871,7.2072,5.6876,9.4067,6.9927,92.3951,95.1613,95.0338,95.801,92.8579,95.0738,98.308,98.1129,92.7928,94.3124,90.5933,93.0073,10.0284,12.7699,10.5102,17.2449,8.8127,11.4454
Gujarat,age_14_17,24,8.0367,4.1073,7.3546,0.6217,7.9551,5.8313,15.8172,2.2146,7.3843,1.7444,12.9933,3.5865,3.8314,0.5215,11.4497,1.6267,8.6752,1.6387,10.483,7.9698,5.9824,4.0855,9.2962,5.3043,1.2028,1.0595,8.7316,6.4069,8.6168,6.5777,89.517,92.0302,94.0176,95.9145,90.7038,94.6957,98.7972,98.9405,91.2684,93.5931,91.3832,93.4223,34.3284,40.083,34.5457,37.3332,31.1902,36.4144
Gujarat,age_18_21,24,7.7869,5.2798,8.1813,0.7506,8.5012,6.0024,44.007,29.8474,42.3444,29.1275,51.5042,39.9262,35.1847,12.454,52.0959,32.9167,42.3658,23.6015,10.6227,7.2222,8.5945,4.2919,13.8523,6.6183,1.0173,1.0753,11.8953,7.9084,13.3195,7.8969,89.3773,92.7778,91.4055,95.7081,86.1477,93.3817,98.9827,98.9247,88.1047,92.0916,86.6805,92.1031,18.6475,12.2634,15.7424,3.4411,17.1493,11.5246
Gujarat,age_22_25,24,7.6744,6.2804,9.6607,0.6652,10.4433,5.3612,12.3726,36.3312,19.0443,30.3091,11.8391,32.1918,31.8223,42.0,11.9778,37.6213,21.3347,36.5046,14.7389,8.0183,11.2953,6.2596,19.1819,8.2093,1.4423,1.341,16.5241,9.2586,13.4827,7.8043,85.2611,91.9817,88.7047,93.7404,80.8181,91.7907,98.5577,98.659,83.4759,90.7414,86.5173,92.1957,16.3566,12.9393,15.3975,3.6541,16.7313,10.2226
Gujarat,age_26_29,24,9.9907,8.2703,11.7627,0.8512,13.0151,5.8442,1.9215,12.4262,6.2131,15.9658,1.8112,8.4996,6.6789,23.9314,1.8754,10.6728,5.3228,18.1491,19.6283,7.7073,14.2761,8.197,24.4411,10.1264,1.5372,1.4797,20.8629,10.9225,13.6218,7.812,80.3717,92.2927,85.7239,91.803,75.5589,89.8736,98.4628,98.5203,79.1371,89.0775,86.3782,92.188,16.0037,11.4097,14.1239,3.9993,15.5503,8.3952
Gujarat,age_30_33,24,11.8391,9.6536,14.3402,0.9362,16.3763,6.5837,0.4804,3.9739,1.6026,6.9372,0.4004,2.4697,1.4302,6.3389,0.5621,3.7647,0.8551,5.1164,25.1935,14.1296,18.3991,10.2163,30.749,12.8194,1.7438,1.5197,25.6878,12.8336,13.459,8.7293,74.8065,85.8704,81.6009,89.7837,69.251,87.1806,98.2562,98.4803,74.3122,87.1664,86.541,91.2707,14.1379,10.3153,13.5473,4.9295,13.7301,10.057
Gujarat,age_34_plus,24,21.266,11.6344,22.6468,7.4185,27.5065,8.2828,0.1992,0.8489,0.4555,1.9975,0.1269,0.6465,0.4119,1.7515,0.1904,1.1359,0.2479,1.2025,49.0944,18.7956,30.8705,17.4894,50.3654,23.8103,5.7065,2.2358,43.5845,19.0317,22.0613,11.0574,50.9056,81.2044,69.1295,82.5106,49.6346,76.1897,94.2935,97.7642,56.4155,80.9683,77.9387,88.9426,10.2193,9.2786,10.3165,7.3941,9.3353,10.4116
Gujarat,age_below10,24,93.1343,93.3726,94.0316,94.1087,93.9631,95.0192,3.14,1.4518,2.2585,1.3289,2.4273,1.3842,1.4086,1.6765,2.1396,1.3481,1.8776,1.4854,75.4038,74.1778,70.7371,70.959,73.3154,72.2037,70.2524,69.742,73.72,73.1372,75.0954,71.7645,24.5962,25.8222,29.2629,29.041,26.6846,27.7963,29.7476,30.258,26.28,26.8628,24.9046,28.2355,0.0,0.0,0.0,0.0,0.0,0.0
