state_name,age_bracket,state_code,Below_primary_share_buddhist_female,Below_primary_share_christian_female,Below_primary_share_hindu_female,Below_primary_share_jain_female,Below_primary_share_muslim_female,Below_primary_share_sikh_female,CMPR_buddhist_female,CMPR_buddhist_male,CMPR_christian_female,CMPR_christian_male,CMPR_hindu_female,CMPR_hindu_male,CMPR_jain_female,CMPR_jain_male,CMPR_muslim_female,CMPR_muslim_male,CMPR_sikh_female,CMPR_sikh_male,Illiteracy_rate_buddhist_female,Illiteracy_rate_buddhist_male,Illiteracy_rate_christian_female,Illiteracy_rate_christian_male,Illiteracy_rate_hindu_female,Illiteracy_rate_hindu_male,Illiteracy_rate_jain_female,Illiteracy_rate_jain_male,Illiteracy_rate_muslim_female,Illiteracy_rate_muslim_male,Illiteracy_rate_sikh_female,Illiteracy_rate_sikh_male,Literacy_rate_buddhist_female,Literacy_rate_buddhist_male,Literacy_rate_christian_female,Literacy_rate_christian_male,Literacy_rate_hindu_female,Literacy_rate_hindu_male,Literacy_rate_jain_female,Literacy_rate_jain_male,Literacy_rate_muslim_female,Literacy_rate_muslim_male,Literacy_rate_sikh_female,Literacy_rate_sikh_male,Middle_school_share_buddhist_female,Middle_school_share_christian_female,Middle_school_share_hindu_female,Middle_school_share_jain_female,Middle_school_share_muslim_female,Middle_school_share_sikh_female
Sikkim,age_30_33,11,16.5606,21.7936,16.2157,0.0,22.6027,0.0,3.4272,9.2631,3.0697,8.5503,2.3618,8.1782,2.5974,2.2989,1.1868,5.6713,0.5525,2.4814,17.3279,9.0909,18.3143,9.965,18.9231,7.099,25.0,11.1111,42.0635,17.3979,8.3333,2.4038,82.6721,90.9091,81.6857,90.035,81.0769,92.901,75.0,88.8889,57.9365,82.6021,91.6667,97.5962,16.3061,16.1524,16.5164,0.0,11.6438,3.0303
Sikkim,age_34_plus,11,23.6886,26.1905,23.6099,7.1429,21.5385,1.4493,1.8328,6.3865,1.7068,6.8818,1.2866,4.9311,0.0,5.7471,0.3748,2.339,1.105,0.6617,53.704,27.4392,49.5728,25.0518,52.3711,24.0078,19.2308,11.9403,51.7804,31.8966,11.5385,4.4601,46.296,72.5608,50.4272,74.9482,47.6289,75.9922,80.7692,88.0597,48.2196,68.1034,88.4615,95.5399,14.195,15.0412,14.6699,14.2857,15.3846,14.4928
Sikkim,age_below10,11,93.6811,94.2875,94.488,100.0,95.1691,90.0,1.4014,0.8322,1.3374,0.9,1.5504,0.8104,0.0,0.0,1.9988,0.8651,0.5525,0.9926,68.3292,69.2979,69.576,70.2164,69.5648,70.2,75.0,65.5172,74.5387,72.2222,72.973,72.9167,31.6708,30.7021,30.424,29.7836,30.4352,29.8,25.0,34.4828,25.4613,27.7778,27.027,27.0833,0.0,0.0,0.0,0.0,0.0,0.0
Arunachal Pradesh,age_10_13,12,47.8366,45.1729,44.2196,39.3939,41.5385,33.3333,0.7976,0.2235,1.2143,0.4652,1.4687,0.3947,0.9852,0.6024,2.5513,0.4513,0.3876,0.0471,21.0949,15.4479,21.6966,18.4173,19.5769,15.3266,31.25,24.3243,23.2516,19.616,21.0526,15.3846,78.9051,84.5521,78.3034,81.5827,80.4231,84.6734,68.75,75.6757,76.7484,80.384,78.9474,84.6154,5.2831,7.2844,7.1444,12.1212,6.6272,10.0
Arunachal Pradesh,age_14_17,12,10.652,10.7551,10.0166,6.6667,9.5775,9.375,14.1362,3.4621,13.959,3.342,15.9143,2.3947,17.2414,4.2169,18.4759,2.9673,11.2403,0.1886,21.6547,14.9151,16.1417,11.179,18.1161,13.5,16.6667,16.129,22.4891,18.2343,15.7895,2.6316,78.3453,85.0849,83.8583,88.821,81.8839,86.5,83.3333,83.871,77.5109,81.7657,84.2105,97.3684,35.978,34.3721,35.2204,36.6667,32.6761,40.625
Arunachal Pradesh,age_18_21,12,8.8602,6.5135,8.4792,6.6667,8.1006,6.25,44.1156,31.1152,45.9971,34.3454,45.7974,26.1042,45.3202,31.3253,41.2206,27.54,34.8837,10.8439,34.6143,20.7471,21.2074,11.854,26.0318,17.9932,25.0,6.25,28.2565,22.2798,15.7895,0.0,65.3857,79.2529,78.7926,88.146,73.9682,82.0068,75.0,93.75,71.7435,77.7202,84.2105,100.0,28.228,25.7016,23.213,13.3333,17.8771,18.75
Arunachal Pradesh,age_22_25,12,10.8734,6.686,8.6929,10.5263,9.058,5.8824,15.8788,32.1803,12.8535,30.0614,14.4614,32.4549,11.33,27.7108,13.5735,32.0935,25.5814,57.2843,43.3462,25.9883,27.6941,15.1376,31.0544,19.0364,50.0,16.6667,34.6488,24.8054,17.7419,1.5831,56.6538,74.0117,72.3059,84.8624,68.9456,80.9636,50.0,83.3333,65.3512,75.1946,82.2581,98.4169,21.7468,22.466,21.3216,31.5789,20.0483,11.7647
Arunachal Pradesh,age_26_29,12,13.612,7.8713,9.4316,0.0,10.2069,0.0,4.6409,12.6759,3.5964,11.6091,4.4218,16.0236,2.9557,10.8434,4.5189,14.987,8.9147,23.2438,50.4974,30.8593,41.0936,20.1353,38.0978,20.5422,37.5,25.9259,41.7203,23.6308,11.3208,1.4986,49.5026,69.1407,58.9064,79.8647,61.9022,79.4578,62.5,74.0741,58.2797,76.3692,88.6792,98.5014,23.0439,22.3312,22.1029,25.0,21.3793,19.1489
Arunachal Pradesh,age_30_33,12,13.9029,9.9262,10.593,15.3846,13.3333,0.0,1.4784,6.2567,1.2101,5.7676,1.5273,8.7527,1.9704,5.4217,1.6508,7.4935,1.938,2.7346,57.78,32.7698,51.5867,25.7811,42.6313,21.8578,51.8519,24.0,44.0895,25.7991,2.381,1.2146,42.22,67.2302,48.4133,74.2189,57.3687,78.1422,48.1481,76.0,55.9105,74.2009,97.619,98.7854,24.7379,22.2254,20.2387,23.0769,24.0,12.1951
Arunachal Pradesh,age_34_plus,12,20.6753,14.8384,12.4066,3.5714,12.0976,9.2105,0.8408,3.2851,0.6388,3.1406,0.6323,4.2371,0.4926,4.2169,0.8004,3.5006,1.1628,0.3772,78.2807,51.1473,78.7869,52.671,57.981,30.2752,76.2712,36.2832,59.9609,32.8719,41.5385,4.6385,21.7193,48.8527,21.2131,47.329,42.019,69.7248,23.7288,63.7168,40.0391,67.1281,58.4615,95.3615,18.8412,20.0455,18.06,17.8571,23.2195,17.1053
Arunachal Pradesh,age_below10,12,95.5304,93.4207,94.8022,100.0,92.2813,86.3636,0.8891,0.74,1.2343,0.9687,1.2692,0.9157,0.0,3.012,1.4674,1.3811,0.7752,0.7072,79.852,78.3691,80.4337,79.5368,78.4189,77.3801,81.4815,82.6087,80.264,79.611,79.0476,79.8077,20.148,21.6309,19.5663,20.4632,21.5811,22.6199,18.5185,17.3913,19.736,20.389,20.9524,20.1923,0.0,0.0,0.0,0.0,0.0,0.0
Nagaland,age_10_13,13,42.1053,36.7568,39.5864,18.6813,50.2949,25.0,0.8738,0.0997,0.3491,0.1421,1.7652,0.3609,1.6438,0.1435,2.9727,0.3632,1.4493,0.0,17.5799,15.6818,13.0837,12.4794,12.5448,11.3993,6.1856,9.4828,42.2103,35.3928,4.0,11.7647,82.4201,84.3182,86.9163,87.5206,87.4552,88.6007,93.8144,90.5172,57.7897,64.6072,96.0,88.2353,3.6011,8.131,8.6624,14.2857,5.7287,8.3333
Nagaland,age_14_17,13,7.5949,7.7311,10.3198,4.6512,15.8784,0.0,10.1942,1.5952,8.2402,1.3548,18.2793,2.2693,11.5068,2.439,26.2236,2.6723,6.7633,0.089,12.7072,10.989,9.8864,9.1624,11.991,11.9904,7.5269,6.1856,37.7715,30.4096,14.2857,9.5238,87.2928,89.011,90.1136,90.8376,88.009,88.0096,92.4731,93.8144,62.2285,69.5904,85.7143,90.4762,40.8228,43.6075,43.2623,43.0233,36.8243,44.4444
Nagaland,age_18_21,13,4.0,6.6098,8.166,0.0,16.0677,0.0,28.6408,15.5533,32.6361,15.3506,38.0986,20.1557,35.6164,15.208,37.4031,22.7969,31.8841,6.4057,17.2185,8.1081,11.3616,10.1746,14.9848,13.459,5.4054,9.0909,43.3533,31.0174,20.0,0.0,82.7815,91.8919,88.6384,89.8254,85.0152,86.541,94.5946,90.9091,56.6467,68.9826,80.0,100.0,21.6,27.3836,24.4087,11.4286,22.1987,25.0
Nagaland,age_22_25,13,6.6406,6.8203,8.7434,2.0,11.685,3.0303,20.8738,26.7198,21.4339,27.643,16.9984,32.2695,30.411,38.4505,12.135,29.2831,36.2319,58.8078,15.5116,12.4309,13.1492,10.8915,19.6385,12.4683,6.5421,5.102,45.4251,29.1708,10.8108,0.8264,84.4884,87.5691,86.8508,89.1085,80.3615,87.5317,93.4579,94.898,54.5749,70.8292,89.1892,99.1736,21.875,23.1271,21.7994,11.0,23.2007,18.1818
Nagaland,age_26_29,13,8.8889,7.1551,8.4083,0.9259,11.7978,0.0,8.6408,20.0399,9.8164,20.7946,6.1766,19.5924,6.3014,27.5466,4.1087,17.9279,8.2126,20.6406,16.9742,8.8816,15.7139,11.4659,23.5247,12.4517,5.2632,4.4248,48.105,28.6688,9.6154,1.1364,83.0258,91.1184,84.2861,88.5341,76.4753,87.5483,94.7368,95.5752,51.895,71.3312,90.3846,98.8636,24.0,24.2746,22.0934,8.3333,25.4682,12.766
Nagaland,age_30_33,13,10.3896,7.8576,9.922,1.0101,15.5425,0.0,3.7864,13.1605,3.9851,13.7087,2.0945,10.7887,0.9589,6.7432,1.6775,11.0266,2.8986,3.8256,18.5185,11.9565,18.5617,12.7983,28.263,13.6593,9.1743,4.5872,56.0567,30.3371,9.7561,1.7341,81.4815,88.0435,81.4383,87.2017,71.737,86.3407,90.8257,95.4128,43.9433,69.6629,90.2439,98.2659,28.5714,24.9623,22.3857,8.0808,22.434,10.8108
Nagaland,age_34_plus,13,16.1383,15.4638,14.2159,9.1928,16.5985,2.3529,2.6214,10.2692,1.931,9.0432,0.9234,6.0824,0.5479,2.8694,0.8812,6.3824,1.4493,1.2456,46.118,25.4848,40.0976,24.5963,41.8798,19.4809,12.2047,5.6537,66.9549,42.1023,15.0,2.5701,53.882,74.5152,59.9024,75.4037,58.1202,80.5191,87.7953,94.3463,33.0451,57.8977,85.0,97.4299,19.3084,23.9801,21.4916,13.2287,20.0327,11.7647
Nagaland,age_below10,13,91.7949,93.7859,93.7649,84.8485,89.4796,93.75,1.7476,0.5982,1.3847,0.6863,2.0664,0.8312,1.5068,1.2912,2.548,0.8735,0.4831,0.8897,77.9661,76.8987,76.4806,76.3122,77.5906,75.3822,69.3023,73.0435,86.6767,84.8571,79.4872,81.5217,22.0339,23.1013,23.5194,23.6878,22.4094,24.6178,30.6977,26.9565,13.3233,15.1429,20.5128,18.4783,0.0,0.0,0.0,0.0,0.0,0.0
Manipur,age_10_13,14,30.2083,29.045,30.5162,17.4603,41.9365,15.7895,0.3934,0.2122,0.5136,0.2704,0.4397,0.169,1.2526,0.0,0.9724,0.2221,0.9677,0.0,15.0442,11.3573,18.4248,17.5055,8.3417,7.0877,5.9701,10.2941,21.4778,15.7855,5.0,17.5,84.9558,88.6427,81.5752,82.4945,91.6583,92.9123,94.0299,89.7059,78.5222,84.2145,95.0,82.5,10.7639,13.6514,13.6155,20.6349,10.4892,13.1579
Manipur,age_14_17,14,6.8,4.6037,2.8188,0.0,7.9777,4.1667,10.0328,1.9095,8.5018,1.6995,8.7122,1.3918,8.977,1.1211,16.5271,2.6171,4.8387,0.8143,10.7143,5.4201,13.2518,11.5341,5.5273,3.9874,9.8361,5.7692,21.4598,11.5666,7.6923,3.0303,89.2857,94.5799,86.7482,88.4659,94.4727,96.0126,90.1639,94.2308,78.5402,88.4334,92.3077,96.9697,40.4,42.4989,49.3726,49.0909,43.2551,45.8333
Manipur,age_18_21,14,3.9474,3.2464,2.3853,0.0,5.3278,0.0,30.0328,19.2362,31.3233,16.8812,29.6312,15.822,38.4134,11.8834,41.6993,23.2725,36.4516,11.4007,13.6364,12.5749,16.7212,13.8695,7.6252,4.4093,12.9032,4.3478,28.1278,12.6769,15.7895,0.0,86.3636,87.4251,83.2788,86.1305,92.3748,95.5907,87.0968,95.6522,71.8722,87.3231,84.2105,100.0,28.9474,24.8791,29.7775,22.2222,39.5532,25.0
Manipur,age_22_25,14,5.6667,3.821,1.9439,0.0,4.7178,0.0,17.6393,25.7426,21.1621,27.3203,21.4526,27.7136,27.1399,36.9955,13.7222,33.3187,24.8387,35.8306,17.5824,11.0465,20.7198,15.8379,9.5312,4.6113,9.2308,6.9444,32.927,13.1562,3.8462,4.4944,82.4176,88.9535,79.2802,84.1621,90.4688,95.3887,90.7692,93.0556,67.073,86.8438,96.1538,95.5056,23.0,19.5579,28.3561,10.1695,38.3079,16.0
Manipur,age_26_29,14,5.1724,4.8972,1.7865,1.5385,4.2215,5.8824,11.4098,17.1146,10.1318,19.0957,11.4332,20.6435,5.2192,31.1659,3.8611,17.1894,9.3548,26.2215,25.8786,11.831,26.1283,18.0812,12.2623,5.4089,5.7971,5.7143,41.0991,13.6583,7.2727,0.6494,74.1214,88.169,73.8717,81.9188,87.7377,94.5911,94.2029,94.2857,58.9009,86.3417,92.7273,99.3506,20.6897,19.8691,25.3692,7.6923,36.2649,7.8431
Manipur,age_30_33,14,3.3333,5.7836,2.201,0.0,5.3416,2.0,5.7705,11.7397,4.626,12.4791,5.5547,13.8205,1.8789,6.7265,1.4139,9.0521,2.9032,8.1433,32.3308,17.2996,30.6119,20.4261,15.3718,6.2408,6.25,1.4925,48.4041,15.1406,15.2542,3.1008,67.6692,82.7004,69.3881,79.5739,84.6282,93.7592,93.75,98.5075,51.5959,84.8594,84.7458,96.8992,15.0,21.7285,22.5755,8.3333,34.1118,16.0
Manipur,age_34_plus,14,4.0892,11.12,4.7563,3.3784,8.4576,1.3986,2.9508,10.5375,2.6773,9.2643,2.5589,9.429,0.8351,3.5874,0.7536,4.8581,0.9677,3.2573,44.4215,24.7805,51.285,31.542,44.45,15.7651,11.3772,5.1136,75.2252,26.6461,25.1309,6.3361,55.5785,75.2195,48.715,68.458,55.55,84.2349,88.6228,94.8864,24.7748,73.3539,74.8691,93.6639,17.4721,23.1452,22.3101,15.8784,31.4198,13.986
Manipur,age_below10,14,91.6129,88.566,91.8875,93.3333,92.6187,84.6154,1.377,1.273,0.7934,0.6992,1.0433,0.8254,0.8351,0.4484,1.1646,0.7939,1.9355,0.8143,77.8887,76.1408,78.3512,78.223,76.2456,76.0751,78.1022,77.2727,79.1516,78.4531,77.3913,74.1935,22.1113,23.8592,21.6488,21.777,23.7544,23.9249,21.8978,22.7273,20.8484,21.5469,22.6087,25.8065,0.0,0.0,0.0,0.0,0.0,0.0
Mizoram,age_10_13,15,69.1848,28.2445,33.3333,46.6667,51.2748,20.0,1.166,0.3104,0.1626,0.1166,0.618,0.1604,3.3333,0.0,1.6956,0.3737,0.0,0.0,40.8685,24.986,2.5474,2.3451,6.7052,5.79,25.0,11.7647,23.9224,23.2358,0.0,14.2857,59.1315,75.014,97.4526,97.6549,93.2948,94.21,75.0,88.2353,76.0776,76.7642,100.0,85.7143,2.7407,11.8948,11.6481,6.6667,8.7819,0.0
Mizoram,age_14_17,15,36.8891,5.2504,10.5556,6.25,23.8434,,18.7315,5.8379,6.152,0.9863,11.9817,1.2069,6.6667,0.0,22.0024,2.4165,6.25,0.6024,48.3862,24.9573,1.5133,1.2932,7.3359,4.9356,11.1111,21.7391,25.0667,19.3344,100.0,0.0,51.6138,75.0427,98.4867,98.7068,92.6641,95.0644,88.8889,78.2609,74.9333,80.6656,0.0,100.0,22.6484,51.1649,44.3056,43.75,36.6548,
Mizoram,age_18_21,15,34.214,6.3822,8.2011,28.5714,20.0,0.0,51.4552,42.7477,34.5195,19.8619,38.9753,19.9764,45.0,31.0345,38.9584,23.1938,46.875,17.4699,63.2881,33.4135,2.2904,1.5011,9.7852,4.7081,30.0,0.0,32.7731,14.2566,25.0,50.0,36.7119,66.5865,97.7096,98.4989,90.2148,95.2919,70.0,100.0,67.2269,85.7434,75.0,50.0,21.7966,26.1467,17.4603,28.5714,23.75,0.0
Mizoram,age_22_25,15,38.5289,7.8819,8.4623,22.2222,19.6382,0.0,11.3593,27.8226,20.2726,29.89,20.933,35.2688,15.0,31.0345,13.7667,30.0448,18.75,40.3614,68.0172,37.3344,2.9706,1.8719,11.2637,5.0025,52.6316,28.5714,32.4607,13.4656,0.0,6.6667,31.9828,62.6656,97.0294,98.1281,88.7363,94.9975,47.3684,71.4286,67.5393,86.5344,100.0,93.3333,17.2796,28.2791,19.6078,11.1111,23.7726,10.0
Mizoram,age_26_29,15,41.6593,10.0048,7.8206,16.6667,18.4211,33.3333,2.6564,8.6817,8.7261,17.8416,7.6356,20.8541,6.6667,8.6207,4.9657,16.1933,12.5,28.3133,71.604,38.3067,3.6734,2.2551,12.0183,4.5171,20.0,30.0,33.463,14.4697,25.0,0.0,28.396,61.6933,96.3266,97.7449,87.9817,95.4829,80.0,70.0,66.537,85.5303,75.0,100.0,15.3575,28.4207,22.0021,16.6667,23.0994,0.0
Mizoram,age_30_33,15,44.6381,11.8072,10.0998,25.0,21.147,0.0,1.0062,3.8252,3.8006,10.1785,2.8509,9.0809,1.6667,12.069,2.3819,9.1181,3.125,5.4217,74.2136,39.9674,3.589,2.4371,11.9649,4.5098,60.0,0.0,32.9327,14.647,25.0,4.5455,25.7864,60.0326,96.411,97.5629,88.0351,95.4902,40.0,100.0,67.0673,85.353,75.0,95.4545,15.6836,30.4148,22.4439,75.0,26.5233,16.6667
Mizoram,age_34_plus,15,52.5097,36.2676,18.3723,44.4444,38.331,11.1111,0.7664,2.4032,2.4029,7.6307,1.236,4.7093,0.0,1.7241,1.2515,5.8047,0.0,1.2048,86.5496,50.7433,9.0591,4.5993,21.4094,6.3975,65.3846,28.5714,33.8015,19.3053,25.0,4.1667,13.4504,49.2567,90.9409,95.4007,78.5906,93.6025,34.6154,71.4286,66.1985,80.6947,75.0,95.8333,13.7452,19.6724,18.616,0.0,16.4074,11.1111
Mizoram,age_below10,15,97.663,94.4168,92.9795,100.0,95.4819,100.0,1.3165,0.8662,0.5689,0.4707,0.7974,0.5233,6.6667,1.7241,0.8882,0.4983,0.0,0.0,85.8451,81.89,73.1779,73.1332,75.1489,71.8663,76.0,74.5763,79.6319,81.5237,72.0,70.5882,14.1549,18.11,26.8221,26.8668,24.8511,28.1337,24.0,25.4237,20.3681,18.4763,28.0,29.4118,0.0,0.0,0.0,0.0,0.0,0.0
Tripura,age_10_13,16,48.8145,35.9663,33.8519,34.4828,39.0103,31.25,0.9345,0.1107,0.9315,0.2038,1.6448,0.0947,2.0661,0.0,3.6832,0.1965,0.5952,0.0,7.9627,5.0097,5.2126,4.1972,4.1315,3.245,3.3333,3.7037,2.5101,2.8923,11.1111,3.7037,92.0373,94.9903,94.7874,95.8028,95.8685,96.755,96.6667,96.2963,97.4899,97.1077,88.8889,96.2963,3.0588,6.8133,5.6291,10.3448,3.5001,12.5
Tripura,age_14_17,16,17.239,7.6082,7.1787,6.6667,8.6348,25.0,19.655,2.7149,14.0189,2.1267,19.8294,1.6048,15.7025,3.4043,30.6921,3.4052,11.9048,0.0,12.0242,4.8163,5.5479,3.4105,4.8161,2.892,11.7647,3.3333,3.2817,3.1294,4.7619,15.0,87.9758,95.1837,94.4521,96.5895,95.1839,97.108,88.2353,96.6667,96.7183,96.8706,95.2381,85.0,36.1035,46.8299,48.7501,46.6667,42.2968,45.0
Tripura,age_18_21,16,22.518,10.365,10.5152,5.5556,15.1308,0.0,45.5392,31.84,47.919,28.0071,37.9601,18.7128,41.7355,16.5957,34.9792,24.6672,46.4286,14.1805,18.1818,6.3378,8.103,4.6078,7.3628,3.455,14.2857,12.5,5.9255,4.8922,0.0,7.6923,81.8182,93.6622,91.897,95.3922,92.6372,96.545,85.7143,87.5,94.0745,95.1078,100.0,92.3077,29.6578,30.5109,30.5198,27.7778,30.4669,20.0
Tripura,age_22_25,16,25.8914,12.7809,13.1683,8.3333,21.8661,25.0,12.1368,33.0145,14.9011,35.731,12.9444,29.8547,16.9421,40.4255,7.12,32.0802,17.8571,45.3039,23.5962,9.3876,10.7363,4.981,7.972,3.8949,14.2857,10.5263,8.3466,5.6789,6.6667,6.7416,76.4038,90.6124,89.2637,95.019,92.028,96.1051,85.7143,89.4737,91.6534,94.3211,93.3333,93.2584,18.7797,25.9076,25.5371,13.8889,22.978,25.0
Tripura,age_26_29,16,30.214,15.9893,16.4948,15.1515,28.7732,21.875,3.3174,14.1683,4.0117,15.8581,4.4847,20.603,4.5455,15.3191,1.6263,17.4307,7.1429,26.8877,32.0308,13.3035,13.2955,5.6515,9.7403,4.9115,10.8108,2.6316,14.4915,8.5974,8.5714,1.1905,67.9692,86.6965,86.7045,94.3485,90.2597,95.0885,89.1892,97.3684,85.5085,91.4026,91.4286,98.8095,16.9374,26.0384,24.6546,18.1818,19.6699,9.375
Tripura,age_30_33,16,28.8407,17.8285,18.4336,20.8333,34.0312,5.8824,0.9195,6.6412,1.2272,7.2679,1.6173,13.952,0.4132,8.0851,0.5943,10.2186,0.5952,6.0773,35.6963,15.9512,16.5357,5.5461,10.9241,5.3445,17.2414,4.1667,21.0953,10.6468,15.0,5.6818,64.3037,84.0488,83.4643,94.4539,89.0759,94.6555,82.7586,95.8333,78.9047,89.3532,85.0,94.3182,18.1366,26.3021,24.6388,12.5,17.0917,23.5294
Tripura,age_34_plus,16,36.8749,29.5508,29.8292,20.0,47.7797,29.8507,0.3185,3.0538,0.5594,2.9903,0.5898,7.543,0.4132,7.234,0.293,5.4378,0.5952,1.4733,60.6872,31.495,39.0701,15.3257,27.8168,12.0391,21.0526,9.5745,47.6201,25.6449,30.2083,4.4156,39.3128,68.505,60.9299,84.6743,72.1832,87.9609,78.9474,90.4255,52.3799,74.3551,69.7917,95.5844,11.0996,16.9223,17.5197,16.6667,8.8445,13.4328
Tripura,age_below10,16,97.3145,94.5338,96.9313,100.0,97.1808,89.4737,1.0487,0.6745,0.9635,0.6758,0.9967,0.7242,1.6529,1.2766,1.1468,0.8047,0.5952,1.105,74.4428,74.1536,72.4262,73.2734,72.3135,72.2067,69.3548,70.6522,72.0308,72.4725,69.3548,74.6667,25.5572,25.8464,27.5738,26.7266,27.6865,27.7933,30.6452,29.3478,27.9692,27.5275,30.6452,25.3333,0.0,0.0,0.0,0.0,0.0,0.0
Meghalaya,age_10_13,17,52.5667,52.5913,43.0557,53.3333,56.8029,38.7931,1.1508,0.5784,0.7313,0.5509,1.2196,0.4806,1.3605,0.0,2.9941,0.3399,0.534,0.0,17.7365,15.68,12.024,15.0711,11.9904,11.2133,6.25,13.3333,26.7962,31.1706,7.2,3.0303,82.2635,84.32,87.976,84.9289,88.0096,88.7867,93.75,86.6667,73.2038,68.8294,92.8,96.9697,5.5441,5.9603,8.1479,13.3333,4.6757,9.4828
Meghalaya,age_14_17,17,14.1711,17.8907,11.9443,10.5263,16.1449,12.3967,8.9643,1.5424,8.9507,1.7297,12.2857,1.8326,10.8844,4.023,28.1012,3.3131,9.8798,1.218,12.0,10.8647,8.0378,11.6154,11.5754,9.4512,5.0,8.6957,27.5195,30.7471,6.2016,2.3622,88.0,89.1353,91.9622,88.3846,88.4246,90.5488,95.0,91.3043,72.4805,69.2529,93.7984,97.6378,39.0374,33.0858,41.0483,36.8421,34.4997,40.4959
Meghalaya,age_18_21,17,7.7465,16.3942,10.3879,11.1111,13.8129,7.6923,35.4936,19.473,40.2015,23.821,37.2375,18.3279,39.4558,18.9655,37.6591,30.1467,42.8571,21.9245,13.4146,9.7222,11.3138,13.4963,16.22,11.0948,18.1818,9.0909,37.5844,34.0611,8.4507,2.7397,86.5854,90.2778,88.6862,86.5037,83.78,88.9052,81.8182,90.9091,62.4156,65.9389,91.5493,97.2603,30.9859,26.1857,25.4459,11.1111,26.098,40.0
Meghalaya,age_22_25,17,9.0411,20.0632,10.2903,12.5,13.9906,7.4627,15.324,27.7635,15.2127,31.8535,15.6656,28.4496,21.7687,32.1839,6.5063,33.2057,16.4219,39.8295,11.1922,9.3617,15.2324,16.4586,19.1689,11.8556,7.6923,9.5238,44.5771,37.4319,11.8421,9.7403,88.8078,90.6383,84.7676,83.5414,80.8311,88.1444,92.3077,90.4762,55.4229,62.5681,88.1579,90.2597,16.7123,19.758,19.384,4.1667,20.3955,27.6119
Meghalaya,age_26_29,17,14.0152,23.8388,11.59,13.6364,14.879,3.937,6.4204,16.0026,5.0526,14.9645,5.8803,19.2776,4.7619,22.9885,1.6826,14.3936,4.9399,21.8027,19.2661,9.0909,20.3478,19.8541,24.6912,13.6502,18.5185,20.0,52.4063,40.7413,19.1083,10.4294,80.7339,90.9091,79.6522,80.1459,75.3088,86.3498,81.4815,80.0,47.5937,59.2587,80.8917,89.5706,21.5909,18.2845,20.2594,0.0,20.585,25.1969
Meghalaya,age_30_33,17,12.2449,26.108,12.5043,12.5,17.0848,6.9767,2.4228,11.1183,2.0159,7.7993,2.1238,12.5075,1.3605,6.8966,0.6302,6.6154,0.9346,5.3593,22.8346,16.7722,24.1277,22.3828,29.2962,15.6371,15.7895,4.5455,55.7026,43.9827,25.2174,5.6911,77.1654,83.2278,75.8723,77.6172,70.7038,84.3629,84.2105,95.4545,44.2974,56.0173,74.7826,94.3089,18.3673,18.1419,21.086,0.0,21.7443,19.7674
Meghalaya,age_34_plus,17,19.3443,34.0286,18.0361,5.0,25.7165,16.8724,1.5748,7.6478,1.1843,5.2386,0.9371,7.8523,0.0,4.5977,0.3487,3.2665,0.1335,2.5579,40.3131,22.4359,41.9797,31.77,45.4501,23.018,13.9785,13.0435,73.0761,52.1215,43.75,14.2857,59.6869,77.5641,58.0203,68.23,54.5499,76.982,86.0215,86.9565,26.9239,47.8785,56.25,85.7143,17.7049,14.5902,18.526,13.75,17.4994,13.1687
Meghalaya,age_below10,17,89.2989,93.021,92.8322,100.0,92.9475,94.2308,1.1508,0.964,1.4716,1.2521,1.4986,1.0546,1.3605,0.0,2.9397,1.5063,0.534,0.4872,82.1004,80.439,80.4722,81.2567,76.0199,76.3411,77.193,83.0769,83.0347,83.2358,76.7857,74.2958,17.8996,19.561,19.5278,18.7433,23.9801,23.6589,22.807,16.9231,16.9653,16.7642,23.2143,25.7042,0.0,0.0,0.0,0.0,0.0,0.0
Assam,age_10_13,18,30.1217,39.6564,27.0171,17.6796,37.4201,23.3696,0.7147,0.0935,0.6765,0.1729,0.7817,0.1092,1.2132,0.1739,1.4558,0.0957,0.6468,0.0592,10.445,8.1494,15.337,13.1804,9.7155,7.6432,4.4855,1.8204,15.4971,18.0813,5.641,4.0816,89.555,91.8506,84.663,86.8196,90.2845,92.3568,95.5145,98.1796,84.5029,81.9187,94.359,95.9184,11.359,7.703,12.9192,14.5028,7.6996,15.2174
Assam,age_14_17,18,5.2499,10.8237,6.441,1.2802,10.1532,3.3929,11.6685,1.2542,11.7735,1.3052,12.6929,1.039,11.2094,1.2845,22.5957,1.5977,8.224,0.5476,10.7256,7.2346,16.7498,12.884,10.8439,7.7158,2.0891,1.4981,16.0109,20.2311,3.4483,2.9369,89.2744,92.7654,83.2502,87.116,89.1561,92.2842,97.9109,98.5019,83.9891,79.7689,96.5517,97.0631,54.0636,43.2926,51.6987,49.2176,45.9117,48.0357
Assam,age_18_21,18,7.0466,11.0923,7.3173,2.122,14.0549,3.5714,39.1905,16.2733,41.5818,19.2896,39.0552,14.3548,39.6942,13.3128,46.4052,24.6831,36.1116,9.8268,12.3524,10.0534,23.6143,15.9275,15.3828,9.2574,4.0712,1.9608,26.7039,23.389,4.9608,2.5862,87.6476,89.9466,76.3857,84.0725,84.6172,90.7426,95.9288,98.0392,73.2961,76.611,95.0392,97.4138,32.3316,32.8763,28.1441,4.5093,27.3545,17.3077
