state_name,age_bracket,state_code,Below_primary_share_total_female,Below_primary_share_total_male,CMPR_agri_labourers_female,CMPR_agri_labourers_male,CMPR_below_primary_female,CMPR_below_primary_male,CMPR_cultivators_female,CMPR_cultivators_male,CMPR_household_industry_female,CMPR_household_industry_male,CMPR_illiterate_female,CMPR_illiterate_male,CMPR_main_workers_female,CMPR_main_workers_male,CMPR_matric_female,CMPR_matric_male,CMPR_middle_female,CMPR_middle_male,CMPR_non_workers_female,CMPR_non_workers_male,CMPR_other_workers_female,CMPR_other_workers_male,CMPR_primary_female,CMPR_primary_male,CMPR_total_female,CMPR_total_male,Graduate_share_total_female,Graduate_share_total_male,Illiteracy_rate_total_female,Illiteracy_rate_total_male,Literacy_rate_total_female,Literacy_rate_total_male
Meghalaya,age_26_29,17,22.6109,21.1783,4.7009,13.9502,4.5472,14.5357,5.2914,14.7909,6.1783,15.9311,5.0857,13.8466,6.9927,16.5644,8.9607,18.8846,5.6649,16.5191,5.4585,13.0014,10.6515,18.8544,4.2085,15.1367,6.0109,15.9876,11.7808,10.1815,23.4067,21.4901,76.5933,78.5099
Meghalaya,age_30_33,17,24.5506,22.5976,2.2953,7.0934,1.9186,7.7048,2.2734,7.8281,1.9321,8.4306,2.5391,8.1807,3.0206,8.8835,3.3939,9.2963,1.8988,8.2014,2.2792,9.6947,4.5511,10.3046,1.621,7.8728,2.5372,8.7767,11.5702,11.071,27.1713,23.9189,72.8287,76.0811
Meghalaya,age_34_plus,17,32.1027,27.3511,1.2432,4.4903,1.1343,5.1035,1.5282,5.4191,1.7197,5.9766,1.8291,5.9514,1.6725,5.5497,1.4867,5.0892,0.8559,5.2722,1.3048,8.2992,2.0719,5.9157,0.8199,5.1806,1.445,5.6808,8.1325,8.7555,45.2967,33.0199,54.7033,66.9801
Meghalaya,age_below10,17,93.1652,92.9674,1.5311,1.1512,1.5807,1.1386,1.8196,1.3832,3.0998,1.7613,1.8241,1.23,1.5567,1.1621,1.2685,1.213,1.5411,1.3,1.6337,1.103,1.0724,0.945,1.7115,1.2996,1.6682,1.2147,0.0,0.0,80.4338,81.2136,19.5662,18.7864
Assam,age_10_13,18,31.4471,33.9241,1.2223,0.0996,1.6806,0.102,0.9075,0.1062,1.2755,0.131,1.5174,0.1273,1.0188,0.1093,0.4206,0.1095,0.827,0.1075,1.3288,0.1424,1.0008,0.1128,1.5262,0.1241,1.2351,0.1156,0.0,0.0,12.2241,11.983,87.7759,88.017
Assam,age_14_17,18,7.779,10.4199,18.3403,1.6325,22.3048,1.5635,14.4978,1.2244,15.3954,1.4059,20.9761,1.7653,15.1196,1.246,9.1184,0.727,18.1963,1.2398,19.6541,1.681,14.6703,1.1816,22.6502,1.5752,18.5874,1.3313,0.0,0.0,12.7851,12.416,87.2149,87.584
Assam,age_18_21,18,9.5428,11.5203,51.011,24.9643,50.026,21.1733,48.4235,20.4992,48.628,18.6484,50.8828,24.6726,46.49,18.8106,43.0166,11.6582,49.9011,17.3155,48.3611,14.9643,44.2565,16.1968,50.3304,21.1423,48.3568,18.7014,0.0,0.0,19.5641,14.3664,80.4359,85.6336
Assam,age_22_25,18,10.8527,11.968,15.6028,36.0951,13.3488,33.6336,19.1648,34.6095,17.7389,32.0975,13.3797,35.6736,18.537,32.1558,24.4792,25.9483,16.317,31.2218,15.2639,22.6068,18.9744,29.3306,12.6235,33.2732,15.9814,31.1393,6.1419,5.5674,24.8194,16.2466,75.1806,83.7534
Assam,age_26_29,18,11.9446,12.3811,4.4547,16.5463,3.807,18.1975,6.2667,18.7475,5.7827,19.6178,3.8431,15.971,7.3491,19.6121,9.2256,22.5143,4.6461,20.4573,4.8586,15.6589,8.722,20.9371,3.437,18.2539,5.3077,19.0001,8.9298,9.1375,30.6997,20.3143,69.3003,79.6857
Assam,age_30_33,18,12.7141,12.4126,2.1972,9.7519,1.7609,12.2441,2.9578,12.3073,2.7475,13.8266,2.0244,10.1154,3.5259,14.0796,3.3656,18.5452,1.5921,13.9536,2.0006,15.9372,4.1984,16.4231,1.3617,11.7663,2.2621,14.014,8.8538,10.5745,35.0153,22.4662,64.9847,77.5338
Assam,age_34_plus,18,21.9222,18.949,0.9823,5.5061,0.7695,7.7016,1.4605,7.6251,1.2335,8.1951,1.0113,6.2413,1.5097,8.7272,1.098,12.2152,0.5088,8.2653,0.7963,12.7283,1.6843,10.3041,0.5271,7.0082,0.9189,8.9469,6.7373,10.554,53.0976,30.6144,46.9024,69.3856
Assam,age_below10,18,93.4391,93.5515,1.9765,1.1235,1.8347,1.0607,1.7947,1.1032,2.1445,1.1638,1.9962,1.0962,1.8294,1.0981,1.4984,1.071,1.7574,1.1085,1.8988,0.9151,1.7794,1.086,1.9007,1.1171,1.9119,1.0949,0.0,0.0,75.6457,75.4683,24.3543,24.5317
West Bengal,age_10_13,19,29.9223,32.8957,3.967,0.1683,5.0018,0.223,3.5671,0.1392,4.5991,0.2149,6.6053,0.3452,3.7428,0.1679,0.7201,0.1353,1.8856,0.1519,4.4387,0.5344,3.3925,0.175,3.5471,0.1988,4.2355,0.2167,0.0,0.0,7.1077,7.4027,92.8923,92.5973
West Bengal,age_14_17,19,9.2898,12.3535,37.7337,3.5294,41.3068,3.5994,30.9585,2.2305,41.0803,2.9933,40.1322,4.3887,31.5248,2.4866,16.5651,1.0864,32.5569,2.0606,34.7355,4.3261,25.6844,2.0968,39.8744,3.2055,34.5751,2.8055,0.0,0.0,8.7799,8.3044,91.2201,91.6956
West Bengal,age_18_21,19,12.893,14.6207,43.0102,32.2073,40.5368,30.4794,42.1717,24.7885,41.1625,26.5522,38.4928,32.0386,38.781,24.0365,48.5983,13.8725,46.1229,21.9483,40.6671,20.3593,35.603,20.0701,41.9716,28.7492,40.8906,24.3649,0.0,0.0,13.5991,10.0479,86.4009,89.9521
West Bengal,age_22_25,19,15.9576,15.8482,8.1329,36.4469,6.3698,35.7236,11.5248,36.8196,6.5906,34.4466,6.8317,34.7261,12.1212,33.2238,18.7048,28.8505,10.0353,34.3764,10.1204,25.2651,15.8072,30.4325,6.8633,35.2903,10.0872,32.5213,8.7525,10.1412,18.4057,12.5219,81.5943,87.4781
West Bengal,age_26_29,19,19.0439,17.2817,1.9347,14.6432,1.4038,15.2312,3.7947,19.1731,1.5215,18.0974,1.5818,13.6996,5.1302,19.1436,5.6022,24.1703,2.488,20.1946,2.7798,16.333,7.9375,21.142,1.521,16.1433,2.9667,18.3134,11.47,13.8335,23.7985,16.0368,76.2015,83.9632
West Bengal,age_30_33,19,20.9563,18.0994,0.8393,6.4648,0.5421,6.9503,1.8022,9.3707,0.5878,8.9225,0.7362,6.9925,2.2772,11.0458,1.982,16.2966,0.8638,10.4924,0.9769,12.9069,3.5447,13.7788,0.5262,7.2381,1.1053,10.7408,11.0366,14.1842,28.3799,18.4513,71.6201,81.5487
West Bengal,age_34_plus,19,27.5281,22.1528,0.356,2.5924,0.2505,2.9971,0.8338,3.7518,0.2675,3.5056,0.4203,3.2916,0.9741,5.0628,0.7286,8.274,0.324,4.6501,0.409,7.9472,1.5046,6.7146,0.2088,2.9463,0.4654,5.1311,9.48,14.1304,47.3179,26.2578,52.6821,73.7422
West Bengal,age_below10,19,93.3332,93.6152,1.447,1.0617,1.4214,1.1051,1.4232,1.0995,1.2795,1.1787,1.7014,0.9818,1.3547,1.1143,1.1146,1.1625,1.2288,1.1614,1.4897,0.9719,1.3257,1.138,1.3153,1.1349,1.4637,1.104,0.0,0.0,72.4028,72.467,27.5972,27.533
Jharkhand,age_10_13,20,42.6687,42.6352,2.4878,0.3703,3.1907,0.4944,2.3541,0.3551,3.2433,0.4506,3.6468,0.5658,2.5637,0.3607,1.3377,0.345,2.1002,0.3728,3.3899,1.0092,2.7226,0.3564,2.6716,0.4279,3.0359,0.4431,0.0,0.0,11.5444,8.6583,88.4556,91.3417
Jharkhand,age_14_17,20,7.2206,6.7749,28.3864,4.6058,34.2323,5.6052,25.5253,4.0217,31.406,4.3197,33.7108,6.0778,26.8447,3.8341,21.5929,3.5151,28.9277,4.2727,31.2251,8.1895,26.091,3.4833,32.1106,4.94,30.8184,4.6918,0.0,0.0,15.0599,9.2215,84.9401,90.7785
Jharkhand,age_18_21,20,7.3892,5.8804,52.6888,46.0511,47.6061,45.3154,52.0216,40.4086,51.2144,37.6517,48.2821,43.8279,49.868,36.9272,52.1992,33.7008,50.9245,40.9466,46.7947,34.8866,44.7097,32.3514,49.7099,45.0097,48.5259,39.5016,0.0,0.0,27.4172,12.0116,72.5828,87.9884
Jharkhand,age_22_25,20,8.9965,6.5611,8.7326,33.3636,6.3044,31.8001,11.3268,35.8014,7.2173,35.856,7.1904,32.6471,11.0068,35.053,13.5695,34.7366,8.8934,34.6041,9.1422,25.783,13.3666,35.0979,7.1864,32.7228,8.9139,33.156,10.8214,10.5232,37.0016,15.3483,62.9984,84.6517
Jharkhand,age_26_29,20,10.3929,7.4815,1.6915,7.1162,1.1546,7.0365,2.5256,9.4061,1.5191,10.7128,1.3971,7.3986,2.9968,11.9024,2.9853,13.4648,1.6357,9.2833,1.9352,8.8522,4.9598,14.707,1.2665,7.3615,1.9679,10.1847,14.6214,15.6174,45.556,20.2123,54.444,79.7877
Jharkhand,age_30_33,20,11.2413,7.8667,0.7601,2.9152,0.4076,2.9087,1.1088,4.2081,0.58,4.5638,0.6386,3.4343,1.3117,5.4936,0.908,5.9073,0.4908,3.5485,0.6263,4.8957,2.169,6.9872,0.4251,2.9413,0.7338,4.6981,12.9932,14.9119,52.9177,23.9094,47.0823,76.0906
Jharkhand,age_34_plus,20,12.8758,10.0962,0.3009,1.0908,0.152,1.2486,0.4327,1.7204,0.2356,1.6433,0.2718,1.4697,0.4885,1.9953,0.2697,2.0872,0.1375,1.2799,0.2196,2.3275,0.7656,2.4251,0.1415,1.1418,0.2682,1.7879,10.506,14.7264,70.6756,37.0225,29.3244,62.9775
Jharkhand,age_below10,20,95.5796,95.2101,1.9592,1.115,1.7413,1.0256,1.933,1.0859,1.6059,1.1485,1.9991,1.0997,1.8004,1.1176,1.3938,1.129,1.5731,1.0488,1.8277,1.1792,1.5556,1.134,1.6502,1.0237,1.888,1.1207,0.0,0.0,75.9468,75.3635,24.0532,24.6365
Odisha,age_10_13,21,25.3659,26.1207,0.9408,0.1019,1.6385,0.1648,0.9776,0.115,1.1921,0.1197,1.6595,0.2008,1.0181,0.1051,0.3074,0.0883,0.5168,0.0872,1.4395,0.3387,1.083,0.0966,1.142,0.1265,1.2627,0.1386,0.0,0.0,9.4324,7.2078,90.5676,92.7922
Odisha,age_14_17,21,5.7465,5.3378,22.5328,1.4146,25.2585,1.8796,21.0496,1.4623,22.4179,1.1551,26.1065,2.7909,20.4279,1.2278,9.4241,0.5672,15.9158,0.9741,21.7678,3.3412,17.8128,0.9406,22.4496,1.5314,21.7039,1.5821,0.0,0.0,12.4142,7.3631,87.5858,92.6369
Odisha,age_18_21,21,7.1753,5.9763,57.7111,27.9244,54.1488,29.4008,56.2591,27.5429,54.8155,21.2292,54.2088,34.8068,51.7672,22.873,48.507,12.661,54.464,20.2135,50.4897,27.445,43.4029,16.5486,54.8415,26.7087,52.5577,24.3494,0.0,0.0,18.3367,8.6247,81.6633,91.3753
Odisha,age_22_25,21,8.5509,6.7065,11.1704,40.9172,11.5517,41.112,12.9345,40.3634,12.2346,37.8021,10.1974,38.3111,14.7796,37.7891,25.9701,33.5748,18.1519,39.4655,15.6502,32.1794,19.5205,34.0666,13.2028,41.1779,14.4322,37.2587,8.4147,8.1486,22.3225,10.0405,77.6775,89.9595
Odisha,age_26_29,21,11.7265,8.597,2.0027,16.0942,1.9886,14.6817,2.728,17.0358,2.7646,21.0102,1.7566,11.5781,4.6368,20.298,6.3732,27.8924,2.9821,21.6858,3.2428,14.4534,8.3866,25.0681,2.1629,16.5735,3.1047,18.8173,11.1663,11.9755,27.7059,13.3145,72.2941,86.6855
Odisha,age_30_33,21,15.5412,10.7412,0.7766,6.9427,0.5626,6.2692,1.0669,7.423,0.9467,10.2295,0.7075,5.5374,1.6577,10.164,1.233,14.2322,0.5406,8.6866,0.7399,7.6154,2.9014,14.07,0.4981,6.6316,0.838,9.3218,12.0079,15.4563,34.2682,16.1615,65.7318,83.8385
Odisha,age_34_plus,21,26.7055,21.3546,0.2718,1.9001,0.1958,1.997,0.3413,1.9848,0.304,2.6113,0.321,1.9097,0.4723,2.6792,0.2376,3.5101,0.1035,2.0429,0.2358,2.7977,0.7547,3.6584,0.139,1.8429,0.2659,2.5812,6.6125,11.5104,57.2423,27.8974,42.7577,72.1026
Odisha,age_below10,21,95.0043,94.9304,1.0804,0.9953,1.0701,0.954,1.0444,0.9488,1.1732,1.0869,1.1448,0.8782,1.0809,1.0071,0.9968,1.0906,0.977,1.032,1.1196,0.9169,1.0849,1.0571,1.0068,1.0003,1.1062,0.9907,0.0,0.0,74.0498,74.044,25.9502,25.956
Chhattisgarh,age_10_13,22,41.0364,42.18,4.8609,1.2098,4.7832,2.0244,5.1743,1.3285,4.3505,0.8949,6.528,1.9325,4.8067,1.0295,0.7371,0.4668,1.5393,0.6871,4.9975,3.2693,3.9289,0.5812,2.9708,1.1582,4.6491,1.2265,0.0,0.0,7.396,5.9347,92.604,94.0653
Chhattisgarh,age_14_17,22,6.2192,6.2899,34.9263,8.2939,35.1491,11.0744,32.8201,7.9672,32.4976,5.934,36.9046,11.0344,32.7353,6.6429,12.5201,2.9497,24.5775,5.5248,29.7276,14.0768,27.346,4.0834,30.6038,8.0143,31.2258,7.4588,0.0,0.0,10.0386,6.3099,89.9614,93.6901
Chhattisgarh,age_18_21,22,6.6005,6.0231,50.6689,54.0443,49.1235,52.7827,50.9503,51.3162,49.3588,41.0339,46.11,52.1899,49.1919,44.9678,57.7322,32.5892,58.7012,49.0909,45.8065,38.5934,41.8647,31.9326,54.5161,53.0588,49.1662,45.5325,0.0,0.0,15.3725,7.4586,84.6275,92.5414
Chhattisgarh,age_22_25,22,7.5308,6.115,4.7324,27.3114,4.887,24.8053,5.8054,29.0239,7.3286,33.0048,4.6894,25.6555,6.8782,30.3665,18.1456,37.0193,8.3773,31.4389,10.1432,20.8931,14.267,33.8129,6.0174,27.461,7.8056,29.2165,7.9317,7.0151,22.0057,9.1238,77.9943,90.8762
Chhattisgarh,age_26_29,22,9.8303,7.2547,0.6358,4.4563,0.7156,3.8747,0.837,5.5266,1.3725,10.6888,0.6869,3.8794,1.625,9.4742,3.6222,15.635,1.2145,6.7255,2.0834,6.8199,5.7066,17.2103,0.821,4.5905,1.5765,8.5775,12.953,13.4752,31.3251,13.5024,68.6749,86.4976
Chhattisgarh,age_30_33,22,13.6979,9.0741,0.1836,1.2024,0.2121,1.2812,0.2271,1.6002,0.3607,3.7889,0.2542,1.4556,0.4971,3.4185,0.8715,5.3676,0.2503,1.7889,0.5004,3.2574,1.8397,6.9255,0.2017,1.3469,0.4303,3.1211,12.3822,15.2066,42.2822,17.3863,57.7178,82.6137
Chhattisgarh,age_34_plus,22,22.6029,20.8647,0.0881,0.4237,0.0959,0.6439,0.0928,0.5415,0.1628,0.9831,0.1336,0.6321,0.1838,1.0016,0.2494,1.4874,0.0704,0.5354,0.1695,1.5172,0.6099,1.9056,0.0695,0.5164,0.1583,0.9766,9.8667,12.5114,69.0959,34.0678,30.9041,65.9322
Chhattisgarh,age_below10,22,97.5305,97.3376,2.291,0.9583,2.0704,1.2268,2.638,1.0212,2.3919,1.1581,2.7266,1.18,2.314,1.0142,0.9835,0.9552,1.2962,0.8104,2.2087,1.7632,1.6639,1.0378,1.5876,0.961,2.1977,1.0645,0.0,0.0,74.8055,74.476,25.1945,25.524
Madhya Pradesh,age_10_13,23,36.8724,37.7597,4.8078,1.1827,5.0439,1.5778,5.4353,1.4027,6.8393,1.1342,6.6667,1.8435,5.0637,1.1221,1.5153,0.7306,2.4023,0.9966,4.9084,2.327,4.5779,0.766,3.8444,1.3134,5.0505,1.2806,0.0,0.0,8.6424,7.4785,91.3576,92.5215
Madhya Pradesh,age_14_17,23,7.0768,6.9252,34.3784,9.4336,34.4878,11.02,34.2983,10.5923,37.2075,7.6736,38.0554,12.5797,33.0475,8.3332,15.9368,5.2487,26.3276,8.1268,30.5759,13.177,27.1723,5.1091,32.1377,9.7123,32.3883,9.0415,0.0,0.0,11.7092,8.3022,88.2908,91.6978
Madhya Pradesh,age_18_21,23,6.35,6.1772,52.4575,60.186,49.0406,55.2806,51.8028,60.3532,44.6081,44.0536,46.6234,58.285,49.9759,51.4668,56.086,43.6606,55.6464,54.3774,46.8121,40.6448,42.5489,36.1873,51.6566,55.6407,48.589,51.3517,0.0,0.0,20.5146,10.0364,79.4854,89.9636
Madhya Pradesh,age_22_25,23,7.2734,6.1696,3.5798,20.7915,4.2877,21.8079,3.6757,19.7429,5.6325,28.7592,3.2013,18.8156,5.6309,24.5646,15.137,29.1211,7.3331,23.5764,8.4794,18.7048,13.4557,32.2066,5.0808,22.2741,6.5406,23.387,11.3393,9.7147,29.6112,12.7686,70.3888,87.2314
Madhya Pradesh,age_26_29,23,9.3189,7.2941,0.507,3.1141,0.6317,3.6619,0.5164,3.1861,1.0648,9.6639,0.4837,2.6807,1.3932,7.2285,2.8309,10.5761,1.0418,5.1457,1.6833,5.928,4.897,14.3402,0.716,4.0279,1.3398,6.6283,15.5406,15.0897,39.2987,17.8736,60.7013,82.1264
Madhya Pradesh,age_30_33,23,11.5855,8.639,0.1445,1.0007,0.1827,1.3219,0.1468,1.0385,0.2753,3.2626,0.1634,1.0961,0.408,2.5833,0.618,3.6683,0.2043,1.5882,0.362,2.6232,1.4573,5.3247,0.1735,1.321,0.326,2.4121,14.3326,14.927,47.4156,21.8798,52.5844,78.1202
Madhya Pradesh,age_34_plus,23,16.211,14.4926,0.0748,0.3186,0.0787,0.5518,0.0803,0.355,0.1157,0.8706,0.1056,0.4598,0.1539,0.7228,0.1706,0.9975,0.0586,0.4522,0.1335,1.0903,0.4604,1.3947,0.0596,0.4526,0.1258,0.7171,12.3028,13.8966,66.9673,34.7512,33.0327,65.2488
Madhya Pradesh,age_below10,23,95.6379,95.528,2.1403,0.9755,1.978,1.0618,2.3816,1.0167,2.0112,1.272,2.4075,1.1187,2.1885,1.1133,1.3309,1.1418,1.5642,1.0363,2.0049,1.373,1.9774,1.3028,1.7633,1.0329,2.1223,1.1352,0.0,0.0,74.0555,74.1467,25.9445,25.8533
Gujarat,age_10_13,24,25.2432,24.9161,1.7928,0.6445,2.4784,0.7539,1.4322,0.6203,2.3212,0.677,2.3549,0.7841,1.7923,0.5699,0.9352,0.5051,1.4853,0.6761,1.924,1.0561,1.9344,0.5193,1.9416,0.7292,1.8748,0.6364,0.0,0.0,7.1077,4.9848,92.8923,95.0152
Gujarat,age_14_17,24,7.3465,5.3832,16.9109,4.9889,18.9672,4.9907,13.9297,4.6633,14.4087,3.0501,19.7238,5.3798,15.098,3.4325,6.9082,2.5674,12.4375,3.8804,14.7882,5.5923,13.8897,2.3387,15.9071,4.3604,15.1352,3.756,0.0,0.0,9.1653,5.3822,90.8347,94.6178
Gujarat,age_18_21,24,8.1307,5.8797,63.8772,52.7421,60.3477,49.808,65.4149,52.9477,57.7232,39.7215,61.1767,51.8628,59.1889,41.5699,57.781,34.7292,59.4572,42.4807,57.1158,37.4648,51.7969,32.4385,60.5135,46.6572,58.4071,41.4537,0.0,0.0,13.5188,6.7022,86.4812,93.2978
Gujarat,age_22_25,24,9.627,6.9324,8.9209,29.0441,9.1079,30.8746,11.1228,30.0257,14.2372,36.718,8.4275,29.3145,13.2615,35.0533,20.7885,37.8933,13.568,33.402,14.4297,28.3761,18.4544,39.4096,10.7273,32.1469,13.4336,33.9449,12.0086,10.6408,18.7053,8.2525,81.2947,91.7475
Gujarat,age_26_29,24,11.7258,8.4089,1.0859,4.4036,1.1669,5.1657,1.3768,4.9216,2.0336,8.9282,1.0317,4.3555,2.4927,9.4114,3.0603,11.8103,1.7935,7.8527,2.1392,8.2241,4.4041,13.2279,1.3445,6.1242,2.0615,9.0995,15.3208,13.9296,23.7964,10.116,76.2036,89.884
Gujarat,age_30_33,24,14.3126,10.1273,0.3108,1.4125,0.3515,1.8371,0.3344,1.5184,0.6011,2.8247,0.3449,1.6823,0.6442,2.7449,0.6721,3.4641,0.4094,2.2916,0.5168,3.1908,1.1151,3.7721,0.3447,1.9546,0.5071,2.7447,13.0374,12.2669,29.8819,12.699,70.1181,87.301
Gujarat,age_34_plus,24,22.5952,17.8554,0.1292,0.4238,0.1345,0.6023,0.1335,0.4696,0.2113,0.7391,0.1565,0.5671,0.209,0.7059,0.1914,0.878,0.1157,0.6005,0.1756,1.1291,0.3217,0.9114,0.1066,0.5719,0.1717,0.7407,9.5357,11.907,48.991,23.048,51.009,76.952
Gujarat,age_below10,24,94.0174,93.8127,3.1545,1.3913,2.6862,1.2839,2.8437,1.2897,2.3905,1.4309,3.063,1.3956,2.7564,1.4186,1.7809,1.4505,2.2165,1.39,2.5342,1.5795,2.3424,1.491,2.4343,1.3156,2.6836,1.4572,0.0,0.0,73.3384,72.2893,26.6616,27.7107
Daman & Diu,age_10_13,25,23.52,26.1731,1.0204,0.4484,1.8361,0.4025,0.6369,0.3364,5.3333,0.8621,2.9783,0.5912,1.6891,0.3897,0.5654,0.2684,1.2752,0.4482,1.5574,0.3072,1.7099,0.3888,1.426,0.5377,1.5853,0.3921,0.0,0.0,3.7179,2.9384,96.2821,97.0616
Daman & Diu,age_14_17,25,2.8027,5.5417,22.449,2.2422,22.9615,4.7124,17.5159,3.196,17.3333,3.4483,27.9986,6.6211,18.8187,3.4133,10.0935,2.6331,16.8843,3.621,17.8768,4.6083,18.7976,3.4212,19.5416,4.0931,18.2074,3.5341,0.0,0.0,4.0426,5.4332,95.9574,94.5668
Daman & Diu,age_18_21,25,4.1593,6.7917,56.6327,43.0493,55.0247,40.3991,65.2866,34.4828,48.0,34.0517,52.1574,46.0457,51.0674,33.1354,59.0532,26.7419,57.9659,38.0471,55.271,29.3834,50.4799,33.0726,57.3888,39.2215,54.4796,33.0069,0.0,0.0,7.102,7.821,92.898,92.179
Daman & Diu,age_22_25,25,5.3765,5.7695,12.7551,40.3587,12.3593,35.7538,9.8726,37.3423,14.6667,35.7759,9.0366,31.5554,16.8808,35.7799,19.0939,37.1403,14.5644,35.4192,15.3365,30.7659,17.2311,35.7349,12.8657,35.5618,15.5475,35.3634,8.9608,4.5395,11.5302,6.8362,88.4698,93.1638
Daman & Diu,age_26_29,25,6.7096,5.4873,3.5714,7.1749,2.4284,9.2739,1.2739,13.3726,2.6667,9.4828,1.5332,7.1203,4.0829,14.8009,4.0479,18.4399,2.919,11.3113,3.364,15.4926,4.203,14.8733,2.852,10.2167,3.4599,14.7754,12.1302,9.1308,15.022,6.9951,84.978,93.0049
Daman & Diu,age_30_33,25,7.7984,5.943,0.5102,3.139,0.9674,3.1863,0.9554,4.5416,2.6667,9.4828,0.536,2.2596,1.5544,5.5203,1.1307,7.0546,0.9679,3.6738,0.8952,7.1099,1.5885,5.5324,1.0563,3.451,1.0068,5.5739,12.0735,10.4092,17.6207,7.5944,82.3793,92.4056
Daman & Diu,age_34_plus,25,19.8963,11.9958,0.0,0.0,0.2962,1.0901,0.0,1.4298,1.3333,2.5862,0.2985,0.762,0.3523,1.3504,0.3844,1.8239,0.2919,1.0371,0.3392,3.2697,0.364,1.3491,0.2958,1.0433,0.3442,1.4692,8.5254,11.9162,37.5392,12.6528,62.4608,87.3472
Daman & Diu,age_below10,25,94.7894,94.9883,2.0408,0.8969,1.1056,1.3248,1.9108,1.2616,2.6667,0.8621,1.9742,1.1561,1.7513,1.3108,1.2287,1.3975,1.352,1.125,1.4767,1.163,1.7319,1.3148,1.3732,1.4045,1.5304,1.299,0.0,0.0,74.6857,74.1636,25.3143,25.8364
Dadra & Nagar Haveli,age_10_13,26,29.2564,28.2674,1.2251,0.1151,2.1189,0.2454,1.6513,0.2215,0.2778,0.0,1.7113,0.3996,1.3885,0.3089,0.614,0.2182,1.294,0.4419,1.4101,0.484,1.3035,0.3439,1.3904,0.364,1.3495,0.3164,0.0,0.0,6.0066,3.0773,93.9934,96.9227
Dadra & Nagar Haveli,age_14_17,26,10.6729,5.5493,19.6401,4.9099,24.5046,5.7416,20.7695,5.4564,20.0,3.3219,24.8616,6.3364,18.0561,3.5427,10.5207,1.9992,18.8354,3.4248,19.5379,6.3504,15.5943,2.9977,22.7926,5.0279,19.7474,3.8001,0.0,0.0,13.0261,4.5176,86.9739,95.4824
Dadra & Nagar Haveli,age_18_21,26,10.7746,6.2631,59.5712,59.2252,55.8564,54.5577,60.2315,55.5134,49.1667,41.8099,55.7152,54.1143,54.2204,41.2093,59.0313,32.8917,58.3465,45.8755,53.928,40.0581,48.5958,36.7733,55.0802,50.2455,54.4764,41.7222,0.0,0.0,22.3053,6.7866,77.6947,93.2134
Dadra & Nagar Haveli,age_22_25,26,9.8301,6.3706,9.7626,24.9712,7.6712,27.7512,9.8229,28.8074,16.9444,34.8225,8.7075,27.9985,14.6717,33.1476,18.4264,37.4786,10.1653,32.5078,13.9965,25.9632,19.4691,34.5818,9.9228,29.9137,13.3768,32.3974,10.7714,6.9604,28.1456,7.2223,71.8544,92.7777
Dadra & Nagar Haveli,age_26_29,26,8.9633,7.1806,1.1868,3.3755,1.2556,4.1345,1.0725,4.412,1.9444,10.1947,1.2382,4.3719,3.315,11.5414,3.0698,15.1637,1.4378,7.0981,2.513,7.7251,5.5931,13.7328,1.3785,5.6543,2.516,10.9586,16.7044,12.2056,32.6072,10.5592,67.3928,89.4408
Dadra & Nagar Haveli,age_30_33,26,9.6947,7.5873,0.4211,1.074,0.3924,1.6808,0.2383,1.19,0.5556,3.8946,0.3523,1.3674,0.619,3.6848,0.5685,4.4973,0.3163,2.2372,0.4863,2.8267,0.948,4.4316,0.3684,1.7352,0.5056,3.5053,20.0664,15.0908,38.2766,13.5379,61.7234,86.4621
Dadra & Nagar Haveli,age_34_plus,26,15.6435,14.3738,0.268,0.4219,0.2943,0.3803,0.1532,0.3545,0.2778,0.4582,0.1711,0.3515,0.2603,0.7414,0.144,0.8457,0.0719,0.4143,0.1653,0.7744,0.3318,0.8581,0.1664,0.3978,0.1782,0.7106,15.8569,16.7025,64.3278,31.3778,35.6722,68.6222
Dadra & Nagar Haveli,age_below10,26,94.7762,94.4903,3.7136,2.1097,2.4917,1.7298,2.9452,1.4179,1.6667,1.1455,3.4654,1.6082,2.7943,1.5211,2.327,1.4497,2.5593,1.4822,3.0595,1.6457,2.4529,1.528,2.8283,1.4982,3.0842,1.6058,0.0,0.0,73.1384,72.2215,26.8616,27.7785
Maharashtra,age_10_13,27,30.8837,32.122,2.4675,0.4046,2.9761,0.5317,2.3289,0.3553,2.8435,0.5313,4.667,0.8712,2.3613,0.3932,0.7364,0.3102,1.2296,0.3767,2.7281,0.8564,2.1877,0.4022,2.1788,0.4843,2.564,0.4613,0.0,0.0,4.9715,4.2052,95.0285,95.7948
Maharashtra,age_14_17,27,4.1358,4.3078,27.3922,2.5446,27.5165,3.2784,27.5719,2.0869,22.0687,2.2896,34.0277,5.2245,24.306,1.9131,10.5218,1.1542,18.6571,1.8498,21.4461,5.01,15.643,1.5902,24.2142,2.7349,22.6443,2.3535,0.0,0.0,5.0203,4.008,94.9797,95.992
Maharashtra,age_18_21,27,4.5425,4.4402,56.3965,37.2476,53.5764,37.3831,57.0235,34.7171,52.5021,26.1005,47.2967,41.1643,52.2733,27.6239,55.9519,20.5722,56.9645,28.0306,48.3344,26.3645,39.8472,20.8344,55.1611,33.9922,50.3294,27.6308,0.0,0.0,6.9338,4.7253,93.0662,95.2747
