state_name,age_bracket,state_code,Below_primary_share_buddhist_female,Below_primary_share_christian_female,Below_primary_share_hindu_female,Below_primary_share_jain_female,Below_primary_share_muslim_female,Below_primary_share_sikh_female,CMPR_buddhist_female,CMPR_christian_female,CMPR_hindu_female,CMPR_jain_female,CMPR_muslim_female,CMPR_sikh_female,Illiteracy_rate_buddhist_female,Illiteracy_rate_christian_female,Illiteracy_rate_hindu_female,Illiteracy_rate_jain_female,Illiteracy_rate_muslim_female,Illiteracy_rate_sikh_female,Literacy_rate_buddhist_female,Literacy_rate_christian_female,Literacy_rate_hindu_female,Literacy_rate_jain_female,Literacy_rate_muslim_female,Literacy_rate_sikh_female,Middle_school_share_buddhist_female,Middle_school_share_christian_female,Middle_school_share_hindu_female,Middle_school_share_jain_female,Middle_school_share_muslim_female,Middle_school_share_sikh_female
Assam,age_22_25,18,7.6329,13.3008,8.0619,1.9005,17.0696,4.6512,17.276,16.3406,16.7507,24.7441,7.0584,22.8054,16.744,31.0369,19.0074,3.913,34.9652,7.6836,83.256,68.9631,80.9926,96.087,65.0348,92.3164,28.0017,26.4715,26.7807,6.6063,24.2498,15.0551
Assam,age_26_29,18,10.1266,15.6659,9.0973,0.755,19.484,4.2341,5.8824,5.2383,5.9881,5.1182,1.7009,7.2815,23.2436,39.2674,23.6042,2.6939,44.2171,8.3333,76.7564,60.7326,76.3958,97.3061,55.7829,91.6667,30.0389,26.0068,28.5807,6.0403,25.3542,20.2989
Assam,age_30_33,18,10.2767,17.2517,10.2475,0.4617,20.2324,3.3873,2.3227,2.1424,2.2959,1.0615,0.6724,2.3101,27.4032,45.6445,27.5485,2.6954,50.4189,8.9812,72.5968,54.3555,72.4515,97.3046,49.5811,91.0188,26.8775,25.0231,27.7929,8.4026,24.7195,18.9985
Assam,age_34_plus,18,18.7659,25.4451,19.8023,7.1869,31.3738,8.53,1.0995,0.9545,0.8185,0.417,0.2948,0.5175,49.4804,62.0531,45.4837,7.5199,70.8106,17.1045,50.5196,37.9469,54.5163,92.4801,29.1894,82.8955,22.4979,19.5662,23.0329,17.7413,18.9675,20.7687
Assam,age_below10,18,92.9114,93.6518,92.7689,89.7959,94.411,93.8838,1.45,1.6456,1.5181,1.289,1.957,1.1273,73.4899,76.4869,73.3085,72.2065,78.2753,73.1747,26.5101,23.5131,26.6915,27.7935,21.7247,26.8253,0.0,0.0,0.0,0.0,0.0,0.0
West Bengal,age_10_13,19,27.8119,38.3637,26.4929,19.8455,36.3826,24.1007,0.8443,1.4348,2.6143,1.217,4.1346,1.2519,3.1932,6.8218,5.9487,3.1088,9.2514,4.248,96.8068,93.1782,94.0513,96.8912,90.7486,95.752,11.8213,8.5847,12.5784,15.3892,8.2746,11.8106
West Bengal,age_14_17,19,6.0817,11.077,8.0199,2.1352,11.8253,3.3277,14.261,17.556,26.7788,11.2985,35.1877,13.718,3.688,8.5712,7.5571,2.487,10.9983,4.882,96.312,91.4288,92.4429,97.513,89.0017,95.118,46.4205,41.5951,46.0585,45.0771,41.2224,46.5877
West Bengal,age_18_21,19,7.6427,12.5918,11.3194,3.8418,16.2384,5.0428,35.1597,36.9013,35.882,36.4429,36.173,36.2421,5.5357,13.6595,11.8394,3.8043,16.8474,5.4005,94.4643,86.3405,88.1606,96.1957,83.1526,94.5995,24.8056,27.137,22.8617,10.1695,24.8172,13.7012
West Bengal,age_22_25,19,10.3215,14.9812,14.0549,3.7372,20.8257,4.4163,16.8683,13.4484,10.0692,24.67,5.6672,18.8642,7.9368,20.1509,16.1604,4.2846,23.1836,7.594,92.0632,79.8491,83.8396,95.7154,76.8164,92.406,23.5167,21.587,22.018,7.5154,21.8329,12.8264
West Bengal,age_26_29,19,12.645,17.0311,16.9552,2.8861,26.0224,4.7337,6.7144,4.9881,3.1427,5.8581,1.2051,5.8814,12.5052,27.0434,20.8276,5.1073,31.5683,7.9646,87.4948,72.9566,79.1724,94.8927,68.4317,92.0354,24.4421,21.6273,22.3921,7.8393,20.1212,14.645
West Bengal,age_30_33,19,14.6136,17.0537,18.6616,4.0409,30.4919,6.4374,2.8753,1.9123,1.0906,1.5212,0.4364,1.6248,16.6182,31.5726,24.6028,6.0884,39.7519,9.5694,83.3818,68.4274,75.3972,93.9116,60.2481,90.4306,25.2566,21.7436,22.3957,8.4369,18.7519,14.1093
West Bengal,age_34_plus,19,23.0267,20.8658,25.5058,8.1063,40.2145,9.8699,1.5132,0.911,0.4002,0.5466,0.2013,0.5967,44.3761,46.5406,42.3665,13.294,64.1986,20.559,55.6239,53.4594,57.6335,86.706,35.8014,79.441,20.4473,20.1592,20.5258,12.9485,15.9869,17.5522
West Bengal,age_below10,19,92.1265,94.6519,92.898,93.0968,94.2316,89.4834,1.0064,0.9674,1.1663,1.0571,1.1719,1.1667,67.9839,71.2604,71.3293,69.6007,74.3025,71.556,32.0161,28.7396,28.6707,30.3993,25.6975,28.444,0.0,0.0,0.0,0.0,0.0,0.0
Jharkhand,age_10_13,20,40.5063,45.0437,41.2259,30.4668,46.2203,31.3065,1.7801,0.6777,2.9472,1.3623,2.5675,1.0079,11.9777,10.1492,10.5653,5.3488,12.4185,3.8183,88.0223,89.8508,89.4347,94.6512,87.5815,96.1817,5.6962,6.7149,7.1125,12.5307,6.732,9.397
Jharkhand,age_14_17,20,5.6818,7.3675,6.1705,0.4338,9.8262,2.2202,18.7435,9.4243,29.3409,12.0193,30.9719,11.5158,6.7138,9.7449,13.8311,3.9583,16.1065,2.6126,93.2862,90.2551,86.1689,96.0417,83.8935,97.3874,35.9848,36.4352,38.6983,45.1193,33.1269,41.1193
Jharkhand,age_18_21,20,4.878,5.562,6.3917,1.3636,11.1613,0.9213,35.9686,39.8455,42.1708,40.8921,43.9828,39.7867,10.219,15.2738,25.9053,7.9498,28.6459,3.163,89.781,84.7262,74.0947,92.0502,71.3541,96.837,16.2602,19.8043,18.0363,7.2727,16.5794,10.9715
Jharkhand,age_22_25,20,7.4349,6.1797,8.0382,2.3173,14.115,1.8118,12.5131,17.2755,6.8878,23.5333,6.031,21.2787,20.8824,20.6617,35.4538,7.1192,38.7398,4.7244,79.1176,79.3383,64.5462,92.8808,61.2602,95.2756,13.7546,15.2095,16.7578,4.2781,14.5995,8.8684
Jharkhand,age_26_29,20,6.0606,6.6247,9.4709,1.9332,16.694,1.8009,4.8691,6.1951,1.45,4.7462,1.1442,5.3172,27.5862,26.5915,44.0047,7.9288,47.7473,5.9444,72.4138,73.4085,55.9953,92.0712,52.2527,94.0556,16.4502,18.3096,18.6335,8.7873,15.371,11.213
Jharkhand,age_30_33,20,10.3659,7.1759,10.3438,1.1696,18.5406,2.2337,1.8325,2.7882,0.4315,0.7251,0.3913,1.3585,29.0043,31.3578,51.3114,8.3929,55.6762,5.3248,70.9957,68.6422,48.6886,91.6071,44.3238,94.6752,16.4634,19.4761,17.9757,5.2632,14.9918,10.7698
Jharkhand,age_34_plus,20,8.402,9.6139,12.1545,5.1736,20.6052,4.555,1.466,1.0369,0.1338,0.1978,0.1465,0.3895,49.3745,49.6167,69.162,11.7849,73.1748,15.5323,50.6255,50.3833,30.838,88.2151,26.8252,84.4677,14.9918,16.2391,16.7911,11.0914,14.6696,15.2816
Jharkhand,age_below10,20,93.2692,94.552,95.6633,93.871,95.4922,95.094,1.9895,1.3396,1.7587,1.0108,1.5719,1.0177,75.2675,76.51,75.2566,69.9321,76.7695,72.1919,24.7325,23.49,24.7434,30.0679,23.2305,27.8081,0.0,0.0,0.0,0.0,0.0,0.0
Odisha,age_10_13,21,19.5029,34.7826,24.8471,20.9302,26.4272,27.8481,1.1918,0.5712,0.9148,0.7339,1.2698,0.5553,8.2456,14.5573,9.2126,3.2154,6.8613,5.8122,91.7544,85.4427,90.7874,96.7846,93.1387,94.1878,13.1931,7.6403,11.853,13.289,12.4057,10.6013
Odisha,age_14_17,21,4.4061,7.2042,5.669,1.0453,5.8811,2.7182,20.2871,12.9438,17.8666,11.5963,18.1924,10.0879,4.918,19.138,12.1588,4.3333,8.8207,2.7816,95.082,80.862,87.8412,95.6667,91.1793,97.2184,44.8276,43.3351,44.771,43.554,44.4543,42.7754
Odisha,age_18_21,21,7.5117,8.0624,7.1375,2.8777,6.7003,1.897,41.3868,45.1616,45.4429,41.9083,44.7641,38.6087,14.8,28.4343,17.9597,4.1379,12.2554,6.3452,85.2,71.5657,82.0403,95.8621,87.7446,93.6548,18.3099,25.0876,26.7764,7.1942,29.5772,14.6341
Odisha,age_22_25,21,9.1727,8.7254,8.5245,1.2136,8.5653,3.2874,10.5092,14.7939,12.9977,23.5596,12.9124,22.6284,12.4409,34.7404,21.8586,4.4084,14.9785,7.2763,87.5591,65.2596,78.1414,95.5916,85.0215,92.7237,19.6043,24.8372,27.4203,7.0388,26.9832,11.1347
Odisha,age_26_29,21,11.8712,10.2034,11.7396,2.0619,12.1918,3.7756,3.0336,3.8566,2.8498,4.2569,2.6086,5.5221,16.6107,41.8931,27.1713,3.7221,19.8824,10.0873,83.3893,58.1069,72.8287,96.2779,80.1176,89.9127,19.3159,24.7383,23.3007,8.5052,21.3779,14.2395
Odisha,age_30_33,21,14.2857,11.7824,15.6085,1.0724,16.7754,3.8557,0.8938,1.3991,0.6859,0.844,0.8007,1.3111,24.1667,48.8096,33.7044,7.2139,26.2338,10.5673,75.8333,51.1904,66.2956,92.7861,73.7662,89.4327,14.8352,21.6995,18.4198,10.1877,17.1316,14.1791
Odisha,age_34_plus,21,32.2827,15.7255,26.9874,8.5714,26.7285,6.9611,0.2979,0.4804,0.1856,0.1101,0.2441,0.401,54.2994,67.0395,56.8492,16.1677,47.5652,21.9483,45.7006,32.9605,43.1508,83.8323,52.4348,78.0517,10.2197,16.6048,11.2908,14.5455,11.1883,13.3701
Odisha,age_below10,21,94.1748,95.1489,95.0177,95.3846,94.2514,94.6565,1.4085,0.7761,0.9295,1.1009,0.913,1.2186,74.7549,75.4733,73.949,71.9828,73.227,72.8028,25.2451,24.5267,26.051,28.0172,26.773,27.1972,0.0,0.0,0.0,0.0,0.0,0.0
Chhattisgarh,age_10_13,22,27.7404,35.8092,41.2901,21.6971,33.3063,28.8191,1.4148,0.7706,3.6584,0.9124,2.1232,0.8336,2.357,3.8592,7.5189,1.4815,4.3624,1.6136,97.643,96.1408,92.4811,98.5185,95.6376,98.3864,8.7851,5.7379,4.1288,10.58,8.6772,8.8566
Chhattisgarh,age_14_17,22,1.49,3.1282,6.3576,0.3173,3.7429,1.9483,14.8907,10.9977,25.7542,9.6012,19.8702,9.8873,2.0434,4.482,10.25,0.6828,4.7219,2.172,97.9566,95.518,89.75,99.3172,95.2781,97.828,48.5739,48.5701,44.8276,42.4643,44.7227,44.0417
Chhattisgarh,age_18_21,22,1.6484,2.8453,6.7654,0.6289,3.5968,1.5018,38.7527,43.3764,42.6641,37.7019,42.4427,39.9778,2.6738,7.5291,15.7031,1.1399,6.9471,1.5652,97.3262,92.4709,84.2969,98.8601,93.0529,98.4348,23.8619,27.5529,30.7073,2.7254,26.8203,10.7774
Chhattisgarh,age_22_25,22,1.976,3.5388,7.7495,0.4255,3.9164,1.3984,14.6068,15.9376,6.623,30.5265,12.4048,24.6651,3.5915,11.1664,22.5301,1.1094,9.5101,3.0886,96.4085,88.8336,77.4699,98.8906,90.4899,96.9114,24.8137,23.9333,27.7086,3.2495,24.3801,9.4959
Chhattisgarh,age_26_29,22,2.8025,4.3359,10.1718,0.4747,5.6294,1.7272,4.9304,6.4964,1.3017,6.0806,2.9669,5.4062,4.862,17.6224,32.0584,1.4809,13.95,4.5103,95.138,82.3776,67.9416,98.5191,86.05,95.4897,24.4642,23.7665,26.4313,4.7073,23.1746,11.2795
Chhattisgarh,age_30_33,22,5.2015,5.5278,14.2359,0.6813,7.8379,2.3693,1.5,2.2251,0.325,0.9929,0.9319,1.0263,8.7567,24.3902,43.2448,1.5648,19.8257,5.0018,91.2433,75.6098,56.7552,98.4352,80.1743,94.9982,21.9048,22.2454,23.9041,5.9046,20.5856,11.5457
Chhattisgarh,age_34_plus,22,17.2203,8.9662,23.6445,7.1085,16.9754,5.2265,0.4968,0.7927,0.1128,0.1825,0.3087,0.2939,35.7483,49.5775,70.3357,5.7121,40.8604,15.1601,64.2517,50.4225,29.6643,94.2879,59.1396,84.8399,17.5427,17.576,16.3545,13.3702,16.7117,13.9849
Chhattisgarh,age_below10,22,97.4409,97.014,97.5861,96.9478,95.7389,96.5339,1.0031,1.3745,1.8225,0.8319,1.0862,0.9203,71.4071,72.3869,74.858,70.5395,73.8603,71.0009,28.5929,27.6131,25.142,29.4605,26.1397,28.9991,0.0,0.0,0.0,0.0,0.0,0.0
Madhya Pradesh,age_10_13,23,27.3788,33.5833,36.9819,19.1652,37.718,30.6285,2.6356,1.3586,4.39,1.372,2.5492,1.0872,3.8556,9.9716,8.7433,2.1519,8.3232,6.0655,96.1444,90.0284,91.2567,97.8481,91.6768,93.9345,8.7009,7.5506,5.8466,13.886,7.1566,10.3099
Madhya Pradesh,age_14_17,23,3.8207,4.4916,7.0739,0.9817,7.9567,4.2136,19.5302,12.8511,28.3104,12.4475,23.2659,11.2706,4.535,11.8519,11.9483,1.2067,10.2973,6.2207,95.465,88.1481,88.0517,98.7933,89.7027,93.7793,47.3383,40.9802,42.1938,40.3059,38.6392,40.1544
Madhya Pradesh,age_18_21,23,3.5686,4.2207,6.3747,0.4401,6.7165,3.1746,42.5644,35.4709,43.6132,38.651,45.8329,43.155,7.0034,15.0059,21.2283,1.0733,15.1355,8.6957,92.9966,84.9941,78.7717,98.9267,84.8645,91.3043,26.3448,15.0069,29.5146,5.9468,27.5178,14.9369
Madhya Pradesh,age_22_25,23,4.5059,3.4345,7.364,0.348,7.145,3.0142,9.6532,17.7363,5.664,24.3619,8.5014,21.2616,11.2187,17.6721,30.6835,1.6606,20.9472,10.9177,88.7813,82.3279,69.3165,98.3394,79.0528,89.0823,22.5405,12.1383,24.7802,5.3624,24.206,12.4876
Madhya Pradesh,age_26_29,23,6.7546,3.3537,9.5343,0.4511,8.5284,3.0634,2.3553,8.8217,1.1578,5.7754,1.7351,4.4931,15.7752,20.8436,40.6788,1.8757,27.7015,14.8378,84.2248,79.1564,59.3212,98.1243,72.2985,85.1622,21.9591,11.5959,22.1382,6.686,21.9935,11.5834
Madhya Pradesh,age_30_33,23,9.7751,3.4347,11.8994,0.579,10.6624,4.1164,0.6686,2.5864,0.2612,0.8192,0.518,0.9957,21.0163,23.1133,48.8252,2.216,35.7716,17.5258,78.9837,76.8867,51.1748,97.784,64.2284,82.4742,22.2517,10.6349,20.29,9.0288,20.4624,11.1422
Madhya Pradesh,age_34_plus,23,23.9732,4.368,16.627,5.75,16.5529,5.1539,0.1724,0.935,0.0899,0.1719,0.193,0.3136,53.8502,28.7389,68.4227,8.0078,57.636,26.7676,46.1498,71.2611,31.5773,91.9922,42.364,73.2324,15.4748,9.4356,15.8422,14.7091,16.2108,12.3373
Madhya Pradesh,age_below10,23,94.8586,95.9941,95.6917,95.1205,95.0632,95.2381,1.2824,1.4516,1.9243,1.1431,1.4173,1.1307,71.4036,74.5693,74.0424,71.2316,74.3946,73.5787,28.5964,25.4307,25.9576,28.7684,25.6054,26.4213,0.0,0.0,0.0,0.0,0.0,0.0
Gujarat,age_10_13,24,29.8959,21.4266,25.1159,15.8612,27.086,26.3127,2.5425,0.9131,1.6532,0.5231,1.0949,1.2579,7.6049,4.9662,7.1421,1.692,7.2072,9.4067,92.3951,95.0338,92.8579,98.308,92.7928,90.5933,10.0284,12.7699,10.5102,17.2449,8.8127,11.4454
Gujarat,age_14_17,24,8.0367,4.1073,7.3546,0.6217,7.9551,5.8313,15.8172,7.3843,12.9933,3.8314,11.4497,8.6752,10.483,5.9824,9.2962,1.2028,8.7316,8.6168,89.517,94.0176,90.7038,98.7972,91.2684,91.3832,34.3284,40.083,34.5457,37.3332,31.1902,36.4144
Gujarat,age_18_21,24,7.7869,5.2798,8.1813,0.7506,8.5012,6.0024,44.007,42.3444,51.5042,35.1847,52.0959,42.3658,10.6227,8.5945,13.8523,1.0173,11.8953,13.3195,89.3773,91.4055,86.1477,98.9827,88.1047,86.6805,18.6475,12.2634,15.7424,3.4411,17.1493,11.5246
Gujarat,age_22_25,24,7.6744,6.2804,9.6607,0.6652,10.4433,5.3612,12.3726,19.0443,11.8391,31.8223,11.9778,21.3347,14.7389,11.2953,19.1819,1.4423,16.5241,13.4827,85.2611,88.7047,80.8181,98.5577,83.4759,86.5173,16.3566,12.9393,15.3975,3.6541,16.7313,10.2226
Gujarat,age_26_29,24,9.9907,8.2703,11.7627,0.8512,13.0151,5.8442,1.9215,6.2131,1.8112,6.6789,1.8754,5.3228,19.6283,14.2761,24.4411,1.5372,20.8629,13.6218,80.3717,85.7239,75.5589,98.4628,79.1371,86.3782,16.0037,11.4097,14.1239,3.9993,15.5503,8.3952
Gujarat,age_30_33,24,11.8391,9.6536,14.3402,0.9362,16.3763,6.5837,0.4804,1.6026,0.4004,1.4302,0.5621,0.8551,25.1935,18.3991,30.749,1.7438,25.6878,13.459,74.8065,81.6009,69.251,98.2562,74.3122,86.541,14.1379,10.3153,13.5473,4.9295,13.7301,10.057
Gujarat,age_34_plus,24,21.266,11.6344,22.6468,7.4185,27.5065,8.2828,0.1992,0.4555,0.1269,0.4119,0.1904,0.2479,49.0944,30.8705,50.3654,5.7065,43.5845,22.0613,50.9056,69.1295,49.6346,94.2935,56.4155,77.9387,10.2193,9.2786,10.3165,7.3941,9.3353,10.4116
Gujarat,age_below10,24,93.1343,93.3726,94.0316,94.1087,93.9631,95.0192,3.14,2.2585,2.4273,1.4086,2.1396,1.8776,75.4038,70.7371,73.3154,70.2524,73.72,75.0954,24.5962,29.2629,26.6846,29.7476,26.28,24.9046,0.0,0.0,0.0,0.0,0.0,0.0
Daman & Diu,age_10_13,25,12.5,18.9189,22.1686,0.0,37.8284,25.0,1.7241,0.1105,1.3445,2.2222,0.9903,2.1277,0.0,2.6316,3.5493,0.0,5.6198,0.0,100.0,97.3684,96.4507,100.0,94.3802,100.0,12.5,8.1081,13.612,25.0,6.655,25.0
Daman & Diu,age_14_17,25,0.0,0.0,2.6347,10.0,4.8936,0.0,6.8966,3.0939,14.5818,4.4444,15.485,6.383,16.6667,3.3898,3.7385,0.0,7.1146,25.0,83.3333,96.6102,96.2615,100.0,92.8854,75.0,20.0,43.8596,42.74,30.0,40.0,0.0
Daman & Diu,age_18_21,25,0.0,3.0303,3.8999,0.0,7.1672,0.0,55.1724,23.2044,48.379,36.6667,46.7027,38.2979,0.0,2.9412,7.2634,0.0,6.0897,0.0,100.0,97.0588,92.7366,100.0,93.9103,100.0,0.0,6.0606,15.4046,0.0,20.8191,0.0
Daman & Diu,age_22_25,25,0.0,4.8544,5.149,0.0,8.2245,0.0,18.9655,28.5083,13.7617,33.3333,14.4497,29.7872,10.0,2.8302,11.6202,7.1429,11.8527,0.0,90.0,97.1698,88.3798,92.8571,88.1473,100.0,11.1111,3.8835,18.1562,23.0769,16.9713,0.0
Daman & Diu,age_26_29,25,5.8824,1.7699,6.5501,0.0,9.6685,0.0,6.8966,14.6961,2.9523,6.6667,3.151,8.5106,5.5556,3.4188,15.0411,0.0,16.9725,0.0,94.4444,96.5812,84.9589,100.0,83.0275,100.0,29.4118,5.3097,17.3776,7.6923,17.2652,0.0
Daman & Diu,age_30_33,25,0.0,5.0847,7.7982,0.0,8.9127,0.0,0.0,4.8619,0.7529,0.0,1.1254,2.1277,0.0,4.065,17.7212,7.1429,19.6275,0.0,100.0,95.935,82.2788,92.8571,80.3725,100.0,28.5714,13.5593,17.9483,0.0,18.8948,0.0
Daman & Diu,age_34_plus,25,18.1818,16.1787,20.034,3.7736,21.3007,0.0,0.0,1.2155,0.2673,0.0,0.2926,0.0,26.6667,10.1108,39.1003,10.1695,31.2269,6.0606,73.3333,89.8892,60.8997,89.8305,68.7731,93.9394,0.0,13.4052,14.3745,9.434,10.5012,6.4516
Daman & Diu,age_below10,25,100.0,95.5556,94.6349,100.0,95.9427,100.0,6.8966,0.5525,1.3486,0.0,1.1929,2.1277,81.8182,71.519,74.7491,57.1429,74.2471,85.7143,18.1818,28.481,25.2509,42.8571,25.7529,14.2857,0.0,0.0,0.0,0.0,0.0,0.0
Dadra & Nagar Haveli,age_10_13,26,31.25,30.4878,29.2741,14.7059,27.8729,33.3333,0.5917,0.6939,1.1867,0.8523,1.2061,2.1739,0.0,2.7668,6.157,0.0,3.9906,25.0,100.0,97.2332,93.843,100.0,96.0094,75.0,18.75,5.2846,7.727,17.6471,8.313,33.3333
Dadra & Nagar Haveli,age_14_17,26,0.0,7.6233,11.0024,0.0,6.2827,0.0,22.4852,13.6469,17.3261,5.1136,17.5949,4.3478,0.0,8.2305,13.54,9.375,4.5,0.0,100.0,91.7695,86.46,90.625,95.5,100.0,50.0,45.7399,40.9788,31.0345,38.2199,28.5714
Dadra & Nagar Haveli,age_18_21,26,0.0,14.7727,10.9312,0.0,5.8824,33.3333,49.1124,37.0085,49.6292,42.3295,50.5144,41.3043,14.2857,19.2661,22.9028,7.6923,11.3744,0.0,85.7143,80.7339,77.0972,92.3077,88.6256,100.0,33.3333,12.5,20.1923,0.0,17.1123,0.0
Dadra & Nagar Haveli,age_22_25,26,5.0,9.0909,10.0953,1.9231,6.0659,0.0,11.8343,20.7402,12.1829,31.8182,11.7772,39.1304,16.6667,22.807,29.038,0.0,12.1766,25.0,83.3333,77.193,70.962,100.0,87.8234,75.0,22.5,10.7955,17.7095,5.7692,16.6378,0.0
Dadra & Nagar Haveli,age_26_29,26,10.5263,8.589,8.8582,0.0,12.1901,9.0909,2.9586,6.9391,2.2609,6.5341,2.9443,2.1739,9.5238,27.5556,33.5167,0.0,15.3846,0.0,90.4762,72.4444,66.4833,100.0,84.6154,100.0,31.5789,7.9755,17.1907,0.0,14.6694,0.0
Dadra & Nagar Haveli,age_30_33,26,9.5238,7.5758,9.6832,1.9608,12.1884,0.0,0.0,1.1565,0.4399,0.8523,0.2838,2.1739,25.0,25.4237,39.4252,0.0,19.5991,0.0,75.0,74.5763,60.5748,100.0,80.4009,100.0,4.7619,7.5758,15.4517,1.9608,17.1745,0.0
Dadra & Nagar Haveli,age_34_plus,26,22.5806,10.4034,15.6564,5.3097,21.9902,0.0,0.5917,0.3855,0.124,0.0,0.2128,0.0,38.0,41.2718,66.2914,4.6414,35.3968,3.8462,62.0,58.7282,33.7086,95.3586,64.6032,96.1538,6.4516,9.1295,12.3324,7.9646,8.8452,16.0
Dadra & Nagar Haveli,age_below10,26,100.0,94.7368,94.9478,84.6154,90.9408,100.0,2.3669,1.9275,2.8274,2.2727,2.5186,0.0,77.9221,63.3205,73.1529,69.7674,76.6856,60.0,22.0779,36.6795,26.8471,30.2326,23.3144,40.0,0.0,0.0,0.0,0.0,0.0,0.0
Maharashtra,age_10_13,27,29.6686,22.8216,31.2368,20.9493,30.5525,26.5352,1.9104,0.6404,1.8991,0.8673,1.72,1.0869,3.3758,3.5777,5.079,2.3854,5.2326,5.0023,96.6242,96.4223,94.921,97.6146,94.7674,94.9977,8.3275,11.3422,7.9189,11.3265,9.4891,10.5154
Maharashtra,age_14_17,27,3.1194,1.7628,4.1544,0.6381,4.8811,3.1361,17.2158,5.2143,17.9975,8.0271,18.3763,9.0115,3.3901,3.0551,5.1638,1.6739,5.1871,4.9671,96.6099,96.9449,94.8362,98.3261,94.8129,95.0329,44.7598,41.9394,42.6681,40.7721,39.6819,39.643
Maharashtra,age_18_21,27,3.5339,2.0911,4.5984,0.7035,5.1658,3.0409,42.8505,25.3905,44.3385,37.0462,45.9843,36.7206,4.3805,3.6806,7.2268,1.7471,6.9116,5.7592,95.6195,96.3194,92.7732,98.2529,93.0884,94.2408,17.0997,7.379,14.9927,3.643,18.4763,7.6023
Maharashtra,age_22_25,27,4.8064,2.1442,5.6789,0.7213,6.3855,2.9415,10.1939,24.4365,10.7296,26.8484,10.0322,22.6583,6.2836,4.5734,10.0628,2.0631,9.8444,6.8271,93.7164,95.4266,89.9372,97.9369,90.1556,93.1729,19.1199,7.5251,16.5582,4.039,17.6952,8.0021
Maharashtra,age_26_29,27,7.1979,2.5836,7.5729,0.8374,8.9493,3.2482,2.4787,12.9657,2.5253,5.8118,2.054,6.517,9.4551,5.6146,14.0608,2.2403,14.4553,7.578,90.5449,94.3854,85.9392,97.7597,85.5447,92.422,20.1521,7.9461,16.6024,4.9418,16.3626,7.4635
Maharashtra,age_30_33,27,11.3365,3.6347,11.0368,1.2562,12.4244,3.9642,0.6976,4.0095,0.5994,1.1151,0.6006,1.4949,14.9802,6.9062,19.773,2.4277,19.7856,8.6856,85.0198,93.0938,80.227,97.5723,80.2144,91.3144,20.1392,8.1352,15.6786,6.1439,14.9979,7.9768
Maharashtra,age_34_plus,27,26.0583,7.5452,21.444,9.6284,23.4214,6.3962,0.2064,1.3797,0.1847,0.3641,0.2222,0.4607,45.5649,13.615,43.2354,9.0304,39.1844,16.7877,54.4351,86.385,56.7646,90.9696,60.8156,83.2123,13.5886,8.7572,10.537,8.4809,10.5385,9.9368
Maharashtra,age_below10,27,95.7103,95.1961,95.7022,96.0931,94.4527,94.563,2.2965,2.0371,2.4997,2.0098,2.1439,1.9571,72.2852,71.4201,73.2157,71.2228,73.8627,73.2391,27.7148,28.5799,26.7843,28.7772,26.1373,26.7609,0.0,0.0,0.0,0.0,0.0,0.0
Andhra Pradesh,age_10_13,28,21.0646,18.9302,19.1773,14.9091,21.4591,20.6751,3.7146,3.11,4.3498,1.048,2.6453,3.1873,8.8072,5.776,6.4346,4.4586,7.2016,14.2547,91.1928,94.224,93.5654,95.5414,92.7984,85.7453,13.2319,17.5936,16.5543,20.1818,15.8634,17.2996
Andhra Pradesh,age_14_17,28,2.0701,2.1672,2.4122,1.0322,2.8955,3.4387,19.5828,20.2793,26.149,9.9901,21.7801,16.2749,10.3498,6.3295,8.1867,3.2315,8.2713,12.3064,89.6502,93.6705,91.8133,96.7685,91.7287,87.6936,30.6529,34.163,34.9021,32.6047,31.4667,32.4349
Andhra Pradesh,age_18_21,28,3.7855,2.6252,3.1575,2.1459,2.8171,3.6332,40.28,32.0413,36.0669,39.6689,39.6859,35.3187,14.0921,10.6486,14.523,4.6059,12.0988,19.3863,85.9079,89.3514,85.477,95.3941,87.9012,80.6137,8.5174,6.5848,7.8129,3.8627,8.1667,7.7855
Andhra Pradesh,age_22_25,28,4.8551,3.4,4.4043,0.9294,3.5534,2.8105,7.2388,11.597,6.7782,22.6963,8.225,13.9512,23.6701,15.7157,23.1219,7.1401,17.6431,23.5382,76.3299,84.2843,76.8781,92.8599,82.3569,76.4618,7.1261,5.8006,7.6821,3.1263,6.9443,6.6667
Andhra Pradesh,age_26_29,28,4.8828,4.8052,6.919,1.434,4.9192,2.822,1.6764,4.2506,1.2772,3.8633,1.5526,3.9619,35.3535,22.2456,35.1398,7.2741,26.1732,25.8186,64.6465,77.7544,64.8602,92.7259,73.8268,74.1814,8.5938,5.7827,8.0081,4.2176,6.7448,5.4993
Andhra Pradesh,age_30_33,28,8.1879,5.6997,8.8445,1.2906,6.2663,3.1332,0.4667,1.127,0.3261,0.6945,0.48,0.8725,42.7803,26.4062,44.0186,8.5664,34.9334,25.1953,57.2197,73.5938,55.9814,91.4336,65.0666,74.8047,9.5302,5.6303,8.1154,5.7839,6.6977,6.7885
Andhra Pradesh,age_34_plus,28,9.6104,7.6069,13.3964,5.3509,10.0409,4.4114,0.2857,0.4144,0.1524,0.2667,0.2065,0.4897,73.361,41.0208,67.1942,17.1769,59.7163,36.4367,26.639,58.9792,32.8058,82.8231,40.2837,63.5633,7.1429,6.3088,7.5038,9.6147,6.1761,6.4684
