state_name,age_bracket,state_code,CMPR_buddhist_male,CMPR_christian_male,CMPR_hindu_male,CMPR_jain_male,CMPR_muslim_male,CMPR_sikh_male,Illiteracy_rate_buddhist_male,Illiteracy_rate_christian_male,Illiteracy_rate_hindu_male,Illiteracy_rate_jain_male,Illiteracy_rate_muslim_male,Illiteracy_rate_sikh_male,Literacy_rate_buddhist_male,Literacy_rate_christian_male,Literacy_rate_hindu_male,Literacy_rate_jain_male,Literacy_rate_muslim_male,Literacy_rate_sikh_male
Goa,age_10_13,30,0.6349,0.2204,0.3365,0.0,0.3984,0.4219,0.0,1.8421,2.4547,4.3478,3.6152,3.125,100.0,98.1579,97.5453,95.6522,96.3848,96.875
Goa,age_14_17,30,0.0,0.2476,0.8966,0.3067,1.516,0.8439,0.0,1.3103,1.8998,3.3333,4.6537,0.0,100.0,98.6897,98.1002,96.6667,95.3463,100.0
Goa,age_18_21,30,6.6667,3.654,8.8278,8.589,16.4095,10.3376,0.0,1.7038,3.2302,0.0,6.2255,6.8182,100.0,98.2962,96.7698,100.0,93.7745,93.1818
Goa,age_below10,30,1.5873,1.0348,1.2984,1.8405,1.5025,1.2658,76.7123,70.1635,72.8611,68.2353,74.6232,72.7273,23.2877,29.8365,27.1389,31.7647,25.3768,27.2727
Lakshadweep,age_10_13,31,0.0,0.0,0.0,,0.0606,0.0,0.0,50.0,7.1429,0.0,2.7595,,100.0,50.0,92.8571,100.0,97.2405,
Lakshadweep,age_14_17,31,0.0,0.0,0.656,,0.8014,33.3333,,0.0,0.0,,0.9095,0.0,,100.0,100.0,,99.0905,100.0
Lakshadweep,age_18_21,31,25.0,6.7308,10.7779,,12.7012,33.3333,,0.0,9.6774,0.0,1.9196,,,100.0,90.3226,100.0,98.0804,
Lakshadweep,age_below10,31,0.0,0.9615,0.3749,,0.7475,0.0,,100.0,71.0526,66.6667,74.7058,,,0.0,28.9474,33.3333,25.2942,
Kerala,age_10_13,32,0.2364,0.0173,0.0241,0.0,0.0349,0.0,3.2389,0.9989,1.2325,0.6494,1.2944,2.381,96.7611,99.0011,98.7675,99.3506,98.7056,97.619
Kerala,age_14_17,32,0.9456,0.1057,0.1537,0.0821,0.4542,0.1847,0.0,0.6755,0.8091,0.0,0.8146,0.7874,100.0,99.3245,99.1909,100.0,99.1854,99.2126
Kerala,age_18_21,32,6.0284,4.3561,4.711,5.4187,12.3957,8.2179,2.0408,0.662,0.913,0.0,0.8853,0.0,97.9592,99.338,99.087,100.0,99.1147,100.0
Kerala,age_below10,32,0.8274,0.6649,0.6769,0.5747,0.8104,0.831,72.0635,69.5041,70.5968,68.0233,72.7076,73.487,27.9365,30.4959,29.4032,31.9767,27.2924,26.513
Tamil Nadu,age_10_13,33,0.1085,0.0463,0.0614,0.1473,0.0688,0.1351,3.9024,1.4685,2.0614,1.6087,2.1674,2.407,96.0976,98.5315,97.9386,98.3913,97.8326,97.593
Tamil Nadu,age_14_17,33,0.6512,0.2662,0.6974,0.9766,0.6171,0.8333,1.1601,1.0856,1.776,1.3058,1.825,2.8384,98.8399,98.9144,98.224,98.6942,98.175,97.1616
Tamil Nadu,age_18_21,33,14.6889,8.2255,15.3983,17.8338,13.3636,12.3874,2.2901,1.2119,2.4557,0.9233,2.3908,2.2857,97.7099,98.7881,97.5443,99.0767,97.6092,97.7143
Tamil Nadu,age_below10,33,1.8813,1.3206,1.22,1.7322,1.3166,1.4865,73.3333,71.4865,71.5016,71.1131,72.8757,73.3221,26.6667,28.5135,28.4984,28.8869,27.1243,26.6779
Puducherry,age_10_13,34,0.0,0.0573,0.0868,0.0,0.0934,0.0,0.0,2.3875,2.5234,0.0,1.88,0.0,100.0,97.6125,97.4766,100.0,98.12,100.0
Puducherry,age_14_17,34,0.0,0.3176,0.5255,1.7677,0.4725,1.0526,5.8824,1.0736,1.3564,0.0,1.3037,0.0,94.1176,98.9264,98.6436,100.0,98.6963,100.0
Puducherry,age_18_21,34,7.2072,7.9082,10.4348,14.1414,9.3621,14.7368,0.0,1.2136,1.8411,0.0,1.2121,0.0,100.0,98.7864,98.1589,100.0,98.7879,100.0
Puducherry,age_below10,34,2.7027,0.9371,0.9227,2.0202,1.1263,1.0526,73.4694,72.6615,72.5612,70.0855,73.9778,66.6667,26.5306,27.3385,27.4388,29.9145,26.0222,33.3333
Andaman & Nicobar Islands,age_10_13,35,0.0,0.1196,0.1991,0.0,0.1526,0.2525,4.7619,3.4807,1.9628,0.0,2.0677,0.0,95.2381,96.5193,98.0372,100.0,97.9323,100.0
Andaman & Nicobar Islands,age_14_17,35,0.0,0.9016,1.3939,0.0,1.4711,0.7576,0.0,1.7464,0.8551,0.0,2.058,1.8868,100.0,98.2536,99.1449,100.0,97.942,98.1132
Andaman & Nicobar Islands,age_18_21,35,11.6667,14.0274,16.6801,0.0,15.1793,13.1313,0.0,2.0464,2.5036,0.0,5.6075,0.0,100.0,97.9536,97.4964,100.0,94.3925,100.0
Andaman & Nicobar Islands,age_below10,35,1.6667,0.3786,0.5517,0.0,0.523,0.5051,75.0,73.8769,70.7089,50.0,72.9594,71.6418,25.0,26.1231,29.2911,50.0,27.0406,28.3582
